Missing bin header dwarf
[Sections]

nth paddr         size vaddr        vsize perm name
―――――――――――――――――――――――――――――――――――――――――――――――――――
0   0x00000000     0x0 0x00000000     0x0 ---- 
1   0x00000094    0x1c 0x08048094    0x1c -r-x .init
2   0x000000b0  0xdc21 0x080480b0  0xdc21 -r-x .text
3   0x0000dcd1    0x17 0x08055cd1    0x17 -r-x .fini
4   0x0000dd00   0xd60 0x08055d00   0xd60 -r-- .rodata
5   0x0000f000     0x8 0x08057000     0x8 -rw- .ctors
6   0x0000f008     0x8 0x08057008     0x8 -rw- .dtors
7   0x0000f020   0x120 0x08057020   0x120 -rw- .data
8   0x0000f140     0x0 0x08057140   0x700 -rw- .bss
9   0x0000f140    0x3e 0x00000000    0x3e ---- .shstrtab

[Segments]

nth paddr         size vaddr        vsize perm name
―――――――――――――――――――――――――――――――――――――――――――――――――――
0   0x00000000  0xea60 0x08048000  0xea60 -r-x LOAD0
1   0x0000f000   0x140 0x08057000   0x840 -rw- LOAD1
2   0x00000000     0x0 0x00000000     0x0 -rw- GNU_STACK
3   0x00000000    0x34 0x08048000    0x34 -rw- ehdr

[Entrypoints]
vaddr=0x08048168 paddr=0x00000168 haddr=0x00000018 hvaddr=0x08048018 type=program

1 entrypoints
[Constructors]

0 entrypoints
[Main]
vaddr=0x0804edf0 paddr=0x00006df0
[Imports]
nth vaddr bind type lib name
――――――――――――――――――――――――――――

[Symbols]

nth paddr vaddr bind type size lib name
―――――――――――――――――――――――――――――――――――――――
[Strings]
nth paddr      vaddr      len size section type  string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――
0   0x0000dd04 0x08055d04 23  24   .rodata ascii  HTTP/1.1\r\nUser-Agent: 
1   0x0000dd1c 0x08055d1c 8   9    .rodata ascii \r\nHost: 
2   0x0000dd25 0x08055d25 8   9    .rodata ascii Cookie: 
3   0x0000dd31 0x08055d31 4   5    .rodata ascii \r\n\r\n
4   0x0000dd38 0x08055d38 4   5    .rodata ascii http
5   0x0000dd3d 0x08055d3d 4   5    .rodata ascii url=
6   0x0000dd42 0x08055d42 4   5    .rodata ascii POST
7   0x0000dd5f 0x08055d5f 7   8    .rodata ascii \b/proc/
8   0x0000dd67 0x08055d67 4   5    .rodata ascii /exe
9   0x0000dd6c 0x08055d6c 4   5    .rodata ascii bin/
10  0x0000dd71 0x08055d71 4   5    .rodata ascii lib/
11  0x0000dd7a 0x08055d7a 12  13   .rodata ascii get haxored!
12  0x0000dd8c 0x08055d8c 32  33   .rodata ascii w5q6he3dbrsgmclkiu4to18npavj702f
13  0x0000ddb4 0x08055db4 4   5    .rodata ascii PMMV
14  0x0000ddc0 0x08055dc0 7   8    .rodata ascii ZOJFKRA
15  0x0000ddc8 0x08055dc8 7   8    .rodata ascii FGDCWNV
16  0x0000ddd0 0x08055dd0 8   9    .rodata ascii HWCLVGAJ
17  0x0000dde6 0x08055de6 7   8    .rodata ascii QWRRMPV
18  0x0000ddee 0x08055dee 8   9    .rodata ascii RCQQUMPF
19  0x0000ddfd 0x08055dfd 4   5    .rodata ascii WQGP
20  0x0000de02 0x08055e02 4   5    .rodata ascii RCQQ
21  0x0000de07 0x08055e07 5   6    .rodata ascii CFOKL
22  0x0000de11 0x08055e11 8   9    .rodata ascii QOACFOKL
23  0x0000de28 0x08055e28 6   7    .rodata ascii OGKLQO
24  0x0000de2f 0x08055e2f 13  14   .rodata ascii cFOKLKQVPCVMP
25  0x0000de3d 0x08055e3d 7   8    .rodata ascii QGPTKAG
26  0x0000de45 0x08055e45 10  11   .rodata ascii QWRGPTKQMP
27  0x0000de50 0x08055e50 5   6    .rodata ascii EWGQV
28  0x0000de56 0x08055e56 5   6    .rodata ascii CFOKL
29  0x0000de5d 0x08055e5d 13  14   .rodata ascii CFOKLKQVPCVMP
30  0x0000de6b 0x08055e6b 4   5    .rodata ascii W@LV
31  0x0000de86 0x08055e86 5   6    .rodata ascii HT@XF
32  0x0000de8c 0x08055e8c 4   5    .rodata ascii CLIM
33  0x0000de91 0x08055e91 5   6    .rodata ascii XNZZ\f
34  0x0000de98 0x08055e98 5   6    .rodata ascii WHoIM
35  0x0000de9e 0x08055e9e 5   6    .rodata ascii TKXZT
36  0x0000dea5 0x08055ea5 5   6    .rodata ascii WHoIM
37  0x0000deab 0x08055eab 5   6    .rodata ascii CFOKL
38  0x0000deb1 0x08055eb1 6   7    .rodata ascii Q[QVGO
39  0x0000deb8 0x08055eb8 4   5    .rodata ascii KIU@
40  0x0000debd 0x08055ebd 8   9    .rodata ascii FPGCO@MZ
41  0x0000dec6 0x08055ec6 7   8    .rodata ascii PGCNVGI
42  0x0000dedf 0x08055edf 6   7    .rodata ascii DWAIGP
43  0x0000dee6 0x08055ee6 6   7    .rodata ascii OMVJGP
44  0x0000deed 0x08055eed 4   5    .rodata ascii ogin
45  0x0000def2 0x08055ef2 5   6    .rodata ascii enter
46  0x0000def8 0x08055ef8 7   8    .rodata ascii assword
47  0x0000df2b 0x08055f2b 10  11   .rodata ascii \bNKQVGLKLE
48  0x0000df3f 0x08055f3f 17  18   .rodata ascii TRL\fIMOCPW\fVMFC["
49  0x0000df51 0x08055f51 14  15   .rodata ascii \rFGT\rUCVAJFME"
50  0x0000df60 0x08055f60 19  20   .rodata ascii \rFGT\rOKQA\rUCVAJFME"
51  0x0000df74 0x08055f74 20  21   .rodata ascii \rDJ\rGZVGLF\rUCVAJFME"
52  0x0000df89 0x08055f89 7   8    .rodata ascii vqMWPAG
53  0x0000df91 0x08055f91 6   7    .rodata ascii gLEKLG
54  0x0000df98 0x08055f98 6   7    .rodata ascii sWGP["
55  0x0000df9f 0x08055f9f 17  18   .rodata ascii \rGVA\rPGQMNT\fAMLD"
56  0x0000dfb1 0x08055fb1 10  11   .rodata ascii LCOGQGPTGP
57  0x0000dfbe 0x08055fbe 4   5    .rodata ascii mRGL
58  0x0000dfc7 0x08055fc7 6   7    .rodata ascii TGPKD[
59  0x0000dfd2 0x08055fd2 7   8    .rodata ascii PCLFlWO
60  0x0000dfdc 0x08055fdc 12  13   .rodata ascii qGEOGLVCVKML
61  0x0000dfe9 0x08055fe9 6   7    .rodata ascii DCWNV"
62  0x0000dff0 0x08055ff0 7   8    .rodata ascii kNNGECN
63  0x0000dff8 0x08055ff8 12  13   .rodata ascii KLQVPWAVKML"
64  0x0000e005 0x08056005 6   7    .rodata ascii zdaed"
65  0x0000e00c 0x0805600c 4   5    .rodata ascii gajm
66  0x0000e012 0x08056012 6   7    .rodata ascii CRRNGV
67  0x0000e01d 0x0805601d 6   7    .rodata ascii DMWLF"
68  0x0000e024 0x08056024 6   7    .rodata ascii QJGNN"
69  0x0000e02b 0x0805602b 7   8    .rodata ascii GLC@NG"
70  0x0000e033 0x08056033 7   8    .rodata ascii Q[QVGO"
71  0x0000e03f 0x0805603f 12  13   .rodata ascii \r@KL\r@WQ[@MZ
72  0x0000e04c 0x0805604c 6   7    .rodata ascii okpck"
73  0x0000e053 0x08056053 5   6    .rodata ascii okpck
74  0x0000e05a 0x0805605a 6   7    .rodata ascii CRRNGV
75  0x0000e065 0x08056065 6   7    .rodata ascii DMWLF"
76  0x0000e06c 0x0805606c 12  13   .rodata ascii \r@KL\r@WQ[@MZ
77  0x0000e07d 0x0805607d 12  13   .rodata ascii \r@KL\r@WQ[@MZ
78  0x0000e08a 0x0805608a 4   5    .rodata ascii IKNN
79  0x0000e094 0x08056094 8   9    .rodata ascii CQQUMPF"
80  0x0000e09d 0x0805609d 5   6    .rodata ascii MEKL"
81  0x0000e0a3 0x080560a3 6   7    .rodata ascii GLVGP"
82  0x0000e0aa 0x080560aa 9   10   .rodata ascii LAMPPGAV"
83  0x0000e0b4 0x080560b4 6   7    .rodata ascii vGNLGV
84  0x0000e0bb 0x080560bb 9   10   .rodata ascii mRGLmLAG"
85  0x0000e0c5 0x080560c5 10  11   .rodata ascii aMLLGAVKML
86  0x0000e0d1 0x080560d1 4   5    .rodata ascii IGGR
87  0x0000e0d6 0x080560d6 6   7    .rodata ascii CNKTG"
88  0x0000e0dd 0x080560dd 10  11   .rodata ascii QGVaMMIKG\n
89  0x0000e0ea 0x080560ea 7   8    .rodata ascii PGDPGQJ
90  0x0000e0f4 0x080560f4 8   9    .rodata ascii NMACVKML
91  0x0000e103 0x08056103 6   7    .rodata ascii AMMIKG
92  0x0000e10c 0x0805610c 7   8    .rodata ascii AMLVGLV
93  0x0000e114 0x08056114 6   7    .rodata ascii NGLEVJ
94  0x0000e11d 0x0805611d 8   9    .rodata ascii VPCLQDGP
95  0x0000e126 0x08056126 8   9    .rodata ascii GLAMFKLE
96  0x0000e131 0x08056131 8   9    .rodata ascii AJWLIGF"
97  0x0000e13a 0x0805613a 10  11   .rodata ascii AMLLGAVKML
98  0x0000e147 0x08056147 6   7    .rodata ascii QGPTGP
99  0x0000e14f 0x0805614f 10  11   .rodata ascii FMQCPPGQV"
100 0x0000e15a 0x0805615a 6   7    .rodata ascii QGPTGP
101 0x0000e162 0x08056162 10  11   .rodata ascii ANMWFDNCPG
102 0x0000e16d 0x0805616d 6   7    .rodata ascii LEKLZ"
103 0x0000e174 0x08056174 9   10   .rodata ascii \rAOFNKLG"
104 0x0000e17e 0x0805617e 11  12   .rodata ascii \rTCP\rqMDKC"
105 0x0000e18a 0x0805618a 7   8    .rodata ascii \rRPMA\r"
106 0x0000e192 0x08056192 5   6    .rodata ascii \rGZG"
107 0x0000e199 0x08056199 10  11   .rodata ascii \nFGNGVGF\v"
108 0x0000e1a4 0x080561a4 4   5    .rodata ascii \rDF"
109 0x0000e1a9 0x080561a9 7   8    .rodata ascii \fCLKOG"
110 0x0000e1b1 0x080561b1 8   9    .rodata ascii \rQVCVWQ"
111 0x0000e1ba 0x080561ba 6   7    .rodata ascii pgrmpv
112 0x0000e1c8 0x080561c8 10  11   .rodata ascii jvvrdnmmf"
113 0x0000e1d3 0x080561d3 10  11   .rodata ascii nmnlmevdm"
114 0x0000e1de 0x080561de 8   9    .rodata ascii XMNNCPF"
115 0x0000e1e7 0x080561e7 11  12   .rodata ascii egvnmacnkr"
116 0x0000e1f4 0x080561f4 6   7    .rodata ascii cAAGRV
117 0x0000e1fc 0x080561fc 9   10   .rodata ascii VGZV\rJVON
118 0x0000e206 0x08056206 21  22   .rodata ascii CRRNKACVKML\rZJVON\tZON
119 0x0000e21c 0x0805621c 15  16   .rodata ascii CRRNKACVKML\rZON
120 0x0000e232 0x08056232 10  11   .rodata ascii KOCEG\rUG@R
121 0x0000e248 0x08056248 6   7    .rodata ascii cAAGRV
122 0x0000e24f 0x0805624f 8   9    .rodata ascii nCLEWCEG
123 0x0000e26c 0x0805626c 7   8    .rodata ascii aMLVGLV
124 0x0000e274 0x08056274 4   5    .rodata ascii v[RG
125 0x0000e27a 0x0805627a 13  14   .rodata ascii CRRNKACVKML\rZ
126 0x0000e28c 0x0805628c 4   5    .rodata ascii DMPO
127 0x0000e291 0x08056291 11  12   .rodata ascii WPNGLAMFGF"
128 0x0000e2a0 0x080562a0 8   9    .rodata ascii oMXKNNC\r
129 0x0000e2ac 0x080562ac 8   9    .rodata ascii \nuKLFMUQ
130 0x0000e2c5 0x080562c5 12  13   .rodata ascii cRRNGuG@iKV\r
131 0x0000e2d8 0x080562d8 6   7    .rodata ascii \nijvon
132 0x0000e2e0 0x080562e0 4   5    .rodata ascii NKIG
133 0x0000e2e5 0x080562e5 6   7    .rodata ascii eGAIM\v
134 0x0000e2ec 0x080562ec 7   8    .rodata ascii aJPMOG\r
135 0x0000e301 0x08056301 7   8    .rodata ascii qCDCPK\r
136 0x0000e310 0x08056310 8   9    .rodata ascii oMXKNNC\r
137 0x0000e31c 0x0805631c 8   9    .rodata ascii \nuKLFMUQ
138 0x0000e335 0x08056335 12  13   .rodata ascii cRRNGuG@iKV\r
139 0x0000e348 0x08056348 6   7    .rodata ascii \nijvon
140 0x0000e350 0x08056350 4   5    .rodata ascii NKIG
141 0x0000e355 0x08056355 6   7    .rodata ascii eGAIM\v
142 0x0000e35c 0x0805635c 7   8    .rodata ascii aJPMOG\r
143 0x0000e371 0x08056371 7   8    .rodata ascii qCDCPK\r
144 0x0000e380 0x08056380 8   9    .rodata ascii oMXKNNC\r
145 0x0000e38c 0x0805638c 8   9    .rodata ascii \nuKLFMUQ
146 0x0000e3a4 0x080563a4 12  13   .rodata ascii cRRNGuG@iKV\r
