[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d0 0x000000d0 4   5            ascii   Rich
2    0x000001e8 0x000001e8 5   6            ascii   .text
3    0x0000020f 0x0000020f 7   8            ascii   `.rdata
4    0x00000237 0x00000237 6   7            ascii   @.data
5    0x00000260 0x00000260 6   7            ascii   .reloc
6    0x000004b5 0x100010b5 4   5    .text   ascii   E\fS3
7    0x000005b5 0x100011b5 4   5    .text   ascii   QRPV
8    0x000005d5 0x100011d5 4   5    .text   ascii   u\vhp
9    0x0000066c 0x1000126c 4   6    .text   utf8    =0fǄ blocks=Basic Latin,Latin Extended-B
10   0x00000805 0x10001405 4   5    .text   ascii   SVW3
11   0x0000092f 0x1000152f 4   5    .text   ascii   YYS3
12   0x000009bd 0x100015bd 4   6    .text   utf8    EԀ8/ blocks=Basic Latin,Cyrillic Supplement
13   0x00000a05 0x10001605 7   10   .text   utf8    E̋Mȋu\f+ blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-B
14   0x00000a61 0x10001661 5   7    .text   utf8    }Ћu\fj blocks=Basic Latin,Cyrillic
15   0x00000aa8 0x100016a8 7   10   .text   utf8    Eċ}Ћu\f@ blocks=Basic Latin,Latin Extended-A,Cyrillic
16   0x00000d2c 0x1000192c 4   6    .text   utf8    ůD0 blocks=Basic Latin,Combining Diacritical Marks
17   0x00000db1 0x100019b1 4   5    .text   ascii   t\fh8
18   0x00000dcf 0x100019cf 4   5    .text   ascii   t\fhp
19   0x00000ded 0x100019ed 4   5    .text   ascii   t'hX
20   0x00000f64 0x10001b64 6   7    .text   ascii   E\b_^[d
21   0x00000f8a 0x10001b8a 4   5    .text   ascii   SVWh
22   0x00001415 0x10002015 6   7    .text   ascii   E\b_^[d
23   0x0000143b 0x1000203b 5   6    .text   ascii   SVWh0
24   0x00001887 0x10002487 4   5    .text   ascii   _^[d
25   0x000018fa 0x100024fa 4   6    .text   utf8    02qe
26   0x00001946 0x10002546 6   7    .text   ascii   E\bYY^[
27   0x0000198f 0x1000258f 4   6    .text   utf8    u\f+K
28   0x000019b2 0x100025b2 5   7    .text   utf8    +KM\bP
29   0x00001a1c 0x1000261c 4   5    .text   ascii   ]\bVS
30   0x00001a4e 0x1000264e 4   5    .text   ascii   w\nh8
31   0x00001aac 0x100026ac 4   5    .text   ascii   ]\bVW
32   0x00001ae2 0x100026e2 4   5    .text   ascii   s\nhH
33   0x00001af8 0x100026f8 4   5    .text   ascii   w\nh8
34   0x00001b7a 0x1000277a 4   5    .text   ascii   _^[]
35   0x00001ba4 0x100027a4 4   5    .text   ascii   ;E\bs
36   0x00001baa 0x100027aa 4   5    .text   ascii   E\b+M
37   0x00001bc0 0x100027c0 4   5    .text   ascii   +M\b;
38   0x00001bc5 0x100027c5 4   5    .text   ascii   w\nh8
39   0x00001dd4 0x100029d4 5   6    .text   ascii   E\bRQP
40   0x00001e0f 0x10002a0f 4   5    .text   ascii   ]\fVW
41   0x00001e48 0x10002a48 4   5    .text   ascii   s\nhH
42   0x00001e58 0x10002a58 4   5    .text   ascii   ;E\bs
43   0x00001e6d 0x10002a6d 4   5    .text   ascii   w\nh8
44   0x00001e7f 0x10002a7f 5   6    .text   ascii   ;]\bs/
45   0x00001eb7 0x10002ab7 9   10   .text   ascii   9]\bvz+]\bj
46   0x00001ed0 0x10002ad0 4   5    .text   ascii   U\b;U
47   0x00001fd9 0x10002bd9 7   8    .text   ascii   ;E\fs\nhH
48   0x00001fe8 0x10002be8 4   5    .text   ascii   +E\f;
49   0x00001ffb 0x10002bfb 4   5    .text   ascii   w\nh8
50   0x00002034 0x10002c34 4   5    .text   ascii   E\fWP
51   0x0000207f 0x10002c7f 5   6    .text   ascii   +E\f;E
52   0x00002094 0x10002c94 4   5    .text   ascii   w\nh8
53   0x00002145 0x10002d45 4   5    .text   ascii   M\fSQ
54   0x00002222 0x10002e22 5   7    .text   utf8    @^]øT blocks=Basic Latin,Latin-1 Supplement
55   0x000022bd 0x10002ebd 4   5    .text   ascii   w!9^
56   0x000022e0 0x10002ee0 4   6    .text   utf8    _^[ø blocks=Basic Latin,Latin-1 Supplement
57   0x00002337 0x10002f37 5   6    .text   ascii   E\b_^d
58   0x00002390 0x10002f90 4   5    .text   ascii   E\fSV
59   0x00002399 0x10002f99 5   8    .text   utf8    W+ËΉe blocks=Basic Latin,Latin-1 Supplement,Greek and Coptic
60   0x000023aa 0x10002faa 5   6    .text   ascii   ;]\ft"
61   0x00002423 0x10003023 4   5    .text   ascii   w\nh8
62   0x0000247a 0x1000307a 4   5    .text   ascii   s\nhH
63   0x0000248d 0x1000308d 4   6    .text   utf8    ؋M\f; blocks=Arabic,Basic Latin
64   0x000024b9 0x100030b9 4   5    .text   ascii   ;]\fs
65   0x000024e8 0x100030e8 4   5    .text   ascii   9M\br
66   0x000024fd 0x100030fd 4   5    .text   ascii   ;E\bv
67   0x00002596 0x10003196 4   6    .text   utf8    +KM\b
68   0x000025af 0x100031af 4   5    .text   ascii   s\nhH
69   0x000025f6 0x100031f6 4   6    .text   utf8    \f+Ã~ blocks=Basic Latin,Latin-1 Supplement
70   0x00002680 0x10003280 6   7    .text   ascii   \f9E\bv(
71   0x000027a4 0x100033a4 4   5    .text   ascii   v\nh8
72   0x000027c5 0x100033c5 5   6    .text   ascii   8M\bt\e
73   0x00002814 0x10003414 4   5    .text   ascii   s\nhH
74   0x00002824 0x10003424 4   5    .text   ascii   9]\fs
75   0x00002868 0x10003468 5   6    .text   ascii   }\bSWP
76   0x00002896 0x10003496 4   5    .text   ascii   tCWj
77   0x000028ac 0x100034ac 4   5    .text   ascii   @PSV
78   0x00002917 0x10003517 5   6    .text   ascii   t\vWSV
79   0x0000296a 0x1000356a 4   5    .text   ascii   @SVW
80   0x00002a97 0x10003697 6   7    .text   ascii   E\b_^[d
81   0x00002afd 0x100036fd 4   5    .text   ascii   u\bW3
82   0x00002b41 0x10003741 6   8    .text   utf8    ˀ<9\t$ blocks=Spacing Modifier Letters,Basic Latin
83   0x00002b86 0x10003786 4   5    .text   ascii   rt[;
84   0x00002b97 0x10003797 4   5    .text   ascii   ntJ;
85   0x00002bd2 0x100037d2 6   7    .text   ascii   'uOj'3
86   0x00002c65 0x10003865 5   6    .text   ascii   E\b,A<
87   0x00002c7a 0x1000387a 5   6    .text   ascii   E\b,a<
88   0x00002c96 0x10003896 4   5    .text   ascii   E\bu\f
89   0x00002ca2 0x100038a2 5   7    .text   utf8    , ]ÍH blocks=Basic Latin,Latin-1 Supplement
90   0x00002db1 0x100039b1 5   6    .text   ascii   (u\W3
91   0x00002db7 0x100039b7 4   5    .text   ascii   G@;F
92   0x00002e31 0x10003a31 4   5    .text   ascii   SVWj
93   0x00002e8d 0x10003a8d 4   5    .text   ascii   PCSQ
94   0x00002f42 0x10003b42 5   6    .text   ascii   't!It
95   0x00003069 0x10003c69 4   5    .text   ascii   \ej\nj
96   0x000030a7 0x10003ca7 5   6    .text   ascii   E\b_^d
