[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000c8 0x000000c8 5   6            ascii   Rich:
2    0x000001e0 0x000001e0 5   6            ascii   .text
3    0x00000207 0x00000207 7   8            ascii   `.rdata
4    0x0000022f 0x0000022f 6   7            ascii   @.data
5    0x00000258 0x00000258 6   7            ascii   .reloc
6    0x00001005 0x02841005 4   5    .text   ascii   u\fhP
7    0x00001033 0x02841033 6   7    .text   ascii   ]\bWPVS
8    0x0000104c 0x0284104c 4   5    .text   ascii   t1h(
9    0x00001097 0x02841097 4   5    .text   ascii   _[^]
10   0x000010ed 0x028410ed 4   5    .text   ascii   u\b_[
11   0x000010fc 0x028410fc 5   6    .text   ascii   u\bQWV
12   0x000011b4 0x028411b4 5   7    .text   utf8    ӋE\f_[ blocks=Cyrillic,Basic Latin
13   0x00001218 0x02841218 5   6    .text   ascii   QRPWV
14   0x0000122c 0x0284122c 4   5    .text   ascii   u\bh\b
15   0x00001278 0x02841278 5   6    .text   ascii   RPQWV
16   0x000012ba 0x028412ba 4   5    .text   ascii   u\bWV
17   0x000012c5 0x028412c5 4   6    .text   utf8    U 3Ƀ blocks=Basic Latin,Latin Extended-B
18   0x000012df 0x028412df 5   6    .text   ascii   QRPSV
19   0x0000137b 0x0284137b 5   6    .text   ascii   txVhD
20   0x00001392 0x02841392 5   6    .text   ascii   uaVhD
21   0x000013b7 0x028413b7 4   7    .text   utf8    \bQV葍 blocks=Basic Latin,CJK Unified Ideographs
22   0x000013f6 0x028413f6 4   5    .text   ascii   ]\b_^
23   0x00001404 0x02841404 4   5    .text   ascii   u\bSV
24   0x0000142d 0x0284142d 5   6    .text   ascii   QRPSV
25   0x00001449 0x02841449 4   5    .text   ascii   SVW3
26   0x000015c5 0x028415c5 4   5    .text   ascii   u\bhP
27   0x000015d5 0x028415d5 4   5    .text   ascii   u3h0
28   0x000015e7 0x028415e7 4   5    .text   ascii   u!h(
29   0x00001635 0x02841635 4   5    .text   ascii   u3h0
30   0x0000177f 0x0284177f 6   7    .text   ascii   U\fPQRV
31   0x000017c1 0x028417c1 6   7    .text   ascii   M\fRPQW
32   0x000018a2 0x028418a2 4   5    .text   ascii   tJh\b
33   0x000018d4 0x028418d4 5   6    .text   ascii   E\fQRP
34   0x00001990 0x02841990 5   6    .text   ascii   u:WhD
35   0x000019a7 0x028419a7 5   6    .text   ascii   u#WhD
36   0x000019db 0x028419db 6   7    .text   ascii   E\fQRPW
37   0x000019f4 0x028419f4 5   6    .text   ascii   E\bj\P
38   0x00001a18 0x02841a18 5   6    .text   ascii   M\bSVj
39   0x00001a4a 0x02841a4a 6   7    .text   ascii   M\fRPQV
40   0x00001a78 0x02841a78 5   6    .text   ascii   M\bSVj
41   0x00001aaa 0x02841aaa 6   7    .text   ascii   M\fRPQV
42   0x00001b3e 0x02841b3e 5   7    .text   utf8    ЋE\bRP blocks=Cyrillic,Basic Latin
43   0x00001b88 0x02841b88 5   7    .text   utf8    KM\bPQ
44   0x00001bcc 0x02841bcc 5   6    .text   ascii   U\bVVV
45   0x00001cc2 0x02841cc2 4   5    .text   ascii   PQRV
46   0x00001ddb 0x02841ddb 5   6    .text   ascii   M\fRPQ
47   0x00001e46 0x02841e46 6   7    .text   ascii   M\fRPQW
48   0x00001eaa 0x02841eaa 5   6    .text   ascii   E\bSW3
49   0x00001f1a 0x02841f1a 4   5    .text   ascii   RSSh
50   0x000020ce 0x028420ce 4   5    .text   ascii   vG9u
51   0x000020e5 0x028420e5 5   6    .text   ascii   t0WSV
52   0x0000210a 0x0284210a 4   5    .text   ascii   WVRj
53   0x0000213b 0x0284213b 7   8    .text   ascii   U\bWSPQR
54   0x0000217e 0x0284217e 4   5    .text   ascii   vt9u
55   0x000021a5 0x028421a5 5   6    .text   ascii   t0WSV
56   0x000021ca 0x028421ca 4   5    .text   ascii   WVRj
57   0x000021fb 0x028421fb 7   8    .text   ascii   U\bWSPQR
58   0x0000237a 0x0284237a 4   5    .text   ascii   gfff
59   0x000023e7 0x028423e7 5   6    .text   ascii   M\fWQV
60   0x000023f4 0x028423f4 4   5    .text   ascii   WVRj
61   0x00002425 0x02842425 6   7    .text   ascii   U\bPWQR
62   0x00002478 0x02842478 6   7    .text   ascii   M\bQj\bP
63   0x00002515 0x02842515 4   5    .text   ascii   u\bhP
64   0x00002525 0x02842525 4   5    .text   ascii   u3h0
65   0x00002537 0x02842537 4   5    .text   ascii   u!h(
66   0x0000255b 0x0284255b 4   5    .text   ascii   E\fPV
67   0x00002585 0x02842585 4   5    .text   ascii   u3h0
68   0x000025bb 0x028425bb 4   5    .text   ascii   E\fPV
69   0x000025de 0x028425de 5   6    .text   ascii   >CAL 
70   0x000025ec 0x028425ec 4   5    .text   ascii   uGh4
71   0x000025fe 0x028425fe 5   6    .text   ascii   u5h\bp
72   0x0000261d 0x0284261d 5   6    .text   ascii   M\bh\bp
73   0x00002637 0x02842637 12  13   .text   ascii   =MSG t\v=SDG 
74   0x00002673 0x02842673 7   8    .text   ascii   >MSG u`
75   0x000026d2 0x028426d2 4   5    .text   ascii   \f_^[
76   0x00002723 0x02842723 5   6    .text   ascii   I9\r\fq
77   0x00002777 0x02842777 4   5    .text   ascii   E\fVP
78   0x0000278d 0x0284278d 6   8    .text   utf8    ӋM\bPVQ blocks=Cyrillic,Basic Latin
79   0x000027af 0x028427af 4   5    .text   ascii   Gu\fh
80   0x000027c0 0x028427c0 4   5    .text   ascii   t\eWh
81   0x00002885 0x02842885 5   6    .text   ascii   \bSVW3
82   0x0000296a 0x0284296a 6   7    .text   ascii   f9_\buP
83   0x00002a22 0x02842a22 5   7    .text   utf8    ]ËM\f_ blocks=Basic Latin,Latin-1 Supplement
84   0x00002a39 0x02842a39 4   5    .text   ascii   SVW3
85   0x00002ab1 0x02842ab1 4   6    .text   utf8    ]ËM\f blocks=Basic Latin,Latin-1 Supplement
86   0x00002ace 0x02842ace 4   5    .text   ascii   9:vP
87   0x00002b14 0x02842b14 4   5    .text   ascii   G;9r
88   0x00002b6e 0x02842b6e 5   7    .text   utf8    ]ËM\b_ blocks=Basic Latin,Latin-1 Supplement
89   0x00002bf4 0x02842bf4 4   5    .text   ascii   w\b_^
90   0x00002c3c 0x02842c3c 4   5    .text   ascii   M\fQh
91   0x00002ce1 0x02842ce1 12  14   .text   utf8    []ËE\f@W;F\bva blocks=Basic Latin,Latin-1 Supplement
92   0x00002cf9 0x02842cf9 7   8    .text   ascii   \bW9^\ft;
93   0x00002d16 0x02842d16 4   5    .text   ascii   ^\b^3
94   0x00002d1b 0x02842d1b 4   6    .text   utf8    []ËN blocks=Basic Latin,Latin-1 Supplement
95   0x00002d4a 0x02842d4a 6   8    .text   utf8    tŉ~\b_^ blocks=Basic Latin,Latin Extended-A
96   0x00002d64 0x02842d64 4   6    .text   utf8    M\b3ҋ blocks=Basic Latin,Cyrillic
97   0x00002e47 0x02842e47 6   7    .text   ascii   u\bWj h
98   0x00002f2c 0x02842f2c 4   5    .text   ascii   \rWSV
99   0x00002fe1 0x02842fe1 4   5    .text   ascii   U\bSR
100  0x00003017 0x02843017 5   6    .text   ascii   E\bRPV
101  0x0000304e 0x0284304e 5   6    .text   ascii   E\bPQV
102  0x0000305d 0x0284305d 4   5    .text   ascii   u\f^_
103  0x000030ad 0x028430ad 4   5    .text   ascii   U\bPR
104  0x000030c9 0x028430c9 5   6    .text   ascii   t&j,j
105  0x00003178 0x02843178 4   5    .text   ascii   u\fVP
106  0x000031bb 0x028431bb 5   6    .text   ascii   M\fQPV
107  0x00003291 0x02843291 5   6    .text   ascii   G\b_^]
108  0x0000336a 0x0284336a 4   5    .text   ascii   9~\bu
109  0x000033a0 0x028433a0 4   5    .text   ascii   Wjdj
110  0x000033ae 0x028433ae 4   5    .text   ascii   ~\bVW
111  0x000033ba 0x028433ba 4   5    .text   ascii   F4VP
112  0x00003474 0x02843474 5   6    .text   ascii   M\b9y\f
113  0x00003538 0x02843538 4   6    .text   utf8    \vʉH\b blocks=Basic Latin,IPA Extensions
114  0x00003558 0x02843558 5   7    .text   utf8    ]ËQ\fS blocks=Basic Latin,Latin-1 Supplement
115  0x00003575 0x02843575 4   5    .text   ascii   Q\f;V
116  0x000035fd 0x028435fd 4   6    .text   utf8    ^]ËU blocks=Basic Latin,Latin-1 Supplement
117  0x00003604 0x02843604 4   6    .text   utf8    E\f3Ʌ blocks=Basic Latin,Latin Extended-B
118  0x0000367e 0x0284367e 4   5    .text   ascii   t\aA@
119  0x000036bb 0x028436bb 4   5    .text   ascii   SWf9
120  0x000036c6 0x028436c6 4   6    .text   utf8    Ɓ8PE blocks=Latin Extended-B,Basic Latin
121  0x00003764 0x02843764 5   6    .text   ascii   M\bQPj
122  0x00003778 0x02843778 4   5    .text   ascii   I#M\b
123  0x0000379d 0x0284379d 4   5    .text   ascii   U\bRf
124  0x000037bc 0x028437bc 4   5    .text   ascii   J#U\b
125  0x000037f4 0x028437f4 4   5    .text   ascii   E\bPj
126  0x00003814 0x02843814 4   5    .text   ascii   E\bPj
127  0x00003846 0x02843846 7   9    .text   utf8    ]ËM\fQPj blocks=Basic Latin,Latin-1 Supplement
128  0x000038ec 0x028438ec 4   6    .text   utf8    }\b3\v
129  0x0000390f 0x0284390f 4   5    .text   ascii   J#U\b
130  0x0000396a 0x0284396a 4   6    .text   utf8    }\b3\v
131  0x0000398d 0x0284398d 4   5    .text   ascii   J#U\b
132  0x000039c6 0x028439c6 4   5    .text   ascii   t-f;
133  0x000039ff 0x028439ff 5   6    .text   ascii   u\a[_3
134  0x00003ad1 0x02843ad1 5   6    .text   ascii   t=hH\b
135  0x00003b89 0x02843b89 4   5    .text   ascii   _^[]
136  0x00003b9d 0x02843b9d 5   7    .text   utf8    _]ËE\f blocks=Basic Latin,Latin-1 Supplement
137  0x00003c21 0x02843c21 4   5    .text   ascii   M\bQP
138  0x00003c95 0x02843c95 4   5    .text   ascii   \bSVW
139  0x00003d30 0x02843d30 5   7    .text   utf8    v8+ʉ\f blocks=Basic Latin,IPA Extensions
140  0x00003f40 0x02843f40 4   5    .text   ascii   9\r`z
141  0x00003fd7 0x02843fd7 4   6    .text   utf8    3ɣhz blocks=Basic Latin,IPA Extensions
142  0x00004059 0x02844059 5   6    .text   ascii   U\bQRP
143  0x0000406f 0x0284406f 6   7    .text   ascii   |04+~4
144  0x00004076 0x02844076 4   5    .text   ascii   }\btu
145  0x00004104 0x02844104 5   6    .text   ascii   M\bSVW
146  0x00004115 0x02844115 4   6    .text   utf8    3ۍt8 blocks=Basic Latin,Arabic
147  0x0000415a 0x0284415a 4   5    .text   ascii   _^[]
148  0x0000416b 0x0284416b 5   6    .text   ascii   SVWP3
149  0x0000424a 0x0284424a 5   6    .text   ascii   QWSVR
150  0x0000426e 0x0284426e 5   7    .text   utf8    ]ËE\bh blocks=Basic Latin,Latin-1 Supplement
151  0x000042fb 0x028442fb 4   5    .text   ascii   ]\bW3
152  0x0000430e 0x0284430e 4   5    .text   ascii   t\b_3
153  0x00004347 0x02844347 5   6    .text   ascii   QPRWS
154  0x00004357 0x02844357 4   5    .text   ascii   F\b;E
155  0x00004369 0x02844369 6   7    .text   ascii   N\fRPQS
156  0x00004422 0x02844422 7   9    .text   utf8    ]ËE\bVPj blocks=Basic Latin,Latin-1 Supplement
157  0x00004444 0x02844444 4   6    .text   utf8    ^]ËM blocks=Basic Latin,Latin-1 Supplement
158  0x0000444b 0x0284444b 6   7    .text   ascii   U\fWQRV
159  0x0000456b 0x0284456b 4   5    .text   ascii   ]\bVW
160  0x000046e1 0x028446e1 4   5    .text   ascii   9\bsM
161  0x0000481f 0x0284481f 6   7    .text   ascii   H\f:\vt\v
162  0x00004858 0x02844858 5   8    .text   utf8    P\f뫋M\f blocks=Basic Latin,Hangul Syllables
163  0x0000488d 0x0284488d 4   6    .text   utf8    _]Ë\a blocks=Basic Latin,Latin-1 Supplement
164  0x0000494b 0x0284494b 5   6    .text   ascii   \f9\at)
165  0x0000496a 0x0284496a 5   6    .text   ascii   H\f:\vt
166  0x00004986 0x02844986 4   6    .text   utf8    []ËM blocks=Basic Latin,Latin-1 Supplement
167  0x000049da 0x028449da 4   5    .text   ascii   _^[]
168  0x00004a24 0x02844a24 5   6    .text   ascii   t\rf9E
169  0x00004a5e 0x02844a5e 5   7    .text   utf8    ЍM\bQR blocks=Cyrillic,Basic Latin
170  0x00004a7d 0x02844a7d 5   7    .text   utf8    []Í}\b blocks=Basic Latin,Latin-1 Supplement
171  0x00004ac6 0x02844ac6 4   5    .text   ascii   _^[]
172  0x00004c46 0x02844c46 4   6    .text   utf8    ]ËU\b blocks=Basic Latin,Latin-1 Supplement
173  0x00004c70 0x02844c70 4   6    .text   utf8    ]ËM\f blocks=Basic Latin,Latin-1 Supplement
174  0x00004d8e 0x02844d8e 4   5    .text   ascii   u\bVh
175  0x00004ece 0x02844ece 4   5    .text   ascii   U\fRh
176  0x00004f22 0x02844f22 4   5    .text   ascii   un9F
177  0x00004f51 0x02844f51 4   5    .text   ascii   M\fPQ
178  0x00004f5e 0x02844f5e 5   6    .text   ascii   t2j h
179  0x00004fb4 0x02844fb4 4   6    .text   utf8    G03ۍ blocks=Basic Latin,Arabic
180  0x00004fbe 0x02844fbe 6   7    .text   ascii   L9_@vI
181  0x00005007 0x02845007 5   6    .text   ascii   \f;_@r
182  0x00005015 0x02845015 4   5    .text   ascii   E\fPh
183  0x00005211 0x02845211 4   6    .text   utf8    _^3\v
184  0x0000523e 0x0284523e 4   6    .text   utf8    ]ËA< blocks=Basic Latin,Latin-1 Supplement
185  0x00005244 0x02845244 4   6    .text   utf8    A8PE
186  0x0000526d 0x0284526d 6   7    .text   ascii   t\b\ft{W
187  0x00005316 0x02845316 5   6    .text   ascii   WVPQR
188  0x0000542b 0x0284542b 4   5    .text   ascii   Rj\eV
189  0x0000544d 0x0284544d 4   5    .text   ascii   SQRj
190  0x00005455 0x02845455 4   5    .text   ascii   STFU
191  0x00005515 0x02845515 4   5    .text   ascii   A8j@
192  0x00005549 0x02845549 5   6    .text   ascii   QWRPV
193  0x0000563c 0x0284563c 4   7    .text   utf8    EЉEԹ blocks=Basic Latin,Cyrillic,Armenian
194  0x00005682 0x02845682 5   6    .text   ascii   B0QPV
195  0x000056cb 0x028456cb 4   5    .text   ascii   U\bQR
196  0x000056f3 0x028456f3 6   8    .text   utf8    ]ËE\bSW blocks=Basic Latin,Latin-1 Supplement
197  0x0000573c 0x0284573c 4   5    .text   ascii   PQRj
198  0x00005786 0x02845786 4   5    .text   ascii   PQRj
199  0x00005829 0x02845829 4   5    .text   ascii   SVWh
200  0x000058f8 0x028458f8 4   5    .text   ascii   Rj\eS
201  0x00005921 0x02845921 4   5    .text   ascii   STFU
202  0x00005992 0x02845992 4   5    .text   ascii   9\bt0
203  0x00005afd 0x02845afd 4   5    .text   ascii   Vh@P
204  0x00005b78 0x02845b78 5   7    .text   utf8    P3ۍ\f@ blocks=Basic Latin,Arabic
205  0x00005b81 0x02845b81 6   7    .text   ascii   L9^8vE
206  0x00005bc6 0x02845bc6 5   6    .text   ascii   \f;^8r
