[Strings]
nth   paddr      vaddr      len  size section  type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44   45            ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x00000108 0x00000108 4    5             ascii   Rich
2     0x00000218 0x00000218 5    6             ascii   .text
3     0x0000023f 0x0000023f 11   12            ascii   `.fleilpb\nY
4     0x00000267 0x00000267 7    8             ascii   `.rdata
5     0x0000028f 0x0000028f 6    7             ascii   @.data
6     0x000002b8 0x000002b8 9    10            ascii   .fleilpbP
7     0x000002e0 0x000002e0 5    6             ascii   .rsrc
8     0x00000307 0x00000307 7    8             ascii   @.reloc
9     0x000004a3 0x004010a3 4    5    .text    ascii   h,&R
10    0x00000503 0x00401103 4    5    .text    ascii   h$&R
11    0x00000563 0x00401163 4    5    .text    ascii   h &R
12    0x00000673 0x00401273 4    5    .text    ascii   hh4R
13    0x000006a3 0x004012a3 4    5    .text    ascii   hP4R
14    0x000006d3 0x004012d3 4    5    .text    ascii   h`4R
15    0x00000703 0x00401303 4    5    .text    ascii   hT4R
16    0x00000712 0x00401312 4    5    .text    ascii   h 4Q
17    0x00000733 0x00401333 4    5    .text    ascii   h\4R
18    0x00000742 0x00401342 4    5    .text    ascii   h04Q
19    0x00000b4f 0x0040174f 4    5    .text    ascii   h@4Q
20    0x00000b72 0x00401772 4    5    .text    ascii   hP4Q
21    0x00000b93 0x00401793 4    5    .text    ascii   hpSR
22    0x00000ba2 0x004017a2 4    5    .text    ascii   h`4Q
23    0x00000bc3 0x004017c3 4    5    .text    ascii   hXSR
24    0x00000bd2 0x004017d2 4    5    .text    ascii   hp4Q
25    0x00000bf3 0x004017f3 4    5    .text    ascii   hhSR
26    0x00000c23 0x00401823 4    5    .text    ascii   h\SR
27    0x00000c53 0x00401853 4    5    .text    ascii   hdSR
28    0x00000ca3 0x004018a3 4    5    .text    ascii   hxnR
29    0x00000cd3 0x004018d3 4    5    .text    ascii   h`nR
30    0x00000d03 0x00401903 4    5    .text    ascii   hpnR
31    0x00000d33 0x00401933 4    5    .text    ascii   hdnR
32    0x00000d63 0x00401963 4    5    .text    ascii   hlnR
33    0x00000dd2 0x004019d2 4    5    .text    ascii   h 5Q
34    0x00000e02 0x00401a02 4    5    .text    ascii   h05Q
35    0x00000e32 0x00401a32 4    5    .text    ascii   h@5Q
36    0x00000e62 0x00401a62 4    5    .text    ascii   hP5Q
37    0x00000e92 0x00401a92 4    5    .text    ascii   h`5Q
38    0x00000ec2 0x00401ac2 4    5    .text    ascii   hp5Q
39    0x000010d2 0x00401cd2 4    5    .text    ascii   h 6Q
40    0x00001102 0x00401d02 4    5    .text    ascii   h06Q
41    0x00001132 0x00401d32 4    5    .text    ascii   h@6Q
42    0x0000153f 0x0040213f 4    5    .text    ascii   hP6Q
43    0x00001562 0x00402162 4    5    .text    ascii   h`6Q
44    0x00001592 0x00402192 4    5    .text    ascii   hp6Q
45    0x00001745 0x00402345 4    5    .text    ascii   D$\bf
46    0x0000174b 0x0040234b 4    5    .text    ascii   D$\bP
47    0x0000188d 0x0040248d 5    6    .text    ascii   8^Qu\a
48    0x00001a94 0x00402694 4    6    .text    utf8    3ۋN\f blocks=Basic Latin,Arabic
49    0x00001b3f 0x0040273f 5    7    .text    utf8    ~33ҋF blocks=Basic Latin,Cyrillic
50    0x00001c0c 0x0040280c 5    7    .text    utf8    E\f3ۉE blocks=Basic Latin,Arabic
51    0x00001c30 0x00402830 4    6    .text    utf8    \fMΰS blocks=Basic Latin,Greek and Coptic
52    0x00001c3f 0x0040283f 4    5    .text    ascii   ,0t'
53    0x00001cde 0x004028de 5    6    .text    ascii   PhDLS
54    0x00001d04 0x00402904 6    7    .text    ascii   FPhLLS
55    0x00001d21 0x00402921 4    5    .text    ascii   >.ub
56    0x00001df3 0x004029f3 5    6    .text    ascii   Ph<LS
57    0x00001e62 0x00402a62 4    6    .text    utf8    \bG,3
58    0x00001ec7 0x00402ac7 5    6    .text    ascii   v'j0j
59    0x00001fe1 0x00402be1 4    5    .text    ascii   t\eiC
60    0x00002116 0x00402d16 5    6    .text    ascii   PhPLS
61    0x0000231f 0x00402f1f 5    7    .text    utf8    _^[ËK blocks=Basic Latin,Latin-1 Supplement
62    0x000025b8 0x004031b8 4    5    .text    ascii   = uT
63    0x00002774 0x00403374 4    6    .text    utf8    [Ës\f blocks=Basic Latin,Latin-1 Supplement
64    0x000027b6 0x004033b6 4    7    .text    utf8    M칰LS blocks=Basic Latin,Hangul Syllables
65    0x000027bd 0x004033bd 6    9    .text    utf8    +ΉM܋{\f blocks=Basic Latin,Greek and Coptic,Syriac
66    0x000027e5 0x004033e5 5    8    .text    utf8    +KM܉E blocks=Basic Latin,Syriac
67    0x00002846 0x00403446 4    6    .text    utf8    \a3\tW
68    0x00002901 0x00403501 4    7    .text    utf8    ȉU܋E blocks=Latin Extended-B,Basic Latin,Syriac
69    0x00002980 0x00403580 4    5    .text    ascii   u\n@G
70    0x00002a63 0x00403663 4    5    .text    ascii   j\aRP
71    0x00002a9e 0x0040369e 5    7    .text    utf8    +KK\f\e
72    0x00002af0 0x004036f0 4    5    .text    ascii   u\nAG
73    0x00002b92 0x00403792 4    7    .text    utf8    +ΉM܄ blocks=Basic Latin,Greek and Coptic,Syriac
74    0x00002be3 0x004037e3 4    7    .text    utf8    +ΉM܄ blocks=Basic Latin,Greek and Coptic,Syriac
75    0x00002d3e 0x0040393e 4    5    .text    ascii   >-u\n
76    0x00002dcb 0x004039cb 4    6    .text    utf8    EыK\f blocks=Basic Latin,Cyrillic
77    0x00002e1a 0x00403a1a 4    5    .text    ascii   u3QW
78    0x00002fd8 0x00403bd8 6    7    .text    ascii   ]\fVWj0
79    0x00003005 0x00403c05 4    6    .text    utf8    ]ËM\b blocks=Basic Latin,Latin-1 Supplement
80    0x00003231 0x00403e31 4    5    .text    ascii   L$\bf
81    0x00003267 0x00403e67 4    5    .text    ascii   D$\bf
82    0x000032b6 0x00403eb6 4    5    .text    ascii   u\bQP
83    0x000032dc 0x00403edc 5    6    .text    ascii   ,D$(P
84    0x000032f6 0x00403ef6 4    5    .text    ascii   t$$h
85    0x00003386 0x00403f86 4    5    .text    ascii   u\bQP
86    0x000033a3 0x00403fa3 5    6    .text    ascii   ,D$(P
87    0x000033b1 0x00403fb1 4    5    .text    ascii   t$$h
88    0x000033c4 0x00403fc4 4    5    .text    ascii   T$Pj
89    0x00003436 0x00404036 4    5    .text    ascii   u\bQP
90    0x00003461 0x00404061 4    5    .text    ascii   h\bMS
91    0x00003471 0x00404071 4    5    .text    ascii   T$Pj
92    0x000034e2 0x004040e2 4    5    .text    ascii   D$LW
