[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x00000080 0x00000080 5   6            ascii   3~C/w
2     0x000000a6 0x000000a6 4   5            ascii   -|~g
3     0x000000ae 0x000000ae 4   5            ascii   -|~g
4     0x000000d6 0x000000d6 7   8            ascii   -|Richw
5     0x000001e8 0x000001e8 5   6            ascii   .text
6     0x0000020f 0x0000020f 7   8            ascii   `.rdata
7     0x00000237 0x00000237 6   7            ascii   @.data
8     0x00000260 0x00000260 5   6            ascii   .rsrc
9     0x00000287 0x00000287 7   8            ascii   @.reloc
10    0x0000046b 0x1000106b 6   7    .text   ascii   0f;1u\r
11    0x000004a9 0x100010a9 5   6    .text   ascii   E\fHVW
12    0x000004fc 0x100010fc 4   5    .text   ascii    w\a3
13    0x00000535 0x10001135 4   5    .text   ascii   \fWVW
14    0x00000586 0x10001186 4   5    .text   ascii   PSh0
15    0x000005cc 0x100011cc 4   5    .text   ascii   VSh\b
16    0x000005ea 0x100011ea 4   5    .text   ascii   HVSh
17    0x00000607 0x10001207 4   5    .text   ascii   VSh`
18    0x00000623 0x10001223 4   5    .text   ascii   VShH
19    0x000006ae 0x100012ae 4   5    .text   ascii   t Ph
20    0x000006d5 0x100012d5 5   6    .text   ascii   t'WVh
21    0x0000072a 0x1000132a 4   5    .text   ascii   \r(\r\e
22    0x00000733 0x10001333 4   5    .text   ascii   }\nhW
23    0x000007a9 0x100013a9 4   5    .text   ascii   SVW3
24    0x0000081a 0x1000141a 5   6    .text   ascii   t\n4"B
25    0x00000871 0x10001471 4   5    .text   ascii   Whte
26    0x000008f6 0x100014f6 4   6    .text   utf8    @\f3ɨ blocks=Basic Latin,IPA Extensions
27    0x0000090f 0x1000150f 4   5    .text   ascii   D$<h
28    0x00000928 0x10001528 4   5    .text   ascii   D$0P
29    0x0000092d 0x1000152d 4   5    .text   ascii   D$\fP
30    0x00000932 0x10001532 4   5    .text   ascii   D$ P
31    0x00000937 0x10001537 4   5    .text   ascii   D$DP
32    0x00000955 0x10001555 4   5    .text   ascii   D$$P
33    0x0000095a 0x1000155a 5   6    .text   ascii   D$0Ph
34    0x0000097b 0x1000157b 4   5    .text   ascii   D$8P
35    0x000009a0 0x100015a0 8   9    .text   ascii   LVWj0_W3
36    0x000009d2 0x100015d2 5   6    .text   ascii   VVVVV
37    0x000009dc 0x100015dc 4   5    .text   ascii   PVPh
38    0x00000a24 0x10001624 4   5    .text   ascii   PPPh
39    0x00000c02 0x10001802 4   5    .text   ascii   \fSVS
40    0x00000c77 0x10001877 4   5    .text   ascii   \fh\ff
41    0x00000cae 0x100018ae 4   5    .text   ascii   Yj0h
42    0x00000d01 0x10001901 5   6    .text   ascii   @Ph4f
43    0x00000d37 0x10001937 5   6    .text   ascii   @PhDf
44    0x00000d61 0x10001961 5   6    .text   ascii   j0WhH
45    0x00000d73 0x10001973 5   6    .text   ascii   \fj0Wh
46    0x00001002 0x10001c02 5   6    .text   ascii   WVh@g
47    0x00001281 0x10001e81 4   5    .text   ascii   Vj\aY
48    0x000012a8 0x10001ea8 7   9    .text   utf8    Hp3ɉPlf blocks=Basic Latin,Latin Extended-B
49    0x00001312 0x10001f12 4   5    .text   ascii   PVVh
50    0x000013be 0x10001fbe 4   5    .text   ascii   t\tQP
51    0x0000148a 0x1000208a 4   5    .text   ascii   }\nhW
52    0x000014a1 0x100020a1 4   5    .text   ascii   +E\b\v
53    0x000014f0 0x100020f0 6   7    .text   ascii   ;E\fs\nh
54    0x000014ff 0x100020ff 4   5    .text   ascii   +E\f;
55    0x00001584 0x10002184 4   5    .text   ascii   u\bWV
56    0x000015e1 0x100021e1 4   6    .text   utf8    Ǎ\f\eQ blocks=Latin Extended-B,Basic Latin
57    0x0000161a 0x1000221a 4   6    .text   utf8    ؋E\bV blocks=Arabic,Basic Latin
58    0x00001632 0x10002232 4   5    .text   ascii   9u\fs
59    0x000016ae 0x100022ae 4   5    .text   ascii   QSVW
60    0x0000170a 0x1000230a 4   5    .text   ascii   6PSQ
61    0x00001757 0x10002357 6   7    .text   ascii   9]\fwn3
62    0x0000175e 0x1000235e 4   5    .text   ascii   @+E\f
63    0x000017ec 0x100023ec 4   5    .text   ascii   ?PSV
64    0x000018e5 0x100024e5 4   6    .text   utf8    \f+ǃ~ blocks=Basic Latin,Latin Extended-B
65    0x0000195a 0x1000255a 4   5    .text   ascii   9M\br
66    0x0000196f 0x1000256f 5   6    .text   ascii   A;E\bv
67    0x00001982 0x10002582 4   5    .text   ascii   QQSV
68    0x000019b9 0x100025b9 4   5    .text   ascii   @PVP
69    0x000019f2 0x100025f2 5   6    .text   ascii   \b9P\b}
70    0x00001c58 0x10002858 5   6    .text   ascii   f9\nt\b
71    0x00001c63 0x10002863 4   6    .text   utf8    3ҋM\b blocks=Basic Latin,Cyrillic
72    0x00001d39 0x10002939 4   7    .text   utf8    ى}̃e blocks=Arabic,Basic Latin,Combining Diacritical Marks
73    0x0000208a 0x10002c8a 4   5    .text   ascii   ;N\bu
74    0x000020ba 0x10002cba 5   6    .text   ascii   ,;N\bu
75    0x000020f2 0x10002cf2 4   5    .text   ascii   t=Wj
76    0x0000213b 0x10002d3b 4   6    .text   utf8    >+ǹl blocks=Basic Latin,Latin Extended-B
77    0x0000215d 0x10002d5d 4   6    .text   utf8    F\b+Ǚ blocks=Basic Latin,Latin Extended-B
78    0x00002243 0x10002e43 4   5    .text   ascii   ;]\bt
79    0x0000225f 0x10002e5f 4   5    .text   ascii   ;]\bu
80    0x00002264 0x10002e64 4   5    .text   ascii   _^[]
81    0x000022c2 0x10002ec2 5   6    .text   ascii   ;E\btA
82    0x00002301 0x10002f01 4   5    .text   ascii   ;E\bu
83    0x0000231d 0x10002f1d 4   6    .text   utf8    3ҹ0h blocks=Basic Latin,Cyrillic
84    0x00002376 0x10002f76 5   6    .text   ascii   ;u\btL
85    0x000023b9 0x10002fb9 4   5    .text   ascii   ;]\fu
86    0x000025c7 0x100031c7 4   6    .text   utf8    @3ɍu blocks=Basic Latin,Latin Extended-B
87    0x00002635 0x10003235 4   7    .text   utf8    Mԋĉe blocks=Basic Latin,Cyrillic Supplement,Latin Extended-A
88    0x00002677 0x10003277 4   5    .text   ascii   SVWP
89    0x000027f5 0x100033f5 4   5    .text   ascii   *u\v3
90    0x00002845 0x10003445 4   5    .text   ascii   Y_^[
91    0x0000285d 0x1000345d 5   7    .text   utf8    ؋E\bVW blocks=Arabic,Basic Latin
92    0x000028a0 0x100034a0 4   5    .text   ascii   \fQf;
93    0x000028a9 0x100034a9 4   5    .text   ascii   ?u\rB
94    0x00002911 0x10003511 4   5    .text   ascii   f;2t
95    0x00002962 0x10003562 4   5    .text   ascii   ?u6B
96    0x00002a81 0x10003681 6   7    .text   ascii   E\b_^[]
97    0x00002ac7 0x100036c7 5   6    .text   ascii   p\b_^]
98    0x00002b0c 0x1000370c 4   5    .text   ascii   p\b^]
