[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000a6 0x000000a6 4   7            utf8    ٱ\qܰ blocks=Arabic,Basic Latin,Syriac
2    0x000000d6 0x000000d6 4   7            utf8    ٱ\qѰ blocks=Arabic,Basic Latin,Cyrillic
3    0x000000de 0x000000de 4   6            utf8    ٱ\q& blocks=Arabic,Basic Latin
4    0x000000e6 0x000000e6 4   7            utf8    ٱ\q۰ blocks=Arabic,Basic Latin
5    0x000000ee 0x000000ee 5   7            utf8    ٱRich blocks=Arabic,Basic Latin
6    0x000001f8 0x000001f8 5   6            ascii   .text
7    0x0000021f 0x0000021f 7   8            ascii   `.rdata
8    0x00000247 0x00000247 6   7            ascii   @.data
9    0x00000270 0x00000270 5   6            ascii   .rsrc
10   0x00000297 0x00000297 7   8            ascii   @.reloc
11   0x0000067f 0x0040127f 4   7    .text   utf8    ĳʯt\b blocks=Latin Extended-A,IPA Extensions,Basic Latin
12   0x00000731 0x00401331 4   5    .text   ascii   1pt\b
13   0x00000941 0x00401541 4   5    .text   ascii   VPt\b
14   0x00000b25 0x00401725 4   5    .text   ascii   hrsJ
15   0x00000bfd 0x004017fd 4   5    .text   ascii   hP\aN
16   0x00000c07 0x00401807 4   5    .text   ascii   hP\aN
17   0x00000c65 0x00401865 4   5    .text   ascii   hrtJ
18   0x00000c9d 0x0040189d 4   5    .text   ascii   h<\aN
19   0x00000ca7 0x004018a7 4   5    .text   ascii   h<\aN
20   0x00000d3d 0x0040193d 4   5    .text   ascii   hl\aN
21   0x00000d47 0x00401947 4   5    .text   ascii   hl\aN
22   0x00000da5 0x004019a5 4   5    .text   ascii   hruJ
23   0x00000e08 0x00401a08 5   6    .text   ascii   Qh1:L
24   0x00000ee6 0x00401ae6 4   6    .text   utf8    2߈L$ blocks=Basic Latin,NKo
25   0x00000eef 0x00401aef 4   5    .text   ascii   T$\a2
26   0x00000ef5 0x00401af5 4   5    .text   ascii   \$\bP
27   0x00000f10 0x00401b10 4   5    .text   ascii   SUVW
28   0x00000f6d 0x00401b6d 7   9    .text   utf8    G<3ۋl8x blocks=Basic Latin,Arabic
29   0x00000fa7 0x00401ba7 4   6    .text   utf8    MݼWt blocks=Basic Latin,Arabic Supplement
30   0x00000fb2 0x00401bb2 4   6    .text   utf8    ͋D=$ blocks=Combining Diacritical Marks,Basic Latin
31   0x00000fe0 0x00401be0 4   5    .text   ascii   SUVW
32   0x0000103d 0x00401c3d 7   9    .text   utf8    G<3ۋl8x blocks=Basic Latin,Arabic
33   0x00001082 0x00401c82 4   6    .text   utf8    ͋D=$ blocks=Combining Diacritical Marks,Basic Latin
34   0x000010b0 0x00401cb0 4   5    .text   ascii   SUVW
35   0x0000110d 0x00401d0d 7   9    .text   utf8    G<3ۋl8x blocks=Basic Latin,Arabic
36   0x00001152 0x00401d52 4   6    .text   utf8    ͋D=$ blocks=Combining Diacritical Marks,Basic Latin
37   0x00001180 0x00401d80 4   5    .text   ascii   SUVW
38   0x000011dd 0x00401ddd 7   9    .text   utf8    G<3ۋl8x blocks=Basic Latin,Arabic
39   0x00001222 0x00401e22 4   6    .text   utf8    ͋D=$ blocks=Combining Diacritical Marks,Basic Latin
40   0x0000134c 0x00401f4c 4   6    .text   utf8    Y_^ù blocks=Basic Latin,Latin-1 Supplement
41   0x000013b0 0x00401fb0 4   5    .text   ascii   h`hK
42   0x00001450 0x00402050 4   5    .text   ascii   h0\eK
43   0x000016d2 0x004022d2 4   5    .text   ascii   t$\fW
44   0x000017af 0x004023af 6   8    .text   utf8    ̍D$\bPj blocks=Combining Diacritical Marks,Basic Latin
45   0x000017b8 0x004023b8 4   5    .text   ascii   t$\fj
46   0x0000182f 0x0040242f 7   9    .text   utf8    ̍D$\bPQj blocks=Combining Diacritical Marks,Basic Latin
47   0x000018af 0x004024af 4   6    .text   utf8    ̋L$\f blocks=Combining Diacritical Marks,Basic Latin
48   0x000018c6 0x004024c6 4   5    .text   ascii   |$\b\v
49   0x0000192c 0x0040252c 4   5    .text   ascii   T$\bW
50   0x00001948 0x00402548 6   8    .text   utf8    ^ËD$\b^ blocks=Basic Latin,Latin-1 Supplement
51   0x00001955 0x00402555 4   5    .text   ascii   hPfJ
52   0x00001acb 0x004026cb 5   6    .text   ascii   t\vj\fV
53   0x00001b46 0x00402746 5   6    .text   ascii   t\vj\fV
54   0x00001bc5 0x004027c5 4   5    .text   ascii   h5gJ
55   0x00001c35 0x00402835 4   5    .text   ascii   hugJ
56   0x00001c76 0x00402876 5   6    .text   ascii   t\vj\fV
57   0x00001cfb 0x004028fb 4   5    .text   ascii   h@bM
58   0x00001e0f 0x00402a0f 4   6    .text   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
59   0x00001e55 0x00402a55 4   5    .text   ascii   h-hJ
60   0x00001ee5 0x00402ae5 4   5    .text   ascii   huhJ
61   0x00002102 0x00402d02 5   6    .text   ascii   ;D$\fu
62   0x000021c8 0x00402dc8 4   6    .text   utf8    Eк:  blocks=Basic Latin,Cyrillic
63   0x00002220 0x00402e20 4   7    .text   utf8    uԋƋU blocks=Basic Latin,Cyrillic Supplement,Latin Extended-B
64   0x0000223c 0x00402e3c 4   6    .text   utf8    CE\r4
65   0x00002355 0x00402f55 4   5    .text   ascii   hugJ
66   0x000023c5 0x00402fc5 4   5    .text   ascii   h=iJ
67   0x00002435 0x00403035 4   5    .text   ascii   h}iJ
68   0x00002490 0x00403090 4   5    .text   ascii   PQVW
69   0x00002530 0x00403130 4   5    .text   ascii   PQVW
70   0x000025c5 0x004031c5 4   5    .text   ascii   h>jJ
71   0x0000260e 0x0040320e 4   5    .text   ascii   hH?L
72   0x00002688 0x00403288 5   6    .text   ascii   t\vj\bV
73   0x0000275b 0x0040335b 4   5    .text   ascii   h$`M
74   0x00002917 0x00403517 5   6    .text   ascii   ~\bOu\t
75   0x00002a0a 0x0040360a 4   5    .text   ascii   t%PV
76   0x00002a31 0x00403631 4   5    .text   ascii   h\f8L
77   0x00002a82 0x00403682 4   7    .text   utf8    t\tP蔻 blocks=Basic Latin,CJK Unified Ideographs
78   0x00002b45 0x00403745 4   5    .text   ascii   hMkJ
79   0x00002df5 0x004039f5 8   9    .text   ascii   t$\b;q\fs\f
80   0x00002e16 0x00403a16 5   6    .text   ascii   ;p\fs\n
81   0x00002e35 0x00403a35 4   5    .text   ascii   h-lJ
82   0x00002e70 0x00403a70 5   6    .text   ascii   t\vj\bV
83   0x00002ea5 0x00403aa5 4   5    .text   ascii   helJ
84   0x00002f6d 0x00403b6d 5   6    .text   ascii   t\vj\bV
85   0x00003008 0x00403c08 4   5    .text   ascii   h08L
86   0x00003033 0x00403c33 4   5    .text   ascii   ~@ f
87   0x00003085 0x00403c85 4   5    .text   ascii   h=mJ
88   0x000030f8 0x00403cf8 5   7    .text   utf8    3ĉD$\f blocks=Basic Latin,Latin Extended-A
89   0x00003107 0x00403d07 5   6    .text   ascii   \$ UV
90   0x0000310d 0x00403d0d 4   5    .text   ascii   t$,W
91   0x0000312e 0x00403d2e 4   5    .text   ascii   l$8;
92   0x00003172 0x00403d72 4   5    .text   ascii   _^]3
93   0x00003179 0x00403d79 4   5    .text   ascii   L$\f3
94   0x00003193 0x00403d93 4   5    .text   ascii   L$\f3
95   0x000031ac 0x00403dac 5   6    .text   ascii   _^][3
96   0x000031c8 0x00403dc8 4   6    .text   utf8    3ĉD$ blocks=Basic Latin,Latin Extended-A
97   0x000031d3 0x00403dd3 5   6    .text   ascii   T$0SU
98   0x000031e0 0x00403de0 4   5    .text   ascii   t$DW
99   0x000031fa 0x00403dfa 4   5    .text   ascii   ;L$8
100  0x00003250 0x00403e50 4   5    .text   ascii   T$(P
101  0x0000326e 0x00403e6e 5   6    .text   ascii   L$$QP
102  0x00003288 0x00403e88 4   5    .text   ascii   ;L$8
103  0x00003295 0x00403e95 6   7    .text   ascii   ;L$4^]
104  0x000032c4 0x00403ec4 4   6    .text   utf8    ͋L$( blocks=Combining Diacritical Marks,Basic Latin
105  0x000032ce 0x00403ece 5   6    .text   ascii   _^][3
106  0x000032e8 0x00403ee8 5   7    .text   utf8    3ĉD$\f blocks=Basic Latin,Latin Extended-A
107  0x0000330a 0x00403f0a 4   5    .text   ascii   A\bPS
108  0x0000332d 0x00403f2d 4   5    .text   ascii   L$\f3
109  0x0000333e 0x00403f3e 4   5    .text   ascii   D$,N
110  0x0000335d 0x00403f5d 4   5    .text   ascii   L$\f3
111  0x00003388 0x00403f88 5   6    .text   ascii   _^][3
112  0x000033a8 0x00403fa8 6   8    .text   utf8    3ĉD$\fS blocks=Basic Latin,Latin Extended-A
113  0x000033b0 0x00403fb0 4   5    .text   ascii   \$$U
114  0x000033bb 0x00403fbb 4   5    .text   ascii   L$\bV
115  0x000033d7 0x00403fd7 4   5    .text   ascii   E\bPQ
116  0x000033e1 0x00403fe1 5   6    .text   ascii   D$$VP
117  0x000033fc 0x00403ffc 4   6    .text   utf8    +ًL$ blocks=Basic Latin,Arabic
118  0x00003411 0x00404011 4   5    .text   ascii   ^][3
119  0x00003455 0x00404055 4   5    .text   ascii   h}mJ
120  0x000034aa 0x004040aa 5   6    .text   ascii   t\vj4V
121  0x000034d5 0x004040d5 4   5    .text   ascii   helJ
122  0x0000357d 0x0040417d 5   6    .text   ascii   t\vj\bV
123  0x0000365f 0x0040425f 4   6    .text   utf8    ̍A\bP blocks=Combining Diacritical Marks,Basic Latin
124  0x00003666 0x00404266 4   5    .text   ascii   D$\bP
125  0x00003682 0x00404282 4   5    .text   ascii   t$\bW
126  0x000036af 0x004042af 4   6    .text   utf8    ̍A\bP blocks=Combining Diacritical Marks,Basic Latin
127  0x000036b6 0x004042b6 4   5    .text   ascii   D$\bP
128  0x000036d2 0x004042d2 4   5    .text   ascii   t$\bW
129  0x0000370f 0x0040430f 5   7    .text   utf8    ̋T$\fV blocks=Combining Diacritical Marks,Basic Latin
130  0x00003716 0x00404316 4   5    .text   ascii   t$\bW
131  0x00003756 0x00404356 4   5    .text   ascii   t$\bW
132  0x00003835 0x00404435 4   5    .text   ascii   h=nJ
133  0x00003843 0x00404443 4   5    .text   ascii   $SVW
134  0x000038ed 0x004044ed 4   5    .text   ascii   Y_^[
135  0x0000395e 0x0040455e 5   6    .text   ascii   L$\fPV
136  0x00003a95 0x00404695 4   5    .text   ascii   h%oJ
137  0x00003aa0 0x004046a0 4   5    .text   ascii   PQVW
138  0x00003b15 0x00404715 4   5    .text   ascii   \a\b+K
139  0x00003b78 0x00404778 5   6    .text   ascii   t\vj8V
140  0x00003bb4 0x004047b4 4   5    .text   ascii   h`oJ
141  0x00003bd0 0x004047d0 4   5    .text   ascii   SVWP
142  0x00003bf9 0x004047f9 5   6    .text   ascii   nhq{3
143  0x00003c02 0x00404802 5   6    .text   ascii   n2xpf
144  0x00003c5a 0x0040485a 4   5    .text   ascii   Y_^[
145  0x00003cba 0x004048ba 4   5    .text   ascii   Npzt
146  0x00003ccd 0x004048cd 7   9    .text   utf8    F<3ۋL0x blocks=Basic Latin,Arabic
147  0x00003d18 0x00404918 4   5    .text   ascii   Y< t
148  0x00003d3a 0x0040493a 5   8    .text   utf8    ƉE؋F< blocks=Latin Extended-B,Basic Latin,Arabic
