[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000c0 0x000000c0 4   5            ascii   Rich
2     0x000001d0 0x000001d0 5   6            ascii   .text
3     0x000001f7 0x000001f7 7   8            ascii   `.rdata
4     0x0000021f 0x0000021f 6   7            ascii   @.data
5     0x00000248 0x00000248 6   7            ascii   .ndata
6     0x00000270 0x00000270 5   6            ascii   .rsrc
7     0x00000595 0x00401195 4   5    .text   ascii   tUVW
8     0x0000060a 0x0040120a 4   6    .text   utf8    F\b3ɨ blocks=Basic Latin,IPA Extensions
9     0x00000617 0x00401217 7   8    .text   ascii   t\f9M\ft\a
10    0x0000061f 0x0040121f 5   8    .text   utf8    ྉF\bB; blocks=Tibetan,Basic Latin
11    0x000006ab 0x004012ab 5   6    .text   ascii    s695
12    0x00000740 0x00401340 4   7    .text   utf8    #ȋKM blocks=Basic Latin,Latin Extended-B
13    0x000007cb 0x004013cb 5   7    .text   utf8    +C|$\f
14    0x00000922 0x00401522 4   5    .text   ascii   @_^[
15    0x0000096e 0x0040156e 5   6    .text   ascii   \vE\bPj
16    0x0000098a 0x0040158a 6   7    .text   ascii   #E\b_^]
17    0x000009a4 0x004015a4 5   6    .text   ascii   u\bWj\a
18    0x000009b3 0x004015b3 4   7    .text   utf8    U؋uԋ blocks=Basic Latin,Arabic,Cyrillic Supplement
19    0x00000a5b 0x0040165b 4   5    .text   ascii   YYSV
20    0x00000b3e 0x0040173e 4   6    .text   utf8    ;Ë=D blocks=Basic Latin,Latin-1 Supplement
21    0x00000b46 0x00401746 4   5    .text   ascii   t\aRP
22    0x00000b4d 0x0040174d 5   7    .text   utf8    uԡljG blocks=Basic Latin,Cyrillic Supplement
23    0x00000bb2 0x004017b2 6   8    .text   utf8    u؉E\bPh blocks=Basic Latin,Arabic
24    0x00000c06 0x00401806 4   5    .text   ascii   u\bh0
25    0x00000c3a 0x0040183a 4   5    .text   ascii   u\bhx
26    0x00000c4a 0x0040184a 5   6    .text   ascii   >FFf;
27    0x00000d31 0x00401931 4   5    .text   ascii   \rVhL
28    0x00000d70 0x00401970 4   5    .text   ascii   v'f9
29    0x00000dbd 0x004019bd 5   6    .text   ascii   M\bQWh
30    0x00000e21 0x00401a21 6   8    .text   utf8    \aPQh؛@ blocks=Basic Latin,Arabic
31    0x00000ea6 0x00401aa6 6   7    .text   ascii   E\b9]\bu
32    0x00000ed5 0x00401ad5 7   8    .text   ascii   9]\buwVh
33    0x00000f3b 0x00401b3b 5   6    .text   ascii   Ht@h@
34    0x00000f69 0x00401b69 4   5    .text   ascii   u\bVh
35    0x000010ea 0x00401cea 5   6    .text   ascii   t\t9]\b
36    0x000012b8 0x00401eb8 4   5    .text   ascii   t^H;
37    0x000012bd 0x00401ebd 6   8    .text   utf8    t\n;Ë6u blocks=Basic Latin,Latin-1 Supplement
38    0x0000138c 0x00401f8c 7   8    .text   ascii   E\bt\vj3^
39    0x0000139f 0x00401f9f 5   6    .text   ascii   t\vjD^
40    0x000013af 0x00401faf 4   5    .text   ascii   !uH3
41    0x000014d4 0x004020d4 4   5    .text   ascii   PShr
42    0x000014f6 0x004020f6 4   5    .text   ascii   jHjZ
43    0x00001598 0x00402198 4   5    .text   ascii   WVu\v
44    0x00001611 0x00402211 5   6    .text   ascii   u\bWh@
45    0x00001628 0x00402228 6   8    .text   utf8    u\bWhؘ@ blocks=Basic Latin,Arabic
46    0x00001651 0x00402251 4   5    .text   ascii   YYVj
47    0x00001666 0x00402266 4   5    .text   ascii   Vtjh
48    0x00001676 0x00402276 4   5    .text   ascii   YYtQ
49    0x0000183c 0x0040243c 5   7    .text   utf8    ;ÉE\bu blocks=Basic Latin,Latin-1 Supplement
50    0x00001843 0x00402443 4   5    .text   ascii   j\bSW
51    0x0000184d 0x0040244d 4   6    .text   utf8    ;ÉE\b blocks=Basic Latin,Latin-1 Supplement
52    0x00001867 0x00402467 6   8    .text   utf8    t=9]܉] blocks=Basic Latin,Syriac
53    0x00001949 0x00402549 5   6    .text   ascii   u\bj!^
54    0x00001980 0x00402580 4   5    .text   ascii   E\bPh
55    0x00001a23 0x00402623 4   6    .text   utf8    ű\bP blocks=Basic Latin,Combining Diacritical Marks
56    0x00001a51 0x00402651 4   5    .text   ascii   Q\b9]
57    0x00001a8a 0x0040268a 5   6    .text   ascii   u\bVWh
58    0x00001aa6 0x004026a6 4   5    .text   ascii   u\rSj
59    0x00001b5d 0x0040275d 4   5    .text   ascii   E\b9]
60    0x00001b62 0x00402762 5   6    .text   ascii   t\nj"^
61    0x00001c04 0x00402804 5   6    .text   ascii   E\buEj
62    0x00001c4c 0x0040284c 4   5    .text   ascii   =j"^
63    0x00001c59 0x00402859 4   5    .text   ascii   u\bh$
64    0x00001ce6 0x004028e6 4   5    .text   ascii   PSSS
65    0x00001d0e 0x0040290e 5   6    .text   ascii   uAj#^
66    0x00001e3b 0x00402a3b 5   6    .text   ascii   M\bQSP
67    0x00001e5d 0x00402a5d 4   5    .text   ascii   9M\bt
68    0x00001ec2 0x00402ac2 8   9    .text   ascii   M\bt\fQWPV
69    0x00001ed2 0x00402ad2 4   5    .text   ascii   SSSS
70    0x00001ed7 0x00402ad7 6   7    .text   ascii   M\bQWPV
71    0x00002019 0x00402c19 4   5    .text   ascii   u}9]
72    0x00002029 0x00402c29 5   6    .text   ascii   E\vPSS
73    0x00002037 0x00402c37 9   10   .text   ascii   <\rt.<\nt*f
74    0x00002048 0x00402c48 6   8    .text   utf8    E\vF:ÈE blocks=Basic Latin,Latin-1 Supplement
75    0x00002050 0x00402c50 4   5    .text   ascii   tF;u
76    0x0000205b 0x00402c5b 4   5    .text   ascii   E\vPW
77    0x00002069 0x00402c69 4   5    .text   ascii   :E\vt
78    0x0000206f 0x00402c6f 4   5    .text   ascii   }\v\rt
79    0x00002075 0x00402c75 6   7    .text   ascii   }\v\nu\vf
80    0x00002163 0x00402d63 4   5    .text   ascii   \rt2f
81    0x0000216a 0x00402d6a 4   5    .text   ascii   \nt+f
82    0x00002177 0x00402d77 6   8    .text   utf8    wFf;ÉM blocks=Basic Latin,Latin-1 Supplement
83    0x0000219a 0x00402d9a 5   6    .text   ascii   E\bf9E
84    0x00002211 0x00402e11 4   5    .text   ascii   E\bf9
85    0x00002395 0x00402f95 4   5    .text   ascii   t<Rh
86    0x000023a5 0x00402fa5 4   6    .text   utf8    PhВ@ blocks=Basic Latin,Cyrillic
87    0x00002452 0x00403052 5   8    .text   utf8    E܋M؉\f blocks=Basic Latin,Syriac,Arabic
88    0x000024e7 0x004030e7 4   5    .text   ascii   t"SS
89    0x000026b8 0x004032b8 4   5    .text   ascii   PjdQ
90    0x000026fc 0x004032fc 5   6    .text   ascii   9t$\bt
91    0x00002736 0x00403336 7   8    .text   ascii   v#Vhs2@
92    0x00002767 0x00403367 4   5    .text   ascii   E\fPV
93    0x0000277c 0x0040337c 6   7    .text   ascii   t\n9u\fu
94    0x00002885 0x00403485 4   5    .text   ascii   =xAC
95    0x0000288b 0x0040348b 4   5    .text   ascii   5|AC
96    0x00002896 0x00403496 4   5    .text   ascii   hxAC
97    0x000028c9 0x004034c9 4   5    .text   ascii   tI+E
98    0x000028df 0x004034df 4   5    .text   ascii   E\b+E
99    0x00002918 0x00403518 4   5    .text   ascii   tG9E
100   0x00002972 0x00403572 4   5    .text   ascii   tS9u
101   0x000029e5 0x004035e5 4   5    .text   ascii   (SV3
102   0x00002ac8 0x004036c8 6   7    .text   ascii   Instu`
103   0x00002ad1 0x004036d1 6   7    .text   ascii   softuW
104   0x00002ada 0x004036da 9   10   .text   ascii   NulluN\tE\b
105   0x00002af8 0x004036f8 4   6    .text   utf8    ;Ɖ\r\f blocks=Basic Latin,Latin Extended-B
106   0x00002b07 0x00403707 4   5    .text   ascii   E\b\bu
107   0x00002b2d 0x0040372d 4   5    .text   ascii   Y;58
108   0x00002b34 0x00403734 4   5    .text   ascii   }\rWS
109   0x00002bfb 0x004037fb 4   5    .text   ascii   F<j@
110   0x00002c6c 0x0040386c 4   5    .text   ascii   FFGG
111   0x00002ce0 0x004038e0 7   8    .text   ascii   SUVWj 3
