[Strings]
nth   paddr      vaddr      len size section  type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45            ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x0000018c 0x0000018c 4   5             ascii       
2     0x000001b0 0x000001b0 5   6             ascii   .rsrc
3     0x000001d8 0x000001d8 8   9             ascii   .idata  
4     0x00000200 0x00000200 8   9             ascii           
5     0x00000228 0x00000228 8   9             ascii   sqaaermq
6     0x00000250 0x00000250 8   9             ascii   tdffxpjf
7     0x00002027 0x00402027 17  18            ascii   lSystem:.Rw\rourc\f
8     0x0000203f 0x0040203f 4   5             ascii   \a, m
9     0x00002047 0x00402047 4   5             ascii   lib7
10    0x00002051 0x00402051 6   7             ascii   n=2.0F
11    0x00002058 0x00402058 11  12            ascii   "\fCultVe9=n
12    0x00002068 0x00402068 8   9             ascii   ?"P1bTcK
13    0x00002071 0x00402071 5   6             ascii   yT:ok
14    0x00002079 0x00402079 4   5             ascii   7'a5
15    0x0000207e 0x0040207e 6   7             ascii   @61934
16    0x00002085 0x00402085 6   7             ascii   0v8R#m
17    0x0000208c 0x0040208c 5   6             ascii   pntim
18    0x0000209a 0x0040209a 4   5             ascii   \nPAD
19    0x000020a7 0x004020a7 4   5             ascii   23 "
20    0x000020b2 0x004020b2 6   7             ascii   3(|\f\n\t
21    0x000020c5 0x004020c5 10  11            ascii   #o}\vsD~\v(\a
22    0x000020ec 0x004020ec 4   5             ascii   ktc\f
23    0x00002103 0x00402103 8   9             ascii   {!w^b\aao
24    0x0000210c 0x0040210c 6   7             ascii   &,FP6\f
25    0x00002114 0x00402114 4   5             ascii   *\eP0
26    0x00002153 0x00402153 5   7             utf8    \a%>\rm
27    0x0000215b 0x0040215b 5   6             ascii   D%(h5
28    0x0000217d 0x0040217d 4   5             ascii   %(x?
29    0x0000219d 0x0040219d 6   7             ascii   $(TYlz
30    0x000021a5 0x004021a5 4   5             ascii   KG\f;
31    0x000021aa 0x004021aa 6   9             utf8    ҄FP8 È blocks=Cyrillic,Basic Latin,Latin-1 Supplement
32    0x000021d5 0x004021d5 6   8             utf8    r\t̀pDU blocks=Basic Latin,Combining Diacritical Marks
33    0x000021e5 0x004021e5 4   5             ascii   \f\br#
34    0x000021f9 0x004021f9 7   8             ascii   G\reBI,O
35    0x0000225d 0x0040225d 5   6             ascii   \v\t\v\a}
36    0x0000228b 0x0040228b 4   5             ascii   \ar)U
37    0x0000229c 0x0040229c 4   5             ascii   #,j\e
38    0x000022af 0x004022af 4   5             ascii   +Fo\b
39    0x000022b5 0x004022b5 5   7             utf8    Śrm)! blocks=Latin Extended-A,Basic Latin
40    0x000022c4 0x004022c4 4   5             ascii   R>"F
41    0x000022d6 0x004022d6 4   5             ascii   +8\b\a
42    0x000022f7 0x004022f7 5   6             ascii   {\vB\aA
43    0x00002307 0x00402307 4   5             ascii   \a]7\f
44    0x00002354 0x00402354 7   8             ascii   :\eX$D.,
45    0x0000239a 0x0040239a 4   5             ascii   t^Ds
46    0x000023a4 0x004023a4 6   8             utf8    !1\tT͌` blocks=Basic Latin,Combining Diacritical Marks
47    0x000023de 0x004023de 6   7             ascii   2,\a%; 
48    0x0000240a 0x0040240a 4   5             ascii   4Nf8
49    0x0000247a 0x0040247a 5   7             utf8    ۪KEOl blocks=Arabic,Basic Latin
50    0x00002489 0x00402489 4   5             ascii   +}\nB
51    0x00002496 0x00402496 4   6             utf8    ߡ,\vr blocks=NKo,Basic Latin
52    0x000024a0 0x004024a0 4   5             ascii   2zb|
53    0x000024c2 0x004024c2 4   5             ascii   1=~?
54    0x000024e7 0x004024e7 4   5             ascii   D1l6
55    0x000024ec 0x004024ec 4   5             ascii   7o$\r
56    0x0000251e 0x0040251e 6   7             ascii   ' V(\v~
57    0x00002566 0x00402566 5   6             ascii   *i4-\t
58    0x0000256c 0x0040256c 5   6             ascii   0\r$\tS
59    0x00002576 0x00402576 4   5             ascii   /7lU
60    0x0000258d 0x0040258d 5   6             ascii   ,C\f$1
61    0x000025de 0x004025de 6   7             ascii   \a[&HX8
62    0x000025fa 0x004025fa 7   9             utf8    \neboTŶX blocks=Basic Latin,Latin Extended-A
63    0x0000262c 0x0040262c 10  11            ascii   s=q!\t!A\bs>
64    0x0000263c 0x0040263c 5   6             ascii   !#;)?
65    0x00002650 0x00402650 4   5             ascii   ^WA\f
66    0x00002661 0x00402661 11  12            ascii   \vPA(aB%\aoCv
67    0x00002676 0x00402676 5   6             ascii   EB\toF
68    0x000026af 0x004026af 6   7             ascii   \e)Ka#`
69    0x000026d7 0x004026d7 4   5             ascii   \aN\b#
70    0x000026e9 0x004026e9 4   6             utf8    rpż8 blocks=Basic Latin,Latin Extended-A
71    0x000026fc 0x004026fc 5   6             ascii   r\eS, 
72    0x00002708 0x00402708 4   5             ascii   E\rh[
73    0x0000270d 0x0040270d 5   6             ascii   r1\r =
74    0x0000271a 0x0040271a 10  11            ascii   mJFU@DuoE-
75    0x00002730 0x00402730 5   6             ascii   x\bZX!
76    0x0000277a 0x0040277a 5   6             ascii   lh\vB\a
77    0x00002793 0x00402793 5   6             ascii   G+J-\r
78    0x00002799 0x00402799 6   7             ascii   FU$(8/
79    0x000027ba 0x004027ba 6   7             ascii   Q,d\eD 
80    0x000027d6 0x004027d6 4   5             ascii   3~s\
81    0x000027db 0x004027db 4   5             ascii   =r&[
82    0x000027e2 0x004027e2 9   10            ascii   o]+%\n^"\a_
83    0x000027f6 0x004027f6 5   6             ascii   ;\b\r\tr
84    0x00002808 0x00402808 4   5             ascii   \vL\vC
85    0x00002827 0x00402827 4   5             ascii   U\al]
86    0x00002844 0x00402844 4   5             ascii   xk4\v
87    0x00002849 0x00402849 4   5             ascii   f-AV
88    0x0000289c 0x0040289c 6   7             ascii   DcE6.\b
89    0x000028af 0x004028af 5   6             ascii   Goo)c
90    0x000028b6 0x004028b6 4   5             ascii   d}^8
91    0x000028c4 0x004028c4 4   6             utf8    `\aѬ\v blocks=Basic Latin,Cyrillic
92    0x000028cb 0x004028cb 4   5             ascii   d*4[
93    0x000028d0 0x004028d0 5   6             ascii   )%LC0
94    0x00002913 0x00402913 5   6             ascii   (g}}W
95    0x00002919 0x00402919 7   9             utf8    \edN\e,(ċ blocks=Basic Latin,Latin Extended-A
96    0x00002924 0x00402924 5   6             ascii   j4hI"
97    0x0000293e 0x0040293e 5   6             ascii   [0(ia
98    0x0000294f 0x0040294f 9   11            utf8    sj1ǳk\t\r\rr blocks=Basic Latin,Latin Extended-B
99    0x0000297f 0x0040297f 5   6             ascii   .C1xw
100   0x000029be 0x004029be 4   5             ascii   (t,<
101   0x000029f2 0x004029f2 5   6             ascii   :\v\ar)
102   0x00002a03 0x00402a03 4   5             ascii   B9SJ
103   0x00002a2a 0x00402a2a 4   5             ascii   Stri
104   0x00002a2f 0x00402a2f 4   5             ascii   ngs"
105   0x00002a4e 0x00402a4e 6   7             ascii   BloNbd
106   0x00002a6f 0x00402a6f 4   5             ascii   L"4/
107   0x00002af0 0x00402af0 4   5             ascii   \f.g[
108   0x00002b10 0x00402b10 4   5             ascii   $30V
109   0x00002b52 0x00402b52 9   11            utf8    o0T6>lB5x
110   0x00002b6b 0x00402b6b 4   6             utf8    |σ!\f blocks=Basic Latin,Greek and Coptic
111   0x00002be3 0x00402be3 4   5             ascii   CL!_
112   0x00002be8 0x00402be8 4   5             ascii   }$P 
113   0x00002c0a 0x00402c0a 4   5             ascii   ?ygT
