[Strings]
nth   paddr      vaddr      len size section  type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45            ascii   !This program cannot be run in DOS mode.\r\r\n$
114   0x00002c6a 0x00402c6a 5   6             ascii   p)p7W
115   0x00002c71 0x00402c71 4   5             ascii   "@D\t
116   0x00002c80 0x00402c80 4   5             ascii   ?U62
117   0x00002cee 0x00402cee 4   5             ascii   \rvRg
118   0x00002d2f 0x00402d2f 6   7             ascii   \rCb"v\e
119   0x00002db3 0x00402db3 4   5             ascii   +l6~
120   0x00002de9 0x00402de9 5   6             ascii   G4@8\a
121   0x00002e1b 0x00402e1b 6   7             ascii   $-&z\fr
122   0x00002e8f 0x00402e8f 5   7             utf8    iލ\aN4 blocks=Basic Latin,Thaana
123   0x00002ea5 0x00402ea5 6   7             ascii   \nl5*G(
124   0x00002ec7 0x00402ec7 4   5             ascii   \r&v7
125   0x00002f2d 0x00402f2d 6   7             ascii   ~C~\eS+
126   0x00002f7d 0x00402f7d 5   6             ascii   l\n\rB\r
127   0x00002f8f 0x00402f8f 4   5             ascii   (*T2
128   0x00002fd6 0x00402fd6 5   6             ascii   DdL2T
129   0x00002fe7 0x00402fe7 5   7             utf8    !2\rɥ$ blocks=Basic Latin,IPA Extensions
130   0x00003032 0x00403032 6   7             ascii   *E>1v3
131   0x0000304d 0x0040304d 6   7             ascii   dY\f\k\r
132   0x0000305c 0x0040305c 7   8             ascii   $K\#(Q@
133   0x00003068 0x00403068 4   5             ascii   )S<a
134   0x0000307a 0x0040307a 4   5             ascii   qVZ$
135   0x00003082 0x00403082 5   6             ascii   *"I(c
136   0x00003092 0x00403092 4   6             utf8    \fÙ<y blocks=Basic Latin,Latin-1 Supplement
137   0x000030ba 0x004030ba 10  11            ascii   >yF"WlR\r0k
138   0x0000312e 0x0040312e 4   5             ascii   ->Gg
139   0x00003135 0x00403135 8   9             ascii   [1|Ig`\rV
140   0x0000313e 0x0040313e 4   5             ascii   \f8\ff
141   0x0000316f 0x0040316f 5   6             ascii   |I|0g
142   0x00003175 0x00403175 5   7             utf8    \rCĨOL blocks=Basic Latin,Latin Extended-A
143   0x00003191 0x00403191 5   6             ascii    TiBq
144   0x000031ab 0x004031ab 4   5             ascii   \rL4;
145   0x000031dd 0x004031dd 5   6             ascii   d|%)N
146   0x000031f8 0x004031f8 5   6             ascii   "\b>#{
147   0x0000321c 0x0040321c 4   5             ascii   4\`5
148   0x00003250 0x00403250 4   5             ascii   4\aY\r
149   0x00003259 0x00403259 5   6             ascii   `>PHq
150   0x00003281 0x00403281 6   7             ascii   \r`\fP\rd
151   0x0000329e 0x0040329e 4   6             utf8    .Ѣ@\b blocks=Basic Latin,Cyrillic
152   0x000032b4 0x004032b4 4   5             ascii   ,3%\e
153   0x00003389 0x00403389 4   5             ascii   (\fT 
154   0x000033aa 0x004033aa 4   5             ascii   G@EN
155   0x000033de 0x004033de 6   7             ascii   nG\\b0\
156   0x000033f3 0x004033f3 7   8             ascii   \bt vOxg
157   0x00003420 0x00403420 6   7             ascii   \bZ\v\f8\f
158   0x00003473 0x00403473 4   6             utf8    |Аzg blocks=Basic Latin,Cyrillic
159   0x0000347c 0x0040347c 4   5             ascii   \rp g
160   0x00003485 0x00403485 4   5             ascii   8"^M
161   0x00003496 0x00403496 5   6             ascii   %1;D5
162   0x000034ad 0x004034ad 4   8             utf8    }Ʉыْ blocks=Basic Latin,Latin Extended-B,Cyrillic,Arabic
163   0x000034d2 0x004034d2 5   6             ascii   d<\n2\b
164   0x000034f7 0x004034f7 4   5             ascii   \fdAN
165   0x00003522 0x00403522 5   6             ascii   ?e\tAN
166   0x0000352e 0x0040352e 8   9             ascii   <Module>
167   0x0000353d 0x0040353d 8   10            utf8    Ϗ_~\aft.V blocks=Greek and Coptic,Basic Latin
168   0x00003548 0x00403548 4   5             ascii   ualB
169   0x00003550 0x00403550 4   5             ascii   ,yAp
170   0x00003560 0x00403560 4   5             ascii   e2.(
171   0x00003571 0x00403571 4   5             ascii   pj/c
172   0x0000357d 0x0040357d 8   9             ascii   W3bS6vxn
173   0x0000358e 0x0040358e 6   7             ascii   |f(Ob'
174   0x0000359c 0x0040359c 4   6             utf8    A/ړU blocks=Basic Latin,Arabic
175   0x000035a8 0x004035a8 6   7             ascii   TION_S
176   0x000035cc 0x004035cc 6   7             ascii   \nng\vsn
177   0x000035d7 0x004035d7 4   5             ascii   wuQd
178   0x000035e5 0x004035e5 4   5             ascii   W?~d
179   0x000035f4 0x004035f4 4   5             ascii   :K2r
180   0x00003606 0x00403606 11  12            ascii   \b1gv)De[)5i
181   0x00003621 0x00403621 4   5             ascii   u\vy7
182   0x0000362c 0x0040362c 6   7             ascii   6$)Us)
183   0x0000363f 0x0040363f 5   7             utf8    +"VɚP blocks=Basic Latin,IPA Extensions
184   0x0000364b 0x0040364b 8   9             ascii   HXH<r1n1
185   0x00003659 0x00403659 4   5             ascii   V &u
186   0x0000365f 0x0040365f 7   8             ascii   LHq_$In
187   0x00003675 0x00403675 4   6             utf8    fT³' blocks=Basic Latin,Latin-1 Supplement
188   0x0000367b 0x0040367b 5   6             ascii   D@gpo
189   0x00003681 0x00403681 4   5             ascii   Z9+i
190   0x00003694 0x00403694 5   6             ascii   h: bl
191   0x000036b9 0x004036b9 4   5             ascii   _\bVo
192   0x000036d2 0x004036d2 4   5             ascii   pUd\b
193   0x000036e8 0x004036e8 5   6             ascii   UNS+c
194   0x000036fd 0x004036fd 6   7             ascii   YK_R\a1
195   0x00003709 0x00403709 6   7             ascii   0WnhEv
196   0x00003715 0x00403715 4   5             ascii   2J.{
197   0x00003720 0x00403720 6   7             ascii   ExA/uc
198   0x0000372c 0x0040372c 4   5             ascii   <flM
199   0x00003748 0x00403748 5   6             ascii   \nf!9%
200   0x00003760 0x00403760 4   5             ascii   !\nf!
201   0x00003769 0x00403769 5   6             ascii   \a1_Lm
202   0x00003796 0x00403796 4   5             ascii   \tkIf
203   0x000037a3 0x004037a3 4   5             ascii   crNa
204   0x000037b3 0x004037b3 4   5             ascii   $drt
205   0x000037b8 0x004037b8 4   7             utf8    !;ӨѸ blocks=Basic Latin,Cyrillic
206   0x000037c3 0x004037c3 4   5             ascii   ES_D
207   0x000037d4 0x004037d4 9   10            ascii   JF2WSW,)E
208   0x000037ee 0x004037ee 6   7             ascii   Q2UI\nD
209   0x0000380b 0x0040380b 8   10            utf8    Uca)Tڂ\ew blocks=Basic Latin,Arabic
210   0x0000383b 0x0040383b 11  12            ascii   yQcyC )s\fev
211   0x00003854 0x00403854 6   7             ascii   iAsz\)
212   0x00003864 0x00403864 4   5             ascii   s$jH
213   0x00003878 0x00403878 5   8             utf8    ^avܢΐ blocks=Basic Latin,Syriac,Greek and Coptic
214   0x00003888 0x00403888 5   6             ascii   G!G\tA
215   0x000038c1 0x004038c1 4   5             ascii   $Blx
216   0x000038ce 0x004038ce 5   6             ascii   L\JE`
217   0x000038d4 0x004038d4 4   5             ascii   <fnn
218   0x00003902 0x00403902 4   5             ascii   IVSS
219   0x0000390d 0x0040390d 5   7             utf8    {$#`L
220   0x00003939 0x00403939 8   9             ascii   BY<sCaAA
221   0x00003953 0x00403953 4   6             utf8    iDݘ[ blocks=Basic Latin,Arabic Supplement
222   0x0000395b 0x0040395b 9   10            ascii   Cd5\vDC/.D
223   0x00003965 0x00403965 4   5             ascii   \agno
224   0x00003977 0x00403977 4   5             ascii   n+YT
225   0x000039ad 0x004039ad 5   7             utf8    ˺gC\n- blocks=Spacing Modifier Letters,Basic Latin
226   0x000039b4 0x004039b4 5   6             ascii   px=Hw
227   0x000039c9 0x004039c9 4   6             utf8    3̉fl blocks=Basic Latin,Combining Diacritical Marks
228   0x000039e6 0x004039e6 4   5             ascii   L0pd
229   0x000039f4 0x004039f4 5   6             ascii   eFZm4
230   0x00003a03 0x00403a03 7   8             ascii   UjlQs+k
231   0x00003a10 0x00403a10 4   5             ascii   #)dO
232   0x00003a29 0x00403a29 4   5             ascii   ,DaH
233   0x00003a51 0x00403a51 5   7             utf8    \teթ1H blocks=Basic Latin,Armenian
234   0x00003aa7 0x00403aa7 5   6             ascii   ws(J\n
235   0x00003ac0 0x00403ac0 10  13            utf8    ȣJì\nydJ1HD blocks=Latin Extended-B,Basic Latin,Latin-1 Supplement
236   0x00003acf 0x00403acf 7   8             ascii   #Oc{TTD
237   0x00003b22 0x00403b22 4   5             ascii   iRZ&
238   0x00003b47 0x00403b47 5   6             ascii   E-IO\r
239   0x00003b4d 0x00403b4d 6   7             ascii   |mm7y_
240   0x00003b7f 0x00403b7f 5   6             ascii   \f6i4k
241   0x00003b90 0x00403b90 4   5             ascii   ASCI
242   0x00003b95 0x00403b95 6   9             utf8    d̆)څ8D blocks=Basic Latin,Combining Diacritical Marks,Arabic
243   0x00003ba1 0x00403ba1 4   7             utf8    aL崟M blocks=Basic Latin,CJK Unified Ideographs
244   0x00003bc3 0x00403bc3 5   7             utf8    Y)lWԐ blocks=Basic Latin,Cyrillic Supplement
245   0x00003bcc 0x00403bcc 6   8             utf8    b͓4e64 blocks=Basic Latin,Combining Diacritical Marks
246   0x00003bd4 0x00403bd4 4   5             ascii   *ByX
247   0x00003bf4 0x00403bf4 4   5             ascii   Ofmz
248   0x00003bfc 0x00403bfc 7   8             ascii   Mti;aVR
249   0x00003c25 0x00403c25 6   8             utf8    D5$ ݫx blocks=Basic Latin,Arabic Supplement
250   0x00003c41 0x00403c41 5   6             ascii   `Algo
251   0x00003c51 0x00403c51 8   9             ascii   fy%p2s(m
252   0x00003c5c 0x00403c5c 4   5             ascii   cJ*R
253   0x00003c61 0x00403c61 5   6             ascii   ]]?CQ
254   0x00003c84 0x00403c84 6   7             ascii   ?aZs8W
255   0x00003c99 0x00403c99 4   5             ascii   ;yKv
256   0x00003ca4 0x00403ca4 4   6             utf8    zޒc2 blocks=Basic Latin,Thaana
257   0x00003caa 0x00403caa 5   6             ascii   ds8%n
258   0x00003ced 0x00403ced 4   5             ascii   m\t=y
259   0x00003d11 0x00403d11 7   8             ascii   !YsAEh_
260   0x00003d20 0x00403d20 4   5             ascii   GEy)
261   0x00003d2d 0x00403d2d 4   5             ascii   Ih%e
262   0x00003d5a 0x00403d5a 7   8             ascii   >B\tLmH:
263   0x00003d6d 0x00403d6d 6   7             ascii   NT+Wn5
264   0x00003d8a 0x00403d8a 4   5             ascii   6]\L
265   0x00003d95 0x00403d95 4   5             ascii   -R(Q
266   0x00003dcd 0x00403dcd 4   5             ascii   9RD>
267   0x00003dd8 0x00403dd8 4   5             ascii   ,\b\fI
268   0x00003dea 0x00403dea 9   11            utf8    3I3eō+%%C blocks=Basic Latin,Latin Extended-A
269   0x00003e28 0x00403e28 4   6             utf8    ͫ&.R blocks=Combining Diacritical Marks,Basic Latin
270   0x00003e40 0x00403e40 5   6             ascii   ek*\eX
271   0x00003e68 0x00403e68 6   7             ascii   sJ>jb4
272   0x00003e7c 0x00403e7c 4   5             ascii   u8y^
273   0x00003e9c 0x00403e9c 4   5             ascii   SiZM
274   0x00003ea2 0x00403ea2 7   8             ascii   9WS\nFf-
275   0x00003eaa 0x00403eaa 7   8             ascii   mYp_lRa
276   0x00003ee9 0x00403ee9 10  12            utf8    DTl\b \ىdyM blocks=Basic Latin,Arabic
277   0x00003ef5 0x00403ef5 4   5             ascii   \n !d
278   0x00003f0b 0x00403f0b 4   5             ascii   8:7/
279   0x00003f1c 0x00403f1c 6   7             ascii   2m5r&w
280   0x00003f31 0x00403f31 5   6             ascii   hdE`l
281   0x00003f4c 0x00403f4c 5   6             ascii   9Y>lj
282   0x00003f75 0x00403f75 5   6             ascii   s;E\ao
283   0x00003f7e 0x00403f7e 7   10            utf8    \b:[ʲHÞ* blocks=Basic Latin,Spacing Modifier Letters,Latin-1 Supplement
284   0x00003f97 0x00403f97 5   6             ascii   f3.*@
285   0x00003f9d 0x00403f9d 5   6             ascii   mnq^_
286   0x00003fb2 0x00403fb2 4   5             ascii   a24c
287   0x00003fba 0x00403fba 7   8             ascii   88$0\nd3
288   0x00003fdf 0x00403fdf 4   5             ascii   yN\n0
289   0x00004002 0x00404002 5   6             ascii   f\fUc\f
290   0x00004017 0x00404017 5   6             ascii   pNlT!
291   0x00004025 0x00404025 4   6             utf8    Τw\va blocks=Greek and Coptic,Basic Latin
292   0x00004059 0x00404059 5   6             ascii   e\r$ws
293   0x0000405f 0x0040405f 7   8             ascii   c*IhbPt
294   0x0000407c 0x0040407c 4   5             ascii   [I@]
295   0x00004081 0x00404081 4   5             ascii   e>\b!
296   0x00004090 0x00404090 8   9             ascii   63%`B2Vf
297   0x000040a8 0x004040a8 6   7             ascii   +v4<M\r
298   0x000040d8 0x004040d8 5   6             ascii   '\n:x\v
299   0x00004110 0x00404110 4   5             ascii   2 s3
300   0x00004148 0x00404148 7   8             ascii   Rc!(\t%,
301   0x0000419e 0x0040419e 5   6             ascii   56\t9\e
302   0x000041a6 0x004041a6 4   7             utf8    ԉƐ!\b blocks=Cyrillic Supplement,Latin Extended-B,Basic Latin
303   0x000041b5 0x004041b5 4   5             ascii   (i#?
304   0x000041ef 0x004041ef 8   9             ascii   \nMyTemp<
305   0x000041f8 0x004041f8 5   6             ascii   v%\a8|
306   0x00004209 0x00404209 4   5             ascii   :CN=
307   0x0000420e 0x0040420e 4   6             utf8    7G\aȺ blocks=Basic Latin,Latin Extended-B
308   0x00004242 0x00404242 4   7             utf8    轔I&\n blocks=CJK Unified Ideographs,Basic Latin
309   0x000042c0 0x004042c0 4   5             ascii   apH>
310   0x00004359 0x00404359 4   5             ascii   &\a\f\r
311   0x00004381 0x00404381 4   5             ascii   ?,`O
312   0x000043cf 0x004043cf 11  12            ascii   r\f1\bUEI"\aQK
313   0x000043ee 0x004043ee 5   6             ascii   9@xK3
314   0x000043fe 0x004043fe 4   5             ascii   @%yi
315   0x0000445b 0x0040445b 4   5             ascii   q3f 
316   0x0000447c 0x0040447c 4   5             ascii   A!g\t
317   0x0000449c 0x0040449c 5   6             ascii   \rb9iJ
318   0x000044d3 0x004044d3 5   8             utf8    n位XV. blocks=Basic Latin,CJK Unified Ideographs
319   0x000044eb 0x004044eb 4   5             ascii   -761
320   0x00004501 0x00404501 4   5             ascii   39cb
321   0x00004514 0x00404514 9   10            ascii   C2019 B\nK
322   0x000048bc 0x0040a2bc 5   7    .rsrc    utf8    DĥjGU blocks=Basic Latin,Latin Extended-A
323   0x00004920 0x0040a320 5   6    .rsrc    ascii   BPeTt
324   0x00004933 0x0040a333 4   5    .rsrc    ascii   \t`A)
325   0x00004963 0x0040a363 6   7    .rsrc    ascii   S0\vnOT
326   0x000049a1 0x0040a3a1 5   6    .rsrc    ascii   I05t\f
327   0x000049eb 0x0040a3eb 4   5    .rsrc    ascii   <_<E
328   0x00004ae3 0x0040a4e3 4   6    .rsrc    utf8    K5HP
329   0x00004b0a 0x0040a50a 6   7    .rsrc    ascii   *)rlL:
330   0x00004b13 0x0040a513 4   6    .rsrc    utf8    И?sk blocks=Cyrillic,Basic Latin
331   0x00004b28 0x0040a528 5   6    .rsrc    ascii   tro^_
332   0x00004b81 0x0040a581 5   6    .rsrc    ascii   s\vDt^
333   0x00004c06 0x0040a606 4   5    .rsrc    ascii   =tm>
334   0x00004c16 0x0040a616 4   5    .rsrc    ascii   Hi:~
335   0x00004c37 0x0040a637 4   7    .rsrc    utf8    ՅaŇ7 blocks=Armenian,Basic Latin,Latin Extended-A
336   0x00004c67 0x0040a667 4   6    .rsrc    utf8    Eñ=n blocks=Basic Latin,Latin-1 Supplement
337   0x00004c85 0x0040a685 6   7    .rsrc    ascii   vi$C(}
338   0x00004ce5 0x0040a6e5 4   6    .rsrc    utf8    nե~` blocks=Basic Latin,Armenian
339   0x00004d72 0x0040a772 4   6    .rsrc    utf8    )5wԷ blocks=Basic Latin,Armenian
340   0x00004d91 0x0040a791 5   6    .rsrc    ascii   8F~=b
341   0x00004dab 0x0040a7ab 4   5    .rsrc    ascii   \f(:-
342   0x00004dc7 0x0040a7c7 4   7    .rsrc    utf8    +ζ:μ blocks=Basic Latin,Greek and Coptic
343   0x00004e05 0x0040a805 4   6    .rsrc    utf8    ̖!m\b blocks=Combining Diacritical Marks,Basic Latin
344   0x00004e9f 0x0040a89f 8   9    .rsrc    ascii   u[@]@Joi
345   0x00004ea8 0x0040a8a8 4   5    .rsrc    ascii   S!\vs
346   0x00004eda 0x0040a8da 4   5    .rsrc    ascii   <\\n\t
347   0x00004edf 0x0040a8df 4   5    .rsrc    ascii   _)Jb
348   0x00004f09 0x0040a909 4   5    .rsrc    ascii   .y[0
349   0x00004f20 0x0040a920 4   5    .rsrc    ascii   3kr[
350   0x00004f50 0x0040a950 7   8    .rsrc    ascii   DEjr[&.
351   0x00004fb2 0x0040a9b2 4   5    .rsrc    ascii   )\n b
352   0x00004fd3 0x0040a9d3 4   5    .rsrc    ascii   *St?
353   0x0000502b 0x0040aa2b 4   5    .rsrc    ascii   oSB+
354   0x000050bb 0x0040aabb 4   5    .rsrc    ascii   rmjj
355   0x000050d0 0x0040aad0 4   6    .rsrc    utf8    CϩwL blocks=Basic Latin,Greek and Coptic
356   0x000050ee 0x0040aaee 4   5    .rsrc    ascii   m0Q@
357   0x00005109 0x0040ab09 5   8    .rsrc    utf8    \rIM4㣒 blocks=Basic Latin,CJK Unified Ideographs Extension A
358   0x00005162 0x0040ab62 5   8    .rsrc    utf8    gڋ\eۚ+ blocks=Basic Latin,Arabic
359   0x000051f0 0x0040abf0 4   5    .rsrc    ascii   \eWh\n
360   0x0000522d 0x0040ac2d 4   6    .rsrc    utf8    |ڲfb blocks=Basic Latin,Arabic
361   0x00005242 0x0040ac42 4   5    .rsrc    ascii   l:;M
362   0x00005270 0x0040ac70 4   6    .rsrc    utf8    {bMק blocks=Basic Latin,Hebrew
363   0x000052c7 0x0040acc7 4   5    .rsrc    ascii   KY\ah
364   0x000052e1 0x0040ace1 4   5    .rsrc    ascii   /{W&
365   0x00005356 0x0040ad56 4   5    .rsrc    ascii   l,zz
366   0x00005361 0x0040ad61 6   8    .rsrc    utf8    .v*K_Ч blocks=Basic Latin,Cyrillic
367   0x000053a2 0x0040ada2 10  11   .rsrc    ascii   \bYt]Sa7@l,
368   0x000053e1 0x0040ade1 5   7    .rsrc    utf8    q::ϙg blocks=Basic Latin,Greek and Coptic
369   0x00005426 0x0040ae26 4   5    .rsrc    ascii   jaI@
370   0x00005467 0x0040ae67 4   5    .rsrc    ascii   TE?^
371   0x000054d2 0x0040aed2 5   6    .rsrc    ascii   m V_~
372   0x00005536 0x0040af36 4   6    .rsrc    utf8    3tƙc blocks=Basic Latin,Latin Extended-B
373   0x0000555b 0x0040af5b 5   7    .rsrc    utf8    մkJ G blocks=Armenian,Basic Latin
374   0x00005591 0x0040af91 4   5    .rsrc    ascii   &7Lk
375   0x000055b8 0x0040afb8 4   5    .rsrc    ascii   ;<O7
376   0x000055c8 0x0040afc8 4   5    .rsrc    ascii   @g\vh
377   0x00005603 0x0040b003 4   5    .rsrc    ascii   +d0Z
378   0x00005626 0x0040b026 4   5    .rsrc    ascii   PfWZ
379   0x00005642 0x0040b042 5   7    .rsrc    utf8    FQ_p3
380   0x00005649 0x0040b049 4   5    .rsrc    ascii   GY\e?
381   0x00005670 0x0040b070 5   6    .rsrc    ascii   ,#WJU
382   0x00005685 0x0040b085 6   8    .rsrc    utf8    3@ׄEf\t blocks=Basic Latin,Hebrew
383   0x0000571d 0x0040b11d 5   7    .rsrc    utf8    <ւdc< blocks=Basic Latin,Armenian
384   0x0000578c 0x0040b18c 4   6    .rsrc    utf8    qQѴ~ blocks=Basic Latin,Cyrillic
385   0x0000579b 0x0040b19b 5   6    .rsrc    ascii   1\bD>9
386   0x00005800 0x0040b200 4   5    .rsrc    ascii   FAh:
387   0x00005814 0x0040b214 4   5    .rsrc    ascii   VbyK
388   0x00005822 0x0040b222 8   9    .rsrc    ascii   UJ?\fhOCG
389   0x00005834 0x0040b234 6   7    .rsrc    ascii   pm9(\W
390   0x0000586a 0x0040b26a 4   5    .rsrc    ascii   WJCc
391   0x000058e7 0x0040b2e7 4   7    .rsrc    utf8    -W犯= blocks=Basic Latin,CJK Compatibility Ideographs
