Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000050 0x00000050 40  41           ascii   This program must be run under Win32\r\n$7
1    0x000001f8 0x000001f8 5   6            ascii   .text
2    0x0000021f 0x0000021f 7   8            ascii   `.itext
3    0x00000247 0x00000247 6   7            ascii   `.data
4    0x00000270 0x00000270 4   5            ascii   .bss
5    0x00000298 0x00000298 6   7            ascii   .idata
6    0x000002c0 0x000002c0 7   8            ascii   .didata
7    0x000002e8 0x000002e8 4   5            ascii   .tls
8    0x00000310 0x00000310 6   7            ascii   .rdata
9    0x00000337 0x00000337 7   8            ascii   @.reloc
10   0x0000035f 0x0000035f 6   7            ascii   B.rsrc
747  0x0000a385 0x0040af85 9   10           ascii   \bHPALETTE
748  0x0000a3a2 0x0040afa2 4   5            ascii   HPEN
749  0x0000a3ce 0x0040afce 19  20           ascii   PSecurityAttributes
750  0x0000a3ee 0x0040afee 21  22           ascii   _SECURITY_ATTRIBUTES\f
751  0x0000a418 0x0040b018 8   9            ascii   \anLength
752  0x0000a42c 0x0040b02c 20  21           ascii   lpSecurityDescriptor
753  0x0000a44c 0x0040b04c 14  15           ascii   bInheritHandle
754  0x0000a465 0x0040b065 11  12           ascii   \t_FILETIME\b
755  0x0000a485 0x0040b085 14  15           ascii   \rdwLowDateTime
756  0x0000a49f 0x0040b09f 14  15           ascii   dwHighDateTime
757  0x0000a4ba 0x0040b0ba 18  19           ascii   _WIN32_FIND_DATAWP
758  0x0000a4e2 0x0040b0e2 16  17           ascii   dwFileAttributes
759  0x0000a4fe 0x0040b0fe 14  15           ascii   ftCreationTime
760  0x0000a518 0x0040b118 16  17           ascii   ftLastAccessTime
761  0x0000a534 0x0040b134 15  16           ascii   ftLastWriteTime
762  0x0000a54e 0x0040b14e 14  15           ascii   \rnFileSizeHigh
763  0x0000a567 0x0040b167 13  14           ascii   \fnFileSizeLow
764  0x0000a57f 0x0040b17f 12  13           ascii   \vdwReserved0
765  0x0000a596 0x0040b196 12  13           ascii   \vdwReserved1
766  0x0000a5ad 0x0040b1ad 10  11           ascii   \tcFileName
767  0x0000a5c3 0x0040b1c3 18  19           ascii   cAlternateFileName
768  0x0000a5e1 0x0040b1e1 10  11           ascii   \ttagBITMAP
769  0x0000a602 0x0040b202 6   7            ascii   bmType
770  0x0000a613 0x0040b213 8   9            ascii   \abmWidth
771  0x0000a626 0x0040b226 9   10           ascii   \bbmHeight
772  0x0000a63a 0x0040b23a 13  14           ascii   \fbmWidthBytes
773  0x0000a652 0x0040b252 9   10           ascii   \bbmPlanes
774  0x0000a666 0x0040b266 12  13           ascii   \vbmBitsPixel
775  0x0000a67e 0x0040b27e 6   7            ascii   bmBits
776  0x0000a68e 0x0040b28e 20  21           ascii   tagBITMAPINFOHEADER(
777  0x0000a6b8 0x0040b2b8 6   7            ascii   biSize
778  0x0000a6c9 0x0040b2c9 8   9            ascii   \abiWidth
779  0x0000a6dc 0x0040b2dc 9   10           ascii   \bbiHeight
780  0x0000a6f0 0x0040b2f0 9   10           ascii   \bbiPlanes
781  0x0000a704 0x0040b304 11  12           ascii   \nbiBitCount
782  0x0000a71a 0x0040b31a 14  15           ascii   \rbiCompression
783  0x0000a733 0x0040b333 12  13           ascii   \vbiSizeImage
784  0x0000a74b 0x0040b34b 15  16           ascii   biXPelsPerMeter
785  0x0000a766 0x0040b366 15  16           ascii   biYPelsPerMeter
786  0x0000a780 0x0040b380 10  11           ascii   \tbiClrUsed
787  0x0000a796 0x0040b396 14  15           ascii   biClrImportant
788  0x0000a7ad 0x0040b3ad 15  17           utf8    \fPDeviceModeW3@
789  0x0000a7c5 0x0040b3c5 13  14           ascii   \f_devicemodeW
790  0x0000a7e8 0x0040b3e8 13  14           ascii   \fdmDeviceName
791  0x0000a800 0x0040b400 14  15           ascii   \rdmSpecVersion
792  0x0000a81a 0x0040b41a 15  16           ascii   dmDriverVersion
793  0x0000a835 0x0040b435 6   7            ascii   dmSize
794  0x0000a846 0x0040b446 14  15           ascii   \rdmDriverExtra
795  0x0000a85f 0x0040b45f 9   10           ascii   \bdmFields
796  0x0000a873 0x0040b473 14  15           ascii   \rdmOrientation
797  0x0000a88c 0x0040b48c 12  13           ascii   \vdmPaperSize
798  0x0000a8a3 0x0040b4a3 14  15           ascii   \rdmPaperLength
799  0x0000a8bc 0x0040b4bc 13  14           ascii   \fdmPaperWidth
800  0x0000a8d4 0x0040b4d4 8   9            ascii   \admScale
801  0x0000a8e7 0x0040b4e7 9   10           ascii   \bdmCopies
802  0x0000a8fc 0x0040b4fc 15  16           ascii   dmDefaultSource
803  0x0000a917 0x0040b517 14  15           ascii   dmPrintQuality
804  0x0000a930 0x0040b530 8   9            ascii   \admColor
805  0x0000a943 0x0040b543 9   10           ascii   \bdmDuplex
806  0x0000a957 0x0040b557 14  15           ascii   \rdmYResolution
807  0x0000a970 0x0040b570 11  12           ascii   \ndmTTOption
808  0x0000a986 0x0040b586 10  11           ascii   \tdmCollate
809  0x0000a99b 0x0040b59b 11  12           ascii   \ndmFormName
810  0x0000a9b1 0x0040b5b1 12  13           ascii   \vdmLogPixels
811  0x0000a9c8 0x0040b5c8 13  14           ascii   \fdmBitsPerPel
812  0x0000a9e0 0x0040b5e0 12  13           ascii   \vdmPelsWidth
813  0x0000a9f7 0x0040b5f7 13  14           ascii   \fdmPelsHeight
814  0x0000aa10 0x0040b610 14  15           ascii   dmDisplayFlags
815  0x0000aa2a 0x0040b62a 18  19           ascii   dmDisplayFrequency
816  0x0000aa47 0x0040b647 12  13           ascii   \vdmICMMethod
817  0x0000aa5e 0x0040b65e 12  13           ascii   \vdmICMIntent
818  0x0000aa75 0x0040b675 12  13           ascii   \vdmMediaType
819  0x0000aa8c 0x0040b68c 13  14           ascii   \fdmDitherType
820  0x0000aaa5 0x0040b6a5 17  18           ascii   dmICCManufacturer
821  0x0000aac1 0x0040b6c1 11  12           ascii   \ndmICCModel
822  0x0000aad8 0x0040b6d8 14  15           ascii   dmPanningWidth
823  0x0000aaf2 0x0040b6f2 15  16           ascii   dmPanningHeight
824  0x0000ab0d 0x0040b70d 15  16           ascii   \rtagDIBSECTIONT
825  0x0000ab32 0x0040b732 4   5            ascii   dsBm
826  0x0000ab42 0x0040b742 6   7            ascii   dsBmih
827  0x0000ab53 0x0040b753 12  13           ascii   \vdsBitfields
828  0x0000ab6a 0x0040b76a 11  12           ascii   \ndshSection
829  0x0000ab80 0x0040b780 9   10           ascii   \bdsOffset
830  0x0000ab96 0x0040b796 6   7            ascii   tagMSG
831  0x0000abb3 0x0040b7b3 4   5            ascii   hwnd
832  0x0000abc2 0x0040b7c2 8   9            ascii   \amessage
833  0x0000abd6 0x0040b7d6 6   7            ascii   wParam
834  0x0000abe8 0x0040b7e8 6   7            ascii   lParam
835  0x0000abfa 0x0040b7fa 4   5            ascii   time
836  0x0000ac25 0x0040b825 131 132          ascii   \nodSelected\bodGrayed\nodDisabled\todChecked\todFocused\todDefault\nodHotLight\nodInactive\todNoAccel\rodNoFocusRect\vodReserved1\vodReserved2
837  0x0000aca9 0x0040b8a9 22  23           ascii   odComboBoxEdit\aWindows
838  0x0000acca 0x0040b8ca 15  16           ascii   TOwnerDrawState
839  0x0000ace6 0x0040b8e6 4   5            ascii   HKEY
840  0x0000acfd 0x0040b8fd 15  16           ascii   \rGESTURECONFIG\f
841  0x0000ad22 0x0040b922 4   5            ascii   dwID
842  0x0000ad32 0x0040b932 6   7            ascii   dwWant
843  0x0000ad43 0x0040b943 8   9            ascii   \adwBlock
844  0x0000ad51 0x0040b951 4   5            ascii   %X`K
845  0x0000ad59 0x0040b959 4   5            ascii   %T`K
846  0x0000ad61 0x0040b961 4   5            ascii   %P`K
847  0x0000ad69 0x0040b969 4   5            ascii   %L`K
848  0x0000ad71 0x0040b971 4   5            ascii   %H`K
849  0x0000ad79 0x0040b979 4   5            ascii   %D`K
850  0x0000ad81 0x0040b981 4   5            ascii   %@`K
851  0x0000ad89 0x0040b989 4   5            ascii   %<`K
852  0x0000ad91 0x0040b991 4   5            ascii   %8`K
853  0x0000ad99 0x0040b999 4   5            ascii   %4`K
854  0x0000ada1 0x0040b9a1 4   5            ascii   %0`K
855  0x0000ada9 0x0040b9a9 4   5            ascii   %,`K
856  0x0000adb1 0x0040b9b1 4   5            ascii   %(`K
857  0x0000adb9 0x0040b9b9 4   5            ascii   %$`K
858  0x0000adc1 0x0040b9c1 4   5            ascii   % `K
859  0x0000ade1 0x0040b9e1 4   5            ascii   %\f`K
860  0x0000ade9 0x0040b9e9 4   5            ascii   %\b`K
861  0x0000adf1 0x0040b9f1 4   5            ascii   %\b`K
862  0x0000aec1 0x0040bac1 5   7            utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
863  0x0000af49 0x0040bb49 4   5            ascii   %|_K
864  0x0000af51 0x0040bb51 4   5            ascii   %x_K
865  0x0000af59 0x0040bb59 4   5            ascii   %t_K
866  0x0000af61 0x0040bb61 4   5            ascii   %p_K
867  0x0000af69 0x0040bb69 4   5            ascii   %l_K
868  0x0000af7f 0x0040bb7f 4   6            utf8    Uhӻ@ blocks=Basic Latin,Cyrillic
869  0x0000af90 0x0040bb90 4   5            ascii   u\vSV
870  0x0000afbf 0x0040bbbf 4   5            ascii   ZYYd
871  0x0000afdc 0x0040bbdc 4   5            ascii   ^[Y]
872  0x0000afe5 0x0040bbe5 4   5            ascii   %h_K
873  0x0000afed 0x0040bbed 4   5            ascii   %d_K
874  0x0000aff5 0x0040bbf5 4   5            ascii   %`_K
875  0x0000affd 0x0040bbfd 4   5            ascii   %\_K
876  0x0000b005 0x0040bc05 4   5            ascii   %X_K
877  0x0000b00d 0x0040bc0d 4   5            ascii   %T_K
878  0x0000b015 0x0040bc15 4   5            ascii   %P_K
879  0x0000b01d 0x0040bc1d 4   5            ascii   %L_K
880  0x0000b025 0x0040bc25 4   5            ascii   %H_K
881  0x0000b02d 0x0040bc2d 4   5            ascii   %D_K
882  0x0000b035 0x0040bc35 4   5            ascii   %@_K
883  0x0000b03d 0x0040bc3d 4   5            ascii   %<_K
884  0x0000b045 0x0040bc45 4   5            ascii   %8_K
885  0x0000b04d 0x0040bc4d 4   5            ascii   %4_K
886  0x0000b055 0x0040bc55 4   5            ascii   %0_K
887  0x0000b05d 0x0040bc5d 4   5            ascii   %,_K
888  0x0000b065 0x0040bc65 4   5            ascii   %(_K
889  0x0000b06d 0x0040bc6d 4   5            ascii   %$_K
890  0x0000b075 0x0040bc75 4   5            ascii   % _K
891  0x0000b09d 0x0040bc9d 4   5            ascii   %\f_K
892  0x0000b0a5 0x0040bca5 4   5            ascii   %\b_K
893  0x0000b195 0x0040bd95 4   5            ascii   %D]K
894  0x0000b1b5 0x0040bdb5 4   5            ascii   %|^K
895  0x0000b1bd 0x0040bdbd 4   5            ascii   %x^K
896  0x0000b1c5 0x0040bdc5 4   5            ascii   %t^K
897  0x0000b1cd 0x0040bdcd 4   5            ascii   %p^K
898  0x0000b1d5 0x0040bdd5 4   5            ascii   %l^K
899  0x0000b1dd 0x0040bddd 4   5            ascii   %h^K
900  0x0000b1e5 0x0040bde5 4   5            ascii   %d^K
901  0x0000b1ed 0x0040bded 4   5            ascii   %`^K
902  0x0000b1f5 0x0040bdf5 4   5            ascii   %\^K
903  0x0000b1fd 0x0040bdfd 4   5            ascii   %X^K
904  0x0000b205 0x0040be05 4   5            ascii   %T^K
905  0x0000b20d 0x0040be0d 4   5            ascii   %P^K
906  0x0000b215 0x0040be15 4   5            ascii   %L^K
907  0x0000b21d 0x0040be1d 4   5            ascii   %H^K
908  0x0000b225 0x0040be25 4   5            ascii   %D^K
909  0x0000b22d 0x0040be2d 4   5            ascii   %@^K
910  0x0000b235 0x0040be35 4   5            ascii   %<^K
911  0x0000b23d 0x0040be3d 4   5            ascii   %8^K
912  0x0000b245 0x0040be45 4   5            ascii   %4^K
913  0x0000b24d 0x0040be4d 4   5            ascii   %0^K
914  0x0000b255 0x0040be55 4   5            ascii   %,^K
915  0x0000b25d 0x0040be5d 4   5            ascii   %(^K
916  0x0000b265 0x0040be65 4   5            ascii   %$^K
917  0x0000b26d 0x0040be6d 4   5            ascii   % ^K
918  0x0000b295 0x0040be95 4   5            ascii   %\f^K
919  0x0000b29d 0x0040be9d 4   5            ascii   %\b^K
920  0x0000b3b5 0x0040bfb5 4   5            ascii   %|]K
921  0x0000b3bd 0x0040bfbd 4   5            ascii   %x]K
922  0x0000b3c5 0x0040bfc5 4   5            ascii   %t]K
923  0x0000b3cd 0x0040bfcd 4   5            ascii   %p]K
924  0x0000b3d5 0x0040bfd5 4   5            ascii   %l]K
925  0x0000b3dd 0x0040bfdd 4   5            ascii   %h]K
926  0x0000b3e5 0x0040bfe5 4   5            ascii   %d]K
927  0x0000b3ed 0x0040bfed 4   5            ascii   %`]K
928  0x0000b3f5 0x0040bff5 4   5            ascii   %\]K
929  0x0000b3fd 0x0040bffd 4   5            ascii   %X]K
930  0x0000b405 0x0040c005 4   5            ascii   %T]K
931  0x0000b40d 0x0040c00d 4   5            ascii   %P]K
932  0x0000b415 0x0040c015 4   5            ascii   %L]K
933  0x0000b41d 0x0040c01d 4   5            ascii   %<]K
934  0x0000b425 0x0040c025 4   5            ascii   %8]K
935  0x0000b42d 0x0040c02d 4   5            ascii   %4]K
936  0x0000b445 0x0040c045 4   5            ascii   %0]K
937  0x0000b44d 0x0040c04d 4   5            ascii   %,]K
938  0x0000b455 0x0040c055 4   5            ascii   %(]K
939  0x0000b45d 0x0040c05d 4   5            ascii   %$]K
940  0x0000b465 0x0040c065 4   5            ascii   % ]K
941  0x0000b48d 0x0040c08d 4   5            ascii   %\f]K
942  0x0000b495 0x0040c095 4   5            ascii   %\b]K
943  0x0000b5b5 0x0040c1b5 4   5            ascii   %|\K
944  0x0000b5bd 0x0040c1bd 4   5            ascii   %x\K
945  0x0000b5c5 0x0040c1c5 4   5            ascii   %t\K
946  0x0000b5cd 0x0040c1cd 4   5            ascii   %p\K
947  0x0000b5d5 0x0040c1d5 4   5            ascii   %l\K
948  0x0000b5dd 0x0040c1dd 4   5            ascii   %h\K
949  0x0000b5e5 0x0040c1e5 4   5            ascii   %d\K
950  0x0000b5ed 0x0040c1ed 4   5            ascii   %`\K
951  0x0000b5f5 0x0040c1f5 4   5            ascii   %\\K
952  0x0000b5fd 0x0040c1fd 4   5            ascii   %X\K
953  0x0000b605 0x0040c205 4   5            ascii   %T\K
954  0x0000b60d 0x0040c20d 4   5            ascii   %P\K
955  0x0000b615 0x0040c215 4   5            ascii   %L\K
956  0x0000b61d 0x0040c21d 4   5            ascii   %H\K
957  0x0000b625 0x0040c225 4   5            ascii   %D\K
958  0x0000b62d 0x0040c22d 4   5            ascii   %@\K
959  0x0000b635 0x0040c235 4   5            ascii   %<\K
960  0x0000b63d 0x0040c23d 4   5            ascii   %8\K
961  0x0000b645 0x0040c245 4   5            ascii   %4\K
962  0x0000b64d 0x0040c24d 4   5            ascii   %0\K
963  0x0000b655 0x0040c255 4   5            ascii   %,\K
964  0x0000b65d 0x0040c25d 4   5            ascii   %(\K
965  0x0000b665 0x0040c265 4   5            ascii   %$\K
966  0x0000b66d 0x0040c26d 4   5            ascii   % \K
967  0x0000b695 0x0040c295 4   5            ascii   %\f\K
968  0x0000b69d 0x0040c29d 4   5            ascii   %\b\K
969  0x0000b7dd 0x0040c3dd 4   5            ascii   %|[K
970  0x0000b7e5 0x0040c3e5 4   5            ascii   %x[K
971  0x0000b7ed 0x0040c3ed 4   5            ascii   %t[K
972  0x0000b7f5 0x0040c3f5 4   5            ascii   %p[K
973  0x0000b7fd 0x0040c3fd 4   5            ascii   %l[K
974  0x0000b805 0x0040c405 4   5            ascii   %h[K
975  0x0000b80d 0x0040c40d 4   5            ascii   %l[K
976  0x0000b815 0x0040c415 4   5            ascii   %d[K
977  0x0000b81d 0x0040c41d 4   5            ascii   %`[K
978  0x0000b825 0x0040c425 4   5            ascii   %\[K
979  0x0000b82d 0x0040c42d 4   5            ascii   %X[K
980  0x0000b835 0x0040c435 4   5            ascii   %T[K
981  0x0000b83d 0x0040c43d 4   5            ascii   %P[K
982  0x0000b845 0x0040c445 4   5            ascii   %L[K
983  0x0000b84d 0x0040c44d 4   5            ascii   %H[K
984  0x0000b855 0x0040c455 4   5            ascii   %D[K
985  0x0000b85d 0x0040c45d 4   5            ascii   %@[K
986  0x0000b865 0x0040c465 4   5            ascii   %<[K
987  0x0000b872 0x0040c472 4   5            ascii   PRQh
988  0x0000b881 0x0040c481 4   5            ascii   %8[K
989  0x0000b889 0x0040c489 4   5            ascii   %4[K
990  0x0000b891 0x0040c491 4   5            ascii   %0[K
991  0x0000b899 0x0040c499 4   5            ascii   %4[K
992  0x0000b8a1 0x0040c4a1 4   5            ascii   %,[K
993  0x0000b8a9 0x0040c4a9 4   5            ascii   %([K
994  0x0000b8b1 0x0040c4b1 4   5            ascii   %$[K
995  0x0000b8b9 0x0040c4b9 4   5            ascii   % [K
996  0x0000b8e1 0x0040c4e1 4   5            ascii   %\f[K
997  0x0000b8e9 0x0040c4e9 4   5            ascii   %\b[K
998  0x0000b9cb 0x0040c5cb 4   5            ascii   QSVW
999  0x0000b9dc 0x0040c5dc 4   6            utf8    ؋E\bP blocks=Arabic,Basic Latin
1000 0x0000ba17 0x0040c617 5   6            ascii   _^[Y]
1001 0x0000ba86 0x0040c686 4   6            utf8    E\f3҉ blocks=Basic Latin,Cyrillic
1002 0x0000bab4 0x0040c6b4 6   7            ascii   _^[YY]
1003 0x0000bac0 0x0040c6c0 16  34           utf16le Magellan MSWHEEL
1004 0x0000bae4 0x0040c6e4 6   14           utf16le MouseZ
1005 0x0000baf4 0x0040c6f4 15  32           utf16le MSWHEEL_ROLLMSG
1006 0x0000bb14 0x0040c714 20  42           utf16le MSH_WHEELSUPPORT_MSG
1007 0x0000bb40 0x0040c740 20  42           utf16le MSH_SCROLL_LINES_MSG
1008 0x0000bb72 0x0040c772 4   5            ascii   PRQh
1009 0x0000bb86 0x0040c786 4   5            ascii   PRQh
1010 0x0000bb9a 0x0040c79a 4   5            ascii   PRQh
1011 0x0000bc21 0x0040c821 9   10           ascii   \bTMessage
1012 0x0000bc50 0x0040c850 6   7            ascii   WParam
1013 0x0000bc62 0x0040c862 6   7            ascii   LParam
1014 0x0000bc74 0x0040c874 6   7            ascii   Result
1015 0x0000bc85 0x0040c885 9   10           ascii   \bWParamLo
1016 0x0000bc99 0x0040c899 9   10           ascii   \bWParamHi
1017 0x0000bcad 0x0040c8ad 9   10           ascii   \bLParamLo
1018 0x0000bcc1 0x0040c8c1 9   10           ascii   \bLParamHi
1019 0x0000bcd5 0x0040c8d5 9   10           ascii   \bResultLo
1020 0x0000bce9 0x0040c8e9 9   10           ascii   \bResultHi
1021 0x0000bcfe 0x0040c8fe 6   7            ascii   TWMKey
1022 0x0000bd29 0x0040c929 9   10           ascii   \bCharCode
1023 0x0000bd3e 0x0040c93e 6   7            ascii   Unused
1024 0x0000bd4f 0x0040c94f 8   9            ascii   \aKeyData
1025 0x0000bd63 0x0040c963 6   7            ascii   Result
1026 0x0000bd75 0x0040c975 12  13           ascii   \vTWMMenuChar
1027 0x0000bda7 0x0040c9a7 4   5            ascii   User
1028 0x0000bdb6 0x0040c9b6 9   10           ascii   \bMenuFlag
1029 0x0000bdcb 0x0040c9cb 4   5            ascii   Menu
1030 0x0000bddb 0x0040c9db 6   7            ascii   Result
1031 0x0000bded 0x0040c9ed 6   7            ascii   ]\bSQRP
1032 0x0000be05 0x0040ca05 12  13           ascii   \ntagSTATSTGH
1033 0x0000be26 0x0040ca26 9   10           ascii   \bpwcsName
1034 0x0000be3b 0x0040ca3b 6   7            ascii   dwType
1035 0x0000be4d 0x0040ca4d 6   7            ascii   cbSize
1036 0x0000be5f 0x0040ca5f 5   6            ascii   mtime
1037 0x0000be70 0x0040ca70 5   6            ascii   ctime
1038 0x0000be81 0x0040ca81 5   6            ascii   atime
1039 0x0000be91 0x0040ca91 8   9            ascii   \agrfMode
1040 0x0000bea5 0x0040caa5 17  18           ascii   grfLocksSupported
1041 0x0000bec2 0x0040cac2 5   6            ascii   clsid
1042 0x0000bed2 0x0040cad2 13  14           ascii   \fgrfStateBits
1043 0x0000beea 0x0040caea 9   10           ascii   \breserved
1044 0x0000befe 0x0040cafe 18  19           ascii   ISequentialStream$
1045 0x0000bf14 0x0040cb14 4   5            ascii   0:s\f
1046 0x0000bf21 0x0040cb21 11  12           ascii   Dw=\aActiveX
1047 0x0000bf39 0x0040cb39 8   9            ascii   \aIStream
1048 0x0000bf55 0x0040cb55 10  11           ascii   F\aActiveX\t
1049 0x0000bf69 0x0040cb69 11  12           ascii   \nPExcepInfo
1050 0x0000bf82 0x0040cb82 17  18           ascii   TFNDeferredFillIn
1051 0x0000bfa6 0x0040cba6 6   7            ascii   ExInfo
1052 0x0000bfb5 0x0040cbb5 14  15           ascii   \ftagEXCEPINFO 
1053 0x0000bff1 0x0040cbf1 5   6            ascii   wCode
1054 0x0000c001 0x0040cc01 10  11           ascii   \twReserved
1055 0x0000c016 0x0040cc16 11  12           ascii   \nbstrSource
1056 0x0000c02d 0x0040cc2d 15  16           ascii   bstrDescription
1057 0x0000c047 0x0040cc47 13  14           ascii   \fbstrHelpFile
1058 0x0000c05f 0x0040cc5f 14  15           ascii   \rdwHelpContext
1059 0x0000c078 0x0040cc78 11  12           ascii   \npvReserved
1060 0x0000c08f 0x0040cc8f 17  18           ascii   pfnDeferredFillIn
1061 0x0000c0ac 0x0040ccac 5   6            ascii   scode
1062 0x0000c0c9 0x0040ccc9 4   5            ascii   %|`K
1063 0x0000c0d1 0x0040ccd1 4   5            ascii   %x`K
1064 0x0000c0d9 0x0040ccd9 4   5            ascii   %t`K
1065 0x0000c0e1 0x0040cce1 4   5            ascii   %p`K
1066 0x0000c0e9 0x0040cce9 4   5            ascii   %l`K
1067 0x0000c0f1 0x0040ccf1 4   5            ascii   %d`K
1068 0x0000c0f9 0x0040ccf9 4   5            ascii   %``K
1069 0x0000c111 0x0040cd11 4   5            ascii   %\faK
1070 0x0000c119 0x0040cd19 4   5            ascii   %\baK
1071 0x0000c7b9 0x0040d3b9 4   6            utf8    [Ã=\ blocks=Basic Latin,Latin-1 Supplement
1072 0x0000c828 0x0040d428 4   6            utf8    [Ã=\ blocks=Basic Latin,Latin-1 Supplement
1073 0x0000c904 0x0040d504 9   20           utf16le CHARTABLE
1074 0x0000c987 0x0040d587 4   6            utf8    ډt$\b blocks=Arabic,Basic Latin
1075 0x0000c99b 0x0040d59b 9   10           ascii   \bf;\ntJf;J
1076 0x0000c9a9 0x0040d5a9 7   8            ascii   \b;T$\br)
1077 0x0000c9b3 0x0040d5b3 5   6            ascii   ;T$\br
1078 0x0000c9be 0x0040d5be 4   5            ascii   $\vD$
1079 0x0000c9d3 0x0040d5d3 4   5            ascii   \b[^1
1080 0x0000c9dd 0x0040d5dd 5   6            ascii   t\tf;J
1081 0x0000c9f7 0x0040d5f7 4   5            ascii   0;\2
1082 0x0000ca19 0x0040d619 5   6            ascii   ;T$\bw
1083 0x0000ca23 0x0040d623 5   6            ascii   \f$\vL$
1084 0x0000ca45 0x0040d645 5   7            utf8    \b[^Í@ blocks=Basic Latin,Latin-1 Supplement
1085 0x0000ca52 0x0040d652 6   7            ascii   TBytes
1086 0x0000ca68 0x0040d668 9   10           ascii   \bSysUtils
1087 0x0000ca7d 0x0040d67d 10  11           ascii   \tTFileName
1088 0x0000ca91 0x0040d691 12  13           ascii   \nTSearchRecp
1089 0x0000cabb 0x0040d6bb 4   5            ascii   Time
1090 0x0000cacb 0x0040d6cb 4   5            ascii   Size
1091 0x0000cadb 0x0040d6db 4   5            ascii   Attr
1092 0x0000caeb 0x0040d6eb 4   5            ascii   Name
1093 0x0000cafa 0x0040d6fa 12  13           ascii   \vExcludeAttr
1094 0x0000cb11 0x0040d711 11  12           ascii   \nFindHandle
1095 0x0000cb27 0x0040d727 9   10           ascii   \bFindData
1096 0x0000cb3a 0x0040d73a 17  18           ascii   PExceptionRecordP
1097 0x0000cb56 0x0040d756 17  18           ascii   TExceptionRecordP
1098 0x0000cb7c 0x0040d77c 14  15           ascii   \rExceptionCode
1099 0x0000cb96 0x0040d796 14  15           ascii   ExceptionFlags
1100 0x0000cbb0 0x0040d7b0 15  16           ascii   ExceptionRecord
1101 0x0000cbcb 0x0040d7cb 16  17           ascii   ExceptionAddress
1102 0x0000cbe7 0x0040d7e7 16  17           ascii   NumberParameters
1103 0x0000cc03 0x0040d803 20  21           ascii   ExceptionInformation
1104 0x0000cc22 0x0040d822 11  12           ascii   \nExceptAddr
1105 0x0000cc38 0x0040d838 13  14           ascii   \fExceptObject
1106 0x0000cccf 0x0040d8cf 9   10           ascii   \bFMessage
1107 0x0000cce3 0x0040d8e3 13  14           ascii   \fFHelpContext
1108 0x0000ccfc 0x0040d8fc 15  16           ascii   FInnerException
1109 0x0000cd16 0x0040d916 11  12           ascii   \nFStackInfo
1110 0x0000cd2d 0x0040d92d 22  23           ascii   FAcquireInnerException
1111 0x0000cdd1 0x0040d9d1 11  12           ascii   \tException3
1112 0x0000cde2 0x0040d9e2 6   7            ascii   Create
1113 0x0000cdf9 0x0040d9f9 4   5            ascii   Self
1114 0x0000ce14 0x0040da14 11  12           ascii   \tCreateFmt8
1115 0x0000ce24 0x0040da24 10  11           ascii   \tCreateRes
1116 0x0000ce3f 0x0040da3f 4   5            ascii   Self
1117 0x0000ce4d 0x0040da4d 5   6            ascii   Ident
1118 0x0000ce5c 0x0040da5c 10  11           ascii   \tCreateRes
1119 0x0000ce77 0x0040da77 4   5            ascii   Self
1120 0x0000ce84 0x0040da84 13  14           ascii   \fResStringRec
1121 0x0000ce9b 0x0040da9b 13  14           ascii   \fCreateResFmt
1122 0x0000ceae 0x0040daae 14  15           ascii   \fCreateResFmtM
1123 0x0000cec1 0x0040dac1 11  12           ascii   \nCreateHelp
1124 0x0000cedd 0x0040dadd 4   5            ascii   Self
1125 0x0000cef7 0x0040daf7 13  14           ascii   \fAHelpContext
1126 0x0000cf0e 0x0040db0e 15  16           ascii   \rCreateFmtHelpR
1127 0x0000cf22 0x0040db22 14  15           ascii   \rCreateResHelp
1128 0x0000cf41 0x0040db41 4   5            ascii   Self
1129 0x0000cf4f 0x0040db4f 5   6            ascii   Ident
1130 0x0000cf5d 0x0040db5d 13  14           ascii   \fAHelpContext
1131 0x0000cf74 0x0040db74 14  15           ascii   \rCreateResHelp
1132 0x0000cf93 0x0040db93 4   5            ascii   Self
1133 0x0000cfa0 0x0040dba0 13  14           ascii   \fResStringRec
1134 0x0000cfb6 0x0040dbb6 13  14           ascii   \fAHelpContext
1135 0x0000cfce 0x0040dbce 16  17           ascii   CreateResFmtHelp
1136 0x0000cfe5 0x0040dbe5 17  18           ascii   CreateResFmtHelp'
1137 0x0000cffb 0x0040dbfb 8   9            ascii   \aDestroy
1138 0x0000d014 0x0040dc14 4   5            ascii   Self
1139 0x0000d023 0x0040dc23 16  17           ascii   GetBaseException
1140 0x0000d044 0x0040dc44 4   5            ascii   Self
1141 0x0000d052 0x0040dc52 9   10           ascii   \bToString
1142 0x0000d06c 0x0040dc6c 4   5            ascii   Self
1143 0x0000d086 0x0040dc86 19  20           ascii   RaiseOuterException
1144 0x0000d0b6 0x0040dcb6 19  20           ascii   ThrowOuterException
1145 0x0000d0e4 0x0040dce4 11  12           ascii   \a\tException
1146 0x0000d0f9 0x0040dcf9 9   10           ascii   \bSysUtils
1147 0x0000d14c 0x0040dd4c 14  15           ascii   \rBaseException
1148 0x0000d174 0x0040dd74 12  13           ascii   \vHelpContext
