[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000cf 0x000000cf 5   6            ascii   ARich
2     0x000001e8 0x000001e8 5   6            ascii   .text
3     0x0000020f 0x0000020f 7   8            ascii   `.rdata
4     0x00000237 0x00000237 6   7            ascii   @.data
5     0x00000260 0x00000260 5   6            ascii   .rsrc
6     0x00000287 0x00000287 7   8            ascii   @.reloc
7     0x00000458 0x00401058 4   6    .text   utf8    ]ËH\f blocks=Basic Latin,Latin-1 Supplement
8     0x00000469 0x00401069 5   7    .text   utf8    U\b+ЍI blocks=Basic Latin,Cyrillic
9     0x00000500 0x00401100 4   5    .text   ascii   u\btC
10    0x00000523 0x00401123 4   5    .text   ascii   M\fQV
11    0x000005d6 0x004011d6 4   5    .text   ascii   VUUU
12    0x0000069b 0x0040129b 4   6    .text   utf8    \b\vӉM blocks=Basic Latin,Cyrillic
13    0x000006b0 0x004012b0 4   5    .text   ascii   ItWI
14    0x00000780 0x00401380 6   7    .text   ascii   VWhl@U
15    0x000007e1 0x004013e1 4   6    .text   utf8    ;5܀U blocks=Basic Latin,Syriac
16    0x000007e9 0x004013e9 4   5    .text   ascii   hl@U
17    0x00000880 0x00401480 4   5    .text   ascii   =P7U
18    0x00000887 0x00401487 6   8    .text   utf8    ^[YÃ~  blocks=Basic Latin,Latin-1 Supplement
19    0x00000897 0x00401497 4   5    .text   ascii   =X7U
20    0x0000091a 0x0040151a 4   6    .text   utf8    [YÍI blocks=Basic Latin,Latin-1 Supplement
21    0x00000946 0x00401546 7   8    .text   ascii   \b\b\b\b\b\b\b
22    0x00000963 0x00401563 6   7    .text   ascii   SVWh  
23    0x000009ff 0x004015ff 8   10   .text   utf8    ̃~ \buxh( blocks=Combining Diacritical Marks,Basic Latin
24    0x00000a13 0x00401613 4   5    .text   ascii   hl@U
25    0x00000a30 0x00401630 4   5    .text   ascii   9P\bt
26    0x00000a3b 0x0040163b 4   5    .text   ascii   hl@U
27    0x00000a6d 0x0040166d 4   5    .text   ascii   hl@U
28    0x00000aa5 0x004016a5 5   6    .text   ascii   \fhl@U
29    0x00000ac2 0x004016c2 5   6    .text   ascii   tcSVW
30    0x00000ace 0x004016ce 4   5    .text   ascii   E\b;P
31    0x00000b24 0x00401724 7   8    .text   ascii   _^[hl@U
32    0x00000b51 0x00401751 4   5    .text   ascii   hl@U
33    0x00000b70 0x00401770 4   5    .text   ascii   9N\ft
34    0x00000b7b 0x0040177b 4   5    .text   ascii   hl@U
35    0x00000b8b 0x0040178b 4   6    .text   utf8    ^]ËV blocks=Basic Latin,Latin-1 Supplement
36    0x00000b98 0x00401798 4   6    .text   utf8    ;5܀U blocks=Basic Latin,Syriac
37    0x00000bbe 0x004017be 4   5    .text   ascii   hl@U
38    0x00000be5 0x004017e5 4   5    .text   ascii   ]\fW3
39    0x00000bf4 0x004017f4 4   5    .text   ascii   Vh  
40    0x00000d78 0x00401978 4   5    .text   ascii   Pj\bh
41    0x00000d94 0x00401994 4   5    .text   ascii   u:PP
42    0x00000d9e 0x0040199e 5   6    .text   ascii   QPPj\f
43    0x00000e03 0x00401a03 4   5    .text   ascii   SVWj
44    0x00000e77 0x00401a77 4   5    .text   ascii   h`;U
45    0x00000ef6 0x00401af6 4   5    .text   ascii   \rX7U
46    0x00000f33 0x00401b33 5   6    .text   ascii   SVWh|
47    0x00001005 0x00401c05 5   6    .text   ascii   \fhl@U
48    0x00001022 0x00401c22 5   6    .text   ascii   tcSVW
49    0x0000102e 0x00401c2e 4   5    .text   ascii   E\b;P
50    0x00001084 0x00401c84 7   8    .text   ascii   _^[hl@U
51    0x000010a3 0x00401ca3 5   6    .text   ascii   Vhl@U
52    0x000010c0 0x00401cc0 4   5    .text   ascii   9N\bt
53    0x000010cb 0x00401ccb 4   5    .text   ascii   hl@U
54    0x000010f5 0x00401cf5 4   6    .text   utf8    ;5܀U blocks=Basic Latin,Syriac
55    0x0000111b 0x00401d1b 4   5    .text   ascii   hl@U
56    0x00001133 0x00401d33 6   7    .text   ascii   SVWh  
57    0x000011c6 0x00401dc6 4   5    .text   ascii   \rX7U
58    0x000011ef 0x00401def 4   7    .text   utf8    ̋\r܀U blocks=Combining Diacritical Marks,Basic Latin,Syriac
59    0x0000129b 0x00401e9b 4   5    .text   ascii   h@-T
60    0x000012d4 0x00401ed4 4   5    .text   ascii   E\bVP
61    0x00001409 0x00402009 5   7    .text   utf8    EčA(V blocks=Basic Latin,Latin Extended-A
62    0x00001690 0x00402290 5   6    .text   ascii   9]8r\f
63    0x000016c5 0x004022c5 4   5    .text   ascii   hj\vO
64    0x000016e1 0x004022e1 4   5    .text   ascii   SVWP
65    0x0000174d 0x0040234d 5   6    .text   ascii   9u8r\f
66    0x0000176c 0x0040236c 5   6    .text   ascii   9uTr\f
67    0x0000178b 0x0040238b 5   6    .text   ascii   9upr\f
68    0x00001c41 0x00402841 6   7    .text   ascii   \f9ETr\v
69    0x00001c75 0x00402875 6   7    .text   ascii   ]\9Eps
70    0x00001f1c 0x00402b1c 7   8    .text   ascii   ]\b9}8r\f
71    0x00001f36 0x00402b36 7   8    .text   ascii   ]$9}Tr\f
72    0x00001f50 0x00402b50 7   8    .text   ascii   ]@9}pr\f
73    0x00001fe1 0x00402be1 4   5    .text   ascii   Y_^[
74    0x00002098 0x00402c98 4   5    .text   ascii   KGS!
75    0x0000209f 0x00402c9f 4   5    .text   ascii   @#$%
76    0x00002130 0x00402d30 4   5    .text   ascii   O\bQS
77    0x000021c5 0x00402dc5 4   5    .text   ascii   h8\bO
78    0x00002208 0x00402e08 7   11   .text   utf8    EԉE؉E܉E blocks=Basic Latin,Cyrillic Supplement,Arabic,Syriac
79    0x0000225d 0x00402e5d 7   11   .text   utf8    EԉE؉E܉E blocks=Basic Latin,Cyrillic Supplement,Arabic,Syriac
80    0x000022ac 0x00402eac 4   5    .text   ascii   O\bQS
81    0x00002315 0x00402f15 4   5    .text   ascii   h\b\bO
82    0x0000234f 0x00402f4f 4   5    .text   ascii   H\bj\b
83    0x0000236b 0x00402f6b 9   14   .text   utf8    E\tEĉEȉE̍E blocks=Basic Latin,Latin Extended-A,Latin Extended-B,Combining Diacritical Marks
84    0x00002391 0x00402f91 4   6    .text   utf8    \f3\rU
85    0x00002399 0x00402f99 5   8    .text   utf8    EЉEԍE blocks=Basic Latin,Cyrillic,Cyrillic Supplement
86    0x000023c1 0x00402fc1 6   10   .text   utf8    ̉E؉E܉E blocks=Combining Diacritical Marks,Basic Latin,Arabic,Syriac
87    0x00002409 0x00403009 7   11   .text   utf8    3\tE؉E܉E blocks=Basic Latin,Arabic,Syriac
88    0x000024ee 0x004030ee 4   5    .text   ascii   SVWP
89    0x00002547 0x00403147 5   8    .text   utf8    E؉E܉E blocks=Basic Latin,Arabic,Syriac
90    0x00002563 0x00403163 5   8    .text   utf8    Q3\v̉e blocks=Basic Latin,Combining Diacritical Marks
91    0x000025f0 0x004031f0 7   11   .text   utf8    EȉẺEЉE blocks=Basic Latin,Latin Extended-B,Combining Diacritical Marks,Cyrillic
92    0x0000267b 0x0040327b 5   6    .text   ascii   9u8r\f
93    0x00002696 0x00403296 5   6    .text   ascii   9uTr\f
94    0x000026b1 0x004032b1 4   5    .text   ascii   Y_^[
95    0x000026d5 0x004032d5 4   5    .text   ascii   hX\nO
96    0x000026ee 0x004032ee 4   5    .text   ascii   SVWP
97    0x00002702 0x00403302 5   8    .text   utf8    EȉMĉU blocks=Basic Latin,Latin Extended-B,Latin Extended-A
98    0x0000276d 0x0040336d 4   7    .text   utf8    3\v̉e blocks=Basic Latin,Combining Diacritical Marks
99    0x00002800 0x00403400 7   11   .text   utf8    ẺEЉEԉE blocks=Basic Latin,Combining Diacritical Marks,Cyrillic,Cyrillic Supplement
100   0x000028a8 0x004034a8 7   8    .text   ascii   ]\b9u8r\f
101   0x000028c2 0x004034c2 7   8    .text   ascii   ]$9uTr\f
102   0x000028df 0x004034df 4   5    .text   ascii   Y_^[
103   0x000029e5 0x004035e5 4   5    .text   ascii   h\b\nO
104   0x000029fe 0x004035fe 4   5    .text   ascii   SVWP
105   0x00002b7a 0x0040377a 7   8    .text   ascii   ]\b9u8r\f
106   0x00002b94 0x00403794 7   8    .text   ascii   ]$9uTr\f
107   0x00002bb1 0x004037b1 4   5    .text   ascii   Y_^[
108   0x00002c11 0x00403811 4   5    .text   ascii   E\bVW
109   0x00002c9d 0x0040389d 4   5    .text   ascii   N\bQf
110   0x00002ce3 0x004038e3 6   7    .text   ascii   QSWj8j
111   0x00002d7c 0x0040397c 6   7    .text   ascii   N8j8QV
112   0x00002d98 0x00403998 5   6    .text   ascii   V8WRV
113   0x00002dfd 0x004039fd 4   5    .text   ascii   F,W;
114   0x00002e5f 0x00403a5f 7   8    .text   ascii   T\b8;V<t
115   0x00002e74 0x00403a74 7   8    .text   ascii   T\b0;V<u
116   0x00002ed9 0x00403ad9 4   5    .text   ascii   AQWV
117   0x00002f4a 0x00403b4a 4   5    .text   ascii   M\bW;
118   0x00002f99 0x00403b99 4   6    .text   utf8    \f+ǃ~ blocks=Basic Latin,Latin Extended-B
119   0x000030f4 0x00403cf4 4   5    .text   ascii   h@-T
120   0x000031ae 0x00403dae 4   5    .text   ascii   h@-T
121   0x00003241 0x00403e41 4   5    .text   ascii   Y_^[
122   0x0000329b 0x00403e9b 5   6    .text   ascii   t\vWSV
123   0x00003326 0x00403f26 5   6    .text   ascii   t\vWSV
124   0x000033bc 0x00403fbc 4   5    .text   ascii   M\fQ+
125   0x00003584 0x00404184 4   5    .text   ascii   E\bSV
126   0x000036c5 0x004042c5 4   5    .text   ascii   hg\fO
127   0x000036e5 0x004042e5 4   5    .text   ascii   SVWP
128   0x00003fda 0x00404bda 5   6    .text   ascii   PQRh\
129   0x00003ff6 0x00404bf6 4   5    .text   ascii   Y_^[
130   0x00004320 0x00404f20 4   5    .text   ascii   tTPQ
131   0x0000442c 0x0040502c 4   5    .text   ascii   QSh4
132   0x0000446a 0x0040506a 4   5    .text   ascii   PSh\b
133   0x0000447b 0x0040507b 4   5    .text   ascii   \f_^3
134   0x00004612 0x00405212 4   6    .text   utf8    \a\nيH blocks=Basic Latin,Arabic
135   0x00004725 0x00405325 5   6    .text   ascii   M\bPQV
136   0x00004767 0x00405367 5   6    .text   ascii   E\fQRP
137   0x000047d2 0x004053d2 7   11   .text   utf8    3ɉMىM݉M blocks=Basic Latin,Latin Extended-B,Arabic,Syriac
138   0x00004881 0x00405481 5   6    .text   ascii   Q\fRhX
139   0x000048a7 0x004054a7 4   5    .text   ascii   hl@U
140   0x000048db 0x004054db 4   5    .text   ascii   hl@U
141   0x00004913 0x00405513 4   5    .text   ascii   SVWh
142   0x000049d6 0x004055d6 4   5    .text   ascii   h`:U
143   0x00004a4a 0x0040564a 4   5    .text   ascii   h`?U
144   0x00004a4f 0x0040564f 6   7    .text   ascii   t,h`>U
145   0x00004a63 0x00405663 4   5    .text   ascii   h`<U
146   0x00004a8a 0x0040568a 4   5    .text   ascii   h`<U
147   0x00004ad4 0x004056d4 4   5    .text   ascii   Rj\bh
148   0x00004b3a 0x0040573a 4   5    .text   ascii   5h@U
149   0x00004b79 0x00405779 4   5    .text   ascii   =\7U
150   0x00004bb8 0x004057b8 4   5    .text   ascii   =\7U
151   0x00004bbe 0x004057be 4   5    .text   ascii   u\njd
152   0x00004bdd 0x004057dd 6   7    .text   ascii   D$(R@P
153   0x00004bfb 0x004057fb 4   5    .text   ascii   \rX7U
154   0x00004c27 0x00405827 4   5    .text   ascii    }+j
155   0x00004c9b 0x0040589b 4   5    .text   ascii   T$\fj
156   0x00004cf6 0x004058f6 4   5    .text   ascii   _^[3
157   0x00004d50 0x00405950 4   5    .text   ascii   hl@U
158   0x00004d81 0x00405981 6   7    .text   ascii   D$(R@P
159   0x00004dbd 0x004059bd 5   6    .text   ascii   <hl@U
160   0x00004dc9 0x004059c9 4   6    .text   utf8    ;5܀U blocks=Basic Latin,Syriac
161   0x00004def 0x004059ef 4   5    .text   ascii   hl@U
162   0x00004dfa 0x004059fa 4   5    .text   ascii   hl@U
163   0x00004e21 0x00405a21 5   7    .text   utf8    _^[3̸ blocks=Basic Latin,Combining Diacritical Marks
164   0x00004e64 0x00405a64 4   5    .text   ascii   hl@U
165   0x00004e70 0x00405a70 4   5    .text   ascii   \rd@U
166   0x00004e94 0x00405a94 4   6    .text   utf8    ]Ë5H blocks=Basic Latin,Latin-1 Supplement
167   0x00004ee8 0x00405ae8 4   5    .text   ascii   hl@U
168   0x00004f15 0x00405b15 4   5    .text   ascii   h\b\fO
169   0x00004f20 0x00405b20 4   5    .text   ascii   PQVW
170   0x00004f7e 0x00405b7e 4   5    .text   ascii   QPQh
171   0x00004f86 0x00405b86 4   5    .text   ascii   h \bU
172   0x00005032 0x00405c32 6   8    .text   utf8    A\f\vǃy8 blocks=Basic Latin,Latin Extended-B
173   0x000051a3 0x00405da3 4   6    .text   utf8    I|$8
174   0x000051dd 0x00405ddd 4   5    .text   ascii   T$$s
175   0x0000521b 0x00405e1b 4   5    .text   ascii   T$$s
176   0x00005259 0x00405e59 4   5    .text   ascii   T$$s
177   0x00005297 0x00405e97 4   5    .text   ascii   T$$s
178   0x000053d9 0x00405fd9 4   5    .text   ascii   T$\f;
179   0x000053f7 0x00405ff7 4   5    .text   ascii   D$\fF
180   0x0000540e 0x0040600e 4   5    .text   ascii   T$\f;
181   0x00005436 0x00406036 4   5    .text   ascii   D$xP
182   0x00005440 0x00406040 4   5    .text   ascii   =d@U
183   0x0000544b 0x0040604b 4   5    .text   ascii   T$\f;
184   0x00005469 0x00406069 4   5    .text   ascii   D$\fF
185   0x0000546e 0x0040606e 4   5    .text   ascii   D$@P
186   0x0000547d 0x0040607d 4   5    .text   ascii   T$\f;
187   0x000054a5 0x004060a5 4   5    .text   ascii   D$\P
188   0x000054af 0x004060af 4   5    .text   ascii   =`@U
189   0x000054ba 0x004060ba 4   5    .text   ascii   T$\f;
190   0x000054fa 0x004060fa 4   5    .text   ascii   T$\f;
191   0x00005548 0x00406148 4   5    .text   ascii   T$$R
192   0x00005555 0x00406155 4   5    .text   ascii   D$\fF
193   0x000055ca 0x004061ca 4   5    .text   ascii   h \bU
194   0x000055e8 0x004061e8 4   5    .text   ascii   h \bU
195   0x00005606 0x00406206 4   5    .text   ascii   h \bU
196   0x00005624 0x00406224 4   5    .text   ascii   h \bU
197   0x0000563f 0x0040623f 4   5    .text   ascii   h \bU
198   0x0000568c 0x0040628c 4   5    .text   ascii   9Y8u
199   0x0000570d 0x0040630d 4   5    .text   ascii   h \bU
200   0x0000575a 0x0040635a 4   5    .text   ascii   9Y8u
201   0x0000576e 0x0040636e 6   7    .text   ascii   9|$8r\r
202   0x00005775 0x00406375 4   5    .text   ascii   T$$R
203   0x0000578f 0x0040638f 4   5    .text   ascii   \$$9
204   0x000057c0 0x004063c0 6   7    .text   ascii   9|$Tr\r
205   0x000057c7 0x004063c7 4   5    .text   ascii   L$@Q
206   0x000057dc 0x004063dc 4   5    .text   ascii   \$@9
207   0x000057e9 0x004063e9 4   5    .text   ascii   T$xR
208   0x00005804 0x00406404 9   10   .text   ascii   \$x9|$pr\r
209   0x0000580e 0x0040640e 4   5    .text   ascii   D$\P
210   0x00005823 0x00406423 4   5    .text   ascii   \$\9
211   0x000058e1 0x004064e1 6   7    .text   ascii   9t$8r\r
212   0x000058e8 0x004064e8 4   5    .text   ascii   L$$Q
213   0x00005902 0x00406502 4   5    .text   ascii   \$$9
214   0x00005933 0x00406533 6   7    .text   ascii   9t$Tr\r
215   0x0000593a 0x0040653a 4   5    .text   ascii   D$@P
216   0x0000594f 0x0040654f 4   5    .text   ascii   \$@9
217   0x0000595c 0x0040655c 4   5    .text   ascii   L$xQ
218   0x00005977 0x00406577 9   10   .text   ascii   \$x9t$pr\r
219   0x00005981 0x00406581 4   5    .text   ascii   T$\R
220   0x00005996 0x00406596 4   5    .text   ascii   \$\9
221   0x00005a32 0x00406632 4   6    .text   utf8    u܋D$ blocks=Basic Latin,Syriac
222   0x00005a46 0x00406646 8   9    .text   ascii   9\$Pu\nhL
223   0x00005a5d 0x0040665d 4   5    .text   ascii   u\nhl
224   0x00005b47 0x00406747 7   8    .text   ascii   |$\h`9U
225   0x00005bdb 0x004067db 8   9    .text   ascii   D$@9t$Ts
226   0x00005c61 0x00406861 6   7    .text   ascii   9|$Tr\r
227   0x00005c68 0x00406868 4   5    .text   ascii   T$@R
228   0x00005c7d 0x0040687d 4   5    .text   ascii   t$T9
229   0x00005c8a 0x0040688a 4   5    .text   ascii   D$xP
