Metadata Signature: 0x625c 0x10001424a5342 12
.NET Version: v4.0.30319
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 1cf8
Stream name: #~ 4
DirectoryAddress: 1d64 Size: 263c
Stream name: #Strings 12
DirectoryAddress: 43a0 Size: a8
Stream name: #US 4
DirectoryAddress: 4448 Size: 10
Stream name: #GUID 8
DirectoryAddress: 4458 Size: b00
Stream name: #Blob 8
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019f 0x0000019f 6   7            ascii   `.rsrc
3    0x000001c7 0x000001c7 7   8            ascii   @.reloc
4    0x000002ad 0x004020ad 5   6    .text   ascii   \n,4~,
5    0x000002fc 0x004020fc 5   6    .text   ascii   \n,\f(*
6    0x0000038d 0x0040218d 5   6    .text   ascii   \n\f\b\a(
7    0x0000039a 0x0040219a 4   5    .text   ascii   \n\r~\t
8    0x000003b4 0x004021b4 6   7    .text   ascii   \n,3\a\t(
9    0x00000406 0x00402206 5   6    .text   ascii   ,i\a\t(
10   0x0000045b 0x0040225b 4   5    .text   ascii   \n&(\b
11   0x00001376 0x00403176 4   5    .text   ascii   \n&~4
12   0x00001592 0x00403392 5   6    .text   ascii   \n\f\bs2
13   0x000015dd 0x004033dd 5   6    .text   ascii   \n\f\b(:
14   0x0000161c 0x0040341c 6   7    .text   ascii   \n-T\bo;
15   0x00001638 0x00403438 6   7    .text   ascii   \n-8\bo;
16   0x000016e2 0x004034e2 5   6    .text   ascii   @Z5*~
17   0x0000171b 0x0040351b 4   5    .text   ascii   \n,(~
18   0x00001834 0x00403634 5   6    .text   ascii   \n\f\bsF
19   0x00001866 0x00403666 4   5    .text   ascii   \n\t R
20   0x00001876 0x00403676 4   5    .text   ascii   \n\toO
21   0x0000187c 0x0040367c 6   7    .text   ascii   \n\b\v\aoP
22   0x00001884 0x00403684 5   6    .text   ascii   \n&\aoQ
23   0x00001890 0x00403690 5   6    .text   ascii   \n\n\aoS
24   0x000018c0 0x004036c0 5   6    .text   ascii   \n\v\asF
25   0x000018c7 0x004036c7 5   6    .text   ascii   \n\f\b~;
26   0x000018f2 0x004036f2 4   5    .text   ascii   \n\boO
27   0x00001915 0x00403715 4   5    .text   ascii   \n\n(U
28   0x00001949 0x00403749 5   6    .text   ascii   \n\v\a~;
29   0x0000198c 0x0040378c 4   5    .text   ascii   \n\a~;
30   0x000019a1 0x004037a1 4   5    .text   ascii   \n\a(Z
31   0x000019ae 0x004037ae 4   5    .text   ascii   \n*\e0
32   0x00001a10 0x00403810 5   6    .text   ascii   \n,8(^
33   0x00001ae1 0x004038e1 4   5    .text   ascii   \n\toa
34   0x00001b59 0x00403959 4   5    .text   ascii   \n\n~2
35   0x00001bdf 0x004039df 4   5    .text   ascii   \n\tob
36   0x00001bed 0x004039ed 4   5    .text   ascii   \b\tob
37   0x00001c2c 0x00403a2c 4   5    .text   ascii   \n\aob
38   0x00001ce8 0x00403ae8 4   5    .text   ascii   \b\aob
39   0x00001e4f 0x00403c4f 4   5    .text   ascii   Zj>C
40   0x00001e95 0x00403c95 5   6    .text   ascii   \n,s~/
41   0x00001eb0 0x00403cb0 5   6    .text   ascii   \n,X~0
42   0x00001ed0 0x00403cd0 5   6    .text   ascii   \n18~;
43   0x00001f87 0x00403d87 5   6    .text   ascii   \n,Z\b\b
44   0x00001fc2 0x00403dc2 6   7    .text   ascii   + \b\b~;
