[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000084 0x00000084 9   13           utf8    OHݗOHݗOHݗ blocks=Basic Latin,Arabic Supplement
2    0x000000ac 0x000000ac 15  21           utf8    FHݗOHܗeHݗyn֗MHݗ blocks=Basic Latin,Arabic Supplement,Syriac,Hebrew
3    0x000000c1 0x000000c1 12  16           utf8    NۗNHݗRichOHݗ blocks=Basic Latin,Arabic,Arabic Supplement
4    0x000001e0 0x000001e0 5   6            ascii   .text
5    0x00000208 0x00000208 5   6            ascii   .data
6    0x00000230 0x00000230 5   6            ascii   .rsrc
7    0x000010ab 0x004010ab 4   5    .text   ascii   @ANu
8    0x00001138 0x00401138 4   5    .text   ascii   GFIu
9    0x00001154 0x00401154 4   5    .text   ascii   8_^[
10   0x0000115d 0x0040115d 5   6    .text   ascii   SVWPX
11   0x00001169 0x00401169 6   7    .text   ascii   E\bRZPX
12   0x00001173 0x00401173 4   5    .text   ascii   E\bRZ
13   0x00001186 0x00401186 6   7    .text   ascii   RZRZQV
14   0x0000119e 0x0040119e 4   5    .text   ascii   ^t\vB
15   0x000011b5 0x004011b5 4   5    .text   ascii   ]\bRZ
16   0x000011d5 0x004011d5 7   9    .text   utf8    E\b_^[]ø blocks=Basic Latin,Latin-1 Supplement
17   0x000011e8 0x004011e8 4   5    .text   ascii   \fSVW
18   0x00001216 0x00401216 4   5    .text   ascii   9M\f~
19   0x0000121f 0x0040121f 8   10   .text   utf8    @0XA;M\f|
20   0x0000123a 0x0040123a 4   5    .text   ascii   t$\bP
21   0x0000129e 0x0040129e 6   8    .text   utf8    @0fA;M
22   0x000012f5 0x004012f5 4   5    .text   ascii   =hXC
23   0x000012fb 0x004012fb 4   5    .text   ascii   hhTC
24   0x00001316 0x00401316 4   5    .text   ascii   hPTC
25   0x0000131f 0x0040131f 4   5    .text   ascii   hLTC
26   0x0000133d 0x0040133d 4   5    .text   ascii   hPTC
27   0x00001346 0x00401346 4   5    .text   ascii   hLTC
28   0x000013a1 0x004013a1 4   5    .text   ascii   =hXC
29   0x000013b2 0x004013b2 4   5    .text   ascii   hPTC
30   0x000013d0 0x004013d0 4   5    .text   ascii   hPTC
31   0x000013eb 0x004013eb 4   5    .text   ascii   hLTC
32   0x00001406 0x00401406 4   5    .text   ascii   hLTC
33   0x00001427 0x00401427 4   5    .text   ascii   =hXC
34   0x0000143b 0x0040143b 4   5    .text   ascii   hhTC
35   0x0000145c 0x0040145c 4   5    .text   ascii   hhTC
36   0x00001521 0x00401521 4   5    .text   ascii   lSVW
37   0x00001561 0x00401561 5   6    .text   ascii   \fh\fUC
38   0x0000168e 0x0040168e 6   7    .text   ascii   YYh|TC
39   0x0000169e 0x0040169e 6   7    .text   ascii   YYhlTC
40   0x00001851 0x00401851 5   6    .text   ascii   \fh\fUC
41   0x000019ac 0x004019ac 5   6    .text   ascii   \fhtUC
42   0x000019ed 0x004019ed 5   6    .text   ascii   \fhhUC
43   0x000019ff 0x004019ff 6   7    .text   ascii   YYh\UC
44   0x00001a12 0x00401a12 6   7    .text   ascii   YYhPUC
45   0x00001a25 0x00401a25 6   7    .text   ascii   YYh@UC
46   0x00001a79 0x00401a79 6   7    .text   ascii   YYh4UC
47   0x00001a8c 0x00401a8c 6   7    .text   ascii   YYh(UC
