[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d0 0x000000d0 4   5            ascii   Rich
2    0x000001e0 0x000001e0 5   6            ascii   .text
3    0x00000207 0x00000207 7   8            ascii   `.rdata
4    0x0000022f 0x0000022f 6   7            ascii   @.data
5    0x00000258 0x00000258 5   6            ascii   .rsrc
6    0x00001025 0x00401025 4   5    .text   ascii   @E][
7    0x0000102e 0x0040102e 4   5    .text   ascii   u @3
8    0x00001040 0x00401040 5   6    .text   ascii   Ao^[]
9    0x0000104f 0x0040104f 4   5    .text   ascii   eP][
10   0x00001076 0x00401076 4   5    .text   ascii   t@LH
11   0x000012e3 0x004012e3 4   5    .text   ascii   OCtn
12   0x00001682 0x00401682 4   5    .text   ascii   AxMC
13   0x00001812 0x00401812 5   6    .text   ascii   vSAGK
14   0x0000187f 0x0040187f 5   8    .text   utf8    Γxy#ً blocks=Greek and Coptic,Basic Latin,Arabic
15   0x00001df2 0x00401df2 4   5    .text   ascii   ~pN#
16   0x00001e63 0x00401e63 5   6    .text   ascii   rtCt?
17   0x00001ea0 0x00401ea0 4   5    .text   ascii   pVG3
18   0x00001efd 0x00401efd 7   8    .text   ascii   Xx1JHJ\v
19   0x00002277 0x00402277 4   5    .text   ascii   Ot[\v
20   0x000022f9 0x004022f9 4   5    .text   ascii   r?CB
21   0x00002546 0x00402546 4   5    .text   ascii   CvRJ
22   0x000025c2 0x004025c2 5   7    .text   utf8    v;\vʓ\e blocks=Basic Latin,IPA Extensions
23   0x00002ace 0x00402ace 4   5    .text   ascii   \v}.3
24   0x00002bf8 0x00402bf8 5   6    .text   ascii   Nt}@+
25   0x00002fcf 0x00402fcf 4   5    .text   ascii   OxXF
26   0x0000350b 0x0040350b 4   7    .text   utf8    #҇ߑ| blocks=Basic Latin,Cyrillic,NKo
27   0x0000353d 0x0040353d 4   5    .text   ascii   JxW3
28   0x000035eb 0x004035eb 5   6    .text   ascii   XKvo#
29   0x00003838 0x00403838 4   5    .text   ascii   H|Y\r
30   0x00003a83 0x00403a83 4   5    .text   ascii   xfBy
31   0x00003b53 0x00403b53 4   5    .text   ascii   Fw"#
32   0x00003b9f 0x00403b9f 4   5    .text   ascii   9y$A
33   0x00003de8 0x00403de8 4   5    .text   ascii   zkC\e
34   0x00004242 0x00404242 4   6    .text   utf8    ve#؋ blocks=Basic Latin,Arabic
35   0x000043eb 0x004043eb 4   5    .text   ascii   Zv^\e
36   0x00004504 0x00404504 4   6    .text   utf8    teiҏ blocks=Basic Latin,Cyrillic
37   0x000046d7 0x004046d7 4   6    .text   utf8    zK\v\a
38   0x00004751 0x00404751 4   5    .text   ascii   &zL3
39   0x000047ef 0x004047ef 5   6    .text   ascii   AIu\aI
40   0x00004868 0x00404868 5   7    .text   utf8    xS\vƗN blocks=Basic Latin,Latin Extended-B
41   0x00004a41 0x00404a41 4   5    .text   ascii   Jy$F
42   0x0000520a 0x0040520a 4   6    .text   utf8    F\eκn blocks=Basic Latin,Greek and Coptic
43   0x0000525e 0x0040525e 4   5    .text   ascii   Ou!\e
44   0x00005319 0x00405319 4   5    .text   ascii   yz2O
45   0x0000549c 0x0040549c 4   6    .text   utf8    s#i۰ blocks=Basic Latin,Arabic
46   0x000054b0 0x004054b0 4   6    .text   utf8    xu\vً blocks=Basic Latin,Arabic
47   0x000054c9 0x004054c9 4   5    .text   ascii   =w.\e
48   0x000055be 0x004055be 4   5    .text   ascii   Ov?+
49   0x0000579a 0x0040579a 4   5    .text   ascii   L@xA
50   0x00005868 0x00405868 4   5    .text   ascii   O} \e
51   0x00005d33 0x00405d33 4   5    .text   ascii   pPJ+
52   0x00005df2 0x00405df2 4   6    .text   utf8    wېBu blocks=Basic Latin,Arabic
53   0x0000619e 0x0040619e 5   7    .text   utf8    Bt;+Ȓ blocks=Basic Latin,Latin Extended-B
54   0x000061b9 0x004061b9 5   6    .text   ascii   Hq\nI3
55   0x00006404 0x00406404 4   5    .text   ascii   J@u+
56   0x000066d6 0x004066d6 4   5    .text   ascii   Fvt\v
57   0x00006806 0x00406806 4   5    .text   ascii   ~}-\e
58   0x0000684b 0x0040684b 4   6    .text   utf8    t93Ƀ blocks=Basic Latin,Latin Extended-B
59   0x00006aab 0x00406aab 4   5    .text   ascii   *BAF
60   0x00006d7f 0x00406d7f 5   6    .text   ascii   _~rF\v
61   0x00006e5e 0x00406e5e 4   5    .text   ascii   x?F\v
62   0x00006e90 0x00406e90 4   5    .text   ascii   xWNw
63   0x00007031 0x00407031 4   6    .text   utf8    v~#ۃ blocks=Basic Latin,Arabic
64   0x000071cc 0x004071cc 4   5    .text   ascii   NreF
65   0x00007215 0x00407215 4   6    .text   utf8    v73G
66   0x0000733b 0x0040733b 4   5    .text   ascii   "O~H
67   0x00007427 0x00407427 4   5    .text   ascii   )H{'
68   0x000075b0 0x004075b0 4   5    .text   ascii   z8Fi
69   0x0000771a 0x0040771a 4   5    .text   ascii   Ju.3
70   0x000078d5 0x004078d5 4   5    .text   ascii   OxF#
71   0x00007999 0x00407999 5   6    .text   ascii   AxXNH
72   0x00007bc2 0x00407bc2 6   8    .text   utf8    tHHK+Ƌ blocks=Basic Latin,Latin Extended-B
73   0x00007cac 0x00407cac 5   7    .text   utf8    lt9\eǃ blocks=Basic Latin,Latin Extended-B
74   0x00007df5 0x00407df5 5   7    .text   utf8    UtKi,
75   0x00008090 0x00408090 4   5    .text   ascii   GHrH
76   0x00008262 0x00408262 4   5    .text   ascii   ItB\e
77   0x0000829a 0x0040829a 4   5    .text   ascii   Fq-F
78   0x00008506 0x00408506 5   6    .text   ascii   OxXJ#
79   0x00008673 0x00408673 4   5    .text   ascii   ;|vF
80   0x000087f2 0x004087f2 4   5    .text   ascii   C|N+
81   0x00008897 0x00408897 4   5    .text   ascii   x2@{
82   0x0000890b 0x0040890b 5   7    .text   utf8    OxBiۺ blocks=Basic Latin,Arabic
83   0x000089c3 0x004089c3 4   5    .text   ascii   I|_\e
84   0x00008a50 0x00408a50 4   5    .text   ascii   N|U\v
85   0x00008aad 0x00408aad 4   7    .text   utf8    tC+ˇ blocks=Basic Latin,Spacing Modifier Letters
86   0x00008bce 0x00408bce 4   5    .text   ascii   Izr+
87   0x00008d9f 0x00408d9f 4   5    .text   ascii   WxB\e
88   0x00008e48 0x00408e48 5   7    .text   utf8    w"\eù] blocks=Basic Latin,Latin-1 Supplement
89   0x00008f0a 0x00408f0a 4   5    .text   ascii   Hq(#
90   0x00008f6c 0x00408f6c 4   5    .text   ascii   @s 3
91   0x00008fb7 0x00408fb7 4   5    .text   ascii   @s\nB
92   0x000091e5 0x004091e5 4   5    .text   ascii   8NpH
93   0x00009297 0x00409297 4   5    .text   ascii   |UH3
94   0x000092ef 0x004092ef 4   6    .text   utf8    }\a3ҋ blocks=Basic Latin,Cyrillic
95   0x0000952c 0x0040952c 4   7    .text   utf8    6#ցې blocks=Basic Latin,Armenian,Arabic
96   0x0000958c 0x0040958c 4   5    .text   ascii   xpIK
97   0x0000960b 0x0040960b 4   5    .text   ascii   Bp]3
98   0x00009640 0x00409640 4   5    .text   ascii   |8H#
99   0x000096d8 0x004096d8 4   5    .text   ascii   xqJ#
100  0x00009717 0x00409717 4   5    .text   ascii   O}'3
101  0x0000979d 0x0040979d 6   7    .text   ascii   {\rFw\t+
102  0x000098a2 0x004098a2 4   6    .text   utf8    3ڐz8 blocks=Basic Latin,Arabic
103  0x00009f4c 0x00409f4c 5   6    .text   ascii   Cx^@3
104  0x0000a927 0x0040a927 4   5    .text   ascii   |tGB
105  0x0000a93f 0x0040a93f 5   6    .text   ascii   @Au+A
106  0x0000aa5a 0x0040aa5a 6   8    .text   utf8    bzB#ɻF blocks=Basic Latin,IPA Extensions
107  0x0000ab0d 0x0040ab0d 4   5    .text   ascii   EtgF
108  0x0000ab18 0x0040ab18 4   7    .text   utf8    2sρӪ blocks=Basic Latin,Greek and Coptic,Cyrillic
109  0x0000ad30 0x0040ad30 4   5    .text   ascii   Cv:3
110  0x0000af2c 0x0040af2c 5   6    .text   ascii   HH}\r+
111  0x0000b073 0x0040b073 5   6    .text   ascii   xDIN\v
112  0x0000b0af 0x0040b0af 4   7    .text   utf8    GI鲗, blocks=Basic Latin,CJK Unified Ideographs
113  0x0000b13c 0x0040b13c 4   5    .text   ascii   Cr>+
114  0x0000b31d 0x0040b31d 4   5    .text   ascii   FrC\v
115  0x0000b3a1 0x0040b3a1 4   5    .text   ascii   FAp7
116  0x0000b5dc 0x0040b5dc 4   6    .text   utf8    vkiۋ blocks=Basic Latin,Arabic
117  0x0000b749 0x0040b749 4   5    .text   ascii   GtO\v
118  0x0000b758 0x0040b758 4   5    .text   ascii   0O}'
119  0x0000b7f3 0x0040b7f3 5   7    .text   utf8    Oxd+ʋ blocks=Basic Latin,IPA Extensions
120  0x0000b97b 0x0040b97b 4   6    .text   utf8    vc\vË blocks=Basic Latin,Latin-1 Supplement
121  0x0000bba0 0x0040bba0 5   7    .text   utf8    \epQ\vЇ blocks=Basic Latin,Cyrillic
122  0x0000bd61 0x0040bd61 5   7    .text   utf8    [xP+C
123  0x0000bde4 0x0040bde4 4   6    .text   utf8    tc#C
124  0x0000be7c 0x0040be7c 4   5    .text   ascii   Kp`\r
125  0x0000bedd 0x0040bedd 4   5    .text   ascii   ~e@z
126  0x0000bfb4 0x0040bfb4 4   7    .text   utf8    i+ˁ߹ blocks=Basic Latin,Spacing Modifier Letters,NKo
127  0x0000c23b 0x0040c23b 4   5    .text   ascii   AGp1
128  0x0000c2e2 0x0040c2e2 5   8    .text   utf8    z73сެ blocks=Basic Latin,Cyrillic,Thaana
129  0x0000c754 0x0040c754 5   6    .text   ascii   ~@|G\v
130  0x0000cf8a 0x0040cf8a 4   5    .text   ascii   xTG\v
