[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000f0 0x000000f0 4   5            ascii   Rich
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 5   6            ascii   .rsrc
6    0x0000029f 0x0000029f 7   8            ascii   @.reloc
7    0x000004e4 0x004010e4 4   6    .text   utf8    D5ݹ; blocks=Basic Latin,Arabic Supplement
8    0x00000b45 0x00401745 4   5    .text   ascii   \bSVW
9    0x00000bae 0x004017ae 5   6    .text   ascii   r\v@f;
10   0x00000c81 0x00401881 5   7    .text   utf8    u33ɍq blocks=Basic Latin,Latin Extended-B
11   0x00000cd3 0x004018d3 4   5    .text   ascii   j[h\e
12   0x00000d60 0x00401960 4   5    .text   ascii   jAhi
13   0x00000e8e 0x00401a8e 4   5    .text   ascii   2<a|
14   0x00000ea4 0x00401aa4 10  11   .text   ascii   \tv\f<.t\b<_t
15   0x00000eaf 0x00401aaf 5   6    .text   ascii   <-u\fB
16   0x00000ebf 0x00401abf 4   5    .text   ascii   j\rh9
17   0x00000f02 0x00401b02 4   6    .text   utf8    3\n\f0
18   0x00000f0c 0x00401b0c 5   6    .text   ascii   r\nw\b@
19   0x00000f17 0x00401b17 4   5    .text   ascii   yjlh
20   0x00000f46 0x00401b46 6   7    .text   ascii   Qj@j@W
21   0x00000f65 0x00401b65 5   6    .text   ascii   F\bjlf
22   0x00000f86 0x00401b86 5   6    .text   ascii   QVj@W
23   0x00001570 0x00402170 6   7    .text   ascii   t\f<.t\e
24   0x00001b46 0x00402746 4   5    .text   ascii   <\tw+
25   0x00002035 0x00402c35 4   5    .text   ascii   \bSVW
26   0x000025f6 0x004031f6 4   6    .text   utf8    ]ËE\b blocks=Basic Latin,Latin-1 Supplement
27   0x00002688 0x00403288 5   7    .text   utf8    ]ËE\b% blocks=Basic Latin,Latin-1 Supplement
28   0x000026f5 0x004032f5 4   6    .text   utf8    ]ËE\b blocks=Basic Latin,Latin-1 Supplement
29   0x000027c5 0x004033c5 7   9    .text   utf8    rɋE\b_^[ blocks=Basic Latin,Latin Extended-B
30   0x00002827 0x00403427 5   6    .text   ascii   C0f98
31   0x00002aad 0x004036ad 4   5    .text   ascii   C0Gf
32   0x00002b1c 0x0040371c 4   5    .text   ascii   _[8U
33   0x00002b55 0x00403755 4   5    .text   ascii    SVW
34   0x000032d8 0x00403ed8 5   6    .text   ascii   5:t\b;
35   0x0000388f 0x0040448f 4   7    .text   utf8    t⡜\vC blocks=Basic Latin,Braille Patterns
36   0x000039b9 0x004045b9 4   6    .text   utf8    \rrڋ} blocks=Basic Latin,Arabic
37   0x00003a59 0x00404659 4   6    .text   utf8    \rrԋ} blocks=Basic Latin,Cyrillic Supplement
38   0x00003ba9 0x004047a9 4   6    .text   utf8    \rrԋ} blocks=Basic Latin,Cyrillic Supplement
39   0x00003bf3 0x004047f3 4   6    .text   utf8    D5Ź\r blocks=Basic Latin,Latin Extended-A
40   0x00003c17 0x00404817 4   6    .text   utf8    \vr؋} blocks=Basic Latin,Arabic
41   0x00003d54 0x00404954 4   6    .text   utf8    \fr܋} blocks=Basic Latin,Syriac
42   0x00003db5 0x004049b5 4   6    .text   utf8    \nr܋} blocks=Basic Latin,Syriac
43   0x00003e5b 0x00404a5b 4   6    .text   utf8    \rrӋ} blocks=Basic Latin,Cyrillic
44   0x00003ec4 0x00404ac4 4   6    .text   utf8    \nrً} blocks=Basic Latin,Arabic
45   0x000046c7 0x004052c7 4   5    .text   ascii   E\fSV
46   0x0000489e 0x0040549e 4   7    .text   utf8    t桜\vC blocks=Basic Latin,CJK Unified Ideographs
47   0x000048ef 0x004054ef 4   7    .text   utf8    t\vC blocks=Basic Latin,Private Use Area
48   0x00004903 0x00405503 5   7    .text   utf8    ]ËE\f% blocks=Basic Latin,Latin-1 Supplement
49   0x0000497b 0x0040557b 4   6    .text   utf8    ]ËE\f blocks=Basic Latin,Latin-1 Supplement
50   0x000049c1 0x004055c1 4   7    .text   utf8    t⡜\vC blocks=Basic Latin,Braille Patterns
51   0x00004a34 0x00405634 4   6    .text   utf8    t\r+ъ blocks=Basic Latin,Cyrillic
52   0x00004ae9 0x004056e9 5   7    .text   utf8    [_^3ȋ blocks=Basic Latin,Latin Extended-B
53   0x00004bf8 0x004057f8 4   6    .text   utf8    @s.3
54   0x00004f5d 0x00405b5d 15  16   .text   ascii   3X,3x03p43P83H<
55   0x000055e8 0x004061e8 5   6    .text   ascii   jgh2e
56   0x00005c03 0x00406803 7   8    .text   ascii   SVWj\thL
57   0x00005fb3 0x00406bb3 6   7    .text   ascii   y$j^hJ
58   0x00005fd9 0x00406bd9 4   5    .text   ascii   j(h_
59   0x000063a8 0x00406fa8 4   5    .text   ascii   j(h_
60   0x000069ed 0x004075ed 5   11   .text   utf16le jjjjj
61   0x00006da4 0x004079a4 6   7    .text   ascii   Q\bj^hJ
62   0x00007031 0x00407c31 4   6    .text   utf8    j0Pǅ blocks=Basic Latin,Latin Extended-B
63   0x00007083 0x00407c83 5   6    .text   ascii   u.fff
64   0x00007e90 0x00408a90 5   7    .text   utf8    jHhtޠ blocks=Basic Latin,Thaana
65   0x000080d5 0x00408cd5 6   7    .text   ascii   Q\bj^hJ
66   0x0000c733 0x0040d333 4   9    .text   utf8    \nrڍE blocks=Basic Latin,Arabic
67   0x0000c813 0x0040d413 4   6    .text   utf8    \fr܍E blocks=Basic Latin,Syriac
68   0x0000c879 0x0040d479 5   8    .text   utf8    \nrڍE݉ blocks=Basic Latin,Arabic,Syriac
69   0x0000c8c0 0x0040d4c0 6   8    .text   utf8    u"3ɊD\r blocks=Basic Latin,Latin Extended-B
70   0x0000cbb4 0x0040d7b4 5   8    .text   utf8    \nrٍEŉ blocks=Basic Latin,Arabic,Latin Extended-A
71   0x0000ccfc 0x0040d8fc 4   6    .text   utf8    u*3Ɋ blocks=Basic Latin,Latin Extended-B
72   0x0000cd91 0x0040d991 4   6    .text   utf8    \nr܍E blocks=Basic Latin,Syriac
