[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1971  0x0001a478 0x0043ce78 6   7    .UPX1   ascii   wK~-.C
1972  0x0001a4b8 0x0043ceb8 4   5    .UPX1   ascii   Da_h
1973  0x0001a4ea 0x0043ceea 4   5    .UPX1   ascii   .GK~
1974  0x0001a504 0x0043cf04 4   5    .UPX1   ascii   f7Y3
1975  0x0001a59a 0x0043cf9a 4   5    .UPX1   ascii   \b[=g
1976  0x0001a5bb 0x0043cfbb 4   6    .UPX1   utf8    qbǧ+ blocks=Basic Latin,Latin Extended-B
1977  0x0001a5d1 0x0043cfd1 5   7    .UPX1   utf8    \nu?˥* blocks=Basic Latin,Spacing Modifier Letters
1978  0x0001a5f1 0x0043cff1 4   5    .UPX1   ascii   QPW_
1979  0x0001a5fc 0x0043cffc 6   7    .UPX1   ascii   \a="\f6T
1980  0x0001a625 0x0043d025 4   5    .UPX1   ascii   M=56
1981  0x0001a684 0x0043d084 5   8    .UPX1   utf8    -x竁e~ blocks=Basic Latin,CJK Unified Ideographs
1982  0x0001a768 0x0043d168 5   8    .UPX1   utf8     y<೫x blocks=Basic Latin,Kannada
1983  0x0001a7d2 0x0043d1d2 6   8    .UPX1   utf8    pŒ9.t? blocks=Basic Latin,Latin Extended-A
1984  0x0001a869 0x0043d269 4   5    .UPX1   ascii   w^6i
1985  0x0001a894 0x0043d294 4   5    .UPX1   ascii   sTN\a
1986  0x0001a8a3 0x0043d2a3 4   6    .UPX1   utf8    س^%\r blocks=Arabic,Basic Latin
1987  0x0001a8bb 0x0043d2bb 6   7    .UPX1   ascii   u!9gBU
1988  0x0001a8fd 0x0043d2fd 4   5    .UPX1   ascii   Ko5i
1989  0x0001a923 0x0043d323 4   7    .UPX1   utf8    ,D͈} blocks=Basic Latin,Combining Diacritical Marks
1990  0x0001a9b4 0x0043d3b4 4   6    .UPX1   utf8    9ϧtI blocks=Basic Latin,Greek and Coptic
1991  0x0001a9ea 0x0043d3ea 4   5    .UPX1   ascii   ]X0f
1992  0x0001aa5a 0x0043d45a 4   6    .UPX1   utf8    Az=ܚ blocks=Basic Latin,Syriac
1993  0x0001aa62 0x0043d462 4   5    .UPX1   ascii   at\v,
1994  0x0001aa83 0x0043d483 4   6    .UPX1   utf8    ٪"dG blocks=Arabic,Basic Latin
1995  0x0001aab6 0x0043d4b6 4   5    .UPX1   ascii   jBV\f
1996  0x0001aaef 0x0043d4ef 5   7    .UPX1   utf8    çd\r\e\t blocks=Latin-1 Supplement,Basic Latin
1997  0x0001ab06 0x0043d506 5   6    .UPX1   ascii   0!f9\
1998  0x0001ab1c 0x0043d51c 6   7    .UPX1   ascii   /CqgU}
1999  0x0001ab5a 0x0043d55a 5   9    .UPX1   utf8    ҫɢ)ۣB blocks=Cyrillic,IPA Extensions,Basic Latin,Arabic
2000  0x0001ab8a 0x0043d58a 4   5    .UPX1   ascii   R[rO
2001  0x0001abd3 0x0043d5d3 4   6    .UPX1   utf8    إVS] blocks=Arabic,Basic Latin
2002  0x0001ac63 0x0043d663 6   8    .UPX1   utf8    СG\r%~M blocks=Cyrillic,Basic Latin
2003  0x0001ac9f 0x0043d69f 4   7    .UPX1   utf8    ³Q'Ѷ blocks=Latin-1 Supplement,Basic Latin,Cyrillic
2004  0x0001acc7 0x0043d6c7 5   7    .UPX1   utf8    ݧOeVi blocks=Arabic Supplement,Basic Latin
2005  0x0001acdc 0x0043d6dc 4   5    .UPX1   ascii   x^;$
2006  0x0001aceb 0x0043d6eb 4   6    .UPX1   utf8    ˧g-X blocks=Spacing Modifier Letters,Basic Latin
2007  0x0001ad5e 0x0043d75e 4   8    .UPX1   utf8    )݀آƣ blocks=Basic Latin,Syriac,Arabic,Latin Extended-B
2008  0x0001adb4 0x0043d7b4 4   5    .UPX1   ascii   g}'h
2009  0x0001adc8 0x0043d7c8 4   6    .UPX1   utf8    R2ȧx blocks=Basic Latin,Latin Extended-B
2010  0x0001ade9 0x0043d7e9 4   6    .UPX1   utf8    ˍ^$L blocks=Spacing Modifier Letters,Basic Latin
2011  0x0001adf1 0x0043d7f1 4   5    .UPX1   ascii   \a9b
2012  0x0001ae5e 0x0043d85e 4   6    .UPX1   utf8    )Ū%O blocks=Basic Latin,Latin Extended-A
2013  0x0001ae9e 0x0043d89e 5   7    .UPX1   utf8    t٧NG} blocks=Basic Latin,Arabic
2014  0x0001aeb7 0x0043d8b7 5   7    .UPX1   utf8    LinmӚ blocks=Basic Latin,Cyrillic
2015  0x0001aed4 0x0043d8d4 5   9    .UPX1   utf8    !tʀT\f blocks=Basic Latin,IPA Extensions
2016  0x0001aee3 0x0043d8e3 5   6    .UPX1   ascii   GQ\rC.
2017  0x0001aeec 0x0043d8ec 4   5    .UPX1   ascii   b4jl
2018  0x0001aef3 0x0043d8f3 4   5    .UPX1   ascii   [-"e
2019  0x0001af49 0x0043d949 5   6    .UPX1   ascii   ^\nI{7
2020  0x0001af7f 0x0043d97f 5   7    .UPX1   utf8    _P:EǤ blocks=Basic Latin,Latin Extended-B
2021  0x0001afa1 0x0043d9a1 4   5    .UPX1   ascii   nS>\r
2022  0x0001afa6 0x0043d9a6 5   7    .UPX1   utf8    E\ò9  blocks=Basic Latin,Latin-1 Supplement
2023  0x0001afdc 0x0043d9dc 4   7    .UPX1   utf8    ȊXhj blocks=Latin Extended-B,Basic Latin
2024  0x0001b007 0x0043da07 4   5    .UPX1   ascii   Txkp
2025  0x0001b058 0x0043da58 4   6    .UPX1   utf8    }KkΡ blocks=Basic Latin,Greek and Coptic
2026  0x0001b068 0x0043da68 4   5    .UPX1   ascii   Nxn`
2027  0x0001b0d0 0x0043dad0 4   5    .UPX1   ascii   Ri2y
2028  0x0001b14e 0x0043db4e 5   8    .UPX1   utf8    T7`E blocks=Basic Latin,Private Use Area
2029  0x0001b198 0x0043db98 5   7    .UPX1   utf8    \rҒ-$] blocks=Basic Latin,Cyrillic
2030  0x0001b1ab 0x0043dbab 4   5    .UPX1   ascii   reK'
2031  0x0001b1c3 0x0043dbc3 4   5    .UPX1   ascii   pV6?
2032  0x0001b1cc 0x0043dbcc 5   6    .UPX1   ascii   )`j J
2033  0x0001b1f5 0x0043dbf5 4   6    .UPX1   utf8    _@NV
2034  0x0001b26b 0x0043dc6b 4   5    .UPX1   ascii   ~BZ>
2035  0x0001b2df 0x0043dcdf 4   6    .UPX1   utf8     ޔ+O blocks=Basic Latin,Thaana
2036  0x0001b33b 0x0043dd3b 4   5    .UPX1   ascii   d>g3
2037  0x0001b361 0x0043dd61 4   7    .UPX1   utf8    K\v'ڮ blocks=Basic Latin,Arabic
2038  0x0001b3b1 0x0043ddb1 5   7    .UPX1   utf8    ݶ{-;[ blocks=Arabic Supplement,Basic Latin
2039  0x0001b3d8 0x0043ddd8 4   5    .UPX1   ascii   $ w_
2040  0x0001b437 0x0043de37 4   6    .UPX1   utf8    3jd§ blocks=Basic Latin,Latin-1 Supplement
2041  0x0001b45f 0x0043de5f 4   5    .UPX1   ascii   e^\aV
2042  0x0001b468 0x0043de68 4   5    .UPX1   ascii   X]}m
2043  0x0001b47a 0x0043de7a 4   5    .UPX1   ascii   lraF
2044  0x0001b4de 0x0043dede 4   7    .UPX1   utf8    `Դ6ɰ blocks=Basic Latin,Armenian,IPA Extensions
2045  0x0001b4f7 0x0043def7 5   6    .UPX1   ascii   q^F7c
2046  0x0001b599 0x0043df99 5   6    .UPX1   ascii   bI\r2{
2047  0x0001b5a9 0x0043dfa9 4   5    .UPX1   ascii   @(Dx
2048  0x0001b5c7 0x0043dfc7 4   7    .UPX1   utf8    ߌ2eΥ blocks=NKo,Basic Latin,Greek and Coptic
2049  0x0001b5da 0x0043dfda 4   6    .UPX1   utf8    ?ڜb\t blocks=Basic Latin,Arabic
2050  0x0001b5e0 0x0043dfe0 4   5    .UPX1   ascii   Qe_X
2051  0x0001b61d 0x0043e01d 4   5    .UPX1   ascii   n9Y\b
2052  0x0001b624 0x0043e024 4   5    .UPX1   ascii   ozfH
2053  0x0001b67f 0x0043e07f 4   5    .UPX1   ascii   m4$&
2054  0x0001b69a 0x0043e09a 5   6    .UPX1   ascii   6*L<f
2055  0x0001b6ba 0x0043e0ba 4   5    .UPX1   ascii   =C~(
2056  0x0001b6cb 0x0043e0cb 5   6    .UPX1   ascii   ]E\r0z
2057  0x0001b76e 0x0043e16e 5   6    .UPX1   ascii   U\nH#B
2058  0x0001b778 0x0043e178 7   8    .UPX1   ascii   in=FbNo
2059  0x0001b786 0x0043e186 5   6    .UPX1   ascii   /*%3#
2060  0x0001b7aa 0x0043e1aa 5   6    .UPX1   ascii   1\a{bJ
2061  0x0001b7c2 0x0043e1c2 4   6    .UPX1   utf8    ǲ\e`1 blocks=Latin Extended-B,Basic Latin
2062  0x0001b80a 0x0043e20a 4   5    .UPX1   ascii   \t.\3
2063  0x0001b81d 0x0043e21d 5   6    .UPX1   ascii   T6^\n]
2064  0x0001b843 0x0043e243 4   6    .UPX1   utf8    4zϧo blocks=Basic Latin,Greek and Coptic
2065  0x0001b854 0x0043e254 4   7    .UPX1   utf8    sƿݧL blocks=Basic Latin,Latin Extended-B,Arabic Supplement
2066  0x0001b8f9 0x0043e2f9 5   7    .UPX1   utf8    G\eװ{f blocks=Basic Latin,Hebrew
2067  0x0001b905 0x0043e305 5   8    .UPX1   utf8    t鶗Fe\r blocks=Basic Latin,CJK Unified Ideographs
2068  0x0001b9fa 0x0043e3fa 6   7    .UPX1   ascii   R>*BuE
2069  0x0001ba0e 0x0043e40e 4   5    .UPX1   ascii   Rml\e
2070  0x0001ba9d 0x0043e49d 4   5    .UPX1   ascii   \nI$X
2071  0x0001babd 0x0043e4bd 4   5    .UPX1   ascii   L7%V
2072  0x0001bb6f 0x0043e56f 4   5    .UPX1   ascii   !v{@
2073  0x0001bb8b 0x0043e58b 6   7    .UPX1   ascii   '~J%B0
2074  0x0001bbb4 0x0043e5b4 5   6    .UPX1   ascii   CH?a3
2075  0x0001bbe3 0x0043e5e3 4   5    .UPX1   ascii   \aS$M
2076  0x0001bc26 0x0043e626 5   8    .UPX1   utf8    PpY復U blocks=Basic Latin,CJK Compatibility Ideographs
2077  0x0001bc30 0x0043e630 7   9    .UPX1   utf8    ņX8q9\f% blocks=Latin Extended-A,Basic Latin
2078  0x0001bca7 0x0043e6a7 4   5    .UPX1   ascii   U2@0
2079  0x0001bcba 0x0043e6ba 4   6    .UPX1   utf8    Фgg' blocks=Cyrillic,Basic Latin
2080  0x0001bcdf 0x0043e6df 5   8    .UPX1   utf8    顖I\tp> blocks=CJK Unified Ideographs,Basic Latin
2081  0x0001bd0c 0x0043e70c 4   7    .UPX1   utf8    #秛!X blocks=Basic Latin,CJK Unified Ideographs
2082  0x0001bd58 0x0043e758 4   5    .UPX1   ascii   !\f;\r
2083  0x0001bd79 0x0043e779 9   10   .UPX1   ascii   v9#5RX1k:
2084  0x0001bda7 0x0043e7a7 5   8    .UPX1   utf8    ۽[ 3ӥ blocks=Arabic,Basic Latin,Cyrillic
2085  0x0001bdc5 0x0043e7c5 4   5    .UPX1   ascii   ;Re\
2086  0x0001bde0 0x0043e7e0 4   6    .UPX1   utf8    ڳB/F blocks=Arabic,Basic Latin
2087  0x0001be06 0x0043e806 4   5    .UPX1   ascii   1f?G
2088  0x0001be0c 0x0043e80c 7   8    .UPX1   ascii   yER4Y8#
2089  0x0001be14 0x0043e814 4   6    .UPX1   utf8    h>hە blocks=Basic Latin,Arabic
2090  0x0001be1c 0x0043e81c 4   5    .UPX1   ascii   Td\Q
2091  0x0001bf08 0x0043e908 4   5    .UPX1   ascii   Yl?9
2092  0x0001bf1b 0x0043e91b 5   6    .UPX1   ascii   0k4d%
2093  0x0001bf2e 0x0043e92e 5   7    .UPX1   utf8    ^${\b٧ blocks=Basic Latin,Arabic
2094  0x0001bf35 0x0043e935 5   7    .UPX1   utf8    U.\rύE blocks=Basic Latin,Greek and Coptic
2095  0x0001bf49 0x0043e949 4   5    .UPX1   ascii   yJ3f
2096  0x0001bfb3 0x0043e9b3 4   5    .UPX1   ascii   3S7i
2097  0x0001bff5 0x0043e9f5 5   8    .UPX1   utf8    づXMym blocks=Hiragana,Basic Latin
2098  0x0001c008 0x0043ea08 4   6    .UPX1   utf8    -]Ӏ8 blocks=Basic Latin,Cyrillic
2099  0x0001c036 0x0043ea36 5   7    .UPX1   utf8    ?ÓC71 blocks=Basic Latin,Latin-1 Supplement
2100  0x0001c054 0x0043ea54 6   7    .UPX1   ascii   +WXw\f~
2101  0x0001c071 0x0043ea71 5   7    .UPX1   utf8    ѧ/.kH blocks=Cyrillic,Basic Latin
2102  0x0001c0b6 0x0043eab6 4   5    .UPX1   ascii   dhc4
2103  0x0001c10d 0x0043eb0d 4   6    .UPX1   utf8    וtg> blocks=Hebrew,Basic Latin
2104  0x0001c126 0x0043eb26 4   6    .UPX1   utf8    kĞ+j blocks=Basic Latin,Latin Extended-A
2105  0x0001c181 0x0043eb81 7   9    .UPX1   utf8    S-ԧPk.6 blocks=Basic Latin,Cyrillic Supplement
2106  0x0001c1b1 0x0043ebb1 4   5    .UPX1   ascii   O%"\n
2107  0x0001c1bf 0x0043ebbf 4   7    .UPX1   utf8    \e֖˞v blocks=Basic Latin,Hebrew,Spacing Modifier Letters
2108  0x0001c23b 0x0043ec3b 4   5    .UPX1   ascii   xg$'
2109  0x0001c245 0x0043ec45 5   7    .UPX1   utf8    ǩCYo1 blocks=Latin Extended-B,Basic Latin
2110  0x0001c24c 0x0043ec4c 4   7    .UPX1   utf8    ᮣ*]+ blocks=Sundanese,Basic Latin
2111  0x0001c2cc 0x0043eccc 4   5    .UPX1   ascii   4y}f
2112  0x0001c334 0x0043ed34 5   6    .UPX1   ascii   }xnY~
2113  0x0001c33b 0x0043ed3b 4   5    .UPX1   ascii   z\e?m
2114  0x0001c35a 0x0043ed5a 4   5    .UPX1   ascii    kG>
2115  0x0001c393 0x0043ed93 4   5    .UPX1   ascii   zjfc
2116  0x0001c3a9 0x0043eda9 4   7    .UPX1   utf8    t'` blocks=Basic Latin,Private Use Area
2117  0x0001c3c5 0x0043edc5 6   7    .UPX1   ascii   \bD30P1
2118  0x0001c3ed 0x0043eded 4   6    .UPX1   utf8    bM|Ȕ blocks=Basic Latin,Latin Extended-B
2119  0x0001c411 0x0043ee11 5   6    .UPX1   ascii   kIi\r*
2120  0x0001c441 0x0043ee41 4   6    .UPX1   utf8    ļ347 blocks=Latin Extended-A,Basic Latin
2121  0x0001c484 0x0043ee84 5   6    .UPX1   ascii   Rv}7H
2122  0x0001c525 0x0043ef25 5   7    .UPX1   utf8    8՛P@@ blocks=Basic Latin,Armenian
2123  0x0001c5b6 0x0043efb6 9   12   .UPX1   utf8    WPE)Y\C㧣~ blocks=Basic Latin,CJK Unified Ideographs Extension A
2124  0x0001c61a 0x0043f01a 4   5    .UPX1   ascii   Igl/
2125  0x0001c631 0x0043f031 4   6    .UPX1   utf8    \eЧOn blocks=Basic Latin,Cyrillic
2126  0x0001c694 0x0043f094 5   7    .UPX1   utf8    4c͓}$ blocks=Basic Latin,Combining Diacritical Marks
2127  0x0001c6d0 0x0043f0d0 4   6    .UPX1   utf8    \rYkS
2128  0x0001c6d7 0x0043f0d7 4   5    .UPX1   ascii   Z}Th
2129  0x0001c72b 0x0043f12b 4   5    .UPX1   ascii   kB7}
2130  0x0001c792 0x0043f192 4   5    .UPX1   ascii   lv;)
2131  0x0001c825 0x0043f225 4   5    .UPX1   ascii   4P!#
2132  0x0001c934 0x0043f334 4   6    .UPX1   utf8    \n{ڇ( blocks=Basic Latin,Arabic
2133  0x0001c9c4 0x0043f3c4 4   6    .UPX1   utf8    <p'݁ blocks=Basic Latin,Syriac
2134  0x0001c9e5 0x0043f3e5 4   5    .UPX1   ascii   ]\b(4
2135  0x0001ca1d 0x0043f41d 5   7    .UPX1   utf8    Q>\aϣ) blocks=Basic Latin,Greek and Coptic
2136  0x0001ca76 0x0043f476 4   5    .UPX1   ascii   XjBL
2137  0x0001caaa 0x0043f4aa 4   5    .UPX1   ascii   \vnVB
2138  0x0001cb0a 0x0043f50a 4   5    .UPX1   ascii   r`^\n
2139  0x0001cba4 0x0043f5a4 5   6    .UPX1   ascii   Jkn !
2140  0x0001cc53 0x0043f653 4   6    .UPX1   utf8    VC|ϔ blocks=Basic Latin,Greek and Coptic
2141  0x0001cc94 0x0043f694 5   7    .UPX1   utf8    Iu\f=ñ blocks=Basic Latin,Latin-1 Supplement
2142  0x0001cd83 0x0043f783 4   5    .UPX1   ascii   Lz?p
2143  0x0001cdbe 0x0043f7be 5   7    .UPX1   utf8    $x3c§ blocks=Basic Latin,Latin-1 Supplement
2144  0x0001cddd 0x0043f7dd 4   7    .UPX1   utf8    ζ4gt blocks=Greek and Coptic,Basic Latin
2145  0x0001cde9 0x0043f7e9 4   7    .UPX1   utf8    -e'ۥ blocks=Basic Latin,Arabic
2146  0x0001ce2c 0x0043f82c 5   7    .UPX1   utf8    q'\n_ͧ blocks=Basic Latin,Combining Diacritical Marks
2147  0x0001ce68 0x0043f868 4   5    .UPX1   ascii   3sOS
2148  0x0001ce76 0x0043f876 6   9    .UPX1   utf8    F{kf왧H blocks=Basic Latin,Hangul Syllables
2149  0x0001cf09 0x0043f909 4   5    .UPX1   ascii   sZdB
2150  0x0001cf17 0x0043f917 4   7    .UPX1   utf8    dp@ blocks=Basic Latin,Private Use Area
2151  0x0001cf60 0x0043f960 4   5    .UPX1   ascii   G\anq
2152  0x0001cfa6 0x0043f9a6 4   8    .UPX1   utf8    eEUd
2153  0x0001cfd8 0x0043f9d8 4   6    .UPX1   utf8    J/ӕ4 blocks=Basic Latin,Cyrillic
2154  0x0001cfed 0x0043f9ed 6   8    .UPX1   utf8    <ŞEBd  blocks=Basic Latin,Latin Extended-A
2155  0x0001d05c 0x0043fa5c 4   5    .UPX1   ascii   $#qC
2156  0x0001d063 0x0043fa63 4   5    .UPX1   ascii   Zi^H
2157  0x0001d080 0x0043fa80 5   6    .UPX1   ascii   vVa\r<
2158  0x0001d0a3 0x0043faa3 4   5    .UPX1   ascii   jq\f%
2159  0x0001d116 0x0043fb16 4   6    .UPX1   utf8    \tӲwo blocks=Basic Latin,Cyrillic
2160  0x0001d1a0 0x0043fba0 4   5    .UPX1   ascii   Shb/
2161  0x0001d1f2 0x0043fbf2 4   5    .UPX1   ascii   _$%y
2162  0x0001d260 0x0043fc60 6   8    .UPX1   utf8    xzmܳ{# blocks=Basic Latin,Syriac
2163  0x0001d281 0x0043fc81 5   7    .UPX1   utf8    vJʝO& blocks=Basic Latin,IPA Extensions
2164  0x0001d32d 0x0043fd2d 4   5    .UPX1   ascii   W-${
2165  0x0001d377 0x0043fd77 4   5    .UPX1   ascii   VMI6
2166  0x0001d3b8 0x0043fdb8 4   5    .UPX1   ascii   oSe=
2167  0x0001d3c1 0x0043fdc1 4   5    .UPX1   ascii   RWq`
2168  0x0001d3ee 0x0043fdee 8   9    .UPX1   ascii   GPsN&f}%
2169  0x0001d416 0x0043fe16 4   5    .UPX1   ascii   \bd:4
2170  0x0001d46c 0x0043fe6c 4   5    .UPX1   ascii   0Pcy
2171  0x0001d49c 0x0043fe9c 5   8    .UPX1   utf8    Ɨf|L? blocks=Latin Extended-B,Basic Latin
2172  0x0001d4e0 0x0043fee0 4   5    .UPX1   ascii   `\e4n
2173  0x0001d4fd 0x0043fefd 4   6    .UPX1   utf8    ؍u~^ blocks=Arabic,Basic Latin
2174  0x0001d503 0x0043ff03 5   6    .UPX1   ascii   \elnz(
2175  0x0001d52d 0x0043ff2d 4   6    .UPX1   utf8    nǯNl blocks=Basic Latin,Latin Extended-B
2176  0x0001d543 0x0043ff43 4   5    .UPX1   ascii   7vE,
2177  0x0001d552 0x0043ff52 4   5    .UPX1   ascii   |h\ay
2178  0x0001d580 0x0043ff80 4   5    .UPX1   ascii   /9j{
2179  0x0001d5ad 0x0043ffad 4   5    .UPX1   ascii   7guf
2180  0x0001d5b4 0x0043ffb4 5   7    .UPX1   utf8    ~z]§h blocks=Basic Latin,Latin-1 Supplement
2181  0x0001d5bb 0x0043ffbb 5   6    .UPX1   ascii   sLpsE
2182  0x0001d626 0x00440026 4   5    .UPX1   ascii   )DXz
2183  0x0001d638 0x00440038 4   7    .UPX1   utf8    퐦b5} blocks=Hangul Syllables,Basic Latin
2184  0x0001d679 0x00440079 4   6    .UPX1   utf8    {#9Ł blocks=Basic Latin,Latin Extended-A
2185  0x0001d68d 0x0044008d 4   5    .UPX1   ascii   \;e0
2186  0x0001d697 0x00440097 4   5    .UPX1   ascii   02X\t
2187  0x0001d6d5 0x004400d5 7   9    .UPX1   utf8    t\tF\fÏD2 blocks=Basic Latin,Latin-1 Supplement
2188  0x0001d6e7 0x004400e7 4   5    .UPX1   ascii   ~\*]
2189  0x0001d6ee 0x004400ee 4   5    .UPX1   ascii   B+gZ
2190  0x0001d708 0x00440108 4   5    .UPX1   ascii   ?k+5
2191  0x0001d7b2 0x004401b2 4   5    .UPX1   ascii   kSJh
2192  0x0001d7ca 0x004401ca 4   6    .UPX1   utf8    ̘?\{ blocks=Combining Diacritical Marks,Basic Latin
2193  0x0001d848 0x00440248 4   5    .UPX1   ascii   ]Q_u
2194  0x0001d859 0x00440259 4   5    .UPX1   ascii   g?-W
2195  0x0001d87b 0x0044027b 5   7    .UPX1   utf8    ۹9 s# blocks=Arabic,Basic Latin
2196  0x0001d93b 0x0044033b 4   6    .UPX1   utf8    #'YQ
2197  0x0001da00 0x00440400 5   6    .UPX1   ascii   RO\tY\n
2198  0x0001da09 0x00440409 7   8    .UPX1   ascii   PTU#vSo
2199  0x0001da4b 0x0044044b 5   6    .UPX1   ascii   e)r1\a
2200  0x0001da6f 0x0044046f 4   5    .UPX1   ascii   1qGw
2201  0x0001da84 0x00440484 5   6    .UPX1   ascii   $xnIb
2202  0x0001daa1 0x004404a1 7   8    .UPX1   ascii   TwCRUc=
2203  0x0001dbaf 0x004405af 4   5    .UPX1   ascii   3=zq
2204  0x0001dbd7 0x004405d7 6   8    .UPX1   utf8    #ҩDkHz blocks=Basic Latin,Cyrillic
2205  0x0001dc46 0x00440646 5   8    .UPX1   utf8    UVܡno blocks=Basic Latin,Syriac
2206  0x0001dc69 0x00440669 4   6    .UPX1   utf8    ӧboR blocks=Cyrillic,Basic Latin
2207  0x0001dc92 0x00440692 4   6    .UPX1   utf8    ڔbW9 blocks=Arabic,Basic Latin
2208  0x0001dcec 0x004406ec 4   6    .UPX1   utf8    ']ߴ6 blocks=Basic Latin,NKo
2209  0x0001dd52 0x00440752 5   6    .UPX1   ascii   /-%qo
2210  0x0001de12 0x00440812 4   5    .UPX1   ascii   [~Mb
2211  0x0001de2f 0x0044082f 5   6    .UPX1   ascii   Bp\a)a
2212  0x0001de76 0x00440876 5   7    .UPX1   utf8    E!%ȴT blocks=Basic Latin,Latin Extended-B
2213  0x0001de9f 0x0044089f 4   6    .UPX1   utf8    "8,Ĳ blocks=Basic Latin,Latin Extended-A
2214  0x0001ded8 0x004408d8 6   7    .UPX1   ascii   ay^T]t
2215  0x0001e012 0x00440a12 4   5    .UPX1   ascii   7e~_
2216  0x0001e017 0x00440a17 5   6    .UPX1   ascii   6k;k\n
2217  0x0001e020 0x00440a20 4   5    .UPX1   ascii   \e`>V
2218  0x0001e03b 0x00440a3b 5   6    .UPX1   ascii   ZT7HG
2219  0x0001e04b 0x00440a4b 4   5    .UPX1   ascii   qE^;
2220  0x0001e050 0x00440a50 4   6    .UPX1   utf8    [\tˍ< blocks=Basic Latin,Spacing Modifier Letters
2221  0x0001e073 0x00440a73 4   5    .UPX1   ascii   a\n!n
2222  0x0001e07a 0x00440a7a 6   8    .UPX1   utf8    \e\t4֦E+ blocks=Basic Latin,Hebrew
2223  0x0001e096 0x00440a96 4   7    .UPX1   utf8    e%s῁ blocks=Basic Latin,Greek Extended
2224  0x0001e0ce 0x00440ace 4   5    .UPX1   ascii   o<[V
2225  0x0001e0e2 0x00440ae2 4   7    .UPX1   utf8    s(㣮' blocks=Basic Latin,CJK Unified Ideographs Extension A
2226  0x0001e10f 0x00440b0f 7   8    .UPX1   ascii   Rz#!u{`
2227  0x0001e157 0x00440b57 5   6    .UPX1   ascii   k|{Na
2228  0x0001e15e 0x00440b5e 4   6    .UPX1   utf8    Ogէ9 blocks=Basic Latin,Armenian
2229  0x0001e19d 0x00440b9d 6   9    .UPX1   utf8    ΧcO۸H] blocks=Greek and Coptic,Basic Latin,Arabic
2230  0x0001e1e6 0x00440be6 4   5    .UPX1   ascii   {\fW.
2231  0x0001e1f6 0x00440bf6 4   6    .UPX1   utf8    ٚ\r@Z blocks=Arabic,Basic Latin
2232  0x0001e20b 0x00440c0b 4   5    .UPX1   ascii   5fyj
2233  0x0001e22e 0x00440c2e 6   7    .UPX1   ascii   U /\t<q
2234  0x0001e23c 0x00440c3c 4   5    .UPX1   ascii   \bs}g
2235  0x0001e2c3 0x00440cc3 4   6    .UPX1   utf8    \au1ܽ blocks=Basic Latin,Syriac
2236  0x0001e2e3 0x00440ce3 4   5    .UPX1   ascii   \f>yl
2237  0x0001e30f 0x00440d0f 4   6    .UPX1   utf8    \bŲ2q blocks=Basic Latin,Latin Extended-A
2238  0x0001e33b 0x00440d3b 5   8    .UPX1   utf8    (+瀵W7 blocks=Basic Latin,CJK Unified Ideographs
2239  0x0001e343 0x00440d43 4   6    .UPX1   utf8    }~kی blocks=Basic Latin,Arabic
2240  0x0001e368 0x00440d68 7   9    .UPX1   utf8    $!߁%D0k blocks=Basic Latin,NKo
2241  0x0001e372 0x00440d72 5   7    .UPX1   utf8    Y%˥GC blocks=Basic Latin,Spacing Modifier Letters
2242  0x0001e3aa 0x00440daa 4   5    .UPX1   ascii   1w7Q
2243  0x0001e3ca 0x00440dca 4   6    .UPX1   utf8    *Ɋp5 blocks=Basic Latin,Latin Extended-B
2244  0x0001e3e9 0x00440de9 4   6    .UPX1   utf8    =\b.պ blocks=Basic Latin,Armenian
2245  0x0001e41c 0x00440e1c 4   5    .UPX1   ascii   .X/1
2246  0x0001e43d 0x00440e3d 4   7    .UPX1   utf8     g֧ą blocks=Basic Latin,Hebrew,Latin Extended-A
2247  0x0001e4ba 0x00440eba 4   5    .UPX1   ascii   8FzJ
2248  0x0001e4fe 0x00440efe 4   6    .UPX1   utf8    Рltz blocks=Cyrillic,Basic Latin
2249  0x0001e51b 0x00440f1b 4   5    .UPX1   ascii   A\r6\b
2250  0x0001e565 0x00440f65 7   10   .UPX1   utf8    \rˮ|\a'Ϋ2 blocks=Basic Latin,Spacing Modifier Letters,Greek and Coptic
2251  0x0001e5c2 0x00440fc2 4   5    .UPX1   ascii   v|i\t
2252  0x0001e5f6 0x00440ff6 4   7    .UPX1   utf8    9觹<v blocks=Basic Latin,CJK Unified Ideographs
2253  0x0001e62b 0x0044102b 4   5    .UPX1   ascii   A]g6
2254  0x0001e680 0x00441080 4   5    .UPX1   ascii   Nz[h
2255  0x0001e6d5 0x004410d5 4   5    .UPX1   ascii   :*i|
2256  0x0001e6dc 0x004410dc 4   5    .UPX1   ascii   \bM '
2257  0x0001e704 0x00441104 4   6    .UPX1   utf8    \rȱKu blocks=Basic Latin,Latin Extended-B
2258  0x0001e70c 0x0044110c 4   5    .UPX1   ascii   ADIy
2259  0x0001e725 0x00441125 4   6    .UPX1   utf8    gƧV> blocks=Basic Latin,Latin Extended-B
2260  0x0001e758 0x00441158 4   6    .UPX1   utf8    oEң' blocks=Basic Latin,Cyrillic
2261  0x0001e821 0x00441221 4   6    .UPX1   utf8    κY'; blocks=Greek and Coptic,Basic Latin
