Metadata Signature: 0x2afc0 0x10001424a5342 12
.NET Version: v4.0.30319
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 880c
Stream name: #- 4
DirectoryAddress: 8878 Size: 7de8
Stream name: #Strings 12
DirectoryAddress: 10660 Size: 803c
Stream name: #US 4
DirectoryAddress: 1869c Size: 10
Stream name: #GUID 8
DirectoryAddress: 186ac Size: 3f1c
Stream name: #Blob 8
[Strings]
nth  paddr      vaddr      len  size section  type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44   45            ascii   !This program cannot be run in DOS mode.\r\r\n$
230  0x00007f3b 0x00409b3b 4    5    _4202496 ascii   ,\e~*
231  0x0000805c 0x00409c5c 4    5    _4202496 ascii   pr m
232  0x00008072 0x00409c72 5    6    _4202496 ascii   \a,6~~
233  0x0000810f 0x00409d0f 4    5    _4202496 ascii   \br.n
234  0x000081b1 0x00409db1 4    5    _4202496 ascii   ,&~*
235  0x00008445 0x0040a045 4    5    _4202496 ascii   prHp
236  0x000084a6 0x0040a0a6 4    5    _4202496 ascii   -2~!
237  0x000084eb 0x0040a0eb 4    5    _4202496 ascii   *\e0\a
238  0x000086f8 0x0040a2f8 4    5    _4202496 ascii   \b,\v~
239  0x00008767 0x0040a367 4    5    _4202496 ascii   \a,\v~
240  0x0000877a 0x0040a37a 4    5    _4202496 ascii   ,\v~1
241  0x0000891f 0x0040a51f 5    6    _4202496 ascii   \r\t,[~
242  0x00008a79 0x0040a679 4    5    _4202496 ascii   X\n\a 
243  0x00008aaa 0x0040a6aa 4    5    _4202496 ascii   \nr\ns
244  0x00008bf4 0x0040a7f4 5    6    _4202496 ascii   \n+A~r
245  0x00008c1e 0x0040a81e 4    5    _4202496 ascii   +rVs
246  0x00008c84 0x0040a884 4    5    _4202496 ascii   %\v~R
247  0x00008ca2 0x0040a8a2 4    5    _4202496 ascii   i\f~X
248  0x00008d13 0x0040a913 6    7    _4202496 ascii   \n\f+6\bo
249  0x00008d5c 0x0040a95c 4    5    _4202496 ascii   \b,\v~
250  0x00008d6d 0x0040a96d 4    5    _4202496 ascii   j1\b\a
251  0x00009065 0x0040ac65 5    6    _4202496 ascii   \a+D~#
252  0x00009136 0x0040ad36 5    6    _4202496 ascii   \n,!~*
253  0x00009158 0x0040ad58 4    5    _4202496 ascii   + ~#
254  0x00009252 0x0040ae52 4    5    _4202496 ascii   ,1~#
255  0x00009299 0x0040ae99 4    5    _4202496 ascii   X\f\b\a
256  0x00009344 0x0040af44 4    5    _4202496 ascii   -;~1
257  0x00009350 0x0040af50 5    6    _4202496 ascii   +,!~*
258  0x00009372 0x0040af72 4    5    _4202496 ascii   +,~+
259  0x000093d4 0x0040afd4 4    5    _4202496 ascii   p\n~-
260  0x000093ec 0x0040afec 4    5    _4202496 ascii   ,\r\a{
261  0x000093fc 0x0040affc 4    5    _4202496 ascii   '\f~#
262  0x0000940c 0x0040b00c 4    5    _4202496 ascii   p\boK
263  0x0000948f 0x0040b08f 4    5    _4202496 ascii   \a,\v~
264  0x0000949f 0x0040b09f 4    5    _4202496 ascii   '\f~#
265  0x000094af 0x0040b0af 4    5    _4202496 ascii   p\boK
266  0x000094f8 0x0040b0f8 4    5    _4202496 ascii   p\n~/
267  0x00009528 0x0040b128 4    5    _4202496 ascii   +rSw
268  0x00009544 0x0040b144 4    5    _4202496 ascii   \a,\v~
269  0x00009554 0x0040b154 4    5    _4202496 ascii   '\f~#
270  0x00009564 0x0040b164 4    5    _4202496 ascii   p\boK
271  0x000095d6 0x0040b1d6 4    5    _4202496 ascii   Y\f\a{
272  0x000095e4 0x0040b1e4 4    5    _4202496 ascii   Y\r~2
273  0x000096b8 0x0040b2b8 4    5    _4202496 ascii   '\v~#
274  0x000096c8 0x0040b2c8 4    5    _4202496 ascii   p\aoK
275  0x000098ca 0x0040b4ca 4    5    _4202496 ascii   +2~0
276  0x00009942 0x0040b542 5    6    _4202496 ascii   \n+\f~,
277  0x0000996d 0x0040b56d 4    5    _4202496 ascii   \n\n~2
278  0x00009973 0x0040b573 4    5    _4202496 ascii   \n\v~2
279  0x000099be 0x0040b5be 4    5    _4202496 ascii   %\e~\n
280  0x00009a64 0x0040b664 4    5    _4202496 ascii   %\n~2
281  0x00009a79 0x0040b679 4    5    _4202496 ascii   ,6~!
282  0x00009acc 0x0040b6cc 4    5    _4202496 ascii   %\v~2
283  0x00009ae1 0x0040b6e1 4    5    _4202496 ascii   ,6~!
284  0x00009b3f 0x0040b73f 4    5    _4202496 ascii   %\f~2
285  0x00009b54 0x0040b754 4    5    _4202496 ascii   ,6~!
286  0x00009bb5 0x0040b7b5 4    5    _4202496 ascii   -3~!
287  0x00009be8 0x0040b7e8 4    5    _4202496 ascii   +D~'
288  0x00009bfb 0x0040b7fb 4    5    _4202496 ascii   -1~!
289  0x00009c42 0x0040b842 4    5    _4202496 ascii   ,\f~/
290  0x00009c4f 0x0040b84f 4    5    _4202496 ascii   &\a~2
291  0x00009c64 0x0040b864 4    5    _4202496 ascii   ,\f~/
292  0x00009c71 0x0040b871 4    5    _4202496 ascii   &\b~2
293  0x00009c86 0x0040b886 4    5    _4202496 ascii   ,\f~/
294  0x00009d77 0x0040b977 4    5    _4202496 ascii   *\f~#
295  0x00009d87 0x0040b987 4    5    _4202496 ascii   p\boK
296  0x00009df4 0x0040b9f4 4    5    _4202496 ascii   3S;j
297  0x00009dfd 0x0040b9fd 5    7    _4202496 utf8     ѿ_u; blocks=Basic Latin,Cyrillic
298  0x00009e23 0x0040ba23 4    5    _4202496 ascii    F\a>
299  0x00009e49 0x0040ba49 4    5    _4202496 ascii    Kj 
300  0x00009f96 0x0040bb96 4    5    _4202496 ascii   -c+o
301  0x00009faf 0x0040bbaf 4    5    _4202496 ascii   -R+V
302  0x0000a11a 0x0040bd1a 4    5    _4202496 ascii   \ar+}
303  0x0000a1d5 0x0040bdd5 4    6    _4202496 utf8    ,0 ŝ blocks=Basic Latin,Latin Extended-A
304  0x0000a41c 0x0040c01c 11   12   _4202496 ascii   $ ,$\eBXee L
305  0x0000a429 0x0040c029 4    5    _4202496 ascii   nf 2
306  0x0000a435 0x0040c035 7    8    _4202496 ascii   ZYYeef 
307  0x0000a44a 0x0040c04a 5    6    _4202496 ascii   7, qX
308  0x0000a456 0x0040c056 6    7    _4202496 ascii   6fYa W
309  0x0000a45f 0x0040c05f 4    5    _4202496 ascii    S1{
310  0x0000a464 0x0040c064 6    7    _4202496 ascii   YffY 7
311  0x0000a46b 0x0040c06b 4    5    _4202496 ascii   {%f 
312  0x0000a475 0x0040c075 6    7    _4202496 ascii   \aG&YY 
313  0x0000a47c 0x0040c07c 6    7    _4202496 ascii   js\ +q
314  0x0000a489 0x0040c089 4    5    _4202496 ascii   XZY 
315  0x0000a48e 0x0040c08e 5    7    _4202496 utf8    ΐWZY  blocks=Greek and Coptic,Basic Latin
316  0x0000a498 0x0040c098 4    5    _4202496 ascii   eX \r
317  0x0000a4a4 0x0040c0a4 4    5    _4202496 ascii   Zaa 
318  0x0000a4bb 0x0040c0bb 4    5    _4202496 ascii   neY 
319  0x0000a4c6 0x0040c0c6 6    8    _4202496 utf8    ȭgZXa  blocks=Latin Extended-B,Basic Latin
320  0x0000a4d1 0x0040c0d1 6    7    _4202496 ascii   afeff 
321  0x0000a4f5 0x0040c0f5 6    7    _4202496 ascii   LMfXa 
322  0x0000a4ff 0x0040c0ff 4    5    _4202496 ascii   aZ p
323  0x0000a505 0x0040c105 4    5    _4202496 ascii   w w\
324  0x0000a527 0x0040c127 5    6    _4202496 ascii   \vaYX 
325  0x0000a546 0x0040c146 7    8    _4202496 ascii   aXffXY 
326  0x0000a55a 0x0040c15a 4    5    _4202496 ascii   2M{ 
327  0x0000a55f 0x0040c15f 5    7    _4202496 utf8    gՉX b blocks=Basic Latin,Armenian
328  0x0000a56c 0x0040c16c 13   14   _4202496 ascii   #aYeZfeefYX 1
329  0x0000a581 0x0040c181 5    7    _4202496 utf8     ;nٵ  blocks=Basic Latin,Arabic
330  0x0000a58b 0x0040c18b 5    6    _4202496 ascii   ZZeZ 
331  0x0000a594 0x0040c194 4    5    _4202496 ascii   fee 
332  0x0000a59b 0x0040c19b 5    6    _4202496 ascii   kZ 1P
333  0x0000a5a1 0x0040c1a1 5    6    _4202496 ascii   GZ z~
334  0x0000a5a8 0x0040c1a8 8    9    _4202496 ascii    '}JHae 
335  0x0000a5b4 0x0040c1b4 5    6    _4202496 ascii   f ),w
336  0x0000a5bd 0x0040c1bd 6    7    _4202496 ascii   XpYXa 
337  0x0000a5e0 0x0040c1e0 4    6    _4202496 utf8    iM ͧ blocks=Basic Latin,Combining Diacritical Marks
338  0x0000a5e7 0x0040c1e7 9    10   _4202496 ascii   XXYZYXe D
339  0x0000a600 0x0040c200 5    7    _4202496 utf8    ͨXeY  blocks=Combining Diacritical Marks,Basic Latin
340  0x0000a609 0x0040c209 4    5    _4202496 ascii   , }e
341  0x0000a613 0x0040c213 7    8    _4202496 ascii   :ZY q\e\n
342  0x0000a620 0x0040c220 4    5    _4202496 ascii   ZYY 
343  0x0000a628 0x0040c228 4    6    _4202496 utf8    f 5ի blocks=Basic Latin,Armenian
344  0x0000a632 0x0040c232 4    5    _4202496 ascii   :ZY 
345  0x0000a63f 0x0040c23f 7    8    _4202496 ascii   ZeXfaY 
346  0x0000a656 0x0040c256 6    7    _4202496 ascii   y\taY 
347  0x0000a665 0x0040c265 4    5    _4202496 ascii   X )0
348  0x0000a66a 0x0040c26a 4    5    _4202496 ascii   + ym
349  0x0000a670 0x0040c270 6    7    _4202496 ascii   YYXe 6
350  0x0000a677 0x0040c277 8    9    _4202496 ascii   }0 <{qq 
351  0x0000a682 0x0040c282 5    6    _4202496 ascii   kaa Y
352  0x0000a688 0x0040c288 4    5    _4202496 ascii   CfY 
353  0x0000a690 0x0040c290 9    10   _4202496 ascii   ZXZaaeXa 
354  0x0000a6c5 0x0040c2c5 4    5    _4202496 ascii   $f '
355  0x0000a6cc 0x0040c2cc 7    8    _4202496 ascii   XYX \r|<
356  0x0000a6dc 0x0040c2dc 6    7    _4202496 ascii   \v/Z L~
357  0x0000a6e9 0x0040c2e9 6    7    _4202496 ascii   aYZeY 
358  0x0000a6f2 0x0040c2f2 4    5    _4202496 ascii   9e ^
359  0x0000a6f8 0x0040c2f8 5    6    _4202496 ascii   6eYf 
360  0x0000a705 0x0040c305 4    5    _4202496 ascii   * :G
361  0x0000a70a 0x0040c30a 9    10   _4202496 ascii   daaeafYe 
362  0x0000a722 0x0040c322 4    5    _4202496 ascii   eXX 
363  0x0000a734 0x0040c334 5    6    _4202496 ascii   aZea 
364  0x0000a73d 0x0040c33d 5    6    _4202496 ascii   Yefa 
