Metadata Signature: 0x2afc0 0x10001424a5342 12
.NET Version: v4.0.30319
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 880c
Stream name: #- 4
DirectoryAddress: 8878 Size: 7de8
Stream name: #Strings 12
DirectoryAddress: 10660 Size: 803c
Stream name: #US 4
DirectoryAddress: 1869c Size: 10
Stream name: #GUID 8
DirectoryAddress: 186ac Size: 3f1c
Stream name: #Blob 8
[Strings]
nth  paddr      vaddr      len  size section  type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44   45            ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x0000017c 0x0000017c 4    5             ascii   ?\n?'
2    0x000001a0 0x000001a0 5    6             ascii   4e.!1
3    0x000001c8 0x000001c8 5    6             ascii   .text
4    0x000001ef 0x000001ef 6    7             ascii   `.rsrc
5    0x00000217 0x00000217 7    8             ascii   @.reloc
6    0x0000023f 0x0000023f 5    6             ascii   B.RVA
7    0x00000407 0x00402007 4    5    _4202496 ascii   \a\f\tw
8    0x0000040d 0x0040200d 4    5    _4202496 ascii   A]H\f
9    0x0000042c 0x0040202c 4    5    _4202496 ascii   4i(w
10   0x00000457 0x00402057 6    7    _4202496 ascii   h\e}V|v
11   0x00000472 0x00402072 7    8    _4202496 ascii   v2<\f;g"
12   0x000004dc 0x004020dc 5    6    _4202496 ascii   X\e+{X
13   0x000004fd 0x004020fd 4    7    _4202496 utf8    y̘ͥ- blocks=Basic Latin,Combining Diacritical Marks
14   0x00000568 0x00402168 5    6    _4202496 ascii   1Gu\bh
15   0x000005b8 0x004021b8 7    8    _4202496 ascii   38#$JPZ
16   0x000005f2 0x004021f2 4    5    _4202496 ascii   D;`E
17   0x00000669 0x00402269 6    7    _4202496 ascii   Y<Y\fp^
18   0x0000067a 0x0040227a 6    8    _4202496 utf8    /µAPpV blocks=Basic Latin,Latin-1 Supplement
19   0x0000068e 0x0040228e 8    9    _4202496 ascii   >X\a6e9=*
20   0x000006a1 0x004022a1 4    5    _4202496 ascii   !W(H
21   0x00000731 0x00402331 6    8    _4202496 utf8    ޤ-|jg  blocks=Thaana,Basic Latin
22   0x00000770 0x00402370 10   13   _4202496 utf8    'hӟJ\nɟ.:?D blocks=Basic Latin,Cyrillic,IPA Extensions
23   0x00000783 0x00402383 4    6    _4202496 utf8    Qi\K
24   0x00000792 0x00402392 4    5    _4202496 ascii   UunP
25   0x000007c9 0x004023c9 4    5    _4202496 ascii   74;\e
26   0x000007e2 0x004023e2 4    6    _4202496 utf8    V0Xι blocks=Basic Latin,Greek and Coptic
27   0x00000869 0x00402469 5    8    _4202496 utf8    0vԋӉ9 blocks=Basic Latin,Cyrillic Supplement,Cyrillic
28   0x0000088d 0x0040248d 5    6    _4202496 ascii   FT}i+
29   0x0000089a 0x0040249a 6    7    _4202496 ascii   A_Z{B8
30   0x000008a5 0x004024a5 4    5    _4202496 ascii   ((Zf
31   0x000008ae 0x004024ae 4    5    _4202496 ascii   !qg^
32   0x000008c5 0x004024c5 7    9    _4202496 utf8    .Uj):#ե blocks=Basic Latin,Armenian
33   0x000008ce 0x004024ce 4    5    _4202496 ascii   4UgB
34   0x000008d4 0x004024d4 4    5    _4202496 ascii   \nj d
35   0x000008ea 0x004024ea 7    9    _4202496 utf8    5SX[ġ\v\b blocks=Basic Latin,Latin Extended-A
36   0x00000909 0x00402509 5    7    _4202496 utf8    +\t%di
37   0x00000a68 0x00402668 5    6    _4202496 ascii   \n*B~]
38   0x00000a7a 0x0040267a 4    5    _4202496 ascii   *R~_
39   0x00000aca 0x004026ca 4    5    _4202496 ascii   *.~k
40   0x00000ad6 0x004026d6 4    5    _4202496 ascii   z2~l
41   0x00000b16 0x00402716 4    5    _4202496 ascii   \n*.~
42   0x00000b48 0x00402748 4    5    _4202496 ascii   -)~#
43   0x00000bb1 0x004027b1 4    5    _4202496 ascii   *~~1
44   0x00000c31 0x00402831 4    5    _4202496 ascii   ,&~S
45   0x00000c59 0x00402859 4    5    _4202496 ascii   *J~\r
46   0x00000c93 0x00402893 4    5    _4202496 ascii   *6~,
47   0x00000ca1 0x004028a1 4    5    _4202496 ascii   *V~0
48   0x00000cb7 0x004028b7 4    5    _4202496 ascii   *B~=
49   0x00000d47 0x00402947 4    5    _4202496 ascii   *2~A
50   0x00000e06 0x00402a06 4    5    _4202496 ascii   \n*.~
51   0x00000e2b 0x00402a2b 4    5    _4202496 ascii   *6~\f
52   0x00000e39 0x00402a39 4    5    _4202496 ascii   *:~\r
53   0x00000e48 0x00402a48 4    5    _4202496 ascii   *.~%
54   0x00000e84 0x00402a84 4    5    _4202496 ascii   *2~?
55   0x00000eab 0x00402aab 4    5    _4202496 ascii   *2~#
56   0x00000eb8 0x00402ab8 4    5    _4202496 ascii   *2~*
57   0x00000ec5 0x00402ac5 4    5    _4202496 ascii   *:~-
58   0x00000ed4 0x00402ad4 4    5    _4202496 ascii   *2~6
59   0x00000ee1 0x00402ae1 4    5    _4202496 ascii   *2~1
60   0x00000eee 0x00402aee 4    5    _4202496 ascii   *2~{
61   0x00000efb 0x00402afb 4    5    _4202496 ascii   *2~9
62   0x00000f08 0x00402b08 4    5    _4202496 ascii   *2~:
63   0x00000f15 0x00402b15 4    5    _4202496 ascii   *.~D
64   0x00000f39 0x00402b39 4    5    _4202496 ascii   *2~>
65   0x00000f46 0x00402b46 4    5    _4202496 ascii   *6~F
66   0x00000f54 0x00402b54 4    5    _4202496 ascii   *2~u
67   0x00000f61 0x00402b61 4    5    _4202496 ascii   *.~y
68   0x00000f6d 0x00402b6d 4    5    _4202496 ascii   *6~;
69   0x00000fe2 0x00402be2 4    5    _4202496 ascii   *>~'
70   0x00000ff2 0x00402bf2 4    5    _4202496 ascii   *6~4
71   0x0000102b 0x00402c2b 4    5    _4202496 ascii   \v\a,c
72   0x00001049 0x00402c49 6    7    _4202496 ascii   Y\edX}q
73   0x0000105f 0x00402c5f 4    5    _4202496 ascii   \f\b,+
74   0x000010bb 0x00402cbb 5    6    _4202496 ascii   \edY}q
75   0x00001189 0x00402d89 5    6    _4202496 ascii   _bY\r+
76   0x000011c2 0x00402dc2 6    7    _4202496 ascii   \tX\n\a\t\b
77   0x000011ca 0x00402dca 4    5    _4202496 ascii   _b`\v
78   0x00001217 0x00402e17 6    7    _4202496 ascii   \tX\n\a\t\b
79   0x0000121f 0x00402e1f 4    5    _4202496 ascii   _b`\v
80   0x0000130b 0x00402f0b 5    6    _4202496 ascii   Y_Y\v\b
81   0x00001528 0x00403128 4    5    _4202496 ascii   b\aX\f
82   0x000018cf 0x004034cf 4    5    _4202496 ascii   \b\r\a\f
83   0x0000195b 0x0040355b 4    5    _4202496 ascii   X\v+*
84   0x00001971 0x00403571 4    5    _4202496 ascii   bX\v\a
85   0x00001a20 0x00403620 11   12   _4202496 ascii   \t[\v\a\e]\f\a\e[\r
86   0x00001d26 0x00403926 5    6    _4202496 ascii   _cX\n+
87   0x00001e33 0x00403a33 6    7    _4202496 ascii   b\b`\n\a\b
88   0x00001e3e 0x00403a3e 4    5    _4202496 ascii   \r\t,*
89   0x00001f4b 0x00403b4b 4    5    _4202496 ascii   \f\b,\a
90   0x00001f88 0x00403b88 4    5    _4202496 ascii   \v\a,\t
91   0x00001f93 0x00403b93 4    5    _4202496 ascii   X\n+[
92   0x00002037 0x00403c37 4    5    _4202496 ascii   \v\a,\a
93   0x00002068 0x00403c68 4    5    _4202496 ascii   \v\a,\t
94   0x00002208 0x00403e08 5    6    _4202496 ascii   \v\a,\b~
95   0x00002211 0x00403e11 4    5    _4202496 ascii   \f+v 
96   0x00002262 0x00403e62 4    5    _4202496 ascii   X\r\t 
97   0x000022e4 0x00403ee4 5    6    _4202496 ascii   \n\v\a,\a
98   0x0000236a 0x00403f6a 4    5    _4202496 ascii   X\f~\n
99   0x00002524 0x00404124 4    5    _4202496 ascii   p\a\b\t
100  0x000025d8 0x004041d8 4    5    _4202496 ascii   \a\b\t(
101  0x000025f6 0x004041f6 4    5    _4202496 ascii   \n\v~2
102  0x000025fc 0x004041fc 4    5    _4202496 ascii   \n\f~2
103  0x000026de 0x004042de 4    5    _4202496 ascii   %\v~2
104  0x000026f3 0x004042f3 4    5    _4202496 ascii   ,6~!
105  0x00002742 0x00404342 4    5    _4202496 ascii   %\f~2
106  0x00002757 0x00404357 4    5    _4202496 ascii   ,6~!
107  0x000027b5 0x004043b5 4    5    _4202496 ascii   %\r~2
108  0x000027ca 0x004043ca 4    5    _4202496 ascii   ,6~!
109  0x0000282c 0x0040442c 4    5    _4202496 ascii   -6~!
110  0x00002875 0x00404475 4    5    _4202496 ascii   -6~!
111  0x000028f9 0x004044f9 4    5    _4202496 ascii   ,.~#
112  0x000029fb 0x004045fb 4    5    _4202496 ascii   \n\a~2
113  0x00002a10 0x00404610 4    5    _4202496 ascii   ,\f~/
114  0x00002a1d 0x0040461d 4    5    _4202496 ascii   &\b~2
115  0x00002a32 0x00404632 4    5    _4202496 ascii   ,\f~/
116  0x00002a3f 0x0040463f 4    5    _4202496 ascii   &\t~2
117  0x00002a54 0x00404654 4    5    _4202496 ascii   ,\f~/
118  0x00002bec 0x004047ec 4    5    _4202496 ascii   \e\f~4
119  0x00002cc7 0x004048c7 4    5    _4202496 ascii   -D~*
120  0x00002ef0 0x00404af0 4    5    _4202496 ascii   p\v~"
121  0x0000329a 0x00404e9a 4    5    _4202496 ascii   p\v~M
122  0x0000332f 0x00404f2f 5    6    _4202496 ascii   +,\f~C
123  0x00003372 0x00404f72 4    5    _4202496 ascii   %\r~R
124  0x00003649 0x00405249 4    5    _4202496 ascii   ,F~F
125  0x00003805 0x00405405 4    5    _4202496 ascii   %\v~R
126  0x00003921 0x00405521 4    5    _4202496 ascii   %\v~R
127  0x00003997 0x00405597 5    6    _4202496 ascii   _-i~M
128  0x000039c2 0x004055c2 4    5    _4202496 ascii   ,)~f
129  0x00003ab1 0x004056b1 4    5    _4202496 ascii   %\v~R
130  0x00003b9c 0x0040579c 4    5    _4202496 ascii   %\v~R
131  0x00003ca8 0x004058a8 4    5    _4202496 ascii   %\v~R
132  0x00003deb 0x004059eb 4    5    _4202496 ascii   %\f}u
133  0x00003e23 0x00405a23 4    5    _4202496 ascii   -Y\a{
134  0x00003e3e 0x00405a3e 4    5    _4202496 ascii   ->\a{
135  0x00003e48 0x00405a48 5    6    _4202496 ascii   _,3~"
136  0x00003eea 0x00405aea 5    6    _4202496 ascii   \n+\f~_
137  0x00004064 0x00405c64 5    6    _4202496 ascii   \n-7~#
138  0x0000409c 0x00405c9c 4    5    _4202496 ascii   +x~#
139  0x000040ae 0x00405cae 4    5    _4202496 ascii   -1~*
140  0x00004105 0x00405d05 8    9    _4202496 ascii   \a#ffffff
141  0x0000410e 0x00405d0e 4    6    _4202496 utf8    ?Z\vݒ blocks=Basic Latin,Arabic Supplement
142  0x000041cf 0x00405dcf 4    5    _4202496 ascii   +\f~r
143  0x000043f5 0x00405ff5 5    6    _4202496 ascii   \n-2~*
144  0x000046dc 0x004062dc 4    5    _4202496 ascii   \nrl+
145  0x0000471a 0x0040631a 4    5    _4202496 ascii   '\f~#
146  0x0000472a 0x0040632a 4    5    _4202496 ascii   p\boK
147  0x000047b1 0x004063b1 4    5    _4202496 ascii   \nrl+
148  0x000047ef 0x004063ef 4    5    _4202496 ascii   '\v~#
149  0x000047ff 0x004063ff 4    5    _4202496 ascii   p\aoK
150  0x0000488a 0x0040648a 4    5    _4202496 ascii   1&~#
151  0x00004939 0x00406539 5    6    _4202496 ascii   \n,!~*
152  0x0000498e 0x0040658e 4    5    _4202496 ascii   \a,\v~
153  0x00004a55 0x00406655 4    5    _4202496 ascii   -;~!
154  0x00004b63 0x00406763 5    6    _4202496 ascii   \n- ~#
155  0x00004ccd 0x004068cd 4    5    _4202496 ascii   '\r~#
156  0x00004d77 0x00406977 4    5    _4202496 ascii   -\a~<
157  0x00004d7e 0x0040697e 4    5    _4202496 ascii   -8~*
158  0x00004e34 0x00406a34 5    6    _4202496 ascii   ,irA6
159  0x00004e9c 0x00406a9c 5    6    _4202496 ascii   \n+=~#
160  0x00004f00 0x00406b00 4    5    _4202496 ascii   -8~*
161  0x00005010 0x00406c10 5    6    _4202496 ascii   \n+=~#
162  0x00005052 0x00406c52 4    5    _4202496 ascii   X\r\t\b
163  0x00005062 0x00406c62 4    5    _4202496 ascii   \n\v~*
164  0x00005084 0x00406c84 4    5    _4202496 ascii   3(~#
165  0x00005324 0x00406f24 4    5    _4202496 ascii   \t,\v~
166  0x0000536e 0x00406f6e 6    7    _4202496 ascii   \n\r+2\to
167  0x000053b3 0x00406fb3 4    5    _4202496 ascii   \t,\v~
168  0x000054bd 0x004070bd 4    5    _4202496 ascii   \t,\v~
169  0x00005604 0x00407204 4    5    _4202496 ascii   -#~*
170  0x00005822 0x00407422 5    6    _4202496 ascii   \n- ~#
171  0x00005874 0x00407474 4    5    _4202496 ascii   \v\a($
172  0x00005931 0x00407531 4    5    _4202496 ascii   prvB
173  0x00005a3c 0x0040763c 6    7    _4202496 ascii   \n\v+Y\ao
174  0x00005a71 0x00407671 4    5    _4202496 ascii   '\r~#
175  0x00005a81 0x00407681 4    5    _4202496 ascii   p\toK
176  0x00005aa8 0x004076a8 4    5    _4202496 ascii   \a,\v~
177  0x00005be6 0x004077e6 4    5    _4202496 ascii   -Z~>
178  0x00005c66 0x00407866 4    5    _4202496 ascii   \a,\v~
179  0x00005e04 0x00407a04 4    5    _4202496 ascii   '\v~#
180  0x00005e14 0x00407a14 4    5    _4202496 ascii   p\aoK
181  0x00006016 0x00407c16 4    5    _4202496 ascii   \arJB
182  0x0000602a 0x00407c2a 4    5    _4202496 ascii   prvB
183  0x000062dd 0x00407edd 4    5    _4202496 ascii   %\n~R
184  0x000062f2 0x00407ef2 4    5    _4202496 ascii   ,*~#
185  0x00006349 0x00407f49 4    5    _4202496 ascii   -(~#
186  0x00006374 0x00407f74 4    5    _4202496 ascii   '\f~#
187  0x00006384 0x00407f84 4    5    _4202496 ascii   p\boK
188  0x00006519 0x00408119 4    5    _4202496 ascii   \br6K
189  0x000065eb 0x004081eb 4    5    _4202496 ascii   \rr6K
190  0x0000671d 0x0040831d 4    5    _4202496 ascii   '\n~#
191  0x000067a2 0x004083a2 4    5    _4202496 ascii   -8~*
192  0x000068b2 0x004084b2 5    6    _4202496 ascii   \n+=~#
193  0x0000691f 0x0040851f 4    5    _4202496 ascii   X\r\t\b
194  0x0000692f 0x0040852f 4    5    _4202496 ascii   \n\v~*
195  0x00006951 0x00408551 4    5    _4202496 ascii   3(~#
196  0x00006aee 0x004086ee 4    5    _4202496 ascii   "\n~#
197  0x00006b5d 0x0040875d 4    5    _4202496 ascii   '\v~#
198  0x00006b6d 0x0040876d 4    5    _4202496 ascii   p\aoK
199  0x00006bec 0x004087ec 4    5    _4202496 ascii   -,\tr
200  0x00006d45 0x00408945 4    5    _4202496 ascii   \rr$P
201  0x00006dc3 0x004089c3 4    5    _4202496 ascii   \er^Q
202  0x00006e38 0x00408a38 4    5    _4202496 ascii   (r&R
203  0x00006e41 0x00408a41 4    5    _4202496 ascii   )r4R
204  0x00006e4a 0x00408a4a 4    5    _4202496 ascii   *rPR
205  0x00006e53 0x00408a53 4    5    _4202496 ascii   +rhR
206  0x00006e5c 0x00408a5c 4    5    _4202496 ascii   ,rtR
207  0x00006ea4 0x00408aa4 4    5    _4202496 ascii   4r\nS
208  0x00006eb6 0x00408ab6 4    5    _4202496 ascii   6r&S
209  0x00006ebf 0x00408abf 4    5    _4202496 ascii   7r6S
210  0x00006ec8 0x00408ac8 4    5    _4202496 ascii   8rHS
211  0x00006ed1 0x00408ad1 4    5    _4202496 ascii   9rTS
212  0x00006eda 0x00408ada 4    5    _4202496 ascii   :rbS
213  0x00006ee3 0x00408ae3 4    5    _4202496 ascii   ;rtS
214  0x00006f39 0x00408b39 5    6    _4202496 ascii   %\er"Q
215  0x00006f5b 0x00408b5b 4    5    _4202496 ascii   \tr4Q
216  0x00006f6d 0x00408b6d 4    5    _4202496 ascii   \vr8P
217  0x00007037 0x00408c37 5    6    _4202496 ascii   %\erNV
218  0x00007320 0x00408f20 4    5    _4202496 ascii   ,/~*
219  0x00007352 0x00408f52 4    5    _4202496 ascii   (\n~#
220  0x000074bb 0x004090bb 4    5    _4202496 ascii   i\r~X
221  0x000075a8 0x004091a8 4    5    _4202496 ascii   i\r~X
222  0x0000768f 0x0040928f 4    5    _4202496 ascii   i\r~X
223  0x00007777 0x00409377 4    5    _4202496 ascii   i\r~X
224  0x00007853 0x00409453 4    5    _4202496 ascii   i\r~X
225  0x000078a4 0x004094a4 4    5    _4202496 ascii   p\n~M
226  0x00007a07 0x00409607 4    5    _4202496 ascii   \n,\f~
227  0x00007c6b 0x0040986b 4    5    _4202496 ascii   \t,\v~
228  0x00007e0f 0x00409a0f 4    5    _4202496 ascii   ,)~*
229  0x00007e5e 0x00409a5e 4    5    _4202496 ascii   ,/~*
