[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000c8 0x000000c8 7   8            ascii   RichuZ\
2    0x000001d8 0x000001d8 5   6            ascii   .text
3    0x000001ff 0x000001ff 7   8            ascii   `.rdata
4    0x00000227 0x00000227 6   7            ascii   @.data
5    0x00000250 0x00000250 4   5            ascii   .CRT
6    0x00000277 0x00000277 6   7            ascii   @.rsrc
7    0x0000029f 0x0000029f 7   8            ascii   @.reloc
8    0x00000446 0x00401046 4   5    .text   ascii   \r 1D
9    0x00000468 0x00401068 4   5    .text   ascii   \r,1D
10   0x0000048a 0x0040108a 4   5    .text   ascii   \r81D
11   0x000004ac 0x004010ac 4   5    .text   ascii   \rD1D
12   0x000004ce 0x004010ce 4   5    .text   ascii   \rP1D
13   0x000004f0 0x004010f0 4   5    .text   ascii   \r\1D
14   0x00000512 0x00401112 4   5    .text   ascii   \rh1D
15   0x00000534 0x00401134 4   5    .text   ascii   \rt1D
16   0x000006ea 0x004012ea 4   5    .text   ascii   \r\b2D
17   0x0000072e 0x0040132e 4   5    .text   ascii   \r 2D
18   0x00000750 0x00401350 4   5    .text   ascii   \r,2D
19   0x00000772 0x00401372 4   5    .text   ascii   \r82D
20   0x00000794 0x00401394 4   5    .text   ascii   \rD2D
21   0x000007b6 0x004013b6 4   5    .text   ascii   \rP2D
22   0x000007d8 0x004013d8 4   5    .text   ascii   \r\2D
23   0x000007fa 0x004013fa 4   5    .text   ascii   \rh2D
24   0x0000081c 0x0040141c 4   5    .text   ascii   \rt2D
25   0x00000a21 0x00401621 4   5    .text   ascii   Qj*h
26   0x00000cbd 0x004018bd 4   7    .text   utf8    E蠠0A blocks=Basic Latin,CJK Unified Ideographs
27   0x00000d2b 0x0040192b 4   5    .text   ascii   Qjyh
28   0x00000d3e 0x0040193e 4   7    .text   utf8    Eࠠ0A blocks=Basic Latin,Samaritan
29   0x00000ece 0x00401ace 4   5    .text   ascii   U\bj[
30   0x00000f6d 0x00401b6d 4   5    .text   ascii   \bj7j
31   0x0000102e 0x00401c2e 4   5    .text   ascii   M\fjg
32   0x00001259 0x00401e59 5   6    .text   ascii   Qj\bj&
33   0x00001e4a 0x00402a4a 4   5    .text   ascii   \r00A
34   0x00001f09 0x00402b09 4   5    .text   ascii   \rD0A
35   0x00001f86 0x00402b86 4   5    .text   ascii   \r 0A
36   0x00001fed 0x00402bed 4   5    .text   ascii   \r@0A
37   0x00002065 0x00402c65 4   5    .text   ascii   \r 0A
38   0x00002199 0x00402d99 4   5    .text   ascii   \rD0A
39   0x0000227c 0x00402e7c 4   5    .text   ascii   \r 0A
40   0x000023b0 0x00402fb0 5   7    .text   utf8    3b\a0A
41   0x00002467 0x00403067 4   5    .text   ascii   \r 0A
42   0x000024e9 0x004030e9 4   5    .text   ascii   \rD0A
43   0x000025f5 0x004031f5 4   5    .text   ascii   \r40A
44   0x00002746 0x00403346 4   5    .text   ascii   \r(0A
45   0x0000275e 0x0040335e 4   5    .text   ascii   \r@0A
46   0x000027b7 0x004033b7 4   5    .text   ascii   \rD0A
47   0x000028e0 0x004034e0 4   5    .text   ascii   \r00A
48   0x000028f2 0x004034f2 4   5    .text   ascii   \r40A
49   0x00002bb6 0x004037b6 4   5    .text   ascii   \r80A
50   0x00002c01 0x00403801 4   5    .text   ascii   \rD0A
51   0x00002c63 0x00403863 4   5    .text   ascii   \r80A
52   0x00003104 0x00403d04 4   5    .text   ascii   \r80A
53   0x00003292 0x00403e92 4   5    .text   ascii   \r(0A
54   0x00003574 0x00404174 4   5    .text   ascii   \rT0A
55   0x000035d1 0x004041d1 4   5    .text   ascii   \r 0A
56   0x0000363c 0x0040423c 4   5    .text   ascii   \rD0A
57   0x0000369a 0x0040429a 4   5    .text   ascii   \r$0A
58   0x0000371f 0x0040431f 4   5    .text   ascii   \r00A
59   0x00003865 0x00404465 4   5    .text   ascii   \r(0A
60   0x000038b2 0x004044b2 4   5    .text   ascii   \r@0A
61   0x00003928 0x00404528 4   5    .text   ascii   \rX0A
62   0x000039bd 0x004045bd 4   5    .text   ascii   \r80A
63   0x00003d3a 0x0040493a 4   5    .text   ascii   \rD0A
64   0x00003e14 0x00404a14 4   5    .text   ascii   \rD0A
65   0x00003e25 0x00404a25 4   5    .text   ascii   \rT0A
66   0x00003e51 0x00404a51 4   5    .text   ascii   \rX0A
67   0x00003f37 0x00404b37 4   5    .text   ascii   \rd0A
68   0x00003f75 0x00404b75 4   5    .text   ascii   \rH0A
69   0x00004040 0x00404c40 4   5    .text   ascii   \rX0A
70   0x00004122 0x00404d22 4   5    .text   ascii   \rd0A
