[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000e7 0x000000e7 5   6            ascii   Y\r5jY
2    0x000000f7 0x000000f7 5   6            ascii   YRich
3    0x00000208 0x00000208 8   9            ascii   .textbss
4    0x00000230 0x00000230 5   6            ascii   .text
5    0x00000257 0x00000257 7   8            ascii   `.rdata
6    0x0000027f 0x0000027f 6   7            ascii   @.data
7    0x000002a8 0x000002a8 6   7            ascii   .idata
8    0x000002cf 0x000002cf 10  11           ascii   @.msvcjmcT
9    0x000002f8 0x000002f8 4   5            ascii   .tls
10   0x00000320 0x00000320 6   7            ascii   .00cfg
11   0x00000347 0x00000347 6   7            ascii   @.rsrc
12   0x0000036f 0x0000036f 7   8            ascii   @.reloc
13   0x0000c8fb 0x100a54fb 4   5    .text   ascii   ;E\ft
14   0x0000c938 0x100a5538 5   8    .text   utf8    UԉU܋E blocks=Basic Latin,Cyrillic Supplement,Syriac
15   0x0000ca5f 0x100a565f 4   5    .text   ascii   \fPj@
16   0x0000cb35 0x100a5735 4   7    .text   utf8    \fj 蹃 blocks=Basic Latin,CJK Unified Ideographs
17   0x0000cbf1 0x100a57f1 4   7    .text   utf8    MȋUȊ blocks=Basic Latin,Latin Extended-B
18   0x0000cd7a 0x100a597a 4   6    .text   utf8    MċU\f blocks=Basic Latin,Latin Extended-A
19   0x0000d015 0x100a5c15 6   8    .text   utf8    M\f+ȋU\b blocks=Basic Latin,Latin Extended-B
20   0x0000d2d7 0x100a5ed7 4   5    .text   ascii   hlH$
21   0x0000d300 0x100a5f00 4   5    .text   ascii   =pH$
22   0x0000d32b 0x100a5f2b 4   5    .text   ascii   \rpH$
23   0x0000d33c 0x100a5f3c 4   5    .text   ascii   h$B"
24   0x0000d353 0x100a5f53 4   5    .text   ascii   h4B"
25   0x0000d369 0x100a5f69 4   5    .text   ascii   hDB"
26   0x0000d36f 0x100a5f6f 4   5    .text   ascii   \rpH$
27   0x0000d380 0x100a5f80 4   5    .text   ascii   hTB"
28   0x0000d397 0x100a5f97 4   5    .text   ascii   hhB"
29   0x0000d3ad 0x100a5fad 4   5    .text   ascii   h|B"
30   0x0000d3b3 0x100a5fb3 4   5    .text   ascii   \rpH$
31   0x0000d3db 0x100a5fdb 4   5    .text   ascii   =tH$
32   0x0000d3ee 0x100a5fee 4   5    .text   ascii   =tH$
33   0x0000d41b 0x100a601b 4   5    .text   ascii   =xH$
34   0x0000d43d 0x100a603d 4   5    .text   ascii   =|H$
35   0x0000d5ff 0x100a61ff 4   5    .text   ascii   M\bQj
36   0x0000d80e 0x100a640e 4   8    .text   utf8    뢋EċM blocks=Hangul Syllables,Basic Latin,Latin Extended-A
37   0x0000d82e 0x100a642e 4   8    .text   utf8    낋EĉE blocks=Hangul Syllables,Basic Latin,Latin Extended-A
38   0x0000da3e 0x100a663e 4   6    .text   utf8    ĸSVW blocks=Latin Extended-A,Basic Latin
39   0x0000da9d 0x100a669d 7   10   .text   utf8    MЋUЁ:PE blocks=Basic Latin,Cyrillic
40   0x0000daf8 0x100a66f8 5   7    .text   utf8    UЋBxP blocks=Basic Latin,Cyrillic
41   0x0000db48 0x100a6748 7   10   .text   utf8    E܋UԋB P blocks=Basic Latin,Syriac,Cyrillic Supplement
42   0x0000db5e 0x100a675e 7   10   .text   utf8    E؋UԋB$P blocks=Basic Latin,Arabic,Cyrillic Supplement
43   0x0000db86 0x100a6786 5   8    .text   utf8    ŰEԋM blocks=Basic Latin,Combining Diacritical Marks,Cyrillic Supplement
44   0x0000db94 0x100a6794 5   8    .text   utf8    ŰE܋\f blocks=Basic Latin,Combining Diacritical Marks,Syriac
45   0x0000dbaa 0x100a67aa 5   8    .text   utf8    E\vEԋM blocks=Basic Latin,Cyrillic Supplement
46   0x0000dbb8 0x100a67b8 5   8    .text   utf8    ŰE؋\f blocks=Basic Latin,Combining Diacritical Marks,Arabic
47   0x0000dbdd 0x100a67dd 5   8    .text   utf8    EȋM̋U blocks=Basic Latin,Latin Extended-B,Combining Diacritical Marks
48   0x0000dd53 0x100a6953 4   5    .text   ascii   :0r\f
49   0x0000de7d 0x100a6a7d 7   10   .text   utf8    M܋U܁:PE blocks=Basic Latin,Syriac
50   0x0000df5a 0x100a6b5a 12  17   .text   utf8    UЋEЉEԋMԃ90r\f blocks=Basic Latin,Cyrillic,Cyrillic Supplement
51   0x0000df79 0x100a6b79 4   6    .text   utf8    Eԃx\b blocks=Basic Latin,Cyrillic Supplement
52   0x0000df82 0x100a6b82 4   7    .text   utf8    MԋUԋ blocks=Basic Latin,Cyrillic Supplement
53   0x0000e0b3 0x100a6cb3 8   11   .text   utf8    U܋E܃80r\f blocks=Basic Latin,Syriac
