[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d0 0x000000d0 5   6            ascii   Rich0
2    0x000001e0 0x000001e0 5   6            ascii   .text
3    0x00000207 0x00000207 7   8            ascii   `.rdata
4    0x0000022f 0x0000022f 6   7            ascii   @.data
5    0x00000258 0x00000258 6   7            ascii   .reloc
6    0x00000445 0x00401045 5   6    .text   ascii   ;M\bw\b
7    0x000004b1 0x004010b1 4   5    .text   ascii   M\f;H
8    0x000004c4 0x004010c4 4   5    .text   ascii   M\f;H
9    0x0000066f 0x0040126f 4   5    .text   ascii   ;E\bu
10   0x00000726 0x00401326 4   5    .text   ascii   hwIA
11   0x00000840 0x00401440 4   5    .text   ascii   9E\br
12   0x00000853 0x00401453 4   5    .text   ascii   ;E\bw
13   0x000008aa 0x004014aa 5   6    .text   ascii   ;E\bs\b
14   0x000008bd 0x004014bd 8   9    .text   ascii   +E\b;E\fs\f
15   0x000008dd 0x004014dd 7   8    .text   ascii   +E\b+E\fP
16   0x0000095b 0x0040155b 5   6    .text   ascii   ;E\fs\b
17   0x00000987 0x00401587 5   6    .text   ascii   ;E\bu$
18   0x00000b4b 0x0040174b 4   5    .text   ascii   hTIA
19   0x00000c20 0x00401820 5   8    .text   utf8    E܋E܉E blocks=Basic Latin,Syriac
20   0x00000cb3 0x004018b3 4   5    .text   ascii   Y_^[
21   0x00000d34 0x00401934 5   6    .text   ascii   ;E\bs\b
22   0x00000d47 0x00401947 4   5    .text   ascii   ;E\bs
23   0x00000d71 0x00401971 4   5    .text   ascii   M\b;H
24   0x00000daa 0x004019aa 4   5    .text   ascii   ;E\b\e
25   0x00000eb1 0x00401ab1 4   5    .text   ascii   hwIA
26   0x0000101d 0x00401c1d 6   7    .text   ascii   ;A\bu\nj
27   0x00001082 0x00401c82 6   7    .text   ascii   ;A\bu\nj
28   0x00001161 0x00401d61 6   7    .text   ascii   ;A\bu\nj
29   0x000011bf 0x00401dbf 6   7    .text   ascii   ;A\bu\nj
30   0x00001212 0x00401e12 4   5    .text   ascii   hwIA
31   0x000012ad 0x00401ead 4   5    .text   ascii   M\b;H
32   0x000012b9 0x00401eb9 5   6    .text   ascii   ;E\bw\t
33   0x000012ed 0x00401eed 5   6    .text   ascii   +E\b;E
34   0x0000141a 0x0040201a 5   6    .text   ascii   ;M\fw\b
35   0x00001490 0x00402090 4   5    .text   ascii   \fSVW
36   0x000014b3 0x004020b3 5   6    .text   ascii   ;E\bs\r
37   0x000015ab 0x004021ab 4   5    .text   ascii   Y_^[
38   0x00001643 0x00402243 4   5    .text   ascii   ;E\bs
39   0x0000168c 0x0040228c 5   6    .text   ascii   ;E\fs\b
40   0x00001874 0x00402474 4   5    .text   ascii   h~LA
41   0x000018e9 0x004024e9 4   5    .text   ascii   h~LA
42   0x000019a8 0x004025a8 6   7    .text   ascii   E\b;E\ft
43   0x00001a3b 0x0040263b 4   5    .text   ascii   hwIA
44   0x00001ac3 0x004026c3 6   7    .text   ascii   PQQSVW
45   0x00001afc 0x004026fc 6   7    .text   ascii   E\b;E\ft
46   0x00001b5e 0x0040275e 4   5    .text   ascii   Y_^[
47   0x00001be3 0x004027e3 5   6    .text   ascii   ;E\bs\b
48   0x00001bf6 0x004027f6 8   9    .text   ascii   +E\b;E\fs\f
49   0x00001c0b 0x0040280b 4   5    .text   ascii   E\f;E
50   0x00001c4c 0x0040284c 4   5    .text   ascii   E\f;E
51   0x00001df9 0x004029f9 4   5    .text   ascii   =$$B
52   0x00001f51 0x00402b51 4   5    .text   ascii   E\b^_
53   0x00001f5d 0x00402b5d 4   5    .text   ascii   E\b^_
54   0x00001f6f 0x00402b6f 4   5    .text   ascii   E\b^_
55   0x00001f89 0x00402b89 4   5    .text   ascii   E\b^_
56   0x000020ed 0x00402ced 4   5    .text   ascii   E\b^_
