[Strings]
nth   paddr      vaddr       len  size section  type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d  41   42            ascii   !This program cannot be run in DOS mode.$
1     0x00000180 0x00000180  5    6             ascii   .text
2     0x000001a7 0x000001a7  7    8             ascii   `.rdata
3     0x000001cf 0x000001cf  6    7             ascii   @.data
4     0x000001f8 0x000001f8  6    7             ascii   .pdata
5     0x0000021f 0x0000021f  7    8             ascii   @.00cfg
6     0x00000247 0x00000247  10   11            ascii   @.retplne\f
7     0x00000270 0x00000270  4    5             ascii   .tls
8     0x00000298 0x00000298  6    7             ascii   _RDATA
9     0x000002bf 0x000002bf  6    7             ascii   @.rsrc
10    0x000002e7 0x000002e7  7    8             ascii   @.reloc
11    0x00000509 0x140001109 4    5    .text    ascii   D$ H
12    0x00000515 0x140001115 4    5    .text    ascii   |$(H
13    0x0000052e 0x14000112e 4    5    .text    ascii   L$8H
14    0x00000589 0x140001189 9    10   .text    ascii   AWAVVWUSH
15    0x000005a4 0x1400011a4 4    5    .text    ascii   D$PH
16    0x000005bd 0x1400011bd 4    5    .text    ascii   L$@H
17    0x00000607 0x140001207 4    5    .text    ascii   |$HH
18    0x00000656 0x140001256 4    5    .text    ascii   #T>\b
19    0x0000066a 0x14000126a 4    5    .text    ascii   D$0H
20    0x0000066f 0x14000126f 4    5    .text    ascii   L$(H
21    0x00000674 0x140001274 4    5    .text    ascii   \$ H
22    0x00000679 0x140001279 4    5    .text    ascii   |$HH
23    0x000006b0 0x1400012b0 5    6    .text    ascii   L$PH1
24    0x000006c1 0x1400012c1 9    10   .text    ascii   X[]_^A^A_
25    0x000006cb 0x1400012cb 13   14   .text    ascii   AWAVAUATVWUSH
26    0x000006ea 0x1400012ea 4    5    .text    ascii   D$@H
27    0x00000737 0x140001337 4    5    .text    ascii   PXH9
28    0x00000756 0x140001356 5    6    .text    ascii   )D$ H
29    0x0000076b 0x14000136b 4    5    .text    ascii   d$ A
30    0x00000791 0x140001391 4    5    .text    ascii   d$ I
31    0x000007ac 0x1400013ac 4    5    .text    ascii   t$\bH
32    0x000007ba 0x1400013ba 4    6    .text    utf8    1\bD5
33    0x000007c0 0x1400013c0 4    5    .text    ascii   A8D$
34    0x000007d0 0x1400013d0 4    5    .text    ascii   T$ H
35    0x000007dd 0x1400013dd 4    5    .text    ascii   PXH9
36    0x00000809 0x140001409 4    5    .text    ascii   t+M)
37    0x00000820 0x140001420 4    5    .text    ascii   PXL9
38    0x00000838 0x140001438 5    6    .text    ascii   L$@H1
39    0x00000849 0x140001449 13   14   .text    ascii   H[]_^A\A]A^A_
40    0x00000866 0x140001466 4    5    .text    ascii   \bHcI
41    0x0000087b 0x14000147b 6    7    .text    ascii   D\b\t t$
42    0x00000890 0x140001490 4    5    .text    ascii   \bHcI
43    0x00000897 0x140001497 4    5    .text    ascii   L\b(H
44    0x000008b1 0x1400014b1 4    5    .text    ascii   \bHcQ
45    0x000008cc 0x1400014cc 4    5    .text    ascii   VWSH
46    0x000008fc 0x1400014fc 4    5    .text    ascii   t$ H
47    0x00000927 0x140001527 4    5    .text    ascii   t$pA
48    0x0000093c 0x14000153c 4    5    .text    ascii   T$ H
49    0x00000952 0x140001552 4    5    .text    ascii   |$PH
50    0x00000971 0x140001571 4    5    .text    ascii   D$XH
51    0x0000097b 0x14000157b 4    5    .text    ascii   t$PH
52    0x00000980 0x140001580 4    5    .text    ascii   |$pH
53    0x00000985 0x140001585 4    5    .text    ascii   \$8H
54    0x000009b9 0x1400015b9 4    5    .text    ascii   D$XH
55    0x000009c3 0x1400015c3 4    7    .text    utf8    L$P腉 blocks=Basic Latin,CJK Unified Ideographs
56    0x00000a0a 0x14000160a 8    9    .text    ascii   AWAVVWSH
57    0x00000a74 0x140001674 4    5    .text    ascii   \$8L
58    0x00000a84 0x140001684 4    5    .text    ascii   |$PH
59    0x00000a9b 0x14000169b 4    5    .text    ascii   D$(I
60    0x00000aab 0x1400016ab 4    5    .text    ascii   t$hH
61    0x00000b2d 0x14000172d 7    8    .text    ascii   [_^A^A_
62    0x00000b35 0x140001735 13   14   .text    ascii   AWAVAUATVWUSH
63    0x00000c1b 0x14000181b 4    5    .text    ascii   T$PH
64    0x00000c23 0x140001823 4    5    .text    ascii   HC\bH
65    0x00000c49 0x140001849 4    5    .text    ascii   t$xI
66    0x00000c51 0x140001851 4    5    .text    ascii   HF\bI
67    0x00000e24 0x140001a24 4    5    .text    ascii   T$hH
68    0x00000e46 0x140001a46 4    5    .text    ascii   t$PH
69    0x00000e6f 0x140001a6f 4    5    .text    ascii   D$LA
70    0x00000e86 0x140001a86 4    5    .text    ascii   D$0L
71    0x00000e8b 0x140001a8b 4    5    .text    ascii   t$(H
72    0x00000e90 0x140001a90 4    5    .text    ascii   |$ H
73    0x00000ebc 0x140001abc 4    7    .text    utf8    L$x茄 blocks=Basic Latin,CJK Unified Ideographs
74    0x00000f07 0x140001b07 12   13   .text    ascii   []_^A\A]A^A_
75    0x00000f14 0x140001b14 8    9    .text    ascii   AWAVVWSH
76    0x00000f97 0x140001b97 8    9    .text    ascii    [_^A^A_
77    0x00000fa9 0x140001ba9 13   14   .text    ascii   AWAVAUATVWUSH
78    0x00001023 0x140001c23 4    5    .text    ascii   \$@L
79    0x000010bc 0x140001cbc 4    5    .text    ascii   \$@H
80    0x0000118e 0x140001d8e 4    5    .text    ascii   t$@L
81    0x000012f6 0x140001ef6 4    5    .text    ascii   l$@H
82    0x00001386 0x140001f86 4    5    .text    ascii   \$@H
83    0x000013c1 0x140001fc1 5    6    .text    ascii   )D$@I
84    0x000013cc 0x140001fcc 4    5    .text    ascii   \$PH
85    0x00001420 0x140002020 4    5    .text    ascii   \$(L
86    0x00001425 0x140002025 4    5    .text    ascii   |$ H
87    0x000015e0 0x1400021e0 4    5    .text    ascii   t$@L
88    0x00001604 0x140002204 5    6    .text    ascii   T$8E1
89    0x000017c6 0x1400023c6 12   13   .text    ascii   []_^A\A]A^A_
90    0x000017d3 0x1400023d3 8    9    .text    ascii   AWAVVWSH
91    0x00001836 0x140002436 4    5    .text    ascii   |$`L
92    0x0000185c 0x14000245c 4    5    .text    ascii   D$hH
93    0x00001866 0x140002466 4    5    .text    ascii   |$`H
94    0x00001873 0x140002473 4    5    .text    ascii   t$@H
95    0x000018a7 0x1400024a7 4    5    .text    ascii   D$hH
96    0x000018bb 0x1400024bb 4    5    .text    ascii   t$`A
97    0x000018e4 0x1400024e4 4    5    .text    ascii   |$@L
98    0x00001903 0x140002503 4    5    .text    ascii   D$HH
99    0x0000190d 0x14000250d 4    5    .text    ascii   |$@H
100   0x00001912 0x140002512 4    5    .text    ascii   \$`H
101   0x00001917 0x140002517 4    5    .text    ascii   t$(H
102   0x0000194b 0x14000254b 4    5    .text    ascii   D$HH
103   0x0000199b 0x14000259b 7    8    .text    ascii   [_^A^A_
104   0x000019fa 0x1400025fa 4    5    .text    ascii   VWSH
105   0x00001a17 0x140002617 4    5    .text    ascii   R\bH+
106   0x00001a2f 0x14000262f 4    5    .text    ascii   ~\bH)
107   0x00001a51 0x140002651 4    5    .text    ascii    [_^
108   0x00001a7e 0x14000267e 4    5    .text    ascii   VWSH
109   0x00001a8d 0x14000268d 4    5    .text    ascii   A\bH9
110   0x00001ab9 0x1400026b9 4    5    .text    ascii    [_^
111   0x00001abe 0x1400026be 4    5    .text    ascii   VWSH
112   0x00001af4 0x1400026f4 4    5    .text    ascii   D$8H
113   0x00001b0a 0x14000270a 5    6    .text    ascii    [_^H
114   0x00001b19 0x140002719 4    5    .text    ascii    [_^
115   0x00001b39 0x140002739 4    5    .text    ascii   D$(H
116   0x00001b84 0x140002784 4    5    .text    ascii   D$8H
117   0x00001ba0 0x1400027a0 13   14   .text    ascii   AWAVAUATVWUSH
118   0x00001d16 0x140002916 5    6    .text    ascii   )D$`H
119   0x00001d3f 0x14000293f 4    5    .text    ascii   \$`@
120   0x00001d6b 0x14000296b 4    5    .text    ascii   D$`I
121   0x00001d77 0x140002977 4    5    .text    ascii   l$pH
122   0x00001d7c 0x14000297c 4    5    .text    ascii   |$hI
123   0x00001d9f 0x14000299f 4    5    .text    ascii   t$8H
124   0x00001dc1 0x1400029c1 4    5    .text    ascii   T$8H
125   0x00001dca 0x1400029ca 4    5    .text    ascii   |$HH
126   0x00001de3 0x1400029e3 4    5    .text    ascii   l$ H
127   0x00001de8 0x1400029e8 4    5    .text    ascii   \$`L
128   0x00001e8c 0x140002a8c 12   13   .text    ascii   []_^A\A]A^A_
129   0x00001f7c 0x140002b7c 4    5    .text    ascii   VWSH
130   0x00001fcc 0x140002bcc 6    7    .text    ascii   H;C\btQ
131   0x00001fe9 0x140002be9 4    5    .text    ascii   t$ H
132   0x00002002 0x140002c02 4    5    .text    ascii   L$0H
133   0x0000208a 0x140002c8a 6    7    .text    ascii   AVVWSH
134   0x000020bf 0x140002cbf 4    5    .text    ascii   L$8H
135   0x000020f2 0x140002cf2 4    5    .text    ascii   L$8H
136   0x00002113 0x140002d13 4    5    .text    ascii   D$0I
137   0x0000213b 0x140002d3b 4    5    .text    ascii   D$0L
138   0x000021ad 0x140002dad 4    5    .text    ascii   |$8H
139   0x000021c6 0x140002dc6 4    5    .text    ascii   L$HH
140   0x000021f6 0x140002df6 4    5    .text    ascii   |$8H
141   0x0000220f 0x140002e0f 4    5    .text    ascii   L$HH
142   0x00002251 0x140002e51 4    5    .text    ascii   |$8H
143   0x0000226a 0x140002e6a 4    5    .text    ascii   L$HH
144   0x00002293 0x140002e93 4    5    .text    ascii   L$0H
145   0x000022b7 0x140002eb7 4    6    .text    utf8    HǄ$x blocks=Basic Latin,Latin Extended-B
146   0x000022e2 0x140002ee2 5    6    .text    ascii   [_^A^
147   0x0000233d 0x140002f3d 4    5    .text    ascii   |$ H
148   0x00002356 0x140002f56 4    5    .text    ascii   L$0H
149   0x000023ec 0x140002fec 4    5    .text    ascii   D$ H
150   0x000023f8 0x140002ff8 4    5    .text    ascii   |$(H
151   0x00002411 0x140003011 4    5    .text    ascii   L$8H
152   0x00002466 0x140003066 4    5    .text    ascii   VWSH
153   0x00002526 0x140003126 4    5    .text    ascii   D$ H
154   0x00002532 0x140003132 4    5    .text    ascii   t$@H
155   0x0000254b 0x14000314b 4    5    .text    ascii   L$PH
156   0x0000257e 0x14000317e 4    5    .text    ascii   D$ H
157   0x0000258a 0x14000318a 4    5    .text    ascii   \$@H
158   0x000025a3 0x1400031a3 4    5    .text    ascii   L$PH
159   0x00002684 0x140003284 4    5    .text    ascii   |$ H
160   0x0000272c 0x14000332c 8    9    .text    ascii   AWAVVWSH
161   0x00002760 0x140003360 4    5    .text    ascii   )F H
162   0x00002868 0x140003468 4    5    .text    ascii   D$  
163   0x00002891 0x140003491 4    5    .text    ascii   L$`H
164   0x0000295a 0x14000355a 4    5    .text    ascii   L$`H
165   0x00002a0a 0x14000360a 4    5    .text    ascii   t$PL
166   0x00002a1a 0x14000361a 4    5    .text    ascii   T$`H
167   0x00002a31 0x140003631 4    5    .text    ascii   D$  
168   0x00002afa 0x1400036fa 4    5    .text    ascii   D$  
169   0x00002b23 0x140003723 4    5    .text    ascii   L$PH
170   0x00002bc6 0x1400037c6 4    5    .text    ascii   |$PH
171   0x00002bd1 0x1400037d1 4    5    .text    ascii   \$@H
172   0x00002bda 0x1400037da 5    6    .text    ascii   D$8@ 
173   0x00002c11 0x140003811 4    5    .text    ascii   |$xL
174   0x00002c6a 0x14000386a 7    8    .text    ascii   [_^A^A_
175   0x00002c72 0x140003872 7    8    .text    ascii   AVVWUSH
176   0x00002d07 0x140003907 7    8    .text    ascii   ~ H;~(r
177   0x00002d46 0x140003946 8    10   .text    utf8     []_^A^ù blocks=Basic Latin,Latin-1 Supplement
178   0x00002d5a 0x14000395a 7    8    .text    ascii   AVVWUSH
179   0x00002d79 0x140003979 4    5    .text    ascii   D$HH
180   0x00002d93 0x140003993 4    5    .text    ascii   D$0H
181   0x00002da2 0x1400039a2 4    5    .text    ascii   L$8A
182   0x00002e34 0x140003a34 5    6    .text    ascii   L$HH1
183   0x00002e43 0x140003a43 7    8    .text    ascii   P[]_^A^
184   0x00002e82 0x140003a82 4    5    .text    ascii   T$8H
