[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000c8 0x000000c8 4   5            ascii   Rich
2     0x000001d8 0x000001d8 5   6            ascii   .text
3     0x000001ff 0x000001ff 7   8            ascii   `.rdata
4     0x00000227 0x00000227 6   7            ascii   @.data
5     0x00000250 0x00000250 5   6            ascii   .rsrc
6     0x00000277 0x00000277 7   8            ascii   @.reloc
7     0x00000468 0x00401068 4   6    .text   utf8    v\r+֊ blocks=Basic Latin,Armenian
8     0x000004d8 0x004010d8 4   5    .text   ascii   E\bV3
9     0x000004e0 0x004010e0 7   8    .text   ascii   u\t9u\fu\v
10    0x0000050e 0x0040110e 4   5    .text   ascii   f90u
11    0x00000513 0x00401113 4   5    .text   ascii   f90u
12    0x000005fa 0x004011fa 5   6    .text   ascii   9u\ft,
13    0x00000663 0x00401263 5   6    .text   ascii   F,PPt
14    0x0000069f 0x0040129f 4   5    .text   ascii   M\fSV
15    0x000006f3 0x004012f3 4   5    .text   ascii   QVVP
16    0x00000753 0x00401353 6   7    .text   ascii   P\fhXeA
17    0x00000762 0x00401362 4   5    .text   ascii   EReA
18    0x0000077d 0x0040137d 9   10   .text   ascii   t<VVVhDeA
19    0x000007c2 0x004013c2 4   5    .text   ascii   5 `A
20    0x000007ed 0x004013ed 6   7    .text   ascii   VVhDeA
21    0x0000084e 0x0040144e 4   5    .text   ascii   PSVh
22    0x000008c2 0x004014c2 4   5    .text   ascii   QVVP
23    0x00000927 0x00401527 17  18   .text   ascii   t6f90t1f94Pu\af9tP
24    0x000009be 0x004015be 4   5    .text   ascii   VVV3
25    0x000009d1 0x004015d1 4   5    .text   ascii   PVVV
26    0x00000a55 0x00401655 4   5    .text   ascii   SVWh
27    0x00000b95 0x00401795 4   5    .text   ascii   h\bfA
28    0x00000bdd 0x004017dd 5   6    .text   ascii   ShpfA
29    0x00000c0a 0x0040180a 6   7    .text   ascii   PSh@fA
30    0x00000c61 0x00401861 5   6    .text   ascii   Ph4fA
31    0x00000c76 0x00401876 5   6    .text   ascii   Ph(fA
32    0x00000cbb 0x004018bb 4   5    .text   ascii   @u!V
33    0x00000cee 0x004018ee 4   5    .text   ascii   \vw V
34    0x00000d1c 0x0040191c 6   7    .text   ascii   \f9E\bv8
35    0x00000dd7 0x004019d7 4   5    .text   ascii   YSSj
36    0x00000e05 0x00401a05 4   5    .text   ascii   =X`A
37    0x00000e87 0x00401a87 4   5    .text   ascii   2F;u
38    0x00000fa8 0x00401ba8 5   7    .text   utf8    ЋE\fYY blocks=Cyrillic,Basic Latin
39    0x0000104a 0x00401c4a 5   6    .text   ascii   QQSVW
40    0x00001116 0x00401d16 4   5    .text   ascii   Vj\ah
41    0x00001157 0x00401d57 4   5    .text   ascii   Y_^[
42    0x00001160 0x00401d60 5   6    .text   ascii   QQSVW
43    0x0000122c 0x00401e2c 4   5    .text   ascii   Vj\ah
44    0x0000126d 0x00401e6d 4   5    .text   ascii   Y_^[
45    0x00001276 0x00401e76 4   5    .text   ascii   QSVW
46    0x00001389 0x00401f89 4   5    .text   ascii   VWjd
47    0x0000140e 0x0040200e 4   5    .text   ascii   Vj\ah
48    0x0000148c 0x0040208c 4   5    .text   ascii   PRhx
49    0x00001507 0x00402107 7   8    .text   ascii   t`9]\bt[
50    0x00001524 0x00402124 4   5    .text   ascii   Sj\ah
51    0x00001585 0x00402185 4   5    .text   ascii   9E\br
52    0x0000159a 0x0040219a 4   5    .text   ascii   ;M\bv
53    0x000015b8 0x004021b8 6   7    .text   ascii   s\nh,gA
54    0x00001602 0x00402202 4   6    .text   utf8    \f+Ã~ blocks=Basic Latin,Latin-1 Supplement
55    0x0000163c 0x0040223c 5   6    .text   ascii   t\vWSV
56    0x0000177c 0x0040237c 4   5    .text   ascii   8U\ft
57    0x000017c4 0x004023c4 4   5    .text   ascii   M\fW;
58    0x000017c9 0x004023c9 6   7    .text   ascii   s\nh,gA
59    0x00001826 0x00402426 5   6    .text   ascii   E\fWPQ
60    0x00001854 0x00402454 4   5    .text   ascii   ]\bVS
61    0x000018bd 0x004024bd 4   5    .text   ascii   _^[]
62    0x000019d5 0x004025d5 4   5    .text   ascii   h,gA
63    0x00001a1e 0x0040261e 6   7    .text   ascii   s\nh,gA
64    0x00001b3c 0x0040273c 4   6    .text   utf8    ]ĉH\f blocks=Basic Latin,Latin Extended-A
65    0x00001b42 0x00402742 5   7    .text   utf8    EȋH\bk blocks=Basic Latin,Latin Extended-B
66    0x00001b78 0x00402778 6   9    .text   utf8    E̍MԈX\b blocks=Basic Latin,Combining Diacritical Marks,Cyrillic Supplement
67    0x00001b93 0x00402793 4   5    .text   ascii   YPVS
68    0x00001baa 0x004027aa 4   5    .text   ascii   YPVS
69    0x00001c03 0x00402803 5   7    .text   utf8    EĉF,; blocks=Basic Latin,Latin Extended-A
70    0x00001c28 0x00402828 7   8    .text   ascii   ^(SSVhH
71    0x00001c75 0x00402875 5   6    .text   ascii   VW9]\b
72    0x00001cf4 0x004028f4 4   5    .text   ascii   u_jD
73    0x00001d18 0x00402918 4   5    .text   ascii   PSSh
74    0x00001d1f 0x0040291f 4   5    .text   ascii   \bSSS
75    0x00001e4c 0x00402a4c 7   8    .text   ascii   u\b;q\fs\b
76    0x00001e6b 0x00402a6b 5   6    .text   ascii   ;p\fs\b
77    0x00001edb 0x00402adb 4   5    .text   ascii   Yt\aV
78    0x00001fef 0x00402bef 4   5    .text   ascii   E\bSV
79    0x00002068 0x00402c68 4   7    .text   utf8    3\r}̫ blocks=Basic Latin,Combining Diacritical Marks
80    0x00002087 0x00402c87 4   5    .text   ascii   h|hA
81    0x000020b3 0x00402cb3 4   5    .text   ascii   hxhA
82    0x000024ba 0x004030ba 4   6    .text   utf8    t\fƅ[ blocks=Basic Latin,Latin Extended-B
83    0x0000255d 0x0040315d 4   5    .text   ascii   Vj\ah
84    0x000026a5 0x004032a5 4   5    .text   ascii   SVWj
85    0x000026cb 0x004032cb 6   7    .text   ascii   Xj\b_Wf
86    0x0000270b 0x0040330b 5   6    .text   ascii   r\bf9]
87    0x00002771 0x00403371 4   5    .text   ascii   ]\bVW
88    0x00002904 0x00403504 4   5    .text   ascii   QSSP
89    0x0000297a 0x0040357a 4   6    .text   utf8    I\f+Ǎ blocks=Basic Latin,Latin Extended-B
90    0x000029c5 0x004035c5 4   5    .text   ascii   h8jA
91    0x00002aac 0x004036ac 4   5    .text   ascii   PSSh
92    0x00002ab3 0x004036b3 4   5    .text   ascii   \bSSS
93    0x00002cc9 0x004038c9 6   7    .text   ascii   u\b;u\ft
94    0x00002ce0 0x004038e0 7   8    .text   ascii   FYY;u\fu
95    0x00002d0c 0x0040390c 6   7    .text   ascii   u\b;u\ft
96    0x00002d23 0x00403923 7   8    .text   ascii   FYY;u\fu
97    0x00002d41 0x00403941 6   7    .text   ascii   E\f+E\bP
98    0x00002d6a 0x0040396a 6   7    .text   ascii   E\f+E\bP
99    0x00002dcd 0x004039cd 7   8    .text   ascii   8E\ft\aPP
100   0x00003069 0x00403c69 4   5    .text   ascii   Yu\vW
101   0x0000309d 0x00403c9d 4   5    .text   ascii   \fF;5
102   0x000030d2 0x00403cd2 5   6    .text   ascii   YYu?V
103   0x000030e3 0x00403ce3 4   5    .text   ascii   h\bkA
104   0x00003191 0x00403d91 4   6    .text   utf8    ^ËF0 blocks=Basic Latin,Latin-1 Supplement
105   0x000031c1 0x00403dc1 4   5    .text   ascii   \t9E\f
106   0x000031cf 0x00403dcf 5   7    .text   utf8    3\vO 9
107   0x000031ea 0x00403dea 4   5    .text   ascii   t;9]
108   0x000031f3 0x00403df3 4   5    .text   ascii   9u\fs
109   0x00003288 0x00403e88 4   5    .text   ascii   \t9E\f
110   0x00003296 0x00403e96 5   7    .text   utf8    3\vO$9
111   0x000032b1 0x00403eb1 4   5    .text   ascii   t;9]
112   0x000032ba 0x00403eba 4   5    .text   ascii   9u\fs
113   0x0000334e 0x00403f4e 4   6    .text   utf8    3ɉH\b blocks=Basic Latin,Latin Extended-B
114   0x00003374 0x00403f74 4   6    .text   utf8    3ɉH\b blocks=Basic Latin,Latin Extended-B
115   0x00003460 0x00404060 4   6    .text   utf8    I0+\t
116   0x00003494 0x00404094 4   5    .text   ascii   M\bPQ
117   0x000034c0 0x004040c0 6   8    .text   utf8    Q43ҍA\f blocks=Basic Latin,Cyrillic
118   0x00003506 0x00404106 4   5    .text   ascii   ;E\bs
119   0x00003557 0x00404157 5   6    .text   ascii   +E\f9E
120   0x0000356b 0x0040416b 5   6    .text   ascii   u\f+u\b
121   0x000035c2 0x004041c2 5   6    .text   ascii   9]\bu(
122   0x000035cf 0x004041cf 5   6    .text   ascii   E\btkA
123   0x00003700 0x00404300 5   6    .text   ascii   A\f\vE\b
124   0x00003760 0x00404360 4   5    .text   ascii   FL^]
125   0x000037ca 0x004043ca 5   8    .text   utf8    3\vΉF8 blocks=Basic Latin,Greek and Coptic
126   0x00003895 0x00404495 4   5    .text   ascii   uZj\b
127   0x00003987 0x00404587 4   6    .text   utf8    ]ËM\b blocks=Basic Latin,Latin-1 Supplement
128   0x000039a2 0x004045a2 4   6    .text   utf8    YY3Ƀ blocks=Basic Latin,Latin Extended-B
129   0x000039c0 0x004045c0 4   6    .text   utf8    YY3Ƀ blocks=Basic Latin,Latin Extended-B
130   0x000039ca 0x004045ca 4   6    .text   utf8    ]ËAT blocks=Basic Latin,Latin-1 Supplement
131   0x000039d9 0x004045d9 4   6    .text   utf8    YËAT blocks=Basic Latin,Latin-1 Supplement
132   0x00003a4e 0x0040464e 4   6    .text   utf8    _^ËQ blocks=Basic Latin,Latin-1 Supplement
133   0x00003a79 0x00404679 4   6    .text   utf8    +ЋA0 blocks=Basic Latin,Cyrillic
134   0x00003b15 0x00404715 7   8    .text   ascii   t49M\bu\v
135   0x00003b1d 0x0040471d 4   5    .text   ascii   U\f\vU
136   0x00003bdf 0x004047df 6   7    .text   ascii   v\nhljA
137   0x00003bf3 0x004047f3 8   9    .text   ascii   ;E\bsHSWj
