[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x00000099 0x00000099 4   6            utf8    K}80
2     0x000000a1 0x000000a1 4   6            utf8    K|8R
3     0x000000d7 0x000000d7 5   8            utf8    8؉q8K blocks=Basic Latin,Arabic
4     0x000000ef 0x000000ef 6   8            utf8    8RichJ
5     0x000001f8 0x000001f8 5   6            ascii   .text
6     0x0000021f 0x0000021f 7   8            ascii   `.rdata
7     0x00000247 0x00000247 6   7            ascii   @.data
8     0x00000270 0x00000270 6   7            ascii   .gfids
9     0x00000297 0x00000297 6   7            ascii   @.UPX0
10    0x000002c0 0x000002c0 4   5            ascii   .tls
11    0x000002e8 0x000002e8 5   6            ascii   .UPX1
12    0x00000310 0x00000310 6   7            ascii   .reloc
13    0x00000337 0x00000337 6   7            ascii   @.rsrc
1428  0x00013600 0x00436000 4   5    .UPX1   ascii   PKen
1429  0x00013607 0x00436007 4   6    .UPX1   utf8    àl<  blocks=Latin-1 Supplement,Basic Latin
1430  0x00013631 0x00436031 8   12   .UPX1   utf8    KɥK#ǝ\ffǝ blocks=Basic Latin,IPA Extensions,Latin Extended-B
1431  0x000136d2 0x004360d2 4   5    .UPX1   ascii   @*HD
1432  0x000136fd 0x004360fd 4   6    .UPX1   utf8    \3ÿ[ blocks=Basic Latin,Latin-1 Supplement
1433  0x00013726 0x00436126 5   6    .UPX1   ascii   CQ'Cc
1434  0x0001376f 0x0043616f 4   5    .UPX1   ascii   ao96
1435  0x000137a1 0x004361a1 4   8    .UPX1   utf8    8u䃩[ blocks=Basic Latin,CJK Unified Ideographs Extension A
1436  0x000137e8 0x004361e8 5   6    .UPX1   ascii   g@wK@
1437  0x000138ae 0x004362ae 7   8    .UPX1   ascii   Pg<:crg
1438  0x000138d9 0x004362d9 4   5    .UPX1   ascii   P\a4(
1439  0x000138fb 0x004362fb 4   5    .UPX1   ascii   kl;\e
1440  0x00013925 0x00436325 4   5    .UPX1   ascii   \\t-^
1441  0x00013943 0x00436343 4   5    .UPX1   ascii   \b@ }
1442  0x0001396d 0x0043636d 6   7    .UPX1   ascii   ^U0Cp9
1443  0x000139dc 0x004363dc 4   5    .UPX1   ascii   D$<\v
1444  0x000139ed 0x004363ed 7   8    .UPX1   ascii   Hg\aBr1*
1445  0x00013a5d 0x0043645d 4   5    .UPX1   ascii   2%&B
1446  0x00013ac2 0x004364c2 4   5    .UPX1   ascii   \$(R
1447  0x00013ace 0x004364ce 4   5    .UPX1   ascii   ~`\aB
1448  0x00013ae5 0x004364e5 4   5    .UPX1   ascii   B76\e
1449  0x00013afa 0x004364fa 4   5    .UPX1   ascii   kW\tn
1450  0x00013b1d 0x0043651d 4   5    .UPX1   ascii   \a?$r
1451  0x00013b25 0x00436525 5   7    .UPX1   utf8    2\r\nTs
1452  0x00013b44 0x00436544 4   5    .UPX1   ascii   K8%6
1453  0x00013b59 0x00436559 5   6    .UPX1   ascii   Wod{X
1454  0x00013ba4 0x004365a4 7   8    .UPX1   ascii   cxgt{l[
1455  0x00013bc0 0x004365c0 5   6    .UPX1   ascii   >7&n\b
1456  0x00013c18 0x00436618 4   5    .UPX1   ascii   X*/(
1457  0x00013c31 0x00436631 5   6    .UPX1   ascii   ]V=.~
1458  0x00013cc9 0x004366c9 6   7    .UPX1   ascii   <\rbF\e"
1459  0x00013ce3 0x004366e3 8   9    .UPX1   ascii   \v0l]LH4U
1460  0x00013d25 0x00436725 5   6    .UPX1   ascii   Bs085
1461  0x00013dba 0x004367ba 5   6    .UPX1   ascii   \rc\aB7
1462  0x00013dca 0x004367ca 7   8    .UPX1   ascii   u4\rdahe
1463  0x00013dd5 0x004367d5 4   5    .UPX1   ascii   e^Uv
1464  0x00013de5 0x004367e5 5   6    .UPX1   ascii   k(hi<
1465  0x00013e49 0x00436849 4   5    .UPX1   ascii   B#Lk
1466  0x00013e6f 0x0043686f 4   5    .UPX1   ascii   E$f%
1467  0x00013e91 0x00436891 7   8    .UPX1   ascii   Li\tXFeI
1468  0x00013edd 0x004368dd 4   5    .UPX1   ascii   bqry
1469  0x00013f0d 0x0043690d 4   5    .UPX1   ascii   2+\b5
1470  0x00013f2b 0x0043692b 5   7    .UPX1   utf8    {7کrC blocks=Basic Latin,Arabic
1471  0x00013f73 0x00436973 5   8    .UPX1   utf8    Eda%ꩊ blocks=Basic Latin,Cham
1472  0x00013fe1 0x004369e1 4   5    .UPX1   ascii   ?TxQ
1473  0x00014009 0x00436a09 7   8    .UPX1   ascii   Skl8Kdn
1474  0x00014029 0x00436a29 4   5    .UPX1   ascii   X36O
1475  0x00014039 0x00436a39 5   6    .UPX1   ascii   Cn\aBd
1476  0x00014093 0x00436a93 5   6    .UPX1   ascii   Dg o5
1477  0x0001409d 0x00436a9d 6   7    .UPX1   ascii   lI:?v\a
1478  0x000140ac 0x00436aac 10  12   .UPX1   utf8    J%Pm@=\b,\]
1479  0x00014112 0x00436b12 5   6    .UPX1   ascii   io\aBN
1480  0x0001415e 0x00436b5e 4   5    .UPX1   ascii   hYXt
1481  0x000141ba 0x00436bba 5   7    .UPX1   utf8    Ǟ~\r:h blocks=Latin Extended-B,Basic Latin
1482  0x00014238 0x00436c38 4   7    .UPX1   utf8    Poŀɝ blocks=Basic Latin,Latin Extended-A,IPA Extensions
1483  0x00014243 0x00436c43 9   10   .UPX1   ascii   _dlYH=*jW
1484  0x00014257 0x00436c57 4   5    .UPX1   ascii   Sy[(
1485  0x00014268 0x00436c68 4   6    .UPX1   utf8    ѕTU\b blocks=Cyrillic,Basic Latin
1486  0x000142b4 0x00436cb4 6   7    .UPX1   ascii   Jk:\vzS
1487  0x0001430a 0x00436d0a 4   5    .UPX1   ascii   Wj';
1488  0x00014312 0x00436d12 4   5    .UPX1   ascii   KJ}^
1489  0x00014323 0x00436d23 4   5    .UPX1   ascii   P%\n"
1490  0x00014379 0x00436d79 5   6    .UPX1   ascii   %dEL}
1491  0x00014391 0x00436d91 5   6    .UPX1   ascii   MA\bf&
1492  0x000143a0 0x00436da0 6   7    .UPX1   ascii   ~wnKRs
1493  0x000143b3 0x00436db3 5   6    .UPX1   ascii   9&f{\b
1494  0x00014425 0x00436e25 4   6    .UPX1   utf8    Ӯ\aSk blocks=Cyrillic,Basic Latin
1495  0x000144ac 0x00436eac 8   9    .UPX1   ascii   OtBo~WN[
1496  0x000144bd 0x00436ebd 5   6    .UPX1   ascii   ong~O
1497  0x000144d5 0x00436ed5 4   5    .UPX1   ascii   W3fO
1498  0x00014572 0x00436f72 4   5    .UPX1   ascii   T^Ne
1499  0x0001462b 0x0043702b 4   5    .UPX1   ascii   fESf
1500  0x00014640 0x00437040 6   7    .UPX1   ascii   /:t\aB.
1501  0x00014674 0x00437074 5   6    .UPX1   ascii   UL96]
1502  0x0001467d 0x0043707d 7   8    .UPX1   ascii   Vo_Xx=t
1503  0x0001468e 0x0043708e 5   7    .UPX1   utf8    ˡ\v\e` blocks=Spacing Modifier Letters,Basic Latin
1504  0x0001472b 0x0043712b 4   5    .UPX1   ascii   7Lsl
1505  0x00014730 0x00437130 5   6    .UPX1   ascii   pGt;\f
1506  0x0001473d 0x0043713d 4   5    .UPX1   ascii   *7_~
1507  0x0001474d 0x0043714d 4   5    .UPX1   ascii   Tul5
1508  0x00014777 0x00437177 8   9    .UPX1   ascii   Uk<OPT' 
1509  0x00014795 0x00437195 5   6    .UPX1   ascii   6V>cA
1510  0x000147d3 0x004371d3 7   9    .UPX1   utf8    \rLtգ|\t> blocks=Basic Latin,Armenian
1511  0x000147f0 0x004371f0 4   5    .UPX1   ascii   Xu\aB
1512  0x000147fa 0x004371fa 5   6    .UPX1   ascii   apY81
1513  0x00014835 0x00437235 4   5    .UPX1   ascii   `x:K
1514  0x00014864 0x00437264 5   6    .UPX1   ascii   87\vfy
1515  0x000148a8 0x004372a8 5   6    .UPX1   ascii   hv\aBO
1516  0x000148e0 0x004372e0 5   6    .UPX1   ascii   YLUD\f
1517  0x000148e6 0x004372e6 5   6    .UPX1   ascii   I)o3n
1518  0x00014925 0x00437325 4   5    .UPX1   ascii   Z!.L
1519  0x0001496a 0x0043736a 4   6    .UPX1   utf8    r{̭j blocks=Basic Latin,Combining Diacritical Marks
1520  0x000149d3 0x004373d3 6   7    .UPX1   ascii   d$$hGD
1521  0x000149ec 0x004373ec 4   7    .UPX1   utf8    hB놘` blocks=Basic Latin,Hangul Syllables
1522  0x000149f3 0x004373f3 5   6    .UPX1   ascii   D$(Xf
1523  0x00014a21 0x00437421 4   6    .UPX1   utf8    Ջl$\b blocks=Armenian,Basic Latin
1524  0x00014a38 0x00437438 4   5    .UPX1   ascii   lp\aB
1525  0x00014abe 0x004374be 4   5    .UPX1   ascii   \no2G
1526  0x00014ac7 0x004374c7 4   6    .UPX1   utf8    Ӭ^HM blocks=Cyrillic,Basic Latin
1527  0x00014b1f 0x0043751f 4   5    .UPX1   ascii   D$$f
1528  0x00014b4a 0x0043754a 5   7    .UPX1   utf8    ,$8ݜ8 blocks=Basic Latin,Arabic Supplement
1529  0x00014b5a 0x0043755a 4   5    .UPX1   ascii   )q\aB
1530  0x00014c20 0x00437620 4   5    .UPX1   ascii   {4{z
1531  0x00014c25 0x00437625 4   7    .UPX1   utf8    l#뵵f blocks=Basic Latin,Hangul Syllables
1532  0x00014c79 0x00437679 5   6    .UPX1   ascii   \n\e)Zk
1533  0x00014cc2 0x004376c2 4   5    .UPX1   ascii   HfiX
1534  0x00014ce0 0x004376e0 5   6    .UPX1   ascii   tV\e$\v
1535  0x00014cf3 0x004376f3 4   5    .UPX1   ascii   ^V%&
1536  0x00014d02 0x00437702 4   5    .UPX1   ascii   Fu_,
1537  0x00014d20 0x00437720 6   8    .UPX1   utf8    4;ڶ)ti blocks=Basic Latin,Arabic
1538  0x00014d5d 0x0043775d 6   7    .UPX1   ascii   WBs\aBe
1539  0x00014d7a 0x0043777a 4   5    .UPX1   ascii   6Uz\a
1540  0x00014dbd 0x004377bd 4   6    .UPX1   utf8    N=aԶ blocks=Basic Latin,Armenian
1541  0x00014e31 0x00437831 5   6    .UPX1   ascii   s|\aBT
1542  0x00014e65 0x00437865 4   5    .UPX1   ascii   U|iP
1543  0x00014ea1 0x004378a1 7   10   .UPX1   utf8    Ҝ>BCBk\ blocks=Cyrillic,Basic Latin
1544  0x00014eb5 0x004378b5 5   6    .UPX1   ascii   \a)0\t^
1545  0x00014ed0 0x004378d0 6   7    .UPX1   ascii   T|\aBso
1546  0x00014f37 0x00437937 4   5    .UPX1   ascii   ipIR
1547  0x00014f6c 0x0043796c 5   6    .UPX1   ascii   yB!\nb
1548  0x00014fb0 0x004379b0 4   5    .UPX1   ascii   sqL3
1549  0x00014fd3 0x004379d3 4   5    .UPX1   ascii   ?S?n
1550  0x00014ffb 0x004379fb 4   6    .UPX1   utf8    nb\tߎ blocks=Basic Latin,NKo
1551  0x0001503c 0x00437a3c 4   5    .UPX1   ascii   A>\n\a
1552  0x0001506b 0x00437a6b 10  12   .UPX1   utf8    ^|MjȎG49qy blocks=Basic Latin,Latin Extended-B
1553  0x000150c9 0x00437ac9 4   5    .UPX1   ascii   kdwm
1554  0x000150fb 0x00437afb 4   5    .UPX1   ascii   ]Z;_
1555  0x00015118 0x00437b18 4   5    .UPX1   ascii   @Yaz
1556  0x00015129 0x00437b29 5   8    .UPX1   utf8    }^!8亁 blocks=Basic Latin,CJK Unified Ideographs
1557  0x00015133 0x00437b33 4   5    .UPX1   ascii   <&i\t
1558  0x0001515c 0x00437b5c 5   6    .UPX1   ascii   \tzcT1
1559  0x00015221 0x00437c21 5   6    .UPX1   ascii   /x\aB;
1560  0x0001522a 0x00437c2a 4   5    .UPX1   ascii   Jw6/
1561  0x0001524b 0x00437c4b 4   5    .UPX1   ascii   h'4Z
1562  0x0001525e 0x00437c5e 5   6    .UPX1   ascii   'Pts#
1563  0x00015269 0x00437c69 4   5    .UPX1   ascii   8G*Z
1564  0x00015292 0x00437c92 4   5    .UPX1   ascii   S^Te
1565  0x00015314 0x00437d14 6   7    .UPX1   ascii   ,Yb8#b
1566  0x00015362 0x00437d62 4   5    .UPX1   ascii   \f\r~S
1567  0x00015390 0x00437d90 11  12   .UPX1   ascii   SHELL32.dll
1568  0x000153d0 0x00437dd0 5   6    .UPX1   ascii   xy\aB_
1569  0x00015435 0x00437e35 4   6    .UPX1   utf8    =ݼ\fA blocks=Basic Latin,Arabic Supplement
1570  0x0001543c 0x00437e3c 7   8    .UPX1   ascii   sXz-b9V
1571  0x0001545a 0x00437e5a 5   6    .UPX1   ascii   u@k[I
1572  0x00015470 0x00437e70 4   5    .UPX1   ascii   BGat
1573  0x0001547c 0x00437e7c 4   7    .UPX1   utf8    Ū[xɢ blocks=Latin Extended-A,Basic Latin,IPA Extensions
1574  0x000154a2 0x00437ea2 5   6    .UPX1   ascii   h N=+
1575  0x000154bb 0x00437ebb 5   6    .UPX1   ascii   z\aB\aK
1576  0x000154c5 0x00437ec5 4   6    .UPX1   utf8    \e\v#Ǿ blocks=Basic Latin,Latin Extended-B
1577  0x0001551c 0x00437f1c 4   5    .UPX1   ascii   X\fKW
1578  0x00015522 0x00437f22 4   5    .UPX1   ascii   7N2S
1579  0x0001554b 0x00437f4b 5   6    .UPX1   ascii   q+a\\v
1580  0x000155b0 0x00437fb0 4   5    .UPX1   ascii   D9@i
1581  0x000155cd 0x00437fcd 6   8    .UPX1   utf8    BAۧA#P blocks=Basic Latin,Arabic
1582  0x00015620 0x00438020 4   5    .UPX1   ascii   Olda
1583  0x0001568d 0x0043808d 4   5    .UPX1   ascii   D$8\v
1584  0x000156cb 0x004380cb 5   6    .UPX1   ascii   \b}VMn
1585  0x0001570c 0x0043810c 6   7    .UPX1   ascii   \f^S,\r1
1586  0x00015725 0x00438125 4   6    .UPX1   utf8    #pħC blocks=Basic Latin,Latin Extended-A
1587  0x00015754 0x00438154 7   9    .UPX1   utf8    ]eNSɓ|a blocks=Basic Latin,IPA Extensions
1588  0x00015783 0x00438183 6   7    .UPX1   ascii   V#,@#!
1589  0x00015795 0x00438195 5   7    .UPX1   utf8    \aBj#˲ blocks=Basic Latin,Spacing Modifier Letters
1590  0x000157a0 0x004381a0 4   5    .UPX1   ascii   \e,[t
1591  0x000157d3 0x004381d3 4   5    .UPX1   ascii   m+\tE
1592  0x000157f8 0x004381f8 5   6    .UPX1   ascii   ;0eLj
1593  0x00015830 0x00438230 5   6    .UPX1   ascii   f~@\v"
1594  0x00015875 0x00438275 4   5    .UPX1   ascii   #[X'
1595  0x00015897 0x00438297 4   5    .UPX1   ascii   W3WX
1596  0x000158bf 0x004382bf 8   9    .UPX1   ascii   Y\f<'U\bX[
1597  0x00015911 0x00438311 4   6    .UPX1   utf8    \f\ԍb blocks=Basic Latin,Cyrillic Supplement
1598  0x00015948 0x00438348 5   6    .UPX1   ascii   XDw\n[
1599  0x00015978 0x00438378 4   5    .UPX1   ascii   \t|Ms
1600  0x00015988 0x00438388 6   8    .UPX1   utf8    @YϬ.%d blocks=Basic Latin,Greek and Coptic
1601  0x00015a1e 0x0043841e 4   5    .UPX1   ascii   6C||
1602  0x00015a6e 0x0043846e 8   11   .UPX1   utf8    av"4(%s blocks=Basic Latin,Private Use Area
1603  0x00015a9e 0x0043849e 4   5    .UPX1   ascii   yZ {
1604  0x00015aa3 0x004384a3 4   5    .UPX1   ascii   a"\eq
1605  0x00015b28 0x00438528 5   6    .UPX1   ascii   ]:IZ?
1606  0x00015bb5 0x004385b5 4   6    .UPX1   utf8    ?ʵZy blocks=Basic Latin,Spacing Modifier Letters
1607  0x00015bc3 0x004385c3 4   5    .UPX1   ascii   ;8E 
1608  0x00015beb 0x004385eb 4   6    .UPX1   utf8     Ϸ \n blocks=Basic Latin,Greek and Coptic
1609  0x00015c7f 0x0043867f 4   5    .UPX1   ascii   D$\b 
1610  0x00015ce0 0x004386e0 7   12   .UPX1   utf8    |\b{H1Tܧ blocks=Basic Latin,Syriac
1611  0x00015d44 0x00438744 18  19   .UPX1   ascii   GetModuleFileNameA
1612  0x00015d5f 0x0043875f 4   5    .UPX1   ascii   D$\ff
1613  0x00015d92 0x00438792 4   5    .UPX1   ascii   D$0Q
1614  0x00015dc9 0x004387c9 5   6    .UPX1   ascii   L$\bh5
1615  0x00015df9 0x004387f9 4   6    .UPX1   utf8    '˃\aB blocks=Basic Latin,Spacing Modifier Letters
1616  0x00015e0e 0x0043880e 5   6    .UPX1   ascii   6}R@9
1617  0x00015e42 0x00438842 4   5    .UPX1   ascii   |YO~
1618  0x00015e53 0x00438853 4   6    .UPX1   utf8    ˮVUQ blocks=Spacing Modifier Letters,Basic Latin
1619  0x00015e5f 0x0043885f 5   7    .UPX1   utf8    <zjǞz blocks=Basic Latin,Latin Extended-B
1620  0x00015ee7 0x004388e7 6   7    .UPX1   ascii   e,`G>/
1621  0x00015f0f 0x0043890f 5   6    .UPX1   ascii   /l#*u
1622  0x00015f16 0x00438916 5   7    .UPX1   utf8    ql,:Ȉ blocks=Basic Latin,Latin Extended-B
1623  0x00015f20 0x00438920 4   6    .UPX1   utf8    ̜([l blocks=Combining Diacritical Marks,Basic Latin
1624  0x00015f68 0x00438968 18  19   .UPX1   ascii   GetModuleFileNameW
1625  0x00015fb6 0x004389b6 4   6    .UPX1   utf8    ̃R.& blocks=Combining Diacritical Marks,Basic Latin
1626  0x0001601d 0x00438a1d 4   5    .UPX1   ascii   %j~B
1627  0x00016078 0x00438a78 6   8    .UPX1   utf8    2J7Vڛg blocks=Basic Latin,Arabic
1628  0x00016090 0x00438a90 4   5    .UPX1   ascii   9b+@
1629  0x000160b2 0x00438ab2 5   6    .UPX1   ascii   t\aby\r
1630  0x000160dd 0x00438add 5   7    .UPX1   utf8    bıU*g blocks=Basic Latin,Latin Extended-A
1631  0x000160ff 0x00438aff 5   6    .UPX1   ascii   +2.+6
1632  0x0001610c 0x00438b0c 4   5    .UPX1   ascii   b:OE
1633  0x00016114 0x00438b14 4   6    .UPX1   utf8    Ʉx+n blocks=Latin Extended-B,Basic Latin
1634  0x00016133 0x00438b33 4   5    .UPX1   ascii   l5M$
1635  0x00016149 0x00438b49 7   8    .UPX1   ascii   PB7&9R`
1636  0x000161da 0x00438bda 8   10   .UPX1   utf8    J9+ޚ< r# blocks=Basic Latin,Thaana
1637  0x000161f9 0x00438bf9 4   5    .UPX1   ascii   2k^V
1638  0x00016207 0x00438c07 5   7    .UPX1   utf8    0LUz͙ blocks=Basic Latin,Combining Diacritical Marks
1639  0x00016249 0x00438c49 4   5    .UPX1   ascii   YM77
1640  0x0001625f 0x00438c5f 5   6    .UPX1   ascii   \aeX#V
1641  0x0001626f 0x00438c6f 4   5    .UPX1   ascii   &Os`
1642  0x0001627f 0x00438c7f 4   5    .UPX1   ascii   um!j
1643  0x000162f2 0x00438cf2 4   5    .UPX1   ascii   \j}n
1644  0x00016316 0x00438d16 4   5    .UPX1   ascii   -/TH
1645  0x00016351 0x00438d51 4   6    .UPX1   utf8    \nҚ/P blocks=Basic Latin,Cyrillic
1646  0x0001635f 0x00438d5f 4   5    .UPX1   ascii   ]BpG
1647  0x00016382 0x00438d82 4   5    .UPX1   ascii   S!oP
1648  0x000163ba 0x00438dba 4   5    .UPX1   ascii   \Jhd
1649  0x000163d2 0x00438dd2 4   6    .UPX1   utf8    ɂ7h\v blocks=Latin Extended-B,Basic Latin
1650  0x000163dd 0x00438ddd 4   5    .UPX1   ascii   VeeC
1651  0x000163e3 0x00438de3 4   5    .UPX1   ascii   VQ\rj
1652  0x000163f4 0x00438df4 4   5    .UPX1   ascii   w\vtx
1653  0x0001641d 0x00438e1d 4   5    .UPX1   ascii   u6ka
1654  0x00016424 0x00438e24 4   5    .UPX1   ascii   \v.YZ
1655  0x00016449 0x00438e49 4   6    .UPX1   utf8    )Ä\ng blocks=Basic Latin,Latin-1 Supplement
1656  0x0001645b 0x00438e5b 4   5    .UPX1   ascii   .Z%g
1657  0x00016476 0x00438e76 4   7    .UPX1   utf8    ٭ϫa? blocks=Arabic,Greek and Coptic,Basic Latin
1658  0x000164fe 0x00438efe 6   8    .UPX1   utf8    htZNEƏ blocks=Basic Latin,Latin Extended-B
1659  0x0001653c 0x00438f3c 4   5    .UPX1   ascii   +`vR
1660  0x00016580 0x00438f80 5   7    .UPX1   utf8    kF+Ϗm blocks=Basic Latin,Greek and Coptic
1661  0x000165b8 0x00438fb8 4   5    .UPX1   ascii   \Jss
1662  0x00016629 0x00439029 8   11   .UPX1   utf8    ล>kS:.x' blocks=Thai,Basic Latin
1663  0x0001666d 0x0043906d 6   7    .UPX1   ascii   \n.(l*`
1664  0x00016686 0x00439086 4   5    .UPX1   ascii   E\nl\v
1665  0x000166a6 0x004390a6 5   6    .UPX1   ascii   R`U8v
1666  0x000166af 0x004390af 4   5    .UPX1   ascii   _<S)
1667  0x000166be 0x004390be 4   5    .UPX1   ascii   1KO?
1668  0x000166d5 0x004390d5 5   6    .UPX1   ascii   y%/&7
1669  0x000166dd 0x004390dd 4   5    .UPX1   ascii   Q7b0
1670  0x00016717 0x00439117 8   9    .UPX1   ascii   z*\nl]&\f~
1671  0x0001672c 0x0043912c 6   7    .UPX1   ascii   UKs\nfR
1672  0x000167e2 0x004391e2 5   6    .UPX1   ascii   S\v!F-
1673  0x000167ea 0x004391ea 6   7    .UPX1   ascii   bw9W;R
1674  0x000167f8 0x004391f8 4   6    .UPX1   utf8    ԢrRS blocks=Cyrillic Supplement,Basic Latin
1675  0x000167ff 0x004391ff 4   6    .UPX1   utf8    q=DӦ blocks=Basic Latin,Cyrillic
1676  0x00016838 0x00439238 5   7    .UPX1   utf8    ;܋:\v} blocks=Basic Latin,Syriac
1677  0x00016840 0x00439240 4   5    .UPX1   ascii   C=iF
1678  0x00016854 0x00439254 4   5    .UPX1   ascii   ^khS
1679  0x00016862 0x00439262 4   6    .UPX1   utf8    Ը`D4 blocks=Armenian,Basic Latin
1680  0x00016893 0x00439293 5   7    .UPX1   utf8    nA̲ L blocks=Basic Latin,Combining Diacritical Marks
1681  0x000168b3 0x004392b3 4   6    .UPX1   utf8    Ë$L< blocks=Latin-1 Supplement,Basic Latin
1682  0x000168ea 0x004392ea 4   5    .UPX1   ascii   ?RV"
1683  0x00016989 0x00439389 4   5    .UPX1   ascii   N7.Z
1684  0x000169b4 0x004393b4 4   6    .UPX1   utf8    Ͷ+ \r blocks=Greek and Coptic,Basic Latin
1685  0x000169c5 0x004393c5 4   5    .UPX1   ascii   -#uK
1686  0x00016a85 0x00439485 4   5    .UPX1   ascii   ;FvF
1687  0x00016ae3 0x004394e3 5   6    .UPX1   ascii   sJ|Xe
1688  0x00016afa 0x004394fa 4   6    .UPX1   utf8    Y2#Ң blocks=Basic Latin,Cyrillic
1689  0x00016b0a 0x0043950a 4   5    .UPX1   ascii   ->QN
1690  0x00016b42 0x00439542 6   7    .UPX1   ascii   8\r?65h
1691  0x00016b4b 0x0043954b 5   7    .UPX1   utf8    (S̝=0 blocks=Basic Latin,Combining Diacritical Marks
1692  0x00016b6b 0x0043956b 4   5    .UPX1   ascii   9en=
1693  0x00016ba9 0x004395a9 5   6    .UPX1   ascii   7enFZ
1694  0x00016bb6 0x004395b6 4   5    .UPX1   ascii   s\t~#
1695  0x00016bff 0x004395ff 4   5    .UPX1   ascii   L\npm
1696  0x00016c50 0x00439650 4   5    .UPX1   ascii   6&\Q
1697  0x00016cb1 0x004396b1 4   5    .UPX1   ascii   pGq4
1698  0x00016d3a 0x0043973a 7   8    .UPX1   ascii   <;\bg@7$
1699  0x00016d57 0x00439757 4   6    .UPX1   utf8    5ʲ1Q blocks=Basic Latin,Spacing Modifier Letters
1700  0x00016d74 0x00439774 4   6    .UPX1   utf8    ӇANC blocks=Cyrillic,Basic Latin
1701  0x00016d7e 0x0043977e 6   7    .UPX1   ascii   HiVi"\e
1702  0x00016e1f 0x0043981f 5   6    .UPX1   ascii   s\6!V
1703  0x00016e4c 0x0043984c 4   5    .UPX1   ascii   n\E,
1704  0x00016e9b 0x0043989b 4   5    .UPX1   ascii   mZ"Q
1705  0x00016f13 0x00439913 4   5    .UPX1   ascii   N\cd
1706  0x00016f8f 0x0043998f 8   9    .UPX1   ascii   D$$q]$!f
1707  0x00016faa 0x004399aa 5   7    .UPX1   utf8    ԉ\$ X blocks=Cyrillic Supplement,Basic Latin
1708  0x0001707a 0x00439a7a 6   7    .UPX1   ascii   D$ ogB
1709  0x0001708a 0x00439a8a 4   5    .UPX1   ascii   \$\f`
1710  0x000170df 0x00439adf 4   5    .UPX1   ascii   \aB <
1711  0x00017102 0x00439b02 4   5    .UPX1   ascii   KsX1
1712  0x0001712e 0x00439b2e 5   6    .UPX1   ascii   3"l$X
1713  0x00017166 0x00439b66 8   9    .UPX1   ascii   Q*;s|8\nc
1714  0x00017171 0x00439b71 5   6    .UPX1   ascii   t\a0gP
1715  0x000171ad 0x00439bad 5   6    .UPX1   ascii   \r&}f]
1716  0x000171db 0x00439bdb 4   6    .UPX1   utf8    >ȔB blocks=Basic Latin,Combining Diacritical Marks
1717  0x000171fa 0x00439bfa 4   5    .UPX1   ascii   \av[$
1718  0x0001725c 0x00439c5c 6   8    .UPX1   utf8    cŏ|e6N blocks=Basic Latin,Latin Extended-A
1719  0x0001727c 0x00439c7c 4   5    .UPX1   ascii   <\n5l
1720  0x000172f4 0x00439cf4 6   9    .UPX1   utf8    i6ژ\aB· blocks=Basic Latin,Arabic,Greek and Coptic
1721  0x0001730c 0x00439d0c 4   5    .UPX1   ascii   4Sx7
1722  0x0001739e 0x00439d9e 4   5    .UPX1   ascii   8HIx
1723  0x00017427 0x00439e27 6   7    .UPX1   ascii   m]s8x;
1724  0x00017525 0x00439f25 5   6    .UPX1   ascii   s2(wS
1725  0x00017548 0x00439f48 5   6    .UPX1   ascii   3zg0@
1726  0x00017561 0x00439f61 4   6    .UPX1   utf8    \t\rd$
1727  0x000175f3 0x00439ff3 5   6    .UPX1   ascii   \nybAr
1728  0x000175fd 0x00439ffd 6   7    .UPX1   ascii   \rl-4)k
1729  0x0001761a 0x0043a01a 4   5    .UPX1   ascii   %/\i
1730  0x0001761f 0x0043a01f 8   9    .UPX1   ascii   5M^\U<5G
1731  0x0001762b 0x0043a02b 4   5    .UPX1   ascii   \a$\r'
1732  0x00017648 0x0043a048 4   5    .UPX1   ascii   -890
1733  0x00017677 0x0043a077 5   7    .UPX1   utf8    EǞ="Q blocks=Basic Latin,Latin Extended-B
1734  0x00017691 0x0043a091 4   5    .UPX1   ascii   3Q"/
1735  0x000176bb 0x0043a0bb 5   7    .UPX1   utf8    \rgʄ4\r blocks=Basic Latin,IPA Extensions
1736  0x000176ff 0x0043a0ff 4   5    .UPX1   ascii   S1{B
1737  0x00017741 0x0043a141 4   5    .UPX1   ascii   HihY
1738  0x0001774f 0x0043a14f 4   6    .UPX1   utf8     ҷO( blocks=Basic Latin,Cyrillic
1739  0x00017782 0x0043a182 4   5    .UPX1   ascii   ](!A
1740  0x000177b2 0x0043a1b2 4   5    .UPX1   ascii   06; 
1741  0x00017803 0x0043a203 6   7    .UPX1   ascii   *qnM~\b
1742  0x00017829 0x0043a229 4   5    .UPX1   ascii   5V<N
1743  0x00017846 0x0043a246 4   5    .UPX1   ascii    5\n\t
1744  0x00017862 0x0043a262 5   6    .UPX1   ascii   x\v(O:
1745  0x00017874 0x0043a274 4   5    .UPX1   ascii   kC_,
1746  0x000178a4 0x0043a2a4 4   5    .UPX1   ascii   tGOD
1747  0x000178d9 0x0043a2d9 4   5    .UPX1   ascii   D$(7
1748  0x00017912 0x0043a312 9   10   .UPX1   ascii   F\ue|b{s6
