[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000e0 0x000000e0 4   5            ascii   Rich
2    0x000001e8 0x000001e8 5   6            ascii   .text
3    0x00000200 0x00000200 6   7            ascii   PEC2HO
4    0x00000210 0x00000210 5   6            ascii   .rsrc
5    0x00000414 0x00401014 13  15   .text   utf8    3\t\bPECompact2
6    0x0000046a 0x0040106a 4   5    .text   ascii   B<9#
7    0x0000046f 0x0040106f 4   5    .text   ascii   =+r\b
8    0x00000479 0x00401079 4   5    .text   ascii   -Q!z
9    0x000004a1 0x004010a1 7   8    .text   ascii   //?dL!S
10   0x000004fd 0x004010fd 4   5    .text   ascii   X8\x
11   0x00000527 0x00401127 4   6    .text   utf8    \rҕ6W blocks=Basic Latin,Cyrillic
12   0x0000052d 0x0040112d 4   5    .text   ascii   @D\nb
13   0x00000554 0x00401154 5   6    .text   ascii   $dW:V
14   0x00000577 0x00401177 4   5    .text   ascii   &R6j
15   0x0000058f 0x0040118f 5   6    .text   ascii   ;LFV9
16   0x000005b0 0x004011b0 4   5    .text   ascii   :=dB
17   0x000005e0 0x004011e0 5   6    .text   ascii   %wNRa
18   0x000005f5 0x004011f5 5   6    .text   ascii   V]:,\
19   0x00000610 0x00401210 4   5    .text   ascii   6`f=
20   0x0000061c 0x0040121c 4   5    .text   ascii   \n`:$
21   0x0000067c 0x0040127c 5   6    .text   ascii   H#M\t+
22   0x000006ad 0x004012ad 5   6    .text   ascii   3lG\v>
23   0x000006bc 0x004012bc 4   6    .text   utf8    ywɮh blocks=Basic Latin,IPA Extensions
24   0x000006ca 0x004012ca 4   7    .text   utf8    ԊΥt` blocks=Cyrillic Supplement,Greek and Coptic,Basic Latin
25   0x000006da 0x004012da 4   5    .text   ascii   OsE.
26   0x000006ee 0x004012ee 5   7    .text   utf8    5Fڇ\e` blocks=Basic Latin,Arabic
27   0x00000708 0x00401308 4   5    .text   ascii   K}F\e
28   0x00000778 0x00401378 4   7    .text   utf8    Qa쾊= blocks=Basic Latin,Hangul Syllables
29   0x00000785 0x00401385 5   6    .text   ascii   \fCHh)
30   0x000007c1 0x004013c1 4   6    .text   utf8    6ܓQz blocks=Basic Latin,Syriac
31   0x000007f3 0x004013f3 4   5    .text   ascii   mNzn
32   0x00000888 0x00401488 4   7    .text   utf8    cažХ blocks=Basic Latin,Latin Extended-A,Cyrillic
33   0x000008b6 0x004014b6 6   10   .text   utf8    Ɉ"ۡ#Dԍ blocks=Latin Extended-B,Basic Latin,Arabic,Cyrillic Supplement
34   0x000008da 0x004014da 4   5    .text   ascii   N=4.
35   0x000008ee 0x004014ee 4   5    .text   ascii   `cln
36   0x000008fe 0x004014fe 4   5    .text   ascii   '|12
37   0x00000958 0x00401558 4   6    .text   utf8    1\fź* blocks=Basic Latin,Latin Extended-A
38   0x0000099e 0x0040159e 4   5    .text   ascii    `:=
39   0x000009c4 0x004015c4 4   5    .text   ascii   ~HN#
40   0x000009e9 0x004015e9 5   6    .text   ascii   2bB\rN
41   0x00000a93 0x00401693 5   7    .text   utf8    Ƣ2q6/ blocks=Latin Extended-B,Basic Latin
42   0x00000ad6 0x004016d6 7   9    .text   utf8    ΄}-g=O. blocks=Greek and Coptic,Basic Latin
43   0x00000b18 0x00401718 4   6    .text   utf8    i{τp blocks=Basic Latin,Greek and Coptic
44   0x00000b7e 0x0040177e 4   6    .text   utf8    vؔ.[ blocks=Basic Latin,Arabic
45   0x00000bb1 0x004017b1 4   5    .text   ascii   49\f=
46   0x00000bff 0x004017ff 6   7    .text   ascii   0I\r\f!L
47   0x00000c1c 0x0040181c 4   6    .text   utf8    B։)K blocks=Basic Latin,Armenian
48   0x00000c2c 0x0040182c 5   7    .text   utf8    9$+8Ƣ blocks=Basic Latin,Latin Extended-B
49   0x00000c39 0x00401839 6   8    .text   utf8    47Z.Xï blocks=Basic Latin,Latin-1 Supplement
50   0x00000c5a 0x0040185a 4   5    .text   ascii   q<9X
51   0x00000c5f 0x0040185f 4   5    .text   ascii   \$jT
52   0x00000c71 0x00401871 5   7    .text   utf8    32jVǅ blocks=Basic Latin,Latin Extended-B
53   0x00000c98 0x00401898 6   8    .text   utf8    \t/.[ۨ^ blocks=Basic Latin,Arabic
54   0x00000cb1 0x004018b1 4   5    .text   ascii   0F\to
55   0x00000cc6 0x004018c6 5   6    .text   ascii   Ry\bs\
56   0x00000d74 0x00401974 4   6    .text   utf8    #\eǤ\t blocks=Basic Latin,Latin Extended-B
57   0x00000d9a 0x0040199a 4   5    .text   ascii   n W\
