[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000210 0x00000210 5   6            ascii   .text
1    0x00000237 0x00000237 6   7            ascii   `.data
2    0x00000260 0x00000260 6   7            ascii   .reloc
3    0x0000101d 0x0040101d 5   8    .text   utf8    ˛v:۠v blocks=Spacing Modifier Letters,Basic Latin,Arabic
4    0x00001037 0x00401037 5   7    .text   utf8    v1ϛvr blocks=Basic Latin,Greek and Coptic
5    0x00001071 0x00401071 5   8    .text   utf8    śv2śv blocks=Latin Extended-A,Basic Latin
6    0x0000107b 0x0040107b 14  19   .text   utf8    vJśv6ߛvfߛvNߛv$ blocks=Basic Latin,Latin Extended-A,NKo
7    0x00001091 0x00401091 5   8    .text   utf8    ߛv~ߛv blocks=NKo,Basic Latin
8    0x000010f9 0x004010f9 4   5    .text   ascii   ChvV
9    0x000010fe 0x004010fe 7   8    .text   ascii   hv_ChvP
10   0x00001109 0x00401109 4   5    .text   ascii   Chvn
11   0x00001119 0x00401119 7   8    .text   ascii   5hvsAhv
12   0x00001121 0x00401121 11  12   .text   ascii   ZhvLBhvQQhv
13   0x0000113d 0x0040113d 8   9    .text   ascii   ChvH\ehv=
14   0x0000114d 0x0040114d 15  16   .text   ascii   [pv?\pv_sjv/zhv
15   0x0000115e 0x0040115e 7   8    .text   ascii   hvKZhvn
16   0x00001171 0x00401171 8   9    .text   ascii   5hv-Jhv-
17   0x00001182 0x00401182 6   7    .text   ascii   jvZDhv
18   0x00001189 0x00401189 15  16   .text   ascii   zhv\t5hv+IhvI?pv
19   0x000011aa 0x004011aa 6   7    .text   ascii   hv<-hv
20   0x000011b2 0x004011b2 10  11   .text   ascii   jv5DhvBDhv
21   0x000011ee 0x004011ee 10  11   .text   ascii   hv~ZhvZFhv
22   0x0000120d 0x0040120d 7   8    .text   ascii   >hvkApv
23   0x00001256 0x00401256 6   7    .text   ascii   hv\aDhv
24   0x00001265 0x00401265 7   8    .text   ascii   Fhv\?hv
25   0x00001271 0x00401271 4   5    .text   ascii   \ehvu
26   0x0000127e 0x0040127e 7   8    .text   ascii   ivYBhv\a
27   0x000012a7 0x004012a7 6   7    .text   ascii   w Bhv>
28   0x000012ba 0x004012ba 4   5    .text   ascii   hvB,
29   0x000012cd 0x004012cd 4   5    .text   ascii   )jvH
30   0x000012d5 0x004012d5 4   5    .text   ascii   4hv`
31   0x000012ea 0x004012ea 10  11   .text   ascii   jv)YhvPIhv
32   0x000012f6 0x004012f6 10  11   .text   ascii   ivqShv"+jv
33   0x00001306 0x00401306 6   7    .text   ascii   iv#Rhv
34   0x0000131a 0x0040131a 9   11   .text   utf8    iv/wjvɇhv blocks=Basic Latin,Latin Extended-B
35   0x00001341 0x00401341 7   8    .text   ascii   >swY>sw
36   0x00001349 0x00401349 7   8    .text   ascii   >swBFsw
37   0x0000137d 0x0040137d 6   9    .text   utf8    ưu!αuw blocks=Latin Extended-B,Basic Latin,Greek and Coptic
38   0x00001387 0x00401387 4   6    .text   utf8    u|Űu blocks=Basic Latin,Latin Extended-A
39   0x000013b3 0x004013b3 6   8    .text   utf8    u*ӱub\ blocks=Basic Latin,Cyrillic
40   0x000013bb 0x004013bb 4   6    .text   utf8    uwou
41   0x0000146f 0x0040146f 4   6    .text   utf8    uuДu blocks=Basic Latin,Cyrillic
42   0x00001563 0x00401563 4   6    .text   utf8    w:Ŀw blocks=Basic Latin,Latin Extended-A
43   0x00001572 0x00401572 6   7    .text   ascii   5vAo6v
44   0x00001579 0x00401579 14  16   .text   utf8    ^2v;63vӆ5vYr3v blocks=Basic Latin,Cyrillic
45   0x000015d6 0x004015d6 4   5    .text   ascii   qswN
46   0x000015fa 0x004015fa 4   5    .text   ascii   3)6{
47   0x0000161a 0x0040161a 4   5    .text   ascii   3)6{
48   0x0000168a 0x0040168a 4   5    .text   ascii   L09n
49   0x00001697 0x00401697 6   8    .text   utf8    Ԛ<5IkQ blocks=Cyrillic Supplement,Basic Latin
50   0x000016f9 0x004016f9 5   6    .text   ascii   <5IkQ
51   0x000017ba 0x004017ba 4   5    .text   ascii   s1q4
52   0x00001849 0x00401849 5   6    .text   ascii   <5IkQ
53   0x00001881 0x00401881 5   7    .text   utf8    $%'%֗ blocks=Basic Latin,Hebrew
54   0x00002278 0x00402278 14  60   .text   utf32le \a\a\b\b\t\t\n\n\v\v\f\f\r\r
55   0x00002702 0x00402702 7   16   .text   utf16le \a@\a \a`\a
56   0x00002712 0x00402712 15  32   .text   utf16le \aP\a0\ap\a\b\aH\a(\ah\a
57   0x00002732 0x00402732 7   16   .text   utf16le \aX\a8\ax\a
58   0x00002742 0x00402742 7   16   .text   utf16le \aD\a$\ad\a
59   0x00002752 0x00402752 7   16   .text   utf16le \aT\a4\at\a
60   0x00002804 0x00402804 116 117  .text   ascii   \a\a\a\a\b\b\b\b\b\b\b\b\t\t\t\t\t\t\t\t\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r
61   0x00002958 0x00402958 32  33   .text   ascii   \e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e
62   0x000029ff 0x004029ff 17  18   .text   ascii   \a\b\b\t\t\n\n\v\v\f\f\f\f\r\r\r\r
63   0x00002ad8 0x00402ad8 31  32   .text   ascii   \e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e
64   0x00002b14 0x00402b14 4   20   .text   utf32le \a\b\n\f
65   0x00002b38 0x00402b38 8   36   .text   utf32le  (08@P`p
66   0x00002b98 0x00402b98 4   20   .text   utf32le  0@`
67   0x00002bed 0x00402bed 5   6    .text   ascii   0\aw,a
68   0x00002c4c 0x00402c4c 4   6    .text   utf8    (kdz
69   0x00002c69 0x00402c69 4   5    .text   ascii    n;^
70   0x00002cbb 0x00402cbb 4   6    .text   utf8    !#ĳV blocks=Basic Latin,Latin Extended-A
71   0x00002d1c 0x00402d1c 4   5    .text   ascii   -=m\b
72   0x00002d29 0x00402d29 6   7    .text   ascii   Qkkbal
73   0x00002d61 0x00402d61 4   6    .text   utf8    |ӌeL blocks=Basic Latin,Cyrillic
74   0x00002d9f 0x00402d9f 4   5    .text   ascii   3_L\n
75   0x00002df5 0x00402df5 4   6    .text   utf8    ұt9G blocks=Cyrillic,Basic Latin
76   0x00002e10 0x00402e10 4   5    .text   ascii   >jm\r
77   0x00002e15 0x00402e15 4   5    .text   ascii   Zjz\v
78   0x00002e37 0x00402e37 4   5    .text   ascii   i]Wb
79   0x00002e46 0x00402e46 4   5    .text   ascii   knv\e
80   0x00002e4d 0x00402e4d 4   6    .text   utf8    +ӉZz blocks=Basic Latin,Cyrillic
81   0x00002eee 0x00402eee 5   8    .text   utf8    c윣ju\n blocks=Basic Latin,Hangul Syllables
82   0x00002f77 0x00402f77 4   5    .text   ascii   9a&g
83   0x00002f80 0x00402f80 4   5    .text   ascii   MGiI
84   0x00002f85 0x00402f85 6   8    .text   utf8    wn>JjѮ blocks=Basic Latin,Cyrillic
