[Strings]
nth   paddr      vaddr      len  size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x00000100 0x00000100 4    5            ascii   Rich
2     0x00000218 0x00000218 5    6            ascii   .text
3     0x0000023f 0x0000023f 7    8            ascii   `.rdata
4     0x00000267 0x00000267 6    7            ascii   @.data
5     0x00000290 0x00000290 6    7            ascii   .gfids
6     0x000002b7 0x000002b7 6    7            ascii   @.rsrc
7     0x000002df 0x000002df 7    8            ascii   @.reloc
8     0x0000048c 0x0040108c 5    7    .text   utf8    Yù*AD blocks=Basic Latin,Latin-1 Supplement
9     0x000004a2 0x004010a2 5    7    .text   utf8    Yù0BD blocks=Basic Latin,Latin-1 Supplement
10    0x000004ea 0x004010ea 4    5    .text   ascii   t$rW
11    0x0000053e 0x0040113e 7    8    .text   ascii   D$(^VQP
12    0x0000059e 0x0040119e 5    6    .text   ascii   D$@\f\b
13    0x000005d3 0x004011d3 6    7    .text   ascii   D$\fPt\b
14    0x00000612 0x00401212 6    9    .text   utf8    E\b3ɉE܍ blocks=Basic Latin,Latin Extended-B,Syriac
15    0x00000675 0x00401275 4    5    .text   ascii   D$\fP
16    0x000006ba 0x004012ba 5    6    .text   ascii   }\f0tY
17    0x000006f2 0x004012f2 5    6    .text   ascii   t1h!0
18    0x00000705 0x00401305 6    7    .text   ascii   E \bt\eh
19    0x00000916 0x00401516 5    7    .text   utf8    Q3\t\f$
20    0x00000ae1 0x004016e1 4    5    .text   ascii   F\fSU
21    0x00000b7a 0x0040177a 4    5    .text   ascii   ^\b[^
22    0x00000b98 0x00401798 4    5    .text   ascii   F\fSU
23    0x00000bdb 0x004017db 4    5    .text   ascii   \ePt@
24    0x00000c3a 0x0040183a 4    5    .text   ascii   ^\b[^
25    0x00000c45 0x00401845 7    8    .text   ascii   ;A\bv\v+A
26    0x00000cea 0x004018ea 4    7    .text   utf8    3ۋω] blocks=Basic Latin,Arabic,Greek and Coptic
27    0x00000d1f 0x0040191f 4    5    .text   ascii   E\b9X
28    0x00000d82 0x00401982 4    5    .text   ascii   $SVW
29    0x00000da6 0x004019a6 4    5    .text   ascii   \at\a2
30    0x00000e0b 0x00401a0b 4    7    .text   utf8    uЋωE blocks=Basic Latin,Cyrillic,Greek and Coptic
31    0x00000e2a 0x00401a2a 5    6    .text   ascii   9RuJ+
32    0x00000ff0 0x00401bf0 4    8    .text   utf8    E܉Uˇ blocks=Basic Latin,Syriac,Spacing Modifier Letters
33    0x000010f6 0x00401cf6 4    5    .text   ascii   _^[d
34    0x0000110e 0x00401d0e 5    7    .text   utf8    3Ƀ|$\b blocks=Basic Latin,Latin Extended-B
35    0x0000111c 0x00401d1c 4    5    .text   ascii   8RuA
36    0x00001121 0x00401d21 6    7    .text   ascii   |$\b\ar:
37    0x00001157 0x00401d57 4    5    .text   ascii   \bv\a<
38    0x00001173 0x00401d73 5    8    .text   utf8    S3ۋIE blocks=Basic Latin,Arabic
39    0x000011b4 0x00401db4 4    6    .text   utf8    E܋u\b blocks=Basic Latin,Syriac
40    0x0000126d 0x00401e6d 5    7    .text   utf8    u%3\tE
41    0x00001317 0x00401f17 7    8    .text   ascii   ;A\bv\v+A
42    0x00001374 0x00401f74 4    5    .text   ascii   t$\bW
43    0x000013b2 0x00401fb2 14   15   .text   ascii   f90tCSj\Zj_[f9
44    0x000013f4 0x00401ff4 4    5    .text   ascii   f90u
45    0x000014c3 0x004020c3 4    6    .text   utf8    ωl$( blocks=Greek and Coptic,Basic Latin
46    0x000014d4 0x004020d4 5    7    .text   utf8    3ɉD$$ blocks=Basic Latin,Latin Extended-B
47    0x000015e1 0x004021e1 4    5    .text   ascii   +D$(
48    0x0000177c 0x0040237c 4    6    .text   utf8    D$8ƃ blocks=Basic Latin,Latin Extended-B
49    0x00001792 0x00402392 4    5    .text   ascii   D$0h
50    0x000019f4 0x004025f4 4    5    .text   ascii   D$XP
51    0x00001a01 0x00402601 4    5    .text   ascii   D$`P
52    0x00001a0b 0x0040260b 4    5    .text   ascii   D$0P
53    0x00001a10 0x00402610 4    5    .text   ascii   D$\P
54    0x00001a1c 0x0040261c 4    5    .text   ascii   D$4P
55    0x00001a21 0x00402621 4    5    .text   ascii   D$4P
56    0x00001a3f 0x0040263f 4    5    .text   ascii   j\bhp
57    0x00001a86 0x00402686 4    5    .text   ascii   ^][_
58    0x00001aae 0x004026ae 5    7    .text   utf8    ٍM$WS blocks=Arabic,Basic Latin
59    0x00001b07 0x00402707 6    8    .text   utf8    \bu=3ɍE blocks=Basic Latin,Latin Extended-B
60    0x00001b0f 0x0040270f 5    6    .text   ascii   QQQQP
61    0x00001e74 0x00402a74 5    8    .text   utf8    3ɋЉUL blocks=Basic Latin,Latin Extended-B,Cyrillic
62    0x00001e92 0x00402a92 4    5    .text   ascii   \rt4J
63    0x00001f2f 0x00402b2f 4    5    .text   ascii   t\n9N
64    0x00002001 0x00402c01 7    9    .text   utf8    uv3ɍ~ f blocks=Basic Latin,Latin Extended-B
65    0x00002029 0x00402c29 5    6    .text   ascii   UP@Y;
66    0x00002053 0x00402c53 4    5    .text   ascii   f9\au
67    0x00002092 0x00402c92 5    6    .text   ascii   ~\f+}X
68    0x000021ab 0x00402dab 4    5    .text   ascii   ~ h`
69    0x0000221e 0x00402e1e 4    6    .text   utf8    E\f3\v
70    0x0000243e 0x0040303e 4    5    .text   ascii   j\a_j
71    0x00002518 0x00403118 4    5    .text   ascii   _^[d
72    0x00002542 0x00403142 5    7    .text   utf8    ٍM(WS blocks=Arabic,Basic Latin
73    0x0000254d 0x0040314d 4    6    .text   utf8    3ɉMX blocks=Basic Latin,Latin Extended-B
74    0x00002626 0x00403226 5    6    .text   ascii   Pu[j{
75    0x000026a4 0x004032a4 4    5    .text   ascii   Mbj\a
76    0x00002723 0x00403323 4    5    .text   ascii   9u@r
77    0x000027bf 0x004033bf 4    5    .text   ascii   ELt(
