[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x00000188 0x00000188 5   6            ascii   .text
2     0x000001ae 0x000001ae 7   8            ascii   P`.data
3     0x000001d8 0x000001d8 6   7            ascii   .rdata
4     0x000001fe 0x000001fe 8   9            ascii   `@.pdata
5     0x00000226 0x00000226 8   9            ascii   0@.xdata
6     0x0000024e 0x0000024e 6   7            ascii   0@.bss
7     0x00000278 0x00000278 6   7            ascii   .edata
8     0x0000029e 0x0000029e 8   9            ascii   0@.idata
9     0x000002c8 0x000002c8 5   6            ascii   .rsrc
10    0x000002f0 0x000002f0 6   7            ascii   .reloc
5586  0x00050b11 0x00458911 4   6    .reloc  utf8    pS^ڷ blocks=Basic Latin,Arabic
5587  0x00050b95 0x00458995 5   6    .reloc  ascii   i`\v)d
5588  0x00050be3 0x004589e3 5   6    .reloc  ascii   &\f"k\b
5589  0x00050c0b 0x00458a0b 4   5    .reloc  ascii   ""o\a
5590  0x00050c2e 0x00458a2e 5   7    .reloc  utf8    ؚhWHl blocks=Arabic,Basic Latin
5591  0x00050c4d 0x00458a4d 4   5    .reloc  ascii   IXga
5592  0x00050c58 0x00458a58 4   5    .reloc  ascii   1r?\b
5593  0x00050c6a 0x00458a6a 4   5    .reloc  ascii   hH8t
5594  0x00050d2e 0x00458b2e 6   7    .reloc  ascii   9`<{F7
5595  0x00050de0 0x00458be0 5   6    .reloc  ascii   <s\e>4
5596  0x00050dec 0x00458bec 6   7    .reloc  ascii   =7`x/!
5597  0x00050e36 0x00458c36 4   5    .reloc  ascii   \t&&E
5598  0x00050e79 0x00458c79 4   5    .reloc  ascii   ^0|\n
5599  0x00050eaa 0x00458caa 4   7    .reloc  utf8    㹚\r;. blocks=CJK Unified Ideographs Extension A,Basic Latin
5600  0x00050f2b 0x00458d2b 5   6    .reloc  ascii   ~iA,B
5601  0x00050f54 0x00458d54 4   5    .reloc  ascii   ,wNM
5602  0x00050f8f 0x00458d8f 8   9    .reloc  ascii   v[O:l7@;
5603  0x00050f9c 0x00458d9c 4   6    .reloc  utf8    hUh)
5604  0x0005107a 0x00458e7a 4   6    .reloc  utf8    cN?+
5605  0x000510f6 0x00458ef6 5   8    .reloc  utf8    ۡ+Ɠ6+ blocks=Arabic,Basic Latin,Latin Extended-B
5606  0x0005112f 0x00458f2f 5   6    .reloc  ascii   ]=kfd
5607  0x000511bf 0x00458fbf 5   6    .reloc  ascii   GMWHc
5608  0x000511db 0x00458fdb 4   7    .reloc  utf8    Iһ$ޅ blocks=Basic Latin,Cyrillic,Thaana
5609  0x000511e5 0x00458fe5 5   7    .reloc  utf8    ϡkJB* blocks=Greek and Coptic,Basic Latin
5610  0x0005120b 0x0045900b 6   7    .reloc  ascii   Kshp~[
5611  0x00051243 0x00459043 4   5    .reloc  ascii   Y#M2
5612  0x0005126f 0x0045906f 4   5    .reloc  ascii   zxHW
5613  0x00051288 0x00459088 4   5    .reloc  ascii   6D%A
5614  0x00051298 0x00459098 5   7    .reloc  utf8    +bn3\r
5615  0x000512ea 0x004590ea 4   5    .reloc  ascii   O7Y1
5616  0x0005134c 0x0045914c 5   7    .reloc  utf8    π]\rW- blocks=Greek and Coptic,Basic Latin
5617  0x000513af 0x004591af 4   5    .reloc  ascii   tw8n
5618  0x00051400 0x00459200 4   6    .reloc  utf8    j3r\t
5619  0x00051409 0x00459209 4   6    .reloc  utf8    D˓\rq blocks=Basic Latin,Spacing Modifier Letters
5620  0x00051435 0x00459235 4   5    .reloc  ascii   b,VB
5621  0x000514df 0x004592df 5   6    .reloc  ascii   Q\erH=
5622  0x000514f7 0x004592f7 5   6    .reloc  ascii   o8Ak)
5623  0x00051517 0x00459317 5   6    .reloc  ascii   7}s'2
5624  0x0005152e 0x0045932e 10  12   .reloc  utf8    \au?kFԦ:k$t blocks=Basic Latin,Cyrillic Supplement
5625  0x00051594 0x00459394 4   5    .reloc  ascii   4G[%
5626  0x000515cb 0x004593cb 4   6    .reloc  utf8    M0֓| blocks=Basic Latin,Hebrew
5627  0x000515ea 0x004593ea 6   8    .reloc  utf8    *\n+,ɏ] blocks=Basic Latin,Latin Extended-B
5628  0x00051610 0x00459410 6   7    .reloc  ascii   OG5r\T
5629  0x0005164c 0x0045944c 5   7    .reloc  utf8     A:<˾ blocks=Basic Latin,Spacing Modifier Letters
5630  0x0005166a 0x0045946a 5   6    .reloc  ascii   Y2\tR8
5631  0x00051679 0x00459479 5   6    .reloc  ascii   ~~Fq\f
5632  0x000516ad 0x004594ad 5   6    .reloc  ascii   4*4T'
5633  0x000516e6 0x004594e6 4   5    .reloc  ascii   s7eT
5634  0x0005171b 0x0045951b 4   6    .reloc  utf8    ãDdU blocks=Latin-1 Supplement,Basic Latin
5635  0x00051753 0x00459553 4   5    .reloc  ascii   O#\rH
5636  0x00051790 0x00459590 4   7    .reloc  utf8    |7h blocks=Basic Latin,Private Use Area
5637  0x000517b0 0x004595b0 7   9    .reloc  utf8    \eIdLT!پ blocks=Basic Latin,Arabic
5638  0x000517c0 0x004595c0 4   5    .reloc  ascii   >,kw
5639  0x0005180b 0x0045960b 4   5    .reloc  ascii   ""pi
5640  0x00051857 0x00459657 5   8    .reloc  utf8    B1]5粍 blocks=Basic Latin,CJK Unified Ideographs
5641  0x0005191b 0x0045971b 5   6    .reloc  ascii   4=v1\v
5642  0x0005192d 0x0045972d 5   7    .reloc  utf8    öa>kh blocks=Latin-1 Supplement,Basic Latin
5643  0x00051956 0x00459756 4   7    .reloc  utf8    Ɠ}֒n blocks=Latin Extended-B,Basic Latin,Hebrew
5644  0x00051966 0x00459766 5   7    .reloc  utf8    ӿH\fV  blocks=Cyrillic,Basic Latin
5645  0x000519bf 0x004597bf 4   7    .reloc  utf8    Uܒ|Ɲ blocks=Basic Latin,Syriac,Latin Extended-B
5646  0x000519e0 0x004597e0 6   7    .reloc  ascii   8Zf\v45
5647  0x00051a0f 0x0045980f 7   8    .reloc  ascii   X[WB`[4
5648  0x00051a29 0x00459829 4   5    .reloc  ascii   zC\r:
5649  0x00051a33 0x00459833 4   5    .reloc  ascii   \e%\b\v
5650  0x00051a45 0x00459845 4   5    .reloc  ascii   h-jA
5651  0x00051a5a 0x0045985a 4   5    .reloc  ascii   Rra:
5652  0x00051aad 0x004598ad 5   6    .reloc  ascii   \k`Ur
5653  0x00051ac7 0x004598c7 6   7    .reloc  ascii   p\b$\aV>
5654  0x00051ae6 0x004598e6 4   5    .reloc  ascii   w\fs#
5655  0x00051b54 0x00459954 4   5    .reloc  ascii   Lx%-
5656  0x00051b95 0x00459995 6   8    .reloc  utf8     7oU˂t blocks=Basic Latin,Spacing Modifier Letters
5657  0x00051ba4 0x004599a4 4   5    .reloc  ascii   k0<$
5658  0x00051bdb 0x004599db 5   6    .reloc  ascii   6KtJU
5659  0x00051be2 0x004599e2 4   5    .reloc  ascii   ~(GD
5660  0x00051c01 0x00459a01 4   6    .reloc  utf8    M<ڟ& blocks=Basic Latin,Arabic
5661  0x00051c1a 0x00459a1a 6   7    .reloc  ascii   Z-hQ48
5662  0x00051c30 0x00459a30 4   5    .reloc  ascii   :H\v6
5663  0x00051c37 0x00459a37 4   5    .reloc  ascii   9oT,
5664  0x00051c50 0x00459a50 5   7    .reloc  utf8    aJ\$ٷ blocks=Basic Latin,Arabic
5665  0x00051c58 0x00459a58 4   5    .reloc  ascii   XMXo
5666  0x00051c6e 0x00459a6e 4   5    .reloc  ascii   kRRx
5667  0x00051ce0 0x00459ae0 6   7    .reloc  ascii   \vv8}\eo
5668  0x00051d60 0x00459b60 5   7    .reloc  utf8    ͋Mm}d blocks=Combining Diacritical Marks,Basic Latin
5669  0x00051de3 0x00459be3 4   7    .reloc  utf8    ũ:bܔ blocks=Latin Extended-A,Basic Latin,Syriac
5670  0x00051e10 0x00459c10 4   5    .reloc  ascii   Z2jp
5671  0x00051e36 0x00459c36 4   5    .reloc  ascii   mM\af
5672  0x00051e81 0x00459c81 4   5    .reloc  ascii   \f@5}
5673  0x00051eac 0x00459cac 6   8    .reloc  utf8    \b{+0VϢ blocks=Basic Latin,Greek and Coptic
5674  0x00051ecf 0x00459ccf 5   7    .reloc  utf8    ޜp#6H blocks=Thaana,Basic Latin
5675  0x00051f3d 0x00459d3d 6   7    .reloc  ascii   \"FFu\n
5676  0x00051f44 0x00459d44 4   5    .reloc  ascii   ^w-d
5677  0x00051f72 0x00459d72 6   7    .reloc  ascii   ]iw*wL
5678  0x00051f95 0x00459d95 5   6    .reloc  ascii   >?kgd
5679  0x00051fbc 0x00459dbc 4   5    .reloc  ascii   ,t?I
5680  0x0005201b 0x00459e1b 5   6    .reloc  ascii   ?t;cB
5681  0x00052021 0x00459e21 4   5    .reloc  ascii   \ei`-
5682  0x00052030 0x00459e30 4   5    .reloc  ascii   =C$V
5683  0x00052066 0x00459e66 5   7    .reloc  utf8    nĆqh] blocks=Basic Latin,Latin Extended-A
5684  0x0005206d 0x00459e6d 5   8    .reloc  utf8    u_Yh衤 blocks=Basic Latin,CJK Unified Ideographs
5685  0x0005211d 0x00459f1d 5   6    .reloc  ascii   Gf\bT1
5686  0x00052141 0x00459f41 5   6    .reloc  ascii   B%4av
5687  0x000521a5 0x00459fa5 6   7    .reloc  ascii   \t%BrL5
5688  0x000521df 0x00459fdf 6   7    .reloc  ascii   |LC{:4
5689  0x0005220e 0x0045a00e 8   10   .reloc  utf8    :"\t7`uȞo blocks=Basic Latin,Latin Extended-B
5690  0x0005222d 0x0045a02d 8   9    .reloc  ascii   8},\%b!%
5691  0x00052265 0x0045a065 4   5    .reloc  ascii   ~Uj6
5692  0x000522d1 0x0045a0d1 5   6    .reloc  ascii   \r&|]s
5693  0x000522e3 0x0045a0e3 6   7    .reloc  ascii   \ (7aW
5694  0x00052310 0x0045a110 5   6    .reloc  ascii   ^/,D@
5695  0x0005231b 0x0045a11b 4   6    .reloc  utf8    i?q־ blocks=Basic Latin,Hebrew
5696  0x00052372 0x0045a172 4   5    .reloc  ascii   \e<^f
5697  0x000523b2 0x0045a1b2 4   5    .reloc  ascii   \a0\n\t
5698  0x00052441 0x0045a241 4   6    .reloc  utf8    i$~ڢ blocks=Basic Latin,Arabic
5699  0x00052448 0x0045a248 4   5    .reloc  ascii   jfP!
5700  0x0005244d 0x0045a24d 4   5    .reloc  ascii   Js~\f
5701  0x00052499 0x0045a299 5   6    .reloc  ascii   Ac\4M
5702  0x000524b9 0x0045a2b9 5   7    .reloc  utf8    \f9\fڢ\a blocks=Basic Latin,Arabic
5703  0x000524d4 0x0045a2d4 4   5    .reloc  ascii   T7Z]
5704  0x00052547 0x0045a347 5   6    .reloc  ascii   BKO_(
5705  0x00052558 0x0045a358 5   6    .reloc  ascii   Z-}o>
5706  0x00052572 0x0045a372 4   5    .reloc  ascii   ALil
5707  0x000525a8 0x0045a3a8 4   5    .reloc  ascii   .qV)
5708  0x000525dd 0x0045a3dd 4   5    .reloc  ascii   )*|6
5709  0x000525ef 0x0045a3ef 6   7    .reloc  ascii   G"<\Fj
5710  0x00052604 0x0045a404 6   7    .reloc  ascii   $1Jf\rW
5711  0x00052619 0x0045a419 6   8    .reloc  utf8    ǈGu1Zk blocks=Latin Extended-B,Basic Latin
5712  0x0005262c 0x0045a42c 4   7    .reloc  utf8    㯾6\va blocks=CJK Unified Ideographs Extension A,Basic Latin
5713  0x00052687 0x0045a487 5   7    .reloc  utf8    C\fuŢ+ blocks=Basic Latin,Latin Extended-A
5714  0x00052696 0x0045a496 5   6    .reloc  ascii   "D;hh
5715  0x000526a9 0x0045a4a9 4   5    .reloc  ascii   P&}\r
5716  0x00052728 0x0045a528 4   6    .reloc  utf8     FcЄ blocks=Basic Latin,Cyrillic
5717  0x0005274d 0x0045a54d 4   5    .reloc  ascii   (~pE
5718  0x0005279b 0x0045a59b 4   5    .reloc  ascii   B)]7
5719  0x000527f1 0x0045a5f1 6   7    .reloc  ascii   Cy\n\tV%
5720  0x0005282e 0x0045a62e 4   5    .reloc  ascii   :DBw
5721  0x00052843 0x0045a643 5   6    .reloc  ascii   \/s@K
5722  0x00052865 0x0045a665 4   5    .reloc  ascii   L|*E
5723  0x00052891 0x0045a691 6   10   .reloc  utf8    ։Qߢ:ʮ9 blocks=Armenian,Basic Latin,NKo,IPA Extensions
5724  0x000528f3 0x0045a6f3 4   5    .reloc  ascii   4YD\t
5725  0x00052907 0x0045a707 5   7    .reloc  utf8    :uOߑ8 blocks=Basic Latin,NKo
5726  0x00052945 0x0045a745 4   5    .reloc  ascii   hoyK
5727  0x00052967 0x0045a767 5   7    .reloc  utf8    ?Ȝ_4z blocks=Basic Latin,Latin Extended-B
5728  0x00052a05 0x0045a805 7   8    .reloc  ascii   [Q@fk'6
5729  0x00052a0f 0x0045a80f 4   5    .reloc  ascii   @kc'
5730  0x00052a3f 0x0045a83f 5   6    .reloc  ascii   pLHe\b
5731  0x00052a45 0x0045a845 4   5    .reloc  ascii   %$bB
5732  0x00052aa8 0x0045a8a8 4   5    .reloc  ascii   +V@3
5733  0x00052ad4 0x0045a8d4 5   6    .reloc  ascii   \tC\n!h
5734  0x00052adf 0x0045a8df 5   6    .reloc  ascii   \vu7^\a
5735  0x00052b53 0x0045a953 5   6    .reloc  ascii   *;]JH
5736  0x00052b72 0x0045a972 4   6    .reloc  utf8    Fކ.\t blocks=Basic Latin,Thaana
5737  0x00052bbf 0x0045a9bf 7   8    .reloc  ascii   l> !+\|
5738  0x00052bde 0x0045a9de 4   7    .reloc  utf8    쓞4b@ blocks=Hangul Syllables,Basic Latin
5739  0x00052bf4 0x0045a9f4 4   5    .reloc  ascii   q%e\
5740  0x00052c43 0x0045aa43 6   10   .reloc  utf8    ra֕9墫O blocks=Basic Latin,Hebrew,CJK Unified Ideographs
5741  0x00052c64 0x0045aa64 4   5    .reloc  ascii   `\enf
5742  0x00052c71 0x0045aa71 4   5    .reloc  ascii   rnD$
5743  0x00052d72 0x0045ab72 4   6    .reloc  utf8    οRuD blocks=Greek and Coptic,Basic Latin
5744  0x00052dd4 0x0045abd4 4   7    .reloc  utf8    ȖN5' blocks=Latin Extended-B,Basic Latin
5745  0x00052e9e 0x0045ac9e 5   7    .reloc  utf8    ol\eζ, blocks=Basic Latin,Greek and Coptic
5746  0x00052eaa 0x0045acaa 4   5    .reloc  ascii   HiV`
5747  0x00052eb4 0x0045acb4 4   6    .reloc  utf8    #'ǰ1 blocks=Basic Latin,Latin Extended-B
5748  0x00052ee9 0x0045ace9 6   9    .reloc  utf8    dфU!v\n blocks=Basic Latin,Cyrillic
5749  0x00052f14 0x0045ad14 5   6    .reloc  ascii   -E{4G
5750  0x00052f53 0x0045ad53 4   5    .reloc  ascii   @qKl
5751  0x00052f68 0x0045ad68 4   5    .reloc  ascii   F3\e9
5752  0x00052f84 0x0045ad84 5   6    .reloc  ascii   V}(%\
5753  0x00052f8f 0x0045ad8f 5   6    .reloc  ascii   6.n=a
5754  0x00052faf 0x0045adaf 4   5    .reloc  ascii   bh6}
5755  0x00052fcf 0x0045adcf 6   7    .reloc  ascii   "Nvj=\f
5756  0x0005303e 0x0045ae3e 4   5    .reloc  ascii   7y?+
5757  0x0005304a 0x0045ae4a 4   5    .reloc  ascii   &yk7
5758  0x00053088 0x0045ae88 4   5    .reloc  ascii   ~YiX
5759  0x00053092 0x0045ae92 4   5    .reloc  ascii   >6;W
5760  0x000530d0 0x0045aed0 4   7    .reloc  utf8    ㇻ[8& blocks=Katakana Phonetic Extensions,Basic Latin
5761  0x000530ed 0x0045aeed 5   6    .reloc  ascii   vx\tLU
5762  0x000530fc 0x0045aefc 8   9    .reloc  ascii   L5aEf\n@T
5763  0x00053105 0x0045af05 6   7    .reloc  ascii   tMcigY
5764  0x000531cb 0x0045afcb 4   6    .reloc  utf8    ?ݕY\n blocks=Basic Latin,Arabic Supplement
5765  0x0005323f 0x0045b03f 4   5    .reloc  ascii   ;@0H
5766  0x00053257 0x0045b057 4   5    .reloc  ascii   h%hU
5767  0x0005328a 0x0045b08a 4   5    .reloc  ascii   *\n\b,
5768  0x00053291 0x0045b091 4   5    .reloc  ascii   6y%?
5769  0x000532cd 0x0045b0cd 4   5    .reloc  ascii   2v<L
5770  0x000532e8 0x0045b0e8 4   5    .reloc  ascii   'P~0
5771  0x00053317 0x0045b117 4   5    .reloc  ascii   d{@\f
5772  0x00053328 0x0045b128 5   6    .reloc  ascii   mr\tDk
5773  0x0005333c 0x0045b13c 4   6    .reloc  utf8    ۇm!F blocks=Arabic,Basic Latin
5774  0x000533a2 0x0045b1a2 4   6    .reloc  utf8    ;לNp blocks=Basic Latin,Hebrew
5775  0x0005341b 0x0045b21b 4   5    .reloc  ascii   *7#P
5776  0x00053420 0x0045b220 4   5    .reloc  ascii   K%"`
5777  0x0005349b 0x0045b29b 4   5    .reloc  ascii   $|\e:
5778  0x00053508 0x0045b308 4   6    .reloc  utf8    xEϋO blocks=Basic Latin,Greek and Coptic
5779  0x0005351e 0x0045b31e 7   9    .reloc  utf8    Q\bei0pć blocks=Basic Latin,Latin Extended-A
5780  0x0005352c 0x0045b32c 5   6    .reloc  ascii   =&<\]
5781  0x0005355f 0x0045b35f 6   7    .reloc  ascii   [}\rH$"
5782  0x00053582 0x0045b382 5   7    .reloc  utf8    \b2\f$Ԡ blocks=Basic Latin,Cyrillic Supplement
5783  0x000535a9 0x0045b3a9 6   7    .reloc  ascii   \a5kiU"
5784  0x000535cc 0x0045b3cc 7   10   .reloc  utf8    ߚYEhصp| blocks=NKo,Basic Latin,Arabic
5785  0x000535e1 0x0045b3e1 4   5    .reloc  ascii   UURn
5786  0x00053616 0x0045b416 5   7    .reloc  utf8    `4^7ћ blocks=Basic Latin,Cyrillic
5787  0x0005362d 0x0045b42d 4   5    .reloc  ascii   ]|QP
5788  0x00053634 0x0045b434 4   5    .reloc  ascii   %->D
5789  0x00053645 0x0045b445 7   9    .reloc  utf8    <-\fx\eĦ( blocks=Basic Latin,Latin Extended-A
5790  0x0005365e 0x0045b45e 10  12   .reloc  utf8    ģ~n/dJ97W, blocks=Latin Extended-A,Basic Latin
5791  0x0005367c 0x0045b47c 4   5    .reloc  ascii   Il*f
5792  0x000536cf 0x0045b4cf 11  14   .reloc  utf8    ĒM(\aC|ީj?Mb blocks=Latin Extended-A,Basic Latin,Thaana
5793  0x0005377a 0x0045b57a 4   5    .reloc  ascii   \X7w
5794  0x0005378e 0x0045b58e 5   7    .reloc  utf8    ºc\t;l blocks=Latin-1 Supplement,Basic Latin
5795  0x00053795 0x0045b595 4   5    .reloc  ascii   W@5&
5796  0x000537b1 0x0045b5b1 4   5    .reloc  ascii   A^[U
5797  0x000537d7 0x0045b5d7 4   6    .reloc  utf8     =Lػ blocks=Basic Latin,Arabic
5798  0x000537dd 0x0045b5dd 4   5    .reloc  ascii   y$U6
5799  0x0005380a 0x0045b60a 5   6    .reloc  ascii   [*"pw
5800  0x00053830 0x0045b630 8   9    .reloc  ascii   c(y'\f\tjb
5801  0x000538fa 0x0045b6fa 4   5    .reloc  ascii   k3I-
5802  0x00053963 0x0045b763 7   8    .reloc  ascii   0*0b\n;5
5803  0x00053989 0x0045b789 4   5    .reloc  ascii   D&n\e
5804  0x000539e5 0x0045b7e5 4   5    .reloc  ascii   l\vtV
5805  0x000539ea 0x0045b7ea 4   5    .reloc  ascii   aZqX
5806  0x00053a13 0x0045b813 5   6    .reloc  ascii   ==q.#
5807  0x00053a2b 0x0045b82b 12  13   .reloc  ascii   ECP7]^\r3%dQJ
5808  0x00053a83 0x0045b883 6   7    .reloc  ascii   iMH;:E
5809  0x00053a8b 0x0045b88b 4   5    .reloc  ascii   qLD7
5810  0x00053a91 0x0045b891 5   6    .reloc  ascii   \WSeh
5811  0x00053ac1 0x0045b8c1 4   5    .reloc  ascii   ,d_&
5812  0x00053ad7 0x0045b8d7 6   7    .reloc  ascii   }>tCd%
5813  0x00053b72 0x0045b972 7   9    .reloc  utf8    4\?Yiҝ# blocks=Basic Latin,Cyrillic
5814  0x00053bb2 0x0045b9b2 5   6    .reloc  ascii   ^@#QK
5815  0x00053c22 0x0045ba22 4   5    .reloc  ascii   <,)r
5816  0x00053cfb 0x0045bafb 4   5    .reloc  ascii   J\e(&
5817  0x00053d03 0x0045bb03 5   7    .reloc  utf8    /\bR ȵ blocks=Basic Latin,Latin Extended-B
5818  0x00053d1b 0x0045bb1b 5   6    .reloc  ascii   qd?)\b
5819  0x00053d2b 0x0045bb2b 5   6    .reloc  ascii   K],\eR
5820  0x00053d82 0x0045bb82 6   7    .reloc  ascii   T<E*+_
5821  0x00053d93 0x0045bb93 4   5    .reloc  ascii   E/rz
5822  0x00053da7 0x0045bba7 6   7    .reloc  ascii   &`)g#f
5823  0x00053de0 0x0045bbe0 5   6    .reloc  ascii   14UGn
5824  0x00053def 0x0045bbef 6   7    .reloc  ascii   }]4/f\b
5825  0x00053dfe 0x0045bbfe 4   6    .reloc  utf8    ¸FSG blocks=Latin-1 Supplement,Basic Latin
5826  0x00053e30 0x0045bc30 7   8    .reloc  ascii   ;(d>V+<
5827  0x00053e84 0x0045bc84 4   6    .reloc  utf8    Qt?ܹ blocks=Basic Latin,Syriac
5828  0x00053e9c 0x0045bc9c 4   7    .reloc  utf8    ][vF
5829  0x00053ec8 0x0045bcc8 4   5    .reloc  ascii   L!3]
5830  0x00053ed1 0x0045bcd1 4   5    .reloc  ascii   9&n<
5831  0x00053edf 0x0045bcdf 5   7    .reloc  utf8    ػMLm& blocks=Arabic,Basic Latin
5832  0x00053f0e 0x0045bd0e 4   6    .reloc  utf8    è"(P blocks=Latin-1 Supplement,Basic Latin
5833  0x00053f46 0x0045bd46 5   7    .reloc  utf8    iބjJw blocks=Basic Latin,Thaana
5834  0x00053f6e 0x0045bd6e 4   6    .reloc  utf8    ʕ|\a1 blocks=IPA Extensions,Basic Latin
5835  0x00053f79 0x0045bd79 4   5    .reloc  ascii   }P"2
5836  0x00053f90 0x0045bd90 4   6    .reloc  utf8    _l6ُ blocks=Basic Latin,Arabic
5837  0x00053fad 0x0045bdad 4   6    .reloc  utf8    Q\tb\v
5838  0x00053fb3 0x0045bdb3 4   5    .reloc  ascii   2`|\a
5839  0x00053fd1 0x0045bdd1 4   5    .reloc  ascii   xe=Z
5840  0x0005400e 0x0045be0e 4   5    .reloc  ascii   xHO2
5841  0x0005402e 0x0045be2e 4   6    .reloc  utf8    ʱbT} blocks=Spacing Modifier Letters,Basic Latin
5842  0x00054061 0x0045be61 6   8    .reloc  utf8    xݧlZ6] blocks=Basic Latin,Arabic Supplement
5843  0x0005408e 0x0045be8e 5   7    .reloc  utf8    jTd?\v
5844  0x000540a6 0x0045bea6 6   10   .reloc  utf8    ϹϯϋrD] blocks=Greek and Coptic,Basic Latin
5845  0x000540d2 0x0045bed2 4   7    .reloc  utf8    ̸LH՚ blocks=Combining Diacritical Marks,Basic Latin,Armenian
5846  0x00054142 0x0045bf42 4   5    .reloc  ascii   h@'1
5847  0x00054161 0x0045bf61 5   6    .reloc  ascii   =|\&Z
5848  0x000541a7 0x0045bfa7 8   9    .reloc  ascii   (j*q[pw)
5849  0x000541cb 0x0045bfcb 5   6    .reloc  ascii   'lbY{
5850  0x0005422e 0x0045c02e 5   6    .reloc  ascii   D'E.m
5851  0x00054283 0x0045c083 5   6    .reloc  ascii   !G15~
5852  0x000542ac 0x0045c0ac 5   7    .reloc  utf8    Ӟd\f$5 blocks=Cyrillic,Basic Latin
5853  0x000542b3 0x0045c0b3 5   7    .reloc  utf8    P\vٙ!k blocks=Basic Latin,Arabic
5854  0x000542c8 0x0045c0c8 4   5    .reloc  ascii   Ci:S
5855  0x00054382 0x0045c182 6   7    .reloc  ascii   o2|1*\f
5856  0x000543bf 0x0045c1bf 5   6    .reloc  ascii   <xyP2
5857  0x000543c8 0x0045c1c8 4   9    .reloc  utf8    ĸĦġĜ blocks=Latin Extended-A
5858  0x00054412 0x0045c212 6   8    .reloc  utf8    í\/RK, blocks=Latin-1 Supplement,Basic Latin
5859  0x0005441d 0x0045c21d 6   7    .reloc  ascii   9firbB
5860  0x0005452e 0x0045c32e 5   6    .reloc  ascii   \t`]mF
5861  0x00054561 0x0045c361 5   6    .reloc  ascii   3}I'2
5862  0x00054592 0x0045c392 5   6    .reloc  ascii   {'(wC
5863  0x000545ac 0x0045c3ac 4   5    .reloc  ascii   o"(_
5864  0x000545dd 0x0045c3dd 4   5    .reloc  ascii   H\r\v7
5865  0x000546e2 0x0045c4e2 6   7    .reloc  ascii   F0!!@ 
5866  0x00054781 0x0045c581 4   5    .reloc  ascii   \no\e{
5867  0x0005482a 0x0045c62a 4   8    .reloc  utf8    ˳˨˕c blocks=Spacing Modifier Letters,Basic Latin
5868  0x00054848 0x0045c648 6   7    .reloc  ascii   D?+X\a<
5869  0x00054890 0x0045c690 4   5    .reloc  ascii   UQ>f
5870  0x000548b9 0x0045c6b9 4   6    .reloc  utf8    hנ\vx blocks=Basic Latin,Hebrew
5871  0x000548cb 0x0045c6cb 4   5    .reloc  ascii   Hh<O
5872  0x00054941 0x0045c741 4   5    .reloc  ascii   ?f\v(
5873  0x000549cb 0x0045c7cb 4   5    .reloc  ascii   _-bY
5874  0x000549d4 0x0045c7d4 6   7    .reloc  ascii   t3\o?F
5875  0x000549e4 0x0045c7e4 7   8    .reloc  ascii   g]>\fQb]
5876  0x00054a2c 0x0045c82c 7   8    .reloc  ascii   gnGhE&m
5877  0x00054a39 0x0045c839 4   6    .reloc  utf8    ȫyE] blocks=Latin Extended-B,Basic Latin
5878  0x00054ab0 0x0045c8b0 5   7    .reloc  utf8    !aע\b` blocks=Basic Latin,Hebrew
5879  0x00054ac8 0x0045c8c8 4   5    .reloc  ascii   G#> 
5880  0x00054ad4 0x0045c8d4 4   6    .reloc  utf8    @`܌h blocks=Basic Latin,Syriac
5881  0x00054ae4 0x0045c8e4 5   6    .reloc  ascii   +;NW\e
5882  0x00054b10 0x0045c910 4   5    .reloc  ascii   !Ol!
5883  0x00054b6f 0x0045c96f 4   5    .reloc  ascii   k~<3
5884  0x00054b79 0x0045c979 4   5    .reloc  ascii   ^^(4
5885  0x00054b95 0x0045c995 5   7    .reloc  utf8    Jel$ٸ blocks=Basic Latin,Arabic
5886  0x00054bab 0x0045c9ab 4   6    .reloc  utf8     Ͱ\t\r blocks=Basic Latin,Greek and Coptic
5887  0x00054c30 0x0045ca30 4   5    .reloc  ascii   j7u)
5888  0x00054c64 0x0045ca64 4   5    .reloc  ascii   bR,k
5889  0x00054c83 0x0045ca83 4   7    .reloc  utf8    LʔɎO blocks=Basic Latin,IPA Extensions,Latin Extended-B
5890  0x00054ce7 0x0045cae7 4   6    .reloc  utf8    P˰}V blocks=Basic Latin,Spacing Modifier Letters
5891  0x00054d09 0x0045cb09 5   7    .reloc  utf8    s\bΈ/? blocks=Basic Latin,Greek and Coptic
5892  0x00054d42 0x0045cb42 5   7    .reloc  utf8    he'Wҽ blocks=Basic Latin,Cyrillic
5893  0x00054da0 0x0045cba0 4   7    .reloc  utf8    Pї(ؘ blocks=Basic Latin,Cyrillic,Arabic
5894  0x00054dfa 0x0045cbfa 9   15   .reloc  utf8    ȹȢȕLuM{Ǫǝ blocks=Latin Extended-B,Basic Latin
5895  0x00054e34 0x0045cc34 5   6    .reloc  ascii   b\eHs\e
5896  0x00054e52 0x0045cc52 5   7    .reloc  utf8    ϣ{#\f\ blocks=Greek and Coptic,Basic Latin
5897  0x00054e7b 0x0045cc7b 4   5    .reloc  ascii   ?>\v~
5898  0x00054ed1 0x0045ccd1 4   5    .reloc  ascii   &,TF
