Metadata Signature: 0x64c 0x10001424a5342 12
.NET Version: v4.0.30319
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 4e8
Stream name: #~ 4
DirectoryAddress: 554 Size: 714
Stream name: #Strings 12
DirectoryAddress: c68 Size: 1a8
Stream name: #US 4
DirectoryAddress: e10 Size: 10
Stream name: #GUID 8
DirectoryAddress: e20 Size: 1b4
Stream name: #Blob 8
[Strings]
nth paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0   0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1   0x00000178 0x00000178 5   6            ascii   .text
2   0x0000019f 0x0000019f 6   7            ascii   `.rsrc
3   0x000001c7 0x000001c7 7   8            ascii   @.reloc
4   0x00000261 0x00402061 4   5    .text   ascii   ,\r(\b
5   0x00000275 0x00402075 4   5    .text   ascii   ,\r(\n
6   0x00000289 0x00402089 4   5    .text   ascii   ,\r(\f
7   0x0000029d 0x0040209d 4   5    .text   ascii   ,\r(\r
8   0x00000350 0x00402150 5   6    .text   ascii   \n\r\b\to
9   0x00000364 0x00402164 4   5    .text   ascii   \n\to\e
10  0x000003d7 0x004021d7 5   6    .text   ascii   \n-\e(!
11  0x000003eb 0x004021eb 4   5    .text   ascii   \n,\a\a
12  0x000004c0 0x004022c0 5   6    .text   ascii   \n\v\ao2
13  0x000004d2 0x004022d2 5   6    .text   ascii   \n\f\br\t
14  0x000004e8 0x004022e8 5   6    .text   ascii   \n\r\tr#
15  0x000004f4 0x004022f4 6   7    .text   ascii   \n,!\brO
16  0x00000515 0x00402315 6   7    .text   ascii   \n-)\trk
17  0x0000064a 0x0040244a 6   7    .text   ascii   \n*BSJB
18  0x0000065c 0x0040245c 10  11   .text   ascii   v4.0.30319
19  0x00000680 0x00402480 8   9    .text   ascii   #Strings
20  0x000006a0 0x004024a0 5   6    .text   ascii   #GUID
21  0x000006b0 0x004024b0 5   6    .text   ascii   #Blob
22  0x000006e4 0x004024e4 4   20   .text   utf32le \b@\v\b
23  0x000009e8 0x004027e8 15  32   .text   utf16le vÉ×!Áѐ{±ї!Áѝ!Éѥ blocks=Basic Latin,Latin-1 Supplement,Cyrillic
24  0x00000ba1 0x004029a1 8   9    .text   ascii   <Module>
25  0x00000baa 0x004029aa 16  17   .text   ascii   mylmtnewfile.exe
26  0x00000bbb 0x004029bb 7   8    .text   ascii   Program
27  0x00000bc3 0x004029c3 4   5    .text   ascii   Stub
28  0x00000bc8 0x004029c8 6   7    .text   ascii   Runner
29  0x00000bcf 0x004029cf 7   8    .text   ascii   RunTime
30  0x00000bd7 0x004029d7 4   5    .text   ascii   Anti
31  0x00000bdc 0x004029dc 5   6    .text   ascii   Antis
32  0x00000be2 0x004029e2 8   9    .text   ascii   mscorlib
33  0x00000beb 0x004029eb 6   7    .text   ascii   System
34  0x00000bf2 0x004029f2 6   7    .text   ascii   Object
35  0x00000bf9 0x004029f9 5   6    .text   ascii   delay
36  0x00000bff 0x004029ff 9   10   .text   ascii   delayTime
37  0x00000c09 0x00402a09 6   7    .text   ascii   antiVM
38  0x00000c10 0x00402a10 11  12   .text   ascii   antiSandbox
39  0x00000c1c 0x00402a1c 9   10   .text   ascii   antiDebug
40  0x00000c26 0x00402a26 12  13   .text   ascii   antiEmulator
41  0x00000c33 0x00402a33 17  18   .text   ascii   enablePersistence
42  0x00000c45 0x00402a45 15  16   .text   ascii   enableFakeError
43  0x00000c55 0x00402a55 4   5    .text   ascii   Main
44  0x00000c5a 0x00402a5a 15  16   .text   ascii   DownloadPayload
45  0x00000c6a 0x00402a6a 12  13   .text   ascii   RunOnStartup
46  0x00000c77 0x00402a77 5   6    .text   ascii   .ctor
47  0x00000c7d 0x00402a7d 7   8    .text   ascii   Execute
48  0x00000c85 0x00402a85 20  21   .text   ascii   DetectVirtualMachine
49  0x00000c9a 0x00402a9a 15  16   .text   ascii   GetModuleHandle
50  0x00000caa 0x00402aaa 15  16   .text   ascii   DetectSandboxie
51  0x00000cba 0x00402aba 26  27   .text   ascii   CheckRemoteDebuggerPresent
52  0x00000cd5 0x00402ad5 14  15   .text   ascii   DetectDebugger
53  0x00000ce4 0x00402ae4 13  14   .text   ascii   CheckEmulator
54  0x00000cf6 0x00402af6 7   8    .text   ascii   regName
55  0x00000cfe 0x00402afe 7   8    .text   ascii   AppPath
56  0x00000d06 0x00402b06 4   5    .text   ascii   Hide
57  0x00000d0b 0x00402b0b 4   5    .text   ascii   path
58  0x00000d10 0x00402b10 12  13   .text   ascii   lpModuleName
59  0x00000d1d 0x00402b1d 8   9    .text   ascii   hProcess
60  0x00000d26 0x00402b26 17  18   .text   ascii   isDebuggerPresent
61  0x00000d38 0x00402b38 17  18   .text   ascii   System.Reflection
62  0x00000d4a 0x00402b4a 22  23   .text   ascii   AssemblyTitleAttribute
63  0x00000d61 0x00402b61 28  29   .text   ascii   AssemblyDescriptionAttribute
64  0x00000d7e 0x00402b7e 24  25   .text   ascii   AssemblyCompanyAttribute
65  0x00000d97 0x00402b97 24  25   .text   ascii   AssemblyProductAttribute
66  0x00000db0 0x00402bb0 26  27   .text   ascii   AssemblyCopyrightAttribute
67  0x00000dcb 0x00402bcb 26  27   .text   ascii   AssemblyTrademarkAttribute
68  0x00000de6 0x00402be6 28  29   .text   ascii   AssemblyFileVersionAttribute
69  0x00000e03 0x00402c03 24  25   .text   ascii   AssemblyVersionAttribute
70  0x00000e1c 0x00402c1c 30  31   .text   ascii   System.Runtime.InteropServices
71  0x00000e3b 0x00402c3b 19  20   .text   ascii   ComVisibleAttribute
72  0x00000e4f 0x00402c4f 13  14   .text   ascii   GuidAttribute
73  0x00000e5d 0x00402c5d 31  32   .text   ascii   System.Runtime.CompilerServices
74  0x00000e7d 0x00402c7d 31  32   .text   ascii   CompilationRelaxationsAttribute
75  0x00000e9d 0x00402c9d 29  30   .text   ascii   RuntimeCompatibilityAttribute
76  0x00000ebb 0x00402cbb 12  13   .text   ascii   mylmtnewfile
