[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1193 0x0001808a 0x00418c8a 22  23   .rdata  ascii   WaitForMultipleObjects
1194 0x000180a4 0x00418ca4 17  18   .rdata  ascii   SetThreadPriority
1195 0x000180b8 0x00418cb8 8   9    .rdata  ascii   lstrlenA
1196 0x000180c4 0x00418cc4 9   10   .rdata  ascii   FindClose
1197 0x000180d0 0x00418cd0 16  17   .rdata  ascii   GetModuleHandleA
1198 0x000180e4 0x00418ce4 5   6    .rdata  ascii   Sleep
1199 0x000180ec 0x00418cec 8   9    .rdata  ascii   lstrcatW
1200 0x000180f8 0x00418cf8 12  13   .rdata  ascii   CreateThread
1201 0x00018108 0x00418d08 9   10   .rdata  ascii   HeapAlloc
1202 0x00018114 0x00418d14 20  21   .rdata  ascii   SetVolumeMountPointW
1203 0x0001812c 0x00418d2c 14  15   .rdata  ascii   GetProcAddress
1204 0x0001813e 0x00418d3e 15  16   .rdata  ascii   FindVolumeClose
1205 0x00018150 0x00418d50 14  15   .rdata  ascii   GetProcessHeap
1206 0x00018162 0x00418d62 32  33   .rdata  ascii   GetVolumePathNamesForVolumeNameW
1207 0x00018186 0x00418d86 8   9    .rdata  ascii   lstrcpyW
1208 0x00018192 0x00418d92 15  16   .rdata  ascii   FindNextVolumeW
1209 0x000181a4 0x00418da4 9   10   .rdata  ascii   lstrcmpiW
1210 0x000181b0 0x00418db0 12  13   .rdata  ascii   GetTickCount
1211 0x000181c0 0x00418dc0 8   9    .rdata  ascii   lstrcmpW
1212 0x000181cc 0x00418dcc 9   10   .rdata  ascii   MoveFileW
1213 0x000181d8 0x00418dd8 13  14   .rdata  ascii   GetDriveTypeW
1214 0x000181e8 0x00418de8 20  21   .rdata  ascii   EnterCriticalSection
1215 0x00018200 0x00418e00 16  17   .rdata  ascii   ReleaseSemaphore
1216 0x00018214 0x00418e14 20  21   .rdata  ascii   LeaveCriticalSection
1217 0x0001822c 0x00418e2c 25  26   .rdata  ascii   InitializeCriticalSection
1218 0x00018248 0x00418e48 21  22   .rdata  ascii   DeleteCriticalSection
1219 0x00018260 0x00418e60 16  17   .rdata  ascii   CreateSemaphoreW
1220 0x00018272 0x00418e72 12  13   .rdata  ascii   KERNEL32.dll
1221 0x00018282 0x00418e82 9   10   .rdata  ascii   wsprintfW
1222 0x0001828e 0x00418e8e 9   10   .rdata  ascii   wsprintfA
1223 0x00018298 0x00418e98 10  11   .rdata  ascii   USER32.dll
1224 0x000182a6 0x00418ea6 19  20   .rdata  ascii   CryptReleaseContext
1225 0x000182bc 0x00418ebc 14  15   .rdata  ascii   CryptGenRandom
1226 0x000182ce 0x00418ece 20  21   .rdata  ascii   CryptAcquireContextA
1227 0x000182e4 0x00418ee4 12  13   .rdata  ascii   ADVAPI32.dll
1228 0x000182f4 0x00418ef4 16  17   .rdata  ascii   CoCreateInstance
1229 0x00018308 0x00418f08 17  18   .rdata  ascii   CoSetProxyBlanket
1230 0x0001831a 0x00418f1a 9   10   .rdata  ascii   ole32.dll
1231 0x00018324 0x00418f24 12  13   .rdata  ascii   OLEAUT32.dll
1232 0x00018334 0x00418f34 24  25   .rdata  ascii   UnhandledExceptionFilter
1233 0x00018350 0x00418f50 27  28   .rdata  ascii   SetUnhandledExceptionFilter
1234 0x0001836e 0x00418f6e 25  26   .rdata  ascii   IsProcessorFeaturePresent
1235 0x0001838a 0x00418f8a 23  24   .rdata  ascii   QueryPerformanceCounter
1236 0x000183a4 0x00418fa4 18  19   .rdata  ascii   GetCurrentThreadId
1237 0x000183ba 0x00418fba 23  24   .rdata  ascii   GetSystemTimeAsFileTime
1238 0x000183d4 0x00418fd4 19  20   .rdata  ascii   InitializeSListHead
1239 0x000183ea 0x00418fea 17  18   .rdata  ascii   IsDebuggerPresent
1240 0x000183fe 0x00418ffe 15  16   .rdata  ascii   GetStartupInfoW
1241 0x00018410 0x00419010 16  17   .rdata  ascii   GetModuleHandleW
1242 0x00018424 0x00419024 9   10   .rdata  ascii   RtlUnwind
1243 0x00018430 0x00419030 12  13   .rdata  ascii   GetLastError
1244 0x00018440 0x00419040 12  13   .rdata  ascii   SetLastError
1245 0x00018450 0x00419050 37  38   .rdata  ascii   InitializeCriticalSectionAndSpinCount
1246 0x00018478 0x00419078 8   9    .rdata  ascii   TlsAlloc
1247 0x00018484 0x00419084 11  12   .rdata  ascii   TlsGetValue
1248 0x00018492 0x00419092 11  12   .rdata  ascii   TlsSetValue
1249 0x000184a0 0x004190a0 7   8    .rdata  ascii   TlsFree
1250 0x000184aa 0x004190aa 11  12   .rdata  ascii   FreeLibrary
1251 0x000184b8 0x004190b8 14  15   .rdata  ascii   LoadLibraryExW
1252 0x000184ca 0x004190ca 14  15   .rdata  ascii   RaiseException
1253 0x000184dc 0x004190dc 12  13   .rdata  ascii   GetStdHandle
1254 0x000184ec 0x004190ec 18  19   .rdata  ascii   GetModuleFileNameW
1255 0x00018502 0x00419102 11  12   .rdata  ascii   ExitProcess
1256 0x00018510 0x00419110 18  19   .rdata  ascii   GetModuleHandleExW
1257 0x00018526 0x00419126 16  17   .rdata  ascii   FindFirstFileExW
1258 0x0001853a 0x0041913a 15  16   .rdata  ascii   IsValidCodePage
1259 0x0001854c 0x0041914c 6   7    .rdata  ascii   GetACP
1260 0x00018556 0x00419156 8   9    .rdata  ascii   GetOEMCP
1261 0x00018562 0x00419162 9   10   .rdata  ascii   GetCPInfo
1262 0x0001856e 0x0041916e 15  16   .rdata  ascii   GetCommandLineA
1263 0x00018580 0x00419180 15  16   .rdata  ascii   GetCommandLineW
1264 0x00018592 0x00419192 19  20   .rdata  ascii   MultiByteToWideChar
1265 0x000185a8 0x004191a8 19  20   .rdata  ascii   WideCharToMultiByte
1266 0x000185be 0x004191be 22  23   .rdata  ascii   GetEnvironmentStringsW
1267 0x000185d8 0x004191d8 23  24   .rdata  ascii   FreeEnvironmentStringsW
1268 0x000185f2 0x004191f2 12  13   .rdata  ascii   SetStdHandle
1269 0x00018602 0x00419202 11  12   .rdata  ascii   GetFileType
1270 0x00018610 0x00419210 14  15   .rdata  ascii   GetStringTypeW
1271 0x00018622 0x00419222 12  13   .rdata  ascii   LCMapStringW
1272 0x00018632 0x00419232 8   9    .rdata  ascii   HeapSize
1273 0x0001863e 0x0041923e 11  12   .rdata  ascii   HeapReAlloc
1274 0x0001864c 0x0041924c 16  17   .rdata  ascii   FlushFileBuffers
1275 0x00018660 0x00419260 12  13   .rdata  ascii   GetConsoleCP
1276 0x00018670 0x00419270 14  15   .rdata  ascii   GetConsoleMode
1277 0x00018682 0x00419282 13  14   .rdata  ascii   WriteConsoleW
1278 0x00018692 0x00419292 13  14   .rdata  ascii   DecodePointer
1279 0x000189a2 0x0041a1a2 26  27   .data   ascii                             
1280 0x00018a82 0x0041a282 26  27   .data   ascii   abcdefghijklmnopqrstuvwxyz
1281 0x00018aa2 0x0041a2a2 26  27   .data   ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZ
1282 0x00018baa 0x0041a3aa 26  27   .data   ascii                             
1283 0x00018c91 0x0041a491 26  27   .data   ascii   abcdefghijklmnopqrstuvwxyz
1284 0x00018cb1 0x0041a4b1 26  27   .data   ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZ
1285 0x0001909e 0x0041a89e 15  16   .data   ascii   W3CRYPTO LOCKER
1286 0x000190b8 0x0041a8b8 842 843  .data   ascii   Attention! \r\n\r\nAll your files, documents, photos, databases and other important files are encrypted\r\n\r\nThe only method of recovering files is to purchase an unique decryptor. Only we can give you this decryptor and only we can recover your files.\r\n\r\n\r\nThe server with your decryptor is in a closed network TOR. You can get there by the following ways:\r\n\r\n----------------------------------------------------------------------------------------\r\n\r\n1. Download Tor browser - https://www.torproject.org/ \r\n2. Install Tor browser \r\n3. Open Tor Browser \r\n4. Open link in TOR browser: http://mmeeiix2ejdwkmseycljetmpiwebdvgjts75c63camjofn2cjdoulzqd.onion/?101%s \r\n5. and open ticket \r\n\r\n----------------------------------------------------------------------------------------\r\n\r\n\r\n\r\n\r\nAlternate communication channel here: https://yip.su/2QstD5\r\n\r\n
1287 0x00019404 0x0041ac04 16  17   .data   ascii   expand 32-byte k
1288 0x00019608 0x0041c008 4   5    .reloc  ascii   \n0t4
1289 0x0001960d 0x0041c00d 5   6    .reloc  ascii   4$5k5
1290 0x0001961d 0x0041c01d 5   6    .reloc  ascii   617x7
1291 0x0001962f 0x0041c02f 7   8    .reloc  ascii   <\b=B=w=
1292 0x0001964f 0x0041c04f 11  12   .reloc  ascii   626T6f6u6~6
1293 0x00019663 0x0041c063 9   10   .reloc  ascii   6\b707N7c7
1294 0x00019671 0x0041c071 7   8    .reloc  ascii   8,8^8w8
1295 0x00019683 0x0041c083 5   6    .reloc  ascii   :\e:-:
1296 0x0001968d 0x0041c08d 5   6    .reloc  ascii   :i;n;
1297 0x000196a5 0x0041c0a5 15  16   .reloc  ascii   =\a=!='=A=G=a=g=
1298 0x000196c3 0x0041c0c3 5   6    .reloc  ascii   >$>[>
1299 0x000196cf 0x0041c0cf 15  16   .reloc  ascii   >\v?.?A?G?M?V?`?
1300 0x000196e8 0x0041c0e8 4   5    .reloc  ascii   Z2J<
1301 0x000196fb 0x0041c0fb 15  16   .reloc  ascii   4*868=8P8c8p8|8
1302 0x00019725 0x0041c125 15  16   .reloc  ascii   9*949@9L9^9n9z9
1303 0x0001974f 0x0041c14f 13  14   .reloc  ascii   :&:1:C:R:^:m:
1304 0x00019765 0x0041c165 23  24   .reloc  ascii   ;";*;2;:;B;J;R;];h;s;~;
1305 0x00019793 0x0041c193 5   6    .reloc  ascii   <b<~<
1306 0x000197a3 0x0041c1a3 11  12   .reloc  ascii   <\e= =&=?=b=
1307 0x000197c1 0x0041c1c1 15  16   .reloc  ascii   >">(>:>B>H>n>x>
1308 0x000197db 0x0041c1db 7   8    .reloc  ascii   ?^?t?~?
1309 0x000197f5 0x0041c1f5 5   6    .reloc  ascii   0\a0\r0
1310 0x000197fd 0x0041c1fd 19  20   .reloc  ascii   0)0/090B0Q0V0d0k0q0
1311 0x0001981b 0x0041c21b 7   8    .reloc  ascii   1=1W1f1
1312 0x0001982d 0x0041c22d 5   6    .reloc  ascii   2\r232
1313 0x0001983b 0x0041c23b 9   10   .reloc  ascii   3+343`3g3
1314 0x00019861 0x0041c261 17  18   .reloc  ascii   4\e4%4+4D4X4]4c4j4
1315 0x00019881 0x0041c281 5   6    .reloc  ascii   5^5l5
1316 0x00019891 0x0041c291 9   10   .reloc  ascii   6@6G6f6s6
1317 0x000198b7 0x0041c2b7 19  20   .reloc  ascii   7\a7 74797?7F7b7w7}7
1318 0x000198d3 0x0041c2d3 25  26   .reloc  ascii   8%8+80868;8F8K8R8\8b8l8r8
1319 0x0001990b 0x0041c30b 11  12   .reloc  ascii   9/9E9N9Y9`9
1320 0x0001993f 0x0041c33f 11  12   .reloc  ascii   :\e:+:;:K:T:
1321 0x0001994d 0x0041c34d 11  12   .reloc  ascii   :';R;g;l;q;
1322 0x00019963 0x0041c363 5   6    .reloc  ascii   <+=^=
1323 0x00019991 0x0041c391 7   8    .reloc  ascii   ?'?4?J?
1324 0x000199b7 0x0041c3b7 5   6    .reloc  ascii   1J1h1
1325 0x000199c5 0x0041c3c5 11  12   .reloc  ascii   2,2@2E2X2q2
1326 0x000199e7 0x0041c3e7 11  12   .reloc  ascii   4>4G4P4^4g4
1327 0x00019a11 0x0041c411 11  12   .reloc  ascii   9!9>:E:k:p:
1328 0x00019a29 0x0041c429 7   8    .reloc  ascii   ;G;[;w;
1329 0x00019a3d 0x0041c43d 13  14   .reloc  ascii   ;\r<\e<"<(<L<U<
1330 0x00019a4d 0x0041c44d 7   8    .reloc  ascii   <6=S=_=
1331 0x00019a61 0x0041c461 11  12   .reloc  ascii   >#>K>f>k>p>
1332 0x00019a87 0x0041c487 13  14   .reloc  ascii   ?!???I?U?Z?_?
1333 0x00019aaf 0x0041c4af 5   6    .reloc  ascii   2\b2\f2
1334 0x00019ad7 0x0041c4d7 5   6    .reloc  ascii   768{8
1335 0x00019ae3 0x0041c4e3 7   8    .reloc  ascii   8,;4;;;
1336 0x00019af3 0x0041c4f3 15  16   .reloc  ascii   >\e>.>5>=>U>c>k>
1337 0x00019b0b 0x0041c50b 5   6    .reloc  ascii   >o?x?
1338 0x00019b23 0x0041c523 15  16   .reloc  ascii   303K3[3`3j3o3z3
1339 0x00019b39 0x0041c539 5   6    .reloc  ascii   4D4_4
1340 0x00019b4b 0x0041c54b 13  14   .reloc  ascii   5\r5%5*565;5O5
1341 0x00019b59 0x0041c559 15  16   .reloc  ascii   6%676K6S6]6f6w6
1342 0x00019b71 0x0041c571 11  12   .reloc  ascii   6A7N7g7l7u7
1343 0x00019b7d 0x0041c57d 5   6    .reloc  ascii   7g8p8
1344 0x00019b87 0x0041c587 5   6    .reloc  ascii   8\t9~9
1345 0x00019b93 0x0041c593 5   6    .reloc  ascii   ;D;m;
1346 0x00019ba1 0x0041c5a1 5   6    .reloc  ascii   <7<p<
1347 0x00019bbd 0x0041c5bd 5   6    .reloc  ascii   =.=3=
1348 0x00019bc5 0x0041c5c5 11  12   .reloc  ascii   =H>S>D?J?\?
1349 0x00019be7 0x0041c5e7 9   10   .reloc  ascii   0.1?1J1z1
1350 0x00019bf9 0x0041c5f9 5   6    .reloc  ascii   2-292
1351 0x00019c09 0x0041c609 9   10   .reloc  ascii   3k4F5M5{5
1352 0x00019c1f 0x0041c61f 7   8    .reloc  ascii   626P6w6
1353 0x00019c31 0x0041c631 11  12   .reloc  ascii   6#787J7W7p7
1354 0x00019c49 0x0041c649 7   8    .reloc  ascii   8\n8]8c8
1355 0x00019c79 0x0041c679 11  12   .reloc  ascii   2E3L3S3Z3t3
1356 0x00019c8d 0x0041c68d 9   10   .reloc  ascii   3\n4B4j4Z6
1357 0x00019c9d 0x0041c69d 7   8    .reloc  ascii   6&7r7{7
1358 0x00019cb7 0x0041c6b7 5   6    .reloc  ascii   8+8m8
1359 0x00019ce1 0x0041c6e1 7   8    .reloc  ascii   =#=>=E=
1360 0x00019ce9 0x0041c6e9 5   6    .reloc  ascii   >/>u>
1361 0x00019cfb 0x0041c6fb 11  12   .reloc  ascii   ?\n?!?7?r?y?
1362 0x00019d1f 0x0041c71f 7   8    .reloc  ascii   1!1U1x1
1363 0x00019d2b 0x0041c72b 11  12   .reloc  ascii   2)2;2M2_2q2
1364 0x00019d45 0x0041c745 9   10   .reloc  ascii   3"343F3X3
1365 0x00019d53 0x0041c753 5   6    .reloc  ascii   6_677
1366 0x00019d65 0x0041c765 9   10   .reloc  ascii   8P9f9k9p9
1367 0x00019d85 0x0041c785 5   6    .reloc  ascii   :5:[:
1368 0x00019d99 0x0041c799 11  12   .reloc  ascii   ;+;O;c;h;m;
1369 0x00019dbb 0x0041c7bb 17  18   .reloc  ascii   < <%<*<H<W<b<g<l<
1370 0x00019dd5 0x0041c7d5 11  12   .reloc  ascii   =5=:=E=l=~=
1371 0x00019de7 0x0041c7e7 5   6    .reloc  ascii   >9>i>
1372 0x00019df5 0x0041c7f5 9   10   .reloc  ascii   ?\e?Q?o?z?
1373 0x00019e10 0x0041c810 12  13   .reloc  ascii   L0Q0V0[0m0-1
1374 0x00019e31 0x0041c831 15  16   .reloc  ascii   5"505<5H5V5f5{5
1375 0x00019e4f 0x0041c84f 5   6    .reloc  ascii   6.6D8
1376 0x00019e61 0x0041c861 5   6    .reloc  ascii   =%>z>
1377 0x00019e7b 0x0041c87b 9   10   .reloc  ascii   4\f575h5n5
1378 0x00019e8b 0x0041c88b 5   6    .reloc  ascii   6(696
1379 0x00019e93 0x0041c893 7   8    .reloc  ascii   6\b7.7F7
1380 0x00019e9d 0x0041c89d 5   6    .reloc  ascii   778u8
1381 0x00019ea5 0x0041c8a5 11  12   .reloc  ascii   9\t:<:]:h:v:
1382 0x00019eb1 0x0041c8b1 9   10   .reloc  ascii   ;2;Q;c;m;
1383 0x00019ebf 0x0041c8bf 5   6    .reloc  ascii   <C<j<
1384 0x00019ec7 0x0041c8c7 13  14   .reloc  ascii   =,=S=r=.>^>x>
1385 0x00019eeb 0x0041c8eb 7   8    .reloc  ascii   1L1m1t1
1386 0x00019efb 0x0041c8fb 5   6    .reloc  ascii   1T2h2
1387 0x00019f07 0x0041c907 7   8    .reloc  ascii   2W3i3{3
1388 0x00019f15 0x0041c915 5   6    .reloc  ascii   6W7v7
1389 0x00019f2d 0x0041c92d 5   6    .reloc  ascii   :Z:s:
1390 0x00019f4b 0x0041c94b 11  12   .reloc  ascii   ;\v<*<0<><q<
1391 0x00019f57 0x0041c957 5   6    .reloc  ascii   <\t=o=
1392 0x00019f61 0x0041c961 7   8    .reloc  ascii   =/>4>y>
1393 0x00019f73 0x0041c973 13  14   .reloc  ascii   >!?-?A?M?Y?y?
1394 0x00019f93 0x0041c993 9   10   .reloc  ascii   0+0:0M1~1
1395 0x00019fa1 0x0041c9a1 5   6    .reloc  ascii   2(232
1396 0x00019fa7 0x0041c9a7 7   8    .reloc  ascii   2\t3L3~3
1397 0x00019fb5 0x0041c9b5 7   8    .reloc  ascii   5&5{5|6
1398 0x00019fc5 0x0041c9c5 9   10   .reloc  ascii   6-787>7G7
1399 0x00019fd9 0x0041c9d9 11  12   .reloc  ascii   7\b8#8l8u8~8
1400 0x00019ff3 0x0041c9f3 7   8    .reloc  ascii   :-;L;};
1401 0x00019ffb 0x0041c9fb 11  12   .reloc  ascii   <\t>$>:>P>X>
1402 0x0001a02d 0x0041ca2d 5   6    .reloc  ascii   9':B:
1403 0x0001a05f 0x0041ca5f 7   8    .reloc  ascii   2p2t2x2
1404 0x0001a08d 0x0041ca8d 25  26   .reloc  ascii   3 3(30383@3H3P3X3`3h3p3x3
1405 0x0001a0cd 0x0041cacd 25  26   .reloc  ascii   4 4(40484@4H4P4X4`4h4p4x4
1406 0x0001a10d 0x0041cb0d 25  26   .reloc  ascii   5 5(50585@5H5P5X5`5h5p5x5
1407 0x0001a145 0x0041cb45 7   8    .reloc  ascii   5 <$<(<
1408 0x0001a157 0x0041cb57 39  40   .reloc  ascii   > >$>(>,>4>8><>@>D>H>L>P>\>d>l>p>t>x>|>
1409 0x0001a197 0x0041cb97 5   6    .reloc  ascii   0\b0\f0
1410 0x0001a1a3 0x0041cba3 49  50   .reloc  ascii   0 0$0(0,0004080<0@0D0H0L0P0T0X0\0`0d0h0l0p0t0x0|0
1411 0x0001a213 0x0041cc13 5   6    .reloc  ascii   1\b1\f1
1412 0x0001a21f 0x0041cc1f 23  24   .reloc  ascii   1 1$1(1,1014181<1@1D1H1
1413 0x0001a249 0x0041cc49 5   6    .reloc  ascii   ;\b;\f;
1414 0x0001a255 0x0041cc55 17  18   .reloc  ascii   ; ;$;(;,;0;4;8;<;
1415 0x0001a275 0x0041cc75 25  26   .reloc  ascii   0$0,040<0D0L0T0\0d0l0t0|0
1416 0x0001a2b5 0x0041ccb5 25  26   .reloc  ascii   1$1,141<1D1L1T1\1d1l1t1|1
1417 0x0001a2f5 0x0041ccf5 25  26   .reloc  ascii   2$2,242<2D2L2T2\2d2l2t2|2
1418 0x0001a335 0x0041cd35 25  26   .reloc  ascii   3$3,343<3D3L3T3\3d3l3t3|3
1419 0x0001a375 0x0041cd75 25  26   .reloc  ascii   4$4,444<4D4L4T4\4d4l4t4|4
1420 0x0001a3b5 0x0041cdb5 25  26   .reloc  ascii   5$5,545<5D5L5T5\5d5l5t5|5
1421 0x0001a3f5 0x0041cdf5 25  26   .reloc  ascii   6$6,646<6D6L6T6\6d6l6t6|6
1422 0x0001a440 0x0041ce40 24  25   .reloc  ascii    1(10181@1H1P1X1`1h1p1x1
1423 0x0001a47f 0x0041ce7f 25  26   .reloc  ascii   2 2(20282@2H2P2X2`2h2p2x2
1424 0x0001a4bf 0x0041cebf 25  26   .reloc  ascii   3 3(30383@3H3P3X3`3h3p3x3
1425 0x0001a4ff 0x0041ceff 25  26   .reloc  ascii   4 4(40484@4H4P4X4`4h4p4x4
1426 0x0001a53f 0x0041cf3f 25  26   .reloc  ascii   5 5(50585@5H5P5X5`5h5p5x5
1427 0x0001a57f 0x0041cf7f 25  26   .reloc  ascii   6 6(60686@6H6P6X6`6h6p6x6
1428 0x0001a5bf 0x0041cfbf 25  26   .reloc  ascii   7 7(70787@7H7P7X7`7h7p7x7
1429 0x0001a5ff 0x0041cfff 9   10   .reloc  ascii   8 8(80888
1430 0x0001a610 0x0041d010 22  23   .reloc  ascii   J2N2R2V2L;T;\;d;l;t;|;
1431 0x0001a64d 0x0041d04d 17  18   .reloc  ascii   <$<,<$=(=,=0=4=8=
1432 0x0001a677 0x0041d077 13  14   .reloc  ascii   4 4<4@4\4`4|4
1433 0x0001a68f 0x0041d08f 9   10   .reloc  ascii   5 5<5@5`5
1434 0x0001a6a1 0x0041d0a1 7   8    .reloc  ascii   6 6@6`6
1435 0x0001a6b1 0x0041d0b1 9   10   .reloc  ascii   7 7@7`7|7
1436 0x0001a6e3 0x0041d0e3 25  26   .reloc  ascii   1H6L6P6T6X6\6`6d6h6l6x6|6
1437 0x0001aa4f 0x0041e24f 5   6    .text_1 ascii   VWSRQ
1438 0x0001aa5f 0x0041e25f 4   5    .text_1 ascii   v\f+M
1439 0x0001aa8e 0x0041e28e 5   6    .text_1 ascii   YZ[_^
1440 0x0001aa9d 0x0041e29d 4   6    .text_1 utf8    E\b3ҹ blocks=Basic Latin,Cyrillic
1441 0x0001aad4 0x0041e2d4 5   6    .text_1 ascii   VWQSR
1442 0x0001aaff 0x0041e2ff 5   6    .text_1 ascii   Z[Y_^
1443 0x0001ab0b 0x0041e30b 5   6    .text_1 ascii   SRVWQ
1444 0x0001ab2b 0x0041e32b 6   7    .text_1 ascii   HY_^Z[
1445 0x0001ab38 0x0041e338 5   6    .text_1 ascii   SRVWQ
1446 0x0001ab72 0x0041e372 5   6    .text_1 ascii   Y_^Z[
1447 0x0001ab81 0x0041e381 4   5    .text_1 ascii   VWSj
1448 0x0001ac02 0x0041e402 4   5    .text_1 ascii   ?MZu
1449 0x0001ac37 0x0041e437 6   7    .text_1 ascii   VWQRSj
1450 0x0001ac46 0x0041e446 5   6    .text_1 ascii   ?MZuq
1451 0x0001ac63 0x0041e463 6   8    .text_1 utf8    ]\b3ɋw  blocks=Basic Latin,Latin Extended-B
1452 0x0001acbf 0x0041e4bf 5   6    .text_1 ascii   [ZY_^
1453 0x0001acd1 0x0041e4d1 6   7    .text_1 ascii   SRQWVj
1454 0x0001acfc 0x0041e4fc 5   6    .text_1 ascii   ]\bj:P
1455 0x0001ad2b 0x0041e52b 4   9    .text_1 utf16le jjjj
1456 0x0001addb 0x0041e5db 6   7    .text_1 ascii   \a{Gj\bW
1457 0x0001adf2 0x0041e5f2 4   5    .text_1 ascii   \a-Gj
1458 0x0001ae09 0x0041e609 4   5    .text_1 ascii   \a-Gj
1459 0x0001ae20 0x0041e620 4   5    .text_1 ascii   \a-Gj
1460 0x0001ae34 0x0041e634 6   7    .text_1 ascii   \a-Gj\bW
1461 0x0001ae6f 0x0041e66f 5   6    .text_1 ascii   ^_YZ[
1462 0x0001aed6 0x0041e6d6 4   6    .text_1 utf8    Ћ]\bj blocks=Cyrillic,Basic Latin
1463 0x0001af30 0x0041e730 6   13   .text_1 utf16le jjjjjj
1464 0x0001af8d 0x0041e78d 7   8    .text_1 ascii   mgr.exe
1465 0x0001b0a9 0x0041e8a9 12  13   .text_1 ascii   LoadLibraryA
1466 0x0001b0b6 0x0041e8b6 14  15   .text_1 ascii   GetProcAddress
1467 0x0001b0c5 0x0041e8c5 16  17   .text_1 ascii   GetModuleHandleA
1468 0x0001b0e2 0x0041e8e2 12  13   .text_1 ascii   kernel32.dll
1469 0x0001b0ef 0x0041e8ef 11  12   .text_1 ascii   FreeLibrary
1470 0x0001b0fb 0x0041e8fb 10  11   .text_1 ascii   OpenMutexA
1471 0x0001b106 0x0041e906 11  12   .text_1 ascii   CloseHandle
1472 0x0001b112 0x0041e912 11  12   .text_1 ascii   CreateFileA
1473 0x0001b11e 0x0041e91e 9   10   .text_1 ascii   WriteFile
1474 0x0001b128 0x0041e928 18  19   .text_1 ascii   GetModuleFileNameA
1475 0x0001b13b 0x0041e93b 14  15   .text_1 ascii   CreateProcessA
1476 0x0001b14a 0x0041e94a 20  21   .text_1 ascii   GetWindowsDirectoryA
1477 0x0001b15f 0x0041e95f 21  22   .text_1 ascii   GetVolumeInformationA
1478 0x0001b1ed 0x0041e9ed 4   5    .text_1 ascii   T\r\bm
1479 0x0001b1f2 0x0041e9f2 4   5    .text_1 ascii   3K5r
1480 0x0001b205 0x0041ea05 4   5    .text_1 ascii   6Wz|
1481 0x0001b212 0x0041ea12 4   5    .text_1 ascii   V.hl
1482 0x0001b21d 0x0041ea1d 4   6    .text_1 utf8    \au[̏ blocks=Basic Latin,Combining Diacritical Marks
1483 0x0001b2af 0x0041eaaf 4   5    .text_1 ascii   rS9Z
1484 0x0001b2e9 0x0041eae9 4   5    .text_1 ascii   c9Z5
1485 0x0001b3a6 0x0041eba6 5   6    .text_1 ascii   nm];a
1486 0x0001b5a7 0x0041eda7 4   5    .text_1 ascii   zU9Z
1487 0x0001b5dd 0x0041eddd 5   7    .text_1 utf8    eaؙC9 blocks=Basic Latin,Arabic
1488 0x0001b5ee 0x0041edee 4   5    .text_1 ascii   3\a}a
1489 0x0001b5f4 0x0041edf4 4   5    .text_1 ascii   [9Z<
1490 0x0001b62d 0x0041ee2d 4   5    .text_1 ascii   C9@\f
1491 0x0001b63a 0x0041ee3a 4   5    .text_1 ascii   3H|a
1492 0x0001b640 0x0041ee40 4   5    .text_1 ascii   Z9Zd
1493 0x0001b6a2 0x0041eea2 5   6    .text_1 ascii   pi\auB
1494 0x0001b70a 0x0041ef0a 4   6    .text_1 utf8    ̸8%a blocks=Combining Diacritical Marks,Basic Latin
1495 0x0001b75d 0x0041ef5d 5   6    .text_1 ascii   C9ZD\b
1496 0x0001b780 0x0041ef80 6   7    .text_1 ascii   o@MC9Z
1497 0x0001b7b6 0x0041efb6 4   5    .text_1 ascii   30!/
1498 0x0001b7cf 0x0041efcf 4   5    .text_1 ascii   q9ZQ
1499 0x0001b7f6 0x0041eff6 4   5    .text_1 ascii   U~A\b
1500 0x0001b7fd 0x0041effd 4   5    .text_1 ascii   v7up
1501 0x0001b80d 0x0041f00d 6   7    .text_1 ascii   Y5B}7c
1502 0x0001b84b 0x0041f04b 4   5    .text_1 ascii   \v\aZv
1503 0x0001b875 0x0041f075 4   6    .text_1 utf8    vgzǍ blocks=Basic Latin,Latin Extended-B
1504 0x0001b8cc 0x0041f0cc 4   5    .text_1 ascii   7N\v/
1505 0x0001b8fd 0x0041f0fd 4   6    .text_1 utf8    ܊B9Z blocks=Syriac,Basic Latin
1506 0x0001b916 0x0041f116 6   7    .text_1 ascii   N$=Fw<
1507 0x0001b92a 0x0041f12a 5   6    .text_1 ascii   _p7'q
1508 0x0001b94b 0x0041f14b 6   7    .text_1 ascii   gyZ4n*
1509 0x0001b9ec 0x0041f1ec 5   6    .text_1 ascii   w%O\fE
1510 0x0001b9fa 0x0041f1fa 6   7    .text_1 ascii   fxwq'q
