Metadata Signature: 0x6474 0x10001424a5342 12
.NET Version: v4.0.30319
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 25e4
Stream name: #~ 4
DirectoryAddress: 2650 Size: b38
Stream name: #Strings 12
DirectoryAddress: 3188 Size: 888
Stream name: #US 4
DirectoryAddress: 3a10 Size: 10
Stream name: #GUID 8
DirectoryAddress: 3a20 Size: 81c
Stream name: #Blob 8
[Strings]
nth paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0   0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1   0x00000178 0x00000178 5   6            ascii   .text
2   0x0000019f 0x0000019f 6   7            ascii   `.rsrc
3   0x000001c7 0x000001c7 7   8            ascii   @.reloc
4   0x000002e7 0x100020e7 4   5    .text   ascii   p\vs=
5   0x00000397 0x10002197 4   5    .text   ascii   X\n+\r
6   0x000003d3 0x100021d3 4   5    .text   ascii   Y\n+\r
7   0x000004e5 0x100022e5 6   7    .text   ascii   \r+'\b\to
8   0x0000050d 0x1000230d 5   6    .text   ascii   X\r\t\bo
9   0x0000054c 0x1000234c 4   5    .text   ascii   \r\t-r
10  0x00000602 0x10002402 4   5    .text   ascii   \n\f\a\b
11  0x0000068a 0x1000248a 5   6    .text   ascii   \n\v\a(E
12  0x0000080e 0x1000260e 5   6    .text   ascii   p\f\aoV
13  0x0000087a 0x1000267a 7   8    .text   ascii   p\f+`\aoW
14  0x00000894 0x10002694 7   8    .text   ascii   p\f+:\aoW
15  0x000008ae 0x100026ae 7   8    .text   ascii   p\f+ \aoW
16  0x000008d0 0x100026d0 5   6    .text   ascii   p\f+\nr
17  0x000008f7 0x100026f7 4   5    .text   ascii   p\b(-
18  0x00000982 0x10002782 4   5    .text   ascii   \b*\e0
19  0x00000995 0x10002795 4   5    .text   ascii   \n\v\a 
20  0x000009ba 0x100027ba 4   5    .text   ascii   \a\aoc
21  0x000009c0 0x100027c0 4   5    .text   ascii   \n\aod
22  0x000009cb 0x100027cb 4   5    .text   ascii   \n\fsf
23  0x00000a15 0x10002815 6   7    .text   ascii   \a-\a\to)
24  0x00000b05 0x10002905 4   5    .text   ascii   \n\rsf
25  0x00000cd0 0x10002ad0 6   7    .text   ascii   \b-\a\bo)
26  0x00000dd9 0x10002bd9 5   6    .text   ascii   -\a\ao)
27  0x000011ba 0x10002fba 4   5    .text   ascii   \nr>\b
28  0x00001ba3 0x100039a3 4   5    .text   ascii   \nrH\b
29  0x00001bb7 0x100039b7 4   5    .text   ascii   \frP\b
30  0x0000207a 0x10003e7a 4   5    .text   ascii   \nrv\b
31  0x00002117 0x10003f17 4   5    .text   ascii   \er~\b
32  0x000028cb 0x100046cb 4   5    .text   ascii   \n\f\b(
33  0x000028d2 0x100046d2 5   6    .text   ascii   \n\r\ts9
34  0x00002ac9 0x100048c9 4   5    .text   ascii   \eX},
35  0x00002bda 0x100049da 5   6    .text   ascii   Y\v+\f\b
36  0x00002bf1 0x100049f1 4   5    .text   ascii   \a-\t\b
37  0x00002d28 0x10004b28 5   24   .text   utf32le gJJJJ
38  0x00002d5d 0x10004b5d 5   6    .text   ascii   \nX\v+_
39  0x00002d81 0x10004b81 5   6    .text   ascii   \nX\v+;
40  0x00002ea9 0x10004ca9 5   6    .text   ascii   \nX\v+[
41  0x00002ecb 0x10004ccb 5   6    .text   ascii   \nX\v+9
42  0x00002f55 0x10004d55 4   5    .text   ascii   \v\a-C
43  0x000030aa 0x10004eaa 5   6    .text   ascii   \n\f\bo$
44  0x00003460 0x10005260 5   6    .text   ascii   \S@o,
45  0x000034a0 0x100052a0 5   6    .text   ascii   \S@o,
46  0x000034e0 0x100052e0 5   6    .text   ascii   \S@o,
47  0x00003520 0x10005320 5   6    .text   ascii   \S@o,
48  0x00003560 0x10005360 5   6    .text   ascii   \S@o,
49  0x000035a0 0x100053a0 5   6    .text   ascii   \S@o,
50  0x000035e0 0x100053e0 5   6    .text   ascii   \S@o,
51  0x00003620 0x10005420 5   6    .text   ascii   \S@o,
52  0x00003660 0x10005460 5   6    .text   ascii   \S@o,
53  0x000036a0 0x100054a0 5   6    .text   ascii   \S@o,
54  0x000036c2 0x100054c2 5   6    .text   ascii   A@X\n+
55  0x000036e2 0x100054e2 5   6    .text   ascii   A@X\n+
56  0x00003702 0x10005502 5   6    .text   ascii   A@X\n+
57  0x00003722 0x10005522 5   6    .text   ascii   A@X\n+
58  0x00003742 0x10005542 5   6    .text   ascii   A@X\n+
59  0x00003762 0x10005562 5   6    .text   ascii   A@X\n+
60  0x00003782 0x10005582 5   6    .text   ascii   A@X\n+
61  0x000037a2 0x100055a2 5   6    .text   ascii   A@X\n+
62  0x000037c2 0x100055c2 5   6    .text   ascii   A@X\n+
63  0x000037e2 0x100055e2 5   6    .text   ascii   A@X\n+
64  0x00003820 0x10005620 5   6    .text   ascii   \S@o,
65  0x00003842 0x10005642 5   6    .text   ascii   A@X\n+
66  0x00003880 0x10005680 5   6    .text   ascii   \S@o,
67  0x000038a2 0x100056a2 5   6    .text   ascii   A@X\n+
68  0x000038e0 0x100056e0 5   6    .text   ascii   \S@o,
69  0x00003902 0x10005702 5   6    .text   ascii   A@X\n+
70  0x000039e6 0x100057e6 5   6    .text   ascii   \n\f\bo$
71  0x00003a14 0x10005814 4   5    .text   ascii   \n\r~Z
72  0x00003d4f 0x10005b4f 4   5    .text   ascii   \n\v~q
73  0x00003d74 0x10005b74 5   6    .text   ascii   \n\f\bo$
74  0x00003da2 0x10005ba2 4   5    .text   ascii   p\a(2
75  0x00003dd2 0x10005bd2 5   6    .text   ascii   \n\r\to$
76  0x00003df1 0x10005bf1 4   5    .text   ascii   p\a(2
77  0x00003e46 0x10005c46 4   5    .text   ascii   p\a(2
78  0x00003ee3 0x10005ce3 4   5    .text   ascii   \n\v~{
79  0x00003f08 0x10005d08 5   6    .text   ascii   \n\f\bo$
80  0x00003f36 0x10005d36 4   5    .text   ascii   p\a(2
81  0x00003f66 0x10005d66 5   6    .text   ascii   \n\r\to$
