[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000b8 0x000000b8 4   5            ascii   Rich
2    0x000001d0 0x000001d0 5   6            ascii   .text
3    0x000001f7 0x000001f7 7   8            ascii   `.rdata
4    0x0000021f 0x0000021f 6   7            ascii   @.data
5    0x00000248 0x00000248 6   7            ascii   .reloc
6    0x0000102e 0x53a71c2e 5   6    .text   ascii   Sj\fY2
7    0x00001038 0x53a71c38 4   5    .text   ascii   QSUV
8    0x000010a7 0x53a71ca7 9   10   .text   ascii   WUUUUUUSQ
9    0x000010bd 0x53a71cbd 4   5    .text   ascii   UUj\n
10   0x000010cf 0x53a71ccf 6   8    .text   utf8    _^][YÃ blocks=Basic Latin,Latin-1 Supplement
11   0x000010d7 0x53a71cd7 6   7    .text   ascii   $SUVWj
12   0x000010ec 0x53a71cec 4   5    .text   ascii   \$$Z
13   0x00001107 0x53a71d07 4   5    .text   ascii   VSj0
14   0x0000112b 0x53a71d2b 5   6    .text   ascii   T$ Rj
15   0x00001156 0x53a71d56 6   7    .text   ascii   t$ SSV
16   0x0000123c 0x53a71e3c 7   8    .text   ascii   SUVWj\rY
17   0x00001261 0x53a71e61 4   5    .text   ascii   T$ Y
18   0x000012d2 0x53a71ed2 4   5    .text   ascii   T$,3
19   0x000012e0 0x53a71ee0 4   5    .text   ascii   tKh6
20   0x00001354 0x53a71f54 4   5    .text   ascii   _^][
21   0x00001365 0x53a71f65 4   5    .text   ascii   SUVW
22   0x000013d4 0x53a71fd4 4   5    .text   ascii   QQQQ
23   0x00001456 0x53a72056 6   7    .text   ascii   hi\t:^j
24   0x000014af 0x53a720af 4   5    .text   ascii   _^]3
25   0x000014c0 0x53a720c0 6   7    .text   ascii   TSUVWj
26   0x0000153e 0x53a7213e 5   7    .text   utf8    ։G\f9_ blocks=Armenian,Basic Latin
27   0x00001545 0x53a72145 7   8    .text   ascii   t 9_\bt\e
28   0x00001550 0x53a72150 5   6    .text   ascii   QQWh_
29   0x000015c3 0x53a721c3 4   5    .text   ascii   VWQj
30   0x00001607 0x53a72207 5   7    .text   utf8    SVW3ۋ blocks=Basic Latin,Arabic
31   0x000016d1 0x53a722d1 4   5    .text   ascii   h\b/,
32   0x000016f6 0x53a722f6 4   5    .text   ascii   pj%Z
33   0x0000177f 0x53a7237f 4   5    .text   ascii   SVWj
34   0x000017e9 0x53a723e9 4   5    .text   ascii   Vj\rZ
35   0x00001814 0x53a72414 4   5    .text   ascii   \nj\bZ
36   0x00001855 0x53a72455 5   6    .text   ascii   _Ej\aZ
37   0x00001877 0x53a72477 4   5    .text   ascii   Fj\aZ
38   0x000018da 0x53a724da 4   5    .text   ascii   Jj\aZ
39   0x00001937 0x53a72537 4   6    .text   utf8    S3۹l blocks=Basic Latin,Arabic
40   0x0000193e 0x53a7253e 4   5    .text   ascii   SCSh
41   0x00001957 0x53a72557 4   5    .text   ascii   uzSh
42   0x00001975 0x53a72575 4   5    .text   ascii   u\Sh
43   0x00001993 0x53a72593 4   5    .text   ascii   u>Sh
44   0x00001999 0x53a72599 5   6    .text   ascii   ,Vj\tZ
45   0x000019b1 0x53a725b1 4   5    .text   ascii   u Sh
46   0x000019de 0x53a725de 5   6    .text   ascii   D$$Sh
47   0x00001a06 0x53a72606 4   5    .text   ascii   S@Ph
48   0x00001a18 0x53a72618 4   5    .text   ascii   D$,P
49   0x00001a2b 0x53a7262b 4   5    .text   ascii   D$(P
50   0x00001a69 0x53a72669 9   11   .text   utf8    L$ 3\tL$\f@
51   0x00001a7e 0x53a7267e 4   5    .text   ascii   L$\bS
52   0x00001ace 0x53a726ce 4   5    .text   ascii   \$$P
53   0x00001b21 0x53a72721 4   6    .text   utf8    E؋L$ blocks=Basic Latin,Arabic
54   0x00001b7d 0x53a7277d 5   6    .text   ascii   SUVW3
55   0x00001b97 0x53a72797 4   5    .text   ascii   tNWU
56   0x00001c08 0x53a72808 4   5    .text   ascii   D$ =
57   0x00001c20 0x53a72820 4   5    .text   ascii   D$,/
58   0x00001c28 0x53a72828 4   5    .text   ascii   D$0P
59   0x00001c30 0x53a72830 4   5    .text   ascii   D$4q
60   0x00001c60 0x53a72860 4   5    .text   ascii   D$L7
61   0x00001c81 0x53a72881 4   5    .text   ascii   _^][
62   0x00001d4f 0x53a7294f 4   5    .text   ascii   t$\b;
63   0x00001d76 0x53a72976 4   6    .text   utf8    t\r+ʊ blocks=Basic Latin,IPA Extensions
64   0x00001da7 0x53a729a7 6   7    .text   ascii   S9D$\bv
65   0x00001db9 0x53a729b9 7   8    .text   ascii   @B;D$\br
66   0x00001de8 0x53a729e8 4   6    .text   utf8    ؋D$\f blocks=Arabic,Basic Latin
67   0x00001e25 0x53a72a25 9   10   .text   ascii   w\br\a;D$\fv
68   0x00001e41 0x53a72a41 7   9    .text   utf8    \vȋL$\fu\t blocks=Basic Latin,Latin Extended-B
69   0x00001e56 0x53a72a56 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
70   0x00001e60 0x53a72a60 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
71   0x00001ecb 0x53a72acb 4   6    .text   utf8    ex]Ë blocks=Basic Latin,Latin-1 Supplement
72   0x00001f10 0x53a72b10 8   9    .text   ascii   t$ SPVQU
73   0x00001f37 0x53a72b37 4   5    .text   ascii   QSUV
74   0x00001f8c 0x53a72b8c 5   6    .text   ascii   _^][Y
75   0x00001fae 0x53a72bae 6   7    .text   ascii   }\fWPRj
76   0x00001fcc 0x53a72bcc 5   6    .text   ascii   \fG_[]
77   0x00001fd4 0x53a72bd4 4   5    .text   ascii   QSUV
78   0x00002028 0x53a72c28 5   6    .text   ascii   _^][Y
79   0x00002030 0x53a72c30 4   5    .text   ascii   SUVW
80   0x000020a1 0x53a72ca1 4   5    .text   ascii   _^][
81   0x0000213c 0x53a72d3c 5   6    .text   ascii   j\t_f;
82   0x00002166 0x53a72d66 4   6    .text   utf8    ^ËD$ blocks=Basic Latin,Latin-1 Supplement
83   0x000021c1 0x53a72dc1 6   8    .text   utf8    _[^ËD$ blocks=Basic Latin,Latin-1 Supplement
84   0x0000222f 0x53a72e2f 7   8    .text   ascii   UVWj\r_3
85   0x00002252 0x53a72e52 4   5    .text   ascii   \fSf;
86   0x0000225e 0x53a72e5e 4   5    .text   ascii   f;L$
