Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2794 0x0004507c 0x0044c67c 5   12   .reloc  utf16le cs-CZ
2795 0x00045088 0x0044c688 5   12   .reloc  utf16le da-DK
2796 0x00045094 0x0044c694 5   12   .reloc  utf16le de-DE
2797 0x000450a0 0x0044c6a0 5   12   .reloc  utf16le el-GR
2798 0x000450ac 0x0044c6ac 5   12   .reloc  utf16le fi-FI
2799 0x000450b8 0x0044c6b8 5   12   .reloc  utf16le fr-FR
2800 0x000450c4 0x0044c6c4 5   12   .reloc  utf16le he-IL
2801 0x000450d0 0x0044c6d0 5   12   .reloc  utf16le hu-HU
2802 0x000450dc 0x0044c6dc 5   12   .reloc  utf16le is-IS
2803 0x000450e8 0x0044c6e8 5   12   .reloc  utf16le it-IT
2804 0x000450f4 0x0044c6f4 5   12   .reloc  utf16le nl-NL
2805 0x00045100 0x0044c700 5   12   .reloc  utf16le nb-NO
2806 0x0004510c 0x0044c70c 5   12   .reloc  utf16le pl-PL
2807 0x00045118 0x0044c718 5   12   .reloc  utf16le pt-BR
2808 0x00045124 0x0044c724 5   12   .reloc  utf16le ro-RO
2809 0x00045130 0x0044c730 5   12   .reloc  utf16le ru-RU
2810 0x0004513c 0x0044c73c 5   12   .reloc  utf16le hr-HR
2811 0x00045148 0x0044c748 5   12   .reloc  utf16le sk-SK
2812 0x00045154 0x0044c754 5   12   .reloc  utf16le sq-AL
2813 0x00045160 0x0044c760 5   12   .reloc  utf16le sv-SE
2814 0x0004516c 0x0044c76c 5   12   .reloc  utf16le th-TH
2815 0x00045178 0x0044c778 5   12   .reloc  utf16le tr-TR
2816 0x00045184 0x0044c784 5   12   .reloc  utf16le ur-PK
2817 0x00045190 0x0044c790 5   12   .reloc  utf16le id-ID
2818 0x0004519c 0x0044c79c 5   12   .reloc  utf16le uk-UA
2819 0x000451a8 0x0044c7a8 5   12   .reloc  utf16le be-BY
2820 0x000451b4 0x0044c7b4 5   12   .reloc  utf16le sl-SI
2821 0x000451c0 0x0044c7c0 5   12   .reloc  utf16le et-EE
2822 0x000451cc 0x0044c7cc 5   12   .reloc  utf16le lv-LV
2823 0x000451d8 0x0044c7d8 5   12   .reloc  utf16le lt-LT
2824 0x000451e4 0x0044c7e4 5   12   .reloc  utf16le fa-IR
2825 0x000451f0 0x0044c7f0 5   12   .reloc  utf16le vi-VN
2826 0x000451fc 0x0044c7fc 5   12   .reloc  utf16le hy-AM
2827 0x00045208 0x0044c808 10  22           utf16le az-AZ-Latn
2828 0x00045220 0x0044c820 5   12           utf16le eu-ES
2829 0x0004522c 0x0044c82c 5   12           utf16le mk-MK
2830 0x00045238 0x0044c838 5   12           utf16le tn-ZA
2831 0x00045244 0x0044c844 5   12           utf16le xh-ZA
2832 0x00045250 0x0044c850 5   12           utf16le zu-ZA
2833 0x0004525c 0x0044c85c 5   12           utf16le af-ZA
2834 0x00045268 0x0044c868 5   12           utf16le ka-GE
2835 0x00045274 0x0044c874 5   12           utf16le fo-FO
2836 0x00045280 0x0044c880 5   12           utf16le hi-IN
2837 0x0004528c 0x0044c88c 5   12           utf16le mt-MT
2838 0x00045298 0x0044c898 5   12           utf16le se-NO
2839 0x000452a4 0x0044c8a4 5   12           utf16le ms-MY
2840 0x000452b0 0x0044c8b0 5   12           utf16le kk-KZ
2841 0x000452bc 0x0044c8bc 5   12           utf16le ky-KG
2842 0x000452c8 0x0044c8c8 5   12           utf16le sw-KE
2843 0x000452d4 0x0044c8d4 10  22           utf16le uz-UZ-Latn
2844 0x000452ec 0x0044c8ec 5   12           utf16le tt-RU
2845 0x000452f8 0x0044c8f8 5   12           utf16le bn-IN
2846 0x00045304 0x0044c904 5   12           utf16le pa-IN
2847 0x00045310 0x0044c910 5   12           utf16le gu-IN
2848 0x0004531c 0x0044c91c 5   12           utf16le ta-IN
2849 0x00045328 0x0044c928 5   12           utf16le te-IN
2850 0x00045334 0x0044c934 5   12           utf16le kn-IN
2851 0x00045340 0x0044c940 5   12           utf16le ml-IN
2852 0x0004534c 0x0044c94c 5   12           utf16le mr-IN
2853 0x00045358 0x0044c958 5   12           utf16le sa-IN
2854 0x00045364 0x0044c964 5   12           utf16le mn-MN
2855 0x00045370 0x0044c970 5   12           utf16le cy-GB
2856 0x0004537c 0x0044c97c 5   12           utf16le gl-ES
2857 0x00045388 0x0044c988 6   14           utf16le kok-IN
2858 0x00045398 0x0044c998 6   14           utf16le syr-SY
2859 0x000453a8 0x0044c9a8 6   14           utf16le div-MV
2860 0x000453b8 0x0044c9b8 6   14           utf16le quz-BO
2861 0x000453c8 0x0044c9c8 5   12           utf16le ns-ZA
2862 0x000453d4 0x0044c9d4 5   12           utf16le mi-NZ
2863 0x000453e0 0x0044c9e0 5   12           utf16le ar-IQ
2864 0x000453ec 0x0044c9ec 5   12           utf16le de-CH
2865 0x000453f8 0x0044c9f8 5   12           utf16le en-GB
2866 0x00045404 0x0044ca04 5   12           utf16le es-MX
2867 0x00045410 0x0044ca10 5   12           utf16le fr-BE
2868 0x0004541c 0x0044ca1c 5   12           utf16le it-CH
2869 0x00045428 0x0044ca28 5   12           utf16le nl-BE
2870 0x00045434 0x0044ca34 5   12           utf16le nn-NO
2871 0x00045440 0x0044ca40 5   12           utf16le pt-PT
2872 0x0004544c 0x0044ca4c 10  22           utf16le sr-SP-Latn
2873 0x00045464 0x0044ca64 5   12           utf16le sv-FI
2874 0x00045470 0x0044ca70 10  22           utf16le az-AZ-Cyrl
2875 0x00045488 0x0044ca88 5   12           utf16le se-SE
2876 0x00045494 0x0044ca94 5   12           utf16le ms-BN
2877 0x000454a0 0x0044caa0 10  22           utf16le uz-UZ-Cyrl
2878 0x000454b8 0x0044cab8 6   14           utf16le quz-EC
2879 0x000454c8 0x0044cac8 5   12           utf16le ar-EG
2880 0x000454d4 0x0044cad4 5   12           utf16le zh-HK
2881 0x000454e0 0x0044cae0 5   12           utf16le de-AT
2882 0x000454ec 0x0044caec 5   12           utf16le en-AU
2883 0x000454f8 0x0044caf8 5   12           utf16le es-ES
2884 0x00045504 0x0044cb04 5   12           utf16le fr-CA
2885 0x00045510 0x0044cb10 10  22           utf16le sr-SP-Cyrl
2886 0x00045528 0x0044cb28 5   12           utf16le se-FI
2887 0x00045534 0x0044cb34 6   14           utf16le quz-PE
2888 0x00045544 0x0044cb44 5   12           utf16le ar-LY
2889 0x00045550 0x0044cb50 5   12           utf16le zh-SG
2890 0x0004555c 0x0044cb5c 5   12           utf16le de-LU
2891 0x00045568 0x0044cb68 5   12           utf16le en-CA
2892 0x00045574 0x0044cb74 5   12           utf16le es-GT
2893 0x00045580 0x0044cb80 5   12           utf16le fr-CH
2894 0x0004558c 0x0044cb8c 5   12           utf16le hr-BA
2895 0x00045598 0x0044cb98 6   14           utf16le smj-NO
2896 0x000455a8 0x0044cba8 5   12           utf16le ar-DZ
2897 0x000455b4 0x0044cbb4 5   12           utf16le zh-MO
2898 0x000455c0 0x0044cbc0 5   12           utf16le de-LI
2899 0x000455cc 0x0044cbcc 5   12           utf16le en-NZ
2900 0x000455d8 0x0044cbd8 5   12           utf16le es-CR
2901 0x000455e4 0x0044cbe4 5   12           utf16le fr-LU
2902 0x000455f0 0x0044cbf0 10  22           utf16le bs-BA-Latn
2903 0x00045608 0x0044cc08 6   14           utf16le smj-SE
2904 0x00045618 0x0044cc18 5   12           utf16le ar-MA
2905 0x00045624 0x0044cc24 5   12           utf16le en-IE
2906 0x00045630 0x0044cc30 5   12           utf16le es-PA
2907 0x0004563c 0x0044cc3c 5   12           utf16le fr-MC
2908 0x00045648 0x0044cc48 10  22           utf16le sr-BA-Latn
2909 0x00045660 0x0044cc60 6   14           utf16le sma-NO
2910 0x00045670 0x0044cc70 5   12           utf16le ar-TN
2911 0x0004567c 0x0044cc7c 5   12           utf16le en-ZA
2912 0x00045688 0x0044cc88 5   12           utf16le es-DO
2913 0x00045694 0x0044cc94 10  22           utf16le sr-BA-Cyrl
2914 0x000456ac 0x0044ccac 6   14           utf16le sma-SE
2915 0x000456bc 0x0044ccbc 5   12           utf16le ar-OM
2916 0x000456c8 0x0044ccc8 5   12           utf16le en-JM
2917 0x000456d4 0x0044ccd4 5   12           utf16le es-VE
2918 0x000456e0 0x0044cce0 6   14           utf16le sms-FI
2919 0x000456f0 0x0044ccf0 5   12           utf16le ar-YE
2920 0x000456fc 0x0044ccfc 5   12           utf16le en-CB
2921 0x00045708 0x0044cd08 5   12           utf16le es-CO
2922 0x00045714 0x0044cd14 6   14           utf16le smn-FI
2923 0x00045724 0x0044cd24 5   12           utf16le ar-SY
2924 0x00045730 0x0044cd30 5   12           utf16le en-BZ
2925 0x0004573c 0x0044cd3c 5   12           utf16le es-PE
2926 0x00045748 0x0044cd48 5   12           utf16le ar-JO
2927 0x00045754 0x0044cd54 5   12           utf16le en-TT
2928 0x00045760 0x0044cd60 5   12           utf16le es-AR
2929 0x0004576c 0x0044cd6c 5   12           utf16le ar-LB
2930 0x00045778 0x0044cd78 5   12           utf16le en-ZW
2931 0x00045784 0x0044cd84 5   12           utf16le es-EC
2932 0x00045790 0x0044cd90 5   12           utf16le ar-KW
2933 0x0004579c 0x0044cd9c 5   12           utf16le en-PH
2934 0x000457a8 0x0044cda8 5   12           utf16le es-CL
2935 0x000457b4 0x0044cdb4 5   12           utf16le ar-AE
2936 0x000457c0 0x0044cdc0 5   12           utf16le es-UY
2937 0x000457cc 0x0044cdcc 5   12           utf16le ar-BH
2938 0x000457d8 0x0044cdd8 5   12           utf16le es-PY
2939 0x000457e4 0x0044cde4 5   12           utf16le ar-QA
2940 0x000457f0 0x0044cdf0 5   12           utf16le es-BO
2941 0x000457fc 0x0044cdfc 5   12           utf16le es-SV
2942 0x00045808 0x0044ce08 5   12           utf16le es-HN
2943 0x00045814 0x0044ce14 5   12           utf16le es-NI
2944 0x00045820 0x0044ce20 5   12           utf16le es-PR
2945 0x0004582c 0x0044ce2c 6   14           utf16le zh-CHT
2946 0x00045f74 0x0044d574 5   12           utf16le ar-ae
2947 0x00045f80 0x0044d580 5   12           utf16le ar-bh
2948 0x00045f8c 0x0044d58c 5   12           utf16le ar-dz
2949 0x00045f98 0x0044d598 5   12           utf16le ar-eg
2950 0x00045fa4 0x0044d5a4 5   12           utf16le ar-iq
2951 0x00045fb0 0x0044d5b0 5   12           utf16le ar-jo
2952 0x00045fbc 0x0044d5bc 5   12           utf16le ar-kw
2953 0x00045fc8 0x0044d5c8 5   12           utf16le ar-lb
2954 0x00045fd4 0x0044d5d4 5   12           utf16le ar-ly
2955 0x00045fe0 0x0044d5e0 5   12           utf16le ar-ma
2956 0x00045fec 0x0044d5ec 5   12           utf16le ar-om
2957 0x00045ff8 0x0044d5f8 5   12           utf16le ar-qa
2958 0x00046004 0x0044d604 5   12           utf16le ar-sa
2959 0x00046010 0x0044d610 5   12           utf16le ar-sy
2960 0x0004601c 0x0044d61c 5   12           utf16le ar-tn
2961 0x00046028 0x0044d628 5   12           utf16le ar-ye
2962 0x00046034 0x0044d634 10  22           utf16le az-az-cyrl
2963 0x0004604c 0x0044d64c 10  22           utf16le az-az-latn
2964 0x00046064 0x0044d664 5   12           utf16le be-by
2965 0x00046070 0x0044d670 5   12           utf16le bg-bg
2966 0x0004607c 0x0044d67c 5   12           utf16le bn-in
2967 0x00046088 0x0044d688 10  22           utf16le bs-ba-latn
2968 0x000460a0 0x0044d6a0 5   12           utf16le ca-es
2969 0x000460ac 0x0044d6ac 5   12           utf16le cs-cz
2970 0x000460b8 0x0044d6b8 5   12           utf16le cy-gb
2971 0x000460c4 0x0044d6c4 5   12           utf16le da-dk
2972 0x000460d0 0x0044d6d0 5   12           utf16le de-at
2973 0x000460dc 0x0044d6dc 5   12           utf16le de-ch
2974 0x000460e8 0x0044d6e8 5   12           utf16le de-de
2975 0x000460f4 0x0044d6f4 5   12           utf16le de-li
2976 0x00046100 0x0044d700 5   12           utf16le de-lu
2977 0x0004610c 0x0044d70c 6   14           utf16le div-mv
2978 0x0004611c 0x0044d71c 5   12           utf16le el-gr
2979 0x00046128 0x0044d728 5   12           utf16le en-au
2980 0x00046134 0x0044d734 5   12           utf16le en-bz
2981 0x00046140 0x0044d740 5   12           utf16le en-ca
2982 0x0004614c 0x0044d74c 5   12           utf16le en-cb
2983 0x00046158 0x0044d758 5   12           utf16le en-gb
2984 0x00046164 0x0044d764 5   12           utf16le en-ie
2985 0x00046170 0x0044d770 5   12           utf16le en-jm
2986 0x0004617c 0x0044d77c 5   12           utf16le en-nz
2987 0x00046188 0x0044d788 5   12           utf16le en-ph
2988 0x00046194 0x0044d794 5   12           utf16le en-tt
2989 0x000461a0 0x0044d7a0 5   12           utf16le en-us
2990 0x000461ac 0x0044d7ac 5   12           utf16le en-za
2991 0x000461b8 0x0044d7b8 5   12           utf16le en-zw
2992 0x000461c4 0x0044d7c4 5   12           utf16le es-ar
2993 0x000461d0 0x0044d7d0 5   12           utf16le es-bo
2994 0x000461dc 0x0044d7dc 5   12           utf16le es-cl
2995 0x000461e8 0x0044d7e8 5   12           utf16le es-co
2996 0x000461f4 0x0044d7f4 5   12           utf16le es-cr
2997 0x00046200 0x0044d800 5   12           utf16le es-do
2998 0x0004620c 0x0044d80c 5   12           utf16le es-ec
2999 0x00046218 0x0044d818 5   12           utf16le es-es
3000 0x00046224 0x0044d824 5   12           utf16le es-gt
3001 0x00046230 0x0044d830 5   12           utf16le es-hn
3002 0x0004623c 0x0044d83c 5   12           utf16le es-mx
3003 0x00046248 0x0044d848 5   12           utf16le es-ni
3004 0x00046254 0x0044d854 5   12           utf16le es-pa
3005 0x00046260 0x0044d860 5   12           utf16le es-pe
3006 0x0004626c 0x0044d86c 5   12           utf16le es-pr
3007 0x00046278 0x0044d878 5   12           utf16le es-py
3008 0x00046284 0x0044d884 5   12           utf16le es-sv
3009 0x00046290 0x0044d890 5   12           utf16le es-uy
3010 0x0004629c 0x0044d89c 5   12           utf16le es-ve
3011 0x000462a8 0x0044d8a8 5   12           utf16le et-ee
3012 0x000462b4 0x0044d8b4 5   12           utf16le eu-es
3013 0x000462c0 0x0044d8c0 5   12           utf16le fa-ir
3014 0x000462cc 0x0044d8cc 5   12           utf16le fi-fi
3015 0x000462d8 0x0044d8d8 5   12           utf16le fo-fo
3016 0x000462e4 0x0044d8e4 5   12           utf16le fr-be
3017 0x000462f0 0x0044d8f0 5   12           utf16le fr-ca
3018 0x000462fc 0x0044d8fc 5   12           utf16le fr-ch
3019 0x00046308 0x0044d908 5   12           utf16le fr-fr
3020 0x00046314 0x0044d914 5   12           utf16le fr-lu
3021 0x00046320 0x0044d920 5   12           utf16le fr-mc
3022 0x0004632c 0x0044d92c 5   12           utf16le gl-es
3023 0x00046338 0x0044d938 5   12           utf16le gu-in
3024 0x00046344 0x0044d944 5   12           utf16le he-il
3025 0x00046350 0x0044d950 5   12           utf16le hi-in
3026 0x0004635c 0x0044d95c 5   12           utf16le hr-ba
3027 0x00046368 0x0044d968 5   12           utf16le hr-hr
3028 0x00046374 0x0044d974 5   12           utf16le hu-hu
3029 0x00046380 0x0044d980 5   12           utf16le hy-am
3030 0x0004638c 0x0044d98c 5   12           utf16le id-id
3031 0x00046398 0x0044d998 5   12           utf16le is-is
3032 0x000463a4 0x0044d9a4 5   12           utf16le it-ch
3033 0x000463b0 0x0044d9b0 5   12           utf16le it-it
3034 0x000463bc 0x0044d9bc 5   12           utf16le ja-jp
3035 0x000463c8 0x0044d9c8 5   12           utf16le ka-ge
3036 0x000463d4 0x0044d9d4 5   12           utf16le kk-kz
3037 0x000463e0 0x0044d9e0 5   12           utf16le kn-in
3038 0x000463ec 0x0044d9ec 6   14           utf16le kok-in
3039 0x000463fc 0x0044d9fc 5   12           utf16le ko-kr
3040 0x00046408 0x0044da08 5   12           utf16le ky-kg
3041 0x00046414 0x0044da14 5   12           utf16le lt-lt
3042 0x00046420 0x0044da20 5   12           utf16le lv-lv
3043 0x0004642c 0x0044da2c 5   12           utf16le mi-nz
3044 0x00046438 0x0044da38 5   12           utf16le mk-mk
3045 0x00046444 0x0044da44 5   12           utf16le ml-in
3046 0x00046450 0x0044da50 5   12           utf16le mn-mn
3047 0x0004645c 0x0044da5c 5   12           utf16le mr-in
3048 0x00046468 0x0044da68 5   12           utf16le ms-bn
3049 0x00046474 0x0044da74 5   12           utf16le ms-my
3050 0x00046480 0x0044da80 5   12           utf16le mt-mt
3051 0x0004648c 0x0044da8c 5   12           utf16le nb-no
3052 0x00046498 0x0044da98 5   12           utf16le nl-be
3053 0x000464a4 0x0044daa4 5   12           utf16le nl-nl
3054 0x000464b0 0x0044dab0 5   12           utf16le nn-no
3055 0x000464bc 0x0044dabc 5   12           utf16le ns-za
3056 0x000464c8 0x0044dac8 5   12           utf16le pa-in
3057 0x000464d4 0x0044dad4 5   12           utf16le pl-pl
3058 0x000464e0 0x0044dae0 5   12           utf16le pt-br
3059 0x000464ec 0x0044daec 5   12           utf16le pt-pt
3060 0x000464f8 0x0044daf8 6   14           utf16le quz-bo
3061 0x00046508 0x0044db08 6   14           utf16le quz-ec
3062 0x00046518 0x0044db18 6   14           utf16le quz-pe
3063 0x00046528 0x0044db28 5   12           utf16le ro-ro
3064 0x00046534 0x0044db34 5   12           utf16le ru-ru
3065 0x00046540 0x0044db40 5   12           utf16le sa-in
3066 0x0004654c 0x0044db4c 5   12           utf16le se-fi
3067 0x00046558 0x0044db58 5   12           utf16le se-no
3068 0x00046564 0x0044db64 5   12           utf16le se-se
3069 0x00046570 0x0044db70 5   12           utf16le sk-sk
3070 0x0004657c 0x0044db7c 5   12           utf16le sl-si
3071 0x00046588 0x0044db88 6   14           utf16le sma-no
3072 0x00046598 0x0044db98 6   14           utf16le sma-se
3073 0x000465a8 0x0044dba8 6   14           utf16le smj-no
3074 0x000465b8 0x0044dbb8 6   14           utf16le smj-se
3075 0x000465c8 0x0044dbc8 6   14           utf16le smn-fi
3076 0x000465d8 0x0044dbd8 6   14           utf16le sms-fi
3077 0x000465e8 0x0044dbe8 5   12           utf16le sq-al
3078 0x000465f4 0x0044dbf4 10  22           utf16le sr-ba-cyrl
3079 0x0004660c 0x0044dc0c 10  22           utf16le sr-ba-latn
3080 0x00046624 0x0044dc24 10  22           utf16le sr-sp-cyrl
3081 0x0004663c 0x0044dc3c 10  22           utf16le sr-sp-latn
3082 0x00046654 0x0044dc54 5   12           utf16le sv-fi
3083 0x00046660 0x0044dc60 5   12           utf16le sv-se
3084 0x0004666c 0x0044dc6c 5   12           utf16le sw-ke
3085 0x00046678 0x0044dc78 6   14           utf16le syr-sy
3086 0x00046688 0x0044dc88 5   12           utf16le ta-in
3087 0x00046694 0x0044dc94 5   12           utf16le te-in
3088 0x000466a0 0x0044dca0 5   12           utf16le th-th
3089 0x000466ac 0x0044dcac 5   12           utf16le tn-za
3090 0x000466b8 0x0044dcb8 5   12           utf16le tr-tr
3091 0x000466c4 0x0044dcc4 5   12           utf16le tt-ru
3092 0x000466d0 0x0044dcd0 5   12           utf16le uk-ua
3093 0x000466dc 0x0044dcdc 5   12           utf16le ur-pk
3094 0x000466e8 0x0044dce8 10  22           utf16le uz-uz-cyrl
3095 0x00046700 0x0044dd00 10  22           utf16le uz-uz-latn
3096 0x00046718 0x0044dd18 5   12           utf16le vi-vn
3097 0x00046724 0x0044dd24 5   12           utf16le xh-za
3098 0x00046730 0x0044dd30 6   14           utf16le zh-chs
3099 0x00046740 0x0044dd40 6   14           utf16le zh-cht
3100 0x00046750 0x0044dd50 5   12           utf16le zh-cn
3101 0x0004675c 0x0044dd5c 5   12           utf16le zh-hk
3102 0x00046768 0x0044dd68 5   12           utf16le zh-mo
3103 0x00046774 0x0044dd74 5   12           utf16le zh-sg
3104 0x00046780 0x0044dd80 5   12           utf16le zh-tw
3105 0x0004678c 0x0044dd8c 5   12           utf16le zu-za
3106 0x000467a0 0x0044dda0 5   6            ascii   log10
3107 0x000468f4 0x0044def4 4   5            ascii   lzZ?
3108 0x000469e8 0x0044dfe8 5   6            ascii   log10
3109 0x000469f8 0x0044dff8 4   5            ascii   asin
3110 0x00046a00 0x0044e000 4   5            ascii   acos
3111 0x00046a08 0x0044e008 4   5            ascii   sqrt
3112 0x00046a5c 0x0044e05c 4   5            ascii   \tk8=
3113 0x00046a8b 0x0044e08b 5   6            ascii   \tQ*\e=
3114 0x00046a9c 0x0044e09c 4   5            ascii   b6\b=
3115 0x00046b33 0x0044e133 4   6            utf8    N\vָ? blocks=Basic Latin,Hebrew
3116 0x00046b47 0x0044e147 6   7            ascii   ?5Wg4p
3117 0x00046b59 0x0044e159 4   5            ascii   Nv$^
3118 0x00046b91 0x0044e191 4   6            utf8     <śm blocks=Basic Latin,Latin Extended-A
3119 0x00046bc9 0x0044e1c9 4   5            ascii   w(@\t
3120 0x00046c0b 0x0044e20b 5   6            ascii   BC .=
3121 0x00046c29 0x0044e229 4   5            ascii   a>-\e
3122 0x00046c42 0x0044e242 4   5            ascii   (lX 
3123 0x00046d0c 0x0044e30c 4   5            ascii   #{ =
3124 0x00046d11 0x0044e311 4   5            ascii   `~R=
3125 0x00046d4c 0x0044e34c 4   5            ascii   }s"=
3126 0x00046d52 0x0044e352 4   5            ascii   \tE[\n
3127 0x00046d59 0x0044e359 5   6            ascii   %S#[k
3128 0x00046da1 0x0044e3a1 4   6            utf8    x¾/@ blocks=Basic Latin,Latin-1 Supplement
3129 0x00046daa 0x0044e3aa 6   7            ascii   "B <1=
3130 0x00046db9 0x0044e3b9 4   5            ascii   \-!y
3131 0x00046dda 0x0044e3da 6   7            ascii   \f#.X'=
3132 0x00046e0c 0x0044e40c 4   5            ascii   i9+=
3133 0x00047257 0x0044e857 5   6            ascii   ?tanh
3134 0x00047260 0x0044e860 4   5            ascii   atan
3135 0x00047268 0x0044e868 5   6            ascii   atan2
3136 0x0004727c 0x0044e87c 4   5            ascii   ceil
3137 0x00047284 0x0044e884 5   6            ascii   floor
3138 0x0004728c 0x0044e88c 4   5            ascii   fabs
3139 0x00047294 0x0044e894 4   5            ascii   modf
3140 0x0004729c 0x0044e89c 5   6            ascii   ldexp
3141 0x000472a4 0x0044e8a4 5   6            ascii   _cabs
3142 0x000472ac 0x0044e8ac 6   7            ascii   _hypot
3143 0x000472b4 0x0044e8b4 4   5            ascii   fmod
3144 0x000472bc 0x0044e8bc 5   6            ascii   frexp
3145 0x000472d0 0x0044e8d0 5   6            ascii   _logb
3146 0x000472d8 0x0044e8d8 10  11           ascii   _nextafter
3147 0x000473d0 0x0044e9d0 4   5            ascii   sinh
3148 0x000473d8 0x0044e9d8 4   5            ascii   cosh
3149 0x000473f8 0x0044e9f8 7   16           utf16le CONOUT$
3150 0x0004740c 0x0044ea0c 5   6            ascii   %s %s
3151 0x00047414 0x0044ea14 26  27           ascii   CreateProcess failed (%d)\n
3152 0x00047430 0x0044ea30 5   6            ascii   %s\%s
3153 0x00047438 0x0044ea38 17  18           ascii   explorer.exe,%s I
3154 0x0004744c 0x0044ea4c 5   6            ascii   Shell
3155 0x00047540 0x0044eb40 4   5            ascii   ETW0
3156 0x00047560 0x0044eb60 16  17           ascii   InvokeMainViaCRT
3157 0x00047571 0x0044eb71 15  16           ascii   "Main Invoked."
3158 0x00047582 0x0044eb82 8   9            ascii   FileName
3159 0x0004759c 0x0044eb9c 14  15           ascii   ExitMainViaCRT
3160 0x000475ab 0x0044ebab 16  17           ascii   "Main Returned."
3161 0x000475bd 0x0044ebbd 8   9            ascii   FileName
3162 0x000475ca 0x0044ebca 21  22           ascii   Microsoft.CRTProvider
3163 0x000475e4 0x0044ebe4 4   6            utf8    sPOω blocks=Basic Latin,Greek and Coptic
3164 0x000475f4 0x0044ebf4 5   6            ascii   RSDS6
3165 0x0004760c 0x0044ec0c 49  50           ascii   D:\work\vs\UsbFerry_v2\Release\AddAutoRun_x32.pdb
3166 0x00047654 0x0044ec54 4   5            ascii   GCTL
3167 0x00047660 0x0044ec60 5   6            ascii   .text
3168 0x00047670 0x0044ec70 8   9            ascii   .text$mn
3169 0x00047684 0x0044ec84 8   9            ascii   .idata$5
3170 0x00047698 0x0044ec98 6   7            ascii   .00cfg
3171 0x000476a8 0x0044eca8 8   9            ascii   .CRT$XCA
3172 0x000476bc 0x0044ecbc 8   9            ascii   .CRT$XCZ
3173 0x000476d0 0x0044ecd0 8   9            ascii   .CRT$XIA
3174 0x000476e4 0x0044ece4 8   9            ascii   .CRT$XIC
3175 0x000476f8 0x0044ecf8 8   9            ascii   .CRT$XIZ
3176 0x0004770c 0x0044ed0c 8   9            ascii   .CRT$XPA
3177 0x00047720 0x0044ed20 8   9            ascii   .CRT$XPX
3178 0x00047734 0x0044ed34 9   10           ascii   .CRT$XPXA
3179 0x00047748 0x0044ed48 8   9            ascii   .CRT$XPZ
3180 0x0004775c 0x0044ed5c 8   9            ascii   .CRT$XTA
3181 0x00047770 0x0044ed70 8   9            ascii   .CRT$XTZ
3182 0x00047784 0x0044ed84 6   7            ascii   .rdata
3183 0x00047794 0x0044ed94 13  14           ascii   .rdata$sxdata
3184 0x000477ac 0x0044edac 12  13           ascii   .rdata$zETW0
3185 0x000477c4 0x0044edc4 12  13           ascii   .rdata$zETW1
3186 0x000477dc 0x0044eddc 12  13           ascii   .rdata$zETW2
3187 0x000477f4 0x0044edf4 12  13           ascii   .rdata$zETW9
3188 0x0004780c 0x0044ee0c 13  14           ascii   .rdata$zzzdbg
3189 0x00047824 0x0044ee24 8   9            ascii   .rtc$IAA
3190 0x00047838 0x0044ee38 8   9            ascii   .rtc$IZZ
3191 0x0004784c 0x0044ee4c 8   9            ascii   .rtc$TAA
3192 0x00047860 0x0044ee60 8   9            ascii   .rtc$TZZ
3193 0x00047874 0x0044ee74 8   9            ascii   .xdata$x
3194 0x00047888 0x0044ee88 6   7            ascii   .edata
3195 0x00047898 0x0044ee98 8   9            ascii   .idata$2
3196 0x000478ac 0x0044eeac 8   9            ascii   .idata$3
3197 0x000478c0 0x0044eec0 8   9            ascii   .idata$4
3198 0x000478d4 0x0044eed4 8   9            ascii   .idata$6
3199 0x000478e8 0x0044eee8 5   6            ascii   .data
3200 0x000478f8 0x0044eef8 4   5            ascii   .bss
3201 0x00047908 0x0044ef08 8   9            ascii   .rsrc$01
3202 0x0004791c 0x0044ef1c 8   9            ascii   .rsrc$02
3203 0x00047d22 0x0044f322 18  19           ascii   AddAutoRun_x32.dll
3204 0x00047d35 0x0044f335 9   10           ascii   StartWork
3205 0x00047ec6 0x0044f4c6 18  19           ascii   OutputDebugStringA
3206 0x00047edc 0x0044f4dc 19  20           ascii   WaitForSingleObject
3207 0x00047ef2 0x0044f4f2 12  13           ascii   GetLastError
3208 0x00047f02 0x0044f502 11  12           ascii   CloseHandle
3209 0x00047f10 0x0044f510 18  19           ascii   SetFileAttributesA
3210 0x00047f26 0x0044f526 11  12           ascii   ExitProcess
3211 0x00047f34 0x0044f534 14  15           ascii   CreateProcessA
3212 0x00047f46 0x0044f546 16  17           ascii   CreateDirectoryA
3213 0x00047f58 0x0044f558 12  13           ascii   KERNEL32.dll
3214 0x00047f68 0x0044f568 15  16           ascii   RegDeleteValueA
3215 0x00047f7a 0x0044f57a 14  15           ascii   RegSetValueExA
3216 0x00047f8c 0x0044f58c 11  12           ascii   RegFlushKey
3217 0x00047f9a 0x0044f59a 11  12           ascii   RegOpenKeyA
3218 0x00047fa8 0x0044f5a8 11  12           ascii   RegCloseKey
3219 0x00047fb6 0x0044f5b6 13  14           ascii   RegCreateKeyA
3220 0x00047fc4 0x0044f5c4 12  13           ascii   ADVAPI32.dll
3221 0x00047fd4 0x0044f5d4 23  24           ascii   SHGetSpecialFolderPathA
