Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
881  0x000168f3 0x004174f3 4   5    .text   ascii   E\fSV
882  0x000168f8 0x004174f8 4   5    .text   ascii   u\bW3
883  0x00016924 0x00417524 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
884  0x0001694e 0x0041754e 5   6    .text   ascii   F8j\fP
885  0x00016959 0x00417559 5   6    .text   ascii   Fhj\fP
886  0x00016a09 0x00417609 4   6    .text   utf8    (^]Ë blocks=Basic Latin,Latin-1 Supplement
887  0x00016a43 0x00417643 5   6    .text   ascii   9E WW
888  0x00016a80 0x00417680 5   7    .text   utf8    #MK\b=
889  0x00016ac7 0x004176c7 5   6    .text   ascii   t4SWV
890  0x00016ba3 0x004177a3 4   6    .text   utf8    Y^]Ë blocks=Basic Latin,Latin-1 Supplement
891  0x00016bbb 0x004177bb 6   7    .text   ascii   tl=hgB
892  0x00016ce9 0x004178e9 4   5    .text   ascii   Y_^[
893  0x00016d45 0x00417945 5   7    .text   utf8    YY^]Ë blocks=Basic Latin,Latin-1 Supplement
894  0x00016e2d 0x00417a2d 4   5    .text   ascii   5XzB
895  0x00016eb7 0x00417ab7 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
896  0x00016f60 0x00417b60 6   7    .text   ascii   }\b;}\fu
897  0x00016f85 0x00417b85 5   6    .text   ascii   \b;u\fu
898  0x00016f8b 0x00417b8b 4   5    .text   ascii   ;u\fu
899  0x00016fe3 0x00417be3 7   8    .text   ascii   u\f9u\bt#
900  0x00017007 0x00417c07 4   5    .text   ascii   ;E\bu
901  0x0001701e 0x00417c1e 6   7    .text   ascii   j\fh0PB
902  0x000170f8 0x00417cf8 4   5    .text   ascii   U\b9P
903  0x0001717f 0x00417d7f 6   7    .text   ascii   u\bj\b_;
904  0x000171dd 0x00417ddd 4   6    .text   utf8    YY3Ʌ blocks=Basic Latin,Latin Extended-B
905  0x000171fe 0x00417dfe 4   6    .text   utf8    \b2ɈM blocks=Basic Latin,Latin Extended-B
906  0x000172d4 0x00417ed4 4   5    .text   ascii   j Y+
907  0x00017315 0x00417f15 4   5    .text   ascii   +j\b_
908  0x00017360 0x00417f60 5   7    .text   utf8    M̉H\b3 blocks=Basic Latin,Combining Diacritical Marks
909  0x00017426 0x00418026 4   5    .text   ascii   =DuB
910  0x0001765a 0x0041825a 4   5    .text   ascii   =DuB
911  0x000176e3 0x004182e3 4   5    .text   ascii   j@%@
912  0x000178f4 0x004184f4 4   6    .text   utf8    \v3\b]
913  0x0001797f 0x0041857f 7   8    .text   ascii   x$;\rpyB
914  0x000179c1 0x004185c1 4   5    .text   ascii   SVW3
915  0x000179f0 0x004185f0 5   6    .text   ascii   M\bjZ+
916  0x000179fe 0x004185fe 4   5    .text   ascii   r\rf;
917  0x00017a15 0x00418615 4   5    .text   ascii   r\vf;
918  0x00017aa1 0x004186a1 6   7    .text   ascii   j\fhPPB
919  0x00017b7f 0x0041877f 7   8    .text   ascii   x7;5pyB
920  0x00017bfe 0x004187fe 5   8    .text   utf8    }ЉMԋD blocks=Basic Latin,Cyrillic,Cyrillic Supplement
921  0x00017c7a 0x0041887a 5   6    .text   ascii   Ht$;}
922  0x00017cf8 0x004188f8 4   5    .text   ascii   F\b+E
923  0x00017d0d 0x0041890d 7   8    .text   ascii   \nu,j\rXj
924  0x00017dc0 0x004189c0 4   5    .text   ascii   j\r[S
925  0x00017ecb 0x00418acb 5   6    .text   ascii   C<\nu\a
926  0x00017fb6 0x00418bb6 4   5    .text   ascii   j\rZf
927  0x00018063 0x00418c63 5   7    .text   utf8    3ۋu\bW blocks=Basic Latin,Arabic
928  0x000180ab 0x00418cab 7   8    .text   ascii   \nu\tj\rZf
929  0x000180c4 0x00418cc4 5   6    .text   ascii   SShU\r
930  0x00018162 0x00418d62 4   5    .text   ascii   hpPB
931  0x00018194 0x00418d94 5   6    .text   ascii   ;5pyB
932  0x0001841c 0x0041901c 6   7    .text   ascii   D\b(@t\t
933  0x000184c9 0x004190c9 7   10   .text   utf8    @9E\fw\t袩 blocks=Basic Latin,CJK Unified Ideographs
934  0x0001850e 0x0041910e 4   5    .text   ascii   ?5|\r
935  0x00018548 0x00419148 4   6    .text   utf8    [^]Ë blocks=Basic Latin,Latin-1 Supplement
936  0x000185a4 0x004191a4 4   5    .text   ascii   u\n_3
937  0x000186f8 0x004192f8 4   7    .text   utf8    +ЉMȋ blocks=Basic Latin,Cyrillic,Latin Extended-B
938  0x00018738 0x00419338 5   6    .text   ascii   u\v^_3
939  0x00018743 0x00419343 6   9    .text   utf8    ]Ë}ȋE\f blocks=Basic Latin,Latin-1 Supplement,Latin Extended-B
940  0x00018773 0x00419373 4   7    .text   utf8    +IEą blocks=Basic Latin,Latin Extended-A
941  0x0001888a 0x0041948a 5   8    .text   utf8    3\tu؉] blocks=Basic Latin,Arabic
942  0x000188a4 0x004194a4 6   8    .text   utf8    wIPS3ɋ blocks=Basic Latin,Latin Extended-B
943  0x0001891e 0x0041951e 4   7    .text   utf8    e؋ȋE blocks=Basic Latin,Arabic,Latin Extended-B
944  0x00018a64 0x00419664 4   7    .text   utf8    u\f3\v
945  0x00018a70 0x00419670 4   6    .text   utf8    \vp-u
946  0x00018a85 0x00419685 10  13   .text   utf8    3\t_\b\vK}\bu"
947  0x00018ab4 0x004196b4 4   7    .text   utf8    E\bP赽 blocks=Basic Latin,CJK Unified Ideographs
948  0x00018b92 0x00419792 4   6    .text   utf8    u\b3\t
949  0x00018c0e 0x0041980e 5   7    .text   utf8    j Y+ȉ blocks=Basic Latin,Latin Extended-B
950  0x00018c50 0x00419850 6   8    .text   utf8    j X+MV
951  0x00018c92 0x00419892 4   5    .text   ascii   jrY;
952  0x00018dee 0x004199ee 5   7    .text   utf8    j Y+ȉ blocks=Basic Latin,Latin Extended-B
953  0x00018e37 0x00419a37 5   7    .text   utf8    j X+M
954  0x00018e79 0x00419a79 4   5    .text   ascii   jrY;
955  0x0001900a 0x00419c0a 4   6    .text   utf8    j X+
956  0x000190ea 0x00419cea 5   7    .text   utf8    j X+C
957  0x00019120 0x00419d20 4   5    .text   ascii   jrY;
958  0x000194e7 0x0041a0e7 4   5    .text   ascii   stW;
959  0x000195ef 0x0041a1ef 4   6    .text   utf8    u]3\t
960  0x00019923 0x0041a523 4   5    .text   ascii   stW;
961  0x00019b9b 0x0041a79b 6   7    .text   ascii   YYj\nZ;
962  0x00019d2e 0x0041a92e 4   5    .text   ascii   j\b_+
963  0x00019d9d 0x0041a99d 5   6    .text   ascii   _^[t\r
964  0x00019dbf 0x0041a9bf 5   6    .text   ascii   PPPPP
965  0x00019e52 0x0041aa52 4   5    .text   ascii   E\fSj
966  0x00019ed7 0x0041aad7 4   6    .text   utf8    [_]Ë blocks=Basic Latin,Latin-1 Supplement
967  0x00019f65 0x0041ab65 4   5    .text   ascii   @( t
968  0x00019f6c 0x0041ab6c 4   7    .text   utf8    WWR蛐 blocks=Basic Latin,CJK Unified Ideographs
969  0x00019f91 0x0041ab91 4   5    .text   ascii   E\bPR
970  0x00019fa2 0x0041aba2 5   7    .text   utf8    @_^]Ë blocks=Basic Latin,Latin-1 Supplement
971  0x0001a062 0x0041ac62 9   10   .text   ascii   F\fYYt\vj@Y
972  0x0001a091 0x0041ac91 4   6    .text   utf8    ^[]Ë blocks=Basic Latin,Latin-1 Supplement
973  0x0001a0a1 0x0041aca1 8   9    .text   ascii   t\f;E\ft\a@
974  0x0001a13a 0x0041ad3a 4   6    .text   utf8    M\b+؍ blocks=Basic Latin,Arabic
975  0x0001a54d 0x0041b14d 8   9    .text   ascii   u\r9M\fu!3
976  0x0001a5d3 0x0041b1d3 4   5    .text   ascii   E\fjP
977  0x0001a606 0x0041b206 8   9    .text   ascii   PPPPPPPP
978  0x0001a693 0x0041b293 4   5    .text   ascii   9u\br
979  0x0001a6b3 0x0041b2b3 6   7    .text   ascii   I9M\bw\n
980  0x0001a733 0x0041b333 4   5    .text   ascii   =DuB
981  0x0001a7c6 0x0041b3c6 5   6    .text   ascii   #E\ff\v
982  0x0001a877 0x0041b477 4   5    .text   ascii   M\bQP
983  0x0001a985 0x0041b585 5   6    .text   ascii   d$\buU
984  0x0001a9c1 0x0041b5c1 4   5    .text   ascii   d$\bu
985  0x0001a9dd 0x0041b5dd 4   6    .text   utf8    \fÍT$ blocks=Basic Latin,Latin-1 Supplement
986  0x0001a9eb 0x0041b5eb 4   5    .text   ascii   <$tL
987  0x0001a9f0 0x0041b5f0 4   5    .text   ascii   D$\ff
988  0x0001aa6b 0x0041b66b 5   7    .text   utf8    uŃ|$\b blocks=Basic Latin,Latin Extended-A
989  0x0001aa77 0x0041b677 4   5    .text   ascii   -Z+B
990  0x0001aa9e 0x0041b69e 4   6    .text   utf8    ZÃ=P blocks=Basic Latin,Latin-1 Supplement
991  0x0001ab7a 0x0041b77a 4   5    .text   ascii   |%=2
992  0x0001abe1 0x0041b7e1 4   5    .text   ascii   \at'\n
993  0x0001ac2e 0x0041b82e 5   6    .text   ascii   @h8*B
994  0x0001af0e 0x0041bb0e 4   5    .text   ascii   =DuB
995  0x0001af53 0x0041bb53 4   5    .text   ascii   =DuB
996  0x0001afec 0x0041bbec 5   6    .text   ascii    SVW3
997  0x0001b02f 0x0041bc2f 4   5    .text   ascii   =DuB
998  0x0001b06c 0x0041bc6c 5   6    .text   ascii    SVW3
999  0x0001b0af 0x0041bcaf 4   5    .text   ascii   =DuB
1000 0x0001b137 0x0041bd37 5   6    .text   ascii   (\rP*B
1001 0x0001b14f 0x0041bd4f 5   6    .text   ascii   (%p*B
1002 0x0001b2a8 0x0041bea8 5   6    .text   ascii   (\rP*B
1003 0x0001b3fd 0x0041bffd 4   5    .text   ascii   -P+B
1004 0x0001b42e 0x0041c02e 4   5    .text   ascii   -Z+B
1005 0x0001b470 0x0041c070 4   5    .text   ascii   -P+B
1006 0x0001b4a7 0x0041c0a7 4   5    .text   ascii   -P+B
1007 0x0001b4c4 0x0041c0c4 4   5    .text   ascii   -P+B
1008 0x0001b4d8 0x0041c0d8 4   5    .text   ascii   -P+B
1009 0x0001b4e3 0x0041c0e3 4   5    .text   ascii   -n+B
1010 0x0001b6c1 0x0041c2c1 5   7    .text   utf8    @t\bƅp blocks=Basic Latin,Latin Extended-B
1011 0x0001b6ee 0x0041c2ee 5   7    .text   utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
1012 0x0001b72d 0x0041c32d 5   7    .text   utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
1013 0x0001b817 0x0041c417 5   7    .text   utf8    ËD$\b% blocks=Latin-1 Supplement,Basic Latin
1014 0x0001b828 0x0041c428 4   6    .text   utf8    ËD$\b blocks=Latin-1 Supplement,Basic Latin
1015 0x0001b861 0x0041c461 4   6    .text   utf8    ,$ZÃ blocks=Basic Latin,Latin-1 Supplement
1016 0x0001b8ec 0x0041c4ec 4   5    .text   ascii   \r,,B
1017 0x0001b915 0x0041c515 4   5    .text   ascii   \r$,B
1018 0x0001bb90 0x0041c790 4   5    .text   ascii   QQSV
1019 0x0001bb99 0x0041c799 4   5    .text   ascii   Vh?\e
1020 0x0001bbd5 0x0041c7d5 4   5    .text   ascii   E\bYY
1021 0x0001bbf0 0x0041c7f0 5   6    .text   ascii   $j\fj\b
1022 0x0001bc31 0x0041c831 4   5    .text   ascii   $j\fj
1023 0x0001bc4c 0x0041c84c 4   5    .text   ascii   E\bQQ
1024 0x0001bc5f 0x0041c85f 4   5    .text   ascii   E\bQQ
1025 0x0001bd44 0x0041c944 5   6    .text   ascii   9M\fu.
1026 0x0001bd76 0x0041c976 6   7    .text   ascii   \9E\fuY
1027 0x0001be41 0x0041ca41 4   5    .text   ascii   j\b_Q
1028 0x0001be85 0x0041ca85 5   6    .text   ascii   F\bPQW
1029 0x0001beaf 0x0041caaf 5   6    .text   ascii   >\bYYt
1030 0x0001c169 0x0041cd69 5   7    .text   utf8    }++ȋE blocks=Basic Latin,Latin Extended-B
1031 0x0001c1ab 0x0041cdab 4   5    .text   ascii   _t\bj
1032 0x0001c1c1 0x0041cdc1 5   6    .text   ascii    t\vj 
1033 0x0001c29e 0x0041ce9e 4   5    .text   ascii   \b1A\b
1034 0x0001c2d1 0x0041ced1 4   5    .text   ascii   3A\b#
1035 0x0001c316 0x0041cf16 5   6    .text   ascii   E\b\tX\f
1036 0x0001c3ad 0x0041cfad 5   6    .text   ascii   E\b\tX 
1037 0x0001c3cb 0x0041cfcb 5   6    .text   ascii   E\b\tX`
1038 0x0001c3ff 0x0041cfff 5   6    .text   ascii   E\b\tX`
1039 0x0001c424 0x0041d024 4   5    .text   ascii   E\bPj
1040 0x0001c43f 0x0041d03f 4   5    .text   ascii   A\b\bt
1041 0x0001c4eb 0x0041d0eb 5   7    .text   utf8    \e_[]Ë blocks=Basic Latin,Latin-1 Supplement
1042 0x0001c691 0x0041d291 4   6    .text   utf8    8_]Ë blocks=Basic Latin,Latin-1 Supplement
1043 0x0001c6d1 0x0041d2d1 4   5    .text   ascii   E\bu\a
1044 0x0001c6d9 0x0041d2d9 5   7    .text   utf8    @]Á}\f blocks=Basic Latin,Latin-1 Supplement
1045 0x0001c73c 0x0041d33c 4   5    .text   ascii   E\bQQ
1046 0x0001c7e2 0x0041d3e2 5   6    .text   ascii   Y__^[
1047 0x0001c7f6 0x0041d3f6 10  11   .text   ascii   D$\f+d$\fSVW
1048 0x0001c82a 0x0041e02a 10  11   .rdata  ascii   D$\f+d$\fSVW
1049 0x0001c89e 0x0041e09e 4   5    .rdata  ascii   _^[]
1050 0x0001c8c8 0x0041e0c8 4   5    .rdata  ascii   \bSVW
1051 0x0001c931 0x0041e131 4   5    .rdata  ascii   Y_^[
1052 0x0001c962 0x0041e162 4   5    .rdata  ascii   Y_^[
1053 0x0001c97b 0x0041e17b 4   5    .rdata  ascii   f9\bt
1054 0x0001c982 0x0041e182 4   6    .rdata  utf8    ]ËH< blocks=Basic Latin,Latin-1 Supplement
1055 0x0001c9be 0x0041e1be 4   5    .rdata  ascii   D$\f3
1056 0x0001c9c6 0x0041e1c6 4   6    .rdata  utf8    ؋D$\b blocks=Arabic,Basic Latin
1057 0x0001ca0f 0x0041e20f 7   8    .rdata  ascii   ;T$\fw\br
1058 0x0001ca17 0x0041e217 10  11   .rdata  ascii   ;D$\bv\tN+D$
1059 0x0001ca28 0x0041e228 8   9    .rdata  ascii   +D$\b\eT$\f
1060 0x0001ca38 0x0041e238 4   9    .rdata  utf8    ʋӋًȋ blocks=IPA Extensions,Cyrillic,Arabic,Latin Extended-B
1061 0x0001ca50 0x0041e250 4   5    .rdata  ascii   WVS3
1062 0x0001cadb 0x0041e2db 7   8    .rdata  ascii   w\br\a;D$
1063 0x0001cb8f 0x0041e38f 4   6    .rdata  utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
1064 0x0001cb98 0x0041e398 7   9    .rdata  utf8    \vȋL$\fu\t blocks=Basic Latin,Latin Extended-B
1065 0x0001cbad 0x0041e3ad 4   6    .rdata  utf8    ؋D$\b blocks=Arabic,Basic Latin
1066 0x0001cbb7 0x0041e3b7 4   6    .rdata  utf8    ؋D$\b blocks=Arabic,Basic Latin
1067 0x0001cbd0 0x0041e3d0 4   5    .rdata  ascii   WVU3
1068 0x0001cc76 0x0041e476 6   7    .rdata  ascii   v\tN+D$
1069 0x0001cc96 0x0041e496 4   9    .rdata  utf8    ʋӋًȋ blocks=IPA Extensions,Cyrillic,Arabic,Latin Extended-B
1070 0x0001ccd2 0x0041e4d2 5   7    .rdata  utf8    L$\b+ȃ blocks=Basic Latin,Latin Extended-B
1071 0x0001cce8 0x0041e4e8 5   7    .rdata  utf8    L$\b+ȃ blocks=Basic Latin,Latin Extended-B
1072 0x0001cd1f 0x0041e51f 5   7    .rdata  utf8    ̃=DuB blocks=Combining Diacritical Marks,Basic Latin
1073 0x0001cd3b 0x0041e53b 5   7    .rdata  utf8    Ã=DuB blocks=Latin-1 Supplement,Basic Latin
1074 0x0001cd49 0x0041e549 4   5    .rdata  ascii   <$Xf
1075 0x0001ce26 0x0041e626 4   5    .rdata  ascii   %HuB
1076 0x0001ce31 0x0041e631 6   8    .rdata  utf8    D$\f^_Ë blocks=Basic Latin,Latin-1 Supplement
1077 0x0001ce52 0x0041e652 4   5    .rdata  ascii   %HuB
1078 0x0001cec6 0x0041e6c6 4   5    .rdata  ascii   oF f
1079 0x0001cf22 0x0041e722 4   5    .rdata  ascii   oF f
1080 0x0001cf7a 0x0041e77a 4   5    .rdata  ascii   oF f
1081 0x0001d055 0x0041e855 6   8    .rdata  utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
1082 0x0001d061 0x0041e861 6   8    .rdata  utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
1083 0x0001d073 0x0041e873 7   9    .rdata  utf8    D$\f^_ÍI blocks=Basic Latin,Latin-1 Supplement
1084 0x0001d08d 0x0041e88d 6   8    .rdata  utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
1085 0x0001d101 0x0041e901 6   8    .rdata  utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
1086 0x0001d10f 0x0041e90f 7   9    .rdata  utf8    D$\f^_ÍI blocks=Basic Latin,Latin-1 Supplement
1087 0x0001d125 0x0041e925 6   8    .rdata  utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
1088 0x0001d13f 0x0041e93f 5   6    .rdata  ascii   D$\f^_
1089 0x0001d225 0x0041ea25 5   6    .rdata  ascii   D$\f^_
1090 0x0001d25b 0x0041ea5b 4   5    .rdata  ascii   oV f
1091 0x0001d260 0x0041ea60 4   5    .rdata  ascii   o^0f
1092 0x0001d278 0x0041ea78 4   5    .rdata  ascii   of@f
1093 0x0001d27d 0x0041ea7d 4   5    .rdata  ascii   onPf
1094 0x0001d282 0x0041ea82 4   5    .rdata  ascii   ov`f
1095 0x0001d287 0x0041ea87 4   5    .rdata  ascii   o~pf
1096 0x0001d300 0x0041eb00 5   6    .rdata  ascii   \aFGIu
1097 0x0001d311 0x0041eb11 6   8    .rdata  utf8    D$\f^_Í blocks=Basic Latin,Latin-1 Supplement
1098 0x0001d337 0x0041eb37 4   5    .rdata  ascii   FGIu
1099 0x0001d389 0x0041eb89 6   8    .rdata  utf8    YYËT$\b blocks=Basic Latin,Latin-1 Supplement
1100 0x0001e1e4 0x0041f9e4 17  18   .rdata  ascii   Unknown exception
1101 0x0001e204 0x0041fa04 14  15   .rdata  ascii   bad allocation
1102 0x0001e220 0x0041fa20 20  21   .rdata  ascii   bad array new length
1103 0x0001e250 0x0041fa50 13  14   .rdata  ascii   bad exception
1104 0x0001e268 0x0041fa68 13  14   .rdata  ascii   Main Invoked.
1105 0x0001e278 0x0041fa78 14  15   .rdata  ascii   Main Returned.
1106 0x0001e2b6 0x0041fab6 9   20   .rdata  utf16le Aadvapi32
1107 0x0001e2cc 0x0041facc 29  60   .rdata  utf16le api-ms-win-core-fibers-l1-1-1
1108 0x0001e308 0x0041fb08 28  58   .rdata  utf16le api-ms-win-core-synch-l1-2-0
1109 0x0001e344 0x0041fb44 8   18   .rdata  utf16le kernel32
1110 0x0001e35c 0x0041fb5c 13  14   .rdata  ascii   EventRegister
1111 0x0001e370 0x0041fb70 19  20   .rdata  ascii   EventSetInformation
1112 0x0001e388 0x0041fb88 15  16   .rdata  ascii   EventUnregister
1113 0x0001e39c 0x0041fb9c 18  19   .rdata  ascii   EventWriteTransfer
1114 0x0001e3b8 0x0041fbb8 8   9    .rdata  ascii   FlsAlloc
1115 0x0001e3cc 0x0041fbcc 7   8    .rdata  ascii   FlsFree
1116 0x0001e3dc 0x0041fbdc 11  12   .rdata  ascii   FlsGetValue
1117 0x0001e3f0 0x0041fbf0 11  12   .rdata  ascii   FlsSetValue
1118 0x0001e404 0x0041fc04 27  28   .rdata  ascii   InitializeCriticalSectionEx
1119 0x0001e5b0 0x0041fdb0 8   9    .rdata  ascii   __based(
1120 0x0001e5bc 0x0041fdbc 7   8    .rdata  ascii   __cdecl
1121 0x0001e5c4 0x0041fdc4 8   9    .rdata  ascii   __pascal
1122 0x0001e5d0 0x0041fdd0 9   10   .rdata  ascii   __stdcall
1123 0x0001e5dc 0x0041fddc 10  11   .rdata  ascii   __thiscall
1124 0x0001e5e8 0x0041fde8 10  11   .rdata  ascii   __fastcall
1125 0x0001e5f4 0x0041fdf4 12  13   .rdata  ascii   __vectorcall
1126 0x0001e604 0x0041fe04 9   10   .rdata  ascii   __clrcall
1127 0x0001e610 0x0041fe10 6   7    .rdata  ascii   __eabi
1128 0x0001e618 0x0041fe18 7   8    .rdata  ascii   __ptr64
1129 0x0001e620 0x0041fe20 10  11   .rdata  ascii   __restrict
1130 0x0001e62c 0x0041fe2c 11  12   .rdata  ascii   __unaligned
1131 0x0001e638 0x0041fe38 9   10   .rdata  ascii   restrict(
1132 0x0001e644 0x0041fe44 4   5    .rdata  ascii    new
1133 0x0001e64c 0x0041fe4c 7   8    .rdata  ascii    delete
1134 0x0001e670 0x0041fe70 8   9    .rdata  ascii   operator
1135 0x0001e6b0 0x0041feb0 10  44   .rdata  utf32le ~^|☦籼㴪㴫㴭㴯㴥 blocks=Basic Latin,Miscellaneous Symbols,CJK Unified Ideographs,CJK Unified Ideographs Extension A
1136 0x0001e6ec 0x0041feec 9   10   .rdata  ascii   `vftable'
1137 0x0001e6f8 0x0041fef8 9   10   .rdata  ascii   `vbtable'
1138 0x0001e704 0x0041ff04 7   8    .rdata  ascii   `vcall'
1139 0x0001e70c 0x0041ff0c 8   9    .rdata  ascii   `typeof'
1140 0x0001e718 0x0041ff18 20  21   .rdata  ascii   `local static guard'
1141 0x0001e730 0x0041ff30 8   9    .rdata  ascii   `string'
1142 0x0001e73c 0x0041ff3c 18  19   .rdata  ascii   `vbase destructor'
1143 0x0001e750 0x0041ff50 28  29   .rdata  ascii   `vector deleting destructor'
1144 0x0001e770 0x0041ff70 29  30   .rdata  ascii   `default constructor closure'
1145 0x0001e790 0x0041ff90 28  29   .rdata  ascii   `scalar deleting destructor'
1146 0x0001e7b0 0x0041ffb0 29  30   .rdata  ascii   `vector constructor iterator'
1147 0x0001e7d0 0x0041ffd0 28  29   .rdata  ascii   `vector destructor iterator'
1148 0x0001e7f0 0x0041fff0 35  36   .rdata  ascii   `vector vbase constructor iterator'
1149 0x0001e814 0x00420014 26  27   .rdata  ascii   `virtual displacement map'
1150 0x0001e830 0x00420030 32  33   .rdata  ascii   `eh vector constructor iterator'
1151 0x0001e854 0x00420054 31  32   .rdata  ascii   `eh vector destructor iterator'
1152 0x0001e874 0x00420074 38  39   .rdata  ascii   `eh vector vbase constructor iterator'
1153 0x0001e89c 0x0042009c 26  27   .rdata  ascii   `copy constructor closure'
1154 0x0001e8b8 0x004200b8 15  16   .rdata  ascii   `udt returning'
1155 0x0001e8cc 0x004200cc 5   6    .rdata  ascii   `RTTI
1156 0x0001e8d4 0x004200d4 15  16   .rdata  ascii   `local vftable'
1157 0x0001e8e4 0x004200e4 35  36   .rdata  ascii   `local vftable constructor closure'
1158 0x0001e908 0x00420108 6   7    .rdata  ascii    new[]
1159 0x0001e910 0x00420110 9   10   .rdata  ascii    delete[]
1160 0x0001e91c 0x0042011c 14  15   .rdata  ascii   `omni callsig'
1161 0x0001e92c 0x0042012c 26  27   .rdata  ascii   `placement delete closure'
1162 0x0001e948 0x00420148 28  29   .rdata  ascii   `placement delete[] closure'
1163 0x0001e968 0x00420168 37  38   .rdata  ascii   `managed vector constructor iterator'
1164 0x0001e990 0x00420190 36  37   .rdata  ascii   `managed vector destructor iterator'
1165 0x0001e9b8 0x004201b8 37  38   .rdata  ascii   `eh vector copy constructor iterator'
1166 0x0001e9e0 0x004201e0 43  44   .rdata  ascii   `eh vector vbase copy constructor iterator'
1167 0x0001ea0c 0x0042020c 26  27   .rdata  ascii   `dynamic initializer for '
1168 0x0001ea28 0x00420228 32  33   .rdata  ascii   `dynamic atexit destructor for '
1169 0x0001ea4c 0x0042024c 34  35   .rdata  ascii   `vector copy constructor iterator'
1170 0x0001ea70 0x00420270 40  41   .rdata  ascii   `vector vbase copy constructor iterator'
1171 0x0001ea9c 0x0042029c 42  43   .rdata  ascii   `managed vector copy constructor iterator'
1172 0x0001eac8 0x004202c8 27  28   .rdata  ascii   `local static thread guard'
1173 0x0001eae4 0x004202e4 12  13   .rdata  ascii   operator "" 
1174 0x0001eaf4 0x004202f4 17  18   .rdata  ascii    Type Descriptor'
1175 0x0001eb08 0x00420308 27  28   .rdata  ascii    Base Class Descriptor at (
1176 0x0001eb24 0x00420324 18  19   .rdata  ascii    Base Class Array'
1177 0x0001eb38 0x00420338 28  29   .rdata  ascii    Class Hierarchy Descriptor'
1178 0x0001eb58 0x00420358 25  26   .rdata  ascii    Complete Object Locator'
1179 0x0001eb99 0x00420399 7   8    .rdata  ascii   ( 8PX\a\b
1180 0x0001eba1 0x004203a1 6   7    .rdata  ascii   700WP\a
1181 0x0001eba9 0x004203a9 4   5    .rdata  ascii     \b\a
1182 0x0001ebb0 0x004203b0 7   8    .rdata  ascii   \b`h````
1183 0x0001ebb9 0x004203b9 10  11   .rdata  ascii   xpxxxx\b\a\b\a
1184 0x0001ebfd 0x004203fd 5   6    .rdata  ascii   ('8PW
1185 0x0001ec06 0x00420406 5   6    .rdata  ascii   700PP
1186 0x0001ec18 0x00420418 17  18   .rdata  ascii   `h`hhh\b\b\axwpwpp\b\b
1187 0x0001ec34 0x00420434 6   7    .rdata  ascii   (null)
1188 0x0001ec3c 0x0042043c 6   14   .rdata  utf16le (null)
1189 0x0001ecf0 0x004204f0 9   20   .rdata  utf16le coree.dll
1190 0x0001ed04 0x00420504 14  15   .rdata  ascii   CorExitProcess
1191 0x0001edbc 0x004205bc 12  52   .rdata  utf32le \t\a\f\b\f\t\f\n\a\v\b\f
1192 0x0001ee40 0x00420640 5   24   .rdata  utf32le R\rS\rW
1193 0x0001ee58 0x00420658 7   32   .rdata  utf32le Y\vl\rm p
1194 0x0001eecc 0x004206cc 4   20   .rdata  utf32le \v§\r· blocks=Basic Latin,Latin-1 Supplement
1195 0x0001ef46 0x00420746 35  72   .rdata  utf16le Aapi-ms-win-appmodel-runtime-l1-1-1
1196 0x0001ef90 0x00420790 31  64   .rdata  utf16le api-ms-win-core-datetime-l1-1-1
1197 0x0001efd0 0x004207d0 27  56   .rdata  utf16le api-ms-win-core-file-l2-1-1
1198 0x0001f008 0x00420808 35  72   .rdata  utf16le api-ms-win-core-localization-l1-2-1
1199 0x0001f050 0x00420850 44  90   .rdata  utf16le api-ms-win-core-localization-obsolete-l1-2-0
1200 0x0001f0b0 0x004208b0 37  76   .rdata  utf16le api-ms-win-core-processthreads-l1-1-2
1201 0x0001f0fc 0x004208fc 29  60   .rdata  utf16le api-ms-win-core-string-l1-1-0
1202 0x0001f138 0x00420938 30  62   .rdata  utf16le api-ms-win-core-sysinfo-l1-2-1
1203 0x0001f178 0x00420978 28  58   .rdata  utf16le api-ms-win-core-winrt-l1-1-0
1204 0x0001f1b4 0x004209b4 29  60   .rdata  utf16le api-ms-win-core-xstate-l2-1-0
1205 0x0001f1f0 0x004209f0 38  78   .rdata  utf16le api-ms-win-rtcore-ntuser-window-l1-1-0
1206 0x0001f240 0x00420a40 42  86   .rdata  utf16le api-ms-win-security-systemfunctions-l1-1-0
1207 0x0001f298 0x00420a98 42  86   .rdata  utf16le ext-ms-win-kernel32-package-current-l1-1-0
1208 0x0001f2f0 0x00420af0 34  70   .rdata  utf16le ext-ms-win-ntuser-dialogbox-l1-1-0
