[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000e8 0x000000e8 4   5            ascii   Rich
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 6   7            ascii   .gfids
6    0x0000029f 0x0000029f 6   7            ascii   @.rsrc
7    0x000002c7 0x000002c7 7   8            ascii   @.reloc
8    0x00000462 0x00401062 4   5    .text   ascii   M\fQj
9    0x000004a1 0x004010a1 4   5    .text   ascii   SVWP
10   0x00000579 0x00401179 4   5    .text   ascii   r\rAQ
11   0x000005bc 0x004011bc 4   5    .text   ascii   r\rAQ
12   0x000005ff 0x004011ff 4   5    .text   ascii   r\rAQ
13   0x00000673 0x00401273 4   5    .text   ascii   r\rAQ
14   0x000006ef 0x004012ef 4   5    .text   ascii   r\r@P
15   0x00000792 0x00401392 5   6    .text   ascii   Vh yI
16   0x000007d4 0x004013d4 4   9    .text   utf16le jjjj
17   0x00000844 0x00401444 4   5    .text   ascii   h(zI
18   0x00000ac6 0x004016c6 5   11   .text   utf16le jjjjj
19   0x00000b67 0x00401767 6   7    .text   ascii   j\eh|{I
20   0x00000ba2 0x004017a2 6   7    .text   ascii   j\eh|{I
21   0x00000bcc 0x004017cc 6   7    .text   ascii   j\eh|{I
22   0x00000bfb 0x004017fb 4   5    .text   ascii   VSWh
23   0x00000c40 0x00401840 4   5    .text   ascii   t6Wj
24   0x00000caa 0x004018aa 4   5    .text   ascii   Y_^[
25   0x00000d18 0x00401918 4   5    .text   ascii   :\au'
26   0x00000d52 0x00401952 4   5    .text   ascii   v\n_^
27   0x00000d62 0x00401962 4   5    .text   ascii   _^[]
28   0x00000db9 0x004019b9 4   5    .text   ascii   r\t@P
29   0x00000ee3 0x00401ae3 4   5    .text   ascii   _^[]
30   0x00000ef9 0x00401af9 4   5    .text   ascii   h@|I
31   0x00000f03 0x00401b03 4   5    .text   ascii   h@|I
32   0x00000f0d 0x00401b0d 4   5    .text   ascii   h0|I
33   0x00000f38 0x00401b38 4   6    .text   utf8    s +C
34   0x00000fdc 0x00401bdc 4   5    .text   ascii   w}9~
35   0x00001027 0x00401c27 5   6    .text   ascii   t\vWSP
36   0x00001045 0x00401c45 4   5    .text   ascii   _^[]
37   0x0000105b 0x00401c5b 4   5    .text   ascii   h0|I
38   0x00001083 0x00401c83 4   5    .text   ascii   \fSVW
39   0x00001159 0x00401d59 5   6    .text   ascii   t\vPQS
40   0x0000116c 0x00401d6c 4   5    .text   ascii   r\t@P
41   0x000011b5 0x00401db5 4   5    .text   ascii   Y_^[
42   0x000011c8 0x00401dc8 4   5    .text   ascii   r\t@P
43   0x00001208 0x00401e08 4   6    .text   utf8    u\b3ɋ blocks=Basic Latin,Latin Extended-B
44   0x00001256 0x00401e56 6   7    .text   ascii   u\bWj\ah
