Metadata Signature: 0xad78 0x10001424a5342 12
.NET Version: v4.0.30319
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 1f20
Stream name: #~ 4
DirectoryAddress: 1f8c Size: 9e70
Stream name: #Strings 12
DirectoryAddress: bdfc Size: 2d4c
Stream name: #US 4
DirectoryAddress: eb48 Size: 10
Stream name: #GUID 8
DirectoryAddress: eb58 Size: 5268
Stream name: #Blob 8
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019f 0x0000019f 6   7            ascii   `.rsrc
3    0x000001c7 0x000001c7 7   8            ascii   @.reloc
4    0x000026ae 0x004044ae 4   5    .text   ascii   \b@X(
5    0x000043bd 0x004061bd 5   6    .text   ascii   PNG\r\n
6    0x000043c7 0x004061c7 5   6    .text   ascii   \rIHDR
7    0x000043e1 0x004061e1 4   5    .text   ascii   sRGB
8    0x000043ee 0x004061ee 4   5    .text   ascii   gAMA
9    0x000043fd 0x004061fd 5   6    .text   ascii   \tpHYs
10   0x00004411 0x00406211 8   9    .text   ascii   iKIDATx^
11   0x0000442e 0x0040622e 4   5    .text   ascii   dl{l
12   0x00004469 0x00406269 4   5    .text   ascii   \f{aj
13   0x00004479 0x00406279 4   7    .text   utf8    _ӳڹJ blocks=Basic Latin,Cyrillic,Arabic
14   0x000044a6 0x004062a6 4   5    .text   ascii   ;3y<
15   0x000044b4 0x004062b4 4   5    .text   ascii   [FFr
16   0x000044bf 0x004062bf 6   7    .text   ascii   \f!k#[a
17   0x000044e3 0x004062e3 5   6    .text   ascii   !M+6x
18   0x000044fd 0x004062fd 4   6    .text   utf8    ڙdU; blocks=Arabic,Basic Latin
19   0x00004535 0x00406335 5   6    .text   ascii   2b1m(
20   0x00004574 0x00406374 4   5    .text   ascii   klhL
21   0x0000458a 0x0040638a 4   5    .text   ascii   HSg>
22   0x000045e4 0x004063e4 10  11   .text   ascii   QAV*0S'\b\ni
23   0x0000461c 0x0040641c 4   5    .text   ascii   ( 3.
24   0x0000462e 0x0040642e 5   7    .text   utf8    OL\fɊR blocks=Basic Latin,Latin Extended-B
25   0x00004659 0x00406459 5   7    .text   utf8    xǧ\t)  blocks=Basic Latin,Latin Extended-B
26   0x000046d7 0x004064d7 4   5    .text   ascii   Z0\nX
27   0x0000470e 0x0040650e 4   5    .text   ascii   )/v]
28   0x0000471e 0x0040651e 6   9    .text   utf8    DIɹvÏ> blocks=Basic Latin,IPA Extensions,Latin-1 Supplement
29   0x00004787 0x00406587 4   5    .text   ascii   \nnm~
30   0x000047ac 0x004065ac 4   6    .text   utf8    \vɪ5] blocks=Basic Latin,IPA Extensions
31   0x00004801 0x00406601 4   5    .text   ascii   OMHe
32   0x0000480d 0x0040660d 4   6    .text   utf8    P?Ы[ blocks=Basic Latin,Cyrillic
33   0x0000481f 0x0040661f 7   8    .text   ascii   MbZ\a15g
34   0x00004877 0x00406677 5   7    .text   utf8    ;\vlfB
35   0x000048a6 0x004066a6 5   6    .text   ascii   <:{sH
36   0x000048b9 0x004066b9 6   7    .text   ascii   R\vw!%p
37   0x0000492a 0x0040672a 5   6    .text   ascii   'Alw3
38   0x00004948 0x00406748 4   5    .text   ascii   mL9X
39   0x00004991 0x00406791 5   6    .text   ascii   #O-}A
40   0x000049a2 0x004067a2 5   6    .text   ascii   RP9\0
41   0x00004a1c 0x0040681c 5   6    .text   ascii   U3^7h
