Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000082 0x00000082 14  15           ascii   /`*|A3*|A3*|A3
2    0x00000093 0x00000093 5   6            ascii   3!|A3
3    0x000000a3 0x000000a3 5   6            ascii   32|A3
4    0x000000a9 0x000000a9 7   8            ascii   %B29|A3
5    0x000000b1 0x000000b1 7   8            ascii   %D2\f|A3
6    0x000000b9 0x000000b9 8   9            ascii   %E28|A3#
7    0x000000c3 0x000000c3 13  14           ascii   3-|A3*|@3Q|A3
8    0x000000d1 0x000000d1 7   8            ascii   %H2(|A3
9    0x000000d9 0x000000d9 7   8            ascii   %A2+|A3
10   0x000000e3 0x000000e3 7   8            ascii   3+|A3*|
11   0x000000eb 0x000000eb 5   6            ascii   3+|A3
12   0x000000f1 0x000000f1 15  16           ascii   %C2+|A3Rich*|A3
13   0x00000208 0x00000208 5   6            ascii   .text
14   0x0000022f 0x0000022f 7   8            ascii   `.rdata
15   0x00000257 0x00000257 6   7            ascii   @.data
16   0x00000280 0x00000280 5   6            ascii   .Init
17   0x000002a8 0x000002a8 5   6            ascii   .rsrc
18   0x000002cf 0x000002cf 7   8            ascii   @.reloc
1871 0x00025571 0x0042b171 10  11   .Init   ascii   USER32.dll
1872 0x0002557d 0x0042b17d 12  13   .Init   ascii   ADVAPI32.dll
1873 0x0002558d 0x0042b18d 24  25   .Init   ascii   UnhandledExceptionFilter
1874 0x000255a9 0x0042b1a9 27  28   .Init   ascii   SetUnhandledExceptionFilter
1875 0x000255c7 0x0042b1c7 16  17   .Init   ascii   TerminateProcess
1876 0x000255db 0x0042b1db 25  26   .Init   ascii   IsProcessorFeaturePresent
1877 0x000255f7 0x0042b1f7 23  24   .Init   ascii   QueryPerformanceCounter
1878 0x00025611 0x0042b211 19  20   .Init   ascii   GetCurrentProcessId
1879 0x00025627 0x0042b227 18  19   .Init   ascii   GetCurrentThreadId
1880 0x0002563d 0x0042b23d 23  24   .Init   ascii   GetSystemTimeAsFileTime
1881 0x00025657 0x0042b257 19  20   .Init   ascii   InitializeSListHead
1882 0x0002566d 0x0042b26d 17  18   .Init   ascii   IsDebuggerPresent
1883 0x00025681 0x0042b281 15  16   .Init   ascii   GetStartupInfoW
1884 0x00025693 0x0042b293 16  17   .Init   ascii   GetModuleHandleW
1885 0x000256a7 0x0042b2a7 13  14   .Init   ascii   EncodePointer
1886 0x000256b7 0x0042b2b7 18  19   .Init   ascii   GetModuleFileNameW
1887 0x000256cd 0x0042b2cd 14  15   .Init   ascii   RaiseException
1888 0x000256df 0x0042b2df 12  13   .Init   ascii   SetLastError
1889 0x000256ef 0x0042b2ef 9   10   .Init   ascii   RtlUnwind
1890 0x000256fb 0x0042b2fb 37  38   .Init   ascii   InitializeCriticalSectionAndSpinCount
1891 0x00025723 0x0042b323 8   9    .Init   ascii   TlsAlloc
1892 0x0002572f 0x0042b32f 11  12   .Init   ascii   TlsGetValue
1893 0x0002573d 0x0042b33d 11  12   .Init   ascii   TlsSetValue
1894 0x0002574b 0x0042b34b 7   8    .Init   ascii   TlsFree
1895 0x00025755 0x0042b355 14  15   .Init   ascii   LoadLibraryExW
1896 0x00025767 0x0042b367 20  21   .Init   ascii   EnterCriticalSection
1897 0x0002577f 0x0042b37f 20  21   .Init   ascii   LeaveCriticalSection
1898 0x00025797 0x0042b397 21  22   .Init   ascii   DeleteCriticalSection
1899 0x000257af 0x0042b3af 12  13   .Init   ascii   GetStdHandle
1900 0x000257bf 0x0042b3bf 18  19   .Init   ascii   GetModuleFileNameA
1901 0x000257d5 0x0042b3d5 19  20   .Init   ascii   MultiByteToWideChar
1902 0x000257eb 0x0042b3eb 19  20   .Init   ascii   WideCharToMultiByte
1903 0x00025801 0x0042b401 11  12   .Init   ascii   ExitProcess
1904 0x0002580f 0x0042b40f 18  19   .Init   ascii   GetModuleHandleExW
1905 0x00025825 0x0042b425 6   7    .Init   ascii   GetACP
1906 0x0002582f 0x0042b42f 16  17   .Init   ascii   SetFilePointerEx
1907 0x00025843 0x0042b443 14  15   .Init   ascii   GetConsoleMode
1908 0x00025855 0x0042b455 11  12   .Init   ascii   GetFileType
1909 0x00025863 0x0042b463 12  13   .Init   ascii   LCMapStringW
1910 0x00025873 0x0042b473 11  12   .Init   ascii   HeapReAlloc
1911 0x00025881 0x0042b481 16  17   .Init   ascii   FindFirstFileExA
1912 0x00025895 0x0042b495 15  16   .Init   ascii   IsValidCodePage
1913 0x000258a7 0x0042b4a7 8   9    .Init   ascii   GetOEMCP
1914 0x000258b3 0x0042b4b3 9   10   .Init   ascii   GetCPInfo
1915 0x000258bf 0x0042b4bf 15  16   .Init   ascii   GetCommandLineA
1916 0x000258d1 0x0042b4d1 15  16   .Init   ascii   GetCommandLineW
1917 0x000258e3 0x0042b4e3 22  23   .Init   ascii   GetEnvironmentStringsW
1918 0x000258fd 0x0042b4fd 23  24   .Init   ascii   FreeEnvironmentStringsW
1919 0x00025917 0x0042b517 12  13   .Init   ascii   SetStdHandle
1920 0x00025927 0x0042b527 14  15   .Init   ascii   GetStringTypeW
1921 0x00025939 0x0042b539 16  17   .Init   ascii   FlushFileBuffers
1922 0x0002594d 0x0042b54d 12  13   .Init   ascii   GetConsoleCP
1923 0x0002595d 0x0042b55d 11  12   .Init   ascii   CreateFileW
1924 0x0002596b 0x0042b56b 8   9    .Init   ascii   HeapSize
1925 0x00025977 0x0042b577 13  14   .Init   ascii   WriteConsoleW
1926 0x00025987 0x0042b587 13  14   .Init   ascii   DecodePointer
1927 0x00025997 0x0042b597 17  18   .Init   ascii   SystemFunction036
1928 0x00026052 0x0042bc52 4   6    .Init   utf8    ^"2D
1929 0x0002605a 0x0042bc5a 4   5    .Init   ascii   qj"*
1930 0x000263a1 0x0042bfa1 26  27   .Init   ascii                             
1931 0x0002641f 0x0042c01f 24  25   .Init   ascii                           
1932 0x00026438 0x0042c038 8   9    .Init   ascii           
1933 0x00026488 0x0042c088 26  27   .Init   ascii   abcdefghijklmnopqrstuvwxyz
1934 0x000264a8 0x0042c0a8 26  27   .Init   ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZ
1935 0x000265c1 0x0042c1c1 26  27   .Init   ascii                             
1936 0x000266a1 0x0042c2a1 26  27   .Init   ascii   abcdefghijklmnopqrstuvwxyz
1937 0x000266c1 0x0042c2c1 26  27   .Init   ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZ
1938 0x000267ff 0x0042c3ff 8   9    .Init   ascii   Infinity
1939 0x0002680b 0x0042d00b 8   9    .rsrc   ascii   Infinity
1940 0x00026817 0x0042d017 13  14   .rsrc   ascii   MDDEFGEGETGIZ
1941 0x0002685b 0x0042d05b 5   6    .rsrc   ascii   UF0.4
1942 0x00026879 0x0042d079 10  11   .rsrc   ascii   2016020201
1943 0x00026897 0x0042d097 31  32   .rsrc   ascii   C:\Users\Public\Documents\Flash
1944 0x0002699b 0x0042d19b 36  37   .rsrc   ascii   C:\Users\Public\Documents\Flash\Info
1945 0x00026a9f 0x0042d29f 36  37   .rsrc   ascii   C:\Users\Public\Documents\Flash\Data
1946 0x00026ba3 0x0042d3a3 36  37   .rsrc   ascii   C:\Users\Public\Documents\Flash\Down
1947 0x00026ca7 0x0042d4a7 12  13   .rsrc   ascii   flash_en.exe
1948 0x00026cc5 0x0042d4c5 12  13   .rsrc   ascii   flash_en.dat
1949 0x00026ceb 0x0042d4eb 7   8    .rsrc   ascii   avp.exe
1950 0x00026d0f 0x0042d50f 12  13   .rsrc   ascii   nod32krn.exe
1951 0x00026d33 0x0042d533 8   9    .rsrc   ascii   ekrn.exe
1952 0x00026d57 0x0042d557 11  12   .rsrc   ascii   ashserv.exe
1953 0x00026d7b 0x0042d57b 12  13   .rsrc   ascii   Avastsvc.exe
1954 0x00026d9f 0x0042d59f 12  13   .rsrc   ascii   mcshield.exe
1955 0x00026dc3 0x0042d5c3 11  12   .rsrc   ascii   rtvscan.exe
1956 0x00026de7 0x0042d5e7 12  13   .rsrc   ascii   pccntmon.exe
1957 0x00026e0b 0x0042d60b 9   10   .rsrc   ascii   avgam.exe
1958 0x00026e2f 0x0042d62f 11  12   .rsrc   ascii   avguard.exe
1959 0x00026e53 0x0042d653 14  15   .rsrc   ascii   uiwatchdog.exe
1960 0x00026e77 0x0042d677 12  13   .rsrc   ascii   pccntmon.exe
1961 0x00026e9b 0x0042d69b 12  13   .rsrc   ascii   sfctlcom.exe
1962 0x00026ebf 0x0042d6bf 9   10   .rsrc   ascii   360rp.exe
1963 0x00026ee3 0x0042d6e3 11  12   .rsrc   ascii   360tray.exe
1964 0x00026f07 0x0042d707 18  19   .rsrc   ascii   CyberoamClient.exe
1965 0x00026f2b 0x0042d72b 11  12   .rsrc   ascii   consctl.exe
1966 0x00026f4f 0x0042d74f 12  13   .rsrc   ascii   escanmon.exe
1967 0x00026f73 0x0042d773 11  12   .rsrc   ascii   econser.exe
1968 0x00026f97 0x0042d797 11  12   .rsrc   ascii   avpmapp.exe
1969 0x00026fbb 0x0042d7bb 12  13   .rsrc   ascii   econceal.exe
1970 0x00026fdf 0x0042d7df 14  15   .rsrc   ascii   SavService.exe
1971 0x00027003 0x0042d803 19  20   .rsrc   ascii   SAVAdminService.exe
1972 0x00027027 0x0042d827 15  16   .rsrc   ascii   swi_service.exe
1973 0x0002704b 0x0042d84b 9   10   .rsrc   ascii   ALMon.exe
1974 0x0002706f 0x0042d86f 9   10   .rsrc   ascii   ALsvc.exe
1975 0x00027093 0x0042d893 7   8    .rsrc   ascii   Bka.exe
1976 0x000270b7 0x0042d8b7 15  16   .rsrc   ascii   BkavService.exe
1977 0x000270db 0x0042d8db 5   6    .rsrc   ascii   other
1978 0x0002716f 0x0042d96f 19  20   .rsrc   ascii   .?AVbad_alloc@std@@
1979 0x0002718b 0x0042d98b 19  20   .rsrc   ascii   .?AVexception@std@@
1980 0x000271a7 0x0042d9a7 30  31   .rsrc   ascii   .?AVbad_array_new_length@std@@
1981 0x000271cf 0x0042d9cf 15  16   .rsrc   ascii   .?AVtype_info@@
1982 0x000271e7 0x0042d9e7 23  24   .rsrc   ascii   .?AVbad_exception@std@@
1983 0x00027523 0x0042dd23 18  25   .rsrc   utf8    @4-@4-@4-@4-@4-@4-
1984 0x0002759a 0x0042dd9a 4   6    .rsrc   utf8    l@4-
1985 0x000275a5 0x0042dda5 4   5    .rsrc   ascii   ?R*l
1986 0x000275b6 0x0042ddb6 5   7    .rsrc   utf8    l@4-8
1987 0x0002762d 0x0042de2d 40  41   .rsrc   ascii   ?RC:\Users\byteatlas\Desktop\7NFIRmg.exe
1988 0x00027769 0x0042df69 5   7    .rsrc   utf8    zR˒zR blocks=Basic Latin,Spacing Modifier Letters
1989 0x000279e1 0x0042e1e1 4   5    .rsrc   ascii   ?R*l
1990 0x00027a25 0x0042e225 5   7    .rsrc   utf8    ?R@4-
1991 0x00027a2d 0x0042e22d 4   5    .rsrc   ascii   ?RGh
1992 0x0002b3dc 0x00431bdc 5   6    .rsrc   ascii   7F0/#
1993 0x0002b3e6 0x00431be6 4   7    .rsrc   utf8    h"e blocks=Basic Latin,Private Use Area
1994 0x0002b4c4 0x00431cc4 5   8    .rsrc   utf8    潳;}lT blocks=CJK Unified Ideographs,Basic Latin
1995 0x0002d33d 0x00433b3d 4   5    .rsrc   ascii   \fl\fl
1996 0x0002d48d 0x00433c8d 5   6    .rsrc   ascii   @DDD@
1997 0x0002d7e3 0x00433fe3 4   5    .rsrc   ascii   w"+"
1998 0x0002d813 0x00434013 4   5    .rsrc   ascii   w{""
1999 0x0002d819 0x00434019 4   5    .rsrc   ascii   w"2/
2000 0x0002d831 0x00434031 4   5    .rsrc   ascii   w#//
2001 0x0002d849 0x00434049 4   5    .rsrc   ascii   w/"/
2002 0x0002d861 0x00434061 4   5    .rsrc   ascii   w"//
2003 0x0002d879 0x00434079 4   5    .rsrc   ascii   w/#/
2004 0x0002d891 0x00434091 4   5    .rsrc   ascii   w"#/
2005 0x0002d8a9 0x004340a9 4   5    .rsrc   ascii   w#2/
2006 0x0002d8bb 0x004340bb 4   5    .rsrc   ascii   w{"#
2007 0x0002d8c1 0x004340c1 4   5    .rsrc   ascii   w#2/
2008 0x0002d8eb 0x004340eb 4   5    .rsrc   ascii   w{"/
2009 0x0002d8f1 0x004340f1 4   5    .rsrc   ascii   {"2/
2010 0x0002d921 0x00434121 4   5    .rsrc   ascii   {"2/
2011 0x0002d939 0x00434139 4   5    .rsrc   ascii   w#//
2012 0x0002d94c 0x0043414c 4   5    .rsrc   ascii   {"#/
2013 0x0002d969 0x00434169 4   5    .rsrc   ascii   w"//
2014 0x0002d97c 0x0043417c 4   5    .rsrc   ascii   {""/
2015 0x0002d981 0x00434181 4   5    .rsrc   ascii   w/"/
2016 0x0002d9b1 0x004341b1 4   5    .rsrc   ascii   {#"/
2017 0x0002d9c9 0x004341c9 4   5    .rsrc   ascii   {"//
2018 0x0002d9e1 0x004341e1 4   5    .rsrc   ascii   {/"/
2019 0x0002da11 0x00434211 4   5    .rsrc   ascii   {""/
2020 0x0002db17 0x00434317 6   7    .rsrc   ascii   &&hhhP
2021 0x0002e187 0x00434987 5   6    .rsrc   ascii   ,q,,\r
2022 0x0002e18d 0x0043498d 5   6    .rsrc   ascii   \,,,I
2023 0x0002e196 0x00434996 8   9    .rsrc   ascii   \^V~\fF+Q
2024 0x0002e1a6 0x004349a6 4   5    .rsrc   ascii   d^3_
2025 0x0002e1ab 0x004349ab 6   7    .rsrc   ascii   KQ:L\v)
2026 0x0002e1b5 0x004349b5 6   7    .rsrc   ascii   IdX3]\t
2027 0x0002e1bc 0x004349bc 5   6    .rsrc   ascii   Q#G\v,
2028 0x0002e1c7 0x004349c7 10  11   .rsrc   ascii   r's\nKQ\fR\v,
2029 0x0002e1dc 0x004349dc 5   6    .rsrc   ascii   \a%L\v,
2030 0x0002e1e5 0x004349e5 4   5    .rsrc   ascii   I$6$
2031 0x0002e20b 0x00434a0b 6   7    .rsrc   ascii   FB:?\v,
2032 0x0002e22b 0x00434a2b 6   7    .rsrc   ascii   \vDt\v\v,
2033 0x0002e248 0x00434a48 4   5    .rsrc   ascii   [{U<
2034 0x0002e255 0x00434a55 10  11   .rsrc   ascii   I`xkd 1\e/\
2035 0x0002e747 0x00434f47 4   5    .rsrc   ascii   add9
2036 0x0002e78f 0x00434f8f 4   5    .rsrc   ascii   6[\bc
2037 0x0002e7cf 0x00434fcf 4   5    .rsrc   ascii   <<\bc
2038 0x0002e7df 0x00434fdf 4   5    .rsrc   ascii   3~DK
2039 0x0002e82b 0x0043502b 7   9    .rsrc   utf8    cׇO*/\bc blocks=Basic Latin,Hebrew
2040 0x0002e845 0x00435045 4   6    .rsrc   utf8    L{5\b
2041 0x0002e888 0x00435088 5   7    .rsrc   utf8    =xicׇ blocks=Basic Latin,Hebrew
2042 0x0002e8a8 0x004350a8 7   9    .rsrc   utf8    =xmcׇO4 blocks=Basic Latin,Hebrew
2043 0x0002e93f 0x0043513f 6   7    .rsrc   ascii   3I::::
2044 0x0002e961 0x00435161 6   7    .rsrc   ascii   ::::vH
2045 0x0002e981 0x00435181 8   10   .rsrc   utf8    ::::vHõW blocks=Basic Latin,Latin-1 Supplement
2046 0x0002e9a1 0x004351a1 5   6    .rsrc   ascii   ::::v
2047 0x0002e9c1 0x004351c1 5   6    .rsrc   ascii   ::::y
2048 0x0002e9e1 0x004351e1 6   7    .rsrc   ascii   ::::yN
2049 0x0002e9e8 0x004351e8 6   7    .rsrc   ascii   Wdcddc
2050 0x0002ea01 0x00435201 5   6    .rsrc   ascii   ::::y
2051 0x0002ea09 0x00435209 4   5    .rsrc   ascii   w?-c
2052 0x0002f0e1 0x004358e1 5   6    .rsrc   ascii   *JFi&
2053 0x0002f147 0x00435947 4   5    .rsrc   ascii   rXI\b
2054 0x0002f171 0x00435971 4   5    .rsrc   ascii   *<bi
2055 0x0002f1a1 0x004359a1 4   5    .rsrc   ascii   *<b.
2056 0x0002f1ca 0x004359ca 4   5    .rsrc   ascii   *R;;
2057 0x0002f237 0x00435a37 4   5    .rsrc   ascii   Ur\\b
2058 0x0002f2bc 0x00435abc 5   6    .rsrc   ascii   RRRhh
2059 0x0002f2c2 0x00435ac2 4   5    .rsrc   ascii   ,4H&
2060 0x0002f2d0 0x00435ad0 4   6    .rsrc   utf8    yŤIY blocks=Basic Latin,Latin Extended-A
2061 0x0002f2ee 0x00435aee 4   5    .rsrc   ascii   RRRh
2062 0x0002f323 0x00435b23 4   5    .rsrc   ascii   "ciq
2063 0x0002f32d 0x00435b2d 4   5    .rsrc   ascii   \nN8y
2064 0x0002f352 0x00435b52 4   5    .rsrc   ascii   !4c&
2065 0x0002f382 0x00435b82 5   6    .rsrc   ascii    "ciq
2066 0x0002f38d 0x00435b8d 6   8    .rsrc   utf8    \n^8AͤM blocks=Basic Latin,Combining Diacritical Marks
2067 0x0002f3b2 0x00435bb2 4   5    .rsrc   ascii    4H&
2068 0x0002f3e1 0x00435be1 7   8    .rsrc   ascii   ( 4H&qU
2069 0x0002f442 0x00435c42 6   7    .rsrc   ascii    4F&qU
2070 0x0002f50d 0x00435d0d 6   8    .rsrc   utf8    ̺LrooA blocks=Combining Diacritical Marks,Basic Latin
2071 0x0002f53d 0x00435d3d 4   6    .rsrc   utf8    ̺Lr\ blocks=Combining Diacritical Marks,Basic Latin
2072 0x0002f652 0x00435e52 4   6    .rsrc   utf8    \eJiȿ blocks=Basic Latin,Latin Extended-B
2073 0x0002f6f1 0x00435ef1 4   5    .rsrc   ascii   7%#z
2074 0x0002f71b 0x00435f1b 5   6    .rsrc   ascii   \e\efC#
2075 0x0002f746 0x00435f46 7   8    .rsrc   ascii   \e\efgG7@
2076 0x0002f776 0x00435f76 12  13   .rsrc   ascii   ddd%j@7@GGC#
2077 0x0002f7a6 0x00435fa6 6   7    .rsrc   ascii   Td%%@7
2078 0x0002f7d9 0x00435fd9 4   5    .rsrc   ascii   5f::
2079 0x0002f82d 0x0043602d 4   5    .rsrc   ascii   kkzW
2080 0x00033596 0x00439d96 44  45   .rsrc   ascii   !This program cannot be run in DOS mode.\r\r\n$
2081 0x00033638 0x00439e38 6   7    .rsrc   ascii   ]Richz
2082 0x00033741 0x00439f41 5   6    .rsrc   ascii   .text
2083 0x00033768 0x00439f68 7   8    .rsrc   ascii   `.rdata
2084 0x00033790 0x00439f90 6   7    .rsrc   ascii   @.data
2085 0x000337b9 0x00439fb9 5   6    .rsrc   ascii   .rsrc
2086 0x000337e0 0x00439fe0 7   8    .rsrc   ascii   @.reloc
2087 0x0003394d 0x0043a14d 4   5    .rsrc   ascii   M\fVW
2088 0x0003396a 0x0043a16a 4   5    .rsrc   ascii   PWh#
2089 0x000339eb 0x0043a1eb 4   5    .rsrc   ascii   YY^]
2090 0x00033a10 0x0043a210 4   6    .rsrc   utf8    +ыM\b blocks=Basic Latin,Cyrillic
2091 0x00033a23 0x0043a223 4   5    .rsrc   ascii   A\b^]
2092 0x00033a2c 0x0043a22c 5   6    .rsrc   ascii   E\fVW3
2093 0x00033a67 0x0043a267 4   5    .rsrc   ascii   A\b^]
2094 0x00033ac5 0x0043a2c5 5   6    .rsrc   ascii   u$WSQ
2095 0x00033add 0x0043a2dd 4   5    .rsrc   ascii   ^_[]
2096 0x00033ae8 0x0043a2e8 4   5    .rsrc   ascii   E\f\vE
2097 0x00033af6 0x0043a2f6 7   8    .rsrc   ascii   B\f#M\f#E
2098 0x00033b08 0x0043a308 5   6    .rsrc   ascii   #E\f#M
2099 0x00033c15 0x0043a415 4   5    .rsrc   ascii   U\fRj
2100 0x00033c33 0x0043a433 4   5    .rsrc   ascii   M\fQj
2101 0x00033caf 0x0043a4af 4   5    .rsrc   ascii   SVWP
2102 0x00033db9 0x0043a5b9 4   7    .rsrc   utf8    MȋU؊ blocks=Basic Latin,Latin Extended-B,Arabic
2103 0x00033dd0 0x0043a5d0 7   11   .rsrc   utf8    +MȉMċUă blocks=Basic Latin,Latin Extended-B,Latin Extended-A
2104 0x00033eb8 0x0043a6b8 4   5    .rsrc   ascii   Y_^[
2105 0x0003446f 0x0043ac6f 4   5    .rsrc   ascii   Rh\bU
2106 0x00034589 0x0043ad89 4   5    .rsrc   ascii   t\aj\a
2107 0x000345e8 0x0043ade8 4   5    .rsrc   ascii   t h<
2108 0x00034664 0x0043ae64 5   6    .rsrc   ascii   j\fhHZ
2109 0x00034696 0x0043ae96 4   5    .rsrc   ascii   t\aj\a
2110 0x000346c1 0x0043aec1 4   6    .rsrc   utf8    YY3Ʉ blocks=Basic Latin,Latin Extended-B
2111 0x000346e1 0x0043aee1 5   6    .rsrc   ascii   j\fhhZ
2112 0x00034965 0x0043b165 7   9    .rsrc   utf8    j Y+ȋE\b blocks=Basic Latin,Latin Extended-B
2113 0x0003499a 0x0043b19a 7   8    .rsrc   ascii   M\f;J\fr\n
2114 0x00034b35 0x0043b335 5   7    .rsrc   utf8    j Y+ȃ blocks=Basic Latin,Latin Extended-B
2115 0x00034c12 0x0043b412 4   6    .rsrc   utf8    u\t39
2116 0x00034c7d 0x0043b47d 4   5    .rsrc   ascii   #E\b]
2117 0x00034f49 0x0043b749 5   6    .rsrc   ascii   Y__^[
2118 0x00034fb0 0x0043b7b0 4   5    .rsrc   ascii   ineI
2119 0x00034fb7 0x0043b7b7 8   10   .rsrc   utf8    5ntel\vȋE blocks=Basic Latin,Latin Extended-B
2120 0x00034fc1 0x0043b7c1 6   7    .rsrc   ascii   5Genu\v
2121 0x00034fe4 0x0043b7e4 4   5    .rsrc   ascii   W\ftC
2122 0x00034ff5 0x0043b7f5 4   5    .rsrc   ascii   t#=`
2123 0x00035011 0x0043b811 4   5    .rsrc   ascii   t\a=p
2124 0x00035044 0x0043b844 6   7    .rsrc   ascii   |2j\aX3
2125 0x0003510a 0x0043b90a 4   5    .rsrc   ascii   }\fVW
2126 0x0003516d 0x0043b96d 4   5    .rsrc   ascii   vZWh
2127 0x00035209 0x0043ba09 4   5    .rsrc   ascii   vZWh
2128 0x00035275 0x0043ba75 4   5    .rsrc   ascii   PPPh
2129 0x000352c0 0x0043bac0 6   7    .rsrc   ascii   3\f8_^]
2130 0x000352e1 0x0043bae1 4   5    .rsrc   ascii   ]\fVW
2131 0x00035361 0x0043bb61 4   5    .rsrc   ascii   xj~W
2132 0x00035369 0x0043bb69 4   5    .rsrc   ascii   8csm
2133 0x000353b0 0x0043bbb0 7   8    .rsrc   ascii   E\f9x\ft_
2134 0x000354c8 0x0043bcc8 4   6    .rsrc   utf8    ̋L$\f blocks=Combining Diacritical Marks,Basic Latin
2135 0x000356be 0x0043bebe 4   5    .rsrc   ascii   _^[]
2136 0x000356cc 0x0043becc 4   6    .rsrc   utf8    W3\r<
2137 0x0003570f 0x0043bf0f 6   7    .rsrc   ascii   Wu\rVVS
2138 0x0003573f 0x0043bf3f 4   5    .rsrc   ascii   ^_[]
2139 0x0003577e 0x0043bf7e 5   6    .rsrc   ascii   j2X^]
2140 0x000357c1 0x0043bfc1 5   6    .rsrc   ascii   j2X^]
2141 0x000357fb 0x0043bffb 5   6    .rsrc   ascii   j2X^]
2142 0x00035844 0x0043c044 5   6    .rsrc   ascii   j2X^]
2143 0x000359e8 0x0043c1e8 8   9    .rsrc   ascii   URPQQh 1
2144 0x000359fe 0x0043c1fe 6   8    .rsrc   utf8    3ĉD$\bd blocks=Basic Latin,Latin Extended-A
2145 0x00035a13 0x0043c213 4   5    .rsrc   ascii   L$,3
2146 0x00035a65 0x0043c265 6   8    .rsrc   utf8    _^[ËL$ blocks=Basic Latin,Latin-1 Supplement
2147 0x00035ad7 0x0043c2d7 4   5    .rsrc   ascii   UVWS
2148 0x00035ae9 0x0043c2e9 5   7    .rsrc   utf8    [_^]Ë blocks=Basic Latin,Latin-1 Supplement
2149 0x00035b0a 0x0043c30a 4   5    .rsrc   ascii   SVWj
2150 0x00035b1b 0x0043c31b 4   5    .rsrc   ascii   _^[]
2151 0x00035b22 0x0043c322 5   6    .rsrc   ascii   l$\bRQ
2152 0x00035b87 0x0043c387 6   8    .rsrc   utf8    ^]Ã=`p blocks=Basic Latin,Latin-1 Supplement
2153 0x00035bbc 0x0043c3bc 4   5    .rsrc   ascii   Bj(j
2154 0x00035cc3 0x0043c4c3 4   5    .rsrc   ascii   j Y+
2155 0x00035cdc 0x0043c4dc 5   6    .rsrc   ascii   SVWUj
2156 0x00035cf1 0x0043c4f1 4   5    .rsrc   ascii   ]_^[
2157 0x00035cf7 0x0043c4f7 4   6    .rsrc   utf8    ]ËL$ blocks=Basic Latin,Latin-1 Supplement
2158 0x00035d7d 0x0043c57d 6   7    .rsrc   ascii   ;t$,v-
2159 0x00035dd8 0x0043c5d8 6   7    .rsrc   ascii   R\f9Q\bu
2160 0x00035e00 0x0043c600 10  11   .rsrc   ascii   k\fUQPXY]Y[
2161 0x00035f52 0x0043c752 4   5    .rsrc   ascii   u\fQP
2162 0x00035f73 0x0043c773 4   6    .rsrc   utf8    E\b3Ƀ blocks=Basic Latin,Latin Extended-B
2163 0x000360cc 0x0043c8cc 7   8    .rsrc   ascii   <ct\b<st
2164 0x00036139 0x0043c939 4   6    .rsrc   utf8    t03ҋ blocks=Basic Latin,Cyrillic
2165 0x0003616a 0x0043c96a 4   6    .rsrc   utf8    ŋF4+ blocks=Latin Extended-A,Basic Latin
2166 0x00036171 0x0043c971 4   5    .rsrc   ascii   ~8@_
2167 0x00036176 0x0043c976 5   6    .rsrc   ascii   F4^[]
2168 0x00036183 0x0043c983 4   5    .rsrc   ascii   QQSV
2169 0x000361ed 0x0043c9ed 6   9    .rsrc   utf8    N4빋F4+ blocks=Basic Latin,Hangul Syllables
2170 0x000361f7 0x0043c9f7 4   5    .rsrc   ascii   ~8@_
2171 0x000361fc 0x0043c9fc 4   5    .rsrc   ascii   F4^[
2172 0x0003622e 0x0043ca2e 4   6    .rsrc   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
2173 0x00036237 0x0043ca37 4   6    .rsrc   utf8    Q3\tM
2174 0x000363d8 0x0043cbd8 10  11   .rsrc   ascii   \t<et\v<Et\aA
2175 0x00036420 0x0043cc20 4   6    .rsrc   utf8    3ɋE\f blocks=Basic Latin,Latin Extended-B
2176 0x0003649d 0x0043cc9d 4   5    .rsrc   ascii   Wj\nQ
2177 0x000365e2 0x0043cde2 4   6    .rsrc   utf8    [^ÍI blocks=Basic Latin,Latin-1 Supplement
2178 0x000366ac 0x0043ceac 4   5    .rsrc   ascii   <Pt8
2179 0x000366f0 0x0043cef0 5   6    .rsrc   ascii   y1*t\n
2180 0x00036716 0x0043cf16 6   8    .rsrc   utf8    ÊA1<Fu blocks=Latin-1 Supplement,Basic Latin
2181 0x00036738 0x0043cf38 4   5    .rsrc   ascii   <Nu&
2182 0x0003673e 0x0043cf3e 4   6    .rsrc   utf8    j\bZ#
2183 0x00036807 0x0043d007 4   5    .rsrc   ascii   u<dt
2184 0x00036810 0x0043d010 11  12   .rsrc   ascii   <ot\f<ut\b<xt
2185 0x0003681c 0x0043d01c 4   5    .rsrc   ascii   <Xu]
2186 0x00036865 0x0043d065 5   6    .rsrc   ascii   8lu\r@
2187 0x000368e8 0x0043d0e8 4   5    .rsrc   ascii   \atVH
2188 0x00036a18 0x0043d218 6   7    .rsrc   ascii   ^$+^8+
2189 0x00036aad 0x0043d2ad 7   9    .rsrc   utf8    ]Ày1*t\n blocks=Basic Latin,Latin-1 Supplement
2190 0x00036bb0 0x0043d3b0 10  11   .rsrc   ascii   F1<at\r<At\t
