Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000082 0x00000082 14  15           ascii   /`*|A3*|A3*|A3
2    0x00000093 0x00000093 5   6            ascii   3!|A3
3    0x000000a3 0x000000a3 5   6            ascii   32|A3
4    0x000000a9 0x000000a9 7   8            ascii   %B29|A3
5    0x000000b1 0x000000b1 7   8            ascii   %D2\f|A3
6    0x000000b9 0x000000b9 8   9            ascii   %E28|A3#
7    0x000000c3 0x000000c3 13  14           ascii   3-|A3*|@3Q|A3
8    0x000000d1 0x000000d1 7   8            ascii   %H2(|A3
9    0x000000d9 0x000000d9 7   8            ascii   %A2+|A3
10   0x000000e3 0x000000e3 7   8            ascii   3+|A3*|
11   0x000000eb 0x000000eb 5   6            ascii   3+|A3
12   0x000000f1 0x000000f1 15  16           ascii   %C2+|A3Rich*|A3
13   0x00000208 0x00000208 5   6            ascii   .text
14   0x0000022f 0x0000022f 7   8            ascii   `.rdata
15   0x00000257 0x00000257 6   7            ascii   @.data
16   0x00000280 0x00000280 5   6            ascii   .Init
17   0x000002a8 0x000002a8 5   6            ascii   .rsrc
18   0x000002cf 0x000002cf 7   8            ascii   @.reloc
705  0x0001261b 0x0041321b 4   5    .text   ascii   hTwB
706  0x00012627 0x00413227 4   5    .text   ascii   $`wB
707  0x00012684 0x00413284 5   7    .text   utf8    YáXgB blocks=Basic Latin,Latin-1 Supplement
708  0x000126ab 0x004132ab 4   5    .text   ascii   5XgB
709  0x000126b1 0x004132b1 4   5    .text   ascii   5PzB
710  0x000126bc 0x004132bc 4   5    .text   ascii   5TzB
711  0x000126c4 0x004132c4 4   5    .text   ascii   5PzB
712  0x000126d5 0x004132d5 4   5    .text   ascii   5TzB
713  0x000127b1 0x004133b1 6   7    .text   ascii   j\fhHNB
714  0x000128cc 0x004134cc 5   6    .text   ascii   ;E\fr4
715  0x00012951 0x00413551 4   5    .text   ascii   M\fSW
716  0x00012a07 0x00413607 6   7    .text   ascii   ,0<\tw\b
717  0x00012a3e 0x0041363e 5   6    .text   ascii   u=j\n_
718  0x00012a4c 0x0041364c 9   10   .text   ascii   u\f<xt\e<Xt
719  0x00012a7b 0x0041367b 4   6    .text   utf8    u\f3҃ blocks=Basic Latin,Cyrillic
720  0x00012b0e 0x0041370e 4   6    .text   utf8    3ۉE\f blocks=Basic Latin,Arabic
721  0x00012bbc 0x004137bc 6   8    .text   utf8    H#E\f]Ë blocks=Basic Latin,Latin-1 Supplement
722  0x00012da1 0x004139a1 5   6    .text   ascii   35lwB
723  0x00012dc1 0x004139c1 5   6    .text   ascii   PPPPP
724  0x00012e23 0x00413a23 5   7    .text   utf8    j\rX]Í blocks=Basic Latin,Latin-1 Supplement
725  0x00012e90 0x00413a90 4   5    .text   ascii   hhNB
726  0x00012ec2 0x00413ac2 5   6    .text   ascii   ;=pyB
727  0x00012efd 0x00413afd 4   8    .text   utf8    uԋމ] blocks=Basic Latin,Cyrillic Supplement,Thaana
728  0x00012f46 0x00413b46 4   7    .text   utf8    uԋډ] blocks=Basic Latin,Cyrillic Supplement,Arabic
729  0x00012f9f 0x00413b9f 4   5    .text   ascii   u\bWV
730  0x000130e1 0x00413ce1 4   5    .text   ascii   \bu\vQ
731  0x00013128 0x00413d28 4   5    .text   ascii   SVW3
732  0x000131ef 0x00413def 4   6    .text   utf8    Y3ۈ] blocks=Basic Latin,Arabic
733  0x00013264 0x00413e64 5   6    .text   ascii   E\bSVW
734  0x000132f5 0x00413ef5 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
735  0x00013340 0x00413f40 6   7    .text   ascii   Wu\rVVS
736  0x00013370 0x00413f70 5   7    .text   utf8    ^[_]Ë blocks=Basic Latin,Latin-1 Supplement
737  0x0001364e 0x0041424e 4   5    .text   ascii   \rHzB
738  0x0001369a 0x0041429a 5   7    .text   utf8    3ɺHzB blocks=Basic Latin,IPA Extensions
739  0x0001371b 0x0041431b 5   6    .text   ascii   ;5\bvB
740  0x000137c7 0x004143c7 5   6    .text   ascii   ~0WPQ
741  0x000137fb 0x004143fb 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
742  0x00013870 0x00414470 4   5    .text   ascii   5\fvB
743  0x0001387e 0x0041447e 4   6    .text   utf8    Eԋ]\b blocks=Basic Latin,Cyrillic Supplement
744  0x00013891 0x00414491 4   7    .text   utf8    tVW踹 blocks=Basic Latin,CJK Unified Ideographs
745  0x000138da 0x004144da 4   6    .text   utf8    \tE܃e blocks=Basic Latin,Syriac
746  0x0001391a 0x0041451a 5   7    .text   utf8    Ë]\bj\b blocks=Latin-1 Supplement,Basic Latin
747  0x00013955 0x00414555 5   7    .text   utf8    !\a3\tF
748  0x0001395f 0x0041455f 5   6    .text   ascii   F\b_^]
749  0x00013a35 0x00414635 7   8    .text   ascii   x7;5pyB
750  0x00013b26 0x00414726 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
751  0x00013b30 0x00414730 5   7    .text   utf8    E\b3ɉ\b blocks=Basic Latin,Latin Extended-B
752  0x00013c1e 0x0041481e 6   8    .text   utf8    YY]ËM\b blocks=Basic Latin,Latin-1 Supplement
753  0x00013d63 0x00414963 4   6    .text   utf8    \b\vЀ} blocks=Basic Latin,Cyrillic
754  0x00013ea3 0x00414aa3 4   5    .text   ascii   ~';_
755  0x00013eca 0x00414aca 4   5    .text   ascii   u\v;_
756  0x00013eed 0x00414aed 5   6    .text   ascii   GWVj\t
757  0x00013fb5 0x00414bb5 5   6    .text   ascii   t\vWVS
758  0x00014004 0x00414c04 5   6    .text   ascii   QVWSj
759  0x0001403f 0x00414c3f 6   9    .text   utf8    t\vWVS輜 blocks=Basic Latin,CJK Unified Ideographs
760  0x00014096 0x00414c96 4   5    .text   ascii   j X+
761  0x0001409f 0x00414c9f 5   7    .text   utf8    #ЋE\f; blocks=Basic Latin,Cyrillic
762  0x00014120 0x00414d20 5   7    .text   utf8    #ЋE\f; blocks=Basic Latin,Cyrillic
763  0x000141b0 0x00414db0 4   5    .text   ascii   M\bVW
764  0x000141ee 0x00414dee 4   5    .text   ascii   j X+
765  0x00014211 0x00414e11 7   8    .text   ascii   t\rf9:t\b
766  0x0001423c 0x00414e3c 4   6    .text   utf8    Wɍ\fJ blocks=Basic Latin,Latin Extended-B
767  0x00014260 0x00414e60 6   7    .text   ascii   \bf9:t\a
768  0x000142d6 0x00414ed6 7   8    .text   ascii   t\rf9:t\b
769  0x000142fd 0x00414efd 4   6    .text   utf8    +ȍ\fJ blocks=Basic Latin,Latin Extended-B
770  0x00014324 0x00414f24 6   7    .text   ascii   \bf9:t\a
771  0x00014343 0x00414f43 5   6    .text   ascii   f9:t\a
772  0x0001435b 0x00414f5b 6   7    .text   ascii   j\bh0OB
773  0x000143ab 0x00414fab 6   7    .text   ascii   j\bhPOB
774  0x0001440c 0x0041500c 6   7    .text   ascii   j\bhpOB
775  0x00014568 0x00415168 5   6    .text   ascii   @H8eB
776  0x0001469a 0x0041529a 4   5    .text   ascii   FLY;
777  0x000146a5 0x004152a5 4   5    .text   ascii   =xaB
778  0x000146ed 0x004152ed 4   5    .text   ascii   uIhd
779  0x0001470e 0x0041530e 4   5    .text   ascii   5paB
780  0x0001471f 0x0041531f 4   5    .text   ascii   hXzB
781  0x0001475e 0x0041535e 5   7    .text   utf8    3ۡpaB blocks=Basic Latin,Arabic
782  0x00014774 0x00415374 4   5    .text   ascii   uQhd
783  0x00014795 0x00415395 4   5    .text   ascii   5paB
784  0x000147a6 0x004153a6 4   5    .text   ascii   hXzB
785  0x00014801 0x00415401 4   6    .text   utf8    ápaB blocks=Latin-1 Supplement,Basic Latin
786  0x00014813 0x00415413 4   5    .text   ascii   \rpaB
787  0x00014883 0x00415483 4   6    .text   utf8    SV3ҋ blocks=Basic Latin,Cyrillic
788  0x000148dd 0x004154dd 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
789  0x000148e8 0x004154e8 5   7    .text   utf8    E\b3ҋH blocks=Basic Latin,Cyrillic
790  0x00014907 0x00415507 4   5    .text   ascii   0SVW
791  0x00014927 0x00415527 4   5    .text   ascii   G\v9E
792  0x00014964 0x00415564 4   5    .text   ascii   u$SW
793  0x000149c5 0x004155c5 5   6    .text   ascii   8] j0
794  0x000149e2 0x004155e2 4   6    .text   utf8    '\vI]
795  0x00014a73 0x00415673 4   5    .text   ascii   j0Yf
796  0x00014ace 0x004156ce 5   6    .text   ascii   \bv6j0
797  0x00014b0b 0x0041570b 6   7    .text   ascii   Wj0XPV
798  0x00014baa 0x004157aa 4   5    .text   ascii   jdSQ
799  0x00014bcc 0x004157cc 4   5    .text   ascii   j\nSQ
800  0x00014bdc 0x004157dc 4   5    .text   ascii   Fj0X
801  0x00014c53 0x00415853 6   8    .text   utf8    }\fQ3Ƀ} blocks=Basic Latin,Latin Extended-B
802  0x00014cb7 0x004158b7 5   6    .text   ascii   \t9E\fw
803  0x00014d46 0x00415946 5   6    .text   ascii   9E\ft\a
804  0x00014d50 0x00415950 4   5    .text   ascii   E\fhP
805  0x00014d78 0x00415978 4   5    .text   ascii   80t/
806  0x00014d89 0x00415989 5   6    .text   ascii   -jd_;
807  0x00014d99 0x00415999 4   5    .text   ascii   j\n_;
808  0x00014dde 0x004159de 5   6    .text   ascii   PPPPP
809  0x00014e2d 0x00415a2d 4   6    .text   utf8    +ȋu\f blocks=Basic Latin,Latin Extended-B
810  0x00014f28 0x00415b28 4   5    .text   ascii   Wj0V
811  0x00014f38 0x00415b38 5   6    .text   ascii   _^[t\n
812  0x00014f7e 0x00415b7e 4   6    .text   utf8    3ɋ]\f blocks=Basic Latin,Latin Extended-B
813  0x00014fa4 0x00415ba4 4   5    .text   ascii   QWPV
814  0x0001500d 0x00415c0d 4   5    .text   ascii    _^[
815  0x00015102 0x00415d02 5   6    .text   ascii   PPPPP
816  0x0001513c 0x00415d3c 5   7    .text   utf8    \f_^]Ë blocks=Basic Latin,Latin-1 Supplement
817  0x00015146 0x00415d46 4   5    .text   ascii   QQVW
818  0x00015230 0x00415e30 4   5    .text   ascii   u,t6
819  0x00015283 0x00415e83 4   5    .text   ascii   $[_^
820  0x000152a2 0x00415ea2 4   6    .text   utf8    YY]Ë blocks=Basic Latin,Latin-1 Supplement
821  0x000152bf 0x00415ebf 5   6    .text   ascii   9\rLzB
822  0x00015379 0x00415f79 5   7    .text   utf8    _[^]Ë blocks=Basic Latin,Latin-1 Supplement
823  0x000153a7 0x00415fa7 5   7    .text   utf8    !\a3\tF
824  0x000153b3 0x00415fb3 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
825  0x000153fa 0x00415ffa 4   5    .text   ascii   9E(j
826  0x00015437 0x00416037 5   7    .text   utf8    #MJ\b=
827  0x000154aa 0x004160aa 7   8    .text   ascii   PPPPPWS
828  0x000154e4 0x004160e4 4   5    .text   ascii   QQQP
829  0x0001551c 0x0041611c 5   7    .text   utf8    #MJ\b=
830  0x00015582 0x00416182 12  13   .text   ascii   PP9E u:PPVWP
831  0x000156e5 0x004162e5 6   7    .text   ascii   E\f;E\bv
832  0x0001587c 0x0041647c 5   6    .text   ascii   PPPPP
833  0x000158a3 0x004164a3 4   6    .text   utf8    A+ǉM blocks=Basic Latin,Latin Extended-B
834  0x000158cb 0x004164cb 4   5    .text   ascii   u\fSV
835  0x000158e4 0x004164e4 4   5    .text   ascii   u\bSP
836  0x00015912 0x00416512 5   6    .text   ascii   PPPPP
837  0x000159c6 0x004165c6 6   7    .text   ascii   WWWPWS
838  0x000159dd 0x004165dd 6   7    .text   ascii   u-PWWS
839  0x00015ac2 0x004166c2 4   6    .text   utf8    Y_^Ë blocks=Basic Latin,Latin-1 Supplement
840  0x00015b02 0x00416702 4   5    .text   ascii   ~\b9~
841  0x00015b7e 0x0041677e 4   6    .text   utf8    [_^Ë blocks=Basic Latin,Latin-1 Supplement
842  0x00015c38 0x00416838 5   6    .text   ascii   \fPj\fh
843  0x00015c56 0x00416856 6   7    .text   ascii   PQh0cB
844  0x00015c74 0x00416874 6   7    .text   ascii   PQh8dB
845  0x00015c96 0x00416896 4   5    .text   ascii   =8eB
846  0x00015d74 0x00416974 5   6    .text   ascii   ]\bVWh
847  0x00015d8c 0x0041698c 4   6    .text   utf8    3\t{\b
848  0x00015dcd 0x004169cd 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
849  0x00015f8b 0x00416b8b 4   5    .text   ascii   IH;A
850  0x00015f95 0x00416b95 6   7    .text   ascii   SSVWh 
851  0x00015feb 0x00416beb 4   6    .text   utf8    ]À}\f blocks=Basic Latin,Latin-1 Supplement
852  0x00016009 0x00416c09 5   6    .text   ascii   xH8eB
853  0x000160ab 0x00416cab 5   6    .text   ascii   9wLt\f
854  0x000160cd 0x00416ccd 5   6    .text   ascii   ;5XgB
855  0x000160fa 0x00416cfa 4   5    .text   ascii   5XgB
856  0x00016231 0x00416e31 6   8    .text   utf8    ~\b3\r~\f
857  0x00016272 0x00416e72 5   8    .text   utf8    ÈPbB blocks=Basic Latin,Combining Diacritical Marks
858  0x0001634b 0x00416f4b 4   5    .text   ascii   9u\fr
859  0x00016379 0x00416f79 5   6    .text   ascii   \f9u\fs
860  0x00016394 0x00416f94 5   7    .text   utf8    X_^]Ë blocks=Basic Latin,Latin-1 Supplement
861  0x00016429 0x00417029 4   5    .text   ascii   U\bW3
862  0x0001642e 0x0041702e 6   7    .text   ascii   f9:t!V
863  0x0001644e 0x0041704e 4   5    .text   ascii   f9:u
864  0x0001645f 0x0041705f 4   5    .text   ascii   QSVW
865  0x00016477 0x00417077 4   5    .text   ascii   YWWW
866  0x00016482 0x00417082 4   5    .text   ascii   SVWW
867  0x000164a7 0x004170a7 5   6    .text   ascii   WSVPP
868  0x000164e2 0x004170e2 8   9    .text   ascii   QQSWj0j@
869  0x00016586 0x00417186 5   6    .text   ascii   Y_[^]
870  0x000165d6 0x004171d6 4   5    .text   ascii   9E\b|
871  0x00016606 0x00417206 4   7    .text   utf8    묡pyB blocks=Hangul Syllables,Basic Latin
872  0x00016677 0x00417277 7   8    .text   ascii   xg;5pyB
873  0x000166f6 0x004172f6 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
874  0x0001671f 0x0041731f 7   8    .text   ascii   x';\rpyB
875  0x00016835 0x00417435 4   7    .text   utf8    t\aP谿 blocks=Basic Latin,CJK Unified Ideographs
876  0x00016847 0x00417447 4   7    .text   utf8    t\aP螿 blocks=Basic Latin,CJK Unified Ideographs
877  0x00016859 0x00417459 4   7    .text   utf8    t\aP茿 blocks=Basic Latin,CJK Unified Ideographs
878  0x00016885 0x00417485 4   6    .text   utf8    Y^]Ë blocks=Basic Latin,Latin-1 Supplement
879  0x000168ee 0x004174ee 4   6    .text   utf8    Y^]Ë blocks=Basic Latin,Latin-1 Supplement
880  0x000168f8 0x004174f8 4   5    .text   ascii   E\fSV
881  0x000168fd 0x004174fd 4   5    .text   ascii   u\bW3
882  0x00016929 0x00417529 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
883  0x00016953 0x00417553 5   6    .text   ascii   F8j\fP
884  0x0001695e 0x0041755e 5   6    .text   ascii   Fhj\fP
885  0x00016a0e 0x0041760e 4   6    .text   utf8    (^]Ë blocks=Basic Latin,Latin-1 Supplement
886  0x00016a48 0x00417648 5   6    .text   ascii   9E WW
887  0x00016a85 0x00417685 5   7    .text   utf8    #MK\b=
888  0x00016acc 0x004176cc 5   6    .text   ascii   t4SWV
889  0x00016ba8 0x004177a8 4   6    .text   utf8    Y^]Ë blocks=Basic Latin,Latin-1 Supplement
890  0x00016bc0 0x004177c0 6   7    .text   ascii   tl=hgB
891  0x00016cee 0x004178ee 4   5    .text   ascii   Y_^[
892  0x00016d4a 0x0041794a 5   7    .text   utf8    YY^]Ë blocks=Basic Latin,Latin-1 Supplement
893  0x00016e32 0x00417a32 4   5    .text   ascii   5XzB
894  0x00016ebc 0x00417abc 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
895  0x00016f65 0x00417b65 6   7    .text   ascii   }\b;}\fu
896  0x00016f8a 0x00417b8a 5   6    .text   ascii   \b;u\fu
897  0x00016f90 0x00417b90 4   5    .text   ascii   ;u\fu
898  0x00016fe8 0x00417be8 7   8    .text   ascii   u\f9u\bt#
899  0x0001700c 0x00417c0c 4   5    .text   ascii   ;E\bu
900  0x00017023 0x00417c23 6   7    .text   ascii   j\fh0PB
901  0x000170fd 0x00417cfd 4   5    .text   ascii   U\b9P
902  0x00017184 0x00417d84 6   7    .text   ascii   u\bj\b_;
903  0x000171e2 0x00417de2 4   6    .text   utf8    YY3Ʌ blocks=Basic Latin,Latin Extended-B
904  0x00017203 0x00417e03 4   6    .text   utf8    \b2ɈM blocks=Basic Latin,Latin Extended-B
905  0x000172d9 0x00417ed9 4   5    .text   ascii   j Y+
906  0x0001731a 0x00417f1a 4   5    .text   ascii   +j\b_
907  0x00017365 0x00417f65 5   7    .text   utf8    M̉H\b3 blocks=Basic Latin,Combining Diacritical Marks
908  0x0001742b 0x0041802b 4   5    .text   ascii   =DuB
909  0x0001765f 0x0041825f 4   5    .text   ascii   =DuB
910  0x000176e8 0x004182e8 4   5    .text   ascii   j@%@
911  0x000178f9 0x004184f9 4   6    .text   utf8    \v3\b]
912  0x00017984 0x00418584 7   8    .text   ascii   x$;\rpyB
913  0x000179c6 0x004185c6 4   5    .text   ascii   SVW3
914  0x000179f5 0x004185f5 5   6    .text   ascii   M\bjZ+
915  0x00017a03 0x00418603 4   5    .text   ascii   r\rf;
916  0x00017a1a 0x0041861a 4   5    .text   ascii   r\vf;
917  0x00017aa6 0x004186a6 6   7    .text   ascii   j\fhPPB
918  0x00017b84 0x00418784 7   8    .text   ascii   x7;5pyB
919  0x00017c03 0x00418803 5   8    .text   utf8    }ЉMԋD blocks=Basic Latin,Cyrillic,Cyrillic Supplement
920  0x00017c7f 0x0041887f 5   6    .text   ascii   Ht$;}
921  0x00017cfd 0x004188fd 4   5    .text   ascii   F\b+E
922  0x00017d12 0x00418912 7   8    .text   ascii   \nu,j\rXj
923  0x00017dc5 0x004189c5 4   5    .text   ascii   j\r[S
924  0x00017ed0 0x00418ad0 5   6    .text   ascii   C<\nu\a
925  0x00017fbb 0x00418bbb 4   5    .text   ascii   j\rZf
926  0x0001806d 0x00418c6d 5   7    .text   utf8    3ۋu\bW blocks=Basic Latin,Arabic
927  0x000180b5 0x00418cb5 7   8    .text   ascii   \nu\tj\rZf
928  0x000180ce 0x00418cce 5   6    .text   ascii   SShU\r
929  0x0001816c 0x00418d6c 4   5    .text   ascii   hpPB
930  0x0001819e 0x00418d9e 5   6    .text   ascii   ;5pyB
931  0x00018426 0x00419026 6   7    .text   ascii   D\b(@t\t
932  0x000184d3 0x004190d3 7   10   .text   utf8    @9E\fw\t袩 blocks=Basic Latin,CJK Unified Ideographs
933  0x00018518 0x00419118 4   5    .text   ascii   ?5|\r
934  0x00018552 0x00419152 4   6    .text   utf8    [^]Ë blocks=Basic Latin,Latin-1 Supplement
935  0x000185ae 0x004191ae 4   5    .text   ascii   u\n_3
936  0x00018702 0x00419302 4   7    .text   utf8    +ЉMȋ blocks=Basic Latin,Cyrillic,Latin Extended-B
937  0x00018742 0x00419342 5   6    .text   ascii   u\v^_3
938  0x0001874d 0x0041934d 6   9    .text   utf8    ]Ë}ȋE\f blocks=Basic Latin,Latin-1 Supplement,Latin Extended-B
939  0x0001877d 0x0041937d 4   7    .text   utf8    +IEą blocks=Basic Latin,Latin Extended-A
940  0x00018894 0x00419494 5   8    .text   utf8    3\tu؉] blocks=Basic Latin,Arabic
941  0x000188ae 0x004194ae 6   8    .text   utf8    wIPS3ɋ blocks=Basic Latin,Latin Extended-B
942  0x00018928 0x00419528 4   7    .text   utf8    e؋ȋE blocks=Basic Latin,Arabic,Latin Extended-B
943  0x00018a6e 0x0041966e 4   7    .text   utf8    u\f3\v
944  0x00018a7a 0x0041967a 4   6    .text   utf8    \vp-u
945  0x00018a8f 0x0041968f 10  13   .text   utf8    3\t_\b\vK}\bu"
946  0x00018abe 0x004196be 4   7    .text   utf8    E\bP赽 blocks=Basic Latin,CJK Unified Ideographs
947  0x00018b9c 0x0041979c 4   6    .text   utf8    u\b3\t
948  0x00018c18 0x00419818 5   7    .text   utf8    j Y+ȉ blocks=Basic Latin,Latin Extended-B
949  0x00018c5a 0x0041985a 6   8    .text   utf8    j X+MV
950  0x00018c9c 0x0041989c 4   5    .text   ascii   jrY;
951  0x00018df8 0x004199f8 5   7    .text   utf8    j Y+ȉ blocks=Basic Latin,Latin Extended-B
952  0x00018e41 0x00419a41 5   7    .text   utf8    j X+M
953  0x00018e83 0x00419a83 4   5    .text   ascii   jrY;
954  0x00019014 0x00419c14 4   6    .text   utf8    j X+
955  0x000190f4 0x00419cf4 5   7    .text   utf8    j X+C
956  0x0001912a 0x00419d2a 4   5    .text   ascii   jrY;
957  0x000194f1 0x0041a0f1 4   5    .text   ascii   stW;
958  0x000195f9 0x0041a1f9 4   6    .text   utf8    u]3\t
959  0x0001992d 0x0041a52d 4   5    .text   ascii   stW;
960  0x00019ba5 0x0041a7a5 6   7    .text   ascii   YYj\nZ;
961  0x00019d38 0x0041a938 4   5    .text   ascii   j\b_+
962  0x00019da7 0x0041a9a7 5   6    .text   ascii   _^[t\r
963  0x00019dc9 0x0041a9c9 5   6    .text   ascii   PPPPP
964  0x00019e5c 0x0041aa5c 4   5    .text   ascii   E\fSj
965  0x00019ee1 0x0041aae1 4   6    .text   utf8    [_]Ë blocks=Basic Latin,Latin-1 Supplement
966  0x00019f6f 0x0041ab6f 4   5    .text   ascii   @( t
967  0x00019f76 0x0041ab76 4   7    .text   utf8    WWR蛐 blocks=Basic Latin,CJK Unified Ideographs
968  0x00019f9b 0x0041ab9b 4   5    .text   ascii   E\bPR
969  0x00019fac 0x0041abac 5   7    .text   utf8    @_^]Ë blocks=Basic Latin,Latin-1 Supplement
970  0x0001a06c 0x0041ac6c 9   10   .text   ascii   F\fYYt\vj@Y
971  0x0001a09b 0x0041ac9b 4   6    .text   utf8    ^[]Ë blocks=Basic Latin,Latin-1 Supplement
972  0x0001a0ab 0x0041acab 8   9    .text   ascii   t\f;E\ft\a@
973  0x0001a144 0x0041ad44 4   6    .text   utf8    M\b+؍ blocks=Basic Latin,Arabic
974  0x0001a557 0x0041b157 8   9    .text   ascii   u\r9M\fu!3
975  0x0001a5dd 0x0041b1dd 4   5    .text   ascii   E\fjP
976  0x0001a610 0x0041b210 8   9    .text   ascii   PPPPPPPP
977  0x0001a69d 0x0041b29d 4   5    .text   ascii   9u\br
978  0x0001a6bd 0x0041b2bd 6   7    .text   ascii   I9M\bw\n
979  0x0001a73d 0x0041b33d 4   5    .text   ascii   =DuB
980  0x0001a7d0 0x0041b3d0 5   6    .text   ascii   #E\ff\v
981  0x0001a881 0x0041b481 4   5    .text   ascii   M\bQP
982  0x0001a98f 0x0041b58f 5   6    .text   ascii   d$\buU
983  0x0001a9cb 0x0041b5cb 4   5    .text   ascii   d$\bu
984  0x0001a9e7 0x0041b5e7 4   6    .text   utf8    \fÍT$ blocks=Basic Latin,Latin-1 Supplement
985  0x0001a9f5 0x0041b5f5 4   5    .text   ascii   <$tL
986  0x0001a9fa 0x0041b5fa 4   5    .text   ascii   D$\ff
987  0x0001aa75 0x0041b675 5   7    .text   utf8    uŃ|$\b blocks=Basic Latin,Latin Extended-A
988  0x0001aa81 0x0041b681 4   5    .text   ascii   -Z+B
989  0x0001aaa8 0x0041b6a8 4   6    .text   utf8    ZÃ=P blocks=Basic Latin,Latin-1 Supplement
990  0x0001ab84 0x0041b784 4   5    .text   ascii   |%=2
991  0x0001abeb 0x0041b7eb 4   5    .text   ascii   \at'\n
992  0x0001ac38 0x0041b838 5   6    .text   ascii   @h8*B
993  0x0001af18 0x0041bb18 4   5    .text   ascii   =DuB
994  0x0001af5d 0x0041bb5d 4   5    .text   ascii   =DuB
995  0x0001aff6 0x0041bbf6 5   6    .text   ascii    SVW3
996  0x0001b039 0x0041bc39 4   5    .text   ascii   =DuB
997  0x0001b076 0x0041bc76 5   6    .text   ascii    SVW3
998  0x0001b0b9 0x0041bcb9 4   5    .text   ascii   =DuB
999  0x0001b141 0x0041bd41 5   6    .text   ascii   (\rP*B
1000 0x0001b159 0x0041bd59 5   6    .text   ascii   (%p*B
1001 0x0001b2b2 0x0041beb2 5   6    .text   ascii   (\rP*B
1002 0x0001b407 0x0041c007 4   5    .text   ascii   -P+B
1003 0x0001b438 0x0041c038 4   5    .text   ascii   -Z+B
1004 0x0001b47a 0x0041c07a 4   5    .text   ascii   -P+B
1005 0x0001b4b1 0x0041c0b1 4   5    .text   ascii   -P+B
1006 0x0001b4ce 0x0041c0ce 4   5    .text   ascii   -P+B
1007 0x0001b4e2 0x0041c0e2 4   5    .text   ascii   -P+B
1008 0x0001b4ed 0x0041c0ed 4   5    .text   ascii   -n+B
1009 0x0001b6cb 0x0041c2cb 5   7    .text   utf8    @t\bƅp blocks=Basic Latin,Latin Extended-B
1010 0x0001b6f8 0x0041c2f8 5   7    .text   utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
1011 0x0001b737 0x0041c337 5   7    .text   utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
1012 0x0001b821 0x0041c421 5   7    .text   utf8    ËD$\b% blocks=Latin-1 Supplement,Basic Latin
1013 0x0001b832 0x0041c432 4   6    .text   utf8    ËD$\b blocks=Latin-1 Supplement,Basic Latin
1014 0x0001b86b 0x0041c46b 4   6    .text   utf8    ,$ZÃ blocks=Basic Latin,Latin-1 Supplement
1015 0x0001b8f6 0x0041c4f6 4   5    .text   ascii   \r,,B
1016 0x0001b91f 0x0041c51f 4   5    .text   ascii   \r$,B
1017 0x0001bb9a 0x0041c79a 4   5    .text   ascii   QQSV
1018 0x0001bba3 0x0041c7a3 4   5    .text   ascii   Vh?\e
1019 0x0001bbdf 0x0041c7df 4   5    .text   ascii   E\bYY
1020 0x0001bbfa 0x0041c7fa 5   6    .text   ascii   $j\fj\b
1021 0x0001bc3b 0x0041c83b 4   5    .text   ascii   $j\fj
1022 0x0001bc56 0x0041c856 4   5    .text   ascii   E\bQQ
1023 0x0001bc69 0x0041c869 4   5    .text   ascii   E\bQQ
1024 0x0001bd4e 0x0041c94e 5   6    .text   ascii   9M\fu.
1025 0x0001bd80 0x0041c980 6   7    .text   ascii   \9E\fuY
1026 0x0001be4b 0x0041ca4b 4   5    .text   ascii   j\b_Q
1027 0x0001be8f 0x0041ca8f 5   6    .text   ascii   F\bPQW
1028 0x0001beb9 0x0041cab9 5   6    .text   ascii   >\bYYt
1029 0x0001c173 0x0041cd73 5   7    .text   utf8    }++ȋE blocks=Basic Latin,Latin Extended-B
1030 0x0001c1b5 0x0041cdb5 4   5    .text   ascii   _t\bj
1031 0x0001c1cb 0x0041cdcb 5   6    .text   ascii    t\vj 
1032 0x0001c2a8 0x0041cea8 4   5    .text   ascii   \b1A\b
1033 0x0001c2db 0x0041cedb 4   5    .text   ascii   3A\b#
1034 0x0001c320 0x0041cf20 5   6    .text   ascii   E\b\tX\f
1035 0x0001c3b7 0x0041cfb7 5   6    .text   ascii   E\b\tX 
1036 0x0001c3d5 0x0041cfd5 5   6    .text   ascii   E\b\tX`
1037 0x0001c409 0x0041d009 5   6    .text   ascii   E\b\tX`
1038 0x0001c42e 0x0041d02e 4   5    .text   ascii   E\bPj
