[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000c8 0x000000c8 5   6            ascii   Rich:
2    0x000001e0 0x000001e0 5   6            ascii   .text
3    0x00000207 0x00000207 7   8            ascii   `.rdata
4    0x0000022f 0x0000022f 6   7            ascii   @.data
5    0x00000258 0x00000258 6   7            ascii   .reloc
6    0x00000405 0x00ad1005 4   5    .text   ascii   u\fhP
7    0x00000433 0x00ad1033 6   7    .text   ascii   ]\bWPVS
8    0x0000044c 0x00ad104c 4   5    .text   ascii   t1h(
9    0x00000497 0x00ad1097 4   5    .text   ascii   _[^]
10   0x000004ed 0x00ad10ed 4   5    .text   ascii   u\b_[
11   0x000004fc 0x00ad10fc 5   6    .text   ascii   u\bQWV
12   0x000005b4 0x00ad11b4 5   7    .text   utf8    ӋE\f_[ blocks=Cyrillic,Basic Latin
13   0x00000618 0x00ad1218 5   6    .text   ascii   QRPWV
14   0x0000062c 0x00ad122c 4   5    .text   ascii   u\bh\b
15   0x00000678 0x00ad1278 5   6    .text   ascii   RPQWV
16   0x000006ba 0x00ad12ba 4   5    .text   ascii   u\bWV
17   0x000006c5 0x00ad12c5 4   6    .text   utf8    U 3Ƀ blocks=Basic Latin,Latin Extended-B
18   0x000006df 0x00ad12df 5   6    .text   ascii   QRPSV
19   0x0000077b 0x00ad137b 5   6    .text   ascii   txVhD
20   0x00000792 0x00ad1392 5   6    .text   ascii   uaVhD
21   0x000007b7 0x00ad13b7 4   7    .text   utf8    \bQV葍 blocks=Basic Latin,CJK Unified Ideographs
22   0x000007f6 0x00ad13f6 4   5    .text   ascii   ]\b_^
23   0x00000804 0x00ad1404 4   5    .text   ascii   u\bSV
24   0x0000082d 0x00ad142d 5   6    .text   ascii   QRPSV
25   0x00000849 0x00ad1449 4   5    .text   ascii   SVW3
26   0x000009c5 0x00ad15c5 4   5    .text   ascii   u\bhP
27   0x000009d5 0x00ad15d5 4   5    .text   ascii   u3h0
28   0x000009e7 0x00ad15e7 4   5    .text   ascii   u!h(
29   0x00000a35 0x00ad1635 4   5    .text   ascii   u3h0
30   0x00000b7f 0x00ad177f 6   7    .text   ascii   U\fPQRV
31   0x00000bc1 0x00ad17c1 6   7    .text   ascii   M\fRPQW
32   0x00000ca2 0x00ad18a2 4   5    .text   ascii   tJh\b
33   0x00000cd4 0x00ad18d4 5   6    .text   ascii   E\fQRP
34   0x00000d90 0x00ad1990 5   6    .text   ascii   u:WhD
35   0x00000da7 0x00ad19a7 5   6    .text   ascii   u#WhD
36   0x00000ddb 0x00ad19db 6   7    .text   ascii   E\fQRPW
37   0x00000df4 0x00ad19f4 5   6    .text   ascii   E\bj\P
38   0x00000e18 0x00ad1a18 5   6    .text   ascii   M\bSVj
39   0x00000e4a 0x00ad1a4a 6   7    .text   ascii   M\fRPQV
40   0x00000e78 0x00ad1a78 5   6    .text   ascii   M\bSVj
41   0x00000eaa 0x00ad1aaa 6   7    .text   ascii   M\fRPQV
42   0x00000f3e 0x00ad1b3e 5   7    .text   utf8    ЋE\bRP blocks=Cyrillic,Basic Latin
43   0x00000f88 0x00ad1b88 5   7    .text   utf8    KM\bPQ
44   0x00000fcc 0x00ad1bcc 5   6    .text   ascii   U\bVVV
45   0x000010c2 0x00ad1cc2 4   5    .text   ascii   PQRV
46   0x000011db 0x00ad1ddb 5   6    .text   ascii   M\fRPQ
