[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000ee 0x000000ee 7   8            ascii   {.Richb
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 5   6            ascii   .rsrc
6    0x0000029f 0x0000029f 7   8            ascii   @.reloc
7    0x00000970 0x00401570 6   7    .text   ascii   t\f<.t\e
8    0x00000f46 0x00401b46 4   5    .text   ascii   <\tw+
9    0x00001435 0x00402035 4   5    .text   ascii   \bSVW
10   0x000019f6 0x004025f6 4   6    .text   utf8    ]ËE\b blocks=Basic Latin,Latin-1 Supplement
11   0x00001a88 0x00402688 5   7    .text   utf8    ]ËE\b% blocks=Basic Latin,Latin-1 Supplement
12   0x00001af5 0x004026f5 4   6    .text   utf8    ]ËE\b blocks=Basic Latin,Latin-1 Supplement
13   0x00001bc5 0x004027c5 7   9    .text   utf8    rɋE\b_^[ blocks=Basic Latin,Latin Extended-B
14   0x00001c27 0x00402827 5   6    .text   ascii   C0f98
15   0x00001ead 0x00402aad 4   5    .text   ascii   C0Gf
16   0x00001f1c 0x00402b1c 4   5    .text   ascii   _[8U
17   0x00001f92 0x00402b92 4   5    .text   ascii   f1DM
18   0x00002c9e 0x0040389e 4   5    .text   ascii   o~g=
19   0x00002ca5 0x004038a5 5   6    .text   ascii   < jbf
20   0x00002cc9 0x004038c9 4   5    .text   ascii   \re3
21   0x00002cd1 0x004038d1 4   5    .text   ascii   yr{$
22   0x00002cd8 0x004038d8 5   6    .text   ascii   %9s{f
23   0x00002cfa 0x004038fa 5   6    .text   ascii   ;u^O3
24   0x00002d03 0x00403903 4   5    .text   ascii   ZKR\b
25   0x00002d35 0x00403935 4   5    .text   ascii   #?.?
26   0x00002d3c 0x0040393c 5   6    .text   ascii   &a+#f
27   0x00002d5e 0x0040395e 5   6    .text   ascii   +yX_3
28   0x00002d67 0x00403967 4   5    .text   ascii   Y_FL
29   0x00002d93 0x00403993 5   6    .text   ascii   Zws23
30   0x00002d9f 0x0040399f 6   8    .text   utf8    _32.ǅL blocks=Basic Latin,Latin Extended-B
31   0x00002db3 0x004039b3 6   8    .text   utf8    dUseǅT blocks=Basic Latin,Latin Extended-B
32   0x00002dbd 0x004039bd 6   8    .text   utf8    r32.ǅX blocks=Basic Latin,Latin Extended-B
33   0x00002dce 0x004039ce 4   5    .text   ascii   _\f73
34   0x00002dd5 0x004039d5 4   5    .text   ascii   (>/6
35   0x00002ddc 0x004039dc 4   5    .text   ascii   q;33
36   0x00002e2f 0x00403a2f 5   6    .text   ascii   ~Ole3
37   0x00002e3b 0x00403a3b 7   9    .text   utf8    32.dfǅp blocks=Basic Latin,Latin Extended-B
38   0x00002e46 0x00403a46 4   6    .text   utf8    llƅr blocks=Basic Latin,Latin Extended-B
39   0x00002e55 0x00403a55 6   8    .text   utf8    C\f/&ǅx blocks=Basic Latin,Latin Extended-B
40   0x00002e60 0x00403a60 5   7    .text   utf8    67pǅ| blocks=Basic Latin,Latin Extended-B
41   0x00002e69 0x00403a69 5   6    .text   ascii   qm'/f
42   0x00002e95 0x00403a95 6   8    .text   utf8    Qntdǅ` blocks=Basic Latin,Latin Extended-B
43   0x00002e9f 0x00403a9f 7   9    .text   utf8    ll.dfǅd blocks=Basic Latin,Latin Extended-B
44   0x00002eaa 0x00403aaa 4   6    .text   utf8    llƅf blocks=Basic Latin,Latin Extended-B
45   0x000036a7 0x004042a7 4   5    .text   ascii   E\fSV
46   0x000038e3 0x004044e3 5   7    .text   utf8    ]ËE\f% blocks=Basic Latin,Latin-1 Supplement
47   0x0000395b 0x0040455b 4   6    .text   utf8    ]ËE\f blocks=Basic Latin,Latin-1 Supplement
48   0x00003de0 0x004049e0 6   7    .text   ascii   <A|\n<Z
49   0x00003e43 0x00404a43 4   5    .text   ascii   GK;}
50   0x00004057 0x00404c57 4   5    .text   ascii   tPiE
51   0x00004650 0x00405250 4   6    .text   utf8    qyvу blocks=Basic Latin,Cyrillic
52   0x00005808 0x00406408 4   6    .text   utf8    @s.3
53   0x00005b6d 0x0040676d 15  16   .text   ascii   3X,3x03p43P83H<
54   0x000061da 0x00406dda 5   6    .text   ascii   j\ah|f
55   0x00006247 0x00406e47 4   5    .text   ascii   j\h7
56   0x00006813 0x00407413 6   7    .text   ascii   SVWj=h
57   0x00006bc1 0x004077c1 7   8    .text   ascii   y$j[hop
58   0x00006c06 0x00407806 5   6    .text   ascii   Qh\b2B
59   0x00006dca 0x004079ca 4   5    .text   ascii   j3hU
60   0x00007188 0x00407d88 5   8    .text   utf8    tְLǅH blocks=Basic Latin,Hebrew,Latin Extended-B
61   0x0000724c 0x00407e4c 4   5    .text   ascii   jDhe
62   0x00007522 0x00408122 5   11   .text   utf16le jjjjj
63   0x000078d4 0x004084d4 7   8    .text   ascii   Q\bj[hop
64   0x000078fd 0x004084fd 6   9    .text   utf8    ]ð*fǅx blocks=Basic Latin,Latin-1 Supplement,Latin Extended-B
65   0x00007a4d 0x0040864d 4   6    .text   utf8    j0Pǅ blocks=Basic Latin,Latin Extended-B
66   0x00007aa4 0x004086a4 4   5    .text   ascii   u-ff
67   0x00008235 0x00408e35 5   6    .text   ascii   I\ff1Q
68   0x0000828f 0x00408e8f 4   5    .text   ascii   j@h3
69   0x000086d3 0x004092d3 7   8    .text   ascii   Q\bj[hop
70   0x00008714 0x00409314 7   8    .text   ascii   E\bSVW_^
71   0x00008891 0x00409491 5   6    .text   ascii   f1F\b3
72   0x000088bd 0x004094bd 4   5    .text   ascii   \nf1J
73   0x000088c4 0x004094c4 4   5    .text   ascii   \nf1J
74   0x000088cf 0x004094cf 5   6    .text   ascii   f1B\b3
75   0x000088fb 0x004094fb 4   5    .text   ascii   \nf1J
76   0x00008902 0x00409502 4   5    .text   ascii   \nf1J
77   0x0000890d 0x0040950d 4   5    .text   ascii   f1B\b
78   0x00008914 0x00409514 4   5    .text   ascii   f1B\n
79   0x0000891b 0x0040951b 5   6    .text   ascii   f1B\f3
80   0x00008947 0x00409547 4   5    .text   ascii   \nf1J
81   0x0000894e 0x0040954e 4   5    .text   ascii   \nf1J
82   0x00008956 0x00409556 4   5    .text   ascii   f1B\b
83   0x0000895d 0x0040955d 4   5    .text   ascii   f1B\n
84   0x00008964 0x00409564 7   9    .text   utf8    f1B\f3\rM
85   0x00008993 0x00409593 4   5    .text   ascii   \nf1J
86   0x0000899a 0x0040959a 4   5    .text   ascii   \nf1J
87   0x000089a5 0x004095a5 4   5    .text   ascii   f1B\b
88   0x000089ac 0x004095ac 4   5    .text   ascii   f1B\n
89   0x000089b3 0x004095b3 5   6    .text   ascii   f1B\f3
90   0x000089df 0x004095df 4   5    .text   ascii   \nf1J
91   0x000089e6 0x004095e6 4   5    .text   ascii   \nf1J
92   0x000089f1 0x004095f1 4   5    .text   ascii   f1B\b
93   0x000089f8 0x004095f8 4   5    .text   ascii   f1B\n
94   0x000089ff 0x004095ff 5   6    .text   ascii   f1B\f3
