[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2254 0x00026423 0x00427023 4   5    CODE    ascii   D$\b\f
2255 0x00026491 0x00427091 5   6    CODE    ascii   D$*Ph
2256 0x000264ad 0x004270ad 4   5    CODE    ascii   D$\fP
2257 0x000264c2 0x004270c2 5   6    CODE    ascii   v\n;D$
2258 0x000264fe 0x004270fe 4   5    CODE    ascii   }>\bv
2259 0x0002658c 0x0042718c 4   5    CODE    ascii   T$"f
2260 0x00026595 0x00427195 4   5    CODE    ascii   T$$f
2261 0x000265eb 0x004271eb 4   5    CODE    ascii   }>\bv
2262 0x00026605 0x00427205 6   9    CODE    utf8    3\nEp3Ɋ blocks=Basic Latin,Latin Extended-B
2263 0x00026635 0x00427235 4   5    CODE    ascii   ]_^[
2264 0x0002665e 0x0042725e 5   7    CODE    utf8    u\n3҉P blocks=Basic Latin,Cyrillic
2265 0x00026665 0x00427265 8   11   CODE    utf8    3҉P,3҉P\b blocks=Basic Latin,Cyrillic
2266 0x000266a4 0x004272a4 4   6    CODE    utf8    ĨSVW blocks=Latin Extended-A,Basic Latin
2267 0x000266cb 0x004272cb 4   6    CODE    utf8    ^3\tE
2268 0x00026712 0x00427312 4   5    CODE    ascii   ZYYd
2269 0x0002676a 0x0042736a 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2270 0x00026780 0x00427380 9   12   CODE    utf8    3\tC\b[ÐSVW blocks=Basic Latin,Latin-1 Supplement
2271 0x000267d7 0x004273d7 6   8    CODE    utf8    _^[ÐSV blocks=Basic Latin,Latin-1 Supplement
2272 0x00026806 0x00427406 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2273 0x00026865 0x00427465 5   7    CODE    utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
2274 0x00026884 0x00427484 4   9    CODE    utf16le jjjj
2275 0x000268d2 0x004274d2 7   10   CODE    utf8    @\b[Ë\v@( blocks=Basic Latin,Latin-1 Supplement
2276 0x000268e0 0x004274e0 4   5    CODE    ascii   u\aj\f
2277 0x000268e9 0x004274e9 4   7    CODE    utf8    Ë\v@( blocks=Latin-1 Supplement,Basic Latin
2278 0x000268f4 0x004274f4 4   5    CODE    ascii   u\aj\v
2279 0x000269fd 0x004275fd 4   5    CODE    ascii   ZYYd
2280 0x00026a20 0x00427620 5   6    CODE    ascii   C\f_^[
2281 0x00026a64 0x00427664 4   6    CODE    utf8    Z+ЋE blocks=Basic Latin,Cyrillic
2282 0x00026ab2 0x004276b2 4   5    CODE    ascii   ZYYd
2283 0x00026ae7 0x004276e7 4   5    CODE    ascii   QSVW
2284 0x00026b02 0x00427702 5   6    CODE    ascii   Uh$wB
2285 0x00026b1c 0x0042771c 4   5    CODE    ascii   ZYYd
2286 0x00026b4f 0x0042774f 9   11   CODE    utf8    C(_^[Y]ÐS blocks=Basic Latin,Latin-1 Supplement
2287 0x00026c5c 0x0042785c 5   6    CODE    ascii   \$4Vj
2288 0x00026c6b 0x0042786b 9   11   CODE    utf8    8^[ÐSVWjH blocks=Basic Latin,Latin-1 Supplement
2289 0x00026cdf 0x004278df 4   5    CODE    ascii   N,yB
2290 0x00026d2d 0x0042792d 17  18   CODE    ascii   TPatternManagerSV
2291 0x00026d6e 0x0042796e 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2292 0x00026d9a 0x0042799a 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2293 0x00026dd2 0x004279d2 5   6    CODE    ascii   UhYzB
2294 0x00026dfa 0x004279fa 4   5    CODE    ascii   ;X\bu
2295 0x00026e02 0x00427a02 4   5    CODE    ascii   ;p\fu
2296 0x00026e45 0x00427a45 4   5    CODE    ascii   ZYYd
2297 0x00026e4b 0x00427a4b 4   5    CODE    ascii   h`zB
2298 0x00026e63 0x00427a63 7   9    CODE    utf8    _^[YY]Ë blocks=Basic Latin,Latin-1 Supplement
2299 0x00026e8b 0x00427a8b 5   6    CODE    ascii   UhK{B
2300 0x00026f43 0x00427b43 4   5    CODE    ascii   ZYYd
2301 0x00026fa5 0x00427ba5 4   5    CODE    ascii   ZYYd
2302 0x000270e1 0x00427ce1 4   5    CODE    ascii   ZYYd
2303 0x00027209 0x00427e09 5   6    CODE    ascii   Uh)~B
2304 0x0002721d 0x00427e1d 4   5    CODE    ascii   ZYYd
2305 0x00027223 0x00427e23 4   5    CODE    ascii   h0~B
2306 0x00027298 0x00427e98 12  13   CODE    ascii   \vTObjectList
2307 0x000272fc 0x00427efc 13  14   CODE    ascii   \fTOrderedList
2308 0x00027365 0x00427f65 6   7    CODE    ascii   TStack
2309 0x000273a2 0x00427fa2 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2310 0x000273ea 0x00427fea 4   6    CODE    utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
2311 0x00027413 0x00428013 6   8    CODE    utf8    $Z[ÐSV blocks=Basic Latin,Latin-1 Supplement
2312 0x00027486 0x00428086 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2313 0x000274a4 0x004280a4 6   8    CODE    utf8    $Z^[Í@ blocks=Basic Latin,Latin-1 Supplement
2314 0x000274c8 0x004280c8 5   7    CODE    utf8    $Z[Ë@ blocks=Basic Latin,Latin-1 Supplement
2315 0x000274f1 0x004280f1 4   5    CODE    ascii   ZYYd
2316 0x0002751f 0x0042811f 4   5    CODE    ascii   u-hP
2317 0x00027550 0x00428150 12  13   CODE    ascii   comctl32.dll
2318 0x00027560 0x00428160 20  21   CODE    ascii   InitCommonControlsEx
2319 0x00027689 0x00428289 4   5    CODE    ascii   ZYYd
2320 0x000276cc 0x004282cc 4   6    CODE    utf8     3\tE
2321 0x0002775e 0x0042835e 4   5    CODE    ascii   ZYYd
2322 0x0002777c 0x0042837c 5   6    CODE    ascii   ^[YY]
2323 0x0002778c 0x0042838c 15  16   CODE    ascii   GetMonitorInfoA
2324 0x00027810 0x00428410 16  17   CODE    ascii   GetSystemMetrics
2325 0x00027893 0x00428493 4   5    CODE    ascii   _^[]
2326 0x000278a4 0x004284a4 15  16   CODE    ascii   MonitorFromRect
2327 0x00027938 0x00428538 17  18   CODE    ascii   MonitorFromWindow
2328 0x00027985 0x00428585 4   7    CODE    utf8    63ۋǃ blocks=Basic Latin,Arabic,Latin Extended-B
2329 0x000279b2 0x004285b2 4   5    CODE    ascii   ;E\f~
2330 0x000279be 0x004285be 4   5    CODE    ascii   _^[]
2331 0x000279d0 0x004285d0 16  17   CODE    ascii   MonitorFromPoint
2332 0x00027a2e 0x0042862e 5   6    CODE    ascii   >(r[j
2333 0x00027a43 0x00428643 5   7    CODE    utf8    tH3\tF
2334 0x00027a4a 0x0042864a 5   7    CODE    utf8    3\tF\bj
2335 0x00027aa0 0x004286a0 14  15   CODE    ascii   GetMonitorInfo
2336 0x00027ab0 0x004286b0 7   8    CODE    ascii   DISPLAY
2337 0x00027b02 0x00428702 5   6    CODE    ascii   >(r[j
2338 0x00027b17 0x00428717 5   7    CODE    utf8    tH3\tF
2339 0x00027b1e 0x0042871e 5   7    CODE    utf8    3\tF\bj
2340 0x00027b74 0x00428774 15  16   CODE    ascii   GetMonitorInfoA
2341 0x00027b84 0x00428784 7   8    CODE    ascii   DISPLAY
2342 0x00027bd6 0x004287d6 5   6    CODE    ascii   >(r[j
2343 0x00027beb 0x004287eb 5   7    CODE    utf8    tH3\tF
2344 0x00027bf2 0x004287f2 5   7    CODE    utf8    3\tF\bj
2345 0x00027c48 0x00428848 15  16   CODE    ascii   GetMonitorInfoW
2346 0x00027c58 0x00428858 7   8    CODE    ascii   DISPLAY
2347 0x00027d5c 0x0042895c 4   5    CODE    ascii   PVhB
2348 0x00027d7c 0x0042897c 19  20   CODE    ascii   EnumDisplayMonitors
2349 0x00027df0 0x004289f0 10  11   CODE    ascii   USER32.DLL
2350 0x00027e15 0x00428a15 4   5    CODE    ascii   ZYYd
2351 0x00027e55 0x00428a55 4   5    CODE    ascii   ZYYd
2352 0x00027e79 0x00428a79 15  16   CODE    ascii   \rIHelpSelectorl
2353 0x00027e9b 0x00428a9b 11  12   CODE    ascii   :\tHelpIntfs
2354 0x00027eb1 0x00428ab1 13  14   CODE    ascii   \vIHelpSysteml
2355 0x00027ed1 0x00428ad1 11  12   CODE    ascii   :\tHelpIntfs
2356 0x00027ee6 0x00428ae6 18  19   CODE    ascii   ICustomHelpViewerl
2357 0x00027f0b 0x00428b0b 12  13   CODE    ascii   :\tHelpIntfs\t
2358 0x00027f22 0x00428b22 19  20   CODE    ascii   IExtendedHelpViewer
2359 0x00027f49 0x00428b49 11  12   CODE    ascii   :\tHelpIntfs
2360 0x00027f5e 0x00428b5e 21  22   CODE    ascii   ISpecialWinHelpViewer
2361 0x00027f87 0x00428b87 11  12   CODE    ascii   :\tHelpIntfs
2362 0x00027f9d 0x00428b9d 14  15   CODE    ascii   \fIHelpManagerl
2363 0x00027fbe 0x00428bbe 11  12   CODE    ascii   :\tHelpIntfs
2364 0x0002801d 0x00428c1d 20  21   CODE    ascii   EHelpSystemException
2365 0x00028093 0x00428c93 15  16   CODE    ascii   THelpViewerNode
2366 0x0002820a 0x00428e0a 13  14   CODE    ascii   \fTHelpManager
2367 0x0002823e 0x00428e3e 4   6    CODE    utf8    S3ɉM blocks=Basic Latin,Latin Extended-B
2368 0x0002829a 0x00428e9a 4   5    CODE    ascii   ZYYd
2369 0x000282b7 0x00428eb7 4   5    CODE    ascii   [YY]
2370 0x00028313 0x00428f13 4   5    CODE    ascii   :SVW
2371 0x0002834a 0x00428f4a 4   6    CODE    utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
2372 0x000283be 0x00428fbe 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2373 0x000283d9 0x00428fd9 4   6    CODE    utf8    UhŐB blocks=Basic Latin,Latin Extended-A
2374 0x000284a9 0x004290a9 4   5    CODE    ascii   ZYYd
2375 0x000284e3 0x004290e3 4   5    CODE    ascii   :SVW
2376 0x0002851d 0x0042911d 9   11   CODE    utf8    R\b_^[ÐSVW blocks=Basic Latin,Latin-1 Supplement
2377 0x00028547 0x00429147 5   6    CODE    ascii   R(FKu
2378 0x0002854d 0x0042914d 5   7    CODE    utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
2379 0x0002855a 0x0042915a 5   7    CODE    utf8    SV3҉U blocks=Basic Latin,Cyrillic
2380 0x0002866d 0x0042926d 4   5    CODE    ascii   ZYYd
2381 0x000286d2 0x004292d2 4   5    CODE    ascii   ZYYd
2382 0x000286f7 0x004292f7 4   9    CODE    utf16le jjjj
2383 0x0002870b 0x0042930b 4   6    CODE    utf8    UhٓB blocks=Basic Latin,Arabic
2384 0x00028731 0x00429331 6   8    CODE    utf8    Hu?3ҋG blocks=Basic Latin,Cyrillic
2385 0x00028772 0x00429372 4   6    CODE    utf8    =3ҋG blocks=Basic Latin,Cyrillic
2386 0x000287b2 0x004293b2 4   5    CODE    ascii   ZYYd
2387 0x00028802 0x00429402 8   11   CODE    utf8    SVW3ۉ]Љ] blocks=Basic Latin,Arabic,Cyrillic
2388 0x00028822 0x00429422 4   6    CODE    utf8     3\tE
2389 0x00028851 0x00429451 4   5    CODE    ascii   |'C3
2390 0x00028875 0x00429475 5   7    CODE    utf8    GFKu܅ blocks=Basic Latin,Syriac
2391 0x000288e9 0x004294e9 4   5    CODE    ascii   |~C3
2392 0x000289b6 0x004295b6 4   6    CODE    utf8    $3ҋE blocks=Basic Latin,Cyrillic
2393 0x000289e5 0x004295e5 4   5    CODE    ascii   ZYYd
2394 0x00028a16 0x00429616 6   8    CODE    utf8    SVW3ۉ] blocks=Basic Latin,Arabic
2395 0x00028adc 0x004296dc 4   5    CODE    ascii   ZYYd
2396 0x00028b2f 0x0042972f 4   9    CODE    utf16le jjjj
2397 0x00028b84 0x00429784 4   5    CODE    ascii   |XC3
2398 0x00028be0 0x004297e0 4   5    CODE    ascii   ZYYd
2399 0x00028c63 0x00429863 4   5    CODE    ascii   ZYYd
2400 0x00028c7e 0x0042987e 4   6    CODE    utf8    [Y]Ë blocks=Basic Latin,Latin-1 Supplement
2401 0x00028c87 0x00429887 4   5    CODE    ascii   QSVW
2402 0x00028d05 0x00429905 4   5    CODE    ascii   ZYYd
2403 0x00028d22 0x00429922 5   6    CODE    ascii   _^[Y]
2404 0x00028d35 0x00429935 4   7    CODE    utf8    ؋ƋS$ blocks=Arabic,Latin Extended-B,Basic Latin
2405 0x00028d40 0x00429940 6   8    CODE    utf8    ^[ÐSVW blocks=Basic Latin,Latin-1 Supplement
2406 0x00028d61 0x00429961 5   6    CODE    ascii   ;x\bu\n
2407 0x00028d8c 0x0042998c 5   6    CODE    ascii   ;x\bu\n
2408 0x00028db7 0x004299b7 5   6    CODE    ascii   ;x\bu\n
2409 0x00028e44 0x00429a44 5   7    CODE    utf8    t\a3#@
2410 0x00028e4f 0x00429a4f 4   5    CODE    ascii   ZYYd
2411 0x00028e62 0x00429a62 4   6    CODE    utf8    ]Ã-< blocks=Basic Latin,Latin-1 Supplement
2412 0x00028e85 0x00429a85 4   5    CODE    ascii   ZYYd
2413 0x00028ea9 0x00429aa9 4   6    CODE    utf8    Uh՚B blocks=Basic Latin,Armenian
2414 0x00028ec9 0x00429ac9 4   5    CODE    ascii   ZYYd
2415 0x000290a8 0x00429ca8 12  13   CODE    ascii   comctl32.dll
2416 0x000290b8 0x00429cb8 16  17   CODE    ascii   InitializeFlatSB
2417 0x000290cc 0x00429ccc 18  19   CODE    ascii   UninitializeFlatSB
2418 0x000290e0 0x00429ce0 20  21   CODE    ascii   FlatSB_GetScrollProp
2419 0x000290f8 0x00429cf8 20  21   CODE    ascii   FlatSB_SetScrollProp
2420 0x00029110 0x00429d10 22  23   CODE    ascii   FlatSB_EnableScrollBar
2421 0x00029128 0x00429d28 20  21   CODE    ascii   FlatSB_ShowScrollBar
2422 0x00029140 0x00429d40 21  22   CODE    ascii   FlatSB_GetScrollRange
2423 0x00029158 0x00429d58 20  21   CODE    ascii   FlatSB_GetScrollInfo
2424 0x00029170 0x00429d70 19  20   CODE    ascii   FlatSB_GetScrollPos
2425 0x00029184 0x00429d84 19  20   CODE    ascii   FlatSB_SetScrollPos
2426 0x00029198 0x00429d98 20  21   CODE    ascii   FlatSB_SetScrollInfo
2427 0x000291b0 0x00429db0 21  22   CODE    ascii   FlatSB_SetScrollRange
2428 0x000291e1 0x00429de1 4   5    CODE    ascii   ZYYd
2429 0x0002925d 0x00429e5d 14  15   CODE    ascii   TSynchroObject
2430 0x000292c1 0x00429ec1 16  17   CODE    ascii   TCriticalSection
2431 0x0002938d 0x00429f8d 4   5    CODE    ascii   ZYYd
2432 0x0002946b 0x0042a06b 4   7    CODE    utf8    3#9F
2433 0x00029472 0x0042a072 4   7    CODE    utf8    3#ĹF blocks=Basic Latin,Latin Extended-A
2434 0x00029479 0x0042a079 4   7    CODE    utf8    3#ȹF blocks=Basic Latin,Latin Extended-B
2435 0x00029480 0x0042a080 4   7    CODE    utf8    3#̹F blocks=Basic Latin,Combining Diacritical Marks
2436 0x00029487 0x0042a087 4   7    CODE    utf8    3#йF blocks=Basic Latin,Cyrillic
2437 0x0002948e 0x0042a08e 4   7    CODE    utf8    3#ԹF blocks=Basic Latin,Armenian
2438 0x00029495 0x0042a095 4   7    CODE    utf8    3#عF blocks=Basic Latin,Arabic
2439 0x0002949c 0x0042a09c 4   7    CODE    utf8    3#ܹF blocks=Basic Latin,Syriac
2440 0x0002954d 0x0042a14d 4   5    CODE    ascii   ZYYd
2441 0x00029909 0x0042a509 4   5    CODE    ascii   ZYYd
2442 0x00029930 0x0042a530 11  12   CODE    ascii   uxtheme.dll
2443 0x0002993c 0x0042a53c 13  14   CODE    ascii   OpenThemeData
2444 0x0002994c 0x0042a54c 14  15   CODE    ascii   CloseThemeData
2445 0x0002995c 0x0042a55c 19  20   CODE    ascii   DrawThemeBackground
2446 0x00029970 0x0042a570 13  14   CODE    ascii   DrawThemeText
2447 0x00029980 0x0042a580 29  30   CODE    ascii   GetThemeBackgroundContentRect
2448 0x000299a0 0x0042a5a0 16  17   CODE    ascii   GetThemePartSize
2449 0x000299b4 0x0042a5b4 18  19   CODE    ascii   GetThemeTextExtent
2450 0x000299c8 0x0042a5c8 19  20   CODE    ascii   GetThemeTextMetrics
2451 0x000299dc 0x0042a5dc 24  25   CODE    ascii   GetThemeBackgroundRegion
2452 0x000299f8 0x0042a5f8 22  23   CODE    ascii   HitTestThemeBackground
2453 0x00029a10 0x0042a610 13  14   CODE    ascii   DrawThemeEdge
2454 0x00029a20 0x0042a620 13  14   CODE    ascii   DrawThemeIcon
2455 0x00029a30 0x0042a630 18  19   CODE    ascii   IsThemePartDefined
2456 0x00029a44 0x0042a644 37  38   CODE    ascii   IsThemeBackgroundPartiallyTransparent
2457 0x00029a6c 0x0042a66c 13  14   CODE    ascii   GetThemeColor
2458 0x00029a7c 0x0042a67c 14  15   CODE    ascii   GetThemeMetric
2459 0x00029a8c 0x0042a68c 14  15   CODE    ascii   GetThemeString
2460 0x00029a9c 0x0042a69c 12  13   CODE    ascii   GetThemeBool
2461 0x00029aac 0x0042a6ac 11  12   CODE    ascii   GetThemeInt
2462 0x00029ab8 0x0042a6b8 17  18   CODE    ascii   GetThemeEnumValue
2463 0x00029acc 0x0042a6cc 16  17   CODE    ascii   GetThemePosition
2464 0x00029ae0 0x0042a6e0 12  13   CODE    ascii   GetThemeFont
2465 0x00029af0 0x0042a6f0 12  13   CODE    ascii   GetThemeRect
2466 0x00029b00 0x0042a700 15  16   CODE    ascii   GetThemeMargins
2467 0x00029b10 0x0042a710 15  16   CODE    ascii   GetThemeIntList
2468 0x00029b20 0x0042a720 22  23   CODE    ascii   GetThemePropertyOrigin
2469 0x00029b38 0x0042a738 14  15   CODE    ascii   SetWindowTheme
2470 0x00029b48 0x0042a748 16  17   CODE    ascii   GetThemeFilename
2471 0x00029b5c 0x0042a75c 16  17   CODE    ascii   GetThemeSysColor
2472 0x00029b70 0x0042a770 21  22   CODE    ascii   GetThemeSysColorBrush
2473 0x00029b88 0x0042a788 15  16   CODE    ascii   GetThemeSysBool
2474 0x00029b98 0x0042a798 15  16   CODE    ascii   GetThemeSysSize
2475 0x00029ba8 0x0042a7a8 15  16   CODE    ascii   GetThemeSysFont
2476 0x00029bb8 0x0042a7b8 17  18   CODE    ascii   GetThemeSysString
2477 0x00029bcc 0x0042a7cc 14  15   CODE    ascii   GetThemeSysInt
2478 0x00029bdc 0x0042a7dc 13  14   CODE    ascii   IsThemeActive
2479 0x00029bec 0x0042a7ec 11  12   CODE    ascii   IsAppThemed
2480 0x00029bf8 0x0042a7f8 14  15   CODE    ascii   GetWindowTheme
2481 0x00029c08 0x0042a808 24  25   CODE    ascii   EnableThemeDialogTexture
2482 0x00029c24 0x0042a824 27  28   CODE    ascii   IsThemeDialogTextureEnabled
2483 0x00029c40 0x0042a840 21  22   CODE    ascii   GetThemeAppProperties
2484 0x00029c58 0x0042a858 21  22   CODE    ascii   SetThemeAppProperties
2485 0x00029c70 0x0042a870 19  20   CODE    ascii   GetCurrentThemeName
2486 0x00029c84 0x0042a884 29  30   CODE    ascii   GetThemeDocumentationProperty
2487 0x00029ca4 0x0042a8a4 25  26   CODE    ascii   DrawThemeParentBackground
2488 0x00029cc0 0x0042a8c0 13  14   CODE    ascii   EnableTheming
2489 0x00029d34 0x0042a934 4   5    CODE    ascii   ZYYd
2490 0x00029dbd 0x0042a9bd 14  15   CODE    ascii   TThemeServices
2491 0x00029dd4 0x0042a9d4 38  39   CODE    ascii   Theme manager  2001, 2002 Mike Lischke
2492 0x00029dfc 0x0042a9fc 6   14   CODE    utf16le button
2493 0x00029e0c 0x0042aa0c 5   12   CODE    utf16le clock
2494 0x00029e18 0x0042aa18 8   18   CODE    utf16le combobox
2495 0x00029e2c 0x0042aa2c 4   10   CODE    utf16le edit
2496 0x00029e38 0x0042aa38 11  24   CODE    utf16le explorerbar
2497 0x00029e50 0x0042aa50 6   14   CODE    utf16le header
2498 0x00029e60 0x0042aa60 8   18   CODE    utf16le listview
2499 0x00029e74 0x0042aa74 4   10   CODE    utf16le menu
2500 0x00029e80 0x0042aa80 4   10   CODE    utf16le page
2501 0x00029e8c 0x0042aa8c 8   18   CODE    utf16le progress
2502 0x00029ea0 0x0042aaa0 5   12   CODE    utf16le rebar
2503 0x00029eac 0x0042aaac 9   20   CODE    utf16le scrollbar
2504 0x00029ec0 0x0042aac0 4   10   CODE    utf16le spin
2505 0x00029ecc 0x0042aacc 10  22   CODE    utf16le startpanel
2506 0x00029ee4 0x0042aae4 6   14   CODE    utf16le status
2507 0x00029efc 0x0042aafc 8   18   CODE    utf16le taskband
2508 0x00029f10 0x0042ab10 7   16   CODE    utf16le taskbar
2509 0x00029f20 0x0042ab20 7   16   CODE    utf16le toolbar
2510 0x00029f30 0x0042ab30 7   16   CODE    utf16le tooltip
2511 0x00029f40 0x0042ab40 8   18   CODE    utf16le trackbar
2512 0x00029f54 0x0042ab54 10  22   CODE    utf16le traynotify
2513 0x00029f6c 0x0042ab6c 8   18   CODE    utf16le treeview
2514 0x00029f80 0x0042ab80 6   14   CODE    utf16le window
2515 0x0002a014 0x0042ac14 12  13   CODE    ascii   comctl32.dll
2516 0x0002a052 0x0042ac52 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2517 0x0002a063 0x0042ac63 6   9    CODE    utf8    t'3\nÃ| blocks=Basic Latin,Latin-1 Supplement
2518 0x0002a08b 0x0042ac8b 5   8    CODE    utf8    \b3\nËD blocks=Basic Latin,Latin-1 Supplement
2519 0x0002a093 0x0042ac93 6   8    CODE    utf8    \b_^[Àx blocks=Basic Latin,Latin-1 Supplement
2520 0x0002a0b9 0x0042acb9 4   7    CODE    utf8    ؋ЋCl blocks=Arabic,Cyrillic,Basic Latin
2521 0x0002a0ee 0x0042acee 4   6    CODE    utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
2522 0x0002a11c 0x0042ad1c 4   6    CODE    utf8    ؋E\bP blocks=Arabic,Basic Latin
2523 0x0002a168 0x0042ad68 4   6    CODE    utf8    ؋E\bP blocks=Arabic,Basic Latin
2524 0x0002a1b6 0x0042adb6 4   6    CODE    utf8    ؋C\bP blocks=Arabic,Basic Latin
2525 0x0002a1f5 0x0042adf5 5   6    CODE    ascii   ^[YY]
2526 0x0002a22a 0x0042ae2a 4   6    CODE    utf8    \a3\tA
2527 0x0002a26d 0x0042ae6d 16  17   CODE    ascii   \a\a\b\b\t\t\n\n\v\v\f\f\r\r\r\r
2528 0x0002a2b1 0x0042aeb1 4   5    CODE    ascii   \e\e\e\e
2529 0x0002a2bc 0x0042aebc 6   7    CODE    ascii    !"#$%
2530 0x0002a5b3 0x0042b1b3 4   6    CODE    utf8    \a3\tA
2531 0x0002a5c2 0x0042b1c2 4   6    CODE    utf8    Q\bÍ@ blocks=Basic Latin,Latin-1 Supplement
2532 0x0002a5cc 0x0042b1cc 4   6    CODE    utf8    ļSVW blocks=Latin Extended-A,Basic Latin
2533 0x0002a639 0x0042b239 4   8    CODE    utf8    u؍}襥 blocks=Basic Latin,Arabic,CJK Unified Ideographs
2534 0x0002a705 0x0042b305 4   5    CODE    ascii   ZYYd
2535 0x0002a789 0x0042b389 4   5    CODE    ascii   ZYYd
2536 0x0002a7ad 0x0042b3ad 12  13   CODE    ascii   \vTTextLayout
2537 0x0002a7c7 0x0042b3c7 32  33   CODE    ascii   tlTop\btlCenter\btlBottom\bStdCtrls
2538 0x0002a8f4 0x0042b4f4 13  14   CODE    ascii   \fTCustomLabel
2539 0x0002a908 0x0042b508 15  16   CODE    ascii   \a\fTCustomLabel4
2540 0x0002a920 0x0042b520 9   10   CODE    ascii   \bStdCtrls
2541 0x0002aa0d 0x0042b60d 6   7    CODE    ascii   TLabel
2542 0x0002aa1a 0x0042b61a 7   8    CODE    ascii   TLabelx
2543 0x0002aa2a 0x0042b62a 10  11   CODE    ascii   \bStdCtrls'
2544 0x0002aa50 0x0042b650 5   6    CODE    ascii   Align
2545 0x0002aa6f 0x0042b66f 11  12   CODE    ascii   \tAlignment(
2546 0x0002aa93 0x0042b693 8   9    CODE    ascii   \aAnchors
2547 0x0002aab5 0x0042b6b5 12  13   CODE    ascii   \bAutoSize\NA
2548 0x0002aad8 0x0042b6d8 9   10   CODE    ascii   \bBiDiMode
2549 0x0002aafb 0x0042b6fb 8   9    CODE    ascii   \aCaption
2550 0x0002ab1e 0x0042b71e 5   6    CODE    ascii   Color
2551 0x0002ab3d 0x0042b73d 12  13   CODE    ascii   \vConstraints
2552 0x0002ab63 0x0042b763 11  12   CODE    ascii   \nDragCursor
2553 0x0002ab88 0x0042b788 9   10   CODE    ascii   \bDragKind
2554 0x0002abab 0x0042b7ab 9   10   CODE    ascii   \bDragMode
2555 0x0002abce 0x0042b7ce 8   9    CODE    ascii   \aEnabled
2556 0x0002abf0 0x0042b7f0 14  15   CODE    ascii   \fFocusControl(
2557 0x0002ac18 0x0042b818 4   5    CODE    ascii   Font
2558 0x0002ac37 0x0042b837 14  15   CODE    ascii   ParentBiDiMode
2559 0x0002ac5f 0x0042b85f 12  13   CODE    ascii   \vParentColor
2560 0x0002ac85 0x0042b885 11  12   CODE    ascii   \nParentFont
2561 0x0002acab 0x0042b8ab 15  16   CODE    ascii   ParentShowHintD
2562 0x0002acd3 0x0042b8d3 10  11   CODE    ascii   \tPopupMenu
2563 0x0002acf7 0x0042b8f7 14  15   CODE    ascii   \rShowAccelChar
2564 0x0002ad1f 0x0042b91f 9   10   CODE    ascii   \bShowHint
2565 0x0002ad42 0x0042b942 12  13   CODE    ascii   \vTransparent
2566 0x0002ad69 0x0042b969 6   7    CODE    ascii   Layout
2567 0x0002ad89 0x0042b989 8   9    CODE    ascii   \aVisible
2568 0x0002adab 0x0042b9ab 9   10   CODE    ascii   \bWordWrap
2569 0x0002adce 0x0042b9ce 8   9    CODE    ascii   \aOnClick
2570 0x0002adf1 0x0042b9f1 14  15   CODE    ascii   OnContextPopup
2571 0x0002ae19 0x0042ba19 12  13   CODE    ascii   \nOnDblClickx
2572 0x0002ae3e 0x0042ba3e 11  12   CODE    ascii   \nOnDragDrop
2573 0x0002ae63 0x0042ba63 12  13   CODE    ascii   \nOnDragOver 
2574 0x0002ae88 0x0042ba88 11  12   CODE    ascii   \tOnEndDock 
2575 0x0002aeac 0x0042baac 10  11   CODE    ascii   \tOnEndDrag
2576 0x0002aed0 0x0042bad0 12  13   CODE    ascii   \vOnMouseDown
2577 0x0002aef6 0x0042baf6 12  13   CODE    ascii   \vOnMouseMove
2578 0x0002af1c 0x0042bb1c 10  11   CODE    ascii   \tOnMouseUp
2579 0x0002af40 0x0042bb40 13  14   CODE    ascii   \fOnMouseEnter
2580 0x0002af67 0x0042bb67 13  14   CODE    ascii   \fOnMouseLeave
2581 0x0002af8e 0x0042bb8e 12  13   CODE    ascii   \vOnStartDock
2582 0x0002afb4 0x0042bbb4 14  15   CODE    ascii   \vOnStartDragSV
2583 0x0002b07c 0x0042bc7c 4   6    CODE    utf8    Uh½B blocks=Basic Latin,Latin-1 Supplement
2584 0x0002b1ae 0x0042bdae 4   5    CODE    ascii   ZYYd
2585 0x0002b1c9 0x0042bdc9 5   6    CODE    ascii   _^[Y]
2586 0x0002b231 0x0042be31 4   6    CODE    utf8    QD3\n
2587 0x0002b24f 0x0042be4f 4   5    CODE    ascii   f\v<E
2588 0x0002b292 0x0042be92 5   6    CODE    ascii   CL+D$
