[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000210 0x00000210 5   6            ascii   .text
1    0x00000237 0x00000237 6   7            ascii   `.data
2    0x00000260 0x00000260 6   7            ascii   .reloc
3    0x000009d6 0x004015d6 4   5    .text   ascii   qswN
4    0x000009fa 0x004015fa 4   5    .text   ascii   3)6{
5    0x00000a1a 0x0040161a 4   5    .text   ascii   3)6{
6    0x00000a5a 0x0040165a 4   5    .text   ascii   L09n
7    0x00000a99 0x00401699 5   6    .text   ascii   <5IkQ
8    0x00000af9 0x004016f9 5   6    .text   ascii   <5IkQ
9    0x00000bba 0x004017ba 4   5    .text   ascii   s1q4
10   0x00000c49 0x00401849 5   6    .text   ascii   <5IkQ
11   0x00000c81 0x00401881 5   7    .text   utf8    $%'%֗ blocks=Basic Latin,Hebrew
12   0x00001678 0x00402278 14  60   .text   utf32le \a\a\b\b\t\t\n\n\v\v\f\f\r\r
13   0x00001b02 0x00402702 7   16   .text   utf16le \a@\a \a`\a
14   0x00001b12 0x00402712 15  32   .text   utf16le \aP\a0\ap\a\b\aH\a(\ah\a
15   0x00001b32 0x00402732 7   16   .text   utf16le \aX\a8\ax\a
16   0x00001b42 0x00402742 7   16   .text   utf16le \aD\a$\ad\a
17   0x00001b52 0x00402752 7   16   .text   utf16le \aT\a4\at\a
18   0x00001c04 0x00402804 116 117  .text   ascii   \a\a\a\a\b\b\b\b\b\b\b\b\t\t\t\t\t\t\t\t\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r
19   0x00001d58 0x00402958 32  33   .text   ascii   \e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e
20   0x00001dff 0x004029ff 17  18   .text   ascii   \a\b\b\t\t\n\n\v\v\f\f\f\f\r\r\r\r
21   0x00001ed8 0x00402ad8 31  32   .text   ascii   \e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e
22   0x00001f14 0x00402b14 4   20   .text   utf32le \a\b\n\f
23   0x00001f38 0x00402b38 8   36   .text   utf32le  (08@P`p
24   0x00001f98 0x00402b98 4   20   .text   utf32le  0@`
25   0x00001fed 0x00402bed 5   6    .text   ascii   0\aw,a
26   0x0000204c 0x00402c4c 4   6    .text   utf8    (kdz
27   0x00002069 0x00402c69 4   5    .text   ascii    n;^
28   0x000020bb 0x00402cbb 4   6    .text   utf8    !#ĳV blocks=Basic Latin,Latin Extended-A
29   0x0000211c 0x00402d1c 4   5    .text   ascii   -=m\b
30   0x00002129 0x00402d29 6   7    .text   ascii   Qkkbal
31   0x00002161 0x00402d61 4   6    .text   utf8    |ӌeL blocks=Basic Latin,Cyrillic
32   0x0000219f 0x00402d9f 4   5    .text   ascii   3_L\n
33   0x000021f5 0x00402df5 4   6    .text   utf8    ұt9G blocks=Cyrillic,Basic Latin
34   0x00002210 0x00402e10 4   5    .text   ascii   >jm\r
35   0x00002215 0x00402e15 4   5    .text   ascii   Zjz\v
36   0x00002237 0x00402e37 4   5    .text   ascii   i]Wb
37   0x00002246 0x00402e46 4   5    .text   ascii   knv\e
38   0x0000224d 0x00402e4d 4   6    .text   utf8    +ӉZz blocks=Basic Latin,Cyrillic
39   0x000022ee 0x00402eee 5   8    .text   utf8    c윣ju\n blocks=Basic Latin,Hangul Syllables
40   0x00002377 0x00402f77 4   5    .text   ascii   9a&g
41   0x00002380 0x00402f80 4   5    .text   ascii   MGiI
42   0x00002385 0x00402f85 6   8    .text   utf8    wn>JjѮ blocks=Basic Latin,Cyrillic
43   0x000023c7 0x00402fc7 4   5    .text   ascii   #.zf
44   0x000023d5 0x00402fd5 4   5    .text   ascii   +o*7
45   0x00002402 0x00403002 6   8    .text   utf8    ZVǖAO\b blocks=Basic Latin,Latin Extended-B
46   0x0000249d 0x0040309d 9   10   .text   ascii   Z* ,\t\a\vm8
47   0x000024a9 0x004030a9 5   7    .text   utf8    6F߲\a] blocks=Basic Latin,NKo
48   0x000024d0 0x004030d0 4   6    .text   utf8    yީ%8 blocks=Basic Latin,Thaana
49   0x00002508 0x00403108 4   6    .text   utf8    \rŠ8L blocks=Basic Latin,Latin Extended-A
50   0x00002580 0x00403180 4   6    .text   utf8    !̧3` blocks=Basic Latin,Combining Diacritical Marks
51   0x000025ad 0x004031ad 6   7    .text   ascii   H$6t\e\t
52   0x00002611 0x00403211 5   7    .text   utf8    pl@Aw
53   0x0000263c 0x0040323c 4   5    .text   ascii   _~6\f
54   0x00002679 0x00403279 5   7    .text   utf8    ykʬHp blocks=Basic Latin,IPA Extensions
55   0x000026ce 0x004032ce 5   6    .text   ascii   \a52F*
56   0x000026d4 0x004032d4 4   5    .text   ascii   sw1\a
57   0x0000277d 0x0040337d 10  11   .text   ascii   \a\t#jT$\b+e?
