[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019f 0x0000019f 7   8            ascii   `.itext
3    0x000001c7 0x000001c7 7   8            ascii   `.rdata
4    0x000001ef 0x000001ef 6   7            ascii   @.data
5    0x00000218 0x00000218 6   7            ascii   .pdata
6    0x00000240 0x00000240 6   7            ascii   .reloc
7    0x000004ae 0x004010ae 4   6    .text   utf8    ÐSQj blocks=Latin-1 Supplement,Basic Latin
8    0x000004cd 0x004010cd 4   5    .text   ascii   j\aX3
9    0x000004fa 0x004010fa 4   6    .text   utf8    Y[Í@ blocks=Basic Latin,Latin-1 Supplement
10   0x00000528 0x00401128 4   5    .text   ascii   n<ff
11   0x00000568 0x00401168 9   10   .text   ascii   ;E\br\v;E\fw
12   0x0000057f 0x0040117f 7   9    .text   utf8    QRV3\vU\f
13   0x000005b6 0x004011b6 4   5    .text   ascii   ^ZY]
14   0x000005c3 0x004011c3 7   9    .text   utf8    QRV3\vU\f
15   0x000005d4 0x004011d4 4   5    .text   ascii   Ar\vf
16   0x0000060d 0x0040120d 4   5    .text   ascii   ^ZY]
17   0x00000617 0x00401217 7   9    .text   utf8    SVW3ۋu\b blocks=Basic Latin,Arabic
18   0x00000632 0x00401232 4   5    .text   ascii   _^[]
19   0x000006cc 0x004012cc 5   7    .text   utf8    Í\rpOB blocks=Latin-1 Supplement,Basic Latin
20   0x000006d7 0x004012d7 4   5    .text   ascii   _^[]
21   0x000006e9 0x004012e9 5   6    .text   ascii   SQRVW
22   0x0000075d 0x0040135d 4   6    .text   utf8    }\b3\v
23   0x00000776 0x00401376 4   5    .text   ascii   t}:D
24   0x000007f4 0x004013f4 6   7    .text   ascii   X_^ZY[
25   0x00000804 0x00401404 6   8    .text   utf8    ļSQRVW blocks=Latin Extended-A,Basic Latin
26   0x0000080f 0x0040140f 4   5    .text   ascii   ABCD
27   0x00000815 0x00401415 4   5    .text   ascii   EFGH
28   0x0000081b 0x0040141b 4   5    .text   ascii   IJKL
29   0x00000821 0x00401421 4   5    .text   ascii   MNOP
30   0x00000827 0x00401427 4   5    .text   ascii   QRST
31   0x0000082d 0x0040142d 4   5    .text   ascii   UVWX
32   0x00000833 0x00401433 4   5    .text   ascii   YZab
33   0x00000839 0x00401439 4   5    .text   ascii   cdef
34   0x0000083f 0x0040143f 4   5    .text   ascii   ghij
35   0x00000845 0x00401445 4   5    .text   ascii   klmn
36   0x0000084b 0x0040144b 4   5    .text   ascii   opqr
37   0x00000851 0x00401451 4   5    .text   ascii   stuv
38   0x00000857 0x00401457 4   5    .text   ascii   wxyz
39   0x0000085d 0x0040145d 4   5    .text   ascii   0123
40   0x00000863 0x00401463 4   5    .text   ascii   4567
41   0x00000869 0x00401469 4   5    .text   ascii   89+/
42   0x000008c6 0x004014c6 4   5    .text   ascii   <1^%
43   0x000008f9 0x004014f9 5   6    .text   ascii   _^ZY[
44   0x00000907 0x00401507 4   5    .text   ascii   SVW3
45   0x00000949 0x00401549 4   5    .text   ascii   _^[]
46   0x00000956 0x00401556 4   6    .text   utf8    @dÍ@ blocks=Basic Latin,Latin-1 Supplement
47   0x00000ac3 0x004016c3 4   6    .text   utf8    3\v]\b
48   0x00000af3 0x004016f3 4   6    .text   utf8    3\v]\b
49   0x00000b53 0x00401753 5   6    .text   ascii   u\t^Y[
50   0x00000b5e 0x0040175e 4   5    .text   ascii   06FK
51   0x00000b64 0x00401764 5   6    .text   ascii   u\t^Y[
52   0x00000b6f 0x0040176f 4   5    .text   ascii   0&FK
53   0x00000b75 0x00401775 5   6    .text   ascii   u\t^Y[
54   0x00000b86 0x00401786 5   6    .text   ascii   u\t^Y[
55   0x00000d59 0x00401959 5   6    .text   ascii   _^SWV
56   0x00000d7d 0x0040197d 5   6    .text   ascii   _^SWV
57   0x00000da1 0x004019a1 5   6    .text   ascii   _^SWV
58   0x00000dc5 0x004019c5 5   6    .text   ascii   _^SWV
59   0x00000de9 0x004019e9 5   6    .text   ascii   _^SWV
60   0x00000e0d 0x00401a0d 5   6    .text   ascii   _^SWV
61   0x00000e31 0x00401a31 5   6    .text   ascii   _^SWV
62   0x00000e55 0x00401a55 5   6    .text   ascii   _^SWV
63   0x00000e8b 0x00401a8b 4   5    .text   ascii   _^[]
64   0x000014ba 0x004020ba 4   5    .text   ascii   t$<W
65   0x000014de 0x004020de 4   5    .text   ascii   D$@\n
66   0x0000158e 0x0040218e 4   6    .text   utf8    Ɖt$8 blocks=Latin Extended-B,Basic Latin
67   0x00001595 0x00402195 5   6    .text   ascii   \t1D$ 
68   0x0000159f 0x0040219f 4   6    .text   utf8    Ƌt$4 blocks=Latin Extended-B,Basic Latin
69   0x000015ae 0x004021ae 4   6    .text   utf8    ǉ|$D blocks=Latin Extended-B,Basic Latin
70   0x000015b6 0x004021b6 4   5    .text   ascii   1D$(
71   0x000015c3 0x004021c3 4   5    .text   ascii   \a1D$
72   0x000015f3 0x004021f3 4   6    .text   utf8    Ɖ|$, blocks=Latin Extended-B,Basic Latin
73   0x000015fa 0x004021fa 6   8    .text   utf8    \a3؋|$4 blocks=Basic Latin,Arabic
74   0x00001606 0x00402206 5   6    .text   ascii   \t1D$$
75   0x00001613 0x00402213 4   5    .text   ascii   \r1D$
76   0x0000162a 0x0040222a 4   5    .text   ascii   \a1D$
77   0x00001634 0x00402234 4   6    .text   utf8    It$0
78   0x0000163f 0x0040223f 4   5    .text   ascii   \t1D$
79   0x0000164e 0x0040224e 5   7    .text   utf8    \r3ЋD$ blocks=Basic Latin,Cyrillic
80   0x0000165a 0x0040225a 4   6    .text   utf8    3ȋD$ blocks=Basic Latin,Latin Extended-B
81   0x0000168c 0x0040228c 4   5    .text   ascii   \r1D$
82   0x0000169f 0x0040229f 4   5    .text   ascii   t$(3
83   0x000016ae 0x004022ae 4   5    .text   ascii   \a1D$
84   0x000016c1 0x004022c1 4   5    .text   ascii   \t1D$
85   0x000016e0 0x004022e0 4   6    .text   utf8    ǉ|$8 blocks=Latin Extended-B,Basic Latin
86   0x000016ed 0x004022ed 4   5    .text   ascii   |$,3
87   0x000016ff 0x004022ff 4   6    .text   utf8    Ɖ|$, blocks=Latin Extended-B,Basic Latin
88   0x00001706 0x00402306 6   8    .text   utf8    \a3Љ|$d blocks=Basic Latin,Cyrillic
89   0x00001716 0x00402316 5   6    .text   ascii   \t1D$ 
90   0x00001727 0x00402327 4   5    .text   ascii   \r1D$
91   0x0000176a 0x0040236a 5   7    .text   utf8    3ȃl$@ blocks=Basic Latin,Latin Extended-B
92   0x0000177c 0x0040237c 8   10   .text   utf8    t$H3\v|$<
93   0x000017a9 0x004023a9 5   6    .text   ascii   ;L$Lw
94   0x000017f4 0x004023f4 4   6    .text   utf8    |ӃF  blocks=Basic Latin,Cyrillic
95   0x00001828 0x00402428 4   5    .text   ascii   D$P;
96   0x00001830 0x00402430 4   6    .text   utf8    Ǎt$` blocks=Latin Extended-B,Basic Latin
97   0x00001845 0x00402445 4   6    .text   utf8    Ɖ|$D blocks=Latin Extended-B,Basic Latin
98   0x00001883 0x00402483 6   8    .text   utf8    rՋt$H; blocks=Basic Latin,Armenian
99   0x000018b5 0x004024b5 5   7    .text   utf8    +Ӊ|$< blocks=Basic Latin,Cyrillic
100  0x000018ca 0x004024ca 4   5    .text   ascii   ][_^
101  0x000018d9 0x004024d9 5   7    .text   utf8    ccƄ|| blocks=Basic Latin,Latin Extended-B
102  0x000018ed 0x004024ed 5   7    .text   utf8    kkֱoo blocks=Basic Latin,Hebrew
103  0x000018f6 0x004024f6 5   7    .text   utf8    őP00` blocks=Latin Extended-A,Basic Latin
104  0x00001904 0x00402504 4   5    .text   ascii   }++V
105  0x00001963 0x00402563 13  14   .text   ascii   =j&&LZ66lA??~
