[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
328   0x00004bba 0x0040d7ba 4   5    .rsrc   ascii   B\v\v\f
329   0x00004bc6 0x0040d7c6 19  20   .rsrc   ascii   __a\RRRPPOOOOOOOOOO
330   0x00004bea 0x0040d7ea 9   10   .rsrc   ascii   B\v\v\v\v\f\v\f\f
331   0x00004c1a 0x0040d81a 14  15   .rsrc   ascii   l\v\v\v\v\v\v\f\f\v\v\v\v\f
332   0x00004c4a 0x0040d84a 4   5    .rsrc   ascii   l\v\v\v
333   0x00004c5a 0x0040d85a 15  16   .rsrc   ascii   _a\\RXXPOOOOOOO
334   0x00004c7a 0x0040d87a 14  15   .rsrc   ascii   l\v\v\v\v\v\v\v\v\v\f\f\f\f
335   0x00004caa 0x0040d8aa 16  17   .rsrc   ascii   l\v\v\v\v\v\v\v\v\v\v\v\f\f\v\f
336   0x00004cda 0x0040d8da 4   5    .rsrc   ascii   l\v\v\v
337   0x00004ced 0x0040d8ed 12  13   .rsrc   ascii   __a\\XXPOOOO
338   0x00004d0a 0x0040d90a 17  18   .rsrc   ascii   l\v\v\v\v\v\v\v\v\v\v\v\v\v\f\f\f
339   0x00004d3a 0x0040d93a 5   6    .rsrc   ascii   l\v\v\v\v
340   0x00004d44 0x0040d944 12  13   .rsrc   ascii   \v\v\v\v\v\v\v\v\v\f\f\f
341   0x00004d7f 0x0040d97f 10  11   .rsrc   ascii   `_`a\\RRPP
342   0x00004da3 0x0040d9a3 11  12   .rsrc   ascii   \b\f\f\v\v\v\v\v\v\v\v
343   0x00004dd4 0x0040d9d4 15  16   .rsrc   ascii   \v\v\v\v\v\v\v\v\v\v\v\v\v\f\f
344   0x00004df8 0x0040d9f8 5   7    .rsrc   utf8    Ǥyk:% blocks=Latin Extended-B,Basic Latin
345   0x00004e0e 0x0040da0e 11  12   .rsrc   ascii   \v\vOOOOOOOOO
346   0x00004e27 0x0040da27 8   9    .rsrc   ascii   V@1*2:Vb
347   0x00004e34 0x0040da34 12  13   .rsrc   ascii   \v\v\v\v\v\v\v\v\v\v\v\v
348   0x00004e45 0x0040da45 4   5    .rsrc   ascii   eeeO
349   0x00004e65 0x0040da65 11  12   .rsrc   ascii   \v\v\v\v\v\v\v\v\v\v\v
350   0x00004e88 0x0040da88 6   7    .rsrc   ascii   ~jF2 \e
351   0x00004ea1 0x0040daa1 8   9    .rsrc   ascii   dedddagO
352   0x00004eb5 0x0040dab5 7   9    .rsrc   utf8    QѪ8HFur blocks=Basic Latin,Cyrillic
353   0x00004ec5 0x0040dac5 11  12   .rsrc   ascii   \v\v\v\v\v\v\v\v\v\v\v
354   0x00004ef5 0x0040daf5 11  12   .rsrc   ascii   \v\v\v\v\v\v\v\v\v\v\v
355   0x00004f33 0x0040db33 7   9    .rsrc   utf8    ˓\^^O\f\f blocks=Spacing Modifier Letters,Basic Latin
356   0x00004f55 0x0040db55 11  12   .rsrc   ascii   \v\v\v\v\v\v\v\v\v\v\v
357   0x00004f68 0x0040db68 4   5    .rsrc   ascii   O\f\f\f
358   0x00004f78 0x0040db78 7   9    .rsrc   utf8    M68 $%ѣ blocks=Basic Latin,Cyrillic
359   0x00004f85 0x0040db85 11  12   .rsrc   ascii   \v\v\v\v\v\v\v\v\v\v\v
360   0x00004fa8 0x0040dba8 7   8    .rsrc   ascii   MNL k%[
361   0x00004fc8 0x0040dbc8 5   6    .rsrc   ascii   O\f\f\v\f
362   0x00004fdb 0x0040dbdb 4   5    .rsrc   ascii   $r7%
363   0x00004fe4 0x0040dbe4 25  26   .rsrc   ascii   \b\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\f\f\f\f
364   0x00005015 0x0040dc15 17  18   .rsrc   ascii   \v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v
365   0x00005032 0x0040dc32 4   6    .rsrc   utf8    =ѱvv blocks=Basic Latin,Cyrillic
366   0x00005045 0x0040dc45 25  26   .rsrc   ascii   \v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\vl??-(>>..
367   0x00005072 0x0040dc72 20  21   .rsrc   ascii   U\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\vl
368   0x000050a2 0x0040dca2 20  21   .rsrc   ascii   W\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\vB
369   0x000050c5 0x0040dcc5 13  14   .rsrc   ascii   =,/,,,555555"
370   0x000050d3 0x0040dcd3 19  20   .rsrc   ascii   \v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\vl
371   0x000050fa 0x0040dcfa 28  29   .rsrc   ascii   s\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\vl
372   0x0000512a 0x0040dd2a 28  29   .rsrc   ascii   s\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\vl
373   0x0000515a 0x0040dd5a 28  29   .rsrc   ascii   z\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\vl
374   0x0000518a 0x0040dd8a 28  29   .rsrc   ascii   z\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\vl
375   0x000051ba 0x0040ddba 28  29   .rsrc   ascii   zzzzzzzzssssnnsnnnlnlllllllB
376   0x000053aa 0x0040dfaa 15  32   .rsrc   utf16le VS_VERSION_INFO
377   0x00005406 0x0040e006 14  30   .rsrc   utf16le StringFileInfo
378   0x0000542a 0x0040e02a 8   18   .rsrc   utf16le 040904b0
379   0x00005442 0x0040e042 8   18   .rsrc   utf16le Comments
380   0x0000545a 0x0040e05a 11  24   .rsrc   utf16le CompanyName
381   0x00005474 0x0040e074 20  42   .rsrc   utf16le F-Secure Corporation
382   0x000054a6 0x0040e0a6 15  32   .rsrc   utf16le FileDescription
383   0x000054c8 0x0040e0c8 37  76   .rsrc   utf16le F-Secure Service Enabler GUI Launcher
384   0x0000551a 0x0040e11a 11  24   .rsrc   utf16le FileVersion
385   0x00005534 0x0040e134 10  22   .rsrc   utf16le 1.49.160.0
386   0x00005552 0x0040e152 12  26   .rsrc   utf16le InternalName
387   0x0000556c 0x0040e16c 7   16   .rsrc   utf16le trigger
388   0x00005582 0x0040e182 14  30   .rsrc   utf16le LegalCopyright
389   0x000055a0 0x0040e1a0 44  90   .rsrc   utf16le Copyright (C) 2008-2011 F-Secure Corporation
390   0x00005604 0x0040e204 14  30   .rsrc   utf16le egalTrademarks
391   0x0000562a 0x0040e22a 16  34   .rsrc   utf16le OriginalFilename
392   0x0000564c 0x0040e24c 11  24   .rsrc   utf16le trigger.exe
393   0x0000566c 0x0040e26c 11  24   .rsrc   utf16le rivateBuild
394   0x0000568a 0x0040e28a 11  24   .rsrc   utf16le ProductName
395   0x000056a4 0x0040e2a4 24  50   .rsrc   utf16le F-Secure Service Enabler
396   0x000056de 0x0040e2de 14  30   .rsrc   utf16le ProductVersion
397   0x000056fc 0x0040e2fc 10  22   .rsrc   utf16le 1.49.160.0
398   0x0000571c 0x0040e31c 11  24   .rsrc   utf16le pecialBuild
399   0x0000573c 0x0040e33c 10  22   .rsrc   utf16le arFileInfo
400   0x0000575a 0x0040e35a 11  24   .rsrc   utf16le Translation
401   0x000058fc 0x006cb0fc 12  13   .data   ascii   kernel32.dll
402   0x00005909 0x006cb109 10  11   .data   ascii   user32.dll
403   0x00005914 0x006cb114 12  13   .data   ascii   advapi32.dll
404   0x00005921 0x006cb121 12  13   .data   ascii   oleaut32.dll
405   0x0000592e 0x006cb12e 9   10   .data   ascii   gdi32.dll
406   0x00005938 0x006cb138 11  12   .data   ascii   shell32.dll
407   0x00005944 0x006cb144 11  12   .data   ascii   version.dll
408   0x00005952 0x006cb152 12  13   .data   ascii   VirtualAlloc
409   0x00005961 0x006cb161 11  12   .data   ascii   VirtualFree
410   0x0000596f 0x006cb16f 16  17   .data   ascii   GetModuleHandleA
411   0x00005982 0x006cb182 14  15   .data   ascii   GetProcAddress
412   0x00005993 0x006cb193 11  12   .data   ascii   ExitProcess
413   0x000059a1 0x006cb1a1 12  13   .data   ascii   LoadLibraryA
414   0x000059b0 0x006cb1b0 11  12   .data   ascii   MessageBoxA
415   0x000059be 0x006cb1be 11  12   .data   ascii   RegCloseKey
416   0x000059cc 0x006cb1cc 13  14   .data   ascii   SysFreeString
417   0x000059dc 0x006cb1dc 11  12   .data   ascii   CreateFontA
418   0x000059ea 0x006cb1ea 13  14   .data   ascii   ShellExecuteA
419   0x000059fa 0x006cb1fa 19  20   .data   ascii   GetFileVersionInfoA
420   0x00005a3d 0x006cb23d 13  14   .data   ascii   v(x4z:|L~T~_~
421   0x00005a6a 0x006cb26a 4   9    .data   utf8    ǟϟןߟ blocks=Latin Extended-B,Greek and Coptic,Hebrew,NKo
422   0x00005a7f 0x006cb27f 4   5    .data   ascii   G)g.
423   0x00005a9c 0x006cb29c 6   7    .data   ascii   \a\ru'}G
424   0x00005b27 0x006cb327 4   5    .data   ascii   \a!N;
425   0x00005b6e 0x006cb36e 15  16   .data   ascii   <$=0>6?C?M?S?]?
426   0x00005b84 0x006cb384 13  14   .data   ascii   p9\v*:0;6<L$d8
427   0x00005b93 0x006cb393 8   9    .data   ascii   \f''1Gigq
428   0x00005bed 0x006cb3ed 6   7    .data   ascii   '<GHgQ
429   0x00005c06 0x006cb406 4   5    .data   ascii   *.J(
430   0x00005c52 0x006cb452 7   8    .data   ascii   r0t6v>x
431   0x00005c7e 0x006cb47e 6   7    .data   ascii   'LGSg`
432   0x00005ca6 0x006cb4a6 8   9    .data   ascii   \f9\bd:j;p
433   0x00005cb5 0x006cb4b5 4   5    .data   ascii   M'lg
434   0x00005d2f 0x006cb52f 4   5    .data   ascii   h:{;
435   0x00005d59 0x006cb559 4   5    .data   ascii   X:d;
436   0x00005d87 0x006cb587 15  16   .data   ascii   \fr<tTv[xcYh\f?p?
437   0x00005dc3 0x006cb5c3 4   5    .data   ascii   G'yG
438   0x00005e17 0x006cb617 4   5    .data   ascii   \r*\t3
439   0x00005e1c 0x006cb61c 7   8    .data   ascii   vWxiz{|
440   0x00005e55 0x006cb655 6   7    .data   ascii   \tVN\b\fN
441   0x00005e6b 0x006cb66b 4   5    .data   ascii   ~lHt
442   0x00005e78 0x006cb678 4   5    .data   ascii   pfpj
443   0x00005e88 0x006cb688 6   7    .data   ascii   D>vxlz
444   0x00005ebc 0x006cb6bc 4   5    .data   ascii   P$pX
445   0x00005ec7 0x006cb6c7 4   5    .data   ascii   liHt
446   0x00005f17 0x006cb717 12  13   .data   ascii   ~ ~$~(~,~0T4
447   0x00005fd3 0x006cb7d3 4   5    .data   ascii   N""\f
448   0x0000606c 0x006cb86c 4   5    .data   ascii   +G(8
449   0x00006082 0x006cb882 4   5    .data   ascii   )Ot!
450   0x0000609d 0x006cb89d 5   6    .data   ascii   \eG48\r
451   0x000060b9 0x006cb8b9 4   5    .data   ascii   >fo\a
452   0x000060d8 0x006cb8d8 5   6    .data   ascii   FX)D"
453   0x000060f9 0x006cb8f9 4   5    .data   ascii   "'H:
454   0x00006107 0x006cb907 5   6    .data   ascii   DZ\noB
455   0x00006111 0x006cb911 6   7    .data   ascii   [>\bH#L
456   0x00006131 0x006cb931 6   7    .data   ascii   \r/&DPr
457   0x00006141 0x006cb941 5   7    .data   utf8    `K.q=
458   0x00006169 0x006cb969 4   6    .data   utf8    Y?yɻ blocks=Basic Latin,IPA Extensions
459   0x0000618e 0x006cb98e 5   9    .data   utf8    ۰\a1W blocks=Private Use Area,Arabic,Basic Latin
460   0x000061e9 0x006cb9e9 4   5    .data   ascii   bp9\a
461   0x00006273 0x006cba73 6   7    .data   ascii   A`"yw>
462   0x0000629b 0x006cba9b 4   5    .data   ascii   \b;2-
463   0x000062bc 0x006cbabc 4   5    .data   ascii   kLGA
464   0x000062e3 0x006cbae3 5   6    .data   ascii   6+d"R
465   0x00006335 0x006cbb35 5   6    .data   ascii   ;MH\nb
466   0x0000636a 0x006cbb6a 7   8    .data   ascii   DF\aJVU&
467   0x0000638f 0x006cbb8f 4   5    .data   ascii   ?=cC
468   0x000063e7 0x006cbbe7 7   8    .data   ascii   qxFBbh\n
469   0x000066e6 0x006cbee6 4   5    .data   ascii   ZlH*
470   0x00006747 0x006cbf47 7   8    .data   ascii   4!HqP7@
471   0x00006771 0x006cbf71 7   8    .data   ascii   &LTE\b\v\
472   0x00006781 0x006cbf81 5   7    .data   utf8    +ߗQ+8 blocks=Basic Latin,NKo
473   0x000067e9 0x006cbfe9 6   7    .data   ascii   \b#+~F-
474   0x00006821 0x006cc021 7   9    .data   utf8    Y2пNop# blocks=Basic Latin,Cyrillic
475   0x0000682d 0x006cc02d 5   6    .data   ascii   '\f?\b'
476   0x00006868 0x006cc068 4   5    .data   ascii   !)g\b
477   0x00006871 0x006cc071 4   5    .data   ascii   y4+/
478   0x0000688a 0x006cc08a 7   8    .data   ascii   +HWiY0_
479   0x00006898 0x006cc098 5   7    .data   utf8    =P)hԜ blocks=Basic Latin,Cyrillic Supplement
480   0x00006908 0x006cc108 7   9    .data   utf8    )/!(y(\n
481   0x00006911 0x006cc111 4   5    .data   ascii   [>C&
482   0x00006920 0x006cc120 4   6    .data   utf8    ,ؿ$, blocks=Basic Latin,Arabic
483   0x0000692f 0x006cc12f 4   5    .data   ascii   e@~!
484   0x00006989 0x006cc189 4   5    .data   ascii   u~iM
485   0x000069c0 0x006cc1c0 5   6    .data   ascii   T!D`q
486   0x000069ee 0x006cc1ee 4   7    .data   utf8    ӢؿBH blocks=Cyrillic,Arabic,Basic Latin
487   0x000069f7 0x006cc1f7 5   7    .data   utf8    Є46.! blocks=Cyrillic,Basic Latin
488   0x000069ff 0x006cc1ff 5   6    .data   ascii   m`tB\t
489   0x00006a59 0x006cc259 7   8    .data   ascii   * !(y&)
490   0x00006ab4 0x006cc2b4 5   6    .data   ascii   \b[:\C
491   0x00006b01 0x006cc301 6   7    .data   ascii   \fV,Le(
492   0x00006b2c 0x006cc32c 4   5    .data   ascii   .j\bM
493   0x00006bc1 0x006cc3c1 4   5    .data   ascii   hRVx
494   0x00006bd2 0x006cc3d2 4   6    .data   utf8    лZoh blocks=Cyrillic,Basic Latin
495   0x00006c4b 0x006cc44b 4   5    .data   ascii   0^N\v
496   0x00006c75 0x006cc475 4   5    .data   ascii   h^BT
497   0x00006c7f 0x006cc47f 5   6    .data   ascii   -o8R]
498   0x00006caa 0x006cc4aa 4   6    .data   utf8    K؈h+ blocks=Basic Latin,Arabic
499   0x00006cc9 0x006cc4c9 4   6    .data   utf8    ^B?!
500   0x00006cd9 0x006cc4d9 6   8    .data   utf8    Ȑ%7xRe blocks=Latin Extended-B,Basic Latin
501   0x00006cfc 0x006cc4fc 4   7    .data   utf8    츇y`_ blocks=Hangul Syllables,Basic Latin
502   0x00006d12 0x006cc512 5   6    .data   ascii   ^OP+p
503   0x00006d45 0x006cc545 4   5    .data   ascii   :`BH
504   0x00006d72 0x006cc572 4   5    .data   ascii   &Y@y
505   0x00006d7d 0x006cc57d 5   6    .data   ascii   gxr[\b
506   0x00006d90 0x006cc590 5   6    .data   ascii   yI++X
507   0x00006dec 0x006cc5ec 9   10   .data   ascii   ^e0|!~Ep\n
508   0x00006e07 0x006cc607 4   5    .data   ascii   bWg`
509   0x00006e54 0x006cc654 4   5    .data   ascii   h]E<
510   0x00006e95 0x006cc695 4   5    .data   ascii   ^I~h
511   0x00006eec 0x006cc6ec 5   7    .data   utf8    ߧo i) blocks=NKo,Basic Latin
512   0x00006f43 0x006cc743 4   5    .data   ascii   p\-^
513   0x00006f51 0x006cc751 5   6    .data   ascii   D=}**
514   0x00006f5d 0x006cc75d 5   7    .data   utf8    (w) ԓ blocks=Basic Latin,Cyrillic Supplement
515   0x00006f81 0x006cc781 4   6    .data   utf8    ˸t8W blocks=Spacing Modifier Letters,Basic Latin
516   0x00006f93 0x006cc793 4   5    .data   ascii   ^/`$
517   0x00006fbd 0x006cc7bd 4   5    .data   ascii   qjv\f
518   0x00007001 0x006cc801 4   5    .data   ascii   s\v>V
519   0x00007016 0x006cc816 6   7    .data   ascii   AC:VR\f
520   0x00007021 0x006cc821 6   7    .data   ascii   Q%cD8F
521   0x00007036 0x006cc836 5   6    .data   ascii   A]:jR
522   0x00007094 0x006cc894 4   5    .data   ascii   PKT+
523   0x00007099 0x006cc899 7   9    .data   utf8    W|OעnMj blocks=Basic Latin,Hebrew
524   0x000070bf 0x006cc8bf 6   7    .data   ascii   \aqu7S8
525   0x000070de 0x006cc8de 6   7    .data   ascii   s5.Qv_
526   0x000070e7 0x006cc8e7 5   6    .data   ascii   ^y4\bd
527   0x000070fe 0x006cc8fe 5   6    .data   ascii   fqSP9
528   0x00007127 0x006cc927 6   7    .data   ascii   aM8ZP8
529   0x00007154 0x006cc954 13  14   .data   ascii   This\a prog3am
530   0x0000717a 0x006cc97a 4   5    .data   ascii   \n$7)
531   0x0000717f 0x006cc97f 4   5    .data   ascii   WcPE
532   0x0000718a 0x006cc98a 4   5    .data   ascii   ^B*X
533   0x000071bc 0x006cc9bc 4   5    .data   ascii   j[sc
534   0x000071e1 0x006cc9e1 6   7    .data   ascii   CODE@\b
535   0x0000721b 0x006cca1b 7   8    .data   ascii   \a.idat.
536   0x00007227 0x006cca27 10  11   .data   ascii   \n4(TB@#e($
537   0x0000723a 0x006cca3a 7   8    .data   ascii   P.reloc
538   0x00007284 0x006cca84 4   5    .data   ascii   alse
539   0x00007290 0x006cca90 5   6    .data   ascii   ,%\t\ba
540   0x00007298 0x006cca98 5   6    .data   ascii   C\nhar
541   0x0000729e 0x006cca9e 4   5    .data   ascii   $,/C
542   0x000072d0 0x006ccad0 4   5    .data   ascii   ordT
543   0x000072db 0x006ccadb 4   5    .data   ascii   \d.@
544   0x000072eb 0x006ccaeb 6   7    .data   ascii   Str.3g
545   0x000072fa 0x006ccafa 4   5    .data   ascii   !\f\aV
546   0x00007314 0x006ccb14 4   5    .data   ascii   !\t\b&
547   0x00007319 0x006ccb19 7   8    .data   ascii   ! 05dL\t
548   0x00007321 0x006ccb21 12  13   .data   ascii   @\aTObj\rect0i
549   0x00007337 0x006ccb37 6   7    .data   ascii   eMm=a'
550   0x00007344 0x006ccb44 5   6    .data   ascii   facu9
551   0x0000735c 0x006ccb5c 6   7    .data   ascii   +X.\b\nS
552   0x00007364 0x006ccb64 4   6    .data   utf8    g8̳} blocks=Basic Latin,Combining Diacritical Marks
553   0x0000736f 0x006ccb6f 8   10   .data   utf8    KHLƝ1G\bD blocks=Basic Latin,Latin Extended-B
554   0x00007380 0x006ccb80 4   5    .data   ascii    &GC
555   0x000073a5 0x006ccba5 4   5    .data   ascii   rx9p
556   0x000073ad 0x006ccbad 5   6    .data   ascii   (G\#T
557   0x000073b7 0x006ccbb7 5   6    .data   ascii   @r890
558   0x000073d6 0x006ccbd6 4   6    .data   utf8    \b#ԔH blocks=Basic Latin,Cyrillic Supplement
559   0x000073e6 0x006ccbe6 5   6    .data   ascii   S<\b#4
560   0x000073ed 0x006ccbed 4   6    .data   utf8     ʜ\bd blocks=Basic Latin,IPA Extensions
561   0x0000741c 0x006ccc1c 9   10   .data   ascii   h4el2\bd9\
562   0x00007428 0x006ccc28 4   5    .data   ascii   GL#D
563   0x00007439 0x006ccc39 5   6    .data   ascii   uY3hD
564   0x0000744a 0x006ccc4a 4   5    .data   ascii   |o\b.
565   0x000074ba 0x006cccba 5   6    .data   ascii   Fj\nF\f
566   0x000074c5 0x006cccc5 5   8    .data   utf8    Ӓg*Xͫ blocks=Cyrillic,Basic Latin,Combining Diacritical Marks
567   0x0000750d 0x006ccd0d 6   7    .data   ascii   3BlChZ
568   0x0000752b 0x006ccd2b 4   5    .data   ascii   ,\C@
569   0x00007531 0x006ccd31 4   5    .data   ascii   \\a1\f
570   0x00007545 0x006ccd45 5   6    .data   ascii   >\a;7u
571   0x000075a2 0x006ccda2 5   6    .data   ascii   5\nu\n)
572   0x000075d6 0x006ccdd6 4   5    .data   ascii   v\bT;
573   0x000075de 0x006ccdde 4   5    .data   ascii   Y\rz4
574   0x000075f1 0x006ccdf1 4   5    .data   ascii   B6}\a
575   0x00007617 0x006cce17 5   6    .data   ascii   $t#\e\t
576   0x00007663 0x006cce63 7   9    .data   utf8    !t3ɉ0_\f blocks=Basic Latin,Latin Extended-B
577   0x00007670 0x006cce70 4   5    .data   ascii   T&rB
578   0x00007685 0x006cce85 4   5    .data   ascii   \<rR
579   0x00007695 0x006cce95 4   5    .data   ascii   '\bs'
580   0x000076a5 0x006ccea5 4   5    .data   ascii   v(B\r
581   0x000076d3 0x006cced3 6   8    .data   utf8    \rԁ\nG`d blocks=Basic Latin,Cyrillic Supplement
582   0x000076f7 0x006ccef7 4   5    .data   ascii   I+LV
583   0x00007700 0x006ccf00 4   5    .data   ascii   h*vU
584   0x0000770c 0x006ccf0c 4   6    .data   utf8    ޔ+\nH blocks=Thaana,Basic Latin
585   0x000077c3 0x006ccfc3 5   6    .data   ascii   C\a.Go
586   0x000077cc 0x006ccfcc 5   6    .data   ascii   y;/.u
587   0x000077d2 0x006ccfd2 4   5    .data   ascii   ib+\n
588   0x000077e1 0x006ccfe1 5   6    .data   ascii   E\bro*
589   0x00007837 0x006cd037 4   5    .data   ascii   t3.!
590   0x0000785b 0x006cd05b 7   8    .data   ascii   R!Gd4:X
591   0x00007875 0x006cd075 4   5    .data   ascii   c%j~
592   0x0000787a 0x006cd07a 4   5    .data   ascii   s!%\f
593   0x00007885 0x006cd085 4   5    .data   ascii   \6Uy
594   0x0000788f 0x006cd08f 5   6    .data   ascii   Q\aMT#
595   0x00007923 0x006cd123 5   6    .data   ascii   o$-*=
596   0x0000798e 0x006cd18e 4   5    .data   ascii    0R 
597   0x0000799b 0x006cd19b 4   6    .data   utf8    ŋ-f\r blocks=Latin Extended-A,Basic Latin
598   0x000079e0 0x006cd1e0 4   5    .data   ascii   ^]fl
599   0x000079f0 0x006cd1f0 4   5    .data   ascii   \v{\n?
600   0x00007a30 0x006cd230 5   7    .data   utf8    YZyПQ blocks=Basic Latin,Cyrillic
601   0x00007a41 0x006cd241 4   5    .data   ascii   K@C;
602   0x00007af0 0x006cd2f0 4   5    .data   ascii   yF u
603   0x00007af9 0x006cd2f9 8   10   .data   utf8    )DF?r\b+^
604   0x00007b20 0x006cd320 7   8    .data   ascii   \nn\n\v%a>
605   0x00007b61 0x006cd361 4   6    .data   utf8    ЍA.+ blocks=Cyrillic,Basic Latin
606   0x00007b78 0x006cd378 5   7    .data   utf8    )>ղPJ blocks=Basic Latin,Armenian
607   0x00007b9c 0x006cd39c 7   8    .data   ascii   {PW[L>L
608   0x00007c0a 0x006cd40a 6   7    .data   ascii   M\n\bDxy
609   0x00007c6d 0x006cd46d 7   9    .data   utf8    :;ʢS]Kd blocks=Basic Latin,IPA Extensions
610   0x00007cd7 0x006cd4d7 5   6    .data   ascii   Y$I\a_
611   0x00007d41 0x006cd541 5   6    .data   ascii   h\atWx
612   0x00007d5c 0x006cd55c 4   5    .data   ascii   \n\vB
613   0x00007d62 0x006cd562 6   7    .data   ascii   ~H\r;]P
614   0x00007d71 0x006cd571 4   6    .data   utf8    -Ғ\tE blocks=Basic Latin,Cyrillic
615   0x00007d83 0x006cd583 5   7    .data   utf8    HMݦCJ blocks=Basic Latin,Arabic Supplement
616   0x00007dd0 0x006cd5d0 5   7    .data   utf8    H؇u\n\t blocks=Basic Latin,Arabic
617   0x00007e30 0x006cd630 4   5    .data   ascii   &1DM
618   0x00007e35 0x006cd635 4   5    .data   ascii   s$K6
619   0x00007e64 0x006cd664 4   5    .data   ascii   S)T\b
620   0x00007e79 0x006cd679 4   5    .data   ascii   zME"
621   0x00007e9e 0x006cd69e 4   5    .data   ascii   tE\b<
622   0x00007ec3 0x006cd6c3 4   5    .data   ascii   M"\t1
623   0x00007f0f 0x006cd70f 5   6    .data   ascii    gu,)
624   0x00007f39 0x006cd739 4   5    .data   ascii   \vFN?
625   0x00007f6c 0x006cd76c 5   8    .data   utf8    Ħ'.ң` blocks=Latin Extended-A,Basic Latin,Cyrillic
626   0x00007f74 0x006cd774 4   5    .data   ascii   *?PU
627   0x00007f7b 0x006cd77b 4   5    .data   ascii   'q10
628   0x00007fa2 0x006cd7a2 5   6    .data   ascii   N)C-v
629   0x00007fc7 0x006cd7c7 4   5    .data   ascii   hT\a1
630   0x00007fe0 0x006cd7e0 4   5    .data   ascii   (MTn
631   0x0000800a 0x006cd80a 6   7    .data   ascii   x&%[C\v
632   0x0000804b 0x006cd84b 7   9    .data   utf8    #*!a2,ׂ blocks=Basic Latin,Hebrew
633   0x00008082 0x006cd882 4   5    .data   ascii   ^bT\e
634   0x000080e3 0x006cd8e3 4   5    .data   ascii   I^bt
635   0x000080eb 0x006cd8eb 5   6    .data   ascii   VED\a9
636   0x0000811a 0x006cd91a 6   7    .data   ascii   B2Ac0u
637   0x00008145 0x006cd945 4   5    .data   ascii   QO!#
638   0x00008157 0x006cd957 8   9    .data   ascii   Z\h\nP\b<s
639   0x0000816e 0x006cd96e 4   5    .data   ascii   =I\bd
640   0x00008187 0x006cd987 4   5    .data   ascii    w\n9
641   0x00008191 0x006cd991 4   5    .data   ascii   \r\n\!
642   0x000081ac 0x006cd9ac 4   5    .data   ascii   YZXu
643   0x000081b4 0x006cd9b4 5   6    .data   ascii   # S|h
644   0x00008240 0x006cda40 4   5    .data   ascii   Ci)T
645   0x00008246 0x006cda46 6   7    .data   ascii   \aI8/\v$
646   0x00008259 0x006cda59 4   5    .data   ascii   <art
647   0x0000826e 0x006cda6e 6   7    .data   ascii   -F\b pj
648   0x000082b0 0x006cdab0 7   9    .data   utf8    7\vĸtf7H blocks=Basic Latin,Latin Extended-A
649   0x000082e8 0x006cdae8 5   6    .data   ascii   \aDs' 
650   0x000082ee 0x006cdaee 4   5    .data   ascii    ~.P
651   0x00008302 0x006cdb02 4   5    .data   ascii   rg/\f
652   0x000083ce 0x006cdbce 5   6    .data   ascii   DENHH
653   0x000083e8 0x006cdbe8 6   7    .data   ascii   \b:\nu0N
654   0x000083fd 0x006cdbfd 4   5    .data   ascii   :rP5
655   0x00008452 0x006cdc52 6   7    .data   ascii   w-gb\n+
656   0x00008459 0x006cdc59 5   6    .data   ascii   _\b$Gx
657   0x00008468 0x006cdc68 6   7    .data   ascii   Y($H\bC
658   0x00008478 0x006cdc78 8   9    .data   ascii   v0$\a\tw%9
659   0x0000849e 0x006cdc9e 7   8    .data   ascii   ~KxI[)~
660   0x000084b9 0x006cdcb9 4   6    .data   utf8    ՔR M blocks=Armenian,Basic Latin
661   0x00008514 0x006cdd14 5   6    .data   ascii   !\v@8)
662   0x000085a3 0x006cdda3 4   5    .data   ascii   "Cg3
