Metadata Signature: 0x5f10 0x10001424a5342 12
.NET Version: v4.0.30319
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 1744
Stream name: #~ 4
DirectoryAddress: 17b0 Size: 1b60
Stream name: #Strings 12
DirectoryAddress: 3310 Size: 10ac
Stream name: #US 4
DirectoryAddress: 43bc Size: 10
Stream name: #GUID 8
DirectoryAddress: 43cc Size: a44
Stream name: #Blob 8
[Strings]
nth paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0   0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1   0x00000178 0x00000178 5   6            ascii   .text
2   0x0000019f 0x0000019f 6   7            ascii   `.rsrc
3   0x000001c7 0x000001c7 7   8            ascii   @.reloc
4   0x00000379 0x00402179 4   5    .text   ascii   \e-\n(
5   0x000003c5 0x004021c5 4   5    .text   ascii   \e-\n(
6   0x00000466 0x00402266 4   5    .text   ascii   \n*\e0
7   0x0000049d 0x0040229d 4   5    .text   ascii   \n\f("
8   0x000004b9 0x004022b9 4   5    .text   ascii   \n\r("
9   0x00000718 0x00402518 5   6    .text   ascii   \n\v\ao;
10  0x00000818 0x00402618 5   6    .text   ascii   \n\r\tt9
11  0x00000908 0x00402708 6   7    .text   ascii   \t,\v\tt;
12  0x00000919 0x00402719 6   7    .text   ascii   \a,\v\at;
13  0x0000099b 0x0040279b 4   5    .text   ascii   &\a\n+
14  0x000009ee 0x004027ee 4   5    .text   ascii   \n\v\ar
15  0x00000a4e 0x0040284e 4   5    .text   ascii   \n*\e0
16  0x00000a91 0x00402891 4   5    .text   ascii   \n\v("
17  0x00000aa1 0x004028a1 4   5    .text   ascii   \n\f($
18  0x00000d8b 0x00402b8b 4   5    .text   ascii   +\a($
19  0x00000dc5 0x00402bc5 4   5    .text   ascii   \n\v($
20  0x00000e11 0x00402c11 4   5    .text   ascii   \n\n("
21  0x00000e9d 0x00402c9d 4   5    .text   ascii   \n&(S
22  0x00000eb7 0x00402cb7 4   5    .text   ascii   \n\r($
23  0x00000f03 0x00402d03 4   5    .text   ascii   \n\n("
24  0x00000f4d 0x00402d4d 4   5    .text   ascii   \n\n("
25  0x00000f71 0x00402d71 4   5    .text   ascii   \n\v("
26  0x0000102f 0x00402e2f 4   5    .text   ascii   \n&(S
27  0x00001131 0x00402f31 4   5    .text   ascii   \n&(S
28  0x0000113f 0x00402f3f 4   5    .text   ascii   \n\n(S
29  0x00001277 0x00403077 4   5    .text   ascii   \n\v("
30  0x000016be 0x004034be 4   5    .text   ascii   &8_.
31  0x000016f3 0x004034f3 4   5    .text   ascii   \n8*.
32  0x00001740 0x00403540 4   5    .text   ascii   \n&(S
33  0x0000175a 0x0040355a 4   5    .text   ascii   3(rW
34  0x00001792 0x00403592 4   5    .text   ascii   3Xrg
35  0x000018c4 0x004036c4 4   5    .text   ascii   \n8Y,
36  0x000018e9 0x004036e9 5   6    .text   ascii   \n&83,
37  0x00001cc9 0x00403ac9 4   5    .text   ascii   \n8T(
38  0x00001e9a 0x00403c9a 4   5    .text   ascii   3(r1
39  0x00001fcc 0x00403dcc 4   5    .text   ascii   \n&(*
40  0x00002037 0x00403e37 4   5    .text   ascii   3+(*
41  0x00002072 0x00403e72 4   5    .text   ascii   32(*
42  0x000020a0 0x00403ea0 4   5    .text   ascii   \n8}$
43  0x00002279 0x00404079 4   5    .text   ascii   #r\a\a
44  0x000022b5 0x004040b5 5   6    .text   ascii   \n&8g"
45  0x0000235d 0x0040415d 4   5    .text   ascii   #r-\a
46  0x000023e7 0x004041e7 4   5    .text   ascii   #rG\a
47  0x0000241f 0x0040421f 4   5    .text   ascii   #r_\a
48  0x00002457 0x00404257 4   5    .text   ascii   #ri\a
49  0x000024a1 0x004042a1 5   6    .text   ascii   \n&8{ 
50  0x000024f3 0x004042f3 5   6    .text   ascii   \n&8) 
51  0x000026a4 0x004044a4 4   5    .text   ascii   \n&8x
52  0x000027a4 0x004045a4 4   5    .text   ascii   #r3\b
53  0x000027df 0x004045df 4   5    .text   ascii   #r?\b
54  0x000028e9 0x004046e9 4   5    .text   ascii   \n&(S
55  0x00002929 0x00404729 4   5    .text   ascii   #rS\b
56  0x00002950 0x00404750 4   5    .text   ascii   #rq\b
57  0x00002b52 0x00404952 4   5    .text   ascii   #r\e\t
58  0x00002b8a 0x0040498a 4   5    .text   ascii   #r-\t
59  0x00002bba 0x004049ba 4   5    .text   ascii   \n&8b
60  0x00002bc2 0x004049c2 4   5    .text   ascii   #rG\t
61  0x00002bcf 0x004049cf 4   5    .text   ascii   38~#
62  0x00002c0a 0x00404a0a 4   5    .text   ascii   #rU\t
63  0x00002c17 0x00404a17 4   5    .text   ascii   3%(x
64  0x00002c1d 0x00404a1d 4   5    .text   ascii   \nra\t
65  0x00002c3f 0x00404a3f 4   5    .text   ascii   #ry\t
66  0x00002cb4 0x00404ab4 4   5    .text   ascii   \n,0(
67  0x00002db1 0x00404bb1 4   5    .text   ascii   \n,0(
68  0x00002ef7 0x00404cf7 4   5    .text   ascii   \n&8%
69  0x000035fa 0x004053fa 4   5    .text   ascii   #r\r\n
70  0x00003619 0x00405419 4   5    .text   ascii   #r\e\n
71  0x00003626 0x00405426 4   5    .text   ascii   3B~ 
72  0x0000366b 0x0040546b 4   5    .text   ascii   #r-\n
73  0x0000368a 0x0040548a 4   5    .text   ascii   #r9\n
74  0x00003697 0x00405497 4   5    .text   ascii   34~!
75  0x000036a2 0x004054a2 6   7    .text   ascii   \n,#r9\n
76  0x000036ce 0x004054ce 4   5    .text   ascii   #rE\n
77  0x000036db 0x004054db 5   6    .text   ascii   3FrE\n
78  0x00003724 0x00405524 4   5    .text   ascii   #rQ\n
79  0x00003731 0x00405531 5   6    .text   ascii   3(rQ\n
80  0x0000375c 0x0040555c 4   5    .text   ascii   #r[\n
81  0x00003837 0x00405637 4   5    .text   ascii   #rs\n
82  0x00003844 0x00405644 5   6    .text   ascii   3(rs\n
83  0x0000386f 0x0040566f 4   5    .text   ascii   #r{\n
