[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000208 0x00000208 5   6            ascii   .text
1    0x0000022f 0x0000022f 6   7            ascii   `.data
2    0x00000258 0x00000258 6   7            ascii   .reloc
3    0x000009ae 0x004015ae 4   5    .text   ascii   qswN
4    0x000009d2 0x004015d2 4   5    .text   ascii   3)6{
5    0x000009f2 0x004015f2 4   5    .text   ascii   3)6{
6    0x00000a32 0x00401632 4   5    .text   ascii   L09n
7    0x00000a71 0x00401671 5   6    .text   ascii   <5IkQ
8    0x00000ad1 0x004016d1 5   6    .text   ascii   <5IkQ
9    0x00000b92 0x00401792 4   5    .text   ascii   s1q4
10   0x00000c21 0x00401821 5   6    .text   ascii   <5IkQ
11   0x00000c59 0x00401859 5   7    .text   utf8    $%'%֗ blocks=Basic Latin,Hebrew
12   0x00001650 0x00402250 14  60   .text   utf32le \a\a\b\b\t\t\n\n\v\v\f\f\r\r
13   0x00001ada 0x004026da 7   16   .text   utf16le \a@\a \a`\a
14   0x00001aea 0x004026ea 15  32   .text   utf16le \aP\a0\ap\a\b\aH\a(\ah\a
15   0x00001b0a 0x0040270a 7   16   .text   utf16le \aX\a8\ax\a
16   0x00001b1a 0x0040271a 7   16   .text   utf16le \aD\a$\ad\a
17   0x00001b2a 0x0040272a 7   16   .text   utf16le \aT\a4\at\a
18   0x00001bdc 0x004027dc 116 117  .text   ascii   \a\a\a\a\b\b\b\b\b\b\b\b\t\t\t\t\t\t\t\t\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r
19   0x00001d30 0x00402930 32  33   .text   ascii   \e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e
20   0x00001dd7 0x004029d7 17  18   .text   ascii   \a\b\b\t\t\n\n\v\v\f\f\f\f\r\r\r\r
21   0x00001eb0 0x00402ab0 31  32   .text   ascii   \e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e
22   0x00001eec 0x00402aec 4   20   .text   utf32le \a\b\n\f
23   0x00001f10 0x00402b10 8   36   .text   utf32le  (08@P`p
24   0x00001f70 0x00402b70 4   20   .text   utf32le  0@`
25   0x00001fc5 0x00402bc5 5   6    .text   ascii   0\aw,a
26   0x00002024 0x00402c24 4   6    .text   utf8    (kdz
27   0x00002041 0x00402c41 4   5    .text   ascii    n;^
28   0x00002093 0x00402c93 4   6    .text   utf8    !#ĳV blocks=Basic Latin,Latin Extended-A
29   0x000020f4 0x00402cf4 4   5    .text   ascii   -=m\b
30   0x00002101 0x00402d01 6   7    .text   ascii   Qkkbal
31   0x00002139 0x00402d39 4   6    .text   utf8    |ӌeL blocks=Basic Latin,Cyrillic
32   0x00002177 0x00402d77 4   5    .text   ascii   3_L\n
33   0x000021cd 0x00402dcd 4   6    .text   utf8    ұt9G blocks=Cyrillic,Basic Latin
34   0x000021e8 0x00402de8 4   5    .text   ascii   >jm\r
35   0x000021ed 0x00402ded 4   5    .text   ascii   Zjz\v
36   0x0000220f 0x00402e0f 4   5    .text   ascii   i]Wb
37   0x0000221e 0x00402e1e 4   5    .text   ascii   knv\e
38   0x00002225 0x00402e25 4   6    .text   utf8    +ӉZz blocks=Basic Latin,Cyrillic
39   0x000022c6 0x00402ec6 5   8    .text   utf8    c윣ju\n blocks=Basic Latin,Hangul Syllables
40   0x0000234f 0x00402f4f 4   5    .text   ascii   9a&g
41   0x00002358 0x00402f58 4   5    .text   ascii   MGiI
42   0x0000235d 0x00402f5d 6   8    .text   utf8    wn>JjѮ blocks=Basic Latin,Cyrillic
43   0x0000239f 0x00402f9f 4   5    .text   ascii   #.zf
44   0x000023ad 0x00402fad 4   5    .text   ascii   +o*7
45   0x000023da 0x00402fda 6   8    .text   utf8    ZVǖAO\b blocks=Basic Latin,Latin Extended-B
46   0x00002475 0x00403075 9   10   .text   ascii   Z* ,\t\a\vm8
47   0x00002481 0x00403081 5   7    .text   utf8    6F߲\a] blocks=Basic Latin,NKo
48   0x000024a8 0x004030a8 4   6    .text   utf8    yީ%8 blocks=Basic Latin,Thaana
49   0x000024e0 0x004030e0 4   6    .text   utf8    \rŠ8L blocks=Basic Latin,Latin Extended-A
50   0x00002558 0x00403158 4   6    .text   utf8    !̧3` blocks=Basic Latin,Combining Diacritical Marks
51   0x00002585 0x00403185 6   7    .text   ascii   H$6t\e\t
52   0x000025e9 0x004031e9 5   7    .text   utf8    pl@Aw
53   0x00002614 0x00403214 4   5    .text   ascii   _~6\f
54   0x00002651 0x00403251 5   7    .text   utf8    ykʬHp blocks=Basic Latin,IPA Extensions
55   0x000026a6 0x004032a6 5   6    .text   ascii   \a52F*
56   0x000026ac 0x004032ac 4   5    .text   ascii   sw1\a
57   0x00002755 0x00403355 10  11   .text   ascii   \a\t#jT$\b+e?
58   0x000027fb 0x004033fb 6   7    .text   ascii   \n=G\\vp
59   0x00002862 0x00403462 4   5    .text   ascii   ^6o}
60   0x0000288d 0x0040348d 9   10   .text   ascii   [-&LMb#{'
61   0x000028ab 0x004034ab 5   6    .text   ascii   )q\n>(
62   0x000028d3 0x004034d3 6   7    .text   ascii   w+OQvr
63   0x000028df 0x004034df 5   7    .text   utf8    ux܉~O blocks=Basic Latin,Syriac
64   0x000028e9 0x004034e9 5   6    .text   ascii   \b\r}!b
65   0x00002919 0x00403519 5   6    .text   ascii   R1h58
66   0x0000294a 0x0040354a 4   5    .text   ascii   SKyu
67   0x0000298a 0x0040358a 5   7    .text   utf8    uW\tַV blocks=Basic Latin,Hebrew
