[Strings]
nth  paddr      vaddr       len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d  44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000df 0x000000df  6   7            ascii   +Richm
2    0x000001f8 0x000001f8  5   6            ascii   .text
3    0x0000021f 0x0000021f  7   8            ascii   `.rdata
4    0x00000247 0x00000247  6   7            ascii   @.data
5    0x00000270 0x00000270  6   7            ascii   .pdata
6    0x00000297 0x00000297  7   8            ascii   @_RDATA
7    0x000002bf 0x000002bf  7   8            ascii   @.reloc
8    0x00000468 0x140001068 4   5    .text   ascii   l$0H
9    0x00000580 0x140001180 13  14   .text   ascii   UAWAVAUATVWSH
10   0x000005d6 0x1400011d6 4   5    .text   ascii   )E0E
11   0x000005e4 0x1400011e4 4   5    .text   ascii   \vsOL
12   0x00000760 0x140001360 4   5    .text   ascii   )EPH
13   0x00000788 0x140001388 4   5    .text   ascii   )EpM
14   0x000009e8 0x1400015e8 12  13   .text   ascii   [_^A\A]A^A_]
15   0x00000b2d 0x14000172d 4   5    .text   ascii   )EpL
16   0x00000eb2 0x140001ab2 4   5    .text   ascii   rjf.
17   0x00001182 0x140001d82 4   5    .text   ascii   rmf.
18   0x000012e5 0x140001ee5 13  14   .text   ascii   UAWAVAUATVWSH
19   0x00001321 0x140001f21 15  17   .text   utf8    ([_^A\A]A^A_]ÐH blocks=Basic Latin,Latin-1 Supplement
20   0x00001335 0x140001f35 13  14   .text   ascii   UAWAVAUATVWSH
21   0x00001365 0x140001f65 13  14   .text   ascii   ([_^A\A]A^A_]
22   0x00001385 0x140001f85 13  14   .text   ascii   UAWAVAUATVWSH
23   0x000013ac 0x140001fac 13  14   .text   ascii   ([_^A\A]A^A_]
24   0x000013c5 0x140001fc5 13  14   .text   ascii   UAWAVAUATVWSH
25   0x000013f2 0x140001ff2 13  14   .text   ascii   ([_^A\A]A^A_]
26   0x00001405 0x140002005 13  14   .text   ascii   UAWAVAUATVWSH
27   0x00001432 0x140002032 13  14   .text   ascii   ([_^A\A]A^A_]
28   0x00001445 0x140002045 13  14   .text   ascii   UAWAVAUATVWSH
29   0x00001469 0x140002069 13  14   .text   ascii   ([_^A\A]A^A_]
30   0x00001480 0x140002080 13  14   .text   ascii   UAWAVAUATVWSH
31   0x00001492 0x140002092 4   5    .text   ascii   l$0H
32   0x000014e5 0x1400020e5 4   5    .text   ascii   \at\e1
33   0x000015e8 0x1400021e8 13  14   .text   ascii   8[_^A\A]A^A_]
34   0x00001615 0x140002215 13  14   .text   ascii   UAWAVAUATVWSH
35   0x00001636 0x140002236 13  14   .text   ascii   ([_^A\A]A^A_]
36   0x00001650 0x140002250 5   6    .text   ascii   UVWSH
37   0x0000168b 0x14000228b 4   5    .text   ascii   )E H
38   0x00001708 0x140002308 4   5    .text   ascii    wZH
39   0x00001760 0x140002360 4   5    .text   ascii   [_^]
40   0x00001795 0x140002395 5   6    .text   ascii   UVWSH
41   0x000017b1 0x1400023b1 5   6    .text   ascii   ([_^]
42   0x000017c5 0x1400023c5 5   6    .text   ascii   UVWSH
43   0x000017e0 0x1400023e0 5   6    .text   ascii   ([_^]
44   0x000017f0 0x1400023f0 13  14   .text   ascii   AWAVAUATVWUSH
45   0x00001818 0x140002418 4   5    .text   ascii   Z\bL9
46   0x000018dc 0x1400024dc 4   5    .text   ascii   D$ L
47   0x000019ae 0x1400025ae 13  14   .text   ascii   H[]_^A\A]A^A_
48   0x000019c9 0x1400025c9 4   5    .text   ascii   D$0\r
49   0x000019d2 0x1400025d2 4   5    .text   ascii   D$0H
50   0x000019fa 0x1400025fa 4   5    .text   ascii   D$0\f
51   0x00001a0e 0x14000260e 4   5    .text   ascii   D$0H
52   0x00001a2c 0x14000262c 4   5    .text   ascii   D$ L
53   0x00001a40 0x140002640 6   7    .text   ascii   AVVWSH
54   0x00001ae5 0x1400026e5 4   5    .text   ascii   \ns,H
55   0x00001b04 0x140002704 4   5    .text   ascii   T$ L
56   0x00001b47 0x140002747 4   5    .text   ascii   b\rs_
57   0x00001b4f 0x14000274f 4   5    .text   ascii   \\r{_
58   0x00001bf1 0x1400027f1 6   7    .text   ascii   H[_^A^
59   0x00001c10 0x140002810 4   5    .text   ascii   D$0\f
60   0x00001c19 0x140002819 4   5    .text   ascii   D$0H
61   0x00001c36 0x140002836 4   5    .text   ascii   D$0\r
62   0x00001c3f 0x14000283f 4   5    .text   ascii   D$0H
63   0x00001c60 0x140002860 6   7    .text   ascii   AVVWSH
64   0x00001c8d 0x14000288d 5   6    .text   ascii   0uWH9
65   0x00001cb0 0x1400028b0 6   7    .text   ascii   <Et\b<e
66   0x00001cc6 0x1400028c6 5   6    .text   ascii   L$0E1
67   0x00001d21 0x140002921 4   5    .text   ascii   \f{H9
68   0x00001d35 0x140002935 5   6    .text   ascii   \ns;M9
69   0x00001d5f 0x14000295f 4   5    .text   ascii   D$8I
70   0x00001d87 0x140002987 4   5    .text   ascii   <eu%
71   0x00001dd7 0x1400029d7 4   5    .text   ascii   x7fI
72   0x00001e3b 0x140002a3b 5   6    .text   ascii   L$0E1
73   0x00001e7c 0x140002a7c 4   5    .text   ascii   D$0\f
74   0x00001e85 0x140002a85 4   5    .text   ascii   D$0H
75   0x00001ea1 0x140002aa1 6   7    .text   ascii   H[_^A^
76   0x00001eaa 0x140002aaa 4   5    .text   ascii   D$0\f
77   0x00001eb3 0x140002ab3 4   5    .text   ascii   D$0H
78   0x00001ec6 0x140002ac6 4   5    .text   ascii   D$8I
79   0x00001ee0 0x140002ae0 13  14   .text   ascii   UAWAVAUATVWSH
80   0x00001f94 0x140002b94 4   5    .text   ascii   -uOH
81   0x0000202d 0x140002c2d 4   5    .text   ascii   MxL9
82   0x00002058 0x140002c58 4   5    .text   ascii   ,wpI
83   0x000020a8 0x140002ca8 4   5    .text   ascii    w:I
84   0x000020cd 0x140002ccd 4   5    .text   ascii   ]u\vL
85   0x00002433 0x140003033 4   5    .text   ascii   (M f
86   0x0000243c 0x14000303c 4   5    .text   ascii   )E@H
87   0x0000252c 0x14000312c 4   5    .text   ascii   )E@H
88   0x00002607 0x140003207 4   5    .text   ascii   D$\bI
89   0x00002735 0x140003335 4   5    .text   ascii   ,udH
