[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
5033 0x0001f5f2 0x0041fff2 12  13   .rdata  ascii   RtlUpperChar
5034 0x0001f602 0x00420002 22  23   .rdata  ascii   RtlPrefixUnicodeString
5035 0x0001f61c 0x0042001c 17  18   .rdata  ascii   NtOpenThreadToken
5036 0x0001f630 0x00420030 16  17   .rdata  ascii   RtlIntegerToChar
5037 0x0001f644 0x00420044 18  19   .rdata  ascii   NtOpenProcessToken
5038 0x0001f65a 0x0042005a 21  22   .rdata  ascii   RtlEqualUnicodeString
5039 0x0001f672 0x00420072 25  26   .rdata  ascii   RtlInitializeGenericTable
5040 0x0001f68e 0x0042008e 27  28   .rdata  ascii   RtlAcquireResourceExclusive
5041 0x0001f6ac 0x004200ac 24  25   .rdata  ascii   RtlSystemTimeToLocalTime
5042 0x0001f6c8 0x004200c8 20  21   .rdata  ascii   NtQueryVirtualMemory
5043 0x0001f6e0 0x004200e0 8   9    .rdata  ascii   DbgPrint
5044 0x0001f6ec 0x004200ec 20  21   .rdata  ascii   RtlLengthRequiredSid
5045 0x0001f704 0x00420104 30  31   .rdata  ascii   RtlAppendUnicodeStringToString
5046 0x0001f726 0x00420126 11  12   .rdata  ascii   RtlEqualSid
5047 0x0001f734 0x00420134 19  20   .rdata  ascii   VerSetConditionMask
5048 0x0001f74a 0x0042014a 27  28   .rdata  ascii   RtlConvertSharedToExclusive
5049 0x0001f768 0x00420168 23  24   .rdata  ascii   RtlIpv4StringToAddressW
5050 0x0001f782 0x00420182 8   9    .rdata  ascii   _wcsicmp
5051 0x0001f78e 0x0042018e 29  30   .rdata  ascii   RtlNumberGenericTableElements
5052 0x0001f7ae 0x004201ae 11  12   .rdata  ascii   NtOpenEvent
5053 0x0001f7bc 0x004201bc 28  29   .rdata  ascii   RtlSetDaclSecurityDescriptor
5054 0x0001f7dc 0x004201dc 9   10   .rdata  ascii   NtOpenKey
5055 0x0001f7e8 0x004201e8 9   10   .rdata  ascii   RtlUnwind
5056 0x0001f7f4 0x004201f4 24  25   .rdata  ascii   NtOpenSymbolicLinkObject
5057 0x0001f810 0x00420210 13  14   .rdata  ascii   RtlInitString
5058 0x0001f820 0x00420220 11  12   .rdata  ascii   RtlFreeHeap
5059 0x0001f82e 0x0042022e 21  22   .rdata  ascii   NtWaitForSingleObject
5060 0x0001f846 0x00420246 18  19   .rdata  ascii   RtlReleaseResource
5061 0x0001f85c 0x0042025c 24  25   .rdata  ascii   RtlAcquireResourceShared
5062 0x0001f878 0x00420278 25  26   .rdata  ascii   RtlIntegerToUnicodeString
5063 0x0001f894 0x00420294 23  24   .rdata  ascii   RtlIpv4AddressToStringW
5064 0x0001f8ae 0x004202ae 25  26   .rdata  ascii   RtlIdentifierAuthoritySid
5065 0x0001f8ca 0x004202ca 21  22   .rdata  ascii   RtlEraseUnicodeString
5066 0x0001f8e2 0x004202e2 16  17   .rdata  ascii   RtlInitializeSid
5067 0x0001f8f6 0x004202f6 23  24   .rdata  ascii   RtlLeaveCriticalSection
5068 0x0001f910 0x00420310 10  11   .rdata  ascii   RtlCopySid
5069 0x0001f91e 0x0042031e 25  26   .rdata  ascii   RtlRunDecodeUnicodeString
5070 0x0001f93a 0x0042033a 16  17   .rdata  ascii   RtlImageNtHeader
5071 0x0001f94e 0x0042034e 21  22   .rdata  ascii   RtlInitializeResource
5072 0x0001f966 0x00420366 16  17   .rdata  ascii   NtDeleteValueKey
5073 0x0001f97a 0x0042037a 15  16   .rdata  ascii   RtlAllocateHeap
5074 0x0001f98c 0x0042038c 28  29   .rdata  ascii   RtlLookupElementGenericTable
5075 0x0001f9ac 0x004203ac 22  23   .rdata  ascii   NtSetInformationThread
5076 0x0001f9c6 0x004203c6 19  20   .rdata  ascii   NtSetSecurityObject
5077 0x0001f9dc 0x004203dc 18  19   .rdata  ascii   RtlSubAuthoritySid
5078 0x0001f9f2 0x004203f2 27  28   .rdata  ascii   RtlOemStringToUnicodeString
5079 0x0001fa10 0x00420410 10  11   .rdata  ascii   NtOpenFile
5080 0x0001fa1e 0x0042041e 14  15   .rdata  ascii   RtlEqualString
5081 0x0001fa30 0x00420430 28  29   .rdata  ascii   RtlInitializeCriticalSection
5082 0x0001fa50 0x00420450 27  28   .rdata  ascii   RtlCreateSecurityDescriptor
5083 0x0001fa6e 0x0042046e 17  18   .rdata  ascii   RtlStringFromGUID
5084 0x0001fa82 0x00420482 17  18   .rdata  ascii   RtlFreeAnsiString
5085 0x0001fa96 0x00420496 24  25   .rdata  ascii   RtlAppendUnicodeToString
5086 0x0001fab2 0x004204b2 23  24   .rdata  ascii   RtlSubAuthorityCountSid
5087 0x0001facc 0x004204cc 22  23   .rdata  ascii   RtlUpcaseUnicodeString
5088 0x0001fae6 0x004204e6 25  26   .rdata  ascii   RtlGetElementGenericTable
5089 0x0001fb02 0x00420502 23  24   .rdata  ascii   RtlIpv6StringToAddressW
5090 0x0001fb1c 0x0042051c 13  14   .rdata  ascii   NtFilterToken
5091 0x0001fb2c 0x0042052c 22  23   .rdata  ascii   RtlAddAccessAllowedAce
5092 0x0001fb46 0x00420546 23  24   .rdata  ascii   NtQueryInformationToken
5093 0x0001fb60 0x00420560 12  13   .rdata  ascii   RtlCreateAcl
5094 0x0001fb70 0x00420570 10  11   .rdata  ascii   RtlFreeSid
5095 0x0001fb7e 0x0042057e 16  17   .rdata  ascii   RtlQueueWorkItem
5096 0x0001fb92 0x00420592 13  14   .rdata  ascii   NtCreateEvent
5097 0x0001fba2 0x004205a2 15  16   .rdata  ascii   NtQueryValueKey
5098 0x0001fbb4 0x004205b4 13  14   .rdata  ascii   NtSetValueKey
5099 0x0001fbc4 0x004205c4 27  28   .rdata  ascii   RtlAllocateAndInitializeSid
5100 0x0001fbe2 0x004205e2 20  21   .rdata  ascii   RtlFreeUnicodeString
5101 0x0001fbfa 0x004205fa 17  18   .rdata  ascii   NtQuerySystemTime
5102 0x0001fc0e 0x0042060e 28  29   .rdata  ascii   RtlInsertElementGenericTable
5103 0x0001fc2e 0x0042062e 28  29   .rdata  ascii   RtlUnicodeStringToAnsiString
5104 0x0001fc4e 0x0042064e 13  14   .rdata  ascii   NtQueryObject
5105 0x0001fc5e 0x0042065e 16  17   .rdata  ascii   RtlCompareMemory
5106 0x0001fc70 0x00420670 9   10   .rdata  ascii   ntdll.dll
5107 0x0001fc7c 0x0042067c 14  15   .rdata  ascii   CoUninitialize
5108 0x0001fc8e 0x0042068e 15  16   .rdata  ascii   StringFromGUID2
5109 0x0001fca0 0x004206a0 16  17   .rdata  ascii   CoCreateInstance
5110 0x0001fcb4 0x004206b4 15  16   .rdata  ascii   StringFromCLSID
5111 0x0001fcc6 0x004206c6 14  15   .rdata  ascii   CoTaskMemAlloc
5112 0x0001fcd8 0x004206d8 14  15   .rdata  ascii   CoInitializeEx
5113 0x0001fcea 0x004206ea 12  13   .rdata  ascii   CoInitialize
5114 0x0001fcfa 0x004206fa 16  17   .rdata  ascii   CoGetClassObject
5115 0x0001fd0e 0x0042070e 11  12   .rdata  ascii   CoGetMalloc
5116 0x0001fd1c 0x0042071c 13  14   .rdata  ascii   CoTaskMemFree
5117 0x0001fd2c 0x0042072c 21  22   .rdata  ascii   CreateStreamOnHGlobal
5118 0x0001fd44 0x00420744 12  13   .rdata  ascii   CoCreateGuid
5119 0x0001fd52 0x00420752 9   10   .rdata  ascii   ole32.dll
5120 0x0001fd5e 0x0042075e 20  21   .rdata  ascii   GetModuleFileNameExW
5121 0x0001fd74 0x00420774 9   10   .rdata  ascii   psapi.dll
5122 0x0001fd80 0x00420780 23  24   .rdata  ascii   RasFreeEapUserIdentityW
5123 0x0001fd9a 0x0042079a 26  27   .rdata  ascii   RasConnectionNotificationW
5124 0x0001fdb8 0x004207b8 22  23   .rdata  ascii   RasGetEapUserIdentityW
5125 0x0001fdd2 0x004207d2 25  26   .rdata  ascii   RasGetSubEntryPropertiesW
5126 0x0001fdee 0x004207ee 21  22   .rdata  ascii   RasGetProjectionInfoW
5127 0x0001fe06 0x00420806 10  11   .rdata  ascii   RasHangUpW
5128 0x0001fe14 0x00420814 22  23   .rdata  ascii   RasGetEntryDialParamsW
5129 0x0001fe2e 0x0042082e 8   9    .rdata  ascii   RasDialW
5130 0x0001fe3a 0x0042083a 22  23   .rdata  ascii   RasGetEntryPropertiesW
5131 0x0001fe54 0x00420854 11  12   .rdata  ascii   RasGetHport
5132 0x0001fe62 0x00420862 19  20   .rdata  ascii   DDMGetPhonebookInfo
5133 0x0001fe78 0x00420878 20  21   .rdata  ascii   RasGetConnectStatusW
5134 0x0001fe90 0x00420890 21  22   .rdata  ascii   RasGetSubEntryHandleW
5135 0x0001fea6 0x004208a6 12  13   .rdata  ascii   rasapi32.dll
5136 0x0001feb6 0x004208b6 16  17   .rdata  ascii   RasBundleGetPort
5137 0x0001feca 0x004208ca 22  23   .rdata  ascii   RasPortGetStatisticsEx
5138 0x0001fee4 0x004208e4 22  23   .rdata  ascii   RasRequestNotification
5139 0x0001fefe 0x004208fe 22  23   .rdata  ascii   RasPortClearStatistics
5140 0x0001ff18 0x00420918 12  13   .rdata  ascii   RasGetBuffer
5141 0x0001ff28 0x00420928 18  19   .rdata  ascii   RasServerPortClose
5142 0x0001ff3e 0x0042093e 18  19   .rdata  ascii   RasReferenceRasman
5143 0x0001ff54 0x00420954 16  17   .rdata  ascii   RasDeviceSetInfo
5144 0x0001ff68 0x00420968 13  14   .rdata  ascii   RasFreeBuffer
5145 0x0001ff78 0x00420978 13  14   .rdata  ascii   RasInitialize
5146 0x0001ff88 0x00420988 16  17   .rdata  ascii   RasPortGetBundle
5147 0x0001ff9c 0x0042099c 16  17   .rdata  ascii   RasDeviceConnect
5148 0x0001ffb0 0x004209b0 22  23   .rdata  ascii   RasPortConnectComplete
5149 0x0001ffca 0x004209ca 21  22   .rdata  ascii   RasRegisterPnPHandler
5150 0x0001ffe2 0x004209e2 19  20   .rdata  ascii   RasPortSetFramingEx
5151 0x0001fff8 0x004209f8 14  15   .rdata  ascii   RasEnableIpSec
5152 0x0002000a 0x00420a0a 11  12   .rdata  ascii   RasPortSend
5153 0x00020018 0x00420a18 19  20   .rdata  ascii   RasSendNotification
5154 0x0002002e 0x00420a2e 17  18   .rdata  ascii   RasPortDisconnect
5155 0x00020042 0x00420a42 10  11   .rdata  ascii   RasGetInfo
5156 0x00020050 0x00420a50 11  12   .rdata  ascii   RasPortOpen
5157 0x0002005e 0x00420a5e 11  12   .rdata  ascii   RasPortEnum
5158 0x0002006c 0x00420a6c 26  27   .rdata  ascii   RasBundleClearStatisticsEx
5159 0x0002008a 0x00420a8a 13  14   .rdata  ascii   RasPortListen
5160 0x0002009a 0x00420a9a 18  19   .rdata  ascii   RasGetProtocolInfo
5161 0x000200b0 0x00420ab0 24  25   .rdata  ascii   RasBundleGetStatisticsEx
5162 0x000200cc 0x00420acc 17  18   .rdata  ascii   RasSetRouterUsage
5163 0x000200e0 0x00420ae0 14  15   .rdata  ascii   RasPortReceive
5164 0x000200f0 0x00420af0 10  11   .rdata  ascii   rasman.dll
5165 0x000200fe 0x00420afe 25  26   .rdata  ascii   ResUtilResourceTypesEqual
5166 0x00020118 0x00420b18 12  13   .rdata  ascii   resutils.dll
5167 0x00020128 0x00420b28 21  22   .rdata  ascii   CStdStubBuffer_Invoke
5168 0x00020140 0x00420b40 29  30   .rdata  ascii   CStdStubBuffer_IsIIDSupported
5169 0x00020160 0x00420b60 33  34   .rdata  ascii   CStdStubBuffer_DebugServerRelease
5170 0x00020184 0x00420b84 19  20   .rdata  ascii   NdrDllRegisterProxy
5171 0x0002019a 0x00420b9a 18  19   .rdata  ascii   NdrDllCanUnloadNow
5172 0x000201b0 0x00420bb0 10  11   .rdata  ascii   NdrOleFree
5173 0x000201be 0x00420bbe 29  30   .rdata  ascii   IUnknown_QueryInterface_Proxy
5174 0x000201de 0x00420bde 13  14   .rdata  ascii   UuidToStringA
5175 0x000201ee 0x00420bee 21  22   .rdata  ascii   IUnknown_AddRef_Proxy
5176 0x00020206 0x00420c06 28  29   .rdata  ascii   RpcBindingFromStringBindingW
5177 0x00020226 0x00420c26 24  25   .rdata  ascii   RpcStringBindingComposeW
5178 0x00020242 0x00420c42 20  21   .rdata  ascii   NdrDllGetClassObject
5179 0x0002025a 0x00420c5a 14  15   .rdata  ascii   RpcStringFreeW
5180 0x0002026c 0x00420c6c 25  26   .rdata  ascii   NdrCStdStubBuffer_Release
5181 0x00020288 0x00420c88 22  23   .rdata  ascii   CStdStubBuffer_Connect
5182 0x000202a2 0x00420ca2 14  15   .rdata  ascii   RpcStringFreeA
5183 0x000202b4 0x00420cb4 29  30   .rdata  ascii   CStdStubBuffer_QueryInterface
5184 0x000202d4 0x00420cd4 14  15   .rdata  ascii   RpcBindingFree
5185 0x000202e6 0x00420ce6 40  41   .rdata  ascii   CStdStubBuffer_DebugServerQueryInterface
5186 0x00020312 0x00420d12 14  15   .rdata  ascii   NdrClientCall2
5187 0x00020324 0x00420d24 14  15   .rdata  ascii   NdrOleAllocate
5188 0x00020336 0x00420d36 24  25   .rdata  ascii   CStdStubBuffer_CountRefs
5189 0x00020352 0x00420d52 25  26   .rdata  ascii   CStdStubBuffer_Disconnect
5190 0x0002036e 0x00420d6e 24  25   .rdata  ascii   RpcBindingSetAuthInfoExW
5191 0x0002038a 0x00420d8a 21  22   .rdata  ascii   CStdStubBuffer_AddRef
5192 0x000203a2 0x00420da2 22  23   .rdata  ascii   IUnknown_Release_Proxy
5193 0x000203ba 0x00420dba 10  11   .rdata  ascii   rpcrt4.dll
5194 0x000203c8 0x00420dc8 21  22   .rdata  ascii   RouterLogEventStringW
5195 0x000203e0 0x00420de0 16  17   .rdata  ascii   TraceRegisterExA
5196 0x000203f4 0x00420df4 15  16   .rdata  ascii   RouterLogEventW
5197 0x00020406 0x00420e06 12  13   .rdata  ascii   TraceDumpExA
5198 0x00020416 0x00420e16 14  15   .rdata  ascii   TracePrintfExA
5199 0x00020428 0x00420e28 16  17   .rdata  ascii   TraceDeregisterA
5200 0x0002043a 0x00420e3a 11  12   .rdata  ascii   rtutils.dll
5201 0x00020448 0x00420e48 21  22   .rdata  ascii   CredMarshalTargetInfo
5202 0x00020460 0x00420e60 23  24   .rdata  ascii   CredUnmarshalTargetInfo
5203 0x0002047a 0x00420e7a 17  18   .rdata  ascii   FreeContextBuffer
5204 0x0002048c 0x00420e8c 11  12   .rdata  ascii   secur32.dll
5205 0x0002049a 0x00420e9a 17  18   .rdata  ascii   SetupFindNextLine
5206 0x000204ae 0x00420eae 22  23   .rdata  ascii   SetupSetDirectoryIdExW
5207 0x000204c8 0x00420ec8 38  39   .rdata  ascii   SetupAddInstallSectionToDiskSpaceListW
5208 0x000204f2 0x00420ef2 43  44   .rdata  ascii   SetupRemoveInstallSectionFromDiskSpaceListW
5209 0x00020520 0x00420f20 20  21   .rdata  ascii   SetupSetDirectoryIdW
5210 0x00020538 0x00420f38 27  28   .rdata  ascii   SetupInstallFromInfSectionW
5211 0x00020556 0x00420f56 19  20   .rdata  ascii   SetupFindFirstLineW
5212 0x0002056c 0x00420f6c 32  33   .rdata  ascii   SetupInstallFilesFromInfSectionW
5213 0x00020590 0x00420f90 17  18   .rdata  ascii   SetupGetLineTextW
5214 0x000205a2 0x00420fa2 12  13   .rdata  ascii   setupapi.dll
5215 0x000205b2 0x00420fb2 16  17   .rdata  ascii   SHFileOperationW
5216 0x000205c6 0x00420fc6 26  27   .rdata  ascii   SHGetSpecialFolderLocation
5217 0x000205e4 0x00420fe4 14  15   .rdata  ascii   SHChangeNotify
5218 0x000205f6 0x00420ff6 20  21   .rdata  ascii   SHGetPathFromIDListW
5219 0x0002060c 0x0042100c 11  12   .rdata  ascii   shell32.dll
5220 0x0002061a 0x0042101a 11  12   .rdata  ascii   StrCatBuffA
5221 0x00020628 0x00421028 10  11   .rdata  ascii   wnsprintfA
5222 0x00020636 0x00421036 8   9    .rdata  ascii   StrStrIA
5223 0x00020642 0x00421042 12  13   .rdata  ascii   SHDeleteKeyW
5224 0x00020652 0x00421052 19  20   .rdata  ascii   PathRemoveFileSpecA
5225 0x00020668 0x00421068 17  18   .rdata  ascii   PathAddBackslashW
5226 0x0002067a 0x0042107a 11  12   .rdata  ascii   shlwapi.dll
5227 0x00020688 0x00421088 9   10   .rdata  ascii   EndDialog
5228 0x00020694 0x00421094 5   6    .rdata  ascii   GetDC
5229 0x0002069c 0x0042109c 12  13   .rdata  ascii   SendMessageW
5230 0x000206ac 0x004210ac 11  12   .rdata  ascii   GetIconInfo
5231 0x000206ba 0x004210ba 16  17   .rdata  ascii   DispatchMessageW
5232 0x000206ce 0x004210ce 14  15   .rdata  ascii   CheckDlgButton
5233 0x000206e0 0x004210e0 14  15   .rdata  ascii   GetWindowTextA
5234 0x000206f2 0x004210f2 17  18   .rdata  ascii   SetWindowsHookExW
5235 0x00020706 0x00421106 16  17   .rdata  ascii   TrackPopupMenuEx
5236 0x0002071a 0x0042111a 12  13   .rdata  ascii   SetWindowPos
5237 0x0002072a 0x0042112a 16  17   .rdata  ascii   IsDialogMessageW
5238 0x0002073e 0x0042113e 22  23   .rdata  ascii   ChildWindowFromPointEx
5239 0x00020758 0x00421158 15  16   .rdata  ascii   IsWindowVisible
5240 0x0002076a 0x0042116a 9   10   .rdata  ascii   GetWindow
5241 0x00020776 0x00421176 20  21   .rdata  ascii   GetWindowTextLengthW
5242 0x0002078e 0x0042118e 13  14   .rdata  ascii   DestroyWindow
5243 0x0002079e 0x0042119e 11  12   .rdata  ascii   LoadBitmapA
5244 0x000207ac 0x004211ac 13  14   .rdata  ascii   DrawFocusRect
5245 0x000207bc 0x004211bc 8   9    .rdata  ascii   GetPropW
5246 0x000207c8 0x004211c8 13  14   .rdata  ascii   GetClientRect
5247 0x000207d8 0x004211d8 14  15   .rdata  ascii   SetWindowTextW
5248 0x000207ea 0x004211ea 11  12   .rdata  ascii   LoadCursorA
5249 0x000207f8 0x004211f8 8   9    .rdata  ascii   SetTimer
5250 0x00020804 0x00421204 9   10   .rdata  ascii   wsprintfW
5251 0x00020810 0x00421210 11  12   .rdata  ascii   RemovePropW
5252 0x0002081e 0x0042121e 26  27   .rdata  ascii   CreateDialogIndirectParamW
5253 0x0002083c 0x0042123c 14  15   .rdata  ascii   DefWindowProcA
5254 0x0002084e 0x0042124e 11  12   .rdata  ascii   LoadBitmapW
5255 0x0002085c 0x0042125c 8   9    .rdata  ascii   FillRect
5256 0x00020868 0x00421268 14  15   .rdata  ascii   GetWindowLongW
5257 0x0002087a 0x0042127a 10  11   .rdata  ascii   GetCapture
5258 0x00020888 0x00421288 16  17   .rdata  ascii   GetSystemMetrics
5259 0x0002089c 0x0042129c 8   9    .rdata  ascii   SetPropW
5260 0x000208a8 0x004212a8 14  15   .rdata  ascii   SetWindowTextA
5261 0x000208ba 0x004212ba 11  12   .rdata  ascii   MessageBoxA
5262 0x000208c8 0x004212c8 12  13   .rdata  ascii   PostMessageW
5263 0x000208d8 0x004212d8 16  17   .rdata  ascii   DrawFrameControl
5264 0x000208ec 0x004212ec 16  17   .rdata  ascii   RegisterClassExW
5265 0x00020900 0x00421300 12  13   .rdata  ascii   GetCursorPos
5266 0x00020910 0x00421310 11  12   .rdata  ascii   MessageBoxW
5267 0x0002091e 0x0042131e 10  11   .rdata  ascii   SetCapture
5268 0x0002092c 0x0042132c 9   10   .rdata  ascii   CharPrevA
5269 0x00020938 0x00421338 15  16   .rdata  ascii   IsWindowEnabled
5270 0x0002094a 0x0042134a 14  15   .rdata  ascii   SetWindowLongA
5271 0x0002095c 0x0042135c 26  27   .rdata  ascii   CreateDialogIndirectParamA
5272 0x0002097a 0x0042137a 10  11   .rdata  ascii   ShowWindow
5273 0x00020988 0x00421388 9   10   .rdata  ascii   LoadIconW
5274 0x00020994 0x00421394 12  13   .rdata  ascii   PostMessageA
5275 0x000209a4 0x004213a4 23  24   .rdata  ascii   DialogBoxIndirectParamA
5276 0x000209be 0x004213be 20  21   .rdata  ascii   GetWindowTextLengthA
5277 0x000209d6 0x004213d6 14  15   .rdata  ascii   GetWindowTextW
5278 0x000209e8 0x004213e8 15  16   .rdata  ascii   IsWindowUnicode
5279 0x000209fa 0x004213fa 15  16   .rdata  ascii   SetDlgItemTextW
5280 0x00020a0c 0x0042140c 12  13   .rdata  ascii   EnableWindow
5281 0x00020a1c 0x0042141c 16  17   .rdata  ascii   DispatchMessageA
5282 0x00020a30 0x00421430 14  15   .rdata  ascii   SetWindowLongW
5283 0x00020a42 0x00421442 15  16   .rdata  ascii   MapWindowPoints
5284 0x00020a54 0x00421454 15  16   .rdata  ascii   GetClassInfoExA
5285 0x00020a66 0x00421466 12  13   .rdata  ascii   GetDlgCtrlID
5286 0x00020a76 0x00421476 13  14   .rdata  ascii   GetDlgItemInt
5287 0x00020a86 0x00421486 14  15   .rdata  ascii   ReleaseCapture
5288 0x00020a98 0x00421498 9   10   .rdata  ascii   CharNextW
5289 0x00020aa4 0x004214a4 16  17   .rdata  ascii   RegisterClassExA
5290 0x00020ab8 0x004214b8 13  14   .rdata  ascii   GetWindowRect
5291 0x00020ac8 0x004214c8 16  17   .rdata  ascii   IsDialogMessageA
5292 0x00020adc 0x004214dc 11  12   .rdata  ascii   GetKeyState
5293 0x00020aea 0x004214ea 9   10   .rdata  ascii   GetParent
5294 0x00020af6 0x004214f6 18  19   .rdata  ascii   GetDoubleClickTime
5295 0x00020b0c 0x0042150c 13  14   .rdata  ascii   SetDlgItemInt
5296 0x00020b1c 0x0042151c 21  22   .rdata  ascii   SystemParametersInfoA
5297 0x00020b34 0x00421534 8   9    .rdata  ascii   PtInRect
5298 0x00020b40 0x00421540 14  15   .rdata  ascii   InvalidateRect
5299 0x00020b52 0x00421552 18  19   .rdata  ascii   IsDlgButtonChecked
5300 0x00020b68 0x00421568 10  11   .rdata  ascii   DrawStateA
5301 0x00020b76 0x00421576 11  12   .rdata  ascii   DestroyIcon
5302 0x00020b84 0x00421584 9   10   .rdata  ascii   ReleaseDC
5303 0x00020b90 0x00421590 13  14   .rdata  ascii   GetClassNameA
5304 0x00020ba0 0x004215a0 15  16   .rdata  ascii   CreateWindowExA
5305 0x00020bb2 0x004215b2 8   9    .rdata  ascii   WinHelpA
5306 0x00020bbe 0x004215be 12  13   .rdata  ascii   SendMessageA
5307 0x00020bce 0x004215ce 15  16   .rdata  ascii   GetClassInfoExW
5308 0x00020be0 0x004215e0 12  13   .rdata  ascii   UpdateWindow
5309 0x00020bf0 0x004215f0 14  15   .rdata  ascii   GetWindowLongA
5310 0x00020c02 0x00421602 9   10   .rdata  ascii   CharPrevW
5311 0x00020c0e 0x0042160e 19  20   .rdata  ascii   UnhookWindowsHookEx
5312 0x00020c24 0x00421624 17  18   .rdata  ascii   LoadMenuIndirectA
5313 0x00020c38 0x00421638 9   10   .rdata  ascii   wsprintfA
5314 0x00020c44 0x00421644 8   9    .rdata  ascii   EndPaint
5315 0x00020c50 0x00421650 14  15   .rdata  ascii   DefWindowProcW
5316 0x00020c62 0x00421662 14  15   .rdata  ascii   ScreenToClient
5317 0x00020c74 0x00421674 15  16   .rdata  ascii   CreateWindowExW
5318 0x00020c86 0x00421686 8   9    .rdata  ascii   SetFocus
5319 0x00020c92 0x00421692 15  16   .rdata  ascii   DialogBoxParamW
5320 0x00020ca4 0x004216a4 9   10   .rdata  ascii   KillTimer
5321 0x00020cb0 0x004216b0 8   9    .rdata  ascii   IsWindow
5322 0x00020cbc 0x004216bc 17  18   .rdata  ascii   EndDeferWindowPos
5323 0x00020cd0 0x004216d0 11  12   .rdata  ascii   LoadStringW
5324 0x00020cde 0x004216de 15  16   .rdata  ascii   CreatePopupMenu
5325 0x00020cf0 0x004216f0 19  20   .rdata  ascii   BeginDeferWindowPos
5326 0x00020d06 0x00421706 8   9    .rdata  ascii   WinHelpW
5327 0x00020d12 0x00421712 11  12   .rdata  ascii   GetSysColor
5328 0x00020d20 0x00421720 14  15   .rdata  ascii   DeferWindowPos
5329 0x00020d32 0x00421732 23  24   .rdata  ascii   DialogBoxIndirectParamW
5330 0x00020d4c 0x0042174c 10  11   .rdata  ascii   BeginPaint
5331 0x00020d5a 0x0042175a 10  11   .rdata  ascii   LoadImageA
5332 0x00020d68 0x00421768 10  11   .rdata  ascii   DrawIconEx
5333 0x00020d76 0x00421776 11  12   .rdata  ascii   LoadStringA
5334 0x00020d84 0x00421784 15  16   .rdata  ascii   DialogBoxParamA
5335 0x00020d94 0x00421794 10  11   .rdata  ascii   user32.dll
5336 0x00020da2 0x004217a2 14  15   .rdata  ascii   DriverCallback
5337 0x00020db4 0x004217b4 13  14   .rdata  ascii   DefDriverProc
5338 0x00020dc2 0x004217c2 9   10   .rdata  ascii   winmm.dll
5339 0x00020dce 0x004217ce 27  28   .rdata  ascii   WinStationQueryInformationW
5340 0x00020dea 0x004217ea 10  11   .rdata  ascii   winsta.dll
5341 0x00020df8 0x004217f8 11  12   .rdata  ascii   getaddrinfo
5342 0x00020e06 0x00421806 12  13   .rdata  ascii   freeaddrinfo
5343 0x00020e14 0x00421814 10  11   .rdata  ascii   ws2_32.dll
5344 0x00020e2c 0x0042182c 36  37   .rdata  ascii   I:\millful\celiorrhea\seroenzyme.pdb
5345 0x00020e5c 0x0042185c 61  62   .rdata  ascii   |+{wJ:\angiopathy\lymphoidectomy\leastways\cortin\tardily.pdb
5346 0x00020fc1 0x004219c1 19  20   .rdata  ascii   +H:\interassure.pdb
5347 0x00020fd8 0x004219d8 7   9    .rdata  utf8    ˝a=m4&) blocks=Spacing Modifier Letters,Basic Latin
5348 0x00020fe3 0x004219e3 91  92   .rdata  ascii   }fU:\orthograde\dopper\engirdle\bronchiolus\uncoachable\greatcoated\buckwagon\heraldess.pdb
5349 0x00021c25 0x00422625 50  51   .rdata  ascii   ~N:\sensize\paleichthyologic\transflux\tortile.pdb
5350 0x00022df8 0x0042a1f8 4   10   .rsrc   utf16le fÿ3ÿ blocks=Basic Latin,Latin-1 Supplement
5351 0x00022e88 0x0042a288 4   10   .rsrc   utf16le fÌ3Ì blocks=Basic Latin,Latin-1 Supplement
