[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000e6 0x000000e6 7   8            ascii   N|Rich|
2    0x000001f0 0x000001f0 5   6            ascii   .flat
3    0x00000217 0x00000217 6   7            ascii   `.text
4    0x0000023f 0x0000023f 7   8            ascii   `.rdata
5    0x00000267 0x00000267 6   7            ascii   @.data
6    0x00000290 0x00000290 6   7            ascii   .reloc
7    0x00001003 0x10002803 5   6    .text   ascii   SVWj3
8    0x00001043 0x10002843 4   5    .text   ascii   T$\bL
9    0x00001083 0x10002883 4   5    .text   ascii   VWj3
10   0x000010f1 0x100028f1 4   5    .text   ascii   VWj3
11   0x0000111d 0x1000291d 4   6    .text   utf8    Ё8PE blocks=Cyrillic,Basic Latin
12   0x000011d1 0x100029d1 4   5    .text   ascii   VWj3
13   0x00001216 0x10002a16 4   5    .text   ascii   VWj3
14   0x00001227 0x10002a27 4   5    .text   ascii   u\bgH
15   0x00002005 0x10003805 4   5    .text   ascii   F\bPj
16   0x00002028 0x10003828 4   5    .text   ascii   L$\fQ
17   0x000020ce 0x100038ce 7   9    .text   utf8    3ĉD$pSV blocks=Basic Latin,Latin Extended-A
18   0x0000210f 0x1000390f 6   7    .text   ascii   D$\fPSV
19   0x0000212a 0x1000392a 5   6    .text   ascii   T$,h 
20   0x00002136 0x10003936 4   5    .text   ascii   VQRj
21   0x00002145 0x10003945 5   6    .text   ascii   D$\fPj
22   0x0000215a 0x1000395a 4   5    .text   ascii   L$\fS
23   0x00002175 0x10003975 4   5    .text   ascii   T$lR
24   0x0000218f 0x1000398f 5   7    .text   utf8    3ۉD$L blocks=Basic Latin,Arabic
25   0x000021aa 0x100039aa 4   5    .text   ascii   D$`S
26   0x000021af 0x100039af 4   5    .text   ascii   D$,j
27   0x000021f1 0x100039f1 4   5    .text   ascii   T$LR
28   0x000021fa 0x100039fa 6   7    .text   ascii   D$pPQR
29   0x0000220f 0x10003a0f 4   5    .text   ascii   WSWP
30   0x00002271 0x10003a71 4   5    .text   ascii   t$$3
31   0x000022a3 0x10003aa3 4   5    .text   ascii   T$0R
32   0x000022ae 0x10003aae 6   8    .text   utf8    ҍD$0PV blocks=Cyrillic,Basic Latin
33   0x000022bb 0x10003abb 4   5    .text   ascii   D$0;
34   0x000022e9 0x10003ae9 4   5    .text   ascii   L$@Q
35   0x000022fb 0x10003afb 7   8    .text   ascii   L$|_^[3
36   0x00002366 0x10003b66 5   6    .text   ascii   VWSRP
37   0x00002372 0x10003b72 6   7    .text   ascii   9t$\fvH
38   0x000023b9 0x10003bb9 6   7    .text   ascii   L;t$\fr
39   0x00002413 0x10003c13 5   6    .text   ascii   SUVWj
40   0x0000243b 0x10003c3b 4   5    .text   ascii   j@SP
41   0x00002455 0x10003c55 4   5    .text   ascii   D$(@
42   0x00002500 0x10003d00 4   5    .text   ascii   \fWUR
43   0x0000251e 0x10003d1e 4   5    .text   ascii   \fWUQ
44   0x000025af 0x10003daf 4   5    .text   ascii   \fWUQ
45   0x000025d3 0x10003dd3 4   5    .text   ascii   \fWUP
46   0x0000262b 0x10003e2b 4   5    .text   ascii   \fWUQ
47   0x00002662 0x10003e62 4   5    .text   ascii   \fWUP
48   0x0000269b 0x10003e9b 4   5    .text   ascii   j@SP
49   0x000026b5 0x10003eb5 4   5    .text   ascii   D$(@
50   0x00002709 0x10003f09 4   6    .text   utf8    ՋF,; blocks=Armenian,Basic Latin
51   0x0000270f 0x10003f0f 4   5    .text   ascii   t\vSP
52   0x00002747 0x10003f47 4   5    .text   ascii   _^][
53   0x000027d1 0x10003fd1 4   5    .text   ascii   T$$R
54   0x000027da 0x10003fda 4   5    .text   ascii   D$0@
55   0x00002802 0x10004002 4   5    .text   ascii   j@WP
56   0x00002813 0x10004013 4   5    .text   ascii   D$ @
57   0x00002821 0x10004021 4   5    .text   ascii   D$$P
58   0x00002826 0x10004026 4   5    .text   ascii   L$4Q
59   0x00002839 0x10004039 4   5    .text   ascii   D$4P
60   0x0000285e 0x1000405e 7   10   .text   utf8    t)G뽋t$4 blocks=Basic Latin,Hangul Syllables
61   0x0000289b 0x1000409b 4   6    .text   utf8    3ۉ\$ blocks=Basic Latin,Arabic
62   0x000028b2 0x100040b2 4   6    .text   utf8    3\tD$
63   0x000028c1 0x100040c1 4   5    .text   ascii   D$$P
64   0x000028f4 0x100040f4 4   5    .text   ascii   L$<Q
65   0x0000299e 0x1000419e 4   5    .text   ascii   5XH'
66   0x000029e4 0x100041e4 4   5    .text   ascii   SUVW
67   0x00002a2c 0x1000422c 5   6    .text   ascii   UUUUQ
68   0x00002a37 0x10004237 7   8    .text   ascii   UUUh@)&
69   0x00002a51 0x10004251 6   8    .text   utf8    3ۉ\$ ; blocks=Basic Latin,Arabic
70   0x00002aad 0x100042ad 4   5    .text   ascii   ;X\bs
