[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3852  0x0006c26d 0x0046ce6d 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
3853  0x0006c277 0x0046ce77 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
3854  0x0006c2a7 0x0046cea7 4   6    .text   utf8    ؋D$\f blocks=Arabic,Basic Latin
3855  0x0006c2e4 0x0046cee4 9   10   .text   ascii   w\br\a;D$\fv
3856  0x0006c482 0x0046d082 4   6    .text   utf8    A8PE
3857  0x0006c494 0x0046d094 4   6    .text   utf8    uۃxt blocks=Basic Latin,Arabic
3858  0x0006c4bc 0x0046d0bc 4   5    .text   ascii   8csm
3859  0x0006c4d1 0x0046d0d1 4   5    .text   ascii   t\e=!
3860  0x0006c558 0x0046d158 4   5    .text   ascii   ineI
3861  0x0006c55f 0x0046d15f 8   10   .text   utf8    5ntel\vȋE blocks=Basic Latin,Latin Extended-B
3862  0x0006c56b 0x0046d16b 6   7    .text   ascii   5Genu\v
3863  0x0006c585 0x0046d185 4   5    .text   ascii   W\fuC
3864  0x0006c596 0x0046d196 4   5    .text   ascii   t#=`
3865  0x0006c5b2 0x0046d1b2 4   5    .text   ascii   t\a=p
3866  0x0006c5e5 0x0046d1e5 6   7    .text   ascii   |2j\aX3
3867  0x0006c700 0x0046d300 5   6    .text   ascii   Y__^[
3868  0x0006c733 0x0046d333 4   6    .text   utf8    Уl`N blocks=Cyrillic,Basic Latin
3869  0x0006c791 0x0046d391 6   8    .text   utf8    \vȉ\rp`N blocks=Basic Latin,Latin Extended-B
3870  0x0006c79a 0x0046d39a 5   7    .text   utf8    щ\rl`N blocks=Cyrillic,Basic Latin
3871  0x0006c8b8 0x0046d4b8 6   8    .text   utf8    3ĉD$$V blocks=Basic Latin,Latin Extended-A
3872  0x0006c8c0 0x0046d4c0 4   5    .text   ascii   t$4W
3873  0x0006c8d3 0x0046d4d3 6   8    .text   utf8    ǍL$\bQj blocks=Latin Extended-B,Basic Latin
3874  0x0006c936 0x0046d536 4   5    .text   ascii   T$$3
3875  0x0006c93c 0x0046d53c 4   5    .text   ascii   D$(_
3876  0x0006c945 0x0046d545 4   5    .text   ascii   L$$3
3877  0x0006c9c9 0x0046d5c9 4   7    .text   utf8    L$\b赊 blocks=Basic Latin,CJK Unified Ideographs
3878  0x0006ca1e 0x0046d61e 5   6    .text   ascii   t\vj4V
3879  0x0006caed 0x0046d6ed 4   5    .text   ascii   ~@ f
3880  0x0006cb9c 0x0046d79c 4   5    .text   ascii   ~>hX
3881  0x0006cbb2 0x0046d7b2 4   5    .text   ascii   u(hP
3882  0x0006cbf3 0x0046d7f3 4   5    .text   ascii   t$\fW
3883  0x0006cc43 0x0046d843 4   5    .text   ascii   \bSVW
3884  0x0006cd10 0x0046d910 4   5    .text   ascii   Y_^[
3885  0x0006cf3b 0x0046db3b 4   5    .text   ascii   \br\v@
3886  0x0006cf70 0x0046db70 4   5    .text   ascii   \br\r@
3887  0x0006d00f 0x0046dc0f 5   6    .text   ascii   t\vj4V
3888  0x0006d04e 0x0046dc4e 4   5    .text   ascii   SVWP
3889  0x0006d112 0x0046dd12 4   5    .text   ascii   Y_^[
3890  0x0006d173 0x0046dd73 4   5    .text   ascii   \bSVW
3891  0x0006d1f8 0x0046ddf8 4   5    .text   ascii   \fXQW
3892  0x0006d210 0x0046de10 4   5    .text   ascii   Y_^[
3893  0x0006d23e 0x0046de3e 4   5    .text   ascii   SVWP
3894  0x0006d29e 0x0046de9e 4   5    .text   ascii   tLh 
3895  0x0006d2dd 0x0046dedd 4   5    .text   ascii   N0h$
3896  0x0006d2f3 0x0046def3 4   5    .text   ascii   tLh(
3897  0x0006d332 0x0046df32 4   5    .text   ascii   N0h$
3898  0x0006d379 0x0046df79 4   5    .text   ascii   Y_^[
3899  0x0006d3b6 0x0046dfb6 4   5    .text   ascii   VPQj
3900  0x0006d3da 0x0046dfda 5   6    .text   ascii   D$$_^
3901  0x0006d440 0x0046e040 5   6    .text   ascii   D$$_^
3902  0x0006d51c 0x0046e11c 4   5    .text   ascii   SVWP
3903  0x0006d59d 0x0046e19d 4   5    .text   ascii   PVWS
3904  0x0006d5d2 0x0046e1d2 4   5    .text   ascii   Y_^[
3905  0x0006d5f8 0x0046e1f8 5   7    .text   utf8    3ĉD$H blocks=Basic Latin,Latin Extended-A
3906  0x0006d603 0x0046e203 6   8    .text   utf8    W\vT$TS
3907  0x0006d60b 0x0046e20b 4   5    .text   ascii   \$dU
3908  0x0006d610 0x0046e210 4   5    .text   ascii   l$`V
3909  0x0006d615 0x0046e215 4   5    .text   ascii   t$pW
3910  0x0006d625 0x0046e225 4   5    .text   ascii   SQUf
3911  0x0006d633 0x0046e233 4   5    .text   ascii   D$$Q
3912  0x0006d640 0x0046e240 4   5    .text   ascii   D$,R
3913  0x0006d68a 0x0046e28a 8   9    .text   ascii   L$X_^][3
3914  0x0006d6b7 0x0046e2b7 4   5    .text   ascii   D$,P
3915  0x0006d72f 0x0046e32f 4   5    .text   ascii   QWRP
3916  0x0006d85a 0x0046e45a 4   5    .text   ascii   j\rhd
3917  0x0006d8b3 0x0046e4b3 4   5    .text   ascii   \bSVW
3918  0x0006d916 0x0046e516 4   5    .text   ascii   Y_^[
3919  0x0006da27 0x0046e627 4   5    .text   ascii   D$\bY
3920  0x0006da2f 0x0046e62f 5   7    .text   utf8    ̋D$\bV blocks=Combining Diacritical Marks,Basic Latin
3921  0x0006da49 0x0046e649 4   5    .text   ascii   L$\bP
3922  0x0006da67 0x0046e667 4   5    .text   ascii   L$\bP
3923  0x0006da74 0x0046e674 6   8    .text   utf8    3\rL$\bP
3924  0x0006da98 0x0046e698 4   5    .text   ascii   L$\bW
3925  0x0006dadf 0x0046e6df 5   6    .text   ascii   P\b[WW
3926  0x0006daef 0x0046e6ef 4   5    .text   ascii   \f_^Y
3927  0x0006db07 0x0046e707 4   5    .text   ascii   t$8P
3928  0x0006db32 0x0046e732 4   5    .text   ascii   D$\bV
3929  0x0006dd90 0x0046e990 5   6    .text   ascii   PQSVW
3930  0x0006de2f 0x0046ea2f 4   5    .text   ascii   Y_^[
3931  0x0006de50 0x0046ea50 4   5    .text   ascii   |$\bP
3932  0x0006dfa3 0x0046eba3 4   5    .text   ascii   \bSVW
3933  0x0006e068 0x0046ec68 4   5    .text   ascii   Y_^[
3934  0x0006e0f0 0x0046ecf0 4   5    .text   ascii   PQVW
3935  0x0006e1f0 0x0046edf0 4   5    .text   ascii   PQVW
3936  0x0006e231 0x0046ee31 4   6    .text   utf8    ǋu\bj blocks=Latin Extended-B,Basic Latin
3937  0x0006e443 0x0046f043 4   5    .text   ascii   \bSVW
3938  0x0006e48d 0x0046f08d 4   5    .text   ascii   Y_^[
3939  0x0006e522 0x0046f122 4   5    .text   ascii   D$\bP
3940  0x0006e527 0x0046f127 4   5    .text   ascii   D$\f@
3941  0x0006e556 0x0046f156 4   5    .text   ascii   D$\bP
3942  0x0006e55b 0x0046f15b 4   5    .text   ascii   D$\f@
3943  0x0006e563 0x0046f163 4   5    .text   ascii   D$\b<
3944  0x0006e614 0x0046f214 5   6    .text   ascii   t\vj4V
3945  0x0006e6a6 0x0046f2a6 5   6    .text   ascii   t\vj(V
3946  0x0006e73c 0x0046f33c 5   6    .text   ascii   t\vj4V
3947  0x0006e78b 0x0046f38b 5   6    .text   ascii   t\vj\fV
3948  0x0006e81e 0x0046f41e 4   5    .text   ascii   SVWP
3949  0x0006e852 0x0046f452 4   5    .text   ascii   ~@ f
3950  0x0006e8c0 0x0046f4c0 4   5    .text   ascii   Y_^[
3951  0x0006e969 0x0046f569 4   5    .text   ascii   tWSP
3952  0x0006ea13 0x0046f613 4   5    .text   ascii   \fSVW
3953  0x0006ea77 0x0046f677 4   5    .text   ascii   Y_^[
3954  0x0006eab4 0x0046f6b4 4   5    .text   ascii   Y_^[
3955  0x0006eb40 0x0046f740 4   5    .text   ascii   tC~\n
3956  0x0006ecce 0x0046f8ce 4   5    .text   ascii   ~E(f
3957  0x0006ed04 0x0046f904 4   5    .text   ascii   ~E(f
3958  0x0006ed73 0x0046f973 4   5    .text   ascii   \bSVW
3959  0x0006eda8 0x0046f9a8 7   8    .text   ascii   E \vE$t\t
3960  0x0006edcc 0x0046f9cc 4   6    .text   utf8    EȀ}` blocks=Basic Latin,Latin Extended-B
3961  0x0006ede2 0x0046f9e2 4   5    .text   ascii   CEHP
3962  0x0006edf6 0x0046f9f6 4   5    .text   ascii   CE0P
3963  0x0006ee1a 0x0046fa1a 4   6    .text   utf8    ǋU$\v blocks=Latin Extended-B,Basic Latin
3964  0x0006ee91 0x0046fa91 4   7    .text   utf8    \vM왋U blocks=Basic Latin,Hangul Syllables
3965  0x0006ef0a 0x0046fb0a 4   5    .text   ascii   Y_^[
3966  0x0006ef22 0x0046fb22 4   5    .text   ascii   D$\bV
3967  0x0006f02e 0x0046fc2e 4   5    .text   ascii   SVWP
3968  0x0006f09e 0x0046fc9e 5   8    .text   utf8    +ʋUԍz blocks=Basic Latin,IPA Extensions,Cyrillic Supplement
3969  0x0006f0b9 0x0046fcb9 4   5    .text   ascii   w&9E
3970  0x0006f194 0x0046fd94 4   5    .text   ascii   r\rAQ
3971  0x0006f1af 0x0046fdaf 4   5    .text   ascii   Y_^[
3972  0x0006f291 0x0046fe91 4   5    .text   ascii   u\fh\f
3973  0x0006f2fe 0x0046fefe 4   5    .text   ascii   u\fh$
3974  0x0006f370 0x0046ff70 4   5    .text   ascii   PSVW
3975  0x0006f3fa 0x0046fffa 4   5    .text   ascii   Y_^[
3976  0x0006f417 0x00470017 4   5    .text   ascii   L$\b$
3977  0x0006f487 0x00470087 4   5    .text   ascii   L$\b$
3978  0x0006f563 0x00470163 4   5    .text   ascii   \fSVW
3979  0x0006f5a0 0x004701a0 4   5    .text   ascii   @uJ=
3980  0x0006f5bc 0x004701bc 4   5    .text   ascii   u(SS
3981  0x0006f77a 0x0047037a 4   5    .text   ascii   Y_^[
3982  0x0006f7ce 0x004703ce 4   5    .text   ascii   SVWP
3983  0x0006f916 0x00470516 4   5    .text   ascii   Y_^[
3984  0x0006fa61 0x00470661 4   5    .text   ascii   u\nQW
3985  0x0006fba0 0x004707a0 4   5    .text   ascii   PQVW
3986  0x0006fc6e 0x0047086e 4   5    .text   ascii   SVWP
3987  0x0006fc7c 0x0047087c 5   7    .text   utf8    E\b3ۉ] blocks=Basic Latin,Arabic
3988  0x0006fdcf 0x004709cf 6   9    .text   utf8    EЉUԋ\rh blocks=Basic Latin,Cyrillic,Cyrillic Supplement
3989  0x0006fdfd 0x004709fd 4   6    .text   utf8    Eȉ\rh blocks=Basic Latin,Latin Extended-B
3990  0x0006fe0b 0x00470a0b 4   9    .text   utf16le jjjj
3991  0x0006fe1d 0x00470a1d 4   6    .text   utf8    \vE\ft
3992  0x0006fe3b 0x00470a3b 6   7    .text   ascii   uj98u\t
3993  0x0006fe9f 0x00470a9f 7   11   .text   utf8    Eȋ]̋}ȋ\r blocks=Basic Latin,Latin Extended-B,Combining Diacritical Marks
3994  0x0006feca 0x00470aca 4   5    .text   ascii   s-;E
3995  0x0006ff9f 0x00470b9f 4   5    .text   ascii   Y_^[
3996  0x00070013 0x00470c13 4   5    .text   ascii   \fSVW
3997  0x000700e9 0x00470ce9 4   5    .text   ascii   Y_^[
3998  0x000702ad 0x00470ead 4   5    .text   ascii   u%SS
3999  0x00070320 0x00470f20 5   6    .text   ascii   ^][_Y
4000  0x00070332 0x00470f32 4   5    .text   ascii   t$\bW
4001  0x00070400 0x00471000 4   5    .text   ascii   PQVW
4002  0x00070490 0x00471090 5   6    .text   ascii   PQSVW
4003  0x00070593 0x00471193 4   5    .text   ascii   @u@=
4004  0x000705ac 0x004711ac 4   5    .text   ascii   u!VV
4005  0x000705e0 0x004711e0 4   5    .text   ascii   Y_^[
4006  0x00070603 0x00471203 4   5    .text   ascii   \bSVW
4007  0x000706ad 0x004712ad 4   5    .text   ascii   Y_^[
4008  0x000707e5 0x004713e5 4   6    .text   utf8    M\b3\a
4009  0x000707fb 0x004713fb 4   5    .text   ascii   u\nQW
4010  0x00070863 0x00471463 4   5    .text   ascii   \bSVW
4011  0x000708a5 0x004714a5 4   5    .text   ascii   s\fug
4012  0x000708c7 0x004714c7 4   5    .text   ascii   t\bVP
4013  0x00070908 0x00471508 4   5    .text   ascii   Y_^[
4014  0x000709c7 0x004715c7 4   6    .text   utf8    [Ë\aV blocks=Basic Latin,Latin-1 Supplement
4015  0x00070a10 0x00471610 5   6    .text   ascii   PQSVW
4016  0x00070a46 0x00471646 4   5    .text   ascii   t\bVP
4017  0x00070a76 0x00471676 4   5    .text   ascii   Y_^[
4018  0x00070acf 0x004716cf 4   6    .text   utf8    ̃|$\b blocks=Combining Diacritical Marks,Basic Latin
4019  0x00070b54 0x00471754 4   5    .text   ascii   SVhq
4020  0x00070b6d 0x0047176d 4   5    .text   ascii   <j S
4021  0x00070b72 0x00471772 4   5    .text   ascii   u\bVh
4022  0x00070be9 0x004717e9 4   6    .text   utf8    Q3\tM
4023  0x00070db0 0x004719b0 4   5    .text   ascii   YY^]
4024  0x00070eb7 0x00471ab7 5   6    .text   ascii   \tX\b[_
4025  0x00070f64 0x00471b64 5   6    .text   ascii   ;\atrS
4026  0x00071123 0x00471d23 5   7    .text   utf8    3ۋF\b+ blocks=Basic Latin,Arabic
4027  0x00071202 0x00471e02 5   6    .text   ascii   }\bj\n^
4028  0x00071224 0x00471e24 6   8    .text   utf8    Y3ɋ\a#E blocks=Basic Latin,Latin Extended-B
4029  0x0007122c 0x00471e2c 4   5    .text   ascii   ;E\fu
4030  0x00071355 0x00471f55 5   7    .text   utf8    u\e3ҍO blocks=Basic Latin,Cyrillic
4031  0x00071394 0x00471f94 6   8    .text   utf8    3\tN\f8E
4032  0x000713ba 0x00471fba 4   5    .text   ascii   N)^]
4033  0x000715b8 0x004721b8 4   5    .text   ascii   PSVW
4034  0x00071624 0x00472224 4   5    .text   ascii   Y_^[
4035  0x00071644 0x00472244 6   7    .text   ascii   Yt\nj\fV
4036  0x0007167c 0x0047227c 5   6    .text   ascii   u\nj(Q
4037  0x000717a5 0x004723a5 4   5    .text   ascii   }fV3
4038  0x000717d6 0x004723d6 5   7    .text   utf8    u13\a\a
4039  0x00071809 0x00472409 4   5    .text   ascii   _t\n^
4040  0x00071836 0x00472436 5   6    .text   ascii   Q$B@;
4041  0x0007183c 0x0047243c 4   7    .text   utf8    u\aQ趝 blocks=Basic Latin,CJK Unified Ideographs
4042  0x0007196d 0x0047256d 5   6    .text   ascii   G @;G
4043  0x000719b3 0x004725b3 5   6    .text   ascii   G @;G
4044  0x00071a52 0x00472652 4   5    .text   ascii   F\ft4
4045  0x00071ace 0x004726ce 4   5    .text   ascii   _^[]
4046  0x00071ada 0x004726da 4   5    .text   ascii   u\bW3
4047  0x00071b2d 0x0047272d 4   5    .text   ascii   G ;G
4048  0x00071be0 0x004727e0 4   5    .text   ascii   G ;G
4049  0x00071c43 0x00472843 4   5    .text   ascii   )j j
4050  0x00071c49 0x00472849 7   8    .text   ascii   u\bVhv#G
4051  0x00071e1a 0x00472a1a 5   7    .text   utf8    #MJ\b=
4052  0x000722df 0x00472edf 8   10   .text   utf8    u-3ۍV\bC9 blocks=Basic Latin,Arabic
4053  0x00072306 0x00472f06 5   6    .text   ascii   u-!~\f
4054  0x00072316 0x00472f16 4   5    .text   ascii   t\r+E
4055  0x00072321 0x00472f21 4   7    .text   utf8    uȋ؍M blocks=Basic Latin,Latin Extended-B,Arabic
4056  0x000723e6 0x00472fe6 4   5    .text   ascii   u\bWV
4057  0x00072465 0x00473065 4   5    .text   ascii   Yt\nj
4058  0x0007263d 0x0047323d 5   6    .text   ascii   u\bWVj
4059  0x000726c6 0x004732c6 5   6    .text   ascii   SVWh\f
4060  0x00072a55 0x00473655 4   5    .text   ascii   3E\b]
4061  0x00072ae1 0x004736e1 5   6    .text   ascii   35p`N
4062  0x00072bed 0x004737ed 4   5    .text   ascii   QQVj
4063  0x00072c33 0x00473833 4   5    .text   ascii   #E\bP
4064  0x00073003 0x00473c03 6   8    .text   utf8    FP3ɋF\f blocks=Basic Latin,Latin Extended-B
4065  0x00073095 0x00473c95 4   5    .text   ascii   PSVW
4066  0x000730b9 0x00473cb9 4   6    .text   utf8    3ۋFH blocks=Basic Latin,Arabic
4067  0x00073152 0x00473d52 4   5    .text   ascii   Y_^[
4068  0x0007318d 0x00473d8d 6   7    .text   ascii   t+hx<G
4069  0x00073198 0x00473d98 4   5    .text   ascii   7j(V
4070  0x000731c8 0x00473dc8 7   8    .text   ascii   YYt\nj(V
4071  0x000731ff 0x00473dff 8   11   .text   utf8    YYt\nj\bV苃 blocks=Basic Latin,CJK Unified Ideographs
4072  0x000732d7 0x00473ed7 6   8    .text   utf8    rЋu\bVS blocks=Basic Latin,Cyrillic
4073  0x00073461 0x00474061 5   7    .text   utf8    t\v3ɉp blocks=Basic Latin,Latin Extended-B
4074  0x0007348a 0x0047408a 4   5    .text   ascii   t5j\f
4075  0x0007350b 0x0047410b 4   6    .text   utf8    Z+Ѝp blocks=Basic Latin,Cyrillic
4076  0x00073524 0x00474124 5   7    .text   utf8    F,3҃e blocks=Basic Latin,Cyrillic
4077  0x00073535 0x00474135 5   6    .text   ascii   9S\bvu
4078  0x0007358b 0x0047418b 4   5    .text   ascii   u\nWQ
4079  0x000735aa 0x004741aa 4   5    .text   ascii   ;C\br
4080  0x000736d6 0x004742d6 4   5    .text   ascii   h&<G
4081  0x000736db 0x004742db 6   7    .text   ascii   Wj4XPV
4082  0x000736f2 0x004742f2 4   5    .text   ascii   s,Pj
4083  0x000738ec 0x004744ec 4   6    .text   utf8    ٍK,3 blocks=Arabic,Basic Latin
4084  0x00073907 0x00474507 10  11   .text   ascii   t*kU\b4kE\f4
4085  0x00073923 0x00474523 4   5    .text   ascii   ;Kdt
4086  0x00073984 0x00474584 4   5    .text   ascii   4Y;s
4087  0x0007398c 0x0047458c 4   5    .text   ascii   ]\b_S
4088  0x000739db 0x004745db 8   10   .text   utf8    \f3ۉGDQSP blocks=Basic Latin,Arabic
4089  0x00073a23 0x00474623 5   6    .text   ascii   OHPSQ
4090  0x00073a79 0x00474679 5   7    .text   utf8    3ҍs k blocks=Basic Latin,Cyrillic
4091  0x00073b64 0x00474764 8   9    .text   ascii   OHSSVSSW
4092  0x00073bb4 0x004747b4 4   5    .text   ascii   t}PP
4093  0x00073c7a 0x0047487a 4   5    .text   ascii   GHu\a
4094  0x00073ccd 0x004748cd 4   5    .text   ascii   tIVW
4095  0x00073d06 0x00474906 4   5    .text   ascii   ;Xdt
4096  0x00073e5c 0x00474a5c 4   5    .text   ascii   t\fSW
4097  0x00073eee 0x00474aee 6   7    .text   ascii   A(;A,v
4098  0x0007403a 0x00474c3a 7   8    .text   ascii   O,9O(vV
4099  0x000741c4 0x00474dc4 5   6    .text   ascii   ;B$vw
4100  0x000741e6 0x00474de6 5   6    .text   ascii   +B$9B
4101  0x00074222 0x00474e22 4   6    .text   utf8    +J$+
4102  0x00074233 0x00474e33 6   8    .text   utf8    +B$+KM
4103  0x0007423b 0x00474e3b 8   10   .text   utf8    +ƉB0C;_\b blocks=Basic Latin,Latin Extended-B
4104  0x00074273 0x00474e73 4   6    .text   utf8    3ۋH  blocks=Basic Latin,Arabic
4105  0x000742d3 0x00474ed3 5   6    .text   ascii   u\t9w 
4106  0x00074316 0x00474f16 5   6    .text   ascii   ;F$s\e
4107  0x00074336 0x00474f36 7   9    .text   utf8    B;W\brˋu blocks=Basic Latin,Spacing Modifier Letters
4108  0x00074349 0x00474f49 5   6    .text   ascii   t\QSV
4109  0x000743af 0x00474faf 4   5    .text   ascii   v'QS
4110  0x00074401 0x00475001 6   8    .text   utf8    qH3ɋF  blocks=Basic Latin,Latin Extended-B
4111  0x00074475 0x00475075 5   8    .text   utf8    EԉMЋ@ blocks=Basic Latin,Cyrillic Supplement,Cyrillic
4112  0x00074537 0x00475137 4   6    .text   utf8    E؋@  blocks=Basic Latin,Arabic
4113  0x0007469f 0x0047529f 4   5    .text   ascii   jd[+
4114  0x00074724 0x00475324 5   8    .text   utf8    ]\t}̉] blocks=Basic Latin,Combining Diacritical Marks
4115  0x0007472d 0x0047532d 5   8    .text   utf8    ]ԉEЉU blocks=Basic Latin,Cyrillic Supplement,Cyrillic
4116  0x0007476c 0x0047536c 4   6    .text   utf8    U؋u\b blocks=Basic Latin,Arabic
4117  0x000747e2 0x004753e2 5   6    .text   ascii   ;F$vj
4118  0x00074816 0x00475416 4   5    .text   ascii   ;F,r
4119  0x00074824 0x00475424 4   5    .text   ascii   ;F0r
4120  0x0007487b 0x0047547b 4   5    .text   ascii   t|;E
4121  0x00074888 0x00475488 4   7    .text   utf8    }Љ}̋ blocks=Basic Latin,Cyrillic,Combining Diacritical Marks
4122  0x000748c4 0x004754c4 5   7    .text   utf8    u\b+ǉA blocks=Basic Latin,Latin Extended-B
4123  0x0007491a 0x0047551a 5   6    .text   ascii   E\b)0+
4124  0x00074971 0x00475571 5   6    .text   ascii   +A$tp
4125  0x00074985 0x00475585 4   5    .text   ascii   9Y,s
4126  0x0007498e 0x0047558e 4   6    .text   utf8    ]ȋY  blocks=Basic Latin,Latin Extended-B
4127  0x00074998 0x00475598 4   5    .text   ascii   ;J,r
4128  0x000749a2 0x004755a2 4   5    .text   ascii   ;B0r
4129  0x000749de 0x004755de 5   6    .text   ascii   E\f)0+
4130  0x000749fc 0x004755fc 4   6    .text   utf8    }̋S, blocks=Basic Latin,Combining Diacritical Marks
4131  0x00074aa9 0x004756a9 6   7    .text   ascii   U\b9E\br
4132  0x00074ab5 0x004756b5 4   5    .text   ascii   tW;U
4133  0x00074aee 0x004756ee 4   5    .text   ascii   V,)^
4134  0x00074b23 0x00475723 5   8    .text   utf8    레^ _^ blocks=Hangul Syllables,Basic Latin
4135  0x00074bbe 0x004757be 5   6    .text   ascii   ;A$vH
4136  0x00074c31 0x00475831 4   5    .text   ascii   F,_^
4137  0x00074c5b 0x0047585b 4   5    .text   ascii   \ff9|
4138  0x00074d29 0x00475929 5   6    .text   ascii   9Q\fu)
4139  0x00074da4 0x004759a4 4   6    .text   utf8    3ҋKH blocks=Basic Latin,Cyrillic
4140  0x00074e10 0x00475a10 5   7    .text   utf8    @ ËAH blocks=Basic Latin,Latin-1 Supplement
4141  0x00074e17 0x00475a17 4   6    .text   utf8    @$ËA blocks=Basic Latin,Latin-1 Supplement
4142  0x00074e53 0x00475a53 8   9    .text   ascii   E\b+A Vj$
4143  0x00074e5f 0x00475a5f 4   5    .text   ascii   ^@;A
4144  0x00074e78 0x00475a78 8   9    .text   ascii   E\b+AHVj(
4145  0x00074e84 0x00475a84 4   5    .text   ascii   ^@;A
4146  0x0007508b 0x00475c8b 4   5    .text   ascii   E\f+p
4147  0x000751a8 0x00475da8 6   7    .text   ascii   9w\bv(S
4148  0x000751cc 0x00475dcc 7   8    .text   ascii   C$F;w\br
4149  0x000751db 0x00475ddb 4   5    .text   ascii   QVj\b
4150  0x000751f9 0x00475df9 4   6    .text   utf8    3\tF 
4151  0x0007521a 0x00475e1a 6   7    .text   ascii   QSVWj\b
4152  0x000752b7 0x00475eb7 5   6    .text   ascii   N PSQ
4153  0x0007533b 0x00475f3b 7   8    .text   ascii   F\f;F\bsv
4154  0x00075344 0x00475f44 4   5    .text   ascii   ;F\br
4155  0x00075380 0x00475f80 7   8    .text   ascii   FT9~Xt0
4156  0x0007539c 0x00475f9c 6   8    .text   utf8    FX3ɋF\f blocks=Basic Latin,Latin Extended-B
4157  0x000753ca 0x00475fca 6   7    .text   ascii   \f9~Xt#
4158  0x00075447 0x00476047 4   6    .text   utf8    Y3ɉu blocks=Basic Latin,Latin Extended-B
4159  0x0007547b 0x0047607b 4   6    .text   utf8    F3ҍA blocks=Basic Latin,Cyrillic
4160  0x0007551f 0x0047611f 4   6    .text   utf8    Y3ɉE blocks=Basic Latin,Latin Extended-B
4161  0x00075547 0x00476147 4   6    .text   utf8    C3ҍA blocks=Basic Latin,Cyrillic
4162  0x000755ed 0x004761ed 4   6    .text   utf8    #\b3҅ blocks=Basic Latin,Cyrillic
4163  0x00075669 0x00476269 4   7    .text   utf8    3ۋΉE blocks=Basic Latin,Arabic,Greek and Coptic
4164  0x00075689 0x00476289 4   5    .text   ascii   8]\ft
4165  0x00075760 0x00476360 4   6    .text   utf8    s\r+Ë blocks=Basic Latin,Latin-1 Supplement
4166  0x0007593c 0x0047653c 5   7    .text   utf8    t(3\v}
4167  0x00075953 0x00476553 5   6    .text   ascii   ;wdt#
4168  0x00075966 0x00476566 5   7    .text   utf8    ;{$wӋ blocks=Basic Latin,Cyrillic
4169  0x00075992 0x00476592 6   8    .text   utf8    QQS3ۉM blocks=Basic Latin,Arabic
4170  0x000759b5 0x004765b5 4   5    .text   ascii   v\aWV
4171  0x000759d0 0x004765d0 5   6    .text   ascii   9G$v0
4172  0x00075a0e 0x0047660e 5   6    .text   ascii   9G$s$
