[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000098 0x00000098 6   8            utf8    ;M9סR* blocks=Basic Latin,Hebrew
2    0x000000d0 0x000000d0 7   8            ascii   RichmR*
3    0x000001e0 0x000001e0 5   6            ascii   .text
4    0x00000207 0x00000207 7   8            ascii   `.rdata
5    0x0000022f 0x0000022f 6   7            ascii   @.data
6    0x00000258 0x00000258 5   6            ascii   .rsrc
7    0x00001012 0x00401012 4   5    .text   ascii   \brHH
8    0x00001018 0x00401018 5   6    .text   ascii   P3rP3
9    0x0000104d 0x0040104d 5   6    .text   ascii   PA3EP
10   0x00001070 0x00401070 5   6    .text   ascii   rAoPD
11   0x0000115b 0x0040115b 4   6    .text   utf8    |u3ȁ blocks=Basic Latin,Latin Extended-B
12   0x0000117e 0x0040117e 4   5    .text   ascii   )y-\v
13   0x000013ce 0x004013ce 5   6    .text   ascii   `AtKC
14   0x00001513 0x00401513 4   5    .text   ascii   8|ZK
15   0x000017c0 0x004017c0 4   5    .text   ascii   zoH\v
16   0x00001bec 0x00401bec 5   7    .text   utf8    B#ߗw' blocks=Basic Latin,NKo
17   0x00001f91 0x00401f91 4   6    .text   utf8    t73\v
18   0x000022fb 0x004022fb 4   5    .text   ascii   {tXk
19   0x00002583 0x00402583 4   5    .text   ascii   |tN#
20   0x000028d1 0x004028d1 4   7    .text   utf8    ~A댔l blocks=Basic Latin,Hangul Syllables
21   0x00002998 0x00402998 5   6    .text   ascii   tjJzO
22   0x00002abe 0x00402abe 4   6    .text   utf8    חs\t+ blocks=Hebrew,Basic Latin
23   0x00002cd4 0x00402cd4 5   7    .text   utf8    AxxiҲ blocks=Basic Latin,Cyrillic
24   0x00002d63 0x00402d63 4   5    .text   ascii   y\bN{
25   0x00002dc8 0x00402dc8 4   7    .text   utf8    $+ׁϩ blocks=Basic Latin,Hebrew,Greek and Coptic
26   0x00002e08 0x00402e08 4   5    .text   ascii   >x`\v
27   0x00002e24 0x00402e24 4   5    .text   ascii   ^w\e\v
28   0x00002e87 0x00402e87 4   6    .text   utf8    zKiۓ blocks=Basic Latin,Arabic
29   0x00002f78 0x00402f78 4   5    .text   ascii   F|E#
30   0x0000315b 0x0040315b 5   6    .text   ascii   zEKA\v
31   0x000031bf 0x004031bf 4   5    .text   ascii   tC@\e
32   0x000031d6 0x004031d6 4   5    .text   ascii   tzB\e
