[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d8 0x000000d8 4   5            ascii   Rich
2    0x000001e0 0x000001e0 5   6            ascii   .text
3    0x00000207 0x00000207 7   8            ascii   `.rdata
4    0x00000230 0x00000230 5   6            ascii   .data
5    0x00000258 0x00000258 5   6            ascii   .rsrc
6    0x0000027f 0x0000027f 7   8            ascii   @.reloc
7    0x00000407 0x10001007 12  13   .text   ascii   0f;1u\v@@AAJu
8    0x0000045c 0x1000105c 4   6    .text   utf8    ]ø*\b blocks=Basic Latin,Latin-1 Supplement
9    0x00000815 0x10001415 5   6    .text   ascii   QQSVW
10   0x000008e4 0x100014e4 5   6    .text   ascii   9D$\bt
11   0x000008ef 0x100014ef 6   7    .text   ascii   9t$\ftr
12   0x00000977 0x10001577 5   6    .text   ascii   L$<_d
13   0x000009b7 0x100015b7 4   5    .text   ascii   \fSVW
14   0x00000aa9 0x100016a9 4   5    .text   ascii    SVW
15   0x00000af1 0x100016f1 5   6    .text   ascii   \bPWQW
16   0x00000b18 0x10001718 5   6    .text   ascii   E\f_^d
17   0x00000b62 0x10001762 4   5    .text   ascii   D$$P
18   0x00000b91 0x10001791 4   5    .text   ascii   +L$(
19   0x00000b9e 0x1000179e 4   5    .text   ascii   9D$(
20   0x00000ba3 0x100017a3 4   5    .text   ascii   D$<v
21   0x00000bae 0x100017ae 8   9    .text   ascii   |$(;|$,v
22   0x00000bcf 0x100017cf 4   5    .text   ascii   D$$;
23   0x00000bdf 0x100017df 4   5    .text   ascii   ;|$<
24   0x00000bf2 0x100017f2 4   5    .text   ascii   ;~\br
25   0x00000bfd 0x100017fd 4   5    .text   ascii   D$XP
26   0x00000c0f 0x1000180f 4   5    .text   ascii   D$XP
27   0x00000ca5 0x100018a5 5   6    .text   ascii   |$ ;~
28   0x00000cc9 0x100018c9 4   5    .text   ascii   ;w\bv
29   0x00000cf5 0x100018f5 4   5    .text   ascii   ;_\br
30   0x00000d00 0x10001900 4   6    .text   utf8    Ít$x blocks=Latin-1 Supplement,Basic Latin
31   0x00000d1f 0x1000191f 4   5    .text   ascii   D$XP
32   0x00000db0 0x100019b0 4   5    .text   ascii   ;_\br
33   0x00000dc3 0x100019c3 4   5    .text   ascii   D$XP
34   0x00000de3 0x100019e3 4   5    .text   ascii   D$XP
35   0x00000df4 0x100019f4 4   5    .text   ascii   ;H\br
36   0x00000eb6 0x10001ab6 4   5    .text   ascii   0SV3
37   0x00000f95 0x10001b95 4   5    .text   ascii   _^[d
38   0x000010d7 0x10001cd7 4   5    .text   ascii   PSVW
39   0x00001118 0x10001d18 7   9    .text   utf8    }j3\tD$ 
40   0x0000113e 0x10001d3e 4   5    .text   ascii   D$HP
41   0x00001159 0x10001d59 4   5    .text   ascii   D$ P
42   0x0000119c 0x10001d9c 5   6    .text   ascii   L$\_^
43   0x000011ca 0x10001dca 4   6    .text   utf8    Ë@\b+ blocks=Latin-1 Supplement,Basic Latin
44   0x00001216 0x10001e16 4   5    .text   ascii   _\b9_
45   0x00001225 0x10001e25 4   5    .text   ascii   ;w\bv
46   0x00001330 0x10001f30 4   5    .text   ascii   QQSW
47   0x000013c9 0x10001fc9 5   6    .text   ascii   E\fSVW
48   0x000013cf 0x10001fcf 4   5    .text   ascii   }\b9G
49   0x000014d5 0x100020d5 4   5    .text   ascii   9}\fs
50   0x00001525 0x10002125 4   5    .text   ascii   XPRQ
51   0x0000153d 0x1000213d 5   6    .text   ascii   E\b_^]
52   0x0000155f 0x1000215f 4   5    .text   ascii   Wj\bP
53   0x0000159e 0x1000219e 4   5    .text   ascii   9}\bt
54   0x000015a8 0x100021a8 5   6    .text   ascii   9u\fuC
55   0x00001602 0x10002202 4   5    .text   ascii   E\f;E
56   0x00001608 0x10002208 4   5    .text   ascii   M\bt 
57   0x00001661 0x10002261 4   5    .text   ascii   8Y)t
58   0x0000166c 0x1000226c 7   10   .text   utf8    v\b_^[Ëʋ blocks=Basic Latin,Latin-1 Supplement,IPA Extensions
59   0x00001676 0x10002276 4   5    .text   ascii   8Z)t
60   0x00001686 0x10002286 7   9    .text   utf8    ȋA\b8X)t blocks=Latin Extended-B,Basic Latin
61   0x000016bb 0x100022bb 4   5    .text   ascii   QQSW
62   0x000016c5 0x100022c5 5   6    .text   ascii   \bPWQW
63   0x000017e0 0x100023e0 5   6    .text   ascii   u\ft\aj
64   0x000018e7 0x100024e7 5   6    .text   ascii   \bPSQS
65   0x00001940 0x10002540 5   6    .text   ascii   8X)t\a
66   0x0000194d 0x1000254d 7   8    .text   ascii   H\b8Y)u\e
67   0x0000195a 0x1000255a 4   5    .text   ascii   8X)t
68   0x00001967 0x10002567 5   6    .text   ascii   ;H\bu\v
69   0x00001972 0x10002572 4   5    .text   ascii   8X)t
70   0x000019a2 0x100025a2 4   6    .text   utf8    Ë@\b+ blocks=Latin-1 Supplement,Basic Latin
71   0x000019c7 0x100025c7 4   5    .text   ascii   ;~\bv
72   0x000019d7 0x100025d7 4   5    .text   ascii   9u\ft
73   0x00001a00 0x10002600 4   5    .text   ascii   ;~\bv
74   0x00001a12 0x10002612 4   5    .text   ascii   ;~\bw
75   0x00001a29 0x10002629 4   5    .text   ascii   0^[]
76   0x00001a6a 0x1000266a 5   6    .text   ascii   ;t$\bu
77   0x00001a9c 0x1000269c 5   7    .text   utf8    QW3\r}
78   0x00001b1c 0x1000271c 5   6    .text   ascii   u\fWQP
79   0x00001b54 0x10002754 4   5    .text   ascii   ;E\fs
80   0x00001b81 0x10002781 5   6    .text   ascii   ]\fPS+
81   0x00001c8c 0x1000288c 4   5    .text   ascii   QQ9~
82   0x00001c9d 0x1000289d 4   5    .text   ascii   ;E\bs
83   0x00001d75 0x10002975 6   7    .text   ascii   VWt+hL
84   0x00001dc9 0x100029c9 6   8    .text   utf8    ;Ëx\buv blocks=Basic Latin,Latin-1 Supplement
85   0x00001e20 0x10002a20 5   6    .text   ascii   9Z\bu{
86   0x00001e4c 0x10002a4c 5   6    .text   ascii   \b;C\bu
87   0x00002002 0x10002c02 4   5    .text   ascii   \fSVW
88   0x00002023 0x10002c23 4   5    .text   ascii   N\fQP
89   0x00002093 0x10002c93 5   6    .text   ascii   QQSVW
90   0x0000228c 0x10002e8c 4   6    .text   utf8    tҋM\f blocks=Basic Latin,Cyrillic
91   0x000022be 0x10002ebe 4   5    .text   ascii   r+hh
92   0x0000233c 0x10002f3c 4   5    .text   ascii   ;p\bu
93   0x00002358 0x10002f58 4   5    .text   ascii   ;\nu5
94   0x00002363 0x10002f63 8   9    .text   ascii   t4;q\bu\bS
95   0x000023b0 0x10002fb0 6   7    .text   ascii   );1u\bS
96   0x00002418 0x10003018 5   6    .text   ascii   QQSVW
97   0x00002482 0x10003082 6   7    .text   ascii    ;t$\bu
98   0x0000249c 0x1000309c 5   6    .text   ascii   8X9t\a
99   0x000024a9 0x100030a9 7   8    .text   ascii   H\b8Y9u\e
100  0x000024b6 0x100030b6 4   5    .text   ascii   8X9t
101  0x000024c3 0x100030c3 5   6    .text   ascii   ;H\bu\v
102  0x000024ce 0x100030ce 4   5    .text   ascii   8X9t
103  0x000024e9 0x100030e9 5   6    .text   ascii   8X9t\r
104  0x000024f4 0x100030f4 5   6    .text   ascii   8X9t>
105  0x000024fc 0x100030fc 6   7    .text   ascii   \b8Y9u\e
106  0x00002505 0x10003105 7   9    .text   utf8    ȋA\b8X9t blocks=Latin Extended-B,Basic Latin
107  0x00002516 0x10003116 4   5    .text   ascii   ;\bu\v
108  0x00002520 0x10003120 4   5    .text   ascii   8X9t
109  0x00002528 0x10003128 5   6    .text   ascii   8Y9t\a
110  0x00002547 0x10003147 4   5    .text   ascii   ,SVW
111  0x00002599 0x10003199 4   5    .text   ascii   ;{\bv
112  0x000025b3 0x100031b3 5   8    .text   utf8    Eԉ]ȉ} blocks=Basic Latin,Cyrillic Supplement,Latin Extended-B
113  0x0000260e 0x1000320e 4   5    .text   ascii   $SVW
114  0x00002630 0x10003230 5   7    .text   utf8    G\f+Yj
115  0x00002777 0x10003377 4   6    .text   utf8    V3ۍE blocks=Basic Latin,Arabic
116  0x000027d4 0x100033d4 4   6    .text   utf8    V3ۍE blocks=Basic Latin,Arabic
117  0x000028c3 0x100034c3 5   7    .text   utf8    4\n3ۉ] blocks=Basic Latin,Arabic
118  0x0000290d 0x1000350d 7   8    .text   ascii   u\b9]\fv!
119  0x0000298a 0x1000358a 5   6    .text   ascii   9T$\br
120  0x0000299c 0x1000359c 5   6    .text   ascii   ;L$\bv
121  0x000029b8 0x100035b8 4   5    .text   ascii   \fSVW
122  0x00002ab7 0x100036b7 5   6    .text   ascii   9T$\br
123  0x00002ac9 0x100036c9 6   7    .text   ascii   H;D$\bv
124  0x00002b7f 0x1000377f 4   5    .text   ascii   ;J\bu
125  0x00002ba0 0x100037a0 4   5    .text   ascii   \fSVW
126  0x00002c48 0x10003848 6   7    .text   ascii   VWt+hL
127  0x00002c9c 0x1000389c 6   8    .text   utf8    ;Ëx\buv blocks=Basic Latin,Latin-1 Supplement
128  0x00002cf3 0x100038f3 5   6    .text   ascii   9Z\bu{
129  0x00002d1f 0x1000391f 5   6    .text   ascii   \b;C\bu
130  0x00002f6e 0x10003b6e 4   5    .text   ascii   ;J\bu
131  0x00002f8f 0x10003b8f 4   5    .text   ascii   \fSVW
132  0x00003065 0x10003c65 4   5    .text   ascii   E\fVW
133  0x000030b4 0x10003cb4 4   5    .text   ascii   E\fVW
134  0x00003136 0x10003d36 4   5    .text   ascii   QSVW
135  0x000031c2 0x10003dc2 5   6    .text   ascii   E\b_^d
136  0x0000321f 0x10003e1f 5   6    .text   ascii   E\b_^d
137  0x00003263 0x10003e63 7   8    .text   ascii   u\f;}\bt%
138  0x00003289 0x10003e89 4   5    .text   ascii   ;}\bu
139  0x00003298 0x10003e98 5   7    .text   utf8    QW3\r}
140  0x000032bf 0x10003ebf 5   7    .text   utf8    QW3\r}
141  0x000033fa 0x10003ffa 4   5    .text   ascii   ;E\bW
142  0x0000340b 0x1000400b 4   5    .text   ascii   +E\b;
143  0x0000346b 0x1000406b 8   10   .text   utf8    }\b+M<{WP
144  0x000034b9 0x100040b9 4   5    .text   ascii   t$\f+
145  0x00003558 0x10004158 5   6    .text   ascii   QQSVW
146  0x000035a8 0x100041a8 4   5    .text   ascii   ;u\bu
147  0x000035b9 0x100041b9 4   5    .text   ascii   t$\f3
148  0x00003609 0x10004209 5   6    .text   ascii   QQSVW
149  0x0000361c 0x1000421c 6   7    .text   ascii   E\b;E\ft
150  0x00003676 0x10004276 4   5    .text   ascii   $SVW
151  0x0000369b 0x1000429b 7   8    .text   ascii   E\b;E\ft!
152  0x00003749 0x10004349 7   8    .text   ascii   @9D$\bu\n
153  0x00003769 0x10004369 4   5    .text   ascii   LSVW
154  0x000037f4 0x100043f4 4   5    .text   ascii   \fSVW
155  0x0000388f 0x1000448f 5   6    .text   ascii   QQSVW
156  0x0000389c 0x1000449c 6   7    .text   ascii   VVVh]C
157  0x000038ef 0x100044ef 4   5    .text   ascii   QSVW
158  0x00003b28 0x10004728 4   5    .text   ascii   (SVW
159  0x00003b2d 0x1000472d 5   7    .text   utf8    }\f3ۉ] blocks=Basic Latin,Arabic
160  0x00003b7f 0x1000477f 5   7    .text   utf8    t?;IM
161  0x00003b90 0x10004790 4   6    .text   utf8    ;EԉE blocks=Basic Latin,Cyrillic Supplement
162  0x00003b9e 0x1000479e 4   5    .text   ascii   w\b9w
163  0x00003c15 0x10004815 4   5    .text   ascii   \f;_\b
164  0x00003c28 0x10004828 4   5    .text   ascii   G\b9G
165  0x00003c45 0x10004845 4   5    .text   ascii   ;_\br
166  0x00003c77 0x10004877 8   9    .text   ascii   YYu7;_\br
167  0x00003cb2 0x100048b2 4   5    .text   ascii   ;_\br
168  0x00003d6b 0x1000496b 4   5    .text   ascii   QSVW
169  0x00003d81 0x10004981 4   5    .text   ascii   ;~\bv
170  0x00003db5 0x100049b5 4   5    .text   ascii   ;~\bv
171  0x00003de8 0x100049e8 5   7    .text   utf8    QW3\r}
172  0x00003e21 0x10004a21 4   5    .text   ascii   ,SVW
173  0x00003f46 0x10004b46 5   6    .text   ascii   C PWS
174  0x00003fa5 0x10004ba5 5   6    .text   ascii   E\bWWP
175  0x00003fb0 0x10004bb0 4   5    .text   ascii   F\bWS
176  0x00004041 0x10004c41 4   5    .text   ascii   ;A\bw
177  0x00004076 0x10004c76 4   5    .text   ascii   QSVW
178  0x000040ae 0x10004cae 5   7    .text   utf8    QW3\r}
179  0x000040d5 0x10004cd5 5   6    .text   ascii   ;t$\bt
180  0x000040f0 0x10004cf0 6   7    .text   ascii    ;t$\fu
181  0x00004100 0x10004d00 4   5    .text   ascii   +E\bW
182  0x0000410f 0x10004d0f 5   6    .text   ascii   9u\bt.
183  0x00004155 0x10004d55 4   7    .text   utf8    t\aV谕 blocks=Basic Latin,CJK Unified Ideographs
184  0x000041a5 0x10004da5 4   5    .text   ascii   u$+u
185  0x000042bf 0x10004ebf 4   5    .text   ascii   _\b9_
186  0x00004304 0x10004f04 4   5    .text   ascii   w\b9w
187  0x00004389 0x10004f89 7   8    .text   ascii   ]\b)u\bSS
