[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000210 0x00000210 5   6            ascii   .text
1    0x00000237 0x00000237 6   7            ascii   `.data
2    0x00000260 0x00000260 6   7            ascii   .reloc
136  0x000044b8 0x004050b8 5   6    .text   ascii   #bML"
137  0x000044d2 0x004050d2 8   9    .text   ascii   `F(>\nq-q
138  0x000044fc 0x004050fc 5   6    .text   ascii   vQO+t
139  0x00004503 0x00405103 5   7    .text   utf8    ru՛E~ blocks=Basic Latin,Armenian
140  0x0000450f 0x0040510f 4   5    .text   ascii   O}\r\b
141  0x0000453f 0x0040513f 4   5    .text   ascii   [h1R
142  0x0000459e 0x0040519e 4   5    .text   ascii   XsBI
143  0x000045aa 0x004051aa 4   5    .text   ascii   hPU3
144  0x000045e0 0x004051e0 5   6    .text   ascii   ^oEZ_
145  0x00004669 0x00405269 6   8    .text   utf8    x]`غ7W blocks=Basic Latin,Arabic
146  0x000046d9 0x004052d9 6   8    .text   utf8    D\at͆mC blocks=Basic Latin,Combining Diacritical Marks
147  0x0000479a 0x0040539a 4   6    .text   utf8    )ġ:C blocks=Basic Latin,Latin Extended-A
148  0x000047de 0x004053de 4   8    .text   utf8    ÿZ^ھ blocks=Latin-1 Supplement,Basic Latin,Arabic
149  0x000047ff 0x004053ff 5   7    .text   utf8    2%k_ܝ blocks=Basic Latin,Syriac
150  0x00004822 0x00405422 4   5    .text   ascii   w3Xc
151  0x00004840 0x00405440 4   5    .text   ascii   ur\bC
152  0x00004864 0x00405464 5   7    .text   utf8    \bzGɠ2 blocks=Basic Latin,IPA Extensions
153  0x0000486f 0x0040546f 4   5    .text   ascii   [\n;g
154  0x00004878 0x00405478 4   5    .text   ascii   /P8i
155  0x00004890 0x00405490 7   9    .text   utf8    ϏOZw3(? blocks=Greek and Coptic,Basic Latin
156  0x000048b0 0x004054b0 4   5    .text   ascii   Z"0*
157  0x00004941 0x00405541 4   5    .text   ascii   fP~V
158  0x00004979 0x00405579 4   5    .text   ascii   D`T\f
159  0x000049ef 0x004055ef 4   5    .text   ascii   ^GP~
160  0x000049f8 0x004055f8 7   9    .text   utf8    b;!lڇF\t blocks=Basic Latin,Arabic
161  0x00004a12 0x00405612 6   7    .text   ascii   V_:X1:
162  0x00004a36 0x00405636 5   6    .text   ascii   NJ2"v
163  0x00004a5c 0x0040565c 5   6    .text   ascii   O*9y]
164  0x00004aca 0x004056ca 4   5    .text   ascii   fu`z
165  0x00004af9 0x004056f9 4   5    .text   ascii   /yQA
166  0x00004b15 0x00405715 4   5    .text   ascii   Li\a<
167  0x00004b5d 0x0040575d 7   10   .text   utf8    >aDƋΪ~7 blocks=Basic Latin,Latin Extended-B,Greek and Coptic
168  0x00004b6e 0x0040576e 4   5    .text   ascii   &]|v
169  0x00004bbe 0x004057be 5   8    .text   utf8    散\rI{\e blocks=CJK Unified Ideographs,Basic Latin
170  0x00004bf0 0x004057f0 6   14   .text   utf16le \a\b\t\n\v\r
171  0x00004c08 0x00405808 8   18   .text   utf16le #+3;CScs
172  0x00004c7c 0x0040587c 4   10   .text   utf16le !1Aa
173  0x00004ce8 0x004058e8 48  49   .text   ascii   Invalid parameter passed to C runtime function.\n
174  0x00004d4d 0x0040594d 5   6    .text   ascii   ('8PW
175  0x00004d56 0x00405956 5   6    .text   ascii   700PP
176  0x00004d68 0x00405968 17  18   .text   ascii   ```hhh\b\b\axppwpp\b\b
177  0x00004db0 0x004059b0 46  94   .text   utf16le Microsoft Enhanced Cryptographic Provider v1.0
178  0x00005fa8 0x00406ba8 5   6    .text   ascii   Z06}\
179  0x00005fb1 0x00406bb1 12  13   .text   ascii   awL\:6}]27}w
180  0x00005fca 0x00406bca 4   5    .text   ascii   5v"5
181  0x0000602b 0x00406c2b 8   10   .text   utf8    SnJ,:\fû% blocks=Basic Latin,Latin-1 Supplement
182  0x0000603e 0x00406c3e 7   9    .text   utf8    \vl_gEΐ6 blocks=Basic Latin,Greek and Coptic
183  0x0000606b 0x00406c6b 7   8    .text   ascii   X\nz^oqO
184  0x00006076 0x00406c76 7   9    .text   utf8    yhqBߎ_o blocks=Basic Latin,NKo
185  0x000060f7 0x00406cf7 5   6    .text   ascii   }\aUv}
186  0x0000610e 0x00406d0e 5   7    .text   utf8    ɝ\bx8} blocks=IPA Extensions,Basic Latin
187  0x0000614e 0x00406d4e 5   7    .text   utf8    6}ܰ6} blocks=Basic Latin,Syriac
188  0x00006888 0x00407488 4   5    .text   ascii   DJ[M
189  0x00006890 0x00407490 6   7    .text   ascii   |n]M*C
190  0x000068c0 0x004074c0 4   5    .text   ascii   NFw-
191  0x0000692a 0x0040752a 4   5    .text   ascii   .so\b
192  0x00006930 0x00407530 4   5    .text   ascii   +v{0
193  0x00006947 0x00407547 7   8    .text   ascii   \a\b\t\n\v\f\r
194  0x00006960 0x00407560 95  96   .text   ascii    !"#$%&'()*+,-./0123456789:;<=>?@abcdefghijklmnopqrstuvwxyz[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
195  0x00006a47 0x00407647 7   8    .text   ascii   \a\b\t\n\v\f\r
196  0x00006a60 0x00407660 95  96   .text   ascii    !"#$%&'()*+,-./0123456789:;<=>?@abcdefghijklmnopqrstuvwxyz[\]^_`ABCDEFGHIJKLMNOPQRSTUVWXYZ{|}~
197  0x00006da3 0x004079a3 5   6    .text   ascii   #$%&'
198  0x00006db0 0x004079b0 10  11   .text   ascii   0123456789
199  0x00006dc1 0x004079c1 26  27   .text   ascii   abcdefghijklmnopqrstuvwxyz
200  0x00006dde 0x004079de 29  30   .text   ascii   ^_`abcdefghijklmnopqrstuvwxyz
201  0x00006ec1 0x00407ac1 4   5    .text   ascii   \n\v\f\r
202  0x00006ee1 0x00407ae1 4   5    .text   ascii   \n\v\f\r
203  0x00006fe2 0x00407be2 5   6    .text   ascii   :p2@4
204  0x00006fec 0x00407bec 4   5    .text   ascii   y=B=
205  0x00006ffd 0x00407bfd 4   5    .text   ascii   =E5|
206  0x00007006 0x00407c06 5   6    .text   ascii   vl\n"c
207  0x0000700c 0x00407c0c 6   7    .text   ascii   ~h:6Zf
208  0x0000704d 0x00407c4d 7   8    .text   ascii   \b\b4l9D?
209  0x0000708b 0x00407c8b 5   8    .text   utf8    ܾk&ǂE blocks=Syriac,Basic Latin,Latin Extended-B
210  0x0000709e 0x00407c9e 14  15   .text   ascii   Q0T0\0d0l0t0|0
211  0x000070d3 0x00407cd3 12  13   .text   ascii   1$1,141<1D1L
212  0x000070e4 0x00407ce4 5   6    .text   ascii   V$v\K
213  0x00007125 0x00407d25 7   8    .text   ascii   5l2t2|2
214  0x00007145 0x00407d45 4   5    .text   ascii   s\ad]
215  0x00007153 0x00407d53 19  20   .text   ascii   3$3,343<3D3L3T3\3d3
216  0x00007167 0x00407d67 8   12   .text   utf8    cK㥲o\rd,ٟ blocks=Basic Latin,CJK Unified Ideographs Extension A,Arabic
217  0x00007175 0x00407d75 5   6    .text   ascii   ^gW,\f
218  0x0000717b 0x00407d7b 5   6    .text   ascii   \bE$y.
219  0x00007194 0x00407d94 5   6    .text   ascii   &:+=b
220  0x000071d7 0x00407dd7 21  22   .text   ascii   CI/<5D5L5T5\5d5l5t5|5
221  0x000071fc 0x00407dfc 4   5    .text   ascii   F\b|
222  0x00007211 0x00407e11 9   10   .text   ascii   6$7,747<7
223  0x00007252 0x00407e52 4   5    .text   ascii   PnFH
224  0x00007260 0x00407e60 10  11   .text   ascii   [8d8l8t8|8
225  0x00007286 0x00407e86 5   7    .text   utf8    }Ӑkx! blocks=Basic Latin,Cyrillic
226  0x00007291 0x00407e91 16  17   .text   ascii   9$9,949<9D9L9T9\
227  0x000072e6 0x00407ee6 4   5    .text   ascii   ]-|:
228  0x00007310 0x00407f10 24  25   .text   ascii   \ni<D9;4;<;D;L;T;\;d;l;t;
229  0x0000732a 0x00407f2a 5   7    .text   utf8    ?ٕMh1 blocks=Basic Latin,Arabic
230  0x00007351 0x00407f51 4   5    .text   ascii   <$<,
231  0x0000735f 0x00407f5f 4   5    .text   ascii   {w$7
232  0x0000739b 0x00407f9b 15  16   .text   ascii   0L=T=\=d=l=t=|=
233  0x000073b8 0x00407fb8 4   6    .text   utf8    -gJۗ blocks=Basic Latin,Arabic
234  0x000073d1 0x00407fd1 11  12   .text   ascii   >$>,>4><>D'
235  0x0000740a 0x0040800a 5   6    .text   ascii   >:/]Q
236  0x0000747a 0x0040807a 5   7    .text   utf8    SݜT^~ blocks=Basic Latin,Arabic Supplement
237  0x00007487 0x00408087 4   6    .text   utf8    0ӺHj blocks=Basic Latin,Cyrillic
238  0x0000749e 0x0040809e 4   5    .text   ascii   ,\rNz
239  0x000074d6 0x004080d6 4   5    .text   ascii   {zm_
240  0x000074dd 0x004080dd 7   9    .text   utf8    \e0Mơ1I" blocks=Basic Latin,Latin Extended-B
241  0x000074fd 0x004080fd 6   7    .text   ascii   c7\n,5b
242  0x0000750a 0x0040810a 4   5    .text   ascii   T,`I
243  0x0000751e 0x0040811e 4   5    .text   ascii   IONZ
244  0x000075b8 0x004081b8 11  24   .text   utf16le displayName
245  0x000075ec 0x004081ec 22  46   .text   utf16le arFileInfo\Translation
246  0x0000761c 0x0040821c 27  56   .text   utf16le \StringFileInfo\%04x%04x\%s
247  0x000076a8 0x004082a8 10  22   .text   utf16le tellerplus
248  0x000076c0 0x004082c0 8   18   .text   utf16le bancline
249  0x000076d4 0x004082d4 8   18   .text   utf16le fidelity
250  0x000076e8 0x004082e8 8   18   .text   utf16le micrsolv
251  0x000076fc 0x004082fc 7   16   .text   utf16le bankman
252  0x0000770c 0x0040830c 6   14   .text   utf16le vantiv
253  0x0000771c 0x0040831c 6   14   .text   utf16le episys
254  0x0000772c 0x0040832c 10  22   .text   utf16le jack henry
255  0x00007744 0x00408344 9   20   .text   utf16le cruisenet
256  0x00007758 0x00408358 9   20   .text   utf16le gplusmain
257  0x0000776c 0x0040836c 18  38   .text   utf16le launchpadshell.exe
258  0x00007794 0x00408394 12  26   .text   utf16le dirclt32.exe
259  0x000077b0 0x004083b0 8   18   .text   utf16le wtng.exe
260  0x000077c4 0x004083c4 12  26   .text   utf16le prologue.exe
261  0x000077e0 0x004083e0 10  22   .text   utf16le silverlake
262  0x000077f8 0x004083f8 9   20   .text   utf16le pcsws.exe
263  0x0000780c 0x0040840c 10  22   .text   utf16le v48d0250s1
264  0x00007824 0x00408424 12  26   .text   utf16le fdmaster.exe
265  0x00007840 0x00408440 7   16   .text   utf16le fastdoc
266  0x00007874 0x00408474 28  29   .text   ascii   GetFileInformationByHandleEx
267  0x00007894 0x00408494 12  26   .text   utf16le kernel32.dll
268  0x000078b0 0x004084b0 26  27   .text   ascii   SetFileInformationByHandle
269  0x00007980 0x00408580 11  12   .text   ascii   gdiplus.dll
270  0x0000798c 0x0040858c 14  15   .text   ascii   GdiplusStartup
271  0x0000799c 0x0040859c 15  16   .text   ascii   GdiplusShutdown
272  0x000079ac 0x004085ac 27  28   .text   ascii   GdipCreateBitmapFromHBITMAP
273  0x000079c8 0x004085c8 16  17   .text   ascii   GdipDisposeImage
274  0x000079dc 0x004085dc 24  25   .text   ascii   GdipGetImageEncodersSize
275  0x000079f8 0x004085f8 20  21   .text   ascii   GdipGetImageEncoders
276  0x00007a10 0x00408610 21  22   .text   ascii   GdipSaveImageToStream
277  0x00007a3a 0x0040863a 5   6    .text   ascii   \$\bUV
278  0x00007a68 0x00408668 7   16   .text   utf16le DISPLAY
279  0x00007aac 0x004086ac 4   10   .text   utf16le "%s"
280  0x00007ab8 0x004086b8 7   16   .text   utf16le "%s" %s
281  0x00007ac8 0x004086c8 11  12   .text   ascii   userenv.dll
282  0x00007ad4 0x004086d4 22  23   .text   ascii   CreateEnvironmentBlock
283  0x00007aec 0x004086ec 23  24   .text   ascii   DestroyEnvironmentBlock
284  0x00007b04 0x00408704 34  35   .text   ascii   :d\r\ndel "%s"\r\nif exist "%s" goto d
285  0x00007b28 0x00408728 4   10   .text   utf16le .bat
286  0x00007b34 0x00408734 28  29   .text   ascii   @echo off\r\n%s\r\ndel /F "%s"\r\n
287  0x00007b54 0x00408754 7   16   .text   utf16le /c "%s"
288  0x00007b64 0x00408764 7   16   .text   utf16le ComSpec
289  0x00007b76 0x00408776 5   12   .text   utf16le c.tmp
290  0x00007b94 0x00408794 4   20   .text   utf32le \t\n\v\f
291  0x00007bac 0x004087ac 4   5    .text   ascii   POST
292  0x00007bb8 0x004087b8 8   9    .text   ascii   HTTP/1.1
293  0x00007bc4 0x004087c4 19  20   .text   ascii   Connection: Close\r\n
294  0x00007be0 0x004087e0 14  30   .text   utf16le SeTcbPrivilege
295  0x00007c00 0x00408800 4   10   .text   utf16le .exe
296  0x00007c4c 0x0040884c 14  15   .text   ascii   IsWow64Process
297  0x00007ce0 0x004088e0 13  14   .text   ascii   Authorization
298  0x00007cf0 0x004088f0 6   7    .text   ascii   Basic 
299  0x00007cf8 0x004088f8 11  24   .text   utf16le ProhibitDTD
300  0x00007d10 0x00408910 4   10   .text   utf16le .dat
301  0x00007d1c 0x0040891c 15  16   .text   ascii   RegDeleteKeyExW
302  0x00007d2c 0x0040892c 12  26   .text   utf16le advapi32.dll
303  0x00007d7a 0x0040897a 6   14   .text   utf16le \n \r!\r*
304  0x00007d88 0x00408988 19  40   .text   utf16le SeShutdownPrivilege
305  0x00007db0 0x004089b0 20  21   .text   ascii   SHGetKnownFolderPath
306  0x00007dc8 0x004089c8 11  24   .text   utf16le shell32.dll
307  0x00007de0 0x004089e0 14  15   .text   ascii   GetProcAddress
308  0x00007df0 0x004089f0 12  13   .text   ascii   LoadLibraryA
309  0x00007e00 0x00408a00 59  120  .text   utf16le SOFTWARE\Microsoft\Windows NT\CurrentVersion\ProfileList\%s
310  0x00007e78 0x00408a78 16  34   .text   utf16le ProfileImagePath
311  0x00007ee4 0x00408ae4 6   7    .text   ascii   script
312  0x00007eec 0x00408aec 5   6    .text   ascii   nbsp;
313  0x00007ef4 0x00408af4 12  13   .text   ascii   \n\n\n \n\n\n\n\n\n\n\n
314  0x00007f0c 0x00408b0c 14  15   .text   ascii   GetProductInfo
315  0x00007f24 0x00408b24 4   10   .text   utf16le -m%p
316  0x00007f60 0x00408b60 11  12   .text   ascii   hNPVDHKbH\N
317  0x00007fb8 0x00408bb8 38  39   .text   ascii   Gzpcgp`v@\no\xnzHjq[Sndw{l|jTDchFZEXVE
318  0x00007ff8 0x00408bf8 4   5    .text   ascii   Pvio
319  0x00008000 0x00408c00 7   8    .text   ascii   jGE^HB[
320  0x00008008 0x00408c08 6   7    .text   ascii   mEMEQL
321  0x00008021 0x00408c21 7   8    .text   ascii   #!:,&?g
322  0x00008029 0x00408c29 7   8    .text   ascii   *$)%)-%
323  0x00008035 0x00408c35 14  15   .text   ascii   '$#14n\a#/ * &,
324  0x00008045 0x00408c45 16  17   .text   ascii   4$*0$$2b\v#/$. &0
325  0x00008059 0x00408c59 6   7    .text   ascii   775%3'
326  0x000080a0 0x00408ca0 5   6    .text   ascii   l;qGG
327  0x000080a8 0x00408ca8 13  14   .text   ascii   >.-0298,>9;{+
328  0x000080b6 0x00408cb6 19  20   .text   ascii   &'8c+#9'd=5* * -%%\e
329  0x000080d8 0x00408cd8 7   8    .text   ascii   (((#)=/
330  0x0000811c 0x00408d1c 10  11   .text   ascii   W-3?#)<0$^
331  0x00008160 0x00408d60 7   8    .text   ascii   ?>dhfr)
332  0x00008174 0x00408d74 8   9    .text   ascii   =!"cy298
333  0x00008180 0x00408d80 9   10   .text   ascii   ossp1*cje
334  0x000081a0 0x00408da0 8   9    .text   ascii   gdjw_]BU
335  0x000081c0 0x00408dc0 4   5    .text   ascii   #9'7
336  0x000081d6 0x00408dd6 7   8    .text   ascii     4/1-'
337  0x000081e0 0x00408de0 11  12   .text   ascii   hkehYI{MB^@
338  0x000081ff 0x00408dff 5   6    .text   ascii   =>7:*
339  0x00008205 0x00408e05 5   6    .text   ascii   (/3**
340  0x0000820c 0x00408e0c 4   5    .text   ascii   ?# R
341  0x00008218 0x00408e18 15  16   .text   ascii   OlzhjkeYLbzlh`t
342  0x00008228 0x00408e28 12  13   .text   ascii    #=5=93$v042
343  0x000082b8 0x00408eb8 7   8    .text   ascii   ^AEBYX_
344  0x000082d8 0x00408ed8 4   5    .text   ascii   \r036
