[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d8 0x000000d8 4   5            ascii   Rich
2    0x000001e8 0x000001e8 5   6            ascii   .text
3    0x0000020f 0x0000020f 7   8            ascii   `.rdata
4    0x00000237 0x00000237 6   7            ascii   @.data
5    0x00000260 0x00000260 5   6            ascii   .rsrc
6    0x00000287 0x00000287 7   8            ascii   @.reloc
7    0x000008a3 0x100014a3 4   5    .text   ascii   <1\u
8    0x00000919 0x10001519 4   5    .text   ascii   t Sh
9    0x0000098b 0x1000158b 4   6    .text   utf8    \u\nǅ blocks=Basic Latin,Latin Extended-B
10   0x00000999 0x10001599 6   7    .text   ascii   >\u,h8
11   0x00000d75 0x10001975 4   5    .text   ascii   u98M
12   0x00000db3 0x100019b3 4   5    .text   ascii   u98M
13   0x00000df1 0x100019f1 4   5    .text   ascii   u98M
14   0x00000e54 0x10001a54 5   6    .text   ascii   E\bVWj
15   0x00000f87 0x10001b87 4   5    .text   ascii   SVW3
16   0x0000118e 0x10001d8e 4   5    .text   ascii   SVW3
17   0x00001208 0x10001e08 5   6    .text   ascii   T$%SR
18   0x00001246 0x10001e46 4   5    .text   ascii   L$(Q
19   0x000014dd 0x100020dd 5   7    .text   utf8    _^[3̸ blocks=Basic Latin,Combining Diacritical Marks
20   0x00001526 0x10002126 6   7    .text   ascii   WVWVhl
21   0x00001886 0x10002486 4   5    .text   ascii   u\bW3
22   0x00001ab5 0x100026b5 5   6    .text   ascii   PQRh8
23   0x00001b81 0x10002781 5   6    .text   ascii   E\bSVW
24   0x00001ba9 0x100027a9 5   6    .text   ascii   SjdRP
25   0x00001c86 0x10002886 4   5    .text   ascii   u\bW3
26   0x00001ee1 0x10002ae1 4   5    .text   ascii   RPQh
27   0x0000212c 0x10002d2c 4   5    .text   ascii   SSSS
28   0x0000225d 0x10002e5d 7   11   .text   utf8    ]؉EىE݉E blocks=Basic Latin,Arabic,Syriac
29   0x0000228b 0x10002e8b 4   5    .text   ascii   Qhp(
30   0x00002330 0x10002f30 4   5    .text   ascii   t$h(
31   0x00002337 0x10002f37 4   5    .text   ascii   WVhh
32   0x0000239a 0x10002f9a 4   6    .text   utf8    3ۈ\$ blocks=Basic Latin,Arabic
33   0x000023dc 0x10002fdc 4   5    .text   ascii   GaPh
34   0x000023e5 0x10002fe5 6   7    .text   ascii   L$ j\bQ
35   0x000023f1 0x10002ff1 6   7    .text   ascii   T$(Rhp
36   0x00002498 0x10003098 4   5    .text   ascii   SSSS
37   0x0000249d 0x1000309d 6   7    .text   ascii   L$$QSS
38   0x000024a4 0x100030a4 4   5    .text   ascii   T$4R
39   0x000024ec 0x100030ec 5   6    .text   ascii   D$%SP
40   0x00002508 0x10003108 4   5    .text   ascii   T$(h
41   0x00002522 0x10003122 6   7    .text   ascii   D$ Ph8
42   0x00002533 0x10003133 4   5    .text   ascii   L$$Q
43   0x00002554 0x10003154 4   5    .text   ascii   _^[3
44   0x00002575 0x10003175 4   5    .text   ascii   \bSVW
45   0x0000264e 0x1000324e 4   5    .text   ascii   SVW3
46   0x0000274b 0x1000334b 5   6    .text   ascii   u\tSh0
47   0x00002779 0x10003379 5   6    .text   ascii   u\tSh8
48   0x0000279b 0x1000339b 4   5    .text   ascii   j\h0
49   0x0000287a 0x1000347a 4   5    .text   ascii   u!Sh
50   0x00002a6a 0x1000366a 4   5    .text   ascii   D$\ff
51   0x00002a6f 0x1000366f 4   5    .text   ascii   T$\fP
52   0x00002a9c 0x1000369c 4   7    .text   utf8    \$$茢 blocks=Basic Latin,CJK Unified Ideographs
53   0x00002aae 0x100036ae 4   5    .text   ascii   D$ h
54   0x00002acd 0x100036cd 5   6    .text   ascii   L$\fQS
55   0x00002b11 0x10003711 5   7    .text   utf8    _^[3̸ blocks=Basic Latin,Combining Diacritical Marks
56   0x00002b5a 0x1000375a 4   5    .text   ascii   j\h0
57   0x00002e04 0x10003a04 4   6    .text   utf8    S3\t}
58   0x0000307a 0x10003c7a 4   6    .text   utf8    +ʍd$ blocks=Basic Latin,IPA Extensions
59   0x0000323a 0x10003e3a 4   6    .text   utf8    ɉu\b; blocks=Latin Extended-B,Basic Latin
60   0x0000328a 0x10003e8a 5   7    .text   utf8    U؋Q\fS blocks=Basic Latin,Arabic
61   0x000034e8 0x100040e8 5   6    .text   ascii   9u\b|7
62   0x0000351e 0x1000411e 7   9    .text   utf8    F;u\b~̋M blocks=Basic Latin,Combining Diacritical Marks
63   0x000035a8 0x100041a8 4   6    .text   utf8    |͋U\b blocks=Basic Latin,Combining Diacritical Marks
64   0x000038a3 0x100044a3 4   5    .text   ascii   tK;}
65   0x00003932 0x10004532 5   7    .text   utf8    E\f3ۉ} blocks=Basic Latin,Arabic
66   0x00003adf 0x100046df 4   5    .text   ascii   M\bIQ
67   0x00003c1b 0x1000481b 4   5    .text   ascii   BC@R
68   0x00003e64 0x10004a64 4   5    .text   ascii   s\f_^
69   0x00003e8d 0x10004a8d 5   6    .text   ascii   t\t_^3
70   0x00004033 0x10004c33 4   6    .text   utf8    3ۍP4 blocks=Basic Latin,Arabic
71   0x000040fb 0x10004cfb 4   5    .text   ascii   H9\ar
72   0x00004178 0x10004d78 4   5    .text   ascii   H9\ar
73   0x00004258 0x10004e58 4   5    .text   ascii   H9\ar
74   0x00004313 0x10004f13 5   7    .text   utf8    _^]Í\f blocks=Basic Latin,Latin-1 Supplement
75   0x0000433a 0x10004f3a 5   7    .text   utf8    ^]ËM\b blocks=Basic Latin,Latin-1 Supplement
76   0x0000437f 0x10004f7f 4   6    .text   utf8    \av\nǆ blocks=Basic Latin,Latin Extended-B
77   0x000045aa 0x100051aa 5   6    .text   ascii   A:Z\au
78   0x000046e9 0x100052e9 4   7    .text   utf8    Ju䍆p blocks=Basic Latin,CJK Unified Ideographs Extension A
79   0x00004750 0x10005350 5   6    .text   ascii   V\fWQV
80   0x00005486 0x10006086 5   6    .text   ascii   ;F u!
81   0x000054a1 0x100060a1 4   5    .text   ascii   ;F$u
82   0x000057cd 0x100063cd 5   7    .text   utf8    +ƍ4\b; blocks=Basic Latin,Latin Extended-B
83   0x00005911 0x10006511 4   5    .text   ascii   E\fSV
84   0x00005a09 0x10006609 4   5    .text   ascii   H49M
85   0x00005a41 0x10006641 5   6    .text   ascii   t\a=PE
86   0x00005a6a 0x1000666a 4   7    .text   utf8    ű]ȅ blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-B
87   0x00005c3d 0x1000683d 6   8    .text   utf8    ^]ËM\bP blocks=Basic Latin,Latin-1 Supplement
88   0x00005c82 0x10006882 4   5    .text   ascii   9~@s
