ii 592 64
[Strings]
nth   paddr      vaddr      len  size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
16294 0x00104c08 0x00104bc8 4    5            ascii   %xe*
16295 0x00104c3d 0x00104bfd 4    5            ascii   rp}9
16296 0x00104c45 0x00104c05 6    9            utf8    7h엟[=W blocks=Basic Latin,Hangul Syllables
16297 0x00104c97 0x00104c57 4    6            utf8    i'ٿl blocks=Basic Latin,Arabic
16298 0x00104cda 0x00104c9a 4    5            ascii   C;rI
16299 0x00104cfb 0x00104cbb 7    8            ascii   \vXo`PZI
16300 0x00104d20 0x00104ce0 4    5            ascii   ZkZb
16301 0x00104d44 0x00104d04 4    5            ascii   q>fN
16302 0x00104d7b 0x00104d3b 4    5            ascii   {_E~
16303 0x00104dc6 0x00104d86 4    6            utf8    [Lfۑ blocks=Basic Latin,Arabic
16304 0x00104e19 0x00104dd9 4    5            ascii   nnm>
16305 0x00104e24 0x00104de4 4    5            ascii   B\aR=
16306 0x00104e3f 0x00104dff 5    6            ascii   7wmm#
16307 0x00104e4b 0x00104e0b 4    5            ascii   @?/8
16308 0x00104e62 0x00104e22 5    9            utf8    꿯Աkwi blocks=Hangul Syllables,Armenian,Basic Latin
16309 0x00104e7c 0x00104e3c 5    6            ascii   *\v ,m
16310 0x00104e8a 0x00104e4a 4    5            ascii   ($*G
16311 0x00104e94 0x00104e54 4    7            utf8    ȐhN, blocks=Latin Extended-B,Basic Latin
16312 0x00104ea3 0x00104e63 8    10           utf8    kcSլmRX7 blocks=Basic Latin,Armenian
16313 0x00104edb 0x00104e9b 5    6            ascii   ),IVc
16314 0x00104ee5 0x00104ea5 4    5            ascii   &il5
16315 0x00104ef0 0x00104eb0 4    6            utf8    \bԒWq blocks=Basic Latin,Cyrillic Supplement
16316 0x00104f15 0x00104ed5 4    6            utf8    Aۻw8 blocks=Basic Latin,Arabic
16317 0x00104f27 0x00104ee7 4    5            ascii   r]9S
16318 0x00104f71 0x00104f31 4    5            ascii   K\vu9
16319 0x00104fd7 0x00104f97 5    6            ascii   {o2Y-
16320 0x00104fdf 0x00104f9f 4    5            ascii   \dr\b
16321 0x0010501c 0x00104fdc 4    5            ascii   7?\T
16322 0x00105034 0x00104ff4 4    6            utf8    ܛ=FX blocks=Syriac,Basic Latin
16323 0x00105099 0x00105059 4    5            ascii   TwZP
16324 0x001050a2 0x00105062 4    5            ascii   Bib\
16325 0x001050c3 0x00105083 4    5            ascii   3[XZ
16326 0x001050cc 0x0010508c 8    9            ascii   vN&lJT!#
16327 0x001050ff 0x001050bf 5    6            ascii   a{dw4
16328 0x0010514b 0x0010510b 4    5            ascii   ;y8$
16329 0x00105160 0x00105120 5    6            ascii   A#''<
16330 0x0010519b 0x0010515b 4    5            ascii   \n+_[
16331 0x001051b1 0x00105171 5    6            ascii   SxZky
16332 0x001051d1 0x00105191 4    6            utf8    7ϞTc blocks=Basic Latin,Greek and Coptic
16333 0x0010526f 0x0010522f 4    5            ascii   Nme3
16334 0x0010530d 0x001052cd 4    5            ascii   RMY-
16335 0x001053e3 0x001053a3 4    5            ascii   H2OR
16336 0x0010543a 0x001053fa 5    6            ascii   7<g#8
16337 0x00105467 0x00105427 6    10           utf8    +H쭖\bGʽ blocks=Basic Latin,Hangul Syllables,Spacing Modifier Letters
16338 0x00105471 0x00105431 6    7            ascii   R}M\ts;
16339 0x00105478 0x00105438 4    5            ascii   BgQQ
16340 0x00105484 0x00105444 4    5            ascii   Zi\vq
16341 0x001054e9 0x001054a9 10   13           utf8    03j2ܡ$,l\b\n blocks=Basic Latin,Syriac
16342 0x00105500 0x001054c0 4    5            ascii   qlfA
16343 0x00105513 0x001054d3 5    6            ascii   nu0R!
16344 0x00105528 0x001054e8 6    8            utf8    %F\Ғp_ blocks=Basic Latin,Cyrillic
16345 0x00105566 0x00105526 8    9            ascii   .5[[%{XD
16346 0x0010557d 0x0010553d 4    6            utf8    ]J-Ť blocks=Basic Latin,Latin Extended-A
16347 0x001055da 0x0010559a 4    6            utf8    ދ\e\aq blocks=Thaana,Basic Latin
16348 0x001055ec 0x001055ac 4    5            ascii   ]C}%
16349 0x0010561e 0x001055de 4    5            ascii   **1w
16350 0x001056bc 0x0010567c 4    5            ascii   ^d~-
16351 0x00105761 0x00105721 4    5            ascii   )p0~
16352 0x00105777 0x00105737 5    7            utf8    rX՝cO blocks=Basic Latin,Armenian
16353 0x001057ee 0x001057ae 4    5            ascii   G#\a=
16354 0x001057f3 0x001057b3 6    8            utf8    \r;3xԋt blocks=Basic Latin,Cyrillic Supplement
16355 0x00105808 0x001057c8 4    5            ascii   +yFZ
16356 0x00105815 0x001057d5 5    6            ascii   ?\r\v]_
16357 0x0010584d 0x0010580d 8    9            ascii   sukw$Q9\f
16358 0x00105889 0x00105849 4    6            utf8    :lpđ blocks=Basic Latin,Latin Extended-A
16359 0x001058c2 0x00105882 8    11           utf8    ֟s+-,\r!` blocks=Hebrew,Basic Latin
16360 0x001058e0 0x001058a0 4    5            ascii   $FS#
16361 0x001058e5 0x001058a5 5    6            ascii   ,hsMZ
16362 0x00105931 0x001058f1 4    5            ascii   .^Zn
16363 0x00105968 0x00105928 4    5            ascii   x~(d
16364 0x0010597d 0x0010593d 6    7            ascii   J\b )e=
16365 0x001059e7 0x001059a7 4    6            utf8    \n2\ɻ blocks=Basic Latin,IPA Extensions
16366 0x00105a07 0x001059c7 5    6            ascii   wWR^\
16367 0x00105a44 0x00105a04 5    6            ascii   %mJz5
16368 0x00105a4c 0x00105a0c 4    6            utf8    I%ߏ$ blocks=Basic Latin,NKo
16369 0x00105acd 0x00105a8d 7    8            ascii   x\etgq\eO
16370 0x00105adc 0x00105a9c 4    5            ascii   a4 e
16371 0x00105b29 0x00105ae9 4    5            ascii   e>`z
16372 0x00105b65 0x00105b25 8    9            ascii   }j\ro@]Rt
16373 0x00105be5 0x00105ba5 4    5            ascii   c?5_
16374 0x00105c10 0x00105bd0 4    5            ascii   Ej7Z
16375 0x00105c31 0x00105bf1 4    5            ascii   IS.A
16376 0x00105c3e 0x00105bfe 4    5            ascii   ck\e5
16377 0x00105c6c 0x00105c2c 4    7            utf8    v憋Rj blocks=Basic Latin,CJK Unified Ideographs
16378 0x00105cc6 0x00105c86 5    6            ascii   KjU:j
16379 0x00105ce6 0x00105ca6 4    5            ascii   m\vF:
16380 0x00105d12 0x00105cd2 5    7            utf8    >`sǵ] blocks=Basic Latin,Latin Extended-B
16381 0x00105d1b 0x00105cdb 4    6            utf8    #\bս) blocks=Basic Latin,Armenian
16382 0x00105d39 0x00105cf9 4    5            ascii   2Oqt
16383 0x00105d51 0x00105d11 4    7            utf8    䅟CsF blocks=CJK Unified Ideographs Extension A,Basic Latin
16384 0x00105ddd 0x00105d9d 5    6            ascii   ]OUtb
16385 0x00105de6 0x00105da6 5    6            ascii   SQ@'c
16386 0x00105dff 0x00105dbf 6    7            ascii   O?/NsV
16387 0x00105e0d 0x00105dcd 4    6            utf8    тr_h blocks=Cyrillic,Basic Latin
16388 0x00105e27 0x00105de7 4    5            ascii   mei\e
16389 0x00105e45 0x00105e05 4    5            ascii   "\aF\f
16390 0x00105e6a 0x00105e2a 4    7            utf8    ȲƲFr blocks=Latin Extended-B,Basic Latin
16391 0x00105e9b 0x00105e5b 8    10           utf8    \n/מMuTTJ blocks=Basic Latin,Hebrew
16392 0x00105ee9 0x00105ea9 4    5            ascii   DV\a\f
16393 0x00105eee 0x00105eae 7    8            ascii   @?5t4QS
16394 0x00105f81 0x00105f41 4    5            ascii   POi\r
16395 0x00105faf 0x00105f6f 7    8            ascii   Xd-+42Z
16396 0x00105fc7 0x00105f87 7    9            utf8    ZӪ7V-"I blocks=Basic Latin,Cyrillic
16397 0x00106014 0x00105fd4 4    5            ascii   x*}\b
16398 0x00106336 0x001062f6 5    6            ascii   O^H5;
16399 0x00106343 0x00106303 6    8            utf8    Ĭ0=\a=) blocks=Latin Extended-A,Basic Latin
16400 0x001064fe 0x001064be 4    5            ascii   JFIF
16401 0x0010652a 0x001064ea 39   40           ascii   '92<;8276?GZL?CUD67NkOU]`efe=KownbvZcea
16402 0x0010655f 0x0010651f 55   56           ascii   .aA7Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
16403 0x001065c5 0x00106585 5    6            ascii   \a\b\t\n\v
16404 0x001065ec 0x001065ac 5    6            ascii   Qa\a"q
16405 0x001065ff 0x001065bf 4    5            ascii   $3br
16406 0x0010660b 0x001065cb 45   46           ascii   %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz
16407 0x0010669d 0x0010665d 5    6            ascii   \a\b\t\n\v
16408 0x001066c2 0x00106682 5    6            ascii   AQ\aaq
16409 0x001066d2 0x00106692 4    5            ascii   \t#3R
16410 0x001066e6 0x001066a6 43   44           ascii   &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz
16411 0x00106773 0x00106733 4    6            utf8    w{hٙ blocks=Basic Latin,Arabic
16412 0x001067e2 0x001067a2 4    6            utf8    t\tؓk blocks=Basic Latin,Arabic
16413 0x00106802 0x001067c2 4    5            ascii   z~c<
16414 0x00106848 0x00106808 6    8            utf8    ӴqyCf> blocks=Cyrillic,Basic Latin
16415 0x00106874 0x00106834 4    5            ascii   GKsk
16416 0x00106882 0x00106842 6    9            utf8    vʑ)Ǯ\rX blocks=Basic Latin,IPA Extensions,Latin Extended-B
16417 0x001068b2 0x00106872 4    5            ascii   NN}G
16418 0x001068b7 0x00106877 4    5            ascii   V|-%
16419 0x001068d4 0x00106894 4    5            ascii   O9*w
16420 0x001068e5 0x001068a5 5    6            ascii   \nH1,q
16421 0x00106904 0x001068c4 4    5            ascii   ^iZZ
16422 0x00106925 0x001068e5 4    7            utf8    ,-H blocks=Basic Latin,Private Use Area
16423 0x0010698c 0x0010694c 5    6            ascii   ~`EFW
16424 0x0010699e 0x0010695e 4    6            utf8    Z\tԲz blocks=Basic Latin,Armenian
16425 0x001069c3 0x00106983 4    6            utf8    Fؒyq blocks=Basic Latin,Arabic
16426 0x001069dd 0x0010699d 4    5            ascii   \nH\f|
16427 0x00106a01 0x001069c1 5    6            ascii   =?\fw=
16428 0x00106a0a 0x001069ca 6    8            utf8    Qдp\t:U blocks=Basic Latin,Cyrillic
16429 0x00106a3c 0x001069fc 4    5            ascii   )_Pz
16430 0x00106a62 0x00106a22 5    6            ascii   M4G[>
16431 0x00106a6d 0x00106a2d 6    7            ascii   \r6%f\n\f
16432 0x00106ad5 0x00106a95 4    7            utf8    \ŭΡ4 blocks=Basic Latin,Latin Extended-A,Greek and Coptic
16433 0x00106b21 0x00106ae1 4    6            utf8    \e'ӬE blocks=Basic Latin,Cyrillic
16434 0x00106b4c 0x00106b0c 5    7            utf8    ܫ}a{l blocks=Syriac,Basic Latin
16435 0x00106b55 0x00106b15 6    7            ascii    r\vnR:
16436 0x00106ba7 0x00106b67 6    7            ascii   pA=py"
16437 0x00106bf8 0x00106bb8 6    7            ascii   QQwc98
16438 0x00106c71 0x00106c31 6    8            utf8    ϥa^Y$V blocks=Greek and Coptic,Basic Latin
16439 0x00106c79 0x00106c39 4    5            ascii   d[Fs
16440 0x00106cb1 0x00106c71 6    9            utf8    cy㹃BY" blocks=Basic Latin,CJK Unified Ideographs Extension A
16441 0x00106cf0 0x00106cb0 4    6            utf8    }GלP blocks=Basic Latin,Hebrew
16442 0x00106d00 0x00106cc0 4    5            ascii   $B;6
16443 0x00106d2b 0x00106ceb 4    6            utf8    jb]\r
16444 0x00106d50 0x00106d10 4    5            ascii   @w88
16445 0x00106d81 0x00106d41 4    5            ascii   km4i
16446 0x00106d93 0x00106d53 5    6            ascii   7PFA\a
16447 0x00106dbe 0x00106d7e 5    8            utf8    Vڛʗ;d blocks=Basic Latin,Arabic,IPA Extensions
16448 0x00106deb 0x00106dab 4    6            utf8    :ˢ:k blocks=Basic Latin,Spacing Modifier Letters
16449 0x00106e07 0x00106dc7 5    7            utf8    Nj̐hv blocks=Basic Latin,Combining Diacritical Marks
16450 0x00106e2c 0x00106dec 4    6            utf8    )\fNŜ blocks=Basic Latin,Latin Extended-A
16451 0x00106e9e 0x00106e5e 4    5            ascii   L,\v2
16452 0x00106eb5 0x00106e75 4    5            ascii   K\e[9
16453 0x00106ee1 0x00106ea1 4    6            utf8    }@ϯJ blocks=Basic Latin,Greek and Coptic
16454 0x00106eec 0x00106eac 4    5            ascii   \r7II
16455 0x00106f0e 0x00106ece 6    7            ascii   bw.G*3
16456 0x00106f35 0x00106ef5 4    5            ascii   Iluo
16457 0x00106f6f 0x00106f2f 5    6            ascii   Eso\f"
16458 0x00106fad 0x00106f6d 4    5            ascii   GHd\e
16459 0x00106fc0 0x00106f80 7    9            utf8    ޛ\fz+A\vK blocks=Thaana,Basic Latin
16460 0x00107048 0x00107008 5    6            ascii   VMDJa
16461 0x00107065 0x00107025 4    6            utf8    E;ܦQ blocks=Basic Latin,Syriac
16462 0x0010708d 0x0010704d 4    6            utf8     \a˞I blocks=Basic Latin,Spacing Modifier Letters
16463 0x00107093 0x00107053 4    6            utf8    zsި} blocks=Basic Latin,Thaana
16464 0x00107123 0x001070e3 6    7            ascii   u/"o"$
16465 0x0010715d 0x0010711d 4    5            ascii   X|<B
16466 0x00107186 0x00107146 4    5            ascii    6@S
16467 0x0010719e 0x0010715e 5    6            ascii   \(#*x
16468 0x001071ae 0x0010716e 4    5            ascii   \Hf!
16469 0x001071ee 0x001071ae 4    5            ascii   Wy,v
16470 0x00107204 0x001071c4 4    5            ascii   PF,\b
16471 0x0010724d 0x0010720d 5    6            ascii   {\nB4x
16472 0x00107272 0x00107232 4    5            ascii   K23H
16473 0x00107278 0x00107238 4    6            utf8    ZF-ӓ blocks=Basic Latin,Cyrillic
16474 0x0010727e 0x0010723e 4    5            ascii   rzp}
16475 0x00107290 0x00107250 4    6            utf8    6aAݍ blocks=Basic Latin,Syriac
16476 0x0010733a 0x001072fa 4    5            ascii   D,#e
16477 0x00107373 0x00107333 4    5            ascii   I\fn\
16478 0x001073d3 0x00107393 4    6            utf8    LǨC` blocks=Basic Latin,Latin Extended-B
16479 0x001073e2 0x001073a2 7    9            utf8    r͎A98<z blocks=Basic Latin,Combining Diacritical Marks
16480 0x001073eb 0x001073ab 5    6            ascii   `wnkk
16481 0x0010740e 0x001073ce 7    10           utf8    ܣyz\e۲o( blocks=Syriac,Basic Latin,Arabic
16482 0x00107418 0x001073d8 5    7            utf8    Ž:`gq blocks=Latin Extended-A,Basic Latin
16483 0x00107426 0x001073e6 4    6            utf8    kn4ɢ blocks=Basic Latin,IPA Extensions
16484 0x0010742c 0x001073ec 4    6            utf8    \+ȥa blocks=Basic Latin,Latin Extended-B
16485 0x00107443 0x00107403 4    5            ascii   #Ghc
16486 0x0010744a 0x0010740a 4    5            ascii   4oh\
16487 0x00107460 0x00107420 6    7            ascii   _<Z\fwI
16488 0x0010747e 0x0010743e 4    5            ascii   \6:s
16489 0x00107491 0x00107451 6    10           utf8    ڹ(n~Ϩ۴ blocks=Arabic,Basic Latin,Greek and Coptic
16490 0x001074bf 0x0010747f 4    6            utf8    ˟N:R blocks=Spacing Modifier Letters,Basic Latin
16491 0x001074d5 0x00107495 4    5            ascii   F\v:I
16492 0x0010756e 0x0010752e 4    6            utf8    wЫ_C blocks=Basic Latin,Cyrillic
16493 0x001075c3 0x00107583 4    7            utf8    5}<聤 blocks=Basic Latin,CJK Unified Ideographs
16494 0x001075da 0x0010759a 5    6            ascii   Fk}\a_
16495 0x001075f7 0x001075b7 4    6            utf8    x=O>
16496 0x001076f8 0x001076b8 4    5            ascii   9K;C
16497 0x00107768 0x00107728 4    6            utf8    }ĸE& blocks=Basic Latin,Latin Extended-A
16498 0x001077a8 0x00107768 4    5            ascii   BnWR
16499 0x001077ce 0x0010778e 4    5            ascii   \t%F:
16500 0x001077e0 0x001077a0 4    5            ascii   fkY0
16501 0x001077ee 0x001077ae 5    6            ascii   p\ep$\f
16502 0x00107858 0x00107818 9    12           utf8    VvZCItଓb& blocks=Basic Latin,Oriya
16503 0x00107890 0x00107850 6    8            utf8    ,q[|Ҩb blocks=Basic Latin,Cyrillic
16504 0x001078d2 0x00107892 4    6            utf8    Hï&= blocks=Basic Latin,Latin-1 Supplement
16505 0x00107914 0x001078d4 5    7            utf8    "H@9ٻ blocks=Basic Latin,Arabic
16506 0x001079a2 0x00107962 4    5            ascii   5pXq
16507 0x001079ce 0x0010798e 5    6            ascii   im"<@
16508 0x001079e6 0x001079a6 4    5            ascii   }JkK
16509 0x001079eb 0x001079ab 4    5            ascii   ,8Qq
16510 0x001079f2 0x001079b2 4    5            ascii   6xn;
16511 0x00107a48 0x00107a08 4    5            ascii   w\eI?
16512 0x00107a7b 0x00107a3b 6    8            utf8    ̒Mnd%n blocks=Combining Diacritical Marks,Basic Latin
16513 0x00107ae8 0x00107aa8 5    8            utf8    ܷV0ܴ: blocks=Syriac,Basic Latin
16514 0x00107af1 0x00107ab1 5    6            ascii   0;JHV
16515 0x00107b59 0x00107b19 6    9            utf8    rIct,⿶ blocks=Basic Latin,Ideographic Description Characters
16516 0x00107bac 0x00107b6c 5    6            ascii   Bg$\ft
16517 0x00107bd1 0x00107b91 4    5            ascii   TE_$
16518 0x00107be4 0x00107ba4 4    5            ascii   _-ba
16519 0x00107bfc 0x00107bbc 7    8            ascii   q#LV2cy
16520 0x00107c1b 0x00107bdb 4    5            ascii   C3\ab
16521 0x00107c29 0x00107be9 4    5            ascii   Zi]1
16522 0x00107c71 0x00107c31 4    5            ascii   qY\bR
16523 0x00107cb1 0x00107c71 4    5            ascii   9Rpz
16524 0x00107d3d 0x00107cfd 5    6            ascii   GNq]f
16525 0x00107d62 0x00107d22 6    7            ascii   4Q\a'n;
16526 0x00107d86 0x00107d46 5    7            utf8    2ʀ/@0 blocks=Basic Latin,IPA Extensions
16527 0x00107dd4 0x00107d94 4    6            utf8    \a\cޒ blocks=Basic Latin,Thaana
16528 0x00107de6 0x00107da6 8    9            ascii   4;Yo/\fS$
16529 0x00107e34 0x00107df4 5    6            ascii   F`D-#
16530 0x00107e64 0x00107e24 4    6            utf8    Ü}A# blocks=Latin-1 Supplement,Basic Latin
16531 0x00107e79 0x00107e39 4    5            ascii   lw`q
16532 0x00107ee8 0x00107ea8 8    9            ascii   \e~b\b=z\fg
16533 0x00107f79 0x00107f39 4    5            ascii   Ik<|
16534 0x00107f9c 0x00107f5c 4    7            utf8    $҅PĮ blocks=Basic Latin,Cyrillic,Latin Extended-A
16535 0x00107ffc 0x00107fbc 4    5            ascii   _!*i
16536 0x00108023 0x00107fe3 4    5            ascii   is\e*
16537 0x00108042 0x00108002 6    7            ascii   q`[?6\e
16538 0x0010804e 0x0010800e 4    5            ascii   [kk{
16539 0x001080ab 0x0010806b 6    7            ascii   T\ah\b&)
16540 0x001080c6 0x00108086 5    6            ascii   S4W2D
16541 0x001080e5 0x001080a5 6    7            ascii   lhvl!U
16542 0x00108115 0x001080d5 4    5            ascii   ]A'q
16543 0x00108146 0x00108106 4    5            ascii   i[t\f
16544 0x0010814b 0x0010810b 5    7            utf8    6\nWw͂ blocks=Basic Latin,Combining Diacritical Marks
16545 0x00108195 0x00108155 4    5            ascii   +;4k
16546 0x001081a6 0x00108166 7    9            utf8    Nޥ:oY_C blocks=Basic Latin,Thaana
16547 0x001081b5 0x00108175 6    7            ascii   \vu8pv'
16548 0x00108204 0x001081c4 4    5            ascii   $LT7
16549 0x0010823b 0x001081fb 5    6            ascii   H\an\vq
16550 0x0010828f 0x0010824f 7    8            ascii   $fgU\)#
16551 0x001082a6 0x00108266 4    5            ascii   ul6H
16552 0x001082c0 0x00108280 4    5            ascii   {9re
16553 0x001082d7 0x00108297 10   11           ascii   &xa"5ie'h+
16554 0x00108338 0x001082f8 4    5            ascii   {uI6
16555 0x0010839a 0x0010835a 5    7            utf8    #P˸c< blocks=Basic Latin,Spacing Modifier Letters
16556 0x0010840e 0x001083ce 8    9            ascii   c\fSit$c?
16557 0x0010841a 0x001083da 5    6            ascii   Z)/;~
16558 0x0010846d 0x0010842d 4    5            ascii   <Coo
16559 0x001084a0 0x00108460 6    8            utf8    o$Ȣ\vy" blocks=Basic Latin,Latin Extended-B
16560 0x001084b5 0x00108475 5    7            utf8    UΘmU' blocks=Basic Latin,Greek and Coptic
16561 0x0010850b 0x001084cb 5    9            utf8    ~RH㎟ʤ blocks=Basic Latin,CJK Compatibility,IPA Extensions
16562 0x00108535 0x001084f5 5    6            ascii   eF?)Y
16563 0x00108549 0x00108509 6    7            ascii   \twqspY
16564 0x0010857b 0x0010853b 4    6            utf8    H" ʌ blocks=Basic Latin,IPA Extensions
16565 0x00108588 0x00108548 4    6            utf8    Zgیv blocks=Basic Latin,Arabic
16566 0x0010859f 0x0010855f 5    7            utf8    ?*µK3 blocks=Basic Latin,Latin-1 Supplement
16567 0x00108617 0x001085d7 5    7            utf8    ܉p/\fh blocks=Syriac,Basic Latin
16568 0x00108684 0x00108644 4    5            ascii   FYT*
16569 0x0010869f 0x0010865f 5    6            ascii   LrR2y
16570 0x001086dc 0x0010869c 5    8            utf8    k8ಹiJ blocks=Basic Latin,Kannada
16571 0x001086e6 0x001086a6 4    5            ascii   y \es
16572 0x001086f3 0x001086b3 4    5            ascii   ;Tpj
16573 0x0010871a 0x001086da 6    7            ascii   /\fK4?3
16574 0x00108722 0x001086e2 4    5            ascii   0\e\ns
16575 0x0010873f 0x001086ff 6    7            ascii   ?\no\v\v%
16576 0x0010875f 0x0010871f 5    6            ascii   +rZKV
16577 0x00108765 0x00108725 4    5            ascii   neE+
16578 0x0010876d 0x0010872d 4    5            ascii   ?/z>
16579 0x0010880c 0x001087cc 4    5            ascii   e+M$
16580 0x00108835 0x001087f5 4    5            ascii   8<`t
16581 0x00108860 0x00108820 4    5            ascii   HY:n
16582 0x0010886d 0x0010882d 4    6            utf8    JTԤk blocks=Basic Latin,Cyrillic Supplement
16583 0x001088b2 0x00108872 7    8            ascii   IJ\r;?O>
16584 0x001088ce 0x0010888e 5    7            utf8    ,q@wn
16585 0x001088f8 0x001088b8 4    5            ascii   n`S#
16586 0x001088fd 0x001088bd 4    5            ascii   ,.f-
16587 0x0010897b 0x0010893b 4    6            utf8    JևZY blocks=Basic Latin,Armenian
16588 0x001089d8 0x00108998 4    5            ascii   MJH,
16589 0x001089eb 0x001089ab 4    5            ascii   ASM\n
16590 0x00108a22 0x001089e2 4    6            utf8    ʑnTo blocks=IPA Extensions,Basic Latin
16591 0x00108a4a 0x00108a0a 6    7            ascii   C[_M<v
16592 0x00108a93 0x00108a53 4    5            ascii   lia 
16593 0x00108b39 0x00108af9 4    5            ascii   4_7\f
16594 0x00108bdb 0x00108b9b 4    7            utf8    d㑟JQ blocks=Basic Latin,CJK Unified Ideographs Extension A
16595 0x00108bf7 0x00108bb7 4    5            ascii   dQDd
16596 0x00108c89 0x00108c49 4    5            ascii   a>bG
16597 0x00108d44 0x00108d04 4    6            utf8    zl8ѵ blocks=Basic Latin,Cyrillic
16598 0x00108d66 0x00108d26 4    5            ascii   =}jK
16599 0x00108dc9 0x00108d89 4    5            ascii   --oo
16600 0x00108e12 0x00108dd2 4    5            ascii   A\fwV
16601 0x00108e24 0x00108de4 4    5            ascii   \a<~=
16602 0x00108e8f 0x00108e4f 4    5            ascii   N-#Q
16603 0x00108e97 0x00108e57 5    6            ascii   4)1I#
16604 0x00108ead 0x00108e6d 9    10           ascii   Y._y->[?^
16605 0x00108ec6 0x00108e86 5    8            utf8    Y̒%PC blocks=Basic Latin,Combining Diacritical Marks
16606 0x00108ee0 0x00108ea0 4    5            ascii   /t\O
16607 0x00108f0b 0x00108ecb 4    6            utf8    5֕t{ blocks=Basic Latin,Hebrew
16608 0x00108f11 0x00108ed1 5    7            utf8    =ыO8d blocks=Basic Latin,Cyrillic
16609 0x00108f35 0x00108ef5 7    8            ascii   l/lmtXf
16610 0x00108f89 0x00108f49 6    7            ascii    8R0rA
16611 0x00108f98 0x00108f58 4    5            ascii   /zs'
16612 0x00108fdf 0x00108f9f 4    5            ascii   |:c 
16613 0x00108ff9 0x00108fb9 7    8            ascii   in!\rncf
16614 0x0010902f 0x00108fef 6    7            ascii   5y\v\f.z
16615 0x0010905f 0x0010901f 5    6            ascii   Vc )$
16616 0x00109065 0x00109025 5    6            ascii   on?AN
16617 0x00109071 0x00109031 5    6            ascii   \v,01*
16618 0x00109083 0x00109043 4    5            ascii   'u{m
16619 0x0010909f 0x0010905f 4    5            ascii   w?&-
16620 0x001090a7 0x00109067 4    5            ascii   r8 f
16621 0x001090c3 0x00109083 5    7            utf8    svڲ\vK blocks=Basic Latin,Arabic
16622 0x001090dd 0x0010909d 5    7            utf8    ^0I4Ĳ blocks=Basic Latin,Latin Extended-A
16623 0x00109113 0x001090d3 5    6            ascii   Z7eUp
16624 0x00109127 0x001090e7 5    6            ascii   ]Kws,
16625 0x0010914d 0x0010910d 6    10           utf8    ۙG?x秷N blocks=Arabic,Basic Latin,CJK Unified Ideographs
16626 0x001091a1 0x00109161 4    5            ascii   JfO1
16627 0x001091cc 0x0010918c 7    8            ascii   ?fBy#s\f
16628 0x001091e3 0x001091a3 5    6            ascii   Q9*PR
16629 0x0010920c 0x001091cc 4    5            ascii   _FW@
16630 0x0010925c 0x0010921c 5    6            ascii   }.+{8
16631 0x00109270 0x00109230 5    10           utf8    ѭo/ἐȲ blocks=Cyrillic,Basic Latin,Greek Extended,Latin Extended-B
16632 0x001092ab 0x0010926b 4    5            ascii   #BSW
16633 0x001092cd 0x0010928d 5    6            ascii   >q:\t%
16634 0x001092d3 0x00109293 5    6            ascii   yS)\ao
16635 0x001093cf 0x0010938f 4    5            ascii   ZRki
16636 0x00109425 0x001093e5 5    6            ascii   E4~W3
16637 0x0010943f 0x001093ff 4    5            ascii   p#!v
16638 0x00109445 0x00109405 7    9            utf8    %I\n}9ϭX blocks=Basic Latin,Greek and Coptic
16639 0x001094b5 0x00109475 4    5            ascii   N^)C
16640 0x001094cf 0x0010948f 6    9            utf8    C{vd@테 blocks=Basic Latin,Hangul Syllables
16641 0x001094d8 0x00109498 4    5            ascii   #\ahb
16642 0x001094f4 0x001094b4 4    7            utf8    ]ؼRۻ blocks=Basic Latin,Arabic
16643 0x00109503 0x001094c3 5    6            ascii   +>\eCq
16644 0x0010951d 0x001094dd 4    5            ascii   /cuk
16645 0x0010953e 0x001094fe 6    8            utf8    n<ÉPLs blocks=Basic Latin,Latin-1 Supplement
16646 0x0010956d 0x0010952d 4    5            ascii   sdg$
16647 0x0010958a 0x0010954a 4    6            utf8    ֙{|5 blocks=Hebrew,Basic Latin
16648 0x001095a5 0x00109565 4    6            utf8    iu˘` blocks=Basic Latin,Spacing Modifier Letters
16649 0x001095b1 0x00109571 5    6            ascii   7Fo,)
16650 0x001095c8 0x00109588 5    7            utf8    !ʢqi> blocks=Basic Latin,IPA Extensions
16651 0x001095de 0x0010959e 4    5            ascii   I#.X
16652 0x0010966c 0x0010962c 4    5            ascii   $/^x
16653 0x00109673 0x00109633 4    6            utf8    ƻw$^ blocks=Latin Extended-B,Basic Latin
16654 0x0010968e 0x0010964e 4    5            ascii   z!y\v
16655 0x001096ca 0x0010968a 4    5            ascii   X?R1
16656 0x00109743 0x00109703 6    7            ascii   [uBW=H
16657 0x0010975f 0x0010971f 4    5            ascii   \f@n\a
16658 0x00109769 0x00109729 4    5            ascii   o-u)
16659 0x00109799 0x00109759 4    7            utf8    <ҍ:ѵ blocks=Basic Latin,Cyrillic
16660 0x001097ae 0x0010976e 4    5            ascii   nEqk
16661 0x001097c8 0x00109788 6    7            ascii   JM[Om2
16662 0x001097db 0x0010979b 4    5            ascii   eG\eA
