[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3924 0x0002f8e4 0x100310e4 4   5    .rdata  ascii   \bp\a`
3925 0x0002f978 0x10031178 4   5    .rdata  ascii   \vb\aP
3926 0x0002fbca 0x100313ca 8   9    .rdata  ascii   \rp\f`\vP\n0
3927 0x0002fc8c 0x1003148c 6   7    .rdata  ascii   \tp\b`\aP
3928 0x00031840 0x10033040 5   24   .rdata  utf32le p𠀡󷐀𤘐𤘟 blocks=Basic Latin,CJK Unified Ideographs Extension B,Supplementary Private Use Area-A
3929 0x0003273a 0x10033f3a 5   6    .rdata  ascii   Sleep
3930 0x00032742 0x10033f42 12  13   .rdata  ascii   LoadLibraryA
3931 0x00032752 0x10033f52 14  15   .rdata  ascii   GetProcAddress
3932 0x00032764 0x10033f64 8   9    .rdata  ascii   lstrlenA
3933 0x00032770 0x10033f70 19  20   .rdata  ascii   WideCharToMultiByte
3934 0x00032786 0x10033f86 19  20   .rdata  ascii   MultiByteToWideChar
3935 0x0003279c 0x10033f9c 12  13   .rdata  ascii   GetLastError
3936 0x000327ac 0x10033fac 14  15   .rdata  ascii   CompareStringA
3937 0x000327be 0x10033fbe 10  11   .rdata  ascii   GetVersion
3938 0x000327ca 0x10033fca 12  13   .rdata  ascii   KERNEL32.dll
3939 0x000327d8 0x10033fd8 10  11   .rdata  ascii   USER32.dll
3940 0x000327e6 0x10033fe6 18  19   .rdata  ascii   PathFindExtensionA
3941 0x000327fc 0x10033ffc 17  18   .rdata  ascii   PathFindFileNameA
3942 0x0003280e 0x1003400e 11  12   .rdata  ascii   SHLWAPI.dll
3943 0x0003281c 0x1003401c 25  26   .rdata  ascii   CreateStdAccessibleObject
3944 0x00032838 0x10034038 17  18   .rdata  ascii   LresultFromObject
3945 0x0003284a 0x1003404a 10  11   .rdata  ascii   OLEACC.dll
3946 0x00032858 0x10034058 16  17   .rdata  ascii   GetModuleHandleA
3947 0x0003286c 0x1003406c 16  17   .rdata  ascii   GlobalDeleteAtom
3948 0x00032880 0x10034080 11  12   .rdata  ascii   FreeLibrary
3949 0x0003288e 0x1003408e 11  12   .rdata  ascii   GlobalAlloc
3950 0x0003289c 0x1003409c 8   9    .rdata  ascii   lstrcmpA
3951 0x000328a8 0x100340a8 10  11   .rdata  ascii   GlobalLock
3952 0x000328b6 0x100340b6 14  15   .rdata  ascii   SizeofResource
3953 0x000328c8 0x100340c8 12  13   .rdata  ascii   LockResource
3954 0x000328d8 0x100340d8 12  13   .rdata  ascii   LoadResource
3955 0x000328e8 0x100340e8 13  14   .rdata  ascii   FindResourceA
3956 0x000328f8 0x100340f8 14  15   .rdata  ascii   GetLocaleInfoA
3957 0x0003290a 0x1003410a 18  19   .rdata  ascii   GetModuleFileNameA
3958 0x00032920 0x10034120 22  23   .rdata  ascii   EnumResourceLanguagesA
3959 0x0003293a 0x1003413a 20  21   .rdata  ascii   ConvertDefaultLocale
3960 0x00032952 0x10034152 18  19   .rdata  ascii   GetCurrentThreadId
3961 0x00032968 0x10034168 16  17   .rdata  ascii   GetCurrentThread
3962 0x0003297c 0x1003417c 12  13   .rdata  ascii   SetLastError
3963 0x0003298c 0x1003418c 9   10   .rdata  ascii   LocalFree
3964 0x00032998 0x10034198 14  15   .rdata  ascii   FormatMessageA
3965 0x000329aa 0x100341aa 12  13   .rdata  ascii   GlobalUnlock
3966 0x000329ba 0x100341ba 10  11   .rdata  ascii   GlobalFree
3967 0x000329c8 0x100341c8 18  19   .rdata  ascii   GetModuleFileNameW
3968 0x000329de 0x100341de 10  11   .rdata  ascii   LocalAlloc
3969 0x000329ec 0x100341ec 20  21   .rdata  ascii   LeaveCriticalSection
3970 0x00032a04 0x10034204 11  12   .rdata  ascii   TlsGetValue
3971 0x00032a12 0x10034212 20  21   .rdata  ascii   EnterCriticalSection
3972 0x00032a2a 0x1003422a 25  26   .rdata  ascii   InitializeCriticalSection
3973 0x00032a46 0x10034246 8   9    .rdata  ascii   TlsAlloc
3974 0x00032a52 0x10034252 13  14   .rdata  ascii   GlobalReAlloc
3975 0x00032a62 0x10034262 12  13   .rdata  ascii   GlobalHandle
3976 0x00032a72 0x10034272 11  12   .rdata  ascii   TlsSetValue
3977 0x00032a80 0x10034280 12  13   .rdata  ascii   LocalReAlloc
3978 0x00032a90 0x10034290 21  22   .rdata  ascii   DeleteCriticalSection
3979 0x00032aa8 0x100342a8 7   8    .rdata  ascii   TlsFree
3980 0x00032ab2 0x100342b2 11  12   .rdata  ascii   CloseHandle
3981 0x00032ac0 0x100342c0 12  13   .rdata  ascii   SetErrorMode
3982 0x00032ad0 0x100342d0 26  27   .rdata  ascii   WritePrivateProfileStringA
3983 0x00032aee 0x100342ee 11  12   .rdata  ascii   GlobalFlags
3984 0x00032afc 0x100342fc 14  15   .rdata  ascii   GlobalAddAtomA
3985 0x00032b0e 0x1003430e 19  20   .rdata  ascii   GetCurrentProcessId
3986 0x00032b24 0x10034324 13  14   .rdata  ascii   GetVersionExA
3987 0x00032b34 0x10034334 8   9    .rdata  ascii   lstrcmpW
3988 0x00032b40 0x10034340 15  16   .rdata  ascii   GlobalFindAtomA
3989 0x00032b52 0x10034352 18  19   .rdata  ascii   GlobalGetAtomNameA
3990 0x00032b68 0x10034368 8   9    .rdata  ascii   ReadFile
3991 0x00032b74 0x10034374 9   10   .rdata  ascii   WriteFile
3992 0x00032b80 0x10034380 14  15   .rdata  ascii   SetFilePointer
3993 0x00032b92 0x10034392 16  17   .rdata  ascii   FlushFileBuffers
3994 0x00032ba6 0x100343a6 15  16   .rdata  ascii   GetThreadLocale
3995 0x00032bb8 0x100343b8 17  18   .rdata  ascii   GetCurrentProcess
3996 0x00032bcc 0x100343cc 11  12   .rdata  ascii   CreateFileA
3997 0x00032bda 0x100343da 9   10   .rdata  ascii   GetCPInfo
3998 0x00032be6 0x100343e6 8   9    .rdata  ascii   GetOEMCP
3999 0x00032bf2 0x100343f2 8   9    .rdata  ascii   HeapFree
4000 0x00032bfe 0x100343fe 9   10   .rdata  ascii   HeapAlloc
4001 0x00032c0a 0x1003440a 11  12   .rdata  ascii   HeapReAlloc
4002 0x00032c18 0x10034418 11  12   .rdata  ascii   FlsSetValue
4003 0x00032c26 0x10034426 15  16   .rdata  ascii   GetCommandLineA
4004 0x00032c38 0x10034438 14  15   .rdata  ascii   GetProcessHeap
4005 0x00032c4a 0x1003444a 22  23   .rdata  ascii   RtlLookupFunctionEntry
4006 0x00032c64 0x10034464 11  12   .rdata  ascii   RtlUnwindEx
4007 0x00032c72 0x10034472 11  12   .rdata  ascii   ExitProcess
4008 0x00032c80 0x10034480 14  15   .rdata  ascii   RaiseException
4009 0x00032c92 0x10034492 17  18   .rdata  ascii   RtlPcToFileHeader
4010 0x00032ca6 0x100344a6 8   9    .rdata  ascii   HeapSize
4011 0x00032cb2 0x100344b2 16  17   .rdata  ascii   TerminateProcess
4012 0x00032cc6 0x100344c6 24  25   .rdata  ascii   UnhandledExceptionFilter
4013 0x00032ce2 0x100344e2 27  28   .rdata  ascii   SetUnhandledExceptionFilter
4014 0x00032d00 0x10034500 17  18   .rdata  ascii   IsDebuggerPresent
4015 0x00032d14 0x10034514 16  17   .rdata  ascii   RtlVirtualUnwind
4016 0x00032d28 0x10034528 17  18   .rdata  ascii   RtlCaptureContext
4017 0x00032d3c 0x1003453c 11  12   .rdata  ascii   FlsGetValue
4018 0x00032d4a 0x1003454a 7   8    .rdata  ascii   FlsFree
4019 0x00032d54 0x10034554 8   9    .rdata  ascii   FlsAlloc
4020 0x00032d60 0x10034560 18  19   .rdata  ascii   HeapSetInformation
4021 0x00032d76 0x10034576 10  11   .rdata  ascii   HeapCreate
4022 0x00032d84 0x10034584 11  12   .rdata  ascii   HeapDestroy
4023 0x00032d92 0x10034592 12  13   .rdata  ascii   GetStdHandle
4024 0x00032da2 0x100345a2 14  15   .rdata  ascii   SetHandleCount
4025 0x00032db4 0x100345b4 11  12   .rdata  ascii   GetFileType
4026 0x00032dc2 0x100345c2 15  16   .rdata  ascii   GetStartupInfoA
4027 0x00032dd4 0x100345d4 23  24   .rdata  ascii   FreeEnvironmentStringsA
4028 0x00032dee 0x100345ee 21  22   .rdata  ascii   GetEnvironmentStrings
4029 0x00032e06 0x10034606 23  24   .rdata  ascii   FreeEnvironmentStringsW
4030 0x00032e20 0x10034620 22  23   .rdata  ascii   GetEnvironmentStringsW
4031 0x00032e3a 0x1003463a 23  24   .rdata  ascii   QueryPerformanceCounter
4032 0x00032e54 0x10034654 12  13   .rdata  ascii   GetTickCount
4033 0x00032e64 0x10034664 23  24   .rdata  ascii   GetSystemTimeAsFileTime
4034 0x00032e7e 0x1003467e 6   7    .rdata  ascii   GetACP
4035 0x00032e88 0x10034688 12  13   .rdata  ascii   GetConsoleCP
4036 0x00032e98 0x10034698 14  15   .rdata  ascii   GetConsoleMode
4037 0x00032eaa 0x100346aa 12  13   .rdata  ascii   LCMapStringA
4038 0x00032eba 0x100346ba 12  13   .rdata  ascii   LCMapStringW
4039 0x00032eca 0x100346ca 14  15   .rdata  ascii   GetStringTypeA
4040 0x00032edc 0x100346dc 14  15   .rdata  ascii   GetStringTypeW
4041 0x00032eee 0x100346ee 12  13   .rdata  ascii   SetStdHandle
4042 0x00032efe 0x100346fe 13  14   .rdata  ascii   WriteConsoleA
4043 0x00032f0e 0x1003470e 18  19   .rdata  ascii   GetConsoleOutputCP
4044 0x00032f24 0x10034724 13  14   .rdata  ascii   WriteConsoleW
4045 0x00032f34 0x10034734 15  16   .rdata  ascii   PostQuitMessage
4046 0x00032f46 0x10034746 12  13   .rdata  ascii   PostMessageA
4047 0x00032f56 0x10034756 10  11   .rdata  ascii   GetSubMenu
4048 0x00032f64 0x10034764 16  17   .rdata  ascii   GetMenuItemCount
4049 0x00032f78 0x10034778 13  14   .rdata  ascii   GetMenuItemID
4050 0x00032f88 0x10034788 12  13   .rdata  ascii   GetMenuState
4051 0x00032f98 0x10034798 19  20   .rdata  ascii   UnhookWindowsHookEx
4052 0x00032fae 0x100347ae 12  13   .rdata  ascii   ValidateRect
4053 0x00032fbe 0x100347be 12  13   .rdata  ascii   GetCursorPos
4054 0x00032fce 0x100347ce 12  13   .rdata  ascii   PeekMessageA
4055 0x00032fde 0x100347de 11  12   .rdata  ascii   GetKeyState
4056 0x00032fec 0x100347ec 12  13   .rdata  ascii   SendMessageA
4057 0x00032ffc 0x100347fc 15  16   .rdata  ascii   IsWindowVisible
4058 0x0003300e 0x1003480e 15  16   .rdata  ascii   GetActiveWindow
4059 0x00033020 0x10034820 16  17   .rdata  ascii   DispatchMessageA
4060 0x00033034 0x10034834 16  17   .rdata  ascii   TranslateMessage
4061 0x00033048 0x10034848 11  12   .rdata  ascii   GetMessageA
4062 0x00033056 0x10034856 14  15   .rdata  ascii   CallNextHookEx
4063 0x00033068 0x10034868 17  18   .rdata  ascii   SetWindowsHookExA
4064 0x0003307c 0x1003487c 16  17   .rdata  ascii   UnregisterClassA
4065 0x00033090 0x10034890 13  14   .rdata  ascii   CheckMenuItem
4066 0x000330a0 0x100348a0 14  15   .rdata  ascii   EnableMenuItem
4067 0x000330b2 0x100348b2 11  12   .rdata  ascii   ModifyMenuA
4068 0x000330c0 0x100348c0 9   10   .rdata  ascii   GetParent
4069 0x000330cc 0x100348cc 8   9    .rdata  ascii   GetFocus
4070 0x000330d8 0x100348d8 11  12   .rdata  ascii   LoadBitmapA
4071 0x000330e6 0x100348e6 26  27   .rdata  ascii   GetMenuCheckMarkDimensions
4072 0x00033104 0x10034904 18  19   .rdata  ascii   SetMenuItemBitmaps
4073 0x0003311a 0x1003491a 9   10   .rdata  ascii   SetCursor
4074 0x00033126 0x10034926 14  15   .rdata  ascii   SetWindowTextA
4075 0x00033138 0x10034938 14  15   .rdata  ascii   GetWindowTextA
4076 0x0003314a 0x1003494a 8   9    .rdata  ascii   PtInRect
4077 0x00033156 0x10034956 13  14   .rdata  ascii   GetClassNameA
4078 0x00033166 0x10034966 14  15   .rdata  ascii   GetWindowLongA
4079 0x00033178 0x10034978 13  14   .rdata  ascii   GetWindowRect
4080 0x00033188 0x10034988 12  13   .rdata  ascii   GetDlgCtrlID
4081 0x00033198 0x10034998 9   10   .rdata  ascii   GetWindow
4082 0x000331a4 0x100349a4 14  15   .rdata  ascii   ClientToScreen
4083 0x000331b6 0x100349b6 11  12   .rdata  ascii   MessageBoxA
4084 0x000331c4 0x100349c4 12  13   .rdata  ascii   EnableWindow
4085 0x000331d4 0x100349d4 15  16   .rdata  ascii   IsWindowEnabled
4086 0x000331e6 0x100349e6 18  19   .rdata  ascii   GetLastActivePopup
4087 0x000331fc 0x100349fc 24  25   .rdata  ascii   GetWindowThreadProcessId
4088 0x00033218 0x10034a18 14  15   .rdata  ascii   TabbedTextOutA
4089 0x0003322a 0x10034a2a 9   10   .rdata  ascii   DrawTextA
4090 0x00033236 0x10034a36 11  12   .rdata  ascii   DrawTextExA
4091 0x00033244 0x10034a44 11  12   .rdata  ascii   GrayStringA
4092 0x00033252 0x10034a52 5   6    .rdata  ascii   GetDC
4093 0x0003325a 0x10034a5a 9   10   .rdata  ascii   ReleaseDC
4094 0x00033266 0x10034a66 11  12   .rdata  ascii   GetSysColor
4095 0x00033274 0x10034a74 16  17   .rdata  ascii   GetSysColorBrush
4096 0x00033288 0x10034a88 16  17   .rdata  ascii   GetSystemMetrics
4097 0x0003329c 0x10034a9c 11  12   .rdata  ascii   LoadCursorA
4098 0x000332aa 0x10034aaa 18  19   .rdata  ascii   GetWindowPlacement
4099 0x000332c0 0x10034ac0 8   9    .rdata  ascii   IsIconic
4100 0x000332cc 0x10034acc 21  22   .rdata  ascii   SystemParametersInfoA
4101 0x000332e4 0x10034ae4 12  13   .rdata  ascii   SetWindowPos
4102 0x000332f4 0x10034af4 15  16   .rdata  ascii   CallWindowProcA
4103 0x00033306 0x10034b06 14  15   .rdata  ascii   DefWindowProcA
4104 0x00033318 0x10034b18 8   9    .rdata  ascii   CopyRect
4105 0x00033324 0x10034b24 18  19   .rdata  ascii   AdjustWindowRectEx
4106 0x0003333a 0x10034b3a 14  15   .rdata  ascii   RegisterClassA
4107 0x0003334c 0x10034b4c 13  14   .rdata  ascii   GetClassInfoA
4108 0x0003335c 0x10034b5c 15  16   .rdata  ascii   GetClassInfoExA
4109 0x0003336e 0x10034b6e 15  16   .rdata  ascii   CreateWindowExA
4110 0x00033380 0x10034b80 7   8    .rdata  ascii   GetMenu
4111 0x0003338a 0x10034b8a 13  14   .rdata  ascii   GetClientRect
4112 0x0003339a 0x10034b9a 19  20   .rdata  ascii   SetForegroundWindow
4113 0x000333b0 0x10034bb0 15  16   .rdata  ascii   MapWindowPoints
4114 0x000333c2 0x10034bc2 13  14   .rdata  ascii   GetMessagePos
4115 0x000333d2 0x10034bd2 14  15   .rdata  ascii   GetMessageTime
4116 0x000333e4 0x10034be4 17  18   .rdata  ascii   SetWindowLongPtrA
4117 0x000333f8 0x10034bf8 17  18   .rdata  ascii   GetWindowLongPtrA
4118 0x0003340c 0x10034c0c 13  14   .rdata  ascii   DestroyWindow
4119 0x0003341c 0x10034c1c 12  13   .rdata  ascii   GetTopWindow
4120 0x0003342c 0x10034c2c 10  11   .rdata  ascii   GetDlgItem
4121 0x0003343a 0x10034c3a 19  20   .rdata  ascii   GetForegroundWindow
4122 0x00033450 0x10034c50 8   9    .rdata  ascii   IsWindow
4123 0x0003345c 0x10034c5c 11  12   .rdata  ascii   RemovePropA
4124 0x0003346a 0x10034c6a 8   9    .rdata  ascii   GetPropA
4125 0x00033476 0x10034c76 8   9    .rdata  ascii   SetPropA
4126 0x00033482 0x10034c82 16  17   .rdata  ascii   GetClassLongPtrA
4127 0x00033496 0x10034c96 13  14   .rdata  ascii   GetClassLongA
4128 0x000334a6 0x10034ca6 10  11   .rdata  ascii   GetCapture
4129 0x000334b4 0x10034cb4 8   9    .rdata  ascii   WinHelpA
4130 0x000334c0 0x10034cc0 9   10   .rdata  ascii   LoadIconA
4131 0x000334cc 0x10034ccc 22  23   .rdata  ascii   RegisterWindowMessageA
4132 0x000334e6 0x10034ce6 10  11   .rdata  ascii   ShowWindow
4133 0x000334f4 0x10034cf4 11  12   .rdata  ascii   DestroyMenu
4134 0x00033502 0x10034d02 13  14   .rdata  ascii   GetDeviceCaps
4135 0x00033512 0x10034d12 12  13   .rdata  ascii   CreateBitmap
4136 0x00033522 0x10034d22 12  13   .rdata  ascii   DeleteObject
4137 0x00033532 0x10034d32 6   7    .rdata  ascii   SaveDC
4138 0x0003353c 0x10034d3c 9   10   .rdata  ascii   RestoreDC
4139 0x00033548 0x10034d48 10  11   .rdata  ascii   SetBkColor
4140 0x00033556 0x10034d56 12  13   .rdata  ascii   SetTextColor
4141 0x00033566 0x10034d66 10  11   .rdata  ascii   SetMapMode
4142 0x00033574 0x10034d74 10  11   .rdata  ascii   GetClipBox
4143 0x00033582 0x10034d82 9   10   .rdata  ascii   PtVisible
4144 0x0003358e 0x10034d8e 11  12   .rdata  ascii   RectVisible
4145 0x0003359c 0x10034d9c 8   9    .rdata  ascii   TextOutA
4146 0x000335a8 0x10034da8 11  12   .rdata  ascii   ExtTextOutA
4147 0x000335b6 0x10034db6 6   7    .rdata  ascii   Escape
4148 0x000335c0 0x10034dc0 12  13   .rdata  ascii   SelectObject
4149 0x000335d0 0x10034dd0 16  17   .rdata  ascii   SetViewportOrgEx
4150 0x000335e4 0x10034de4 19  20   .rdata  ascii   OffsetViewportOrgEx
4151 0x000335fa 0x10034dfa 16  17   .rdata  ascii   SetViewportExtEx
4152 0x0003360e 0x10034e0e 18  19   .rdata  ascii   ScaleViewportExtEx
4153 0x00033624 0x10034e24 14  15   .rdata  ascii   SetWindowExtEx
4154 0x00033636 0x10034e36 16  17   .rdata  ascii   ScaleWindowExtEx
4155 0x0003364a 0x10034e4a 8   9    .rdata  ascii   DeleteDC
4156 0x00033656 0x10034e56 14  15   .rdata  ascii   GetStockObject
4157 0x00033666 0x10034e66 9   10   .rdata  ascii   GDI32.dll
4158 0x00033672 0x10034e72 12  13   .rdata  ascii   ClosePrinter
4159 0x00033682 0x10034e82 19  20   .rdata  ascii   DocumentPropertiesA
4160 0x00033698 0x10034e98 12  13   .rdata  ascii   OpenPrinterA
4161 0x000336a6 0x10034ea6 12  13   .rdata  ascii   WINSPOOL.DRV
4162 0x000336b6 0x10034eb6 11  12   .rdata  ascii   RegCloseKey
4163 0x000336c4 0x10034ec4 16  17   .rdata  ascii   RegQueryValueExA
4164 0x000336d8 0x10034ed8 13  14   .rdata  ascii   RegOpenKeyExA
4165 0x000336e8 0x10034ee8 11  12   .rdata  ascii   RegOpenKeyA
4166 0x000336f6 0x10034ef6 15  16   .rdata  ascii   RegCreateKeyExA
4167 0x00033708 0x10034f08 14  15   .rdata  ascii   RegSetValueExA
4168 0x0003371a 0x10034f1a 13  14   .rdata  ascii   RegDeleteKeyA
4169 0x0003372a 0x10034f2a 11  12   .rdata  ascii   RegEnumKeyA
4170 0x00033738 0x10034f38 14  15   .rdata  ascii   RegQueryValueA
4171 0x00033748 0x10034f48 12  13   .rdata  ascii   ADVAPI32.dll
4172 0x00033756 0x10034f56 12  13   .rdata  ascii   OLEAUT32.dll
4173 0x000337ac 0x10034fac 7   8    .rdata  ascii   dll.dll
4174 0x000337b4 0x10034fb4 27  28   .rdata  ascii   ??4Cdll@@QEAAAEAV0@AEBV0@@Z
4175 0x000337d0 0x10034fd0 11  12   .rdata  ascii   RunDllEntry
4176 0x00033930 0x10035130 13  14   .data   ascii   .?AVCWinApp@@
4177 0x00033950 0x10035150 16  17   .data   ascii   .?AVCWinThread@@
4178 0x00033978 0x10035178 16  17   .data   ascii   .?AVCCmdTarget@@
4179 0x000339a0 0x100351a0 13  14   .data   ascii   .?AVCObject@@
4180 0x000339c0 0x100351c0 23  24   .data   ascii   .PEAVCMemoryException@@
4181 0x000339e8 0x100351e8 23  24   .data   ascii   .PEAVCSimpleException@@
4182 0x00033a10 0x10035210 17  18   .data   ascii   .PEAVCException@@
4183 0x00033a38 0x10035238 14  15   .data   ascii   .PEAVCObject@@
4184 0x00033a58 0x10035258 5   6    .data   ascii   .PEAX
4185 0x00033a70 0x10035270 27  28   .data   ascii   .PEAVCInvalidArgException@@
4186 0x00033aa0 0x100352a0 22  23   .data   ascii   .?AVCMemoryException@@
4187 0x00033ac8 0x100352c8 22  23   .data   ascii   .?AVCSimpleException@@
4188 0x00033af0 0x100352f0 16  17   .data   ascii   .?AVCException@@
4189 0x00033b18 0x10035318 28  29   .data   ascii   .?AVCNotSupportedException@@
4190 0x00033b48 0x10035348 26  27   .data   ascii   .?AVCInvalidArgException@@
4191 0x00033d60 0x10035560 19  20   .data   ascii   .?AVCOleException@@
4192 0x00033d88 0x10035588 20  21   .data   ascii   .PEAVCOleException@@
4193 0x00033db0 0x100355b0 23  24   .data   ascii   .?AV_AFX_THREAD_STATE@@
4194 0x00033dd8 0x100355d8 20  21   .data   ascii   .?AVCNoTrackObject@@
4195 0x00033e00 0x10035600 29  30   .data   ascii   .?AVAFX_MODULE_THREAD_STATE@@
4196 0x00033e30 0x10035630 22  23   .data   ascii   .?AVAFX_MODULE_STATE@@
4197 0x00033e58 0x10035658 30  31   .data   ascii   .?AVCDllIsolationWrapperBase@@
4198 0x00033e88 0x10035688 20  21   .data   ascii   .?AVCComCtlWrapper@@
4199 0x00033eb0 0x100356b0 21  22   .data   ascii   .?AVCCommDlgWrapper@@
4200 0x00033ed8 0x100356d8 28  29   .data   ascii   .?AV_AFX_BASE_MODULE_STATE@@
4201 0x00033f08 0x10035708 17  18   .data   ascii   .?AUCThreadData@@
4202 0x00033f30 0x10035730 16  17   .data   ascii   .?AVCHandleMap@@
4203 0x00033f60 0x10035760 12  13   .data   ascii   .?AVCCmdUI@@
4204 0x00033f80 0x10035780 21  22   .data   ascii   .PEAVCUserException@@
4205 0x00033fa8 0x100357a8 24  25   .data   ascii   .?AVCResourceException@@
4206 0x00033fd8 0x100357d8 20  21   .data   ascii   .?AVCUserException@@
4207 0x00034000 0x10035800 16  17   .data   ascii   .?AVCGdiObject@@
4208 0x00034028 0x10035828 9   10   .data   ascii   .?AVCDC@@
4209 0x00034048 0x10035848 19  20   .data   ascii   .?AVCAfxStringMgr@@
4210 0x00034070 0x10035870 23  24   .data   ascii   .?AUIAtlStringMgr@ATL@@
4211 0x000340c0 0x100358c0 14  15   .data   ascii   .?AUIUnknown@@
4212 0x000340e0 0x100358e0 18  19   .data   ascii   .?AVCMapPtrToPtr@@
4213 0x00034200 0x10035a00 22  23   .data   ascii   .?AVXAccessible@CWnd@@
4214 0x00034228 0x10035a28 28  29   .data   ascii   .?AVXAccessibleServer@CWnd@@
4215 0x00034258 0x10035a58 10  11   .data   ascii   .?AVCWnd@@
4216 0x00034278 0x10035a78 16  17   .data   ascii   .?AVCTestCmdUI@@
4217 0x000342a0 0x10035aa0 25  26   .data   ascii   .?AV_AFX_HTMLHELP_STATE@@
4218 0x000342d0 0x10035ad0 56  57   .data   ascii   .?AV?$IAccessibleProxyImpl@VCAccessibleProxy@ATL@@@ATL@@
4219 0x00034320 0x10035b20 17  18   .data   ascii   .?AUIAccessible@@
4220 0x00034348 0x10035b48 15  16   .data   ascii   .?AUIDispatch@@
4221 0x00034368 0x10035b68 22  23   .data   ascii   .?AUIAccessibleProxy@@
4222 0x00034390 0x10035b90 45  46   .data   ascii   .?AV?$CMFCComObject@VCAccessibleProxy@ATL@@@@
4223 0x000343d0 0x10035bd0 26  27   .data   ascii   .?AVCAccessibleProxy@ATL@@
4224 0x00034400 0x10035c00 57  58   .data   ascii   .?AV?$CComObjectRootEx@VCComSingleThreadModel@ATL@@@ATL@@
4225 0x00034450 0x10035c50 28  29   .data   ascii   .?AVCComObjectRootBase@ATL@@
4226 0x00034480 0x10035c80 16  17   .data   ascii   .?AUIOleWindow@@
4227 0x000344a8 0x10035ca8 11  12   .data   ascii   .?AVCMenu@@
4228 0x000344c8 0x10035cc8 24  25   .data   ascii   .PEAVCArchiveException@@
4229 0x000344f8 0x10035cf8 23  24   .data   ascii   .?AVCArchiveException@@
4230 0x00034550 0x10035d50 16  17   .data   ascii   .?AVCByteArray@@
