[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
5798 0x0006b17a 0x0046bd7a 4   5    .data   ascii   hf|J
5799 0x0006b1cf 0x0046bdcf 4   7    .data   utf8    KڛڶH blocks=Basic Latin,Arabic
5800 0x0006b1f6 0x0046bdf6 4   5    .data   ascii   \tFi1
5801 0x0006b261 0x0046be61 4   5    .data   ascii   \ffGy
5802 0x0006b284 0x0046be84 4   5    .data   ascii   |Hl<
5803 0x0006b290 0x0046be90 4   5    .data   ascii   |Hd<
5804 0x0006b296 0x0046be96 4   5    .data   ascii   GF!<
5805 0x0006b2c0 0x0046bec0 4   6    .data   utf8    .hMן blocks=Basic Latin,Hebrew
5806 0x0006b2d4 0x0046bed4 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
5807 0x0006b314 0x0046bf14 4   6    .data   utf8    ڐK:I blocks=Arabic,Basic Latin
5808 0x0006b31d 0x0046bf1d 4   5    .data   ascii   fK:I
5809 0x0006b36e 0x0046bf6e 6   7    .data   ascii   K\fIgC@
5810 0x0006b3f5 0x0046bff5 6   8    .data   utf8    ̺EiRE> blocks=Combining Diacritical Marks,Basic Latin
5811 0x0006b434 0x0046c034 4   6    .data   utf8    ڐK:I blocks=Arabic,Basic Latin
5812 0x0006b43d 0x0046c03d 4   5    .data   ascii   fK:I
5813 0x0006b4db 0x0046c0db 4   5    .data   ascii   @Kb<
5814 0x0006b4e1 0x0046c0e1 4   5    .data   ascii   Evdm
5815 0x0006b4e7 0x0046c0e7 4   5    .data   ascii   ECN<
5816 0x0006b4ef 0x0046c0ef 4   6    .data   utf8    bԼC@ blocks=Basic Latin,Armenian
5817 0x0006b50b 0x0046c10b 5   7    .data   utf8    ؽDFhm blocks=Arabic,Basic Latin
5818 0x0006b513 0x0046c113 4   5    .data   ascii   GCN<
5819 0x0006b519 0x0046c119 4   5    .data   ascii   GFdm
5820 0x0006b51f 0x0046c11f 4   5    .data   ascii   GCb<
5821 0x0006b536 0x0046c136 4   5    .data   ascii   M\biD
5822 0x0006b557 0x0046c157 4   6    .data   utf8    ݓJ5N blocks=Arabic Supplement,Basic Latin
5823 0x0006b604 0x0046c204 4   5    .data   ascii   ~\vM\b
5824 0x0006b654 0x0046c254 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
5825 0x0006b732 0x0046c332 5   6    .data   ascii   K\fI7C
5826 0x0006ba57 0x0046c657 5   8    .data   utf8    ̓\fĘiJ blocks=Combining Diacritical Marks,Basic Latin,Latin Extended-A
5827 0x0006ba7b 0x0046c67b 5   8    .data   utf8    ̓\fȘiJ blocks=Combining Diacritical Marks,Basic Latin,Latin Extended-B
5828 0x0006bae1 0x0046c6e1 5   6    .data   ascii   2E\t~\e
5829 0x0006bf13 0x0046cb13 4   5    .data   ascii   \f~3f
5830 0x0006bf44 0x0046cb44 4   5    .data   ascii   ~1M\r
5831 0x0006c07e 0x0046cc7e 4   6    .data   utf8    iM\e̛ blocks=Basic Latin,Combining Diacritical Marks
5832 0x0006c1f6 0x0046cdf6 4   6    .data   utf8    ̿#GH blocks=Combining Diacritical Marks,Basic Latin
5833 0x0006c282 0x0046ce82 4   5    .data   ascii   E<#G
5834 0x0006c2a5 0x0046cea5 4   5    .data   ascii   dfG9
5835 0x0006c2d2 0x0046ced2 4   6    .data   utf8    ̿#Gx blocks=Combining Diacritical Marks,Basic Latin
5836 0x0006c34e 0x0046cf4e 4   5    .data   ascii   7|HD
5837 0x0006c354 0x0046cf54 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
5838 0x0006c3aa 0x0046cfaa 6   8    .data   utf8    L݇B\rK. blocks=Basic Latin,Syriac
5839 0x0006c3fe 0x0046cffe 4   5    .data   ascii   7|HD
5840 0x0006c404 0x0046d004 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
5841 0x0006c467 0x0046d067 4   6    .data   utf8    ̞7Cu blocks=Combining Diacritical Marks,Basic Latin
5842 0x0006c474 0x0046d074 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
5843 0x0006c524 0x0046d124 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
5844 0x0006c59d 0x0046d19d 4   5    .data   ascii   :E\t@
5845 0x0006c694 0x0046d294 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
5846 0x0006c6d9 0x0046d2d9 5   7    .data   utf8    fG-M\f
5847 0x0006c78a 0x0046d38a 4   5    .data   ascii   ob1C
5848 0x0006c908 0x0046d508 4   5    .data   ascii   ~~M\b
5849 0x0006c933 0x0046d533 5   6    .data   ascii   f|>p\f
5850 0x0006ca57 0x0046d657 4   5    .data   ascii   :~\bK
5851 0x0006ca98 0x0046d698 4   7    .data   utf8    @HJ blocks=Basic Latin,Private Use Area
5852 0x0006cc89 0x0046d889 4   6    .data   utf8    ̥?\\v blocks=Combining Diacritical Marks,Basic Latin
5853 0x0006cca6 0x0046d8a6 4   6    .data   utf8    L݇kG blocks=Basic Latin,Syriac
5854 0x0006ccf3 0x0046d8f3 5   7    .data   utf8    ݇kGxI blocks=Syriac,Basic Latin
5855 0x0006cd3f 0x0046d93f 4   5    .data   ascii   :~\bK
5856 0x0006cdc2 0x0046d9c2 4   5    .data   ascii   E\v#E
5857 0x0006cdeb 0x0046d9eb 5   6    .data   ascii   \fn\nK\f
5858 0x0006ce51 0x0046da51 4   6    .data   utf8    L\bȂM blocks=Basic Latin,Latin Extended-B
5859 0x0006ce6c 0x0046da6c 4   5    .data   ascii   ~~Gp
5860 0x0006cea6 0x0046daa6 4   5    .data   ascii   E\eHR
5861 0x0006cf4c 0x0046db4c 4   6    .data   utf8    #E{ȭ blocks=Basic Latin,Latin Extended-B
5862 0x0006d08a 0x0046dc8a 4   5    .data   ascii   K\biD
5863 0x0006d151 0x0046dd51 4   5    .data   ascii   iMP9
5864 0x0006d33d 0x0046df3d 4   6    .data   utf8    ̺f|B blocks=Combining Diacritical Marks,Basic Latin
5865 0x0006d6b2 0x0046e2b2 5   7    .data   utf8    H5I^͘ blocks=Basic Latin,Combining Diacritical Marks
5866 0x0006d6f7 0x0046e2f7 4   6    .data   utf8    \ԵM\b blocks=Basic Latin,Armenian
5867 0x0006d785 0x0046e385 4   6    .data   utf8    E̼~H blocks=Basic Latin,Combining Diacritical Marks
5868 0x0006d832 0x0046e432 6   8    .data   utf8    K\fIƄGy blocks=Basic Latin,Latin Extended-B
5869 0x0006d860 0x0046e460 4   8    .data   utf8    y߱C blocks=Basic Latin,Private Use Area,NKo
5870 0x0006d87d 0x0046e47d 4   6    .data   utf8    E̼~H blocks=Basic Latin,Combining Diacritical Marks
5871 0x0006db2d 0x0046e72d 4   5    .data   ascii   :E\t@
5872 0x0006dd77 0x0046e977 5   7    .data   utf8    EˋE\v| blocks=Basic Latin,Spacing Modifier Letters
5873 0x0006ded5 0x0046ead5 4   5    .data   ascii   \fd<L
5874 0x0006dedb 0x0046eadb 4   5    .data   ascii   fv6W
5875 0x0006df05 0x0046eb05 4   6    .data   utf8    غd]Y blocks=Arabic,Basic Latin
5876 0x0006df55 0x0046eb55 4   6    .data   utf8    E̼~H blocks=Basic Latin,Combining Diacritical Marks
5877 0x0006e0cf 0x0046eccf 4   6    .data   utf8    ̞?Ca blocks=Combining Diacritical Marks,Basic Latin
5878 0x0006e133 0x0046ed33 4   5    .data   ascii   :~\vK
5879 0x0006e205 0x0046ee05 4   6    .data   utf8    L\bȂM blocks=Basic Latin,Latin Extended-B
5880 0x0006e221 0x0046ee21 4   6    .data   utf8    L\bȂM blocks=Basic Latin,Latin Extended-B
5881 0x0006e34d 0x0046ef4d 4   6    .data   utf8    E̼~M blocks=Basic Latin,Combining Diacritical Marks
5882 0x0006e411 0x0046f011 4   6    .data   utf8    L\bȂM blocks=Basic Latin,Latin Extended-B
5883 0x0006e646 0x0046f246 5   8    .data   utf8    ϛhB!ŋ blocks=Greek and Coptic,Basic Latin,Latin Extended-A
5884 0x0006e7cd 0x0046f3cd 4   5    .data   ascii   E\nC\r
5885 0x0006e8a0 0x0046f4a0 5   7    .data   utf8    #E\n#G
5886 0x0006e8fd 0x0046f4fd 4   5    .data   ascii   E\nC\r
5887 0x0006e938 0x0046f538 4   5    .data   ascii   ~\vM\b
5888 0x0006eb0f 0x0046f70f 4   7    .data   utf8    f@~ blocks=Basic Latin,Private Use Area
5889 0x0006eb23 0x0046f723 4   5    .data   ascii   EiYb
5890 0x0006eb5d 0x0046f75d 4   6    .data   utf8    bϺHJ blocks=Basic Latin,Greek and Coptic
5891 0x0006ecfc 0x0046f8fc 4   6    .data   utf8    Ԙbd} blocks=Cyrillic Supplement,Basic Latin
5892 0x0006ee25 0x0046fa25 4   6    .data   utf8    ̼f|z blocks=Combining Diacritical Marks,Basic Latin
5893 0x0006ee73 0x0046fa73 5   6    .data   ascii   f|>p\f
5894 0x0006ef97 0x0046fb97 4   5    .data   ascii   :~\bK
5895 0x0006efd8 0x0046fbd8 4   7    .data   utf8    @HJ blocks=Basic Latin,Private Use Area
5896 0x0006f05c 0x0046fc5c 4   5    .data   ascii   ~~Gp
5897 0x0006f1a4 0x0046fda4 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
5898 0x0006f1e7 0x0046fde7 4   6    .data   utf8    KڛiE blocks=Basic Latin,Arabic
5899 0x0006f206 0x0046fe06 6   7    .data   ascii   K\fI>~@
5900 0x0006f22f 0x0046fe2f 4   5    .data   ascii   :#Gx
5901 0x0006f2f6 0x0046fef6 4   5    .data   ascii   E\v#E
5902 0x0006f31f 0x0046ff1f 5   6    .data   ascii   \fn\nK\f
5903 0x0006f3a4 0x0046ffa4 4   5    .data   ascii   ~~Gp
5904 0x0006f419 0x00470019 4   6    .data   utf8    E̿~8 blocks=Basic Latin,Combining Diacritical Marks
5905 0x0006f59e 0x0047019e 5   6    .data   ascii   E>~;\t
5906 0x0006f60d 0x0047020d 5   8    .data   utf8    E>Er楉 blocks=Basic Latin,CJK Unified Ideographs
5907 0x0006f616 0x00470216 5   6    .data   ascii   K\bi@x
5908 0x0006f861 0x00470461 4   6    .data   utf8    ̺f|B blocks=Combining Diacritical Marks,Basic Latin
5909 0x0006f966 0x00470566 4   6    .data   utf8    K\fIɼ blocks=Basic Latin,IPA Extensions
5910 0x0006fac1 0x004706c1 4   5    .data   ascii   E\nC\r
5911 0x0006fc72 0x00470872 5   9    .data   utf8    K\fIü䞜 blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs Extension A
5912 0x0006fd33 0x00470933 4   6    .data   utf8    n#Mγ blocks=Basic Latin,Greek and Coptic
5913 0x0006fd43 0x00470943 4   7    .data   utf8    f@~ blocks=Basic Latin,Private Use Area
5914 0x0006fd57 0x00470957 4   5    .data   ascii   Eiyb
5915 0x0006fdb2 0x004709b2 4   6    .data   utf8    K\bï blocks=Basic Latin,Combining Diacritical Marks
5916 0x0006ff54 0x00470b54 4   5    .data   ascii   ~9dN
5917 0x0007002e 0x00470c2e 4   5    .data   ascii   G^i1
5918 0x00070164 0x00470d64 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
5919 0x000701f5 0x00470df5 4   5    .data   ascii   :E\t@
5920 0x000702c4 0x00470ec4 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
5921 0x000703af 0x00470faf 5   9    .data   utf8    4@߰C blocks=Basic Latin,Private Use Area,NKo
5922 0x000704ae 0x004710ae 4   5    .data   ascii   E\v#E
5923 0x0007059d 0x0047119d 4   6    .data   utf8    L\bȂM blocks=Basic Latin,Latin Extended-B
5924 0x00070608 0x00471208 4   5    .data   ascii   ~6K5
5925 0x000706ed 0x004712ed 4   6    .data   utf8    E̼~H blocks=Basic Latin,Combining Diacritical Marks
5926 0x0007073d 0x0047133d 5   6    .data   ascii   8\tFi1
5927 0x0007092d 0x0047152d 4   6    .data   utf8    L\bȂM blocks=Basic Latin,Latin Extended-B
5928 0x00070ad7 0x004716d7 4   5    .data   ascii   h#Gx
5929 0x00070b00 0x00471700 4   5    .data   ascii   ~6M\b
5930 0x00070cba 0x004718ba 6   9    .data   utf8    ̉V\bʉV\b blocks=Combining Diacritical Marks,Basic Latin,IPA Extensions
5931 0x00070d29 0x00471929 4   5    .data   ascii   B\nC\r
5932 0x00070d7d 0x0047197d 4   6    .data   utf8    L\bȂM blocks=Basic Latin,Latin Extended-B
5933 0x00070d9d 0x0047199d 4   6    .data   utf8    L\bȂM blocks=Basic Latin,Latin Extended-B
5934 0x00070de2 0x004719e2 5   9    .data   utf8    K\fIü䎳 blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs Extension A
5935 0x00070ecf 0x00471acf 4   5    .data   ascii   U~\fC
5936 0x00070f45 0x00471b45 4   5    .data   ascii   E<f~
5937 0x00070fbf 0x00471bbf 4   5    .data   ascii   bQE@
5938 0x00070fcd 0x00471bcd 4   6    .data   utf8    L\bȂM blocks=Basic Latin,Latin Extended-B
5939 0x00070fe9 0x00471be9 4   6    .data   utf8    L\bȂM blocks=Basic Latin,Latin Extended-B
5940 0x00071032 0x00471c32 4   6    .data   utf8    K\fIü blocks=Basic Latin,Latin-1 Supplement
5941 0x000710da 0x00471cda 5   9    .data   utf8    K\fIü䖲 blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs Extension A
5942 0x00071172 0x00471d72 4   5    .data   ascii   \tFi1
5943 0x00071192 0x00471d92 4   6    .data   utf8    K\fIü blocks=Basic Latin,Latin-1 Supplement
5944 0x00071242 0x00471e42 5   9    .data   utf8    K\fIü䮲 blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs Extension A
5945 0x000712af 0x00471eaf 4   5    .data   ascii   C\tME
5946 0x000713f7 0x00471ff7 4   5    .data   ascii   Eisb
5947 0x00071432 0x00472032 4   6    .data   utf8    K\fIü blocks=Basic Latin,Latin-1 Supplement
5948 0x000714b4 0x004720b4 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
5949 0x000714c6 0x004720c6 4   6    .data   utf8    M\fץ= blocks=Basic Latin,Hebrew
5950 0x000714da 0x004720da 4   6    .data   utf8    L݇kG blocks=Basic Latin,Syriac
5951 0x00071934 0x00472534 4   6    .data   utf8    ڐK:I blocks=Arabic,Basic Latin
5952 0x0007199b 0x0047259b 4   5    .data   ascii   \a#G@
5953 0x000719db 0x004725db 4   5    .data   ascii   :#Gx
5954 0x00071a6c 0x0047266c 4   5    .data   ascii   n1M4
5955 0x00071aa4 0x004726a4 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
5956 0x00071b2c 0x0047272c 4   5    .data   ascii   n1M4
5957 0x00071bc8 0x004727c8 4   5    .data   ascii   ~\vCu
5958 0x00071c11 0x00472811 4   6    .data   utf8    L\bȂM blocks=Basic Latin,Latin Extended-B
5959 0x00071c2d 0x0047282d 4   6    .data   utf8    L\bȂM blocks=Basic Latin,Latin Extended-B
5960 0x00071d12 0x00472912 5   7    .data   utf8    ̶~\aCx blocks=Combining Diacritical Marks,Basic Latin
5961 0x00071d3e 0x0047293e 6   7    .data   ascii   E!~\bfE
5962 0x00071d68 0x00472968 4   5    .data   ascii   n1M4
5963 0x00071db0 0x004729b0 4   5    .data   ascii   ~~WL
5964 0x00071fb5 0x00472bb5 4   5    .data   ascii   E\rE1
5965 0x000720d3 0x00472cd3 4   6    .data   utf8    f|އM blocks=Basic Latin,Thaana
5966 0x000720e5 0x00472ce5 6   8    .data   utf8    ̥?^AK\a blocks=Combining Diacritical Marks,Basic Latin
5967 0x0007216a 0x00472d6a 4   6    .data   utf8    K\fIü blocks=Basic Latin,Latin-1 Supplement
5968 0x000721dd 0x00472ddd 4   5    .data   ascii   fK\fI
5969 0x00072304 0x00472f04 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
5970 0x000723ed 0x00472fed 4   5    .data   ascii   fK:I
5971 0x000725a1 0x004731a1 4   5    .data   ascii   E=CA
5972 0x00072629 0x00473229 4   6    .data   utf8    E̼~O blocks=Basic Latin,Combining Diacritical Marks
5973 0x000726a4 0x004732a4 4   7    .data   utf8    @~G blocks=Basic Latin,Private Use Area
5974 0x000726b7 0x004732b7 4   6    .data   utf8    bߢC@ blocks=Basic Latin,NKo
5975 0x0007277d 0x0047337d 4   6    .data   utf8    L\bȂM blocks=Basic Latin,Latin Extended-B
5976 0x0007278f 0x0047338f 4   8    .data   utf8    ̼͊~O blocks=Combining Diacritical Marks,Basic Latin
5977 0x000727d6 0x004733d6 5   9    .data   utf8    K\fIü䂍 blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs Extension A
5978 0x00072872 0x00473472 5   9    .data   utf8    K\fIü䞈 blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs Extension A
5979 0x00072896 0x00473496 4   5    .data   ascii   E\r\7
5980 0x0007289d 0x0047349d 4   5    .data   ascii   bNCA
5981 0x0007292a 0x0047352a 4   6    .data   utf8    K\fIü blocks=Basic Latin,Latin-1 Supplement
5982 0x00072983 0x00473583 4   6    .data   utf8    Kڛ\tM blocks=Basic Latin,Arabic
5983 0x00072992 0x00473592 4   6    .data   utf8    K\fIü blocks=Basic Latin,Latin-1 Supplement
5984 0x00072a16 0x00473616 4   5    .data   ascii   \tMi1
5985 0x00072a32 0x00473632 4   6    .data   utf8    K\fIü blocks=Basic Latin,Latin-1 Supplement
5986 0x00072aa2 0x004736a2 4   6    .data   utf8    K\fIü blocks=Basic Latin,Latin-1 Supplement
5987 0x00072ada 0x004736da 4   5    .data   ascii   \tMi1
5988 0x00072b42 0x00473742 5   9    .data   utf8    K\fIü䮏 blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs Extension A
5989 0x00072bfa 0x004737fa 4   6    .data   utf8    K\fIü blocks=Basic Latin,Latin-1 Supplement
5990 0x00072c32 0x00473832 4   5    .data   ascii   \tLi1
5991 0x00072c72 0x00473872 5   9    .data   utf8    K\fIü䞌 blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs Extension A
5992 0x00072ca2 0x004738a2 4   5    .data   ascii   \tOi1
5993 0x00072ce7 0x004738e7 7   8    .data   ascii   \v~\v\tLi1
5994 0x00072e3a 0x00473a3a 4   5    .data   ascii   \tOi1
5995 0x00072f21 0x00473b21 4   6    .data   utf8    L\bȂM blocks=Basic Latin,Latin Extended-B
5996 0x00072f33 0x00473b33 4   8    .data   utf8    ̼͊~O blocks=Combining Diacritical Marks,Basic Latin
5997 0x00072ff5 0x00473bf5 4   6    .data   utf8    M\bȂK blocks=Basic Latin,Latin Extended-B
5998 0x0007305a 0x00473c5a 4   6    .data   utf8    K\fIü blocks=Basic Latin,Latin-1 Supplement
5999 0x00073152 0x00473d52 4   6    .data   utf8    K\fIü blocks=Basic Latin,Latin-1 Supplement
6000 0x000731b0 0x00473db0 4   8    .data   utf8    c֊̏ۊ blocks=Basic Latin,Armenian,Combining Diacritical Marks,Arabic
6001 0x000732ec 0x00473eec 4   7    .data   utf8    @%W blocks=Basic Latin,Private Use Area
6002 0x00073582 0x00474182 4   5    .data   ascii   K\b=M
6003 0x00073652 0x00474252 4   5    .data   ascii   En\tC
6004 0x000736a9 0x004742a9 4   6    .data   utf8    E̼~K blocks=Basic Latin,Combining Diacritical Marks
6005 0x00073738 0x00474338 4   5    .data   ascii   ^fd\r
6006 0x000738b9 0x004744b9 4   6    .data   utf8    ̿f|J blocks=Combining Diacritical Marks,Basic Latin
6007 0x00073904 0x00474504 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
6008 0x00073934 0x00474534 4   5    .data   ascii   0\r\tH
6009 0x00073b55 0x00474755 4   6    .data   utf8    ̺E3T blocks=Combining Diacritical Marks,Basic Latin
6010 0x00073be5 0x004747e5 4   6    .data   utf8    ̿EK2 blocks=Combining Diacritical Marks,Basic Latin
6011 0x00073d89 0x00474989 4   6    .data   utf8    ̘`%> blocks=Combining Diacritical Marks,Basic Latin
6012 0x00073da8 0x004749a8 4   5    .data   ascii   iBB`
6013 0x000743cb 0x00474fcb 4   6    .data   utf8    ݼkGD blocks=Arabic Supplement,Basic Latin
6014 0x00074410 0x00475010 4   6    .data   utf8    *G~̭ blocks=Basic Latin,Combining Diacritical Marks
6015 0x00074434 0x00475034 4   6    .data   utf8    *G~̭ blocks=Basic Latin,Combining Diacritical Marks
6016 0x0007446f 0x0047506f 4   6    .data   utf8    ݽkGJ blocks=Arabic Supplement,Basic Latin
6017 0x00074706 0x00475306 4   5    .data   ascii   \fnV\n
6018 0x0007497d 0x0047557d 4   6    .data   utf8    E̼~K blocks=Basic Latin,Combining Diacritical Marks
6019 0x00074a74 0x00475674 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
6020 0x00074b10 0x00475710 5   7    .data   utf8    ڐE!~? blocks=Arabic,Basic Latin
6021 0x00074ca0 0x004758a0 4   5    .data   ascii   ~\aCx
6022 0x00074cc7 0x004758c7 4   7    .data   utf8    L@~ blocks=Basic Latin,Private Use Area
6023 0x00074cd4 0x004758d4 5   7    .data   utf8    ڐE!~? blocks=Arabic,Basic Latin
6024 0x00074e43 0x00475a43 4   5    .data   ascii   6n1M
6025 0x00074f54 0x00475b54 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
6026 0x00074fc9 0x00475bc9 4   5    .data   ascii   E\tCA
6027 0x0007505a 0x00475c5a 4   5    .data   ascii   \aFi1
6028 0x0007512e 0x00475d2e 4   5    .data   ascii   E>~3
6029 0x000751b1 0x00475db1 4   5    .data   ascii   E\tCA
6030 0x00075235 0x00475e35 4   5    .data   ascii   \fK5I
6031 0x000752ad 0x00475ead 4   6    .data   utf8    L\bȂM blocks=Basic Latin,Latin Extended-B
6032 0x000754e5 0x004760e5 5   6    .data   ascii   J\f1V\n
6033 0x000754f5 0x004760f5 4   5    .data   ascii   VDLW
6034 0x00075555 0x00476155 5   6    .data   ascii   J\f1V\n
6035 0x00075565 0x00476165 4   5    .data   ascii   VL$W
6036 0x00075672 0x00476272 4   6    .data   utf8    K\fIü blocks=Basic Latin,Latin-1 Supplement
6037 0x000756ab 0x004762ab 4   6    .data   utf8    KڛrM blocks=Basic Latin,Arabic
6038 0x00075702 0x00476302 4   6    .data   utf8    K\fIü blocks=Basic Latin,Latin-1 Supplement
6039 0x000757dc 0x004763dc 4   5    .data   ascii   ~!M\b
6040 0x000757f4 0x004763f4 4   6    .data   utf8    ڐK:I blocks=Arabic,Basic Latin
6041 0x000758b2 0x004764b2 4   6    .data   utf8    K\fIü blocks=Basic Latin,Latin-1 Supplement
6042 0x0007594a 0x0047654a 4   5    .data   ascii   \tFi1
6043 0x00075a22 0x00476622 4   6    .data   utf8    K\fIü blocks=Basic Latin,Latin-1 Supplement
6044 0x00075b5c 0x0047675c 4   7    .data   utf8    @#M blocks=Basic Latin,Private Use Area
6045 0x00075b8c 0x0047678c 4   7    .data   utf8    Ɔ̻#G blocks=Latin Extended-B,Combining Diacritical Marks,Basic Latin
6046 0x00075c71 0x00476871 4   7    .data   utf8    Yῥ^Q blocks=Basic Latin,Greek Extended
6047 0x00075fa0 0x00476ba0 4   5    .data   ascii   ~6K5
6048 0x000761b0 0x00476db0 4   5    .data   ascii   \afG@
6049 0x0007624e 0x00476e4e 4   6    .data   utf8    M\bvC
6050 0x00076262 0x00476e62 4   5    .data   ascii   G.i1
6051 0x0007629d 0x00476e9d 4   5    .data   ascii   E\nC\r
6052 0x00076520 0x00477120 4   5    .data   ascii   ~~M\b
6053 0x00076560 0x00477160 4   5    .data   ascii   ~\bfM
6054 0x000765fb 0x004771fb 4   5    .data   ascii   \f#GH
6055 0x000766af 0x004772af 6   8    .data   utf8    ݼkG@Q( blocks=Arabic Supplement,Basic Latin
6056 0x00076714 0x00477314 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
6057 0x00076853 0x00477453 6   8    .data   utf8    ۼkG@9* blocks=Arabic,Basic Latin
6058 0x000768d4 0x004774d4 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
6059 0x00076931 0x00477531 4   5    .data   ascii   K\fR=
6060 0x00076944 0x00477544 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
6061 0x00076994 0x00477594 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
6062 0x00076a31 0x00477631 6   8    .data   utf8    ̥?^\nCH blocks=Combining Diacritical Marks,Basic Latin
6063 0x00076a84 0x00477684 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
6064 0x00076b44 0x00477744 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
6065 0x00076bf9 0x004777f9 5   7    .data   utf8    ̥?^"E blocks=Combining Diacritical Marks,Basic Latin
6066 0x00076c3a 0x0047783a 4   5    .data   ascii   E\rHj
6067 0x00076d18 0x00477918 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
6068 0x00076d2a 0x0047792a 4   6    .data   utf8    M\fץ= blocks=Basic Latin,Hebrew
6069 0x00076d3e 0x0047793e 4   6    .data   utf8    L݇kG blocks=Basic Latin,Syriac
6070 0x00076d65 0x00477965 5   6    .data   ascii   iMP9*
6071 0x00076e94 0x00477a94 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
6072 0x00076ea6 0x00477aa6 4   6    .data   utf8    M\fץ= blocks=Basic Latin,Hebrew
6073 0x00076eba 0x00477aba 4   6    .data   utf8    L݇kG blocks=Basic Latin,Syriac
6074 0x00076ee1 0x00477ae1 5   6    .data   ascii   iMP9*
6075 0x00077081 0x00477c81 4   5    .data   ascii   fK\aI
6076 0x000770ae 0x00477cae 4   6    .data   utf8    L݇kG blocks=Basic Latin,Syriac
6077 0x000770f1 0x00477cf1 4   5    .data   ascii   fK\aI
6078 0x0007711e 0x00477d1e 4   6    .data   utf8    L݇kG blocks=Basic Latin,Syriac
6079 0x000771d1 0x00477dd1 6   8    .data   utf8    ̥?^\nCH blocks=Combining Diacritical Marks,Basic Latin
6080 0x00077231 0x00477e31 4   5    .data   ascii   fK\aI
6081 0x0007725e 0x00477e5e 4   6    .data   utf8    L݇kG blocks=Basic Latin,Syriac
6082 0x00077285 0x00477e85 4   5    .data   ascii   K\fR=
6083 0x000772f1 0x00477ef1 4   5    .data   ascii   fK\aI
6084 0x0007730e 0x00477f0e 4   6    .data   utf8    L݇kG blocks=Basic Latin,Syriac
6085 0x0007739d 0x00477f9d 5   7    .data   utf8    ̥?^&E blocks=Combining Diacritical Marks,Basic Latin
6086 0x000774e4 0x004780e4 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
6087 0x000775c7 0x004781c7 4   5    .data   ascii   :~\bK
6088 0x00077614 0x00478214 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
6089 0x000776c4 0x004782c4 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
6090 0x000777ab 0x004783ab 4   5    .data   ascii   :~\bK
6091 0x000778c4 0x004784c4 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
6092 0x00077a14 0x00478614 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
6093 0x00077a64 0x00478664 4   6    .data   utf8    ڐK\aI blocks=Arabic,Basic Latin
6094 0x00077b0b 0x0047870b 4   5    .data   ascii   :~\bK
6095 0x00077b59 0x00478759 6   8    .data   utf8    ̥?^ K\a blocks=Combining Diacritical Marks,Basic Latin
6096 0x00077cc7 0x004788c7 4   6    .data   utf8    ̞<Cu blocks=Combining Diacritical Marks,Basic Latin
6097 0x00077d5a 0x0047895a 4   5    .data   ascii   :f|z
6098 0x00077d9f 0x0047899f 4   5    .data   ascii   CmEH
