[Strings]
nth   paddr      vaddr      len  size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000d0 0x000000d0 4    6            utf8    _Mܴ~ blocks=Basic Latin,Syriac
2     0x000000e0 0x000000e0 4    5            ascii   Rich
3     0x000001e8 0x000001e8 5    6            ascii   .text
4     0x0000020f 0x0000020f 7    8            ascii   `.rdata
5     0x00000237 0x00000237 6    7            ascii   @.data
6     0x00000260 0x00000260 5    6            ascii   .rsrc
7     0x00000287 0x00000287 7    8            ascii   @.reloc
8     0x00000580 0x00401180 4    5    .text   ascii   PQVW
9     0x00000624 0x00401224 4    5    .text   ascii   E\bVP
10    0x00000758 0x00401358 5    7    .text   utf8    E\b3ۉ] blocks=Basic Latin,Arabic
11    0x000009c0 0x004015c0 4    5    .text   ascii   D$\bP
12    0x000009ff 0x004015ff 4    5    .text   ascii   T$\bR
13    0x00000a3b 0x0040163b 4    5    .text   ascii   L$\bQ
14    0x00000b3a 0x0040173a 5    6    .text   ascii   ^0_^[
15    0x00000b41 0x00401741 7    9    .text   utf8    ]É~0_^[ blocks=Basic Latin,Latin-1 Supplement
16    0x00000c23 0x00401823 4    5    .text   ascii   M\fQR
17    0x00000c83 0x00401883 6    8    .text   utf8    A\f\vǃy8 blocks=Basic Latin,Latin Extended-B
18    0x00000cb8 0x004018b8 4    5    .text   ascii   M\bPQ
19    0x00000cf8 0x004018f8 4    6    .text   utf8    u\b3۸ blocks=Basic Latin,Arabic
20    0x00000e40 0x00401a40 4    5    .text   ascii   PQVW
21    0x00000ea3 0x00401aa3 4    5    .text   ascii   \bSVW
22    0x00000fb7 0x00401bb7 7    8    .text   ascii   ^x9~pr\f
23    0x00000fd5 0x00401bd5 7    8    .text   ascii   ^\9~Tr\f
24    0x00000ff3 0x00401bf3 7    8    .text   ascii   ^@9~8r\f
25    0x00001011 0x00401c11 4    5    .text   ascii   ^$9~
26    0x0000103b 0x00401c3b 4    5    .text   ascii   Y_^[
27    0x0000107f 0x00401c7f 4    6    .text   utf8    ^[YË blocks=Basic Latin,Latin-1 Supplement
28    0x0000109d 0x00401c9d 4    6    .text   utf8    ^[Yð blocks=Basic Latin,Latin-1 Supplement
29    0x000011d4 0x00401dd4 5    6    .text   ascii   9u8r\f
30    0x0000121e 0x00401e1e 4    5    .text   ascii   SVWP
31    0x00001272 0x00401e72 5    8    .text   utf8    }ȉ]Ĉ] blocks=Basic Latin,Latin Extended-B,Latin Extended-A
32    0x000012e4 0x00401ee4 5    6    .text   ascii   9u r\f
33    0x000012fc 0x00401efc 7    8    .text   ascii   ]\f9u<r\f
34    0x00001319 0x00401f19 4    5    .text   ascii   Y_^[
35    0x00001343 0x00401f43 4    5    .text   ascii   \bSVW
36    0x000013c8 0x00401fc8 5    6    .text   ascii   M\bQRV
37    0x000013db 0x00401fdb 4    6    .text   utf8    $\t+у blocks=Basic Latin,Cyrillic
38    0x00001425 0x00402025 4    5    .text   ascii   Y_^[
39    0x0000144e 0x0040204e 4    5    .text   ascii   SVWP
40    0x0000147b 0x0040207b 5    8    .text   utf8    }̉]Ȉ] blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-B
41    0x00001542 0x00402142 4    5    .text   ascii   Y_^[
42    0x000018a7 0x004024a7 6    10   .text   utf8    3ɉu؉Mܸ blocks=Basic Latin,Latin Extended-B,Arabic,Syriac
43    0x0000196c 0x0040256c 4    5    .text   ascii   s\vPW
44    0x00001a0b 0x0040260b 4    5    .text   ascii   s#PS
45    0x00001cf0 0x004028f0 4    5    .text   ascii   PQVW
46    0x00001d17 0x00402917 4    5    .text   ascii   9} s
47    0x00001d36 0x00402936 6    7    .text   ascii   E\f9} s
48    0x00001d3e 0x0040293e 4    5    .text   ascii   E\fPh
49    0x00001d4d 0x0040294d 6    7    .text   ascii   \b9} r\f
50    0x00001d7b 0x0040297b 6    7    .text   ascii   E\f9} s
51    0x00001d83 0x00402983 5    6    .text   ascii   E\fPh 
52    0x00001d92 0x00402992 6    7    .text   ascii   \b9} r\f
53    0x00001de1 0x004029e1 4    5    .text   ascii   SVWP
54    0x00001e18 0x00402a18 4    5    .text   ascii   9u s
55    0x00001e1e 0x00402a1e 5    6    .text   ascii   E\fPh0
56    0x00001e2d 0x00402a2d 6    7    .text   ascii   \b9u r\f
57    0x00001e8e 0x00402a8e 6    7    .text   ascii   E\f9} s
58    0x00001e96 0x00402a96 6    7    .text   ascii   E\fQPh@
59    0x00001ebd 0x00402abd 6    7    .text   ascii   M\f9} s
60    0x00001fa4 0x00402ba4 5    6    .text   ascii   9u r\f
61    0x00001fc1 0x00402bc1 4    5    .text   ascii   Y_^[
62    0x0000215c 0x00402d5c 4    6    .text   utf8    ]ËP\f blocks=Basic Latin,Latin-1 Supplement
63    0x0000236f 0x00402f6f 5    7    .text   utf8    j\fhğX blocks=Basic Latin,Latin Extended-A
64    0x00002601 0x00403201 4    5    .text   ascii   SVWP
65    0x00002626 0x00403226 5    7    .text   utf8    j\vhܟX blocks=Basic Latin,Syriac
66    0x000027f0 0x004033f0 5    6    .text   ascii   ;X\bu\v
67    0x00002b61 0x00403761 5    6    .text   ascii   8_Eu;
68    0x00002b67 0x00403767 6    7    .text   ascii   G\b8XEu
69    0x00002b71 0x00403771 6    7    .text   ascii   \a8XEu*
70    0x00002b7a 0x0040377a 5    6    .text   ascii   \a8XEt
71    0x00002b85 0x00403785 4    5    .text   ascii   8XEu
72    0x00002b90 0x00403790 5    6    .text   ascii   ;x\bu\n
73    0x00002b9a 0x0040379a 4    5    .text   ascii   8XEt
74    0x00002d24 0x00403924 4    5    .text   ascii   Y_^[
75    0x00002dd8 0x004039d8 5    6    .text   ascii   t%PQh
76    0x00002e51 0x00403a51 4    5    .text   ascii   SVWP
77    0x00002e5f 0x00403a5f 4    6    .text   utf8    E\b3ۿ blocks=Basic Latin,Arabic
78    0x00002eed 0x00403aed 4    5    .text   ascii   j9h(
