[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000084 0x00000084 5   15           utf8    𣖰𣖰𣖰gg blocks=CJK Unified Ideographs Extension B,Basic Latin
2    0x000000d0 0x000000d0 5   9            utf8    Rich𣖰 blocks=Basic Latin,CJK Unified Ideographs Extension B
3    0x000001e0 0x000001e0 5   6            ascii   .text
4    0x00000207 0x00000207 7   8            ascii   `.rdata
5    0x0000022f 0x0000022f 6   7            ascii   @.data
6    0x00000258 0x00000258 6   7            ascii   .reloc
7    0x00000409 0x10001009 4   5    .text   ascii   D$\bf
8    0x00000441 0x10001041 4   5    .text   ascii   u\bWh
9    0x000006d1 0x100012d1 5   6    .text   ascii   YYtfh
10   0x00000788 0x10001388 6   7    .text   ascii   SSSShH
11   0x000007bc 0x100013bc 4   5    .text   ascii   SSSh
12   0x000007d8 0x100013d8 4   5    .text   ascii   SSh<
13   0x000007f3 0x100013f3 5   6    .text   ascii   SSSSP
14   0x00000903 0x10001503 6   7    .text   ascii   SSSShl
15   0x00000916 0x10001516 4   5    .text   ascii   SSjP
16   0x00000930 0x10001530 4   5    .text   ascii   Wh\b!
17   0x0000094d 0x1000154d 4   5    .text   ascii   SSh<
18   0x00000ab8 0x100016b8 4   5    .text   ascii   SSSS
19   0x00000b28 0x10001728 4   5    .text   ascii   SVWh
20   0x00000b5f 0x1000175f 4   5    .text   ascii   ExPh
21   0x00000bc3 0x100017c3 4   5    .text   ascii   ExPj
22   0x00000c56 0x10001856 5   6    .text   ascii   E\fSVW
23   0x00000ce4 0x100018e4 4   5    .text   ascii   \fF;u
24   0x00000cfb 0x100018fb 5   6    .text   ascii   _^[t\t
25   0x00000d5c 0x1000195c 4   5    .text   ascii   \n2\5
26   0x00000e22 0x10001a22 6   7    .text   ascii   SSSShl
27   0x00000e35 0x10001a35 5   6    .text   ascii   SSjPh
28   0x00000e4e 0x10001a4e 4   5    .text   ascii   Wh\b!
29   0x00000f5e 0x10001b5e 4   5    .text   ascii   SSh<
30   0x000011f0 0x10001df0 4   5    .text   ascii   SVW3
31   0x00001221 0x10001e21 4   5    .text   ascii   Pj&S
32   0x000012c9 0x10001ec9 5   6    .text   ascii   u\b_^[
33   0x000013ec 0x10001fec 5   6    .text   ascii   VPhxW
34   0x0000157b 0x1000217b 4   6    .text   utf8    (;ÉE blocks=Basic Latin,Latin-1 Supplement
35   0x000015b2 0x100021b2 4   5    .text   ascii   YYt\r
36   0x000015c3 0x100021c3 5   6    .text   ascii   SSSSj
37   0x0000166b 0x1000226b 4   6    .text   utf8    0;ÉE blocks=Basic Latin,Latin-1 Supplement
38   0x00001671 0x10002271 4   5    .text   ascii   tO+E
39   0x00001794 0x10002394 4   5    .text   ascii   YYSh
40   0x00001901 0x10002501 4   6    .text   utf8    @;ÉE blocks=Basic Latin,Latin-1 Supplement
41   0x00001958 0x10002558 5   6    .text   ascii   PSSh 
42   0x0000195f 0x1000255f 4   5    .text   ascii   \bSSS
43   0x00001a76 0x10002676 4   6    .text   utf8    (;ÉE blocks=Basic Latin,Latin-1 Supplement
44   0x00001b28 0x10002728 4   5    .text   ascii   PPPh
45   0x00001b7f 0x1000277f 7   9    .text   utf8    ̋L$\bWSV blocks=Combining Diacritical Marks,Basic Latin
46   0x00001bb8 0x100027b8 4   5    .text   ascii   ^[_3
47   0x00001bfc 0x100027fc 4   6    .text   utf8    ^[_Ë blocks=Basic Latin,Latin-1 Supplement
48   0x00001c09 0x10002809 5   6    .text   ascii   t$\fW3
49   0x00001c1b 0x1000281b 5   6    .text   ascii   WWWWW
50   0x00001c79 0x10002879 4   5    .text   ascii   j\fhp
51   0x00001c89 0x10002889 5   7    .text   utf8    3\vu\b3
52   0x00001ca4 0x100028a4 5   6    .text   ascii   WWWWW
53   0x00001cb7 0x100028b7 5   6    .text   ascii   F\f@t\f
54   0x00001ce9 0x100028e9 4   6    .text   utf8    Ջu\bV blocks=Armenian,Basic Latin
55   0x00001cfc 0x100028fc 5   6    .text   ascii   E\bSVW
56   0x00001e32 0x10002a32 4   5    .text   ascii   VVVV
57   0x00001e6f 0x10002a6f 5   6    .text   ascii   PPPPP
58   0x00001e75 0x10002a75 4   6    .text   utf8    ǃN\f  blocks=Latin Extended-B,Basic Latin
59   0x00001ec1 0x10002ac1 5   6    .text   ascii   VVVVV
60   0x00002046 0x10002c46 5   7    .text   utf8    3\v}\b;
61   0x0000205f 0x10002c5f 5   6    .text   ascii   SSSSS
62   0x0000206f 0x10002c6f 6   8    .text   utf8    y3\vu\f;
63   0x000020b9 0x10002cb9 4   5    .text   ascii   PhP#
64   0x00002115 0x10002d15 4   5    .text   ascii   9]\fu
65   0x0000211f 0x10002d1f 5   6    .text   ascii   SSSSS
66   0x000021cb 0x10002dcb 7   8    .text   ascii   ^_u\b^_]
67   0x00002315 0x10002f15 4   5    .text   ascii   E\b^_
68   0x00002321 0x10002f21 4   5    .text   ascii   E\b^_
69   0x00002333 0x10002f33 4   5    .text   ascii   E\b^_
70   0x0000234d 0x10002f4d 4   5    .text   ascii   E\b^_
71   0x000024b1 0x100030b1 4   5    .text   ascii   E\b^_
72   0x000024bf 0x100030bf 4   5    .text   ascii   E\b^_
73   0x000024d5 0x100030d5 4   5    .text   ascii   E\b^_
74   0x000024ef 0x100030ef 4   5    .text   ascii   E\b^_
75   0x000024f5 0x100030f5 4   5    .text   ascii   ;\rP#
76   0x0000250f 0x1000310f 4   6    .text   utf8    ̋T$\f blocks=Combining Diacritical Marks,Basic Latin
77   0x0000251a 0x1000311a 7   9    .text   utf8    ti3\nD$\b
78   0x00002549 0x10003149 5   7    .text   utf8    t\f+ш\a blocks=Basic Latin,Cyrillic
79   0x00002580 0x10003180 7   9    .text   utf8    D$\b_ËD$ blocks=Basic Latin,Latin-1 Supplement
80   0x000025bb 0x100031bb 4   5    .text   ascii   j\fh 
81   0x000025e0 0x100031e0 5   6    .text   ascii   VVVVV
82   0x0000261a 0x1000321a 4   5    .text   ascii   E\fPV
83   0x00002667 0x10003267 5   7    .text   utf8    YYáP# blocks=Basic Latin,Latin-1 Supplement
84   0x00002755 0x10003355 4   5    .text   ascii   D$\b_
85   0x0000276b 0x1000336b 5   7    .text   utf8    D$\b_È blocks=Basic Latin,Latin-1 Supplement
86   0x00002773 0x10003373 4   5    .text   ascii   D$\b_
87   0x0000280b 0x1000340b 4   5    .text   ascii   j\fh@
88   0x0000281c 0x1000341c 5   7    .text   utf8    3\vu\f;
89   0x00002835 0x10003435 5   6    .text   ascii   SSSSS
90   0x000028f3 0x100034f3 5   6    .text   ascii   SSSSS
91   0x0000293e 0x1000353e 4   6    .text   utf8    Ëu\fV blocks=Latin-1 Supplement,Basic Latin
92   0x0000294a 0x1000354a 4   5    .text   ascii   j\fh`
93   0x0000295b 0x1000355b 5   7    .text   utf8    3\vu\b;
94   0x00002974 0x10003574 5   6    .text   ascii   SSSSS
95   0x00002a32 0x10003632 5   6    .text   ascii   SSSSS
96   0x00002a75 0x10003675 4   6    .text   utf8    Ëu\bV blocks=Latin-1 Supplement,Basic Latin
97   0x00002a8d 0x1000368d 5   7    .text   utf8    3\vu\b3
98   0x00002aa8 0x100036a8 5   6    .text   ascii   SSSSS
99   0x00002aba 0x100036ba 4   6    .text   utf8    Éu\bV blocks=Latin-1 Supplement,Basic Latin
100  0x00002b15 0x10003715 5   6    .text   ascii   F\fSSW
101  0x00002b5c 0x1000375c 5   6    .text   ascii   SSSSS
102  0x00002b94 0x10003794 4   6    .text   utf8    \f;ÉE blocks=Basic Latin,Latin-1 Supplement
