[Strings]
nth  paddr      vaddr      len  size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d8 0x000000d8 7    8            ascii   Richt#3
2    0x000001e8 0x000001e8 5    6            ascii   .text
3    0x0000020f 0x0000020f 7    8            ascii   `.rdata
4    0x00000237 0x00000237 6    7            ascii   @.data
5    0x00000260 0x00000260 5    6            ascii   .rsrc
6    0x00000287 0x00000287 7    8            ascii   @.reloc
7    0x00000401 0x10001001 5    6    .text   ascii   D$\bHu
8    0x00000438 0x10001038 4    5    .text   ascii   t$\bV
9    0x00000479 0x10001079 5    7    .text   utf8    MԍFpQ blocks=Basic Latin,Cyrillic Supplement
10   0x00000549 0x10001149 4    5    .text   ascii   u\bWV
11   0x00000644 0x10001244 4    5    .text   ascii   t\nWS
12   0x0000066c 0x1000126c 4    5    .text   ascii   PWWh
13   0x00000690 0x10001290 4    5    .text   ascii   Y_^[
14   0x000006bc 0x100012bc 4    5    .text   ascii   PVVh
15   0x00000754 0x10001354 4    5    .text   ascii   t$\b+
16   0x0000079b 0x1000139b 5    6    .text   ascii   }\bYY;
17   0x000007b4 0x100013b4 4    5    .text   ascii   +F\fj
18   0x000007f3 0x100013f3 6    8    .text   utf8    N\f3\r}\f
19   0x000008ac 0x100014ac 4    5    .text   ascii   \$\bW
20   0x000009c8 0x100015c8 4    6    .text   utf8    ^ËF\f blocks=Basic Latin,Latin-1 Supplement
21   0x000009f2 0x100015f2 5    7    .text   utf8    QW3\r}
22   0x00000abc 0x100016bc 5    6    .text   ascii   u\fWQP
23   0x00000aee 0x100016ee 5    6    .text   ascii   ;t$\bu
24   0x00000b8a 0x1000178a 4    5    .text   ascii   +F\fj
25   0x00000d68 0x10001968 6    7    .text   ascii   t\n9_\fw
26   0x00000dcd 0x100019cd 4    5    .text   ascii   t$\bk
27   0x00000de4 0x100019e4 4    5    .text   ascii   ;H\fs
28   0x00000dfa 0x100019fa 5    7    .text   utf8    QW3\r}
29   0x00000e2f 0x10001a2f 5    6    .text   ascii   ;t$\bu
30   0x00000e67 0x10001a67 4    5    .text   ascii   Y;|$
31   0x00000efb 0x10001afb 4    5    .text   ascii   ;u\bu
32   0x00000f21 0x10001b21 5    8    .text   utf8    MЉủu blocks=Basic Latin,Cyrillic,Combining Diacritical Marks
33   0x00000f3c 0x10001b3c 5    6    .text   ascii   ;}\bt?
34   0x00000fd0 0x10001bd0 5    6    .text   ascii   t>SVW
35   0x000011ac 0x10001dac 5    6    .text   ascii   9T$\br
36   0x000011be 0x10001dbe 6    7    .text   ascii   H;D$\bv
37   0x000011d5 0x10001dd5 4    5    .text   ascii   t$\bP
38   0x00001256 0x10001e56 5    6    .text   ascii   9T$\br
39   0x00001268 0x10001e68 5    6    .text   ascii   ;L$\bv
40   0x000012cb 0x10001ecb 5    6    .text   ascii   u\fWQP
41   0x000013b9 0x10001fb9 4    5    .text   ascii   ;E\fs
42   0x000013e6 0x10001fe6 5    6    .text   ascii   ]\fPS+
43   0x000014bb 0x100020bb 4    5    .text   ascii   E\b@j
44   0x00001620 0x10002220 5    6    .text   ascii   E\fSVW
45   0x0000172e 0x1000232e 4    5    .text   ascii   ;E\fs
46   0x00001796 0x10002396 4    5    .text   ascii   D$\bP
47   0x000018a6 0x100024a6 4    5    .text   ascii   E\b@j
48   0x00001999 0x10002599 5    6    .text   ascii   E\fSVW
49   0x00001a0b 0x1000260b 4    5    .text   ascii   WRQP
50   0x00001ac8 0x100026c8 4    5    .text   ascii   Wj\bP
51   0x00001c67 0x10002867 4    5    .text   ascii   D$,P
52   0x00001c6c 0x1000286c 4    5    .text   ascii   D$LP
53   0x00001c95 0x10002895 5    7    .text   utf8    L$4Ƅ$ blocks=Basic Latin,Latin Extended-B
54   0x00001ce6 0x100028e6 4    5    .text   ascii   D$dP
55   0x00001d40 0x10002940 4    5    .text   ascii   Y_^[
56   0x00001d71 0x10002971 6    8    .text   utf8    j\a^3ۉ] blocks=Basic Latin,Arabic
57   0x00001ecc 0x10002acc 5    7    .text   utf8    YY|܍E blocks=Basic Latin,Syriac
58   0x00001fe2 0x10002be2 4    5    .text   ascii   G4SU
59   0x00002026 0x10002c26 4    5    .text   ascii   +F\fj
60   0x00002042 0x10002c42 4    5    .text   ascii   +C\fj
61   0x00002197 0x10002d97 6    9    .text   utf8    ƋH(;ˍ] blocks=Latin Extended-B,Basic Latin,Spacing Modifier Letters
62   0x000021c3 0x10002dc3 5    7    .text   utf8    R 3ۉ] blocks=Basic Latin,Arabic
63   0x000021f6 0x10002df6 4    6    .text   utf8    Ëu\b3 blocks=Latin-1 Supplement,Basic Latin
64   0x000022b2 0x10002eb2 6    9    .text   utf8    ƋH(;ˍ] blocks=Latin Extended-B,Basic Latin,Spacing Modifier Letters
65   0x000023d6 0x10002fd6 4    5    .text   ascii   +F\fj
66   0x00002434 0x10003034 4    5    .text   ascii   +F\fj
67   0x0000243d 0x1000303d 4    6    .text   utf8    3ɉO\f blocks=Basic Latin,Latin Extended-B
68   0x00002484 0x10003084 4    5    .text   ascii   +G\fj
69   0x0000248d 0x1000308d 5    6    .text   ascii   9E\bv-
70   0x000024a7 0x100030a7 4    5    .text   ascii   +G\fj
71   0x0000250e 0x1000310e 4    5    .text   ascii   +F\fj
72   0x00002671 0x10003271 4    6    .text   utf8    [YËA blocks=Basic Latin,Latin-1 Supplement
73   0x000026eb 0x100032eb 4    5    .text   ascii   QQSV
74   0x000026f2 0x100032f2 6    7    .text   ascii   F@\bWt#
75   0x00002801 0x10003401 4    5    .text   ascii   F uW
76   0x00002843 0x10003443 4    6    .text   utf8    +KN4
77   0x0000287a 0x1000347a 5    7    .text   utf8    \fO+I;
78   0x000028d4 0x100034d4 4    5    .text   ascii   t$\bW
79   0x000028dd 0x100034dd 6    7    .text   ascii   _t\ff;r
80   0x0000291e 0x1000351e 5    7    .text   utf8    _ËQ0S blocks=Basic Latin,Latin-1 Supplement
