Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000c8 0x000000c8 4   5            ascii   Rich
2    0x000001e8 0x000001e8 5   6            ascii   .text
3    0x0000020f 0x0000020f 7   8            ascii   h.rdata
4    0x00000237 0x00000237 6   7            ascii   H.data
5    0x00000260 0x00000260 6   7            ascii   .pdata
6    0x00000287 0x00000287 5   6            ascii   HINIT
7    0x000002b0 0x000002b0 5   6            ascii   .rsrc
8    0x000002d7 0x000002d7 7   8            ascii   B.reloc
3270 0x00028609 0x0003a409 4   6    .data   utf8    Kڡl^ blocks=Basic Latin,Arabic
3271 0x0002860f 0x0003a40f 4   5    .data   ascii   ::z1
3272 0x0002865e 0x0003a45e 4   5    .data   ascii   pVUI
3273 0x00028672 0x0003a472 6   7    .data   ascii   +~!p/<
3274 0x00028681 0x0003a481 6   8    .data   utf8    *;pHbm
3275 0x0002868d 0x0003a48d 4   5    .data   ascii   S$Ae
3276 0x000286ef 0x0003a4ef 5   7    .data   utf8    q΄rS9 blocks=Basic Latin,Greek and Coptic
3277 0x00028713 0x0003a513 5   7    .data   utf8    R|ѶO{ blocks=Basic Latin,Cyrillic
3278 0x0002872a 0x0003a52a 4   6    .data   utf8    \e'e:
3279 0x00028762 0x0003a562 4   5    .data   ascii   5!ih
3280 0x00028778 0x0003a578 4   5    .data   ascii   Hqet
3281 0x00028799 0x0003a599 4   6    .data   utf8    |߹R} blocks=Basic Latin,NKo
3282 0x000287aa 0x0003a5aa 4   5    .data   ascii   (jGc
3283 0x000287d6 0x0003a5d6 4   5    .data   ascii   \rM@B
3284 0x000287e8 0x0003a5e8 4   5    .data   ascii   !&gB
3285 0x000287ef 0x0003a5ef 4   5    .data   ascii   E#'d
3286 0x0002880d 0x0003a60d 5   6    .data   ascii   #5@Zt
3287 0x0002881d 0x0003a61d 4   5    .data   ascii   0$QX
3288 0x00028831 0x0003a631 8   10   .data   utf8    & .l\b¹`& blocks=Basic Latin,Latin-1 Supplement
3289 0x0002883b 0x0003a63b 5   9    .data   utf8    FIO黬ۊ blocks=Basic Latin,CJK Unified Ideographs,Arabic
3290 0x000288eb 0x0003a6eb 4   5    .data   ascii   S\9Q
3291 0x0002892c 0x0003a72c 4   5    .data   ascii   W:pN
3292 0x00028936 0x0003a736 4   5    .data   ascii   UB91
3293 0x0002893f 0x0003a73f 5   6    .data   ascii   $j\v4b
3294 0x0002899a 0x0003a79a 4   5    .data   ascii   :vN&
3295 0x000289bf 0x0003a7bf 4   5    .data   ascii   d"S;
3296 0x00028a02 0x0003a802 4   5    .data   ascii   L?<\r
3297 0x00028a19 0x0003a819 10  11   .data   ascii    yD SjSnA2
3298 0x00028a69 0x0003a869 4   5    .data   ascii   OO2H
3299 0x00028a72 0x0003a872 5   7    .data   utf8    ޭxxwF blocks=Thaana,Basic Latin
3300 0x00028a79 0x0003a879 7   8    .data   ascii   O\n*~>N|
3301 0x00028acf 0x0003a8cf 4   5    .data   ascii   `ELS
3302 0x00028b25 0x0003a925 5   6    .data   ascii   3cxb\r
3303 0x00028b40 0x0003a940 4   6    .data   utf8    "n4Ġ blocks=Basic Latin,Latin Extended-A
3304 0x00028b63 0x0003a963 4   6    .data   utf8    bc7ԁ blocks=Basic Latin,Cyrillic Supplement
3305 0x00028ba8 0x0003a9a8 5   6    .data   ascii   ,du"e
3306 0x00028bb7 0x0003a9b7 4   5    .data   ascii   .r'd
3307 0x00028bc1 0x0003a9c1 4   7    .data   utf8    +CЕ҂ blocks=Basic Latin,Cyrillic
3308 0x00028c2e 0x0003aa2e 5   6    .data   ascii   2JQAi
3309 0x00028c34 0x0003aa34 5   6    .data   ascii   s-Q.F
3310 0x00028c4e 0x0003aa4e 4   5    .data   ascii   T\rX\
3311 0x00028cc6 0x0003aac6 4   5    .data   ascii   K$')
3312 0x00028cf0 0x0003aaf0 4   5    .data   ascii   w&}!
3313 0x00028d78 0x0003ab78 6   7    .data   ascii   |JuB#O
3314 0x00028d9f 0x0003ab9f 5   7    .data   utf8    F\f.؋8 blocks=Basic Latin,Arabic
3315 0x00028dd2 0x0003abd2 5   6    .data   ascii   @}mYI
3316 0x00028df7 0x0003abf7 4   5    .data   ascii   \a(!R
3317 0x00028e50 0x0003ac50 4   5    .data   ascii   \bRT[
3318 0x00028e7f 0x0003ac7f 4   5    .data   ascii   GJnt
3319 0x00028e97 0x0003ac97 4   5    .data   ascii   y]{\r
3320 0x00028e9d 0x0003ac9d 10  12   .data   utf8    gUJۊ5'L1EF blocks=Basic Latin,Arabic
3321 0x00028ef3 0x0003acf3 9   12   .data   utf8    ʕ0*/Ci\f*% blocks=IPA Extensions,Basic Latin
3322 0x00028f26 0x0003ad26 4   5    .data   ascii   |K<a
3323 0x00028f48 0x0003ad48 4   6    .data   utf8    :aؕS blocks=Basic Latin,Arabic
3324 0x00028f5b 0x0003ad5b 4   5    .data   ascii   Y\emy
3325 0x00028f88 0x0003ad88 4   5    .data   ascii   [O-!
3326 0x00028fac 0x0003adac 4   6    .data   utf8    \aS\bͰ blocks=Basic Latin,Greek and Coptic
3327 0x00028fc8 0x0003adc8 12  14   .data   utf8    w}\hNɗC&\r_Ik blocks=Basic Latin,IPA Extensions
3328 0x0002902d 0x0003ae2d 4   5    .data   ascii   N2ig
3329 0x00029064 0x0003ae64 4   5    .data   ascii   Ui}T
3330 0x0002906f 0x0003ae6f 4   5    .data   ascii   {=%#
3331 0x000290d5 0x0003aed5 4   5    .data   ascii   Xz*u
3332 0x00029137 0x0003af37 5   7    .data   utf8    _A"їJ blocks=Basic Latin,Cyrillic
3333 0x00029166 0x0003af66 4   5    .data   ascii   lOmx
3334 0x000291c0 0x0003afc0 7   9    .data   utf8    ŵD$B7/= blocks=Latin Extended-A,Basic Latin
3335 0x000291f8 0x0003aff8 5   6    .data   ascii   SH`IZ
3336 0x00029320 0x0003b120 4   5    .data   ascii   66N?
3337 0x00029340 0x0003b140 4   5    .data   ascii   \tt\f=
3338 0x00029362 0x0003b162 4   5    .data   ascii   @cnj
3339 0x0002936e 0x0003b16e 4   5    .data   ascii   gz*u
3340 0x000293a4 0x0003b1a4 6   7    .data   ascii   ,:ov=4
3341 0x000293cc 0x0003b1cc 6   7    .data   ascii   S1s'V&
3342 0x00029418 0x0003b218 4   7    .data   utf8    VnM blocks=Basic Latin,Private Use Area
3343 0x00029423 0x0003b223 4   5    .data   ascii   FE(x
3344 0x00029438 0x0003b238 4   5    .data   ascii   sI,~
3345 0x00029487 0x0003b287 4   6    .data   utf8    FƯhS blocks=Basic Latin,Latin Extended-B
3346 0x00029497 0x0003b297 6   8    .data   utf8    r4a!Gʖ blocks=Basic Latin,IPA Extensions
3347 0x000294e2 0x0003b2e2 6   7    .data   ascii   <M(Hjr
3348 0x000294f9 0x0003b2f9 4   5    .data   ascii   r7TA
3349 0x00029531 0x0003b331 4   5    .data   ascii   D3h!
3350 0x00029552 0x0003b352 4   5    .data   ascii   LH\fw
3351 0x000295af 0x0003b3af 4   5    .data   ascii   yS'd
3352 0x00029608 0x0003b408 4   6    .data   utf8    @\f˶\ blocks=Basic Latin,Spacing Modifier Letters
3353 0x00029634 0x0003b434 5   7    .data   utf8    >SœLd blocks=Basic Latin,Latin Extended-A
3354 0x00029665 0x0003b465 4   7    .data   utf8    \t=t䅄 blocks=Basic Latin,CJK Unified Ideographs Extension A
3355 0x0002968b 0x0003b48b 5   6    .data   ascii   IT\vz[
3356 0x0002970b 0x0003b50b 4   5    .data   ascii   ,Wwd
3357 0x0002972e 0x0003b52e 4   5    .data   ascii   \W_)
3358 0x00029742 0x0003b542 6   9    .data   utf8    \t뾃=\vH+ blocks=Basic Latin,Hangul Syllables
3359 0x00029751 0x0003b551 4   6    .data   utf8    1`#ڂ blocks=Basic Latin,Arabic
3360 0x00029793 0x0003b593 4   5    .data   ascii   \rmX]
3361 0x0002979d 0x0003b59d 4   6    .data   utf8    CPwʐ blocks=Basic Latin,IPA Extensions
3362 0x000297c1 0x0003b5c1 5   8    .data   utf8    %D䎽b) blocks=Basic Latin,CJK Unified Ideographs Extension A
3363 0x000297e0 0x0003b5e0 5   6    .data   ascii   590 }
3364 0x0002983b 0x0003b63b 4   5    .data   ascii   j'*K
3365 0x00029842 0x0003b642 4   5    .data   ascii   ta^]
3366 0x00029854 0x0003b654 4   5    .data   ascii   fou8
3367 0x0002985c 0x0003b65c 4   5    .data   ascii   _vMK
3368 0x00029862 0x0003b662 7   9    .data   utf8    D̏ nP\bF blocks=Basic Latin,Combining Diacritical Marks
3369 0x000298c2 0x0003b6c2 7   9    .data   utf8    mCƦpnWk blocks=Basic Latin,Latin Extended-B
3370 0x000298d2 0x0003b6d2 5   8    .data   utf8    ཏi2yq blocks=Tibetan,Basic Latin
3371 0x000298df 0x0003b6df 4   5    .data   ascii   xeF(
3372 0x00029936 0x0003b736 4   5    .data   ascii   tV[/
3373 0x0002996b 0x0003b76b 4   5    .data   ascii   D:_\n
3374 0x00029970 0x0003b770 9   10   .data   ascii   Ews\f8=2)s
3375 0x000299aa 0x0003b7aa 8   9    .data   ascii   So*\e\eL`|
3376 0x00029a23 0x0003b823 4   6    .data   utf8    -e%k
3377 0x00029a4b 0x0003b84b 5   6    .data   ascii   t6\rm8
3378 0x00029a7c 0x0003b87c 4   5    .data   ascii   Z;ML
3379 0x00029a87 0x0003b887 7   10   .data   utf8    5Ϯ`ZJaH blocks=Basic Latin,Greek and Coptic
3380 0x00029ac0 0x0003b8c0 4   5    .data   ascii   V>Zy
3381 0x00029ace 0x0003b8ce 4   7    .data   utf8    NC¶& blocks=Basic Latin,Latin-1 Supplement
3382 0x00029ad8 0x0003b8d8 5   8    .data   utf8    *t痽u= blocks=Basic Latin,CJK Unified Ideographs
3383 0x00029b00 0x0003b900 4   5    .data   ascii   !H"\
3384 0x00029be4 0x0003b9e4 4   6    .data   utf8    A$ìu blocks=Basic Latin,Latin-1 Supplement
3385 0x00029c41 0x0003ba41 5   7    .data   utf8    {Y ٢7 blocks=Basic Latin,Arabic
3386 0x00029c56 0x0003ba56 4   5    .data   ascii   q*w)
3387 0x00029c66 0x0003ba66 6   7    .data   ascii   KwH+;4
3388 0x00029c7f 0x0003ba7f 5   8    .data   utf8    xpя\nd blocks=Basic Latin,Cyrillic
3389 0x00029cc1 0x0003bac1 5   7    .data   utf8    5P|͵; blocks=Basic Latin,Greek and Coptic
3390 0x00029cfc 0x0003bafc 4   6    .data   utf8    X)Jŭ blocks=Basic Latin,Latin Extended-A
3391 0x00029d14 0x0003bb14 5   6    .data   ascii   Z-o-6
3392 0x00029d42 0x0003bb42 4   6    .data   utf8    ;TѪl blocks=Basic Latin,Cyrillic
3393 0x00029d73 0x0003bb73 4   5    .data   ascii   `k3o
3394 0x00029e0a 0x0003bc0a 4   5    .data   ascii   )[0N
3395 0x00029ea0 0x0003bca0 4   6    .data   utf8    %Eh۟ blocks=Basic Latin,Arabic
3396 0x00029ea7 0x0003bca7 4   5    .data   ascii   TI8J
3397 0x00029f42 0x0003bd42 4   6    .data   utf8    $VUǇ blocks=Basic Latin,Latin Extended-B
3398 0x00029f4f 0x0003bd4f 4   5    .data   ascii   \ax\nD
3399 0x00029f8e 0x0003bd8e 5   6    .data   ascii   \b'wi\b
3400 0x00029f94 0x0003bd94 8   10   .data   utf8    5a$]qkNə blocks=Basic Latin,IPA Extensions
3401 0x00029f9f 0x0003bd9f 4   6    .data   utf8    (ъM] blocks=Basic Latin,Cyrillic
3402 0x00029fc7 0x0003bdc7 4   6    .data   utf8    ,ʺbz blocks=Basic Latin,Spacing Modifier Letters
3403 0x00029fce 0x0003bdce 4   5    .data   ascii   Du\fv
3404 0x0002a005 0x0003be05 4   5    .data   ascii   1dy4
3405 0x0002a018 0x0003be18 5   6    .data   ascii   t#4>.
3406 0x0002a044 0x0003be44 4   5    .data   ascii   LVK0
3407 0x0002a082 0x0003be82 8   9    .data   ascii   Y4471wz$
3408 0x0002a0be 0x0003bebe 4   7    .data   utf8    판\t|) blocks=Hangul Syllables,Basic Latin
3409 0x0002a0eb 0x0003beeb 8   9    .data   ascii   5q?XB9]H
3410 0x0002a0f7 0x0003bef7 4   5    .data   ascii   #hD\e
3411 0x0002a107 0x0003bf07 4   5    .data   ascii   ?G\f'
3412 0x0002a120 0x0003bf20 4   5    .data   ascii   Lv/J
3413 0x0002a134 0x0003bf34 4   5    .data   ascii   YdPq
3414 0x0002a173 0x0003bf73 5   6    .data   ascii   v\bb|f
3415 0x0002a191 0x0003bf91 4   7    .data   utf8    倕\nA' blocks=CJK Unified Ideographs,Basic Latin
3416 0x0002a1c2 0x0003bfc2 5   8    .data   utf8    uEҥ\nN blocks=Basic Latin,Cyrillic
3417 0x0002a1d4 0x0003bfd4 4   5    .data   ascii   :)Q,
3418 0x0002a1f0 0x0003bff0 4   5    .data   ascii   6rF\n
3419 0x0002a22e 0x0003c02e 4   5    .data   ascii   KsTG
3420 0x0002a287 0x0003c087 4   6    .data   utf8    o6Σf blocks=Basic Latin,Greek and Coptic
3421 0x0002a2a9 0x0003c0a9 5   9    .data   utf8    ؼ⦯kg5 blocks=Arabic,Miscellaneous Mathematical Symbols-B,Basic Latin
3422 0x0002a2b2 0x0003c0b2 4   5    .data   ascii   @_,\n
3423 0x0002a2c0 0x0003c0c0 4   6    .data   utf8    W"aҞ blocks=Basic Latin,Cyrillic
3424 0x0002a353 0x0003c153 4   6    .data   utf8    jη+0 blocks=Basic Latin,Greek and Coptic
3425 0x0002a369 0x0003c169 4   5    .data   ascii   _|7>
3426 0x0002a37d 0x0003c17d 6   7    .data   ascii   "j)qQm
3427 0x0002a3a1 0x0003c1a1 4   6    .data   utf8    gƺOI blocks=Basic Latin,Latin Extended-B
3428 0x0002a3e3 0x0003c1e3 5   6    .data   ascii   W4&,i
3429 0x0002a40a 0x0003c20a 5   6    .data   ascii   5[.c\e
3430 0x0002a472 0x0003c272 5   6    .data   ascii   f\e]\b 
3431 0x0002a4fd 0x0003c2fd 5   7    .data   utf8    ҙo/r] blocks=Cyrillic,Basic Latin
3432 0x0002a534 0x0003c334 7   8    .data   ascii   tZ\t;YIx
3433 0x0002a56c 0x0003c36c 4   8    .data   utf8    =7󾗯) blocks=Basic Latin,Supplementary Private Use Area-A
3434 0x0002a582 0x0003c382 5   6    .data   ascii   \b4&Z5
3435 0x0002a5cb 0x0003c3cb 4   5    .data   ascii   _"|@
3436 0x0002a5eb 0x0003c3eb 6   7    .data   ascii   dD10Wr
3437 0x0002a607 0x0003c407 5   8    .data   utf8    aݱKfŀ blocks=Basic Latin,Arabic Supplement,Latin Extended-A
3438 0x0002a63c 0x0003c43c 4   6    .data   utf8    dқww blocks=Basic Latin,Cyrillic
3439 0x0002a6b6 0x0003c4b6 4   5    .data   ascii   !yqQ
3440 0x0002a736 0x0003c536 5   6    .data   ascii   MyI\rJ
3441 0x0002a768 0x0003c568 4   5    .data   ascii   bASW
3442 0x0002a790 0x0003c590 4   5    .data   ascii   qe`)
3443 0x0002a7b3 0x0003c5b3 7   8    .data   ascii   GNj~\v=\e
3444 0x0002a86e 0x0003c66e 4   6    .data   utf8    ٙ&C~ blocks=Arabic,Basic Latin
3445 0x0002a8a8 0x0003c6a8 4   5    .data   ascii   n7Wq
3446 0x0002a8b7 0x0003c6b7 4   5    .data   ascii   WBX~
3447 0x0002a8c6 0x0003c6c6 5   6    .data   ascii   |aJ9{
3448 0x0002a8fa 0x0003c6fa 6   8    .data   utf8    V͓_GDC blocks=Basic Latin,Combining Diacritical Marks
3449 0x0002a92c 0x0003c72c 4   5    .data   ascii   ;?$)
3450 0x0002a93a 0x0003c73a 4   5    .data   ascii    ;u9
3451 0x0002a978 0x0003c778 7   11   .data   utf8    b\aJsH펻̠ blocks=Basic Latin,Hangul Syllables,Combining Diacritical Marks
3452 0x0002a9a6 0x0003c7a6 4   6    .data   utf8    !?3ڬ blocks=Basic Latin,Arabic
3453 0x0002a9d2 0x0003c7d2 4   6    .data   utf8    'ż/L blocks=Basic Latin,Latin Extended-A
3454 0x0002a9f7 0x0003c7f7 4   6    .data   utf8    Ϯ={g blocks=Greek and Coptic,Basic Latin
3455 0x0002aa25 0x0003c825 4   5    .data   ascii   4(^Z
3456 0x0002aa5a 0x0003c85a 6   8    .data   utf8    w֭gj+@ blocks=Basic Latin,Hebrew
3457 0x0002aa6b 0x0003c86b 4   6    .data   utf8    &ϛhN blocks=Basic Latin,Greek and Coptic
3458 0x0002aa8d 0x0003c88d 8   10   .data   utf8    @0B8GMyݓ blocks=Basic Latin,Arabic Supplement
3459 0x0002aad8 0x0003c8d8 4   6    .data   utf8    ĪF&Y blocks=Latin Extended-A,Basic Latin
3460 0x0002aae5 0x0003c8e5 6   7    .data   ascii   e*\es(t
3461 0x0002ab25 0x0003c925 4   6    .data   utf8    Ï4\r  blocks=Latin-1 Supplement,Basic Latin
3462 0x0002ab44 0x0003c944 4   6    .data   utf8    1_ں9 blocks=Basic Latin,Arabic
3463 0x0002ab56 0x0003c956 4   6    .data   utf8    [άju blocks=Basic Latin,Greek and Coptic
3464 0x0002ab85 0x0003c985 5   8    .data   utf8    [e:* blocks=Basic Latin,Private Use Area
3465 0x0002ab8f 0x0003c98f 5   6    .data   ascii   Y\r3kg
3466 0x0002abdc 0x0003c9dc 5   6    .data   ascii   \twQE<
3467 0x0002abeb 0x0003c9eb 4   5    .data   ascii   ?E2n
3468 0x0002ac23 0x0003ca23 5   7    .data   utf8    Oģ\e \e blocks=Basic Latin,Latin Extended-A
3469 0x0002ac42 0x0003ca42 4   6    .data   utf8    ]W.ڜ blocks=Basic Latin,Arabic
3470 0x0002acdc 0x0003cadc 4   5    .data   ascii   Vui#
3471 0x0002acf6 0x0003caf6 7   8    .data   ascii   ;Dc.~0W
3472 0x0002ad03 0x0003cb03 5   6    .data   ascii   t.?#j
3473 0x0002ad17 0x0003cb17 5   6    .data   ascii   #vqI?
3474 0x0002ad56 0x0003cb56 4   5    .data   ascii   \r@c"
3475 0x0002ad74 0x0003cb74 8   10   .data   utf8    Gtć\t,q\fo blocks=Basic Latin,Latin Extended-A
3476 0x0002adae 0x0003cbae 5   8    .data   utf8    B,!a藮 blocks=Basic Latin,CJK Unified Ideographs
3477 0x0002ade0 0x0003cbe0 5   6    .data   ascii   ]kxu:
3478 0x0002adff 0x0003cbff 4   5    .data   ascii   [9 "
3479 0x0002ae28 0x0003cc28 4   5    .data   ascii   <]d{
3480 0x0002ae5f 0x0003cc5f 4   5    .data   ascii   {hT|
3481 0x0002ae69 0x0003cc69 4   5    .data   ascii   w,-<
3482 0x0002ae73 0x0003cc73 5   7    .data   utf8    @2\e3Ր blocks=Basic Latin,Armenian
3483 0x0002ae7a 0x0003cc7a 4   5    .data   ascii   @\v0\a
3484 0x0002ae84 0x0003cc84 4   5    .data   ascii   5>nx
3485 0x0002aeb4 0x0003ccb4 4   5    .data   ascii   j^\\e
3486 0x0002aebd 0x0003ccbd 8   9    .data   ascii   f6\a xmU|
3487 0x0002aed1 0x0003ccd1 4   5    .data   ascii   >OQE
3488 0x0002af29 0x0003cd29 4   5    .data   ascii   >ik_
3489 0x0002af37 0x0003cd37 5   6    .data   ascii   \r"M,\
3490 0x0002af69 0x0003cd69 6   7    .data   ascii   {)ht>J
3491 0x0002afe2 0x0003cde2 5   6    .data   ascii   N@Y-{
3492 0x0002aff3 0x0003cdf3 4   5    .data   ascii   7T#-
3493 0x0002b016 0x0003ce16 4   8    .data   utf8    *㜐Ī+ blocks=Basic Latin,CJK Unified Ideographs Extension A,Latin Extended-A
3494 0x0002b075 0x0003ce75 4   5    .data   ascii   *M\vU
3495 0x0002b0dc 0x0003cedc 6   8    .data   utf8    r|5\\rĎ blocks=Basic Latin,Latin Extended-A
3496 0x0002b0f5 0x0003cef5 4   5    .data   ascii   \bl<\a
3497 0x0002b141 0x0003cf41 4   6    .data   utf8    \f§kI blocks=Basic Latin,Latin-1 Supplement
3498 0x0002b19b 0x0003cf9b 4   5    .data   ascii   \ts&o
3499 0x0002b1a1 0x0003cfa1 5   6    .data   ascii   `'?<9
3500 0x0002b1eb 0x0003cfeb 6   7    .data   ascii   *pb2uV
3501 0x0002b1f2 0x0003cff2 4   6    .data   utf8    c%7× blocks=Basic Latin,Latin-1 Supplement
3502 0x0002b20d 0x0003d00d 5   7    .data   utf8    ̡nX:- blocks=Combining Diacritical Marks,Basic Latin
3503 0x0002b245 0x0003d045 4   5    .data   ascii   Z =M
3504 0x0002b2fc 0x0003d0fc 4   5    .data   ascii   VkjK
3505 0x0002b30f 0x0003d10f 4   6    .data   utf8    SlMǂ blocks=Basic Latin,Latin Extended-B
3506 0x0002b316 0x0003d116 6   8    .data   utf8    B[To3֞ blocks=Basic Latin,Hebrew
3507 0x0002b32b 0x0003d12b 10  12   .data   utf8    an\v5ݼJ8sTg blocks=Basic Latin,Arabic Supplement
3508 0x0002b342 0x0003d142 5   8    .data   utf8    =/˅Ҵa blocks=Basic Latin,Spacing Modifier Letters,Cyrillic
3509 0x0002b371 0x0003d171 5   7    .data   utf8    qϛQW= blocks=Basic Latin,Greek and Coptic
3510 0x0002b386 0x0003d186 5   6    .data   ascii   ?/o6\r
3511 0x0002b3bc 0x0003d1bc 5   6    .data   ascii   @.M)}
3512 0x0002b3f8 0x0003d1f8 9   10   .data   ascii   oOnp,\nQqX
3513 0x0002b421 0x0003d221 4   5    .data   ascii   5\eV\e
3514 0x0002b441 0x0003d241 9   10   .data   ascii   [Q}Xa\tb`H
3515 0x0002b480 0x0003d280 4   5    .data   ascii   O?5\v
3516 0x0002b4cf 0x0003d2cf 4   5    .data   ascii   rS"Z
3517 0x0002b4ff 0x0003d2ff 5   6    .data   ascii   `$ZwX
3518 0x0002b554 0x0003d354 5   6    .data   ascii   }6&g<
3519 0x0002b5b2 0x0003d3b2 4   5    .data   ascii   L4ch
3520 0x0002b5d4 0x0003d3d4 5   6    .data   ascii   wY\n`\a
3521 0x0002b5e5 0x0003d3e5 4   6    .data   utf8    \e@ۛ~ blocks=Basic Latin,Arabic
3522 0x0002b5eb 0x0003d3eb 4   5    .data   ascii   l=]?
3523 0x0002b61a 0x0003d41a 4   5    .data   ascii   aLk~
3524 0x0002b623 0x0003d423 5   6    .data   ascii   :8.8 
3525 0x0002b6a5 0x0003d4a5 5   6    .data   ascii   +$Mjg
3526 0x0002b6ad 0x0003d4ad 4   7    .data   utf8    ;ԝ\a۲ blocks=Basic Latin,Cyrillic Supplement,Arabic
3527 0x0002b6d4 0x0003d4d4 4   5    .data   ascii   bh{x
3528 0x0002b6f0 0x0003d4f0 4   6    .data   utf8    ;ׇGZ blocks=Basic Latin,Hebrew
3529 0x0002b6fa 0x0003d4fa 4   6    .data   utf8    @Ύs( blocks=Basic Latin,Greek and Coptic
3530 0x0002b725 0x0003d525 5   7    .data   utf8    D5p8ȟ blocks=Basic Latin,Latin Extended-B
3531 0x0002b736 0x0003d536 4   5    .data   ascii   OUIu
3532 0x0002b771 0x0003d571 4   5    .data   ascii   20Z|
3533 0x0002b778 0x0003d578 5   7    .data   utf8    r3èm5 blocks=Basic Latin,Latin-1 Supplement
3534 0x0002b7a1 0x0003d5a1 4   6    .data   utf8    ǔ@`B blocks=Latin Extended-B,Basic Latin
3535 0x0002b85c 0x0003d65c 4   5    .data   ascii   C\aSB
3536 0x0002b8c8 0x0003d6c8 5   6    .data   ascii   q*cRn
3537 0x0002b8ec 0x0003d6ec 4   6    .data   utf8    L4c)
3538 0x0002b90a 0x0003d70a 4   6    .data   utf8    ܐA>h blocks=Syriac,Basic Latin
3539 0x0002b938 0x0003d738 4   6    .data   utf8    Jݤ|o blocks=Basic Latin,Arabic Supplement
3540 0x0002b954 0x0003d754 4   5    .data   ascii   GCYs
3541 0x0002b99e 0x0003d79e 4   6    .data   utf8    <ZZ߱ blocks=Basic Latin,NKo
3542 0x0002b9b6 0x0003d7b6 4   5    .data   ascii   =kW9
3543 0x0002b9e2 0x0003d7e2 4   5    .data   ascii   $\f0V
3544 0x0002ba09 0x0003d809 4   5    .data   ascii   A!-y
3545 0x0002baa0 0x0003d8a0 4   6    .data   utf8    mc\aѿ blocks=Basic Latin,Cyrillic
3546 0x0002babf 0x0003d8bf 6   7    .data   ascii   \a_Ja+p
3547 0x0002bad1 0x0003d8d1 4   5    .data   ascii   /m",
3548 0x0002bae6 0x0003d8e6 4   6    .data   utf8    \eY,۸ blocks=Basic Latin,Arabic
3549 0x0002bb42 0x0003d942 5   6    .data   ascii   ?osY@
3550 0x0002bb63 0x0003d963 5   6    .data   ascii   $klU\v
3551 0x0002bb90 0x0003d990 4   5    .data   ascii   G)C>
3552 0x0002bb9e 0x0003d99e 5   7    .data   utf8    -`pGԑ blocks=Basic Latin,Cyrillic Supplement
3553 0x0002bba6 0x0003d9a6 4   6    .data   utf8    eӦRp blocks=Basic Latin,Cyrillic
3554 0x0002bbe8 0x0003d9e8 5   6    .data   ascii   hM/|^
3555 0x0002bbf3 0x0003d9f3 5   6    .data   ascii   o`;\rD
3556 0x0002bc6e 0x0003da6e 6   8    .data   utf8    :y!h%ۿ blocks=Basic Latin,Arabic
3557 0x0002bc7c 0x0003da7c 5   6    .data   ascii   Sv\a0r
3558 0x0002bca6 0x0003daa6 6   7    .data   ascii   vH`fhB
3559 0x0002bcd7 0x0003dad7 4   5    .data   ascii   \e\ncd
3560 0x0002bcea 0x0003daea 4   6    .data   utf8    ȗPg\t blocks=Latin Extended-B,Basic Latin
3561 0x0002bd22 0x0003db22 4   5    .data   ascii   G0 \n
3562 0x0002bd2b 0x0003db2b 4   5    .data   ascii   {\nW)
3563 0x0002bd81 0x0003db81 9   10   .data   ascii   *Z]]O+\b`4
3564 0x0002bde3 0x0003dbe3 4   5    .data   ascii   Z}6?
3565 0x0002bdf2 0x0003dbf2 4   5    .data   ascii   N'\fK
3566 0x0002be0e 0x0003dc0e 4   5    .data   ascii   m\eK?
3567 0x0002be67 0x0003dc67 5   6    .data   ascii   61"W9
3568 0x0002be7d 0x0003dc7d 6   7    .data   ascii   icv\vUM
3569 0x0002be85 0x0003dc85 6   7    .data   ascii   \r{N52|
3570 0x0002be8e 0x0003dc8e 4   6    .data   utf8    ۖPw$ blocks=Arabic,Basic Latin
3571 0x0002beb1 0x0003dcb1 4   6    .data   utf8    [Oݑ: blocks=Basic Latin,Arabic Supplement
3572 0x0002bed6 0x0003dcd6 7   8    .data   ascii   \f\e"LD|K
3573 0x0002beeb 0x0003dceb 4   5    .data   ascii   \b\N<
3574 0x0002bef4 0x0003dcf4 5   7    .data   utf8    1`G$:
3575 0x0002bf05 0x0003dd05 5   6    .data   ascii   \v);6_
3576 0x0002bf36 0x0003dd36 6   7    .data   ascii   zp@kR;
3577 0x0002bfa7 0x0003dda7 5   6    .data   ascii   s{.4t
3578 0x0002bfc0 0x0003ddc0 5   7    .data   utf8    ˛}U;m blocks=Spacing Modifier Letters,Basic Latin
3579 0x0002c020 0x0003de20 5   6    .data   ascii   ?^ks9
3580 0x0002c05a 0x0003de5a 5   6    .data   ascii   k@Adw
3581 0x0002c148 0x0003df48 5   7    .data   utf8    HcZխ? blocks=Basic Latin,Armenian
3582 0x0002c156 0x0003df56 4   7    .data   utf8    FJj blocks=Basic Latin,Private Use Area
3583 0x0002c16e 0x0003df6e 5   6    .data   ascii   g(\v&\f
3584 0x0002c1a3 0x0003dfa3 5   6    .data   ascii   =G.Jr
3585 0x0002c1ab 0x0003dfab 4   5    .data   ascii   eJ\bW
3586 0x0002c1bd 0x0003dfbd 4   5    .data   ascii   TJxY
