[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1471 0x0001a943 0x0041c343 4   6    .data   utf8    [:uɒ blocks=Basic Latin,IPA Extensions
1472 0x0001a98a 0x0041c38a 5   7    .data   utf8    rZ:iݒ blocks=Basic Latin,Arabic Supplement
1473 0x0001a9ba 0x0041c3ba 4   5    .data   ascii   rHYS
1474 0x0001aaab 0x0041c4ab 4   6    .data   utf8    ӌi5^ blocks=Cyrillic,Basic Latin
1475 0x0001ab23 0x0041c523 4   5    .data   ascii   g-U@
1476 0x0001ab89 0x0041c589 5   8    .data   utf8    -ȓҙ0m blocks=Basic Latin,Latin Extended-B,Cyrillic
1477 0x0001ac01 0x0041c601 5   8    .data   utf8    !1mǹד blocks=Basic Latin,Latin Extended-B,Hebrew
1478 0x0001ac84 0x0041c684 6   7    .data   ascii   \bBW8-U
1479 0x0001acb4 0x0041c6b4 6   7    .data   ascii   "B+9-U
1480 0x0001acda 0x0041c6da 5   6    .data   ascii   Um-/9
1481 0x0001acee 0x0041c6ee 5   6    .data   ascii   Um-/9
1482 0x0001ad02 0x0041c702 5   6    .data   ascii   Um-/9
1483 0x0001ad1d 0x0041c71d 5   6    .data   ascii   B\a8-U
1484 0x0001addd 0x0041c7dd 4   5    .data   ascii   !*zN
1485 0x0001aef0 0x0041c8f0 4   7    .data   utf8    _6ݢЪ blocks=Basic Latin,Arabic Supplement,Cyrillic
1486 0x0001afaa 0x0041c9aa 4   5    .data   ascii   rc:%
1487 0x0001afe9 0x0041c9e9 4   5    .data   ascii   !)zV
1488 0x0001b011 0x0041ca11 4   6    .data   utf8    A/+Ң blocks=Basic Latin,Cyrillic
1489 0x0001b188 0x0041cb88 4   7    .data   utf8    _&ݲЪ blocks=Basic Latin,Arabic Supplement,Cyrillic
1490 0x0001b1bc 0x0041cbbc 4   7    .data   utf8    _&ݲЪ blocks=Basic Latin,Arabic Supplement,Cyrillic
1491 0x0001b1cc 0x0041cbcc 4   7    .data   utf8    SnٔҪ blocks=Basic Latin,Arabic,Cyrillic
1492 0x0001b216 0x0041cc16 4   5    .data   ascii   p'Z)
1493 0x0001b362 0x0041cd62 4   7    .data   utf8    ϵӪ|R blocks=Greek and Coptic,Cyrillic,Basic Latin
1494 0x0001b3da 0x0041cdda 7   8    .data   ascii   Nj:mZm-
1495 0x0001b3e8 0x0041cde8 6   7    .data   ascii   \nBc6-U
1496 0x0001b461 0x0041ce61 4   5    .data   ascii   `zZ-
1497 0x0001b47c 0x0041ce7c 5   7    .data   utf8    ,!:T֓ blocks=Basic Latin,Hebrew
1498 0x0001b483 0x0041ce83 5   6    .data   ascii   y2f5^
1499 0x0001b57d 0x0041cf7d 4   6    .data   utf8    !2z« blocks=Basic Latin,Latin-1 Supplement
1500 0x0001b5a9 0x0041cfa9 5   8    .data   utf8    !6mǩӓ blocks=Basic Latin,Latin Extended-B,Cyrillic
1501 0x0001b5c6 0x0041cfc6 4   5    .data   ascii   rY:m
1502 0x0001b718 0x0041d118 4   6    .data   utf8    ӪrZ: blocks=Cyrillic,Basic Latin
1503 0x0001b7fd 0x0041d1fd 4   5    .data   ascii   !8{`
1504 0x0001b8c2 0x0041d2c2 4   5    .data   ascii   ERYb
1505 0x0001b9ec 0x0041d3ec 4   5    .data   ascii   YSrP
1506 0x0001b9f1 0x0041d3f1 4   5    .data   ascii   !1ax
1507 0x0001badb 0x0041d4db 5   6    .data   ascii   m-U5^
1508 0x0001bb0d 0x0041d50d 5   6    .data   ascii   B;l-U
1509 0x0001bb35 0x0041d535 5   6    .data   ascii   KAm-U
1510 0x0001bbe5 0x0041d5e5 5   7    .data   utf8    )1m9ܴ blocks=Basic Latin,Syriac
1511 0x0001bc24 0x0041d624 4   5    .data   ascii   -}rj
1512 0x0001bc43 0x0041d643 4   6    .data   utf8    [:Aђ blocks=Basic Latin,Cyrillic
1513 0x0001bc77 0x0041d677 4   6    .data   utf8    ̏i5^ blocks=Combining Diacritical Marks,Basic Latin
1514 0x0001bd65 0x0041d765 4   5    .data   ascii   )1m9
1515 0x0001be75 0x0041d875 5   8    .data   utf8    '혞!(y blocks=Basic Latin,Hangul Syllables
1516 0x0001be8c 0x0041d88c 5   7    .data   utf8    V+z6Ӫ blocks=Basic Latin,Cyrillic
1517 0x0001c10b 0x0041db0b 4   5    .data   ascii   m-U\t
1518 0x0001c29b 0x0041dc9b 4   5    .data   ascii   m-U\t
1519 0x0001c3a5 0x0041dda5 4   5    .data   ascii   xr]-
1520 0x0001c3e1 0x0041dde1 4   5    .data   ascii   xr][
1521 0x0001c47f 0x0041de7f 6   8    .data   utf8    m-!2mǩ blocks=Basic Latin,Latin Extended-B
1522 0x0001c4f0 0x0041def0 5   6    .data   ascii   :]\bm-
1523 0x0001c505 0x0041df05 5   6    .data   ascii   B\ec-U
1524 0x0001c519 0x0041df19 5   6    .data   ascii   B7c-U
1525 0x0001c525 0x0041df25 5   6    .data   ascii   B;c-U
1526 0x0001c54e 0x0041df4e 7   8    .data   ascii   r]:=\bm-
1527 0x0001c59c 0x0041df9c 4   6    .data   utf8    ЪrY" blocks=Cyrillic,Basic Latin
1528 0x0001c5da 0x0041dfda 4   5    .data   ascii   rK:\r
1529 0x0001c5e1 0x0041dfe1 4   6    .data   utf8    !2zư blocks=Basic Latin,Latin Extended-B
1530 0x0001c6da 0x0041e0da 4   5    .data   ascii   rJ:5
1531 0x0001c6fa 0x0041e0fa 4   5    .data   ascii   rY:e
1532 0x0001c702 0x0041e102 4   5    .data   ascii   rY:-
1533 0x0001c781 0x0041e181 4   5    .data   ascii   f5^k
1534 0x0001c78c 0x0041e18c 4   6    .data   utf8    Ҫ5^k blocks=Cyrillic,Basic Latin
1535 0x0001c8db 0x0041e2db 4   5    .data   ascii   l-Ui
1536 0x0001c93b 0x0041e33b 5   6    .data   ascii   l-U5^
1537 0x0001c972 0x0041e372 4   5    .data   ascii   rK:E
1538 0x0001c9c8 0x0041e3c8 5   7    .data   utf8    ҪrZ:e blocks=Cyrillic,Basic Latin
1539 0x0001c9d5 0x0041e3d5 4   5    .data   ascii   )6m9
1540 0x0001ca10 0x0041e410 5   6    .data   ascii   Ysz]-
1541 0x0001cabc 0x0041e4bc 4   5    .data   ascii   Gj|R
1542 0x0001cb1d 0x0041e51d 4   5    .data   ascii   !2zv
1543 0x0001cc19 0x0041e619 5   6    .data   ascii   !$zv[
1544 0x0001cca8 0x0041e6a8 4   6    .data   utf8    Ҫzj- blocks=Cyrillic,Basic Latin
1545 0x0001ccd5 0x0041e6d5 7   8    .data   ascii   CEl-U5^
1546 0x0001cd2a 0x0041e72a 5   7    .data   utf8    rY:Q˒ blocks=Basic Latin,Spacing Modifier Letters
1547 0x0001ce29 0x0041e829 5   7    .data   utf8    UtЂA~ blocks=Basic Latin,Cyrillic
1548 0x0001ce3f 0x0041e83f 5   6    .data   ascii   m-f5^
1549 0x0001ce96 0x0041e896 8   9    .data   ascii   @m,T\al,T
1550 0x0001d12e 0x0041eb2e 4   5    .data   ascii   rG:\t
1551 0x0001d172 0x0041eb72 4   5    .data   ascii   rk%[
1552 0x0001d199 0x0041eb99 4   5    .data   ascii   !6z\n
1553 0x0001d1b8 0x0041ebb8 5   8    .data   utf8    Ҫzj-ޓ blocks=Cyrillic,Basic Latin,Thaana
1554 0x0001d1cc 0x0041ebcc 5   8    .data   utf8    Ҫzj-ޣ blocks=Cyrillic,Basic Latin,Thaana
1555 0x0001d1f4 0x0041ebf4 5   6    .data   ascii   WQ\am-
1556 0x0001d217 0x0041ec17 4   5    .data   ascii   m-Bk
1557 0x0001d226 0x0041ec26 4   5    .data   ascii   \am-)
1558 0x0001d23a 0x0041ec3a 4   5    .data   ascii   \am-)
1559 0x0001d2ab 0x0041ecab 4   5    .data   ascii   m-B\a
1560 0x0001d2e2 0x0041ece2 5   7    .data   utf8    rY:uԒ blocks=Basic Latin,Cyrillic Supplement
1561 0x0001d324 0x0041ed24 4   5    .data   ascii   YZrx
1562 0x0001d329 0x0041ed29 4   5    .data   ascii   ! :Q
1563 0x0001d338 0x0041ed38 5   7    .data   utf8    ҪzZ-A blocks=Cyrillic,Basic Latin
1564 0x0001d394 0x0041ed94 4   6    .data   utf8    Ҫzj- blocks=Cyrillic,Basic Latin
1565 0x0001d3da 0x0041edda 4   5    .data   ascii   lRWj
1566 0x0001d402 0x0041ee02 4   5    .data   ascii   rUY|
1567 0x0001d409 0x0041ee09 7   8    .data   ascii   B\al-Urj
1568 0x0001d411 0x0041ee11 4   5    .data   ascii   !2zb
1569 0x0001d444 0x0041ee44 4   5    .data   ascii   Gj|R
1570 0x0001d522 0x0041ef22 4   5    .data   ascii   )n%h
1571 0x0001d67b 0x0041f07b 5   8    .data   utf8    Pӥ}*Ҫ blocks=Basic Latin,Cyrillic
1572 0x0001d6e2 0x0041f0e2 4   5    .data   ascii   rDYg
1573 0x0001d71d 0x0041f11d 4   6    .data   utf8    !}|Ҕ blocks=Basic Latin,Cyrillic
1574 0x0001d7b7 0x0041f1b7 5   6    .data   ascii   M-UrQ
1575 0x0001d80c 0x0041f20c 10  11   .data   ascii   hU\al,T\al,'
1576 0x0001d88f 0x0041f28f 5   6    .data   ascii   L-UrQ
1577 0x0001d8d7 0x0041f2d7 5   6    .data   ascii   L-UrQ
1578 0x0001d8ec 0x0041f2ec 4   5    .data   ascii   Yc|@
1579 0x0001d940 0x0041f340 4   7    .data   utf8    Хt\fҪ blocks=Cyrillic,Basic Latin
1580 0x0001d952 0x0041f352 5   6    .data   ascii   zp"!1
1581 0x0001d959 0x0041f359 5   7    .data   utf8    x8sڡ1 blocks=Basic Latin,Arabic
1582 0x0001dab2 0x0041f4b2 4   5    .data   ascii   rRQK
1583 0x0001db4f 0x0041f54f 5   6    .data   ascii   w\a>FD
1584 0x0001dbf7 0x0041f5f7 4   5    .data   ascii   m-/9
1585 0x0001dc1f 0x0041f61f 5   6    .data   ascii   m-U1\e
1586 0x0001dc31 0x0041f631 5   6    .data   ascii   B?{-U
1587 0x0001dca2 0x0041f6a2 4   5    .data   ascii   rYWj
1588 0x0001dcf0 0x0041f6f0 4   5    .data   ascii   YRrH
1589 0x0001dd02 0x0041f702 4   5    .data   ascii   rUYy
1590 0x0001dd80 0x0041f780 4   5    .data   ascii   YlrA
1591 0x0001dd85 0x0041f785 5   6    .data   ascii   !7z&W
1592 0x0001dd8b 0x0041f78b 4   5    .data   ascii   mYzp
1593 0x0001dd9e 0x0041f79e 4   5    .data   ascii   rTYy
1594 0x0001dda5 0x0041f7a5 8   9    .data   ascii   BG5-Urj[
1595 0x0001ddc1 0x0041f7c1 5   6    .data   ascii   B[5-U
1596 0x0001de1a 0x0041f81a 4   5    .data   ascii   rTYy
1597 0x0001de29 0x0041f829 5   7    .data   utf8    !>yЙ9 blocks=Basic Latin,Cyrillic
1598 0x0001dfed 0x0041f9ed 4   6    .data   utf8    j:ڱh blocks=Basic Latin,Arabic
1599 0x0001e044 0x0041fa44 5   8    .data   utf8    Ҫzjӥ} blocks=Cyrillic,Basic Latin
1600 0x0001e0ed 0x0041faed 4   5    .data   ascii   !7zn
1601 0x0001e146 0x0041fb46 4   6    .data   utf8    r_:Ŕ blocks=Basic Latin,Latin Extended-A
1602 0x0001e39d 0x0041fd9d 4   6    .data   utf8    #|2֪ blocks=Basic Latin,Hebrew
1603 0x0001e3a4 0x0041fda4 9   10   .data   ascii   YRr`Yszk-
1604 0x0001e40d 0x0041fe0d 4   6    .data   utf8    !|*֪ blocks=Basic Latin,Hebrew
1605 0x0001e501 0x0041ff01 6   8    .data   utf8    B!ZҪ|R blocks=Basic Latin,Cyrillic
1606 0x0001e550 0x0041ff50 5   8    .data   utf8    \bB۫Ҫr blocks=Basic Latin,Arabic,Cyrillic
1607 0x0001e55b 0x0041ff5b 4   5    .data   ascii   b$k{
1608 0x0001e563 0x0041ff63 4   5    .data   ascii   k-U>
1609 0x0001e57f 0x0041ff7f 4   5    .data   ascii   k-U>
1610 0x0001e620 0x00420020 4   6    .data   utf8    Ҫrj9 blocks=Cyrillic,Basic Latin
1611 0x0001e676 0x00420076 4   5    .data   ascii   }c,U
1612 0x0001e6a0 0x004200a0 5   6    .data   ascii   Wm\am-
1613 0x0001e6fd 0x004200fd 4   6    .data   utf8    !yZҪ blocks=Basic Latin,Cyrillic
1614 0x0001e7c9 0x004201c9 5   6    .data   ascii   B\vl-U
1615 0x0001e858 0x00420258 4   5    .data   ascii   ,Uzp
1616 0x0001e8db 0x004202db 4   6    .data   utf8    wЪzs blocks=Basic Latin,Cyrillic
1617 0x0001e900 0x00420300 4   5    .data   ascii   Y`|@
1618 0x0001e944 0x00420344 4   5    .data   ascii   lezk
1619 0x0001e959 0x00420359 5   8    .data   utf8    .֓Ҫzk blocks=Basic Latin,Hebrew,Cyrillic
1620 0x0001e96a 0x0042036a 4   5    .data   ascii   Po-U
1621 0x0001e9c9 0x004203c9 5   6    .data   ascii   h(j;E
1622 0x0001e9e8 0x004203e8 4   7    .data   utf8    %lɚҪ blocks=Basic Latin,IPA Extensions,Cyrillic
1623 0x0001e9fd 0x004203fd 5   6    .data   ascii   !=+-U
1624 0x0001ea34 0x00420434 4   7    .data   utf8    %lɚҪ blocks=Basic Latin,IPA Extensions,Cyrillic
1625 0x0001ea5b 0x0042045b 4   6    .data   utf8    ֟!:z blocks=Hebrew,Basic Latin
1626 0x0001ec5d 0x0042065d 4   6    .data   utf8    'd]Ӫ blocks=Basic Latin,Cyrillic
1627 0x0001ee81 0x00420881 4   6    .data   utf8    'lBӪ blocks=Basic Latin,Cyrillic
1628 0x0001eeb7 0x004208b7 5   8    .data   utf8    Қ'tBӪ blocks=Cyrillic,Basic Latin
1629 0x0001ef31 0x00420931 5   6    .data   ascii   BOU-U
1630 0x0001f058 0x00420a58 5   6    .data   ascii   [S\am-
1631 0x0001f05e 0x00420a5e 7   8    .data   ascii   rr;[\am-
1632 0x0001f0d8 0x00420ad8 4   6    .data   utf8    RUɝW blocks=Basic Latin,IPA Extensions
1633 0x0001f1b2 0x00420bb2 6   8    .data   utf8    8yڥG[: blocks=Basic Latin,Arabic
1634 0x0001f1ba 0x00420bba 4   5    .data   ascii   \nm-)
1635 0x0001f1cd 0x00420bcd 5   6    .data   ascii   i5^Wx
1636 0x0001f1ec 0x00420bec 4   5    .data   ascii   YZrH
1637 0x0001f1fa 0x00420bfa 4   5    .data   ascii   s_-a
1638 0x0001f2b5 0x00420cb5 4   5    .data   ascii   !2zn
1639 0x0001f314 0x00420d14 4   5    .data   ascii   ,Uzp
1640 0x0001f397 0x00420d97 4   6    .data   utf8    wЪzs blocks=Basic Latin,Cyrillic
1641 0x0001f3c8 0x00420dc8 4   5    .data   ascii   Y`|@
1642 0x0001f40c 0x00420e0c 4   5    .data   ascii   lezk
1643 0x0001f421 0x00420e21 5   8    .data   utf8    .֓Ҫzk blocks=Basic Latin,Hebrew,Cyrillic
1644 0x0001f432 0x00420e32 4   5    .data   ascii   Po-U
1645 0x0001f491 0x00420e91 5   6    .data   ascii   h(j;E
1646 0x0001f4b0 0x00420eb0 4   7    .data   utf8    %lɚҪ blocks=Basic Latin,IPA Extensions,Cyrillic
1647 0x0001f4c5 0x00420ec5 5   6    .data   ascii   !=+-U
1648 0x0001f4fc 0x00420efc 4   7    .data   utf8    %lɚҪ blocks=Basic Latin,IPA Extensions,Cyrillic
1649 0x0001f523 0x00420f23 5   7    .data   utf8    ֟!:zF blocks=Hebrew,Basic Latin
1650 0x0001f725 0x00421125 4   6    .data   utf8    'd]Ӫ blocks=Basic Latin,Cyrillic
1651 0x0001f87e 0x0042127e 4   5    .data   ascii   rY:%
1652 0x0001f92d 0x0042132d 6   7    .data   ascii   Bgj-Uz
1653 0x0001f949 0x00421349 4   6    .data   utf8    'lBӪ blocks=Basic Latin,Cyrillic
1654 0x0001f97f 0x0042137f 5   8    .data   utf8    Қ'tBӪ blocks=Cyrillic,Basic Latin
1655 0x0001fade 0x004214de 4   5    .data   ascii   s]:\t
1656 0x0001fb01 0x00421501 5   6    .data   ascii   B{d-U
1657 0x0001fb20 0x00421520 5   6    .data   ascii   [S\am-
1658 0x0001fb26 0x00421526 7   8    .data   ascii   rr;[\am-
1659 0x0001fba0 0x004215a0 4   6    .data   utf8    RUɝW blocks=Basic Latin,IPA Extensions
1660 0x0001fc04 0x00421604 6   7    .data   ascii   :\r\em-m
1661 0x0001fc27 0x00421627 4   5    .data   ascii   *Q\v1
1662 0x0001fcab 0x004216ab 6   7    .data   ascii   \:}\rm-
1663 0x0001fd5d 0x0042175d 4   6    .data   utf8    )AFҪ blocks=Basic Latin,Cyrillic
1664 0x0001fe3c 0x0042183c 4   5    .data   ascii   Ybzs
1665 0x0001fea1 0x004218a1 5   6    .data   ascii   Av,-U
1666 0x0001feb4 0x004218b4 4   5    .data   ascii   Yozr
1667 0x0001ff82 0x00421982 4   6    .data   utf8    >ڱbC blocks=Basic Latin,Arabic
1668 0x00020113 0x00421b13 6   8    .data   utf8    OҪ5^QS blocks=Basic Latin,Cyrillic
1669 0x000201fe 0x00421bfe 4   6    .data   utf8    c\nЪr blocks=Basic Latin,Cyrillic
1670 0x00020406 0x00421e06 7   8    .data   ascii   r\:uKm-
1671 0x00020473 0x00421e73 4   5    .data   ascii   I-U@
1672 0x000204b4 0x00421eb4 6   7    .data   ascii   :] m-m
1673 0x000204ca 0x00421eca 4   5    .data   ascii   \am-:
1674 0x000204e9 0x00421ee9 6   7    .data   ascii   B\a#-Ui
1675 0x0002051c 0x00421f1c 4   6    .data   utf8    QF١$ blocks=Basic Latin,Arabic
1676 0x000205ff 0x00421fff 4   6    .data   utf8    Қ! m blocks=Cyrillic,Basic Latin
1677 0x00020683 0x00422083 4   6    .data   utf8    JҪ5^ blocks=Basic Latin,Cyrillic
1678 0x0002069f 0x0042209f 4   6    .data   utf8    JҪ5^ blocks=Basic Latin,Cyrillic
1679 0x000206bb 0x004220bb 4   6    .data   utf8    JҪ5^ blocks=Basic Latin,Cyrillic
1680 0x000206d7 0x004220d7 4   6    .data   utf8    JҪ5^ blocks=Basic Latin,Cyrillic
1681 0x0002071e 0x0042211e 4   5    .data   ascii   fQYi
1682 0x00020ab7 0x004224b7 4   6    .data   utf8    CҪrA blocks=Basic Latin,Cyrillic
1683 0x00020b6d 0x0042256d 5   6    .data   ascii   B{m-U
1684 0x00020c26 0x00422626 4   5    .data   ascii   Bm-:
1685 0x00020c5e 0x0042265e 4   6    .data   utf8    zmڥ{ blocks=Basic Latin,Arabic
1686 0x00020cef 0x004226ef 6   7    .data   ascii   I:1Cm-
1687 0x00020d0f 0x0042270f 4   6    .data   utf8    ӎi5^ blocks=Cyrillic,Basic Latin
1688 0x00020d18 0x00422718 5   6    .data   ascii   :A\am-
1689 0x00020e51 0x00422851 4   5    .data   ascii   !4zV
1690 0x00020e75 0x00422875 4   6    .data   utf8    'rzѪ blocks=Basic Latin,Cyrillic
1691 0x00020ea7 0x004228a7 4   6    .data   utf8    ӌi5^ blocks=Cyrillic,Basic Latin
1692 0x00020eda 0x004228da 4   5    .data   ascii   r\:e
1693 0x00020fcb 0x004229cb 4   6    .data   utf8    \Ҫ5^ blocks=Basic Latin,Cyrillic
1694 0x0002103a 0x00422a3a 4   5    .data   ascii   7m-m
1695 0x0002108a 0x00422a8a 4   5    .data   ascii   zZ-C
1696 0x00021110 0x00422b10 8   9    .data   ascii   :\rLm-f|m
1697 0x0002111e 0x00422b1e 4   5    .data   ascii   \vm-:
1698 0x000211ac 0x00422bac 5   7    .data   utf8    ՙ0znY blocks=Armenian,Basic Latin
1699 0x000211b9 0x00422bb9 4   6    .data   utf8    !o"Ҫ blocks=Basic Latin,Cyrillic
1700 0x000211e8 0x00422be8 5   8    .data   utf8    Ҫziڥ| blocks=Cyrillic,Basic Latin,Arabic
1701 0x000211fd 0x00422bfd 5   6    .data   ascii   C\al-U
1702 0x000212d5 0x00422cd5 4   6    .data   utf8    !\b/ӫ blocks=Basic Latin,Cyrillic
1703 0x000212e3 0x00422ce3 6   7    .data   ascii   @:A_m-
1704 0x000212f4 0x00422cf4 5   8    .data   utf8    [,ِҪ@ blocks=Basic Latin,Arabic,Cyrillic
1705 0x000213be 0x00422dbe 4   6    .data   utf8    1yߑ2 blocks=Basic Latin,NKo
1706 0x00021551 0x00422f51 4   6    .data   utf8    )ARҪ blocks=Basic Latin,Cyrillic
1707 0x00021619 0x00423019 4   6    .data   utf8    !g*Ҫ blocks=Basic Latin,Cyrillic
1708 0x000216cd 0x004230cd 6   7    .data   ascii   B\v4-Up
1709 0x000216e0 0x004230e0 4   5    .data   ascii   YR|R
1710 0x00021709 0x00423109 5   6    .data   ascii   B'\r-U
1711 0x0002173b 0x0042313b 4   5    .data   ascii   ~-Ui
1712 0x00021783 0x00423183 6   7    .data   ascii   P9HrE[
1713 0x000217c5 0x004231c5 4   5    .data   ascii   U>y\f
1714 0x00021817 0x00423217 7   8    .data   ascii   m:9?m-m
1715 0x0002186e 0x0042326e 4   5    .data   ascii   rH:m
1716 0x000218d5 0x004232d5 5   7    .data   utf8    !6mǕ? blocks=Basic Latin,Latin Extended-B
1717 0x000218f1 0x004232f1 6   7    .data   ascii   B'2-Up
1718 0x000219c1 0x004233c1 4   5    .data   ascii   YR{,
1719 0x000219e8 0x004233e8 7   8    .data   ascii   :Mfm-!<
1720 0x00021ad7 0x004234d7 4   6    .data   utf8    ^:-ܒ blocks=Basic Latin,Syriac
1721 0x00021af3 0x004234f3 4   6    .data   utf8    ͌i5^ blocks=Combining Diacritical Marks,Basic Latin
1722 0x00021b25 0x00423525 5   6    .data   ascii   B;\t-U
1723 0x00021b41 0x00423541 5   6    .data   ascii   B_\t-U
1724 0x00021b5d 0x0042355d 5   6    .data   ascii   Bs\t-U
1725 0x00021b99 0x00423599 4   6    .data   utf8    !r*Ҫ blocks=Basic Latin,Cyrillic
1726 0x00021bc3 0x004235c3 7   8    .data   ascii   mB!6zvC
1727 0x00021bd1 0x004235d1 6   7    .data   ascii   BKu-Ui
1728 0x00021c06 0x00423606 5   7    .data   utf8    r]:)R
1729 0x00021c47 0x00423647 4   5    .data   ascii   x-Ur
1730 0x00021c5d 0x0042365d 5   6    .data   ascii   Bol-U
1731 0x00021c9f 0x0042369f 6   8    .data   utf8    HӪrj:Q blocks=Basic Latin,Cyrillic
1732 0x00021ccd 0x004236cd 5   6    .data   ascii   !)z>C
1733 0x00021d39 0x00423739 4   6    .data   utf8    mxZҪ blocks=Basic Latin,Cyrillic
1734 0x00021d73 0x00423773 4   5    .data   ascii   t-Ui
1735 0x00021db1 0x004237b1 4   6    .data   utf8    !rRҪ blocks=Basic Latin,Cyrillic
1736 0x00021df6 0x004237f6 6   9    .data   utf8    kKӪzj- blocks=Basic Latin,Cyrillic
1737 0x00021e1d 0x0042381d 5   6    .data   ascii   !)zNB
1738 0x00021e2d 0x0042382d 5   6    .data   ascii   B'l-U
1739 0x00021e5b 0x0042385b 5   7    .data   utf8    KӪzk- blocks=Basic Latin,Cyrillic
1740 0x00021e83 0x00423883 4   5    .data   ascii   R-U>
1741 0x00021e8e 0x0042388e 7   8    .data   ascii   ?m-)1m9
1742 0x00021eb3 0x004238b3 4   5    .data   ascii   KQQ\a
1743 0x00021eb9 0x004238b9 6   7    .data   ascii   B{--Uz
1744 0x00021ec3 0x004238c3 4   5    .data   ascii   --U>
1745 0x00021eea 0x004238ea 4   7    .data   utf8    ߫Ъzu blocks=NKo,Cyrillic,Basic Latin
1746 0x00021f21 0x00423921 6   7    .data   ascii   Bs--U>
1747 0x00021f34 0x00423934 4   6    .data   utf8    ҪrU9 blocks=Cyrillic,Basic Latin
1748 0x00021f4f 0x0042394f 6   7    .data   ascii   W-UzZ-
1749 0x00021f70 0x00423970 5   6    .data   ascii   +!6zR
1750 0x00021fc1 0x004239c1 5   7    .data   utf8    !1mǙD blocks=Basic Latin,Latin Extended-B
1751 0x00021fd8 0x004239d8 4   5    .data   ascii   \t!6z
1752 0x00022079 0x00423a79 4   5    .data   ascii   )1m9
1753 0x0002211d 0x00423b1d 4   5    .data   ascii   f5^k
1754 0x000221bc 0x00423bbc 5   6    .data   ascii   :=\am-
1755 0x0002220f 0x00423c0f 4   6    .data   utf8    ӏi5^ blocks=Cyrillic,Basic Latin
1756 0x00022220 0x00423c20 5   7    .data   utf8    QFɡ\t' blocks=Basic Latin,IPA Extensions
1757 0x0002226d 0x00423c6d 7   8    .data   ascii   B\es-U|R
1758 0x00022284 0x00423c84 4   5    .data   ascii    !6z
1759 0x0002229e 0x00423c9e 4   5    .data   ascii   rCYe
1760 0x0002239b 0x00423d9b 4   5    .data   ascii   )-U>
1761 0x0002245e 0x00423e5e 4   5    .data   ascii   rGQe
1762 0x0002247f 0x00423e7f 4   5    .data   ascii   m-]>
1763 0x000224bc 0x00423ebc 6   9    .data   utf8    ֙+y֥C} blocks=Hebrew,Basic Latin
1764 0x000224fd 0x00423efd 5   6    .data   ascii   /nl-U
1765 0x00022512 0x00423f12 6   8    .data   utf8    ĝW*\am- blocks=Latin Extended-A,Basic Latin
1766 0x00022552 0x00423f52 4   5    .data   ascii   rY:9
1767 0x0002255e 0x00423f5e 5   7    .data   utf8    zQڥC} blocks=Basic Latin,Arabic
1768 0x00022598 0x00423f98 5   7    .data   utf8    ҥ|h/U blocks=Cyrillic,Basic Latin
1769 0x00022631 0x00424031 4   6    .data   utf8    +=J֪ blocks=Basic Latin,Hebrew
1770 0x00022693 0x00424093 5   7    .data   utf8    ڱSzm, blocks=Arabic,Basic Latin
1771 0x000226fc 0x004240fc 5   6    .data   ascii   Y}r]:
1772 0x00022709 0x00424109 6   7    .data   ascii   B[%-U>
1773 0x00022716 0x00424116 7   9    .data   utf8    Nm-)ْQa blocks=Basic Latin,Arabic
1774 0x00022724 0x00424124 4   6    .data   utf8    ҪrQ9 blocks=Cyrillic,Basic Latin
1775 0x0002273d 0x0042413d 8   9    .data   ascii   Bo/-UzZ-
1776 0x00022788 0x00424188 4   7    .data   utf8    [/وҪ blocks=Basic Latin,Arabic,Cyrillic
1777 0x000227b7 0x004241b7 4   5    .data   ascii   $-U>
1778 0x000227c2 0x004241c2 8   9    .data   ascii   Dm-)1m;7
1779 0x00022802 0x00424202 5   6    .data   ascii   rU%zQ
1780 0x00022821 0x00424221 5   8    .data   utf8    BӹҪ|R blocks=Basic Latin,Cyrillic
1781 0x00022906 0x00424306 6   9    .data   utf8    zjӥw:Ӫ blocks=Basic Latin,Cyrillic
1782 0x00022920 0x00424320 4   6    .data   utf8    Ҫzj- blocks=Cyrillic,Basic Latin
1783 0x00022a24 0x00424424 4   7    .data   utf8    ӥu?Ҫ blocks=Cyrillic,Basic Latin
1784 0x00022b64 0x00424564 4   7    .data   utf8    _/ٔҪ blocks=Basic Latin,Arabic,Cyrillic
