[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000087 0x00000087 7   10           utf8    8W͍8W͍8 blocks=Basic Latin,Combining Diacritical Marks
2    0x00000093 0x00000093 4   6            utf8    8_͍8 blocks=Basic Latin,Combining Diacritical Marks
3    0x0000009f 0x0000009f 14  19           utf8    88҇8\͍88҉8U͍8a blocks=Basic Latin,Cyrillic,Combining Diacritical Marks
4    0x000000b3 0x000000b3 5   7            utf8    8T͍8a blocks=Basic Latin,Combining Diacritical Marks
5    0x000000bb 0x000000bb 7   10           utf8    8T͍8W͌8 blocks=Basic Latin,Combining Diacritical Marks
6    0x000000c9 0x000000c9 5   8            utf8    ҆8R͍8 blocks=Cyrillic,Basic Latin,Combining Diacritical Marks
7    0x000000d1 0x000000d1 12  16           utf8    ˋ8V͍8RichW͍8 blocks=Spacing Modifier Letters,Basic Latin,Combining Diacritical Marks
8    0x00000217 0x00000217 7   8            ascii   `Prdata
9    0x0000023f 0x0000023f 6   7            ascii   @.data
10   0x00000268 0x00000268 5   6            ascii   .rsrc
57   0x00001b41 0x00401b41 4   5    .t      ascii   \r09@
58   0x00001b5f 0x00401b5f 6   7    .t      ascii   D$,T9@
59   0x00001b6b 0x00401b6b 4   5    .t      ascii   D$l\v
60   0x00001b79 0x00401b79 6   7    .t      ascii   D$,@9@
61   0x00001b9b 0x00401b9b 4   5    .t      ascii   T$TR
62   0x00001ba2 0x00401ba2 4   6    .t      utf8    ڋvXR blocks=Arabic,Basic Latin
63   0x00001bbd 0x00401bbd 8   9    .t      ascii   L$d_^][d
64   0x00001c51 0x00401c51 4   9    .t      utf16le jjjj
65   0x00001c79 0x00401c79 11  23   .t      utf16le @jjjjjjjjjj
66   0x00001c93 0x00401c93 4   9    .t      utf16le @jjj
67   0x00001c9f 0x00401c9f 7   15   .t      utf16le @jjjjjj
68   0x00001cc3 0x00401cc3 8   17   .t      utf16le @jjjjjjj
69   0x00001cd7 0x00401cd7 4   9    .t      utf16le @jjj
70   0x00001ceb 0x00401ceb 8   17   .t      utf16le @jjjjjjj
71   0x00001d05 0x00401d05 5   11   .t      utf16le @jjjj
72   0x00001d13 0x00401d13 4   9    .t      utf16le @jjj
73   0x00001df2 0x00401df2 4   5    .t      ascii   hX*@
74   0x00001e62 0x00401e62 4   5    .t      ascii   hx*@
75   0x00002036 0x00402036 5   6    .t      ascii   L$\b^d
76   0x0000205e 0x0040205e 5   6    .t      ascii   E\bSVW
77   0x0000208a 0x0040208a 5   6    .t      ascii   h4(@P
78   0x000020e5 0x004020e5 4   5    .t      ascii   hlP@
79   0x00002182 0x00402182 5   6    .t      ascii   uFPYt
80   0x0000220e 0x0040220e 4   5    .t      ascii   <Dw\t
81   0x00002271 0x00402271 4   5    .t      ascii   %t3@
82   0x00002277 0x00402277 4   5    .t      ascii   %l3@
83   0x0000227d 0x0040227d 4   5    .t      ascii   %h3@
84   0x00002283 0x00402283 4   5    .t      ascii   %`3@
85   0x00002289 0x00402289 4   5    .t      ascii   %\3@
86   0x0000228f 0x0040228f 4   5    .t      ascii   %X3@
87   0x00002295 0x00402295 4   5    .t      ascii   %T3@
88   0x0000229b 0x0040229b 4   5    .t      ascii   %P3@
89   0x000022a1 0x004022a1 4   5    .t      ascii   %L3@
90   0x000022a7 0x004022a7 4   5    .t      ascii   %H3@
91   0x000022ad 0x004022ad 4   5    .t      ascii   %D3@
92   0x000022b3 0x004022b3 4   5    .t      ascii   %@3@
93   0x000022b9 0x004022b9 4   5    .t      ascii   %<3@
94   0x000022bf 0x004022bf 4   5    .t      ascii   %83@
95   0x000022c5 0x004022c5 4   5    .t      ascii   %43@
96   0x000022cb 0x004022cb 4   5    .t      ascii   %03@
97   0x000022d1 0x004022d1 4   5    .t      ascii   %,3@
98   0x000022d7 0x004022d7 4   5    .t      ascii   %(3@
99   0x000022dd 0x004022dd 4   5    .t      ascii   %$3@
100  0x000022e3 0x004022e3 4   5    .t      ascii   % 3@
101  0x00002301 0x00402301 4   5    .t      ascii   %\f3@
102  0x00002307 0x00402307 4   5    .t      ascii   %\b3@
103  0x00002319 0x00402319 4   5    .t      ascii   %t0@
104  0x0000231f 0x0040231f 4   5    .t      ascii   %x0@
105  0x00002325 0x00402325 4   5    .t      ascii   %|0@
106  0x000023f7 0x004023f7 4   5    .t      ascii   %\b1@
107  0x000023fd 0x004023fd 4   5    .t      ascii   %\f1@
108  0x0000241b 0x0040241b 4   5    .t      ascii   % 1@
109  0x00002421 0x00402421 4   5    .t      ascii   %$1@
110  0x00002427 0x00402427 4   5    .t      ascii   %(1@
111  0x0000242d 0x0040242d 4   5    .t      ascii   %,1@
112  0x00002433 0x00402433 4   5    .t      ascii   %01@
113  0x00002439 0x00402439 4   5    .t      ascii   %41@
114  0x0000243f 0x0040243f 4   5    .t      ascii   %81@
115  0x00002445 0x00402445 4   5    .t      ascii   %<1@
116  0x0000244b 0x0040244b 4   5    .t      ascii   %@1@
117  0x00002451 0x00402451 4   5    .t      ascii   %D1@
118  0x00002457 0x00402457 4   5    .t      ascii   %H1@
119  0x0000245d 0x0040245d 4   5    .t      ascii   %L1@
120  0x00002463 0x00402463 4   5    .t      ascii   %P1@
121  0x00002469 0x00402469 4   5    .t      ascii   %T1@
122  0x0000246f 0x0040246f 4   5    .t      ascii   %X1@
123  0x00002475 0x00402475 4   5    .t      ascii   %\1@
124  0x0000247b 0x0040247b 4   5    .t      ascii   %l1@
125  0x00002481 0x00402481 4   5    .t      ascii   %p1@
126  0x00002487 0x00402487 4   5    .t      ascii   %t1@
127  0x0000248d 0x0040248d 4   5    .t      ascii   %x1@
128  0x00002493 0x00402493 4   5    .t      ascii   %|1@
129  0x000024f3 0x004024f3 4   5    .t      ascii   %p3@
130  0x00002559 0x00402559 4   5    .t      ascii   %\b2@
131  0x0000255f 0x0040255f 4   5    .t      ascii   %\f2@
132  0x0000257d 0x0040257d 4   5    .t      ascii   % 2@
133  0x00002583 0x00402583 4   5    .t      ascii   %$2@
134  0x00002589 0x00402589 4   5    .t      ascii   %(2@
135  0x0000258f 0x0040258f 4   5    .t      ascii   %,2@
136  0x00002595 0x00402595 4   5    .t      ascii   %02@
137  0x0000259b 0x0040259b 4   5    .t      ascii   %42@
138  0x000025a1 0x004025a1 4   5    .t      ascii   %82@
139  0x000025a7 0x004025a7 4   5    .t      ascii   %<2@
140  0x000025ad 0x004025ad 4   5    .t      ascii   %@2@
141  0x000025b3 0x004025b3 4   5    .t      ascii   %D2@
142  0x000025b9 0x004025b9 4   5    .t      ascii   %H2@
143  0x000025bf 0x004025bf 4   5    .t      ascii   %L2@
144  0x000025c5 0x004025c5 4   5    .t      ascii   %P2@
145  0x000025cb 0x004025cb 4   5    .t      ascii   %T2@
146  0x000025d1 0x004025d1 4   5    .t      ascii   %X2@
147  0x000025d7 0x004025d7 4   5    .t      ascii   %\2@
148  0x000025dd 0x004025dd 4   5    .t      ascii   %`2@
149  0x000025e3 0x004025e3 4   5    .t      ascii   %d2@
150  0x000025e9 0x004025e9 4   5    .t      ascii   %h2@
151  0x000025ef 0x004025ef 4   5    .t      ascii   %l2@
152  0x000025f5 0x004025f5 4   5    .t      ascii   %x2@
153  0x000025fb 0x004025fb 4   5    .t      ascii   %|2@
154  0x000026df 0x004026df 4   5    .t      ascii   hSVW
155  0x000026f5 0x004026f5 4   5    .t      ascii   \rlW@
156  0x000026fc 0x004026fc 4   5    .t      ascii   \rpW@
157  0x00002709 0x00402709 4   5    .t      ascii   \r`W@
158  0x00002717 0x00402717 4   5    .t      ascii   \r\W@
159  0x00002764 0x00402764 4   5    .t      ascii   5TW@
160  0x0000277b 0x0040277b 4   5    .t      ascii   h\fP@
161  0x00002798 0x00402798 5   6    .t      ascii   >"u:F
162  0x000027e1 0x004027e1 7   8    .t      ascii   j\nXPVSS
163  0x0000280f 0x0040280f 4   6    .t      utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
164  0x0000281f 0x0040281f 5   7    .t      utf8    ̃=pW@ blocks=Combining Diacritical Marks,Basic Latin
165  0x00002835 0x00402835 4   5    .t      ascii   hlW@
166  0x0000283a 0x0040283a 4   5    .t      ascii   hpW@
167  0x00002877 0x00402877 4   5    .t      ascii   L$\br
168  0x00002933 0x00402933 4   5    .t      ascii   %x3@
169  0x00002989 0x00402989 4   6    .t      utf8    øH;@ blocks=Latin-1 Supplement,Basic Latin
170  0x000029a9 0x004029a9 4   6    .t      utf8    øp;@ blocks=Latin-1 Supplement,Basic Latin
171  0x0000349f 0x0040349f 4   5    Prdata  ascii   ?N#@
172  0x00004194 0x00404194 9   10   Prdata  ascii   MFC42.DLL
173  0x000041a0 0x004041a0 17  18   Prdata  ascii   __CxxFrameHandler
174  0x000041b4 0x004041b4 5   6    Prdata  ascii   _ftol
175  0x000041bc 0x004041bc 5   6    Prdata  ascii   _exit
176  0x000041c4 0x004041c4 11  12   Prdata  ascii   _XcptFilter
177  0x000041d2 0x004041d2 4   5    Prdata  ascii   exit
178  0x000041da 0x004041da 7   8    Prdata  ascii   _acmdln
179  0x000041e4 0x004041e4 13  14   Prdata  ascii   __getmainargs
180  0x000041f4 0x004041f4 9   10   Prdata  ascii   _initterm
181  0x00004200 0x00404200 16  17   Prdata  ascii   __setusermatherr
182  0x00004214 0x00404214 12  13   Prdata  ascii   _adjust_fdiv
183  0x00004224 0x00404224 12  13   Prdata  ascii   __p__commode
184  0x00004234 0x00404234 10  11   Prdata  ascii   __p__fmode
185  0x00004242 0x00404242 14  15   Prdata  ascii   __set_app_type
186  0x00004254 0x00404254 16  17   Prdata  ascii   _except_handler3
187  0x00004268 0x00404268 11  12   Prdata  ascii   __dllonexit
188  0x00004276 0x00404276 7   8    Prdata  ascii   _onexit
189  0x0000427e 0x0040427e 10  11   Prdata  ascii   MSVCRT.dll
190  0x0000428c 0x0040428c 10  11   Prdata  ascii   _controlfp
191  0x0000429a 0x0040429a 6   7    Prdata  ascii   MulDiv
192  0x000042a4 0x004042a4 21  22   Prdata  ascii   GetEnvironmentStrings
193  0x000042bc 0x004042bc 16  17   Prdata  ascii   IsDBCSLeadByteEx
194  0x000042d0 0x004042d0 12  13   Prdata  ascii   VirtualQuery
195  0x000042e0 0x004042e0 19  20   Prdata  ascii   GetOverlappedResult
196  0x000042f6 0x004042f6 12  13   Prdata  ascii   GetTickCount
197  0x00004306 0x00404306 22  23   Prdata  ascii   GetTimeZoneInformation
198  0x00004320 0x00404320 18  19   Prdata  ascii   CreateFileMappingA
199  0x00004336 0x00404336 11  12   Prdata  ascii   VirtualFree
200  0x00004344 0x00404344 14  15   Prdata  ascii   CreateProcessW
201  0x00004356 0x00404356 20  21   Prdata  ascii   SetCurrentDirectoryW
202  0x0000436e 0x0040436e 9   10   Prdata  ascii   FindClose
203  0x0000437a 0x0040437a 11  12   Prdata  ascii   CreateFileA
204  0x00004388 0x00404388 18  19   Prdata  ascii   GetModuleFileNameA
205  0x0000439e 0x0040439e 16  17   Prdata  ascii   GetModuleHandleA
206  0x000043b2 0x004043b2 15  16   Prdata  ascii   GetStartupInfoA
207  0x000043c2 0x004043c2 12  13   Prdata  ascii   KERNEL32.dll
208  0x000043d2 0x004043d2 12  13   Prdata  ascii   UpdateWindow
209  0x000043e2 0x004043e2 12  13   Prdata  ascii   EnableWindow
210  0x000043f2 0x004043f2 13  14   Prdata  ascii   GetClientRect
211  0x00004402 0x00404402 14  15   Prdata  ascii   InvalidateRect
212  0x00004414 0x00404414 9   10   Prdata  ascii   ShowCaret
213  0x00004420 0x00404420 14  15   Prdata  ascii   TrackPopupMenu
214  0x00004432 0x00404432 14  15   Prdata  ascii   GetWindowLongA
215  0x00004444 0x00404444 19  20   Prdata  ascii   SetForegroundWindow
216  0x00004458 0x00404458 10  11   Prdata  ascii   USER32.dll
217  0x00004466 0x00404466 10  11   Prdata  ascii   StretchBlt
218  0x00004474 0x00404474 12  13   Prdata  ascii   SelectObject
219  0x00004484 0x00404484 22  23   Prdata  ascii   CreateCompatibleBitmap
220  0x0000449e 0x0040449e 18  19   Prdata  ascii   CreateCompatibleDC
221  0x000044b4 0x004044b4 13  14   Prdata  ascii   GetDeviceCaps
222  0x000044c4 0x004044c4 10  11   Prdata  ascii   SetMapMode
223  0x000044d2 0x004044d2 21  22   Prdata  ascii   GetTextExtentExPointW
224  0x000044ea 0x004044ea 17  18   Prdata  ascii   IntersectClipRect
225  0x000044fc 0x004044fc 9   10   Prdata  ascii   GDI32.dll
226  0x00004508 0x00404508 11  12   Prdata  ascii   RegOpenKeyA
227  0x00004516 0x00404516 12  13   Prdata  ascii   GetLengthSid
228  0x00004524 0x00404524 12  13   Prdata  ascii   ADVAPI32.dll
229  0x00004534 0x00404534 8   9    Prdata  ascii   _setmbcp
230  0x00005020 0x00405020 38  39   .data   ascii   Local AppWizard-Generated Applications
231  0x00005048 0x00405048 9   10   .data   ascii   CImageVie
232  0x00005052 0x00405052 5   6    .data   ascii   erDoc
233  0x0000505a 0x0040505a 14  15   .data   ascii   mageViewerView
234  0x000050b8 0x004050b8 4   5    .data   ascii   F4H\r
235  0x0000512f 0x0040512f 5   6    .data   ascii   F\a&*F
236  0x000051d0 0x004051d0 4   5    .data   ascii   F!L!
237  0x000051df 0x004051df 7   8    .data   ascii   @H5622t
238  0x000051f5 0x004051f5 9   10   .data   ascii   2@x5622F\n
239  0x00005210 0x00405210 6   8    .data   utf8    T:6GʊE blocks=Basic Latin,IPA Extensions
240  0x0000521b 0x0040521b 8   9    .data   ascii   FYP5622D
241  0x0000522a 0x0040522a 8   9    .data   ascii   2@IP5622
242  0x00005233 0x00405233 5   7    .data   utf8    4Dܱ\tN blocks=Basic Latin,Syriac
243  0x00005245 0x00405245 21  22   .data   ascii   F<T:3F7FIp5622@yp5622
244  0x0000525e 0x0040525e 4   5    .data   ascii   T:6G
245  0x00005268 0x00405268 8   9    .data   ascii   FYP5622D
246  0x00005274 0x00405274 9   10   .data   ascii   2@IP5622D
247  0x00005291 0x00405291 6   7    .data   ascii   F<T:3F
248  0x00005298 0x00405298 8   9    .data   ascii   5GIX5622
249  0x000052c6 0x004052c6 5   6    .data   ascii   %'222
250  0x00005436 0x00405436 5   6    .data   ascii   %T122
251  0x0000544b 0x0040544b 4   5    .data   ascii   1F=@
252  0x00005460 0x00405460 4   5    .data   ascii   222@
253  0x00005499 0x00405499 4   5    .data   ascii   222@
254  0x000054ae 0x004054ae 5   6    .data   ascii   222tL
255  0x000054ee 0x004054ee 5   6    .data   ascii   222F5
256  0x00005524 0x00405524 5   6    .data   ascii   222tR
257  0x0000552d 0x0040552d 15  16   .data   ascii   \r@p,s22EP-s22>f
258  0x00005544 0x00405544 5   6    .data   ascii   222\vH
259  0x00005551 0x00405551 6   7    .data   ascii   222t\vH
260  0x0000555f 0x0040555f 6   7    .data   ascii   222z\vH
261  0x00005578 0x00405578 4   5    .data   ascii   fffg
262  0x000055cd 0x004055cd 4   5    .data   ascii   -s22
263  0x000055e7 0x004055e7 6   8    .data   utf8    N3ؿ=sM blocks=Basic Latin,Arabic
264  0x000055fb 0x004055fb 6   7    .data   ascii   @H-s22
265  0x00005604 0x00405604 6   8    .data   utf8    622N\tܧ blocks=Basic Latin,Syriac
266  0x00005615 0x00405615 9   10   .data   ascii   AF5@H-s22
267  0x00005621 0x00405621 7   8    .data   ascii   %K722N\t
268  0x00005667 0x00405667 11  12   .data   ascii   \aCMainFrame
269  0x000061e8 0x004061e8 81  82   .rsrc   ascii   wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww
270  0x0000623f 0x0040623f 26  27   .rsrc   ascii   \awwtGwwwwwwwwwwwwwwwtDDDDw
271  0x0000625e 0x0040625e 6   7    .rsrc   ascii   \awwwwp
272  0x00006265 0x00406265 5   6    .rsrc   ascii   wwwwp
273  0x00006276 0x00406276 4   5    .rsrc   ascii   wwp3
274  0x0000627f 0x0040627f 18  19   .rsrc   ascii   \awwGtwDwwwwwtDDDDw
275  0x00006298 0x00406298 12  13   .rsrc   ascii   pwwwwppwwww\v
276  0x000062a5 0x004062a5 5   6    .rsrc   ascii   \awwwp
277  0x000062b2 0x004062b2 8   9    .rsrc   ascii   3333\awp3
278  0x000062bf 0x004062bf 13  14   .rsrc   ascii   \awwGttwGwwwwt
279  0x000062d0 0x004062d0 4   5    .rsrc   ascii   p884
280  0x000062de 0x004062de 6   7    .rsrc   ascii   \a\awww\v
281  0x000062e5 0x004062e5 5   6    .rsrc   ascii   \awwwp
282  0x000062f2 0x004062f2 8   9    .rsrc   ascii   33330wp3
283  0x000062ff 0x004062ff 13  14   .rsrc   ascii   \awwGttwGwwwwt
284  0x00006318 0x00406318 4   5    .rsrc   ascii   \aww{
285  0x0000631f 0x0040631f 11  12   .rsrc   ascii   \awwwp\awwwwp
286  0x00006333 0x00406333 7   8    .rsrc   ascii   3333\ap3
287  0x0000633f 0x0040633f 10  11   .rsrc   ascii   \awwtDtwGwp
288  0x00006350 0x00406350 4   5    .rsrc   ascii   p884
289  0x00006357 0x00406357 5   6    .rsrc   ascii   D\awwx
290  0x0000635d 0x0040635d 7   8    .rsrc   ascii   w\a\awww\v
291  0x00006365 0x00406365 5   6    .rsrc   ascii   wwwwp
292  0x00006373 0x00406373 22  23   .rsrc   ascii   33330p333333\awwwttDwwp
293  0x0000639e 0x0040639e 6   7    .rsrc   ascii   \apwww\v
294  0x000063a5 0x004063a5 5   6    .rsrc   ascii   wwwwp
295  0x000063be 0x004063be 6   7    .rsrc   ascii   3\awwwt
296  0x000063c5 0x004063c5 4   5    .rsrc   ascii   wwwp
297  0x000063d0 0x004063d0 4   5    .rsrc   ascii   p884
298  0x000063d7 0x004063d7 13  14   .rsrc   ascii   G\awwwwpppwww\v
299  0x000063e5 0x004063e5 5   6    .rsrc   ascii   wwwwp
300  0x000063f6 0x004063f6 8   9    .rsrc   ascii   wwp0wwww
301  0x000063ff 0x004063ff 10  11   .rsrc   ascii   \awwww\awwwp
302  0x00006414 0x00406414 5   6    .rsrc   ascii   DDD\ap
303  0x00006420 0x00406420 4   5    .rsrc   ascii   www\v
304  0x00006425 0x00406425 5   6    .rsrc   ascii   \awwwp
305  0x00006436 0x00406436 8   9    .rsrc   ascii   wwp0wwww
306  0x0000643f 0x0040643f 5   6    .rsrc   ascii   \awwwp
307  0x00006445 0x00406445 4   5    .rsrc   ascii   wwwp
308  0x0000644e 0x0040644e 11  12   .rsrc   ascii   OGp888888\aw
309  0x0000645e 0x0040645e 4   5    .rsrc   ascii   ppww
310  0x00006466 0x00406466 4   5    .rsrc   ascii   wwwp
311  0x00006476 0x00406476 8   9    .rsrc   ascii   wwp0wwww
312  0x0000647f 0x0040647f 10  11   .rsrc   ascii   \awwwppwwwp
313  0x000064a6 0x004064a6 4   5    .rsrc   ascii   \awwp
314  0x000064b2 0x004064b2 5   6    .rsrc   ascii   \awwwp
315  0x000064b8 0x004064b8 6   7    .rsrc   ascii   p0wwww
316  0x000064bf 0x004064bf 4   5    .rsrc   ascii   \awww
317  0x000064c4 0x004064c4 5   6    .rsrc   ascii   p\awwp
318  0x000064cc 0x004064cc 14  15   .rsrc   ascii   DDGwp8\awwp8\awp
319  0x000064de 0x004064de 4   5    .rsrc   ascii   \awwp
320  0x000064e6 0x004064e6 4   5    .rsrc   ascii   \awwp
321  0x000064ee 0x004064ee 9   10   .rsrc   ascii   \awwwwwwww
322  0x000064f8 0x004064f8 6   7    .rsrc   ascii   p0wwww
323  0x000064ff 0x004064ff 10  11   .rsrc   ascii   \awww\aw\awwp
324  0x0000650c 0x0040650c 5   6    .rsrc   ascii   \awwwp
325  0x0000651e 0x0040651e 4   5    .rsrc   ascii   \awwp
326  0x00006526 0x00406526 4   5    .rsrc   ascii   \awwp
327  0x0000652e 0x0040652e 27  28   .rsrc   ascii   wwwwwwpwppp0wwww\a\awww\aw\awwp
328  0x0000654c 0x0040654c 5   6    .rsrc   ascii   wwwww
329  0x0000655f 0x0040655f 4   5    .rsrc   ascii   www\v
330  0x00006566 0x00406566 4   5    .rsrc   ascii   wwwp
331  0x0000656d 0x0040656d 8   9    .rsrc   ascii   \awwwwwww
332  0x0000657f 0x0040657f 10  11   .rsrc   ascii   \awww\aw\awwp
333  0x0000658b 0x0040658b 8   9    .rsrc   ascii   \awwwwwww
334  0x00006595 0x00406595 6   7    .rsrc   ascii   wwwwwp
335  0x0000659f 0x0040659f 4   5    .rsrc   ascii   wwwp
336  0x0000663e 0x0040663e 6   14   .rsrc   utf16le ??(&F)
337  0x00006650 0x00406650 13  28   .rsrc   utf16le ??(&N)\tCtrl+N
338  0x00006670 0x00406670 16  34   .rsrc   utf16le ??(&O)...\tCtrl+O
339  0x00006696 0x00406696 13  28   .rsrc   utf16le ??(&S)\tCtrl+S
340  0x000066b6 0x004066b6 10  22   .rsrc   utf16le ???(&A)...
341  0x000066d6 0x004066d6 16  34   .rsrc   utf16le ??(&P)...\tCtrl+P
342  0x000066fc 0x004066fc 8   18   .rsrc   utf16le ????(&V)
343  0x00006712 0x00406712 11  24   .rsrc   utf16le ????(&R)...
344  0x00006734 0x00406734 4   10   .rsrc   utf16le ????
345  0x00006748 0x00406748 6   14   .rsrc   utf16le ??(&X)
346  0x00006758 0x00406758 6   14   .rsrc   utf16le ??(&E)
347  0x0000676a 0x0040676a 13  28   .rsrc   utf16le ??(&U)\tCtrl+Z
348  0x00006790 0x00406790 13  28   .rsrc   utf16le ??(&T)\tCtrl+X
349  0x000067b0 0x004067b0 13  28   .rsrc   utf16le ??(&C)\tCtrl+C
350  0x000067d0 0x004067d0 13  28   .rsrc   utf16le ??(&P)\tCtrl+V
351  0x000067ee 0x004067ee 6   14   .rsrc   utf16le ??(&V)
352  0x00006800 0x00406800 7   16   .rsrc   utf16le ???(&T)
353  0x00006814 0x00406814 7   16   .rsrc   utf16le ???(&S)
354  0x00006826 0x00406826 6   14   .rsrc   utf16le ??(&O)
355  0x00006838 0x00406838 4   10   .rsrc   utf16le ????
356  0x00006846 0x00406846 5   12   .rsrc   utf16le ??50%
357  0x00006856 0x00406856 5   12   .rsrc   utf16le ??25%
358  0x00006866 0x00406866 5   12   .rsrc   utf16le ??50%
359  0x00006876 0x00406876 5   12   .rsrc   utf16le ??25%
360  0x00006884 0x00406884 6   14   .rsrc   utf16le ??(&H)
361  0x00006896 0x00406896 21  44   .rsrc   utf16le ?? ImageViewer(&A)...
362  0x000068de 0x004068de 14  30   .rsrc   utf16le ?? ImageViewer
363  0x00006928 0x00406928 4   10   .rsrc   utf16le (\nw\b
364  0x00006936 0x00406936 17  36   .rsrc   utf16le ImageViewer 1.0 ?
365  0x00006972 0x00406972 13  28   .rsrc   utf16le ???? (C) 2007
366  0x00007014 0x00407014 6   7            ascii   .drect
367  0x0000703c 0x0040703c 8   9            ascii   .CRT$XCU
368  0x00007064 0x00407064 6   7            ascii   .rdata
369  0x0000708a 0x0040708a 6   7            ascii   @@.bss
370  0x000070b4 0x004070b4 5   6            ascii   .text
371  0x000070da 0x004070da 10  11           ascii   P`.debug$F
372  0x00007103 0x00407103 6   7            ascii   B.text
373  0x0000712a 0x0040712a 6   7            ascii   P`.deb
374  0x00007153 0x00407153 6   7            ascii   B.text
375  0x0000717a 0x0040717a 5   6            ascii   P`.rd
