[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d0 0x000000d0 4   5            ascii   Rich
2    0x000001d8 0x000001d8 5   6            ascii   .text
3    0x000001ff 0x000001ff 7   8            ascii   `.rdata
4    0x00000227 0x00000227 6   7            ascii   @.data
5    0x00000250 0x00000250 6   7            ascii   .reloc
6    0x00000409 0x10001009 4   5    .text   ascii   D$\bf
7    0x00000441 0x10001041 4   5    .text   ascii   u\bWh
8    0x00000711 0x10001311 6   7    .text   ascii   SSSSh 
9    0x00000745 0x10001345 4   5    .text   ascii   SSSh
10   0x0000077c 0x1000137c 5   6    .text   ascii   SSSSP
11   0x0000088c 0x1000148c 6   7    .text   ascii   SSSShD
12   0x0000089f 0x1000149f 4   5    .text   ascii   SSjP
13   0x000008b9 0x100014b9 4   5    .text   ascii   Wh\b!
14   0x00000a41 0x10001641 4   5    .text   ascii   SSSS
15   0x00000ab1 0x100016b1 4   5    .text   ascii   SVWh
16   0x00000ae8 0x100016e8 4   5    .text   ascii   ExPh
17   0x00000b4c 0x1000174c 4   5    .text   ascii   ExPj
18   0x00000bdf 0x100017df 5   6    .text   ascii   E\fSVW
19   0x00000c6d 0x1000186d 4   5    .text   ascii   \fF;u
20   0x00000c8f 0x1000188f 5   6    .text   ascii   _^[t\t
21   0x00000cf0 0x100018f0 4   5    .text   ascii   \n2\5
22   0x00000db6 0x100019b6 6   7    .text   ascii   SSSShD
23   0x00000dc9 0x100019c9 5   6    .text   ascii   SSjPh
24   0x00000de2 0x100019e2 4   5    .text   ascii   Wh\b!
25   0x00001184 0x10001d84 4   5    .text   ascii   SVW3
26   0x000011b5 0x10001db5 4   5    .text   ascii   Pj&S
27   0x00001259 0x10001e59 5   6    .text   ascii   u\b_^[
28   0x000015cb 0x100021cb 4   6    .text   utf8    (;ÉE blocks=Basic Latin,Latin-1 Supplement
29   0x000015d1 0x100021d1 4   5    .text   ascii   t\ePW
